"","date","ALRN"
"308","2018-09-18",3.33
"309","2018-09-19",3.39
"310","2018-09-20",3.2
"311","2018-09-21",2.87
"312","2018-09-24",2.75
"313","2018-09-25",3.05
"314","2018-09-26",2.99
"315","2018-09-27",2.9
"316","2018-09-28",2.75
"317","2018-10-01",2.8
"318","2018-10-02",2.57
"319","2018-10-03",2.86
"320","2018-10-04",2.82
"321","2018-10-05",2.7
"322","2018-10-08",2.68
"323","2018-10-09",2.6
"324","2018-10-10",2.6
"325","2018-10-11",2.55
"326","2018-10-12",2.49
"327","2018-10-15",2.36
"328","2018-10-16",2.8
"329","2018-10-17",2.56
"330","2018-10-18",2.39
"331","2018-10-19",2.35
"332","2018-10-22",2.25
"333","2018-10-23",2.43
"334","2018-10-24",2.39
"335","2018-10-25",2.27
"336","2018-10-26",2.29
"337","2018-10-29",2.36
"338","2018-10-30",2.35
"339","2018-10-31",2.35
"340","2018-11-01",2.1
"341","2018-11-02",2.15
"342","2018-11-05",2.16
"343","2018-11-06",2.03
"344","2018-11-07",2.05
"345","2018-11-08",2.13
"346","2018-11-09",2
"347","2018-11-12",1.82
"348","2018-11-13",2.2
"349","2018-11-14",2.21
"350","2018-11-15",2.25
"351","2018-11-16",2.17
"352","2018-11-19",2.2
"353","2018-11-20",1.97
"354","2018-11-21",1.98
"355","2018-11-23",1.97
"356","2018-11-26",1.93
"357","2018-11-27",2.12
"358","2018-11-28",2.2
"359","2018-11-29",2.17
"360","2018-11-30",2.17
"361","2018-12-03",2.23
"362","2018-12-04",2.06
"363","2018-12-06",2.05
"364","2018-12-07",1.97
"365","2018-12-10",2
"366","2018-12-11",1.94
"367","2018-12-12",1.68
"368","2018-12-13",1.455
"369","2018-12-14",1.2
"370","2018-12-17",1.09
"371","2018-12-18",0.904
"372","2018-12-19",0.768
"373","2018-12-20",0.825
"374","2018-12-21",0.71
"375","2018-12-24",0.714
"376","2018-12-26",0.71
"377","2018-12-27",0.74
"378","2018-12-28",0.863
"379","2018-12-31",0.84
"380","2019-01-02",1.02
"381","2019-01-03",1.07
"382","2019-01-04",1.037
"383","2019-01-07",1.08
"384","2019-01-08",1.24
"385","2019-01-09",1.14
"386","2019-01-10",1.14
"387","2019-01-11",0.963
"388","2019-01-14",1.07
"389","2019-01-15",1.14
"390","2019-01-16",1.469
"391","2019-01-17",1.48
"392","2019-01-18",1.23
"393","2019-01-22",1.07
"394","2019-01-23",1.06
"395","2019-01-24",1.1
"396","2019-01-25",1.13
"397","2019-01-28",1.1
"398","2019-01-29",1.07
"399","2019-01-30",1.08
"400","2019-01-31",1.1
"401","2019-02-01",1.42
"402","2019-02-04",1.73
"403","2019-02-05",1.96
"404","2019-02-06",1.62
"405","2019-02-07",1.68
"406","2019-02-08",1.67
"407","2019-02-11",1.69
"408","2019-02-12",2.12
"409","2019-02-13",2.07
"410","2019-02-14",1.92
"411","2019-02-15",1.93
"412","2019-02-19",1.77
"413","2019-02-20",1.78
"414","2019-02-21",1.77
"415","2019-02-22",1.61
"416","2019-02-25",1.45
"417","2019-02-26",1.69
"418","2019-02-27",1.58
"419","2019-02-28",1.66
"420","2019-03-01",1.58
"421","2019-03-04",1.62
"422","2019-03-05",1.55
"423","2019-03-06",1.5
"424","2019-03-07",1.49
"425","2019-03-08",1.45
"426","2019-03-11",1.4
"427","2019-03-12",2.12
"428","2019-03-13",2
"429","2019-03-14",1.92
"430","2019-03-15",1.9
"431","2019-03-18",2.08
"432","2019-03-19",2.2
"433","2019-03-20",2.09
"434","2019-03-21",1.93
"435","2019-03-22",1.94
"436","2019-03-25",1.85
"437","2019-03-26",1.873
"438","2019-03-27",1.79
"439","2019-03-28",1.88
"440","2019-03-29",1.95
"441","2019-04-01",1.83
"442","2019-04-02",1.82
"443","2019-04-03",1.75
"444","2019-04-04",1.78
"445","2019-04-05",1.78
"446","2019-04-08",1.75
"447","2019-04-09",1.73
"448","2019-04-10",1.73
"449","2019-04-11",1.73
"450","2019-04-12",1.68
"451","2019-04-15",1.75
"452","2019-04-16",1.72
"453","2019-04-17",1.731
"454","2019-04-18",1.71
"455","2019-04-22",1.68
"456","2019-04-23",1.725
"457","2019-04-24",1.74
"458","2019-04-25",1.71
"459","2019-04-26",1.67
"460","2019-04-29",1.78
"461","2019-04-30",1.72
"462","2019-05-01",1.73
"463","2019-05-02",1.75
"464","2019-05-03",1.68
"465","2019-05-06",1.65
"466","2019-05-07",1.54
"467","2019-05-08",1.574
"468","2019-05-09",1.43
"469","2019-05-10",1.49
"470","2019-05-13",1.383
"471","2019-05-14",1.38
"472","2019-05-15",1.29
"473","2019-05-16",1.33
"474","2019-05-17",1.24
"475","2019-05-20",1.07
"476","2019-05-21",1.15
"477","2019-05-22",1.07
"478","2019-05-23",1.02
"479","2019-05-24",1.06
"480","2019-05-28",1.02
"481","2019-05-29",1
"482","2019-05-30",0.999
"483","2019-05-31",1
"484","2019-06-03",0.99
"485","2019-06-04",1
"486","2019-06-05",0.92
"487","2019-06-06",0.917
"488","2019-06-07",0.887
"489","2019-06-10",0.94
"490","2019-06-11",0.912
"491","2019-06-12",0.89
"492","2019-06-13",0.88
"493","2019-06-14",0.865
"494","2019-06-17",0.89
"495","2019-06-18",0.9
"496","2019-06-19",0.86
"497","2019-06-20",0.84
"498","2019-06-21",0.82
"499","2019-06-24",0.784
"500","2019-06-25",0.76
"501","2019-06-26",0.76
"502","2019-06-27",0.72
"503","2019-06-28",0.72
"504","2019-07-01",0.685
"505","2019-07-02",0.692
"506","2019-07-03",0.69
"507","2019-07-05",0.7
"508","2019-07-08",0.7
"509","2019-07-09",0.68
"510","2019-07-10",0.65
"511","2019-07-11",0.65
"512","2019-07-12",0.646
"513","2019-07-15",0.6
"514","2019-07-16",0.57
"515","2019-07-17",0.55
"516","2019-07-18",0.523
"517","2019-07-19",0.542
"518","2019-07-22",0.507
"519","2019-07-23",0.5
"520","2019-07-24",0.5
"521","2019-07-25",0.49
"522","2019-07-26",0.485
"523","2019-07-29",0.538
"524","2019-07-30",0.51
"525","2019-07-31",0.5
"526","2019-08-01",0.571
"527","2019-08-02",0.553
"528","2019-08-05",0.533
"529","2019-08-06",0.54
"530","2019-08-07",0.51
"531","2019-08-08",0.51
"532","2019-08-09",0.522
"533","2019-08-12",0.599
"534","2019-08-13",0.61
"535","2019-08-14",0.597
"536","2019-08-15",0.581
"537","2019-08-16",0.59
"538","2019-08-19",0.679
"539","2019-08-20",0.72
"540","2019-08-21",0.769
"541","2019-08-22",0.698
"542","2019-08-23",0.73
"543","2019-08-26",0.801
"544","2019-08-27",0.795
"545","2019-08-28",0.791
"546","2019-08-29",0.795
"547","2019-08-30",0.73
"548","2019-09-03",0.695
"549","2019-09-04",0.75
"550","2019-09-05",0.776
"551","2019-09-06",0.82
"552","2019-09-09",0.802
"553","2019-09-10",0.805
"554","2019-09-11",0.85
"555","2019-09-12",0.965
"556","2019-09-13",0.96
"557","2019-09-16",0.979
"558","2019-09-17",1.04
"559","2019-09-18",0.95
"560","2019-09-19",0.923
"561","2019-09-20",0.894
"562","2019-09-23",0.932
"563","2019-09-24",0.815
"564","2019-09-25",0.81
"565","2019-09-26",0.873
"566","2019-09-27",0.828
"567","2019-09-30",0.67
"568","2019-10-01",0.496
"569","2019-10-02",0.49
"570","2019-10-03",0.491
"571","2019-10-04",0.496
"572","2019-10-07",0.471
"573","2019-10-08",0.457
"574","2019-10-09",0.47
"575","2019-10-10",0.445
"576","2019-10-11",0.433
"577","2019-10-14",0.43
"578","2019-10-15",0.439
"579","2019-10-16",0.445
"580","2019-10-17",0.414
"581","2019-10-18",0.419
"582","2019-10-21",0.41
"583","2019-10-22",0.452
"584","2019-10-23",0.455
"585","2019-10-24",0.448
"586","2019-10-25",0.454
"587","2019-10-28",0.468
"588","2019-10-29",0.46
"589","2019-10-30",0.447
"590","2019-10-31",0.44
"591","2019-11-01",0.469
"592","2019-11-04",0.61
"593","2019-11-05",0.564
"594","2019-11-06",0.563
"595","2019-11-07",0.52
"596","2019-11-08",0.565
"597","2019-11-11",0.515
"598","2019-11-12",0.534
"599","2019-11-13",0.5
"600","2019-11-14",0.51
"601","2019-11-15",0.501
"602","2019-11-18",0.428
"603","2019-11-19",0.428
"604","2019-11-20",0.417
"605","2019-11-21",0.45
"606","2019-11-22",0.47
"607","2019-11-25",0.505
"608","2019-11-26",0.47
"609","2019-11-27",0.462
"610","2019-11-29",0.48
"611","2019-12-02",0.5
"612","2019-12-03",0.48
"613","2019-12-04",0.458
"614","2019-12-05",0.48
"615","2019-12-06",0.496
"616","2019-12-09",0.48
"617","2019-12-10",0.51
"618","2019-12-11",0.508
"619","2019-12-12",0.5
"620","2019-12-13",0.493
"621","2019-12-16",0.517
"622","2019-12-17",0.49
"623","2019-12-18",0.53
"624","2019-12-19",0.565
"625","2019-12-20",0.628
"626","2019-12-23",0.606
"627","2019-12-24",0.578
"628","2019-12-26",0.603
"629","2019-12-27",0.62
"630","2019-12-30",0.58
"631","2019-12-31",0.573
"632","2020-01-02",0.595
"633","2020-01-03",0.605
"634","2020-01-06",0.649
"635","2020-01-07",0.65
"636","2020-01-08",0.605
"637","2020-01-09",0.656
"638","2020-01-10",0.82
"639","2020-01-13",0.778
"640","2020-01-14",0.805
"641","2020-01-15",0.82
"642","2020-01-16",0.798
"643","2020-01-17",0.805
"644","2020-01-21",0.802
"645","2020-01-22",0.803
"646","2020-01-23",0.786
"647","2020-01-24",0.764
"648","2020-01-27",0.72
"649","2020-01-28",0.73
"650","2020-01-29",0.72
"651","2020-01-30",0.715
"652","2020-01-31",0.678
"653","2020-02-03",0.681
"654","2020-02-04",0.663
"655","2020-02-05",0.73
"656","2020-02-06",0.731
"657","2020-02-07",0.741
"658","2020-02-10",0.718
"659","2020-02-11",0.68
"660","2020-02-12",0.694
"661","2020-02-13",0.71
"662","2020-02-14",0.71
"663","2020-02-18",0.685
"664","2020-02-19",0.7
"665","2020-02-20",0.71
"666","2020-02-21",0.718
"667","2020-02-24",0.703
"668","2020-02-25",0.63
"669","2020-02-26",0.59
"670","2020-02-27",0.549
"671","2020-02-28",0.585
"672","2020-03-02",0.6
"673","2020-03-03",0.588
"674","2020-03-04",0.585
"675","2020-03-05",0.581
"676","2020-03-06",0.56
"677","2020-03-09",0.494
"678","2020-03-10",0.47
"679","2020-03-11",0.401
"680","2020-03-12",0.355
"681","2020-03-13",0.31
"682","2020-03-16",0.29
"683","2020-03-17",0.33
"684","2020-03-18",0.322
"685","2020-03-19",0.37
"686","2020-03-20",0.364
"687","2020-03-23",0.32
"688","2020-03-24",0.344
"689","2020-03-25",0.381
"690","2020-03-26",0.38
"691","2020-03-27",0.361
"692","2020-03-30",0.371
"693","2020-03-31",0.332
"694","2020-04-01",0.32
"695","2020-04-02",0.315
"696","2020-04-03",0.313
"697","2020-04-06",0.354
"698","2020-04-07",0.315
"699","2020-04-08",0.38
"700","2020-04-09",0.428
"701","2020-04-13",0.598
"702","2020-04-14",0.638
"703","2020-04-15",0.629
"704","2020-04-16",0.544
"705","2020-04-17",0.545
"706","2020-04-20",0.545
"707","2020-04-21",0.51
"708","2020-04-22",0.53
"709","2020-04-23",0.54
"710","2020-04-24",0.533
"711","2020-04-27",0.56
"712","2020-04-28",0.57
"713","2020-04-29",0.554
"714","2020-04-30",0.546
"715","2020-05-01",0.499
"716","2020-05-04",0.495
"717","2020-05-05",0.52
"718","2020-05-06",0.5
"719","2020-05-07",0.51
"720","2020-05-08",0.527
"721","2020-05-11",0.563
"722","2020-05-12",0.702
"723","2020-05-13",0.674
"724","2020-05-14",0.7
"725","2020-05-15",0.678
"726","2020-05-18",0.677
"727","2020-05-19",0.67
"728","2020-05-20",0.69
"729","2020-05-21",0.75
"730","2020-05-22",0.83
"731","2020-05-26",0.914
"732","2020-05-27",0.968
"733","2020-05-28",1.32
"734","2020-05-29",1.62
"735","2020-06-01",1.47
"736","2020-06-02",1.16
"737","2020-06-03",1.31
"738","2020-06-04",1.11
"739","2020-06-05",1.19
"740","2020-06-08",1.18
"741","2020-06-09",1.13
"742","2020-06-10",1.25
"743","2020-06-11",1.18
"744","2020-06-12",1.16
"745","2020-06-15",1.2
"746","2020-06-16",1.2
"747","2020-06-17",1.15
"748","2020-06-18",1.16
"749","2020-06-19",1.22
"750","2020-06-22",1.22
"751","2020-06-23",1.2
"752","2020-06-24",1.17
"753","2020-06-25",1.14
"754","2020-06-26",1.1
"755","2020-06-29",1.18
"756","2020-06-30",1.18
"757","2020-07-01",1.13
"758","2020-07-02",1.16
"759","2020-07-06",1.16
"760","2020-07-07",1.15
"761","2020-07-08",1.1
"762","2020-07-09",1.12
"763","2020-07-10",1.07
"764","2020-07-13",0.878
"765","2020-07-14",0.874
"766","2020-07-15",0.96
"767","2020-07-16",0.96
"768","2020-07-17",1.05
"769","2020-07-20",1.08
"770","2020-07-21",1.06
"771","2020-07-22",1.05
"772","2020-07-23",0.952
"773","2020-07-24",0.969
"774","2020-07-27",0.95
"775","2020-07-28",0.955
"776","2020-07-29",0.92
"777","2020-07-30",0.93
"778","2020-07-31",0.88
"779","2020-08-03",0.907
"780","2020-08-04",1.1
"781","2020-08-05",1.48
"782","2020-08-06",1.53
"783","2020-08-07",1.45
"784","2020-08-10",1.24
"785","2020-08-11",1.27
"786","2020-08-12",1.18
"787","2020-08-13",1.38
"788","2020-08-14",1.41
"789","2020-08-17",1.33
"790","2020-08-18",1.34
"791","2020-08-19",1.35
"792","2020-08-20",1.3
"793","2020-08-21",1.23
"794","2020-08-24",1.18
"795","2020-08-25",1.23
"796","2020-08-26",1.19
"797","2020-08-27",1.21
"798","2020-08-28",1.22
"799","2020-08-31",1.28
"800","2020-09-01",1.22
"801","2020-09-02",1.19
"802","2020-09-03",1.15
"803","2020-09-04",1.16
"804","2020-09-08",1.16
"805","2020-09-09",1.21
"806","2020-09-10",1.21
"807","2020-09-11",1.18
"808","2020-09-14",1.25
"809","2020-09-15",1.31
"810","2020-09-16",1.24
"811","2020-09-17",1.34
"812","2020-09-18",1.36
"813","2020-09-21",1.28
"814","2020-09-22",1.33
"815","2020-09-23",1.23
"816","2020-09-24",1.26
"817","2020-09-25",1.27
"818","2020-09-28",1.26
"819","2020-09-29",1.22
"820","2020-09-30",1.29
"821","2020-10-01",1.23
"822","2020-10-02",1.16
"823","2020-10-05",1.24
"824","2020-10-06",1.23
"825","2020-10-07",1.33
"826","2020-10-08",1.62
"827","2020-10-09",1.55
"828","2020-10-12",1.65
"829","2020-10-13",1.9
"830","2020-10-14",2.135
"831","2020-10-15",1.94
"832","2020-10-16",1.91
"833","2020-10-19",1.74
"834","2020-10-20",2.29
"835","2020-10-21",2.025
"836","2020-10-22",2.11
"837","2020-10-23",1.9
"838","2020-10-26",1.405
"839","2020-10-27",1.28
"840","2020-10-28",1.25
"841","2020-10-29",1.26
"842","2020-10-30",1.15
"843","2020-11-02",1.13
"844","2020-11-03",1.17
"845","2020-11-04",1.18
"846","2020-11-05",1.16
"847","2020-11-06",1.13
"848","2020-11-09",1.07
"849","2020-11-10",1.11
"850","2020-11-11",1.12
"851","2020-11-12",1.07
"852","2020-11-13",1.05
"853","2020-11-16",1.07
"854","2020-11-17",1.06
"855","2020-11-18",1.03
"856","2020-11-19",1.05
"857","2020-11-20",1.07
"858","2020-11-23",1.09
"859","2020-11-24",1.05
"860","2020-11-25",1.07
"861","2020-11-27",1.09
