"","date","INMD"
"284","2020-09-22",35.27
"285","2020-09-23",35.459999
"286","2020-09-24",35.18
"287","2020-09-25",36.09
"288","2020-09-28",35.630001
"289","2020-09-29",35.630001
"290","2020-09-30",36.18
"291","2020-10-01",37.34
"292","2020-10-02",36.700001
"293","2020-10-05",37.799999
"294","2020-10-06",37.459999
"295","2020-10-07",37.709999
"296","2020-10-08",39.150002
"297","2020-10-09",39.68
"298","2020-10-12",39.130001
"299","2020-10-13",41.689999
"300","2020-10-14",40.740002
"301","2020-10-15",40.310001
"302","2020-10-16",39.700001
"303","2020-10-19",39.09
"304","2020-10-20",40.060001
"305","2020-10-21",42.009998
"306","2020-10-22",41.799999
"307","2020-10-23",41.490002
"308","2020-10-26",39.799999
"309","2020-10-27",38.93
"310","2020-10-28",37.07
"311","2020-10-29",37.599998
"312","2020-10-30",36.560001
"313","2020-11-02",37.639999
"314","2020-11-03",39.419998
"315","2020-11-04",40.169998
"316","2020-11-05",41.130001
"317","2020-11-06",41.380001
"318","2020-11-09",43.200001
"319","2020-11-10",43.23
"320","2020-11-11",43.599998
"321","2020-11-12",40.900002
"322","2020-11-13",41.900002
"323","2020-11-16",41.810001
"324","2020-11-17",42.639999
"325","2020-11-18",42.759998
"326","2020-11-19",44.450001
"327","2020-11-20",42.990002
"328","2020-11-23",43.099998
"329","2020-11-24",43.290001
"330","2020-11-25",43.59
"331","2020-11-27",43.720001
