"","date","SYNC"
"122","2012-08-06",10.19
"123","2012-08-07",9.85
"124","2012-08-08",9.93
"125","2012-08-09",10.05
"126","2012-08-10",9.65
"127","2012-08-13",8.99
"128","2012-08-14",7.9
"129","2012-08-15",7.94
"130","2012-08-16",8.07
"131","2012-08-17",8.01
"132","2012-08-20",7.86
"133","2012-08-21",7.54
"134","2012-08-22",8.32
"135","2012-08-23",8.45
"136","2012-08-24",8.61
"137","2012-08-27",8.14
"138","2012-08-28",8.29
"139","2012-08-29",8.21
"140","2012-08-30",7.98
"141","2012-08-31",7.94
"142","2012-09-04",8.24
"143","2012-09-05",8.27
"144","2012-09-06",8.26
"145","2012-09-07",8.26
"146","2012-09-10",7.68
"147","2012-09-11",7.6
"148","2012-09-12",7.62
"149","2012-09-13",7.46
"150","2012-09-14",7.6
"151","2012-09-17",7.49
"152","2012-09-18",7.5
"153","2012-09-19",7.54
"154","2012-09-20",7.6
"155","2012-09-21",7.75
"156","2012-09-24",7.64
"157","2012-09-25",7.6
"158","2012-09-26",7.56
"159","2012-09-27",7.61
"160","2012-09-28",7.58
"161","2012-10-01",7.74
"162","2012-10-02",7.56
"163","2012-10-03",7.58
"164","2012-10-04",7.59
"165","2012-10-05",7.54
"166","2012-10-08",7.5
"167","2012-10-09",6.9
"168","2012-10-10",6.97
"169","2012-10-11",6.89
"170","2012-10-12",6.77
"171","2012-10-15",6.8
"172","2012-10-16",6.76
"173","2012-10-17",6.71
"174","2012-10-18",6.41
"175","2012-10-19",6.12
"176","2012-10-22",6.25
"177","2012-10-23",5.99
"178","2012-10-24",6.16
"179","2012-10-25",5.6
"180","2012-10-26",5.57
"181","2012-10-31",5.48
"182","2012-11-01",5.52
"183","2012-11-02",5.44
"184","2012-11-05",4.87
"185","2012-11-06",5.04
"186","2012-11-07",4.79
"187","2012-11-08",4.71
"188","2012-11-09",4.72
"189","2012-11-12",4.68
"190","2012-11-13",4.56
"191","2012-11-14",5.12
"192","2012-11-15",4.85
"193","2012-11-16",4.93
"194","2012-11-19",5.11
"195","2012-11-20",4.85
"196","2012-11-21",4.95
"197","2012-11-23",4.96
"198","2012-11-26",5.08
"199","2012-11-27",5.5
"200","2012-11-28",5.95
"201","2012-11-29",6.02
"202","2012-11-30",6.38
"203","2012-12-03",6.26
"204","2012-12-04",5.63
"205","2012-12-05",5.77
"206","2012-12-06",5.34
"207","2012-12-07",5.6
"208","2012-12-10",5.67
"209","2012-12-11",5.6
"210","2012-12-12",6.05
"211","2012-12-13",5.98
"212","2012-12-14",5.74
"213","2012-12-17",5.9
"214","2012-12-18",5.82
"215","2012-12-19",5.79
"216","2012-12-20",5.56
"217","2012-12-21",5.52
"218","2012-12-24",5.3
"219","2012-12-26",5.1
"220","2012-12-27",5.06
"221","2012-12-28",5.1
"222","2012-12-31",5.47
"223","2013-01-02",5.71
"224","2013-01-03",5.75
"225","2013-01-04",5.81
"226","2013-01-07",5.86
"227","2013-01-08",5.42
"228","2013-01-09",5.19
"229","2013-01-10",5.25
"230","2013-01-11",5.22
"231","2013-01-14",5.33
"232","2013-01-15",5.32
"233","2013-01-16",5.49
"234","2013-01-17",5.6
"235","2013-01-18",5.67
"236","2013-01-22",5.68
"237","2013-01-23",5.67
"238","2013-01-24",5.91
"239","2013-01-25",6.08
"240","2013-01-28",6.06
"241","2013-01-29",5.98
"242","2013-01-30",5.73
"243","2013-01-31",5.79
"244","2013-02-01",5.93
"245","2013-02-04",5.15
"246","2013-02-05",4.65
"247","2013-02-06",5.12
"248","2013-02-07",5.15
"249","2013-02-08",5.41
"250","2013-02-11",5.59
"251","2013-02-12",5.64
"252","2013-02-13",5.55
"253","2013-02-14",5.6
"254","2013-02-15",5.58
"255","2013-02-19",5.37
"256","2013-02-20",4.84
"257","2013-02-21",3
"258","2013-02-22",2.8
"259","2013-02-25",2.97
"260","2013-02-26",3
"261","2013-02-27",3.08
"262","2013-02-28",3.29
"263","2013-03-01",3.28
"264","2013-03-04",3.15
"265","2013-03-05",3.1
"266","2013-03-06",3.23
"267","2013-03-07",3.1
"268","2013-03-08",3.11
"269","2013-03-11",3.12
"270","2013-03-12",3.15
"271","2013-03-13",3.07
"272","2013-03-14",2.99
"273","2013-03-15",3
"274","2013-03-18",3.17
"275","2013-03-19",3.14
"276","2013-03-20",3.12
"277","2013-03-21",3.07
"278","2013-03-22",2.98
"279","2013-03-25",2.88
"280","2013-03-26",2.96
"281","2013-03-27",2.92
"282","2013-03-28",2.99
"283","2013-04-01",2.9
"284","2013-04-02",2.79
"285","2013-04-03",2.86
"286","2013-04-04",2.84
"287","2013-04-05",2.79
"288","2013-04-08",2.79
"289","2013-04-09",2.67
"290","2013-04-10",3.06
"291","2013-04-11",2.98
"292","2013-04-12",3.04
"293","2013-04-15",2.8
"294","2013-04-16",3.03
"295","2013-04-17",2.88
"296","2013-04-18",2.87
"297","2013-04-19",2.87
"298","2013-04-22",2.86
"299","2013-04-23",2.88
"300","2013-04-24",2.87
"301","2013-04-25",2.8
"302","2013-04-26",2.85
"303","2013-04-29",2.88
"304","2013-04-30",2.91
"305","2013-05-01",3.55
"306","2013-05-02",3.76
"307","2013-05-03",3.63
"308","2013-05-06",3.36
"309","2013-05-07",3.55
"310","2013-05-08",3.59
"311","2013-05-09",3.42
"312","2013-05-10",3.55
"313","2013-05-13",3.55
"314","2013-05-14",3.8
"315","2013-05-15",3.81
"316","2013-05-16",3.68
"317","2013-05-17",3.55
"318","2013-05-20",3.65
"319","2013-05-21",3.58
"320","2013-05-22",3.53
"321","2013-05-23",3.59
"322","2013-05-24",3.54
"323","2013-05-28",3.56
"324","2013-05-29",3.61
"325","2013-05-30",3.86
"326","2013-05-31",3.77
"327","2013-06-03",3.57
"328","2013-06-04",3.52
"329","2013-06-05",3.52
"330","2013-06-06",3.57
"331","2013-06-07",3.51
"332","2013-06-10",3.45
"333","2013-06-11",3.32
"334","2013-06-12",3.16
"335","2013-06-13",3.27
"336","2013-06-14",3.21
"337","2013-06-17",3.23
"338","2013-06-18",3.2
"339","2013-06-19",3.1
"340","2013-06-20",3.03
"341","2013-06-21",3.09
"342","2013-06-24",2.89
"343","2013-06-25",3
"344","2013-06-26",3.03
"345","2013-06-27",3.08
"346","2013-06-28",3.1
"347","2013-07-01",3.28
"348","2013-07-02",3.24
"349","2013-07-03",3.27
"350","2013-07-05",3.21
"351","2013-07-08",3.15
"352","2013-07-09",3.09
"353","2013-07-10",3.08
"354","2013-07-11",3.2
"355","2013-07-12",3.09
"356","2013-07-15",3.06
"357","2013-07-16",3.05
"358","2013-07-17",3.03
"359","2013-07-18",3.02
"360","2013-07-19",2.99
"361","2013-07-22",3
"362","2013-07-23",3.17
"363","2013-07-24",3.4
"364","2013-07-25",3.34
"365","2013-07-26",3.25
"366","2013-07-29",3.26
"367","2013-07-30",3.26
"368","2013-07-31",3.32
"369","2013-08-01",3.4
"370","2013-08-02",3.37
"371","2013-08-05",3.38
"372","2013-08-06",3.3
"373","2013-08-07",2.88
"374","2013-08-08",2.89
"375","2013-08-09",2.93
"376","2013-08-12",2.89
"377","2013-08-13",2.86
"378","2013-08-14",2.82
"379","2013-08-15",2.75
"380","2013-08-16",2.71
"381","2013-08-19",2.7
"382","2013-08-20",2.65
"383","2013-08-21",2.7
"384","2013-08-22",2.82
"385","2013-08-23",2.72
"386","2013-08-26",2.7
"387","2013-08-27",2.65
"388","2013-08-28",2.66
"389","2013-08-29",2.7
"390","2013-08-30",2.62
"391","2013-09-03",2.6
"392","2013-09-04",2.64
"393","2013-09-05",2.67
"394","2013-09-06",2.72
"395","2013-09-09",2.82
"396","2013-09-10",2.74
"397","2013-09-11",2.74
"398","2013-09-12",2.73
"399","2013-09-13",2.7
"400","2013-09-16",2.69
"401","2013-09-17",2.68
"402","2013-09-18",2.73
"403","2013-09-19",2.73
"404","2013-09-20",2.69
"405","2013-09-23",2.65
"406","2013-09-24",2.67
"407","2013-09-25",2.62
"408","2013-09-26",2.62
"409","2013-09-27",2.6
"410","2013-09-30",2.58
"411","2013-10-01",2.55
"412","2013-10-02",2.51
"413","2013-10-03",2.47
"414","2013-10-04",2.44
"415","2013-10-07",2.53
"416","2013-10-08",2.41
"417","2013-10-09",2.37
"418","2013-10-10",2.37
"419","2013-10-11",2.44
"420","2013-10-14",2.38
"421","2013-10-15",2.37
"422","2013-10-16",2.35
"423","2013-10-17",2.39
"424","2013-10-18",2.45
"425","2013-10-21",2.47
"426","2013-10-22",2.41
"427","2013-10-23",2.49
"428","2013-10-24",2.52
"429","2013-10-25",2.53
"430","2013-10-28",2.43
"431","2013-10-29",2.39
"432","2013-10-30",2.4
"433","2013-10-31",2.32
"434","2013-11-01",2.29
"435","2013-11-04",2.47
"436","2013-11-05",2.45
"437","2013-11-06",2.71
"438","2013-11-07",2.62
"439","2013-11-08",2.66
"440","2013-11-11",2.56
"441","2013-11-12",2.57
"442","2013-11-13",2.52
"443","2013-11-14",2.6
"444","2013-11-15",2.66
"445","2013-11-18",2.65
"446","2013-11-19",2.64
"447","2013-11-20",2.65
"448","2013-11-21",2.67
"449","2013-11-22",2.69
"450","2013-11-25",2.67
"451","2013-11-26",2.74
"452","2013-11-27",2.77
"453","2013-11-29",2.8
"454","2013-12-02",2.77
"455","2013-12-03",2.76
"456","2013-12-04",2.75
"457","2013-12-05",2.68
"458","2013-12-06",2.71
"459","2013-12-09",2.7
"460","2013-12-10",2.64
"461","2013-12-11",2.65
"462","2013-12-12",2.59
"463","2013-12-13",2.56
"464","2013-12-16",2.53
"465","2013-12-17",2.57
"466","2013-12-18",2.57
"467","2013-12-19",2.53
"468","2013-12-20",2.52
"469","2013-12-23",2.62
"470","2013-12-24",2.57
"471","2013-12-26",2.52
"472","2013-12-27",2.5
"473","2013-12-30",2.45
"474","2013-12-31",2.45
"475","2014-01-02",2.51
"476","2014-01-03",2.59
"477","2014-01-06",2.62
"478","2014-01-07",2.68
"479","2014-01-08",2.64
"480","2014-01-09",2.61
"481","2014-01-10",2.59
"482","2014-01-13",2.61
"483","2014-01-14",2.61
"484","2014-01-15",2.59
"485","2014-01-16",2.58
"486","2014-01-17",2.57
"487","2014-01-21",2.59
"488","2014-01-22",2.68
"489","2014-01-23",2.63
"490","2014-01-24",2.53
"491","2014-01-27",2.45
"492","2014-01-28",2.44
"493","2014-01-29",2.41
"494","2014-01-30",2.42
"495","2014-01-31",2.36
"496","2014-02-03",2.24
"497","2014-02-04",2.36
"498","2014-02-05",2.41
"499","2014-02-06",2.51
"500","2014-02-07",2.51
"501","2014-02-10",2.51
"502","2014-02-11",2.52
"503","2014-02-12",2.49
"504","2014-02-13",2.61
"505","2014-02-14",2.56
"506","2014-02-18",2.61
"507","2014-02-19",2.63
"508","2014-02-20",2.67
"509","2014-02-21",2.66
"510","2014-02-24",2.64
"511","2014-02-25",2.66
"512","2014-02-26",2.65
"513","2014-02-27",2.67
"514","2014-02-28",2.63
"515","2014-03-03",2.65
"516","2014-03-04",2.71
"517","2014-03-05",2.82
"518","2014-03-06",2.63
"519","2014-03-07",2.64
"520","2014-03-10",2.63
"521","2014-03-11",2.57
"522","2014-03-12",2.7
"523","2014-03-13",2.61
"524","2014-03-14",2.61
"525","2014-03-17",2.56
"526","2014-03-18",2.6
"527","2014-03-19",2.57
"528","2014-03-20",2.55
"529","2014-03-21",2.56
"530","2014-03-24",2.54
"531","2014-03-25",2.48
"532","2014-03-26",2.49
"533","2014-03-27",2.44
"534","2014-03-28",2.44
"535","2014-03-31",2.47
"536","2014-04-01",2.52
"537","2014-04-02",2.53
"538","2014-04-03",2.49
"539","2014-04-04",2.5
"540","2014-04-07",2.49
"541","2014-04-08",2.5
"542","2014-04-09",2.53
"543","2014-04-10",2.52
"544","2014-04-11",2.53
"545","2014-04-14",2.52
"546","2014-04-15",2.57
"547","2014-04-16",2.51
"548","2014-04-17",2.55
"549","2014-04-21",2.53
"550","2014-04-22",2.51
"551","2014-04-23",2.49
"552","2014-04-24",2.47
"553","2014-04-25",2.41
"554","2014-04-28",2.37
"555","2014-04-29",2.37
"556","2014-04-30",2.37
"557","2014-05-01",2.43
"558","2014-05-02",2.41
"559","2014-05-05",2.46
"560","2014-05-06",2.39
"561","2014-05-07",2.3
"562","2014-05-08",2.23
"563","2014-05-09",2.24
"564","2014-05-12",2.29
"565","2014-05-13",2.27
"566","2014-05-14",2.31
"567","2014-05-15",2.26
"568","2014-05-16",2.21
"569","2014-05-19",2.2
"570","2014-05-20",2.24
"571","2014-05-21",2.34
"572","2014-05-22",2.26
"573","2014-05-23",2.29
"574","2014-05-27",2.27
"575","2014-05-28",2.19
"576","2014-05-29",2.22
"577","2014-05-30",2.27
"578","2014-06-02",2.26
"579","2014-06-03",2.2
"580","2014-06-04",2.2
"581","2014-06-05",2.19
"582","2014-06-06",2.21
"583","2014-06-09",2.27
"584","2014-06-10",2.24
"585","2014-06-11",2.26
"586","2014-06-12",2.2
"587","2014-06-13",2.2
"588","2014-06-16",2.15
"589","2014-06-17",2.28
"590","2014-06-18",2.35
"591","2014-06-19",2.55
"592","2014-06-20",2.54
"593","2014-06-23",2.53
"594","2014-06-24",2.5
"595","2014-06-25",2.53
"596","2014-06-26",2.69
"597","2014-06-27",2.62
"598","2014-06-30",2.56
"599","2014-07-01",2.57
"600","2014-07-02",2.56
"601","2014-07-03",2.58
"602","2014-07-07",2.53
"603","2014-07-08",2.46
"604","2014-07-09",2.51
"605","2014-07-10",2.47
"606","2014-07-11",2.6
"607","2014-07-14",2.59
"608","2014-07-15",2.5
"609","2014-07-16",2.48
"610","2014-07-17",2.46
"611","2014-07-18",2.48
"612","2014-07-21",2.47
"613","2014-07-22",2.45
"614","2014-07-23",2.48
"615","2014-07-24",2.42
"616","2014-07-25",2.45
"617","2014-07-28",2.47
"618","2014-07-29",2.46
"619","2014-07-30",2.47
"620","2014-07-31",2.41
"621","2014-08-01",2.41
"622","2014-08-04",2.38
"623","2014-08-05",2.38
"624","2014-08-06",2.4
"625","2014-08-07",2.37
"626","2014-08-08",2.37
"627","2014-08-11",2.38
"628","2014-08-12",2.33
"629","2014-08-13",2.13
"630","2014-08-14",2.06
"631","2014-08-15",2.04
"632","2014-08-18",2.04
"633","2014-08-19",1.98
"634","2014-08-20",1.96
"635","2014-08-21",1.97
"636","2014-08-22",1.95
"637","2014-08-25",1.95
"638","2014-08-26",1.94
"639","2014-08-27",1.93
"640","2014-08-28",2.01
"641","2014-08-29",2.02
"642","2014-09-02",2
"643","2014-09-03",1.91
"644","2014-09-04",2.01
"645","2014-09-05",1.94
"646","2014-09-08",1.95
"647","2014-09-09",1.93
"648","2014-09-10",1.9
"649","2014-09-11",1.88
"650","2014-09-12",1.83
"651","2014-09-15",1.84
"652","2014-09-16",1.85
"653","2014-09-17",1.95
"654","2014-09-18",1.9
"655","2014-09-19",1.83
"656","2014-09-22",1.88
"657","2014-09-23",1.88
"658","2014-09-24",1.86
"659","2014-09-25",1.92
"660","2014-09-26",1.86
"661","2014-09-29",1.86
"662","2014-09-30",1.91
"663","2014-10-01",1.87
"664","2014-10-02",1.85
"665","2014-10-03",1.84
"666","2014-10-06",1.84
"667","2014-10-07",1.73
"668","2014-10-08",1.68
"669","2014-10-09",1.56
"670","2014-10-10",1.57
"671","2014-10-13",1.55
"672","2014-10-14",1.58
"673","2014-10-15",1.61
"674","2014-10-16",1.65
"675","2014-10-17",1.69
"676","2014-10-20",1.65
"677","2014-10-21",1.61
"678","2014-10-22",1.59
"679","2014-10-23",1.59
"680","2014-10-24",1.59
"681","2014-10-27",1.59
"682","2014-10-28",1.61
"683","2014-10-29",1.76
"684","2014-10-30",1.76
"685","2014-10-31",1.9
"686","2014-11-03",1.84
"687","2014-11-04",1.9
"688","2014-11-05",1.82
"689","2014-11-06",1.82
"690","2014-11-07",1.77
"691","2014-11-10",1.76
"692","2014-11-11",1.83
"693","2014-11-12",1.86
"694","2014-11-13",1.78
"695","2014-11-14",1.65
"696","2014-11-17",1.73
"697","2014-11-18",1.7
"698","2014-11-19",1.66
"699","2014-11-20",1.72
"700","2014-11-21",1.69
"701","2014-11-24",1.71
"702","2014-11-25",1.67
"703","2014-11-26",1.66
"704","2014-11-28",1.63
"705","2014-12-01",1.64
"706","2014-12-02",1.61
"707","2014-12-03",1.59
"708","2014-12-04",1.6
"709","2014-12-05",1.63
"710","2014-12-08",1.62
"711","2014-12-09",1.56
"712","2014-12-10",1.56
"713","2014-12-11",1.56
"714","2014-12-12",1.55
"715","2014-12-15",1.55
"716","2014-12-16",1.55
"717","2014-12-17",1.55
"718","2014-12-18",1.56
"719","2014-12-19",1.55
"720","2014-12-22",1.6
"721","2014-12-23",1.65
"722","2014-12-24",1.68
"723","2014-12-26",2.06
"724","2014-12-29",2.05
"725","2014-12-30",2.01
"726","2014-12-31",2
"727","2015-01-02",2.05
"728","2015-01-05",2.07
"729","2015-01-06",1.99
"730","2015-01-07",2.02
"731","2015-01-08",2.01
"732","2015-01-09",2.16
"733","2015-01-12",2.32
"734","2015-01-13",2.37
"735","2015-01-14",2.43
"736","2015-01-15",2.38
"737","2015-01-16",2.41
"738","2015-01-20",2.32
"739","2015-01-21",2.28
"740","2015-01-22",2.3
"741","2015-01-23",2.13
"742","2015-01-26",2.14
"743","2015-01-27",2.13
"744","2015-01-28",2.07
"745","2015-01-29",2.05
"746","2015-01-30",2.13
"747","2015-02-02",2.08
"748","2015-02-03",2.01
"749","2015-02-04",1.98
"750","2015-02-05",2.03
"751","2015-02-06",2.06
"752","2015-02-09",2.17
"753","2015-02-10",2.15
"754","2015-02-11",2.11
"755","2015-02-12",2.13
"756","2015-02-13",2.18
"757","2015-02-17",2.06
"758","2015-02-18",2.12
"759","2015-02-19",2.16
"760","2015-02-20",2.2
"761","2015-02-23",2.16
"762","2015-02-24",2.13
"763","2015-02-25",2.33
"764","2015-02-26",2.16
"765","2015-02-27",2.22
"766","2015-03-02",2.19
"767","2015-03-03",2.3
"768","2015-03-04",2.19
"769","2015-03-05",2.13
"770","2015-03-06",2.28
"771","2015-03-09",2.4
"772","2015-03-10",2.36
"773","2015-03-11",2.3
"774","2015-03-12",2.45
"775","2015-03-13",2.35
"776","2015-03-16",2.49
"777","2015-03-17",2.7
"778","2015-03-18",2.64
"779","2015-03-19",2.48
"780","2015-03-20",2.53
"781","2015-03-23",2.54
"782","2015-03-24",2.55
"783","2015-03-25",2.44
"784","2015-03-26",2.28
"785","2015-03-27",2.45
"786","2015-03-30",2.33
"787","2015-03-31",2.27
"788","2015-04-01",2.37
"789","2015-04-02",2.33
"790","2015-04-06",2.27
"791","2015-04-07",2.37
"792","2015-04-08",2.47
"793","2015-04-09",2.37
"794","2015-04-10",2.53
"795","2015-04-13",2.42
"796","2015-04-14",2.47
"797","2015-04-15",2.51
"798","2015-04-16",2.47
"799","2015-04-17",2.35
"800","2015-04-20",2.39
"801","2015-04-21",2.4
"802","2015-04-22",2.44
"803","2015-04-23",2.44
"804","2015-04-24",2.42
"805","2015-04-27",2.39
"806","2015-04-28",2.42
"807","2015-04-29",2.33
"808","2015-04-30",2.31
"809","2015-05-01",2.05
"810","2015-05-04",2.14
"811","2015-05-05",2.12
"812","2015-05-06",2.08
"813","2015-05-07",1.93
"814","2015-05-08",1.98
"815","2015-05-11",1.91
"816","2015-05-12",1.94
"817","2015-05-13",1.9
"818","2015-05-14",1.9
"819","2015-05-15",1.86
"820","2015-05-18",1.94
"821","2015-05-19",1.95
"822","2015-05-20",1.93
"823","2015-05-21",1.94
"824","2015-05-22",1.94
"825","2015-05-26",1.92
"826","2015-05-27",1.93
"827","2015-05-28",1.95
"828","2015-05-29",1.97
"829","2015-06-01",1.88
"830","2015-06-02",1.88
"831","2015-06-03",1.93
"832","2015-06-04",1.93
"833","2015-06-05",1.9
"834","2015-06-08",1.9
"835","2015-06-09",1.9
"836","2015-06-10",1.85
"837","2015-06-11",1.84
"838","2015-06-12",1.74
"839","2015-06-15",1.85
"840","2015-06-16",1.79
"841","2015-06-17",1.81
"842","2015-06-18",1.81
"843","2015-06-19",1.75
"844","2015-06-22",1.73
"845","2015-06-23",1.79
"846","2015-06-24",1.78
"847","2015-06-25",1.74
"848","2015-06-26",1.65
"849","2015-06-29",1.62
"850","2015-06-30",1.61
"851","2015-07-01",1.61
"852","2015-07-02",1.65
"853","2015-07-06",1.62
"854","2015-07-07",1.61
"855","2015-07-08",1.58
"856","2015-07-09",1.49
"857","2015-07-10",1.63
"858","2015-07-13",1.67
"859","2015-07-14",1.79
"860","2015-07-15",1.8
"861","2015-07-16",1.76
"862","2015-07-17",1.76
"863","2015-07-20",1.67
"864","2015-07-21",1.59
"865","2015-07-22",1.6
"866","2015-07-23",1.59
"867","2015-07-24",1.54
"868","2015-07-27",1.52
"869","2015-07-28",1.55
"870","2015-07-29",1.55
"871","2015-07-30",1.61
"872","2015-07-31",1.63
"873","2015-08-03",1.64
"874","2015-08-04",1.59
"875","2015-08-05",1.67
"876","2015-08-06",1.76
"877","2015-08-07",1.7
"878","2015-08-10",1.66
"879","2015-08-11",1.59
"880","2015-08-12",1.61
"881","2015-08-13",1.59
"882","2015-08-14",1.65
"883","2015-08-17",1.64
"884","2015-08-18",1.6
"885","2015-08-19",1.53
"886","2015-08-20",1.53
"887","2015-08-21",1.5
"888","2015-08-24",1.54
"889","2015-08-25",1.55
"890","2015-08-26",1.52
"891","2015-08-27",1.48
"892","2015-08-28",1.46
"893","2015-08-31",1.49
"894","2015-09-01",1.48
"895","2015-09-02",1.5
"896","2015-09-03",1.53
"897","2015-09-04",1.5
"898","2015-09-08",1.45
"899","2015-09-09",1.45
"900","2015-09-10",1.49
"901","2015-09-11",1.47
"902","2015-09-14",1.45
"903","2015-09-15",1.47
"904","2015-09-16",1.44
"905","2015-09-17",1.43
"906","2015-09-18",1.44
"907","2015-09-21",1.43
"908","2015-09-22",1.39
"909","2015-09-23",1.4
"910","2015-09-24",1.37
"911","2015-09-25",1.37
"912","2015-09-28",1.36
"913","2015-09-29",1.3
"914","2015-09-30",1.35
"915","2015-10-01",1.35
"916","2015-10-02",1.38
"917","2015-10-05",1.35
"918","2015-10-06",1.36
"919","2015-10-07",1.37
"920","2015-10-08",1.36
"921","2015-10-09",1.45
"922","2015-10-12",1.47
"923","2015-10-13",1.4
"924","2015-10-14",1.36
"925","2015-10-15",1.42
"926","2015-10-16",1.38
"927","2015-10-19",1.39
"928","2015-10-20",1.35
"929","2015-10-21",1.36
"930","2015-10-22",1.36
"931","2015-10-23",1.34
"932","2015-10-26",1.33
"933","2015-10-27",1.37
"934","2015-10-28",1.37
"935","2015-10-29",1.42
"936","2015-10-30",1.33
"937","2015-11-02",1.42
"938","2015-11-03",1.44
"939","2015-11-04",1.41
"940","2015-11-05",1.55
"941","2015-11-06",1.54
"942","2015-11-09",1.45
"943","2015-11-10",1.42
"944","2015-11-11",1.41
"945","2015-11-12",1.45
"946","2015-11-13",1.43
"947","2015-11-16",1.43
"948","2015-11-17",1.49
"949","2015-11-18",1.57
"950","2015-11-19",1.65
"951","2015-11-20",1.61
"952","2015-11-23",1.63
"953","2015-11-24",1.62
"954","2015-11-25",1.63
"955","2015-11-27",1.73
"956","2015-11-30",1.77
"957","2015-12-01",1.77
"958","2015-12-02",1.7
"959","2015-12-03",1.75
"960","2015-12-04",1.76
"961","2015-12-07",1.71
"962","2015-12-08",1.74
"963","2015-12-09",1.78
"964","2015-12-10",1.85
"965","2015-12-11",1.73
"966","2015-12-14",1.77
"967","2015-12-15",1.75
"968","2015-12-16",1.69
"969","2015-12-17",1.73
"970","2015-12-18",1.73
"971","2015-12-21",1.71
"972","2015-12-22",1.71
"973","2015-12-23",1.79
"974","2015-12-24",1.78
"975","2015-12-28",1.71
"976","2015-12-29",1.7
"977","2015-12-30",1.69
"978","2015-12-31",1.75
"979","2016-01-04",1.71
"980","2016-01-05",1.7
"981","2016-01-06",1.67
"982","2016-01-07",1.58
"983","2016-01-08",1.67
"984","2016-01-11",1.65
"985","2016-01-12",1.64
"986","2016-01-13",1.67
"987","2016-01-14",1.7
"988","2016-01-15",1.65
"989","2016-01-19",1.7
"990","2016-01-20",1.6
"991","2016-01-21",1.61
"992","2016-01-22",1.64
"993","2016-01-25",1.59
"994","2016-01-26",1.61
"995","2016-01-27",1.59
"996","2016-01-28",1.63
"997","2016-01-29",1.62
"998","2016-02-01",1.75
"999","2016-02-02",1.78
"1000","2016-02-03",1.82
