"","date","OESX"
"333","2009-04-16",4.14
"334","2009-04-17",4.16
"335","2009-04-20",3.99
"336","2009-04-21",4.27
"337","2009-04-22",4.34
"338","2009-04-23",4.27
"339","2009-04-24",4.29
"340","2009-04-27",4.28
"341","2009-04-28",4.07
"342","2009-04-29",4.17
"343","2009-04-30",4.25
"344","2009-05-01",4.06
"345","2009-05-04",4.19
"346","2009-05-05",4.34
"347","2009-05-06",4.32
"348","2009-05-07",4.42
"349","2009-05-08",4.35
"350","2009-05-11",4.31
"351","2009-05-12",4.31
"352","2009-05-13",4.09
"353","2009-05-14",4.14
"354","2009-05-15",4.01
"355","2009-05-18",4.1
"356","2009-05-19",3.78
"357","2009-05-20",3.61
"358","2009-05-21",3.58
"359","2009-05-22",3.63
"360","2009-05-26",3.61
"361","2009-05-27",3.52
"362","2009-05-28",3.44
"363","2009-05-29",3.5
"364","2009-06-01",3.49
"365","2009-06-02",3.37
"366","2009-06-03",3.49
"367","2009-06-04",3.49
"368","2009-06-05",3.49
"369","2009-06-08",3.45
"370","2009-06-09",3.48
"371","2009-06-10",3.48
"372","2009-06-11",3.48
"373","2009-06-12",3.62
"374","2009-06-15",3.66
"375","2009-06-16",3.5
"376","2009-06-17",3.48
"377","2009-06-18",3.62
"378","2009-06-19",3.62
"379","2009-06-22",3.36
"380","2009-06-23",3.41
"381","2009-06-24",3.35
"382","2009-06-25",3.4
"383","2009-06-26",3.78
"384","2009-06-29",3.52
"385","2009-06-30",3.75
"386","2009-07-01",3.75
"387","2009-07-02",3.48
"388","2009-07-06",3.46
"389","2009-07-07",3.43
"390","2009-07-08",3.42
"391","2009-07-09",3.37
"392","2009-07-10",3.44
"393","2009-07-13",3.55
"394","2009-07-14",3.61
"395","2009-07-15",3.75
"396","2009-07-16",3.73
"397","2009-07-17",3.41
"398","2009-07-20",3.5
"399","2009-07-21",3.5
"400","2009-07-22",3.51
"401","2009-07-23",3.5
"402","2009-07-24",3.45
"403","2009-07-27",3.48
"404","2009-07-28",3.49
"405","2009-07-29",3.4
"406","2009-07-30",3.48
"407","2009-07-31",3.47
"408","2009-08-03",3.49
"409","2009-08-04",3.44
"410","2009-08-05",3.1
"411","2009-08-06",3.21
"412","2009-08-07",3.29
"413","2009-08-10",3.38
"414","2009-08-11",3.32
"415","2009-08-12",3.36
"416","2009-08-13",3.33
"417","2009-08-14",3.26
"418","2009-08-17",3.22
"419","2009-08-18",3.15
"420","2009-08-19",3.13
"421","2009-08-20",3.16
"422","2009-08-21",3.14
"423","2009-08-24",3.15
"424","2009-08-25",3.14
"425","2009-08-26",3.15
"426","2009-08-27",3.24
"427","2009-08-28",3.22
"428","2009-08-31",3.13
"429","2009-09-01",3.01
"430","2009-09-02",3.04
"431","2009-09-03",3.03
"432","2009-09-04",3.01
"433","2009-09-08",3.02
"434","2009-09-09",3.07
"435","2009-09-10",3.11
"436","2009-09-11",3.15
"437","2009-09-14",3.15
"438","2009-09-15",3.21
"439","2009-09-16",2.95
"440","2009-09-17",3.01
"441","2009-09-18",2.99
"442","2009-09-21",3.16
"443","2009-09-22",3.09
"444","2009-09-23",3.12
"445","2009-09-24",3.15
"446","2009-09-25",3.16
"447","2009-09-28",3.14
"448","2009-09-29",3.11
"449","2009-09-30",3.13
"450","2009-10-01",3.09
"451","2009-10-02",3.07
"452","2009-10-05",3.08
"453","2009-10-06",3.15
"454","2009-10-07",3.15
"455","2009-10-08",3.1
"456","2009-10-09",3.15
"457","2009-10-12",3.13
"458","2009-10-13",3.15
"459","2009-10-14",3.18
"460","2009-10-15",3.14
"461","2009-10-16",3.14
"462","2009-10-19",3.19
"463","2009-10-20",3.11
"464","2009-10-21",3.1
"465","2009-10-22",3.17
"466","2009-10-23",3.1
"467","2009-10-26",3.11
"468","2009-10-27",3.16
"469","2009-10-28",3.54
"470","2009-10-29",4.11
"471","2009-10-30",3.81
"472","2009-11-02",3.93
"473","2009-11-03",3.76
"474","2009-11-04",3.63
"475","2009-11-05",3.85
"476","2009-11-06",4.01
"477","2009-11-09",3.99
"478","2009-11-10",3.87
"479","2009-11-11",3.97
"480","2009-11-12",3.75
"481","2009-11-13",3.8
"482","2009-11-16",3.92
"483","2009-11-17",3.99
"484","2009-11-18",3.92
"485","2009-11-19",3.75
"486","2009-11-20",3.57
"487","2009-11-23",3.66
"488","2009-11-24",3.65
"489","2009-11-25",3.47
"490","2009-11-27",3.39
"491","2009-11-30",4.02
"492","2009-12-01",3.99
"493","2009-12-02",4.06
"494","2009-12-03",3.94
"495","2009-12-04",3.95
"496","2009-12-07",3.89
"497","2009-12-08",3.84
"498","2009-12-09",3.68
"499","2009-12-10",3.56
"500","2009-12-11",3.56
"501","2009-12-14",3.91
"502","2009-12-15",3.89
"503","2009-12-16",3.92
"504","2009-12-17",3.9
"505","2009-12-18",4.08
"506","2009-12-21",4.67
"507","2009-12-22",4.5
"508","2009-12-23",4.37
"509","2009-12-24",4.63
"510","2009-12-28",4.43
"511","2009-12-29",4.45
"512","2009-12-30",4.43
"513","2009-12-31",4.39
"514","2010-01-04",4.48
"515","2010-01-05",4.65
"516","2010-01-06",5.21
"517","2010-01-07",6.24
"518","2010-01-08",5.94
"519","2010-01-11",5.44
"520","2010-01-12",5.63
"521","2010-01-13",5.46
"522","2010-01-14",5.56
"523","2010-01-15",5.49
"524","2010-01-19",5.67
"525","2010-01-20",5.58
"526","2010-01-21",5.22
"527","2010-01-22",5.16
"528","2010-01-25",5.13
"529","2010-01-26",4.99
"530","2010-01-27",4.76
"531","2010-01-28",4.68
"532","2010-01-29",4.76
"533","2010-02-01",4.7
"534","2010-02-02",5.14
"535","2010-02-03",5.05
"536","2010-02-04",5.32
"537","2010-02-05",5.44
"538","2010-02-08",5.36
"539","2010-02-09",5.17
"540","2010-02-10",5.05
"541","2010-02-11",5.25
"542","2010-02-12",5.09
"543","2010-02-16",5.36
"544","2010-02-17",5.36
"545","2010-02-18",5.45
"546","2010-02-19",5.67
"547","2010-02-22",5.53
"548","2010-02-23",5.47
"549","2010-02-24",5.49
"550","2010-02-25",5.32
"551","2010-02-26",5.16
"552","2010-03-01",5.44
"553","2010-03-02",5.44
"554","2010-03-03",5.29
"555","2010-03-04",5.22
"556","2010-03-05",5.4
"557","2010-03-08",5.37
"558","2010-03-09",5.5
"559","2010-03-10",5.56
"560","2010-03-11",5.58
"561","2010-03-12",5.5
"562","2010-03-15",5.35
"563","2010-03-16",5.38
"564","2010-03-17",5.46
"565","2010-03-18",5.8
"566","2010-03-19",5.08
"567","2010-03-22",5.03
"568","2010-03-23",5.17
"569","2010-03-24",5.01
"570","2010-03-25",4.97
"571","2010-03-26",4.91
"572","2010-03-29",4.75
"573","2010-03-30",4.85
"574","2010-03-31",4.9
"575","2010-04-01",4.75
"576","2010-04-05",4.95
"577","2010-04-06",5.09
"578","2010-04-07",5.08
"579","2010-04-08",4.99
"580","2010-04-09",4.74
"581","2010-04-12",4.62
"582","2010-04-13",4.7
"583","2010-04-14",4.82
"584","2010-04-15",4.98
"585","2010-04-16",4.76
"586","2010-04-19",4.77
"587","2010-04-20",4.93
"588","2010-04-21",4.95
"589","2010-04-22",4.99
"590","2010-04-23",5.1
"591","2010-04-26",5.25
"592","2010-04-27",5.22
"593","2010-04-28",5.26
"594","2010-04-29",5.37
"595","2010-04-30",5.33
"596","2010-05-03",5.3
"597","2010-05-04",5.1
"598","2010-05-05",4.91
"599","2010-05-06",4.5
"600","2010-05-07",4.3
"601","2010-05-10",4.52
"602","2010-05-11",4.64
"603","2010-05-12",4.84
"604","2010-05-13",4.84
"605","2010-05-14",3.87
"606","2010-05-17",3.66
"607","2010-05-18",3.46
"608","2010-05-19",3.36
"609","2010-05-20",3.18
"610","2010-05-21",3.3
"611","2010-05-24",3.22
"612","2010-05-25",3.44
"613","2010-05-26",3.41
"614","2010-05-27",3.58
"615","2010-05-28",3.71
"616","2010-06-01",3.37
"617","2010-06-02",3.46
"618","2010-06-03",3.44
"619","2010-06-04",3.15
"620","2010-06-07",3.04
"621","2010-06-08",2.9
"622","2010-06-09",2.96
"623","2010-06-10",3.06
"624","2010-06-11",3.07
"625","2010-06-14",3.08
"626","2010-06-15",3.07
"627","2010-06-16",3.05
"628","2010-06-17",3.19
"629","2010-06-18",3.38
"630","2010-06-21",3.1
"631","2010-06-22",3.11
"632","2010-06-23",3.35
"633","2010-06-24",3.14
"634","2010-06-25",3
"635","2010-06-28",3.1
"636","2010-06-29",3.1
"637","2010-06-30",3.16
"638","2010-07-01",3.05
"639","2010-07-02",3.05
"640","2010-07-06",2.94
"641","2010-07-07",2.91
"642","2010-07-08",2.83
"643","2010-07-09",2.98
"644","2010-07-12",3.02
"645","2010-07-13",3.05
"646","2010-07-14",3.01
"647","2010-07-15",3.23
"648","2010-07-16",3.05
"649","2010-07-19",3.15
"650","2010-07-20",3.07
"651","2010-07-21",3.05
"652","2010-07-22",3.14
"653","2010-07-23",3.1
"654","2010-07-26",3.08
"655","2010-07-27",3.01
"656","2010-07-28",3.18
"657","2010-07-29",3.26
"658","2010-07-30",3.22
"659","2010-08-02",3.03
"660","2010-08-03",3.1
"661","2010-08-04",2.99
"662","2010-08-05",2.99
"663","2010-08-06",2.97
"664","2010-08-09",2.93
"665","2010-08-10",2.86
"666","2010-08-11",2.78
"667","2010-08-12",2.71
"668","2010-08-13",2.7
"669","2010-08-16",2.52
"670","2010-08-17",2.46
"671","2010-08-18",2.36
"672","2010-08-19",2.39
"673","2010-08-20",2.34
"674","2010-08-23",2.24
"675","2010-08-24",2.21
"676","2010-08-25",2.2
"677","2010-08-26",2.21
"678","2010-08-27",2.24
"679","2010-08-30",2.31
"680","2010-08-31",2.44
"681","2010-09-01",2.63
"682","2010-09-02",2.62
"683","2010-09-03",2.69
"684","2010-09-07",2.85
"685","2010-09-08",2.95
"686","2010-09-09",3.02
"687","2010-09-10",2.91
"688","2010-09-13",2.81
"689","2010-09-14",2.8
"690","2010-09-15",2.79
"691","2010-09-16",2.84
"692","2010-09-17",2.98
"693","2010-09-20",2.98
"694","2010-09-21",3.05
"695","2010-09-22",3.04
"696","2010-09-23",3.05
"697","2010-09-24",3.05
"698","2010-09-27",3.1
"699","2010-09-28",3.17
"700","2010-09-29",3.16
"701","2010-09-30",3.17
"702","2010-10-01",3.16
"703","2010-10-04",3.13
"704","2010-10-05",3.18
"705","2010-10-06",3.33
"706","2010-10-07",3.48
"707","2010-10-08",3.62
"708","2010-10-11",3.62
"709","2010-10-12",3.73
"710","2010-10-13",3.97
"711","2010-10-14",3.96
"712","2010-10-15",3.98
"713","2010-10-18",3.97
"714","2010-10-19",3.92
"715","2010-10-20",3.89
"716","2010-10-21",3.71
"717","2010-10-22",3.76
"718","2010-10-25",3.71
"719","2010-10-26",3.88
"720","2010-10-27",3.43
"721","2010-10-28",3.49
"722","2010-10-29",3.35
"723","2010-11-01",3.45
"724","2010-11-02",3.44
"725","2010-11-03",3.48
"726","2010-11-04",3.45
"727","2010-11-05",3.43
"728","2010-11-08",3.37
"729","2010-11-09",3.35
"730","2010-11-10",3.41
"731","2010-11-11",3.36
"732","2010-11-12",3.35
"733","2010-11-15",3.36
"734","2010-11-16",3.22
"735","2010-11-17",3.16
"736","2010-11-18",3.17
"737","2010-11-19",3.29
"738","2010-11-22",3.24
"739","2010-11-23",3.15
"740","2010-11-24",3.17
"741","2010-11-26",3.17
"742","2010-11-29",3.18
"743","2010-11-30",3.19
"744","2010-12-01",3.19
"745","2010-12-02",3.43
"746","2010-12-03",3.32
"747","2010-12-06",3.37
"748","2010-12-07",3.35
"749","2010-12-08",3.28
"750","2010-12-09",3.18
"751","2010-12-10",3.21
"752","2010-12-13",3.27
"753","2010-12-14",3.16
"754","2010-12-15",3.3
"755","2010-12-16",3.37
"756","2010-12-17",3.22
"757","2010-12-20",3.25
"758","2010-12-21",3.26
"759","2010-12-22",3.4
"760","2010-12-23",3.27
"761","2010-12-27",3.31
"762","2010-12-28",3.26
"763","2010-12-29",3.3
"764","2010-12-30",3.34
"765","2010-12-31",3.34
"766","2011-01-03",3.28
"767","2011-01-04",3.35
"768","2011-01-05",3.31
"769","2011-01-06",3.37
"770","2011-01-07",3.35
"771","2011-01-10",3.35
"772","2011-01-11",3.35
"773","2011-01-12",3.48
"774","2011-01-13",3.52
"775","2011-01-14",3.59
"776","2011-01-18",3.56
"777","2011-01-19",3.9
"778","2011-01-20",4
"779","2011-01-21",3.92
"780","2011-01-24",4.06
"781","2011-01-25",4.67
"782","2011-01-26",4.5
"783","2011-01-27",4.42
"784","2011-01-28",4.24
"785","2011-01-31",4.35
"786","2011-02-01",4.28
"787","2011-02-02",3.84
"788","2011-02-03",4.02
"789","2011-02-04",3.93
"790","2011-02-07",3.87
"791","2011-02-08",3.98
"792","2011-02-09",3.97
"793","2011-02-10",3.95
"794","2011-02-11",4.01
"795","2011-02-14",3.99
"796","2011-02-15",3.9
"797","2011-02-16",3.9
"798","2011-02-17",3.88
"799","2011-02-18",3.92
"800","2011-02-22",4.09
"801","2011-02-23",3.92
"802","2011-02-24",3.87
"803","2011-02-25",3.81
"804","2011-02-28",3.94
"805","2011-03-01",4.01
"806","2011-03-02",4.22
"807","2011-03-03",4.27
"808","2011-03-04",4.02
"809","2011-03-07",4.22
"810","2011-03-08",4.17
"811","2011-03-09",4.15
"812","2011-03-10",4.03
"813","2011-03-11",4.07
"814","2011-03-14",4.03
"815","2011-03-15",4.01
"816","2011-03-16",3.97
"817","2011-03-17",3.98
"818","2011-03-18",4
"819","2011-03-21",4
"820","2011-03-22",4.02
"821","2011-03-23",4
"822","2011-03-24",4.02
"823","2011-03-25",4.05
"824","2011-03-28",4
"825","2011-03-29",4.04
"826","2011-03-30",4.03
"827","2011-03-31",4.04
"828","2011-04-01",4.04
"829","2011-04-04",4
"830","2011-04-05",4
"831","2011-04-06",4.02
"832","2011-04-07",4.04
"833","2011-04-08",3.98
"834","2011-04-11",3.99
"835","2011-04-12",3.9
"836","2011-04-13",3.8
"837","2011-04-14",3.86
"838","2011-04-15",3.9
"839","2011-04-18",3.72
"840","2011-04-19",3.61
"841","2011-04-20",3.62
"842","2011-04-21",3.7
"843","2011-04-25",3.64
"844","2011-04-26",3.71
"845","2011-04-27",3.7
"846","2011-04-28",3.73
"847","2011-04-29",3.67
"848","2011-05-02",3.62
"849","2011-05-03",3.41
"850","2011-05-04",3.4
"851","2011-05-05",3.38
"852","2011-05-06",3.15
"853","2011-05-09",3.29
"854","2011-05-10",3.17
"855","2011-05-11",3.16
"856","2011-05-12",3.07
"857","2011-05-13",3.1
"858","2011-05-16",3.22
"859","2011-05-17",3.3
"860","2011-05-18",3.52
"861","2011-05-19",3.92
"862","2011-05-20",4.04
"863","2011-05-23",4.19
"864","2011-05-24",4.17
"865","2011-05-25",3.97
"866","2011-05-26",3.91
"867","2011-05-27",4.06
"868","2011-05-31",4.13
"869","2011-06-01",4.1
"870","2011-06-02",3.96
"871","2011-06-03",3.95
"872","2011-06-06",3.91
"873","2011-06-07",3.99
"874","2011-06-08",3.95
"875","2011-06-09",4.01
"876","2011-06-10",4.09
"877","2011-06-13",4.02
"878","2011-06-14",3.92
"879","2011-06-15",4.03
"880","2011-06-16",3.94
"881","2011-06-17",3.97
"882","2011-06-20",3.88
"883","2011-06-21",3.93
"884","2011-06-22",3.91
"885","2011-06-23",4.06
"886","2011-06-24",3.98
"887","2011-06-27",3.83
"888","2011-06-28",3.73
"889","2011-06-29",3.74
"890","2011-06-30",3.93
"891","2011-07-01",4.01
"892","2011-07-05",3.96
"893","2011-07-06",4.05
"894","2011-07-07",4
"895","2011-07-08",3.93
"896","2011-07-11",3.93
"897","2011-07-12",3.95
"898","2011-07-13",4.04
"899","2011-07-14",3.98
"900","2011-07-15",4.02
"901","2011-07-18",3.98
"902","2011-07-19",3.99
"903","2011-07-20",3.91
"904","2011-07-21",3.88
"905","2011-07-22",3.85
"906","2011-07-25",3.86
"907","2011-07-26",3.88
"908","2011-07-27",3.94
"909","2011-07-28",3.77
"910","2011-07-29",3.67
"911","2011-08-01",3.68
"912","2011-08-02",3.62
"913","2011-08-03",3.59
"914","2011-08-04",3.34
"915","2011-08-05",3.14
"916","2011-08-08",3.36
"917","2011-08-09",3.12
"918","2011-08-10",3.26
"919","2011-08-11",3.36
"920","2011-08-12",3.2
"921","2011-08-15",3.12
"922","2011-08-16",3.3
"923","2011-08-17",3.28
"924","2011-08-18",3.29
"925","2011-08-19",3.25
"926","2011-08-22",3.31
"927","2011-08-23",3.35
"928","2011-08-24",3.46
"929","2011-08-25",3.46
"930","2011-08-26",3.52
"931","2011-08-29",3.71
"932","2011-08-30",3.68
"933","2011-08-31",3.78
"934","2011-09-01",3.54
"935","2011-09-02",3.38
"936","2011-09-06",3.22
"937","2011-09-07",3.43
"938","2011-09-08",3.43
"939","2011-09-09",3.25
"940","2011-09-12",3.27
"941","2011-09-13",3.3
"942","2011-09-14",3.2
"943","2011-09-15",3.15
"944","2011-09-16",3
"945","2011-09-19",2.9
"946","2011-09-20",2.91
"947","2011-09-21",2.85
"948","2011-09-22",2.64
"949","2011-09-23",2.73
"950","2011-09-26",2.58
"951","2011-09-27",2.51
"952","2011-09-28",2.53
"953","2011-09-29",2.61
"954","2011-09-30",2.65
"955","2011-10-03",2.54
"956","2011-10-04",2.58
"957","2011-10-05",2.72
"958","2011-10-06",2.81
"959","2011-10-07",2.7
"960","2011-10-10",2.72
"961","2011-10-11",2.81
"962","2011-10-12",2.8
"963","2011-10-13",2.79
"964","2011-10-14",2.83
"965","2011-10-17",2.82
"966","2011-10-18",2.7
"967","2011-10-19",2.63
"968","2011-10-20",2.54
"969","2011-10-21",2.65
"970","2011-10-24",2.58
"971","2011-10-25",2.62
"972","2011-10-26",2.65
"973","2011-10-27",2.8
"974","2011-10-28",3.11
"975","2011-10-31",3.08
"976","2011-11-01",3.15
"977","2011-11-02",2.92
"978","2011-11-03",2.65
"979","2011-11-04",2.8
"980","2011-11-07",2.75
"981","2011-11-08",2.67
"982","2011-11-09",2.67
"983","2011-11-10",2.55
"984","2011-11-11",2.71
"985","2011-11-14",2.78
"986","2011-11-15",2.82
"987","2011-11-16",2.77
"988","2011-11-17",2.71
"989","2011-11-18",2.6
"990","2011-11-21",2.74
"991","2011-11-22",2.67
"992","2011-11-23",2.7
"993","2011-11-25",2.82
"994","2011-11-28",2.96
"995","2011-11-29",2.81
"996","2011-11-30",2.9
"997","2011-12-01",2.7
"998","2011-12-02",2.86
"999","2011-12-05",2.83
"1000","2011-12-06",2.86
"1001","2011-12-07",2.9
"1002","2011-12-08",2.85
