"","date","PNTG"
"107","2020-03-04",28
"108","2020-03-05",25.76
"109","2020-03-06",27.57
"110","2020-03-09",23.01
"111","2020-03-10",21.709999
"112","2020-03-11",18.219999
"113","2020-03-12",15.17
"114","2020-03-13",15.4
"115","2020-03-16",12.6
"116","2020-03-17",13.5
"117","2020-03-18",10.13
"118","2020-03-19",12.68
"119","2020-03-20",13.49
"120","2020-03-23",14.32
"121","2020-03-24",15.86
"122","2020-03-25",14.72
"123","2020-03-26",16.549999
"124","2020-03-27",15.09
"125","2020-03-30",15.51
"126","2020-03-31",14.16
"127","2020-04-01",13.89
"128","2020-04-02",14.26
"129","2020-04-03",15
"130","2020-04-06",16.450001
"131","2020-04-07",16.23
"132","2020-04-08",17.32
"133","2020-04-09",19.07
"134","2020-04-13",17.305
"135","2020-04-14",17.5
"136","2020-04-15",16.49
"137","2020-04-16",17.33
"138","2020-04-17",19.120001
"139","2020-04-20",17.49
"140","2020-04-21",16.67
"141","2020-04-22",17.049999
"142","2020-04-23",16.940001
"143","2020-04-24",17.15
"144","2020-04-27",17.209999
"145","2020-04-28",18.27
"146","2020-04-29",20.190001
"147","2020-04-30",19.790001
"148","2020-05-01",18.85
"149","2020-05-04",18.4
"150","2020-05-05",17.610001
"151","2020-05-06",16.5
"152","2020-05-07",16.530001
"153","2020-05-08",19.09
"154","2020-05-11",17.459999
"155","2020-05-12",16.959999
"156","2020-05-13",17.41
"157","2020-05-14",19.52
"158","2020-05-15",21.6
"159","2020-05-18",25.639999
"160","2020-05-19",23.32
"161","2020-05-20",24.049999
"162","2020-05-21",23.84
"163","2020-05-22",24.889999
"164","2020-05-26",26.209999
"165","2020-05-27",27.559999
"166","2020-05-28",25.290001
"167","2020-05-29",25.49
"168","2020-06-01",23.950001
"169","2020-06-02",24.24
"170","2020-06-03",26.4
"171","2020-06-04",26.68
"172","2020-06-05",26.879999
"173","2020-06-08",27.879999
"174","2020-06-09",28.24
"175","2020-06-10",26.07
"176","2020-06-11",22.725
"177","2020-06-12",24.68
"178","2020-06-15",24.530001
"179","2020-06-16",24.6
"180","2020-06-17",24.17
"181","2020-06-18",24.65
"182","2020-06-19",23.58
"183","2020-06-22",23.82
"184","2020-06-23",22.610001
"185","2020-06-24",20.17
"186","2020-06-25",21.33
"187","2020-06-26",20.85
"188","2020-06-29",22.370001
"189","2020-06-30",22.6
"190","2020-07-01",22.870001
"191","2020-07-02",22.879999
"192","2020-07-06",22.84
"193","2020-07-07",21.42
"194","2020-07-08",21.809999
"195","2020-07-09",22.07
"196","2020-07-10",21.639999
"197","2020-07-13",20.610001
"198","2020-07-14",21.24
"199","2020-07-15",22.190001
"200","2020-07-16",21.440001
"201","2020-07-17",20.09
"202","2020-07-20",20.700001
"203","2020-07-21",22.5
"204","2020-07-22",22.040001
"205","2020-07-23",21.969999
"206","2020-07-24",21.969999
"207","2020-07-27",22.93
"208","2020-07-28",22.860001
"209","2020-07-29",24.139999
"210","2020-07-30",24.92
"211","2020-07-31",25.059999
"212","2020-08-03",25.370001
"213","2020-08-04",24.959999
"214","2020-08-05",26.200001
"215","2020-08-06",27.27
"216","2020-08-07",27.77
"217","2020-08-10",28.870001
"218","2020-08-11",26.139999
"219","2020-08-12",36.77
"220","2020-08-13",37.349998
"221","2020-08-14",35.75
"222","2020-08-17",37.98
"223","2020-08-18",39.16
"224","2020-08-19",41.349998
"225","2020-08-20",40.610001
"226","2020-08-21",37.380001
"227","2020-08-24",36.959999
"228","2020-08-25",37.700001
"229","2020-08-26",38.75
"230","2020-08-27",38.540001
"231","2020-08-28",36.790001
"232","2020-08-31",37.040001
"233","2020-09-01",36.919998
"234","2020-09-02",38.16
"235","2020-09-03",36.310001
"236","2020-09-04",35.189999
"237","2020-09-08",33.240002
"238","2020-09-09",33.939999
"239","2020-09-10",33.450001
"240","2020-09-11",32.93
"241","2020-09-14",33.970001
"242","2020-09-15",33.529999
"243","2020-09-16",35.369999
"244","2020-09-17",35.09
"245","2020-09-18",36.73
"246","2020-09-21",37.259998
"247","2020-09-22",38.529999
"248","2020-09-23",35.73
"249","2020-09-24",35.900002
"250","2020-09-25",37.130001
"251","2020-09-28",37.02
"252","2020-09-29",37.360001
"253","2020-09-30",38.560001
"254","2020-10-01",36.689999
"255","2020-10-02",35.91
"256","2020-10-05",37.48
"257","2020-10-06",37.790001
"258","2020-10-07",37.669998
"259","2020-10-08",38.450001
"260","2020-10-09",38.970001
"261","2020-10-12",37.709999
"262","2020-10-13",38.759998
"263","2020-10-14",38.880001
"264","2020-10-15",39.450001
"265","2020-10-16",38.66
"266","2020-10-19",38.040001
"267","2020-10-20",38.330002
"268","2020-10-21",38.389999
"269","2020-10-22",39.939999
"270","2020-10-23",42.450001
"271","2020-10-26",40.459999
"272","2020-10-27",39.630001
"273","2020-10-28",38.880001
"274","2020-10-29",39.650002
"275","2020-10-30",41.66
"276","2020-11-02",43.93
"277","2020-11-03",47.040001
"278","2020-11-04",47.18
"279","2020-11-05",45.75
"280","2020-11-06",45.529999
"281","2020-11-09",46.740002
"282","2020-11-10",46.34
"283","2020-11-11",46.5
"284","2020-11-12",45
"285","2020-11-13",49.209999
"286","2020-11-16",49.509998
"287","2020-11-17",51.130001
"288","2020-11-18",46.599998
"289","2020-11-19",46.209999
"290","2020-11-20",47.200001
"291","2020-11-23",47.91
"292","2020-11-24",48.119999
"293","2020-11-25",47.98
"294","2020-11-27",48.459999
