"","date","EXPI"
"219","2018-12-19",8.4
"220","2018-12-20",8.05
"221","2018-12-21",7.82
"222","2018-12-24",6.95
"223","2018-12-26",7.08
"224","2018-12-27",7.08
"225","2018-12-28",7.25
"226","2018-12-31",7.08
"227","2019-01-02",7.17
"228","2019-01-03",7.2
"229","2019-01-04",7.19
"230","2019-01-07",7.26
"231","2019-01-08",7.7
"232","2019-01-09",8.8
"233","2019-01-10",8.88
"234","2019-01-11",9.9
"235","2019-01-14",9.33
"236","2019-01-15",9.92
"237","2019-01-16",10.21
"238","2019-01-17",10.76
"239","2019-01-18",10.45
"240","2019-01-22",10.18
"241","2019-01-23",9.55
"242","2019-01-24",10.21
"243","2019-01-25",10.43
"244","2019-01-28",10.12
"245","2019-01-29",10.52
"246","2019-01-30",10.99
"247","2019-01-31",10.94
"248","2019-02-01",10.95
"249","2019-02-04",10.89
"250","2019-02-05",10.92
"251","2019-02-06",10.94
"252","2019-02-07",10.87
"253","2019-02-08",10.77
"254","2019-02-11",10.79
"255","2019-02-12",10.7
"256","2019-02-13",10.86
"257","2019-02-14",10.95
"258","2019-02-15",11.09
"259","2019-02-19",11.18
"260","2019-02-20",11.44
"261","2019-02-21",11.36
"262","2019-02-22",11.51
"263","2019-02-25",11.32
"264","2019-02-26",11.37
"265","2019-02-27",11.2
"266","2019-02-28",11.25
"267","2019-03-01",11.29
"268","2019-03-04",10.98
"269","2019-03-05",10.91
"270","2019-03-06",10.59
"271","2019-03-07",10.15
"272","2019-03-08",9.89
"273","2019-03-11",9.9
"274","2019-03-12",10
"275","2019-03-13",9.97
"276","2019-03-14",9.83
"277","2019-03-15",10.25
"278","2019-03-18",10.64
"279","2019-03-19",10.9
"280","2019-03-20",11.25
"281","2019-03-21",11.48
"282","2019-03-22",10.77
"283","2019-03-25",10.76
"284","2019-03-26",10.66
"285","2019-03-27",10.67
"286","2019-03-28",11.04
"287","2019-03-29",10.87
"288","2019-04-01",10.74
"289","2019-04-02",10.67
"290","2019-04-03",10.49
"291","2019-04-04",10.11
"292","2019-04-05",10.34
"293","2019-04-08",10.1
"294","2019-04-09",10
"295","2019-04-10",10.01
"296","2019-04-11",10.25
"297","2019-04-12",9.93
"298","2019-04-15",9.57
"299","2019-04-16",9.82
"300","2019-04-17",9.93
"301","2019-04-18",10.18
"302","2019-04-22",10.4
"303","2019-04-23",10.34
"304","2019-04-24",10.22
"305","2019-04-25",10.1
"306","2019-04-26",10.08
"307","2019-04-29",10.3
"308","2019-04-30",10.9
"309","2019-05-01",10.9
"310","2019-05-02",10.43
"311","2019-05-03",10.5
"312","2019-05-06",10
"313","2019-05-07",9.91
"314","2019-05-08",9.71
"315","2019-05-09",9.51
"316","2019-05-10",9.95
"317","2019-05-13",10.22
"318","2019-05-14",10.88
"319","2019-05-15",10.87
"320","2019-05-16",11.3
"321","2019-05-17",11.37
"322","2019-05-20",11.81
"323","2019-05-21",12.5
"324","2019-05-22",12.35
"325","2019-05-23",11.99
"326","2019-05-24",11.07
"327","2019-05-28",10.67
"328","2019-05-29",10.38
"329","2019-05-30",10.18
"330","2019-05-31",10.2
"331","2019-06-03",10.06
"332","2019-06-04",10.11
"333","2019-06-05",11.2
"334","2019-06-06",11.04
"335","2019-06-07",11.67
"336","2019-06-10",11.19
"337","2019-06-11",10.56
"338","2019-06-12",10.45
"339","2019-06-13",10.79
"340","2019-06-14",10.37
"341","2019-06-17",10.5
"342","2019-06-18",10.81
"343","2019-06-19",11.2
"344","2019-06-20",11.47
"345","2019-06-21",11.16
"346","2019-06-24",11.14
"347","2019-06-25",10.77
"348","2019-06-26",10.25
"349","2019-06-27",10.65
"350","2019-06-28",11.13
"351","2019-07-01",10.82
"352","2019-07-02",10.87
"353","2019-07-03",10.57
"354","2019-07-05",10.4
"355","2019-07-08",10.5
"356","2019-07-09",10.69
"357","2019-07-10",10.37
"358","2019-07-11",10.66
"359","2019-07-12",10.58
"360","2019-07-15",10.33
"361","2019-07-16",10.77
"362","2019-07-17",10.97
"363","2019-07-18",11.14
"364","2019-07-19",11.15
"365","2019-07-22",11.16
"366","2019-07-23",10.51
"367","2019-07-24",10.47
"368","2019-07-25",10.09
"369","2019-07-26",10.42
"370","2019-07-29",10.4
"371","2019-07-30",10.87
"372","2019-07-31",10.57
"373","2019-08-01",10.44
"374","2019-08-02",10.53
"375","2019-08-05",10.28
"376","2019-08-06",10.06
"377","2019-08-07",10.16
"378","2019-08-08",9.89
"379","2019-08-09",9.16
"380","2019-08-12",9
"381","2019-08-13",9.54
"382","2019-08-14",9.33
"383","2019-08-15",9
"384","2019-08-16",9.34
"385","2019-08-19",9.59
"386","2019-08-20",9.41
"387","2019-08-21",9.24
"388","2019-08-22",8.8
"389","2019-08-23",8.48
"390","2019-08-26",8.33
"391","2019-08-27",8.11
"392","2019-08-28",8.16
"393","2019-08-29",8.53
"394","2019-08-30",8.7
"395","2019-09-03",8.39
"396","2019-09-04",8.43
"397","2019-09-05",8.37
"398","2019-09-06",8.43
"399","2019-09-09",8.16
"400","2019-09-10",8.39
"401","2019-09-11",9.33
"402","2019-09-12",8.91
"403","2019-09-13",8.94
"404","2019-09-16",8.81
"405","2019-09-17",8.67
"406","2019-09-18",8.12
"407","2019-09-19",8.47
"408","2019-09-20",8.34
"409","2019-09-23",8.37
"410","2019-09-24",8.11
"411","2019-09-25",8.23
"412","2019-09-26",8.14
"413","2019-09-27",8.18
"414","2019-09-30",8.38
"415","2019-10-01",8.19
"416","2019-10-02",8.25
"417","2019-10-03",7.88
"418","2019-10-04",8.17
"419","2019-10-07",8.25
"420","2019-10-08",8.45
"421","2019-10-09",8.49
"422","2019-10-10",8.43
"423","2019-10-11",8.44
"424","2019-10-14",8.56
"425","2019-10-15",8.43
"426","2019-10-16",8.43
"427","2019-10-17",8.11
"428","2019-10-18",8.36
"429","2019-10-21",8.55
"430","2019-10-22",8.56
"431","2019-10-23",8.58
"432","2019-10-24",8.65
"433","2019-10-25",8.7
"434","2019-10-28",8.97
"435","2019-10-29",8.75
"436","2019-10-30",8.98
"437","2019-10-31",8.97
"438","2019-11-01",9.03
"439","2019-11-04",9.37
"440","2019-11-05",9.42
"441","2019-11-06",9.32
"442","2019-11-07",9.42
"443","2019-11-08",9.59
"444","2019-11-11",9.85
"445","2019-11-12",9.95
"446","2019-11-13",10.06
"447","2019-11-14",9.95
"448","2019-11-15",9.67
"449","2019-11-18",9.89
"450","2019-11-19",9.8
"451","2019-11-20",9.83
"452","2019-11-21",9.8
"453","2019-11-22",9.94
"454","2019-11-25",10.41
"455","2019-11-26",10.46
"456","2019-11-27",10.8
"457","2019-11-29",10.95
"458","2019-12-02",11.06
"459","2019-12-03",11.14
"460","2019-12-04",11.1
"461","2019-12-05",10.95
"462","2019-12-06",11.57
"463","2019-12-09",11.29
"464","2019-12-10",11.43
"465","2019-12-11",11.52
"466","2019-12-12",11.82
"467","2019-12-13",11.99
"468","2019-12-16",11.56
"469","2019-12-17",11.71
"470","2019-12-18",11.61
"471","2019-12-19",11.63
"472","2019-12-20",11.71
"473","2019-12-23",11.95
"474","2019-12-24",12.05
"475","2019-12-26",11.85
"476","2019-12-27",11.91
"477","2019-12-30",11.61
"478","2019-12-31",11.33
"479","2020-01-02",11.1
"480","2020-01-03",11.07
"481","2020-01-06",10.86
"482","2020-01-07",10.46
"483","2020-01-08",10.22
"484","2020-01-09",10.2
"485","2020-01-10",10.18
"486","2020-01-13",10.45
"487","2020-01-14",10.67
"488","2020-01-15",10.74
"489","2020-01-16",10.88
"490","2020-01-17",10.83
"491","2020-01-21",10.68
"492","2020-01-22",10.97
"493","2020-01-23",11.28
"494","2020-01-24",11.36
"495","2020-01-27",11.32
"496","2020-01-28",11.56
"497","2020-01-29",11.53
"498","2020-01-30",11.32
"499","2020-01-31",11.04
"500","2020-02-03",11
"501","2020-02-04",11.09
"502","2020-02-05",11.37
"503","2020-02-06",11.73
"504","2020-02-07",11.62
"505","2020-02-10",11.13
"506","2020-02-11",11.27
"507","2020-02-12",11.65
"508","2020-02-13",11.55
"509","2020-02-14",11.32
"510","2020-02-18",11.23
"511","2020-02-19",11.37
"512","2020-02-20",11.41
"513","2020-02-21",11.47
"514","2020-02-24",11.16
"515","2020-02-25",10.9
"516","2020-02-26",10.87
"517","2020-02-27",10
"518","2020-02-28",9.56
"519","2020-03-02",9.92
"520","2020-03-03",9.79
"521","2020-03-04",9.98
"522","2020-03-05",9.49
"523","2020-03-06",9.16
"524","2020-03-09",8.46
"525","2020-03-10",8.81
"526","2020-03-11",8.59
"527","2020-03-12",9.05
"528","2020-03-13",10.22
"529","2020-03-16",9.04
"530","2020-03-17",9.5
"531","2020-03-18",7.01
"532","2020-03-19",7.4
"533","2020-03-20",7.33
"534","2020-03-23",7.25
"535","2020-03-24",8.24
"536","2020-03-25",8.25
"537","2020-03-26",8.64
"538","2020-03-27",8.15
"539","2020-03-30",8.25
"540","2020-03-31",8.46
"541","2020-04-01",7.78
"542","2020-04-02",7.64
"543","2020-04-03",7.09
"544","2020-04-06",7.51
"545","2020-04-07",7.94
"546","2020-04-08",8.14
"547","2020-04-09",8.25
"548","2020-04-13",7.86
"549","2020-04-14",8.33
"550","2020-04-15",8.04
"551","2020-04-16",7.76
"552","2020-04-17",8.19
"553","2020-04-20",8.2
"554","2020-04-21",8.25
"555","2020-04-22",8.37
"556","2020-04-23",8.41
"557","2020-04-24",8.46
"558","2020-04-27",8.83
"559","2020-04-28",9.03
"560","2020-04-29",9.53
"561","2020-04-30",9.18
"562","2020-05-01",8.84
"563","2020-05-04",8.74
"564","2020-05-05",9
"565","2020-05-06",8.98
"566","2020-05-07",8.84
"567","2020-05-08",8.87
"568","2020-05-11",9.09
"569","2020-05-12",8.88
"570","2020-05-13",8.52
"571","2020-05-14",8.4
"572","2020-05-15",8.38
"573","2020-05-18",9.01
"574","2020-05-19",8.91
"575","2020-05-20",9.24
"576","2020-05-21",8.99
"577","2020-05-22",9.24
"578","2020-05-26",9.37
"579","2020-05-27",10.1
"580","2020-05-28",10.13
"581","2020-05-29",10.69
"582","2020-06-01",10.47
"583","2020-06-02",10.8
"584","2020-06-03",11.72
"585","2020-06-04",11.925
"586","2020-06-05",11.665
"587","2020-06-08",12.16
"588","2020-06-09",11.92
"589","2020-06-10",11.68
"590","2020-06-11",11.555
"591","2020-06-12",11.65
"592","2020-06-15",11.98
"593","2020-06-16",12.07
"594","2020-06-17",11.95
"595","2020-06-18",12.54
"596","2020-06-19",13.02
"597","2020-06-22",14.65
"598","2020-06-23",15.73
"599","2020-06-24",15.55
"600","2020-06-25",16.15
"601","2020-06-26",16.93
"602","2020-06-29",17.15
"603","2020-06-30",17.049999
"604","2020-07-01",16.065001
"605","2020-07-02",16.74
"606","2020-07-06",17.08
"607","2020-07-07",16.76
"608","2020-07-08",16.790001
"609","2020-07-09",16.73
"610","2020-07-10",16.25
"611","2020-07-13",15.18
"612","2020-07-14",15.78
"613","2020-07-15",16.469999
"614","2020-07-16",16.440001
"615","2020-07-17",16.85
"616","2020-07-20",17.67
"617","2020-07-21",18.809999
"618","2020-07-22",20.110001
"619","2020-07-23",20.889999
"620","2020-07-24",18.59
"621","2020-07-27",19.280001
"622","2020-07-28",19.07
"623","2020-07-29",20.33
"624","2020-07-30",20.610001
"625","2020-07-31",19.870001
"626","2020-08-03",20.040001
"627","2020-08-04",22.83
"628","2020-08-05",24.15
"629","2020-08-06",26.5
"630","2020-08-07",29.120001
"631","2020-08-10",29.32
"632","2020-08-11",29.99
"633","2020-08-12",30.91
"634","2020-08-13",33.59
"635","2020-08-14",34.290001
"636","2020-08-17",33.540001
"637","2020-08-18",37.5
"638","2020-08-19",40.669998
"639","2020-08-20",41.889999
"640","2020-08-21",40.529999
"641","2020-08-24",37.299999
"642","2020-08-25",41.009998
"643","2020-08-26",40.740002
"644","2020-08-27",40.759998
"645","2020-08-28",40.970001
"646","2020-08-31",44.48
"647","2020-09-01",45.465
"648","2020-09-02",44.900002
"649","2020-09-03",39.009998
"650","2020-09-04",38.619999
"651","2020-09-08",39.709999
"652","2020-09-09",43.900002
"653","2020-09-10",43.16
"654","2020-09-11",42.209999
"655","2020-09-14",41.959999
"656","2020-09-15",41.689999
"657","2020-09-16",41.630001
"658","2020-09-17",40.240002
"659","2020-09-18",39.049999
"660","2020-09-21",39.490002
"661","2020-09-22",40.32
"662","2020-09-23",37.040001
"663","2020-09-24",38.360001
"664","2020-09-25",39.400002
"665","2020-09-28",41.869999
"666","2020-09-29",42.049999
"667","2020-09-30",40.34
"668","2020-10-01",45.639999
"669","2020-10-02",43.73
"670","2020-10-05",50.68
"671","2020-10-06",51.150002
"672","2020-10-07",53.360001
"673","2020-10-08",54.040001
"674","2020-10-09",58.990002
"675","2020-10-12",58.889999
"676","2020-10-13",59.439999
"677","2020-10-14",59.27
"678","2020-10-15",61.09
"679","2020-10-16",56.970001
"680","2020-10-19",57.25
"681","2020-10-20",55.139999
"682","2020-10-21",48.060001
"683","2020-10-22",44.939999
"684","2020-10-23",44.220001
"685","2020-10-26",41.529999
"686","2020-10-27",47.5
"687","2020-10-28",45.669998
"688","2020-10-29",48.099998
"689","2020-10-30",42.389999
"690","2020-11-02",41.529999
"691","2020-11-03",43.209999
"692","2020-11-04",46.619999
"693","2020-11-05",48.540001
"694","2020-11-06",47.619999
"695","2020-11-09",41.66
"696","2020-11-10",41.110001
"697","2020-11-11",44.509998
"698","2020-11-12",44.98
"699","2020-11-13",43.939999
"700","2020-11-16",43.220001
"701","2020-11-17",43.610001
"702","2020-11-18",43.23
"703","2020-11-19",45.48
"704","2020-11-20",48.560001
"705","2020-11-23",50.57
"706","2020-11-24",50.02
"707","2020-11-25",51.98
"708","2020-11-27",54.150002
