"","date","GDYN"
"82","2019-02-28",9.79
"83","2019-03-01",9.79
"84","2019-03-04",9.79
"85","2019-03-05",9.79
"86","2019-03-06",9.85
"87","2019-03-07",9.85
"88","2019-03-08",9.82
"89","2019-03-11",9.86
"90","2019-03-12",9.86
"91","2019-03-13",9.88
"92","2019-03-14",9.88
"93","2019-03-15",9.88
"94","2019-03-18",9.87
"95","2019-03-19",9.87
"96","2019-03-20",9.86
"97","2019-03-21",9.85
"98","2019-03-22",9.85
"99","2019-03-25",9.85
"100","2019-03-26",9.85
"101","2019-03-27",9.87
"102","2019-03-28",9.87
"103","2019-03-29",9.87
"104","2019-04-01",9.87
"105","2019-04-02",9.88
"106","2019-04-03",9.9
"107","2019-04-04",9.92
"108","2019-04-05",9.89
"109","2019-04-08",9.88
"110","2019-04-09",9.9
"111","2019-04-10",9.89
"112","2019-04-11",9.89
"113","2019-04-12",9.89
"114","2019-04-15",9.89
"115","2019-04-16",9.89
"116","2019-04-17",9.89
"117","2019-04-18",9.88
"118","2019-04-22",9.87
"119","2019-04-23",9.89
"120","2019-04-24",9.88
"121","2019-04-25",9.91
"122","2019-04-26",9.9
"123","2019-04-29",9.91
"124","2019-04-30",9.93
"125","2019-05-01",9.94
"126","2019-05-02",9.94
"127","2019-05-03",9.94
"128","2019-05-06",9.94
"129","2019-05-07",9.94
"130","2019-05-08",9.94
"131","2019-05-09",9.94
"132","2019-05-10",9.94
"133","2019-05-13",9.93
"134","2019-05-14",9.93
"135","2019-05-15",9.93
"136","2019-05-16",9.96
"137","2019-05-17",9.96
"138","2019-05-20",9.96
"139","2019-05-21",9.97
"140","2019-05-22",9.93
"141","2019-05-23",9.98
"142","2019-05-24",9.97
"143","2019-05-28",9.98
"144","2019-05-29",10
"145","2019-05-30",9.99
"146","2019-05-31",10
"147","2019-06-03",9.99
"148","2019-06-04",9.99
"149","2019-06-05",9.99
"150","2019-06-06",9.99
"151","2019-06-07",9.99
"152","2019-06-10",9.99
"153","2019-06-11",9.98
"154","2019-06-12",9.98
"155","2019-06-13",9.98
"156","2019-06-14",10
"157","2019-06-17",10.02
"158","2019-06-18",10.02
"159","2019-06-19",10
"160","2019-06-20",10.02
"161","2019-06-21",10
"162","2019-06-24",10.02
"163","2019-06-25",10
"164","2019-06-26",10.03
"165","2019-06-27",9.99
"166","2019-06-28",10.04
"167","2019-07-01",10.04
"168","2019-07-02",10
"169","2019-07-03",10
"170","2019-07-05",10
"171","2019-07-08",10.04
"172","2019-07-09",10.03
"173","2019-07-10",10.03
"174","2019-07-11",10.07
"175","2019-07-12",10.07
"176","2019-07-15",10.07
"177","2019-07-16",10.07
"178","2019-07-17",10.07
"179","2019-07-18",10.07
"180","2019-07-19",10.07
"181","2019-07-22",10.04
"182","2019-07-23",10.07
"183","2019-07-24",10.07
"184","2019-07-25",10.07
"185","2019-07-26",10.07
"186","2019-07-29",10.07
"187","2019-07-30",10.06
"188","2019-07-31",10.06
"189","2019-08-01",10.06
"190","2019-08-02",10.06
"191","2019-08-05",10.03
"192","2019-08-06",10.03
"193","2019-08-07",10.03
"194","2019-08-08",10.02
"195","2019-08-09",10.05
"196","2019-08-12",10.08
"197","2019-08-13",10.08
"198","2019-08-14",10.08
"199","2019-08-15",10.06
"200","2019-08-16",10.06
"201","2019-08-19",10.06
"202","2019-08-20",10.08
"203","2019-08-21",10.08
"204","2019-08-22",10.08
"205","2019-08-23",10.08
"206","2019-08-26",10.08
"207","2019-08-27",10.08
"208","2019-08-28",10.08
"209","2019-08-29",10.08
"210","2019-08-30",10.08
"211","2019-09-03",10.08
"212","2019-09-04",10.08
"213","2019-09-05",10.08
"214","2019-09-06",10.08
"215","2019-09-09",10.08
"216","2019-09-10",10.08
"217","2019-09-11",10.08
"218","2019-09-12",10.1
"219","2019-09-13",10.1
"220","2019-09-16",10.12
"221","2019-09-17",10.12
"222","2019-09-18",10.12
"223","2019-09-19",10.12
"224","2019-09-20",10.12
"225","2019-09-23",10.12
"226","2019-09-24",10.11
"227","2019-09-25",10.11
"228","2019-09-26",10.11
"229","2019-09-27",10.11
"230","2019-09-30",10.11
"231","2019-10-01",10.11
"232","2019-10-02",10.11
"233","2019-10-03",10.11
"234","2019-10-04",10.11
"235","2019-10-07",10.15
"236","2019-10-08",10.15
"237","2019-10-09",10.12
"238","2019-10-10",10.12
"239","2019-10-11",10.16
"240","2019-10-14",10.16
"241","2019-10-15",10.15
"242","2019-10-16",10.17
"243","2019-10-17",10.17
"244","2019-10-18",10.17
"245","2019-10-21",10.17
"246","2019-10-22",10.15
"247","2019-10-23",10.15
"248","2019-10-24",10.15
"249","2019-10-25",10.14
"250","2019-10-28",10.13
"251","2019-10-29",10.13
"252","2019-10-30",10.13
"253","2019-10-31",10.13
"254","2019-11-01",10.13
"255","2019-11-04",10.16
"256","2019-11-05",10.19
"257","2019-11-06",10.19
"258","2019-11-07",10.18
"259","2019-11-08",10.18
"260","2019-11-11",10.18
"261","2019-11-12",10.19
"262","2019-11-13",10.39
"263","2019-11-14",10.65
"264","2019-11-15",10.65
"265","2019-11-18",10.61
"266","2019-11-19",10.58
"267","2019-11-20",10.65
"268","2019-11-21",10.62
"269","2019-11-22",10.68
"270","2019-11-25",10.68
"271","2019-11-26",10.73
"272","2019-11-27",10.95
"273","2019-11-29",10.95
"274","2019-12-02",10.93
"275","2019-12-03",10.95
"276","2019-12-04",10.9
"277","2019-12-05",10.92
"278","2019-12-06",10.94
"279","2019-12-09",10.85
"280","2019-12-10",10.87
"281","2019-12-11",10.9
"282","2019-12-12",10.85
"283","2019-12-13",10.87
"284","2019-12-16",10.85
"285","2019-12-17",10.84
"286","2019-12-18",10.83
"287","2019-12-19",10.88
"288","2019-12-20",10.88
"289","2019-12-23",10.87
"290","2019-12-24",10.89
"291","2019-12-26",10.9
"292","2019-12-27",10.9
"293","2019-12-30",10.9
"294","2019-12-31",10.85
"295","2020-01-02",10.84
"296","2020-01-03",10.85
"297","2020-01-06",10.8
"298","2020-01-07",10.85
"299","2020-01-08",10.88
"300","2020-01-09",11.2
"301","2020-01-10",11.04
"302","2020-01-13",11.15
"303","2020-01-14",11.1
"304","2020-01-15",11.03
"305","2020-01-16",11.03
"306","2020-01-17",11.15
"307","2020-01-21",11.12
"308","2020-01-22",11.05
"309","2020-01-23",11.01
"310","2020-01-24",11.01
"311","2020-01-27",10.95
"312","2020-01-28",11.09
"313","2020-01-29",11.08
"314","2020-01-30",11.12
"315","2020-01-31",11.11
"316","2020-02-03",11.1
"317","2020-02-04",11.23
"318","2020-02-05",11.66
"319","2020-02-06",12.5
"320","2020-02-07",12.75
"321","2020-02-10",12.96
"322","2020-02-11",12.9
"323","2020-02-12",12.91
"324","2020-02-13",12.87
"325","2020-02-14",12.54
"326","2020-02-18",12.64
"327","2020-02-19",12.55
"328","2020-02-20",12.59
"329","2020-02-21",12.69
"330","2020-02-24",12.4
"331","2020-02-25",12.39
"332","2020-02-26",12.25
"333","2020-02-27",11.85
"334","2020-02-28",11.45
"335","2020-03-02",11.5
"336","2020-03-03",11.79
"337","2020-03-04",12
"338","2020-03-05",12
"339","2020-03-06",11.71
"340","2020-03-09",9.95
"341","2020-03-10",9.55
"342","2020-03-11",9.08
"343","2020-03-12",8.25
"344","2020-03-13",8.26
"345","2020-03-16",6.72
"346","2020-03-17",6.4
"347","2020-03-18",5.5
"348","2020-03-19",6.01
"349","2020-03-20",5.7
"350","2020-03-23",6.4
"351","2020-03-24",7.09
"352","2020-03-25",7
"353","2020-03-26",7.33
"354","2020-03-27",7.38
"355","2020-03-30",7.94
"356","2020-03-31",8
"357","2020-04-01",7.86
"358","2020-04-02",7.87
"359","2020-04-03",8
"360","2020-04-06",8.07
"361","2020-04-07",8.1
"362","2020-04-08",8.15
"363","2020-04-09",8.1
"364","2020-04-13",8
"365","2020-04-14",8.29
"366","2020-04-15",7.7
"367","2020-04-16",7.5
"368","2020-04-17",8.23
"369","2020-04-20",8.17
"370","2020-04-21",8.1
"371","2020-04-22",8.4
"372","2020-04-23",8.44
"373","2020-04-24",8.3
"374","2020-04-27",8.4
"375","2020-04-28",8.32
"376","2020-04-29",8.25
"377","2020-04-30",7.99
"378","2020-05-01",7.77
"379","2020-05-04",7.92
"380","2020-05-05",8.35
"381","2020-05-06",8.58
"382","2020-05-07",9.16
"383","2020-05-08",9.41
"384","2020-05-11",9.29
"385","2020-05-12",7.98
"386","2020-05-13",7.9
"387","2020-05-14",7.81
"388","2020-05-15",8.27
"389","2020-05-18",8.46
"390","2020-05-19",8.72
"391","2020-05-20",8.59
"392","2020-05-21",8.57
"393","2020-05-22",8.72
"394","2020-05-26",8.5
"395","2020-05-27",8.24
"396","2020-05-28",8.07
"397","2020-05-29",7.97
"398","2020-06-01",8.38
"399","2020-06-02",8.83
"400","2020-06-03",8.8
"401","2020-06-04",8.9
"402","2020-06-05",9
"403","2020-06-08",8.98
"404","2020-06-09",8.93
"405","2020-06-10",8.8
"406","2020-06-11",8.39
"407","2020-06-12",8.55
"408","2020-06-15",8.34
"409","2020-06-16",8.37
"410","2020-06-17",8.46
"411","2020-06-18",8.41
"412","2020-06-19",8.03
"413","2020-06-22",7.21
"414","2020-06-23",7.4
"415","2020-06-24",7.11
"416","2020-06-25",7
"417","2020-06-26",6.44
"418","2020-06-29",6.49
"419","2020-06-30",6.9
"420","2020-07-01",7.8
"421","2020-07-02",7.63
"422","2020-07-06",7.47
"423","2020-07-07",7.09
"424","2020-07-08",6.92
"425","2020-07-09",6.74
"426","2020-07-10",6.61
"427","2020-07-13",6.57
"428","2020-07-14",6.48
"429","2020-07-15",6.86
"430","2020-07-16",6.8
"431","2020-07-17",6.96
"432","2020-07-20",6.91
"433","2020-07-21",6.86
"434","2020-07-22",6.8
"435","2020-07-23",6.47
"436","2020-07-24",6.39
"437","2020-07-27",6.52
"438","2020-07-28",6.46
"439","2020-07-29",6.76
"440","2020-07-30",6.74
"441","2020-07-31",6.68
"442","2020-08-03",6.86
"443","2020-08-04",6.86
"444","2020-08-05",6.87
"445","2020-08-06",6.94
"446","2020-08-07",7.16
"447","2020-08-10",7.32
"448","2020-08-11",7.45
"449","2020-08-12",7.63
"450","2020-08-13",7.31
"451","2020-08-14",7.33
"452","2020-08-17",7.72
"453","2020-08-18",7.53
"454","2020-08-19",7.75
"455","2020-08-20",7.88
"456","2020-08-21",7.97
"457","2020-08-24",7.66
"458","2020-08-25",7.55
"459","2020-08-26",7.48
"460","2020-08-27",7.71
"461","2020-08-28",7.8
"462","2020-08-31",7.42
"463","2020-09-01",7.5
"464","2020-09-02",7.82
"465","2020-09-03",7.49
"466","2020-09-04",7.45
"467","2020-09-08",7.5
"468","2020-09-09",7.5
"469","2020-09-10",7.45
"470","2020-09-11",7.32
"471","2020-09-14",7.49
"472","2020-09-15",7.76
"473","2020-09-16",7.78
"474","2020-09-17",7.54
"475","2020-09-18",7.72
"476","2020-09-21",7.22
"477","2020-09-22",7.2
"478","2020-09-23",6.74
"479","2020-09-24",6.73
"480","2020-09-25",6.8
"481","2020-09-28",7.26
"482","2020-09-29",7.51
"483","2020-09-30",7.73
"484","2020-10-01",8.14
"485","2020-10-02",8.16
"486","2020-10-05",8.39
"487","2020-10-06",8.08
"488","2020-10-07",7.96
"489","2020-10-08",7.95
"490","2020-10-09",8.49
"491","2020-10-12",8.59
"492","2020-10-13",8.7
"493","2020-10-14",8.52
"494","2020-10-15",8.4
"495","2020-10-16",8.46
"496","2020-10-19",8.5
"497","2020-10-20",8.52
"498","2020-10-21",8.54
"499","2020-10-22",8.57
"500","2020-10-23",8.61
"501","2020-10-26",8.51
"502","2020-10-27",8.43
"503","2020-10-28",8.05
"504","2020-10-29",7.88
"505","2020-10-30",7.8
"506","2020-11-02",7.87
"507","2020-11-03",7.9
"508","2020-11-04",7.89
"509","2020-11-05",8.16
"510","2020-11-06",8.75
"511","2020-11-09",8.76
"512","2020-11-10",8.88
"513","2020-11-11",8.53
"514","2020-11-12",8.48
"515","2020-11-13",8.53
"516","2020-11-16",8.68
"517","2020-11-17",8.77
"518","2020-11-18",9.49
"519","2020-11-19",9.54
"520","2020-11-20",9.53
"521","2020-11-23",9.94
"522","2020-11-24",9.67
"523","2020-11-25",9.87
"524","2020-11-27",10.31
