"","date","SONO"
"201","2019-05-21",10.5
"202","2019-05-22",10.45
"203","2019-05-23",10.31
"204","2019-05-24",10.39
"205","2019-05-28",10.38
"206","2019-05-29",10.23
"207","2019-05-30",10.34
"208","2019-05-31",10.15
"209","2019-06-03",9.83
"210","2019-06-04",10.42
"211","2019-06-05",10.34
"212","2019-06-06",10.52
"213","2019-06-07",10.74
"214","2019-06-10",10.93
"215","2019-06-11",11.28
"216","2019-06-12",11.21
"217","2019-06-13",11.57
"218","2019-06-14",11.65
"219","2019-06-17",11.62
"220","2019-06-18",11.77
"221","2019-06-19",11.73
"222","2019-06-20",11.65
"223","2019-06-21",11.34
"224","2019-06-24",11.2
"225","2019-06-25",10.89
"226","2019-06-26",11.25
"227","2019-06-27",11.14
"228","2019-06-28",11.34
"229","2019-07-01",11.37
"230","2019-07-02",11.25
"231","2019-07-03",11.16
"232","2019-07-05",10.89
"233","2019-07-08",10.67
"234","2019-07-09",10.72
"235","2019-07-10",10.74
"236","2019-07-11",10.9
"237","2019-07-12",11.04
"238","2019-07-15",10.97
"239","2019-07-16",11.16
"240","2019-07-17",11.24
"241","2019-07-18",10.93
"242","2019-07-19",10.79
"243","2019-07-22",10.58
"244","2019-07-23",10.54
"245","2019-07-24",10.53
"246","2019-07-25",10.66
"247","2019-07-26",10.66
"248","2019-07-29",10.84
"249","2019-07-30",10.82
"250","2019-07-31",10.85
"251","2019-08-01",10.58
"252","2019-08-02",10.47
"253","2019-08-05",10.1
"254","2019-08-06",9.8
"255","2019-08-07",10.16
"256","2019-08-08",10.66
"257","2019-08-09",11.51
"258","2019-08-12",11.64
"259","2019-08-13",11.88
"260","2019-08-14",11.91
"261","2019-08-15",11.65
"262","2019-08-16",11.91
"263","2019-08-19",13.5
"264","2019-08-20",14.06
"265","2019-08-21",13.64
"266","2019-08-22",13.67
"267","2019-08-23",13.35
"268","2019-08-26",13.46
"269","2019-08-27",12.99
"270","2019-08-28",13.4
"271","2019-08-29",13.39
"272","2019-08-30",14.52
"273","2019-09-03",14.12
"274","2019-09-04",14.71
"275","2019-09-05",14.9
"276","2019-09-06",14.5
"277","2019-09-09",14.76
"278","2019-09-10",15.22
"279","2019-09-11",15.23
"280","2019-09-12",15.02
"281","2019-09-13",15
"282","2019-09-16",15.19
"283","2019-09-17",15.22
"284","2019-09-18",15.01
"285","2019-09-19",15.08
"286","2019-09-20",14.91
"287","2019-09-23",14.88
"288","2019-09-24",14.65
"289","2019-09-25",13.92
"290","2019-09-26",13.44
"291","2019-09-27",13.51
"292","2019-09-30",13.41
"293","2019-10-01",13.03
"294","2019-10-02",12.92
"295","2019-10-03",13.1
"296","2019-10-04",13.39
"297","2019-10-07",13.47
"298","2019-10-08",13.37
"299","2019-10-09",13.4
"300","2019-10-10",13.27
"301","2019-10-11",13.35
"302","2019-10-14",13.11
"303","2019-10-15",13.57
"304","2019-10-16",13.34
"305","2019-10-17",13.5
"306","2019-10-18",13.24
"307","2019-10-21",13.18
"308","2019-10-22",13.48
"309","2019-10-23",12.68
"310","2019-10-24",12.74
"311","2019-10-25",12.81
"312","2019-10-28",13.14
"313","2019-10-29",13.47
"314","2019-10-30",13.17
"315","2019-10-31",13.08
"316","2019-11-01",13.42
"317","2019-11-04",13.62
"318","2019-11-05",13.46
"319","2019-11-06",14.34
"320","2019-11-07",15.01
"321","2019-11-08",15
"322","2019-11-11",14.96
"323","2019-11-12",14.71
"324","2019-11-13",14.85
"325","2019-11-14",14.85
"326","2019-11-15",14.5
"327","2019-11-18",14.7
"328","2019-11-19",14.51
"329","2019-11-20",13.87
"330","2019-11-21",14.22
"331","2019-11-22",15.13
"332","2019-11-25",15.46
"333","2019-11-26",14.72
"334","2019-11-27",13.88
"335","2019-11-29",13.85
"336","2019-12-02",13.03
"337","2019-12-03",13.24
"338","2019-12-04",13.38
"339","2019-12-05",13.16
"340","2019-12-06",13.3
"341","2019-12-09",13.62
"342","2019-12-10",13.51
"343","2019-12-11",13.55
"344","2019-12-12",13.86
"345","2019-12-13",13.81
"346","2019-12-16",14.51
"347","2019-12-17",14.4
"348","2019-12-18",14.68
"349","2019-12-19",14.98
"350","2019-12-20",14.83
"351","2019-12-23",14.99
"352","2019-12-24",14.97
"353","2019-12-26",15.07
"354","2019-12-27",15.01
"355","2019-12-30",15.19
"356","2019-12-31",15.62
"357","2020-01-02",15.8
"358","2020-01-03",15.79
"359","2020-01-06",15.65
"360","2020-01-07",15.75
"361","2020-01-08",14.94
"362","2020-01-09",15.36
"363","2020-01-10",15.23
"364","2020-01-13",14.91
"365","2020-01-14",14.6
"366","2020-01-15",14.75
"367","2020-01-16",15.36
"368","2020-01-17",15.12
"369","2020-01-21",14.8
"370","2020-01-22",14.47
"371","2020-01-23",14.36
"372","2020-01-24",14.06
"373","2020-01-27",13.68
"374","2020-01-28",13.8
"375","2020-01-29",14.01
"376","2020-01-30",13.96
"377","2020-01-31",13.72
"378","2020-02-03",14
"379","2020-02-04",14.59
"380","2020-02-05",14.1
"381","2020-02-06",15.76
"382","2020-02-07",14.01
"383","2020-02-10",13.76
"384","2020-02-11",13.83
"385","2020-02-12",13.88
"386","2020-02-13",13.7
"387","2020-02-14",13.42
"388","2020-02-18",13.19
"389","2020-02-19",14.14
"390","2020-02-20",13.97
"391","2020-02-21",12.94
"392","2020-02-24",11.99
"393","2020-02-25",12.26
"394","2020-02-26",12.28
"395","2020-02-27",11.6
"396","2020-02-28",11.54
"397","2020-03-02",11.48
"398","2020-03-03",11.2
"399","2020-03-04",11.34
"400","2020-03-05",10.55
"401","2020-03-06",10.48
"402","2020-03-09",10.16
"403","2020-03-10",10.21
"404","2020-03-11",9.84
"405","2020-03-12",8.18
"406","2020-03-13",8.45
"407","2020-03-16",7.47
"408","2020-03-17",7.35
"409","2020-03-18",6.97
"410","2020-03-19",7.82
"411","2020-03-20",7.92
"412","2020-03-23",8.21
"413","2020-03-24",8.86
"414","2020-03-25",9.11
"415","2020-03-26",9.42
"416","2020-03-27",8.62
"417","2020-03-30",8.4
"418","2020-03-31",8.48
"419","2020-04-01",8.04
"420","2020-04-02",7.98
"421","2020-04-03",7.99
"422","2020-04-06",8.69
"423","2020-04-07",8.86
"424","2020-04-08",9.01
"425","2020-04-09",9.2
"426","2020-04-13",8.98
"427","2020-04-14",9.3
"428","2020-04-15",9.5
"429","2020-04-16",9.28
"430","2020-04-17",8.49
"431","2020-04-20",8.7
"432","2020-04-21",8.61
"433","2020-04-22",8.85
"434","2020-04-23",8.89
"435","2020-04-24",8.9
"436","2020-04-27",9.39
"437","2020-04-28",9.46
"438","2020-04-29",9.97
"439","2020-04-30",10.22
"440","2020-05-01",9.61
"441","2020-05-04",9.61
"442","2020-05-05",9.69
"443","2020-05-06",10.05
"444","2020-05-07",9.56
"445","2020-05-08",10.48
"446","2020-05-11",9.75
"447","2020-05-12",9.5
"448","2020-05-13",9.12
"449","2020-05-14",9.08
"450","2020-05-15",9.08
"451","2020-05-18",9.72
"452","2020-05-19",9.39
"453","2020-05-20",9.63
"454","2020-05-21",11.51
"455","2020-05-22",11.15
"456","2020-05-26",10.57
"457","2020-05-27",10.92
"458","2020-05-28",10.28
"459","2020-05-29",10.86
"460","2020-06-01",11.09
"461","2020-06-02",10.79
"462","2020-06-03",11.12
"463","2020-06-04",11.09
"464","2020-06-05",11.05
"465","2020-06-08",12.58
"466","2020-06-09",12.91
"467","2020-06-10",11.87
"468","2020-06-11",12.16
"469","2020-06-12",12.25
"470","2020-06-15",13.18
"471","2020-06-16",13.04
"472","2020-06-17",14.01
"473","2020-06-18",12.4
"474","2020-06-19",11.94
"475","2020-06-22",14.07
"476","2020-06-23",14.1
"477","2020-06-24",13.77
"478","2020-06-25",13.98
"479","2020-06-26",15
"480","2020-06-29",14.43
"481","2020-06-30",14.63
"482","2020-07-01",14.74
"483","2020-07-02",15.13
"484","2020-07-06",15.06
"485","2020-07-07",14.99
"486","2020-07-08",15.25
"487","2020-07-09",15.18
"488","2020-07-10",15.11
"489","2020-07-13",14.34
"490","2020-07-14",14.74
"491","2020-07-15",14.73
"492","2020-07-16",16.360001
"493","2020-07-17",16.15
"494","2020-07-20",16.27
"495","2020-07-21",16.889999
"496","2020-07-22",17.059999
"497","2020-07-23",16.91
"498","2020-07-24",16.4
"499","2020-07-27",17.040001
"500","2020-07-28",16.450001
"501","2020-07-29",15.74
"502","2020-07-30",15.89
"503","2020-07-31",16
"504","2020-08-03",16.219999
"505","2020-08-04",16.540001
"506","2020-08-05",17.5
"507","2020-08-06",14.29
"508","2020-08-07",13.7
"509","2020-08-10",13.81
"510","2020-08-11",13.54
"511","2020-08-12",14.02
"512","2020-08-13",14.23
"513","2020-08-14",14.04
"514","2020-08-17",14.49
"515","2020-08-18",14.41
"516","2020-08-19",14.27
"517","2020-08-20",14.01
"518","2020-08-21",13.78
"519","2020-08-24",13.79
"520","2020-08-25",13.82
"521","2020-08-26",13.87
"522","2020-08-27",14.24
"523","2020-08-28",14.21
"524","2020-08-31",14.07
"525","2020-09-01",13.9
"526","2020-09-02",14.22
"527","2020-09-03",13.42
"528","2020-09-04",13.12
"529","2020-09-08",12.85
"530","2020-09-09",13.11
"531","2020-09-10",12.76
"532","2020-09-11",13.14
"533","2020-09-14",13.54
"534","2020-09-15",13.84
"535","2020-09-16",13.98
"536","2020-09-17",13.89
"537","2020-09-18",14.44
"538","2020-09-21",14.7
"539","2020-09-22",15.04
"540","2020-09-23",14.71
"541","2020-09-24",14.24
"542","2020-09-25",14.26
"543","2020-09-28",14.41
"544","2020-09-29",14.69
"545","2020-09-30",15.18
"546","2020-10-01",16.01
"547","2020-10-02",15.5
"548","2020-10-05",15.64
"549","2020-10-06",14.55
"550","2020-10-07",14.31
"551","2020-10-08",13.96
"552","2020-10-09",13.81
"553","2020-10-12",14.18
"554","2020-10-13",14.99
"555","2020-10-14",14.3
"556","2020-10-15",14.95
"557","2020-10-16",14.83
"558","2020-10-19",14.5
"559","2020-10-20",14.68
"560","2020-10-21",14.7
"561","2020-10-22",15.79
"562","2020-10-23",15.99
"563","2020-10-26",15.94
"564","2020-10-27",16.17
"565","2020-10-28",15.31
"566","2020-10-29",15.27
"567","2020-10-30",14.6
"568","2020-11-02",14.75
"569","2020-11-03",15.22
"570","2020-11-04",15.6
"571","2020-11-05",16.23
"572","2020-11-06",16.07
"573","2020-11-09",15.22
"574","2020-11-10",15.4
"575","2020-11-11",15.58
"576","2020-11-12",16.299999
"577","2020-11-13",16.620001
"578","2020-11-16",16.99
"579","2020-11-17",17.139999
"580","2020-11-18",17.09
"581","2020-11-19",22.190001
"582","2020-11-20",20.940001
"583","2020-11-23",21.440001
"584","2020-11-24",21.4
"585","2020-11-25",21.360001
"586","2020-11-27",21.24
