"","date","BE"
"115","2019-01-08",12.73
"116","2019-01-09",12.14
"117","2019-01-10",12.02
"118","2019-01-11",12.24
"119","2019-01-14",12.15
"120","2019-01-15",12.59
"121","2019-01-16",12.82
"122","2019-01-17",13.11
"123","2019-01-18",12.67
"124","2019-01-22",12.02
"125","2019-01-23",12
"126","2019-01-24",11.58
"127","2019-01-25",11.53
"128","2019-01-28",10.7
"129","2019-01-29",9.88
"130","2019-01-30",9.21
"131","2019-01-31",9.45
"132","2019-02-01",10.23
"133","2019-02-04",10.76
"134","2019-02-05",10.69
"135","2019-02-06",10.16
"136","2019-02-07",10.35
"137","2019-02-08",10.06
"138","2019-02-11",9.41
"139","2019-02-12",9.6
"140","2019-02-13",11
"141","2019-02-14",11.69
"142","2019-02-15",11.31
"143","2019-02-19",11.13
"144","2019-02-20",12.36
"145","2019-02-21",12.92
"146","2019-02-22",14.02
"147","2019-02-25",13.98
"148","2019-02-26",14.7
"149","2019-02-27",13.8
"150","2019-02-28",14.47
"151","2019-03-01",16.299999
"152","2019-03-04",15.13
"153","2019-03-05",15.26
"154","2019-03-06",14.12
"155","2019-03-07",14.28
"156","2019-03-08",13.5
"157","2019-03-11",14.3
"158","2019-03-12",13.87
"159","2019-03-13",13.27
"160","2019-03-14",12.53
"161","2019-03-15",12.9
"162","2019-03-18",12.92
"163","2019-03-19",12.93
"164","2019-03-20",12.66
"165","2019-03-21",12.55
"166","2019-03-22",11.8
"167","2019-03-25",11.8
"168","2019-03-26",11.99
"169","2019-03-27",12.27
"170","2019-03-28",12.16
"171","2019-03-29",12.92
"172","2019-04-01",12.87
"173","2019-04-02",12.98
"174","2019-04-03",13.3
"175","2019-04-04",12.68
"176","2019-04-05",12.65
"177","2019-04-08",12.38
"178","2019-04-09",12.34
"179","2019-04-10",11.98
"180","2019-04-11",12.51
"181","2019-04-12",12.39
"182","2019-04-15",11.89
"183","2019-04-16",12.44
"184","2019-04-17",12.94
"185","2019-04-18",12.96
"186","2019-04-22",12.98
"187","2019-04-23",12.86
"188","2019-04-24",12.93
"189","2019-04-25",12.34
"190","2019-04-26",12.3
"191","2019-04-29",13.16
"192","2019-04-30",13.62
"193","2019-05-01",14.32
"194","2019-05-02",14.13
"195","2019-05-03",15.26
"196","2019-05-06",14.72
"197","2019-05-07",14.16
"198","2019-05-08",13.34
"199","2019-05-09",13.7
"200","2019-05-10",13.37
"201","2019-05-13",13.2
"202","2019-05-14",13.67
"203","2019-05-15",13.35
"204","2019-05-16",12.99
"205","2019-05-17",11.9
"206","2019-05-20",11.72
"207","2019-05-21",12.28
"208","2019-05-22",12
"209","2019-05-23",11.63
"210","2019-05-24",11.17
"211","2019-05-28",11.27
"212","2019-05-29",11.12
"213","2019-05-30",10.86
"214","2019-05-31",10.8
"215","2019-06-03",10.71
"216","2019-06-04",10.8
"217","2019-06-05",10.74
"218","2019-06-06",10.1
"219","2019-06-07",10.22
"220","2019-06-10",10.43
"221","2019-06-11",10.48
"222","2019-06-12",10.5
"223","2019-06-13",11.29
"224","2019-06-14",11.11
"225","2019-06-17",11.79
"226","2019-06-18",12.07
"227","2019-06-19",12.17
"228","2019-06-20",12.44
"229","2019-06-21",11.72
"230","2019-06-24",11.56
"231","2019-06-25",11.53
"232","2019-06-26",11.82
"233","2019-06-27",11.64
"234","2019-06-28",12.27
"235","2019-07-01",12.51
"236","2019-07-02",12.63
"237","2019-07-03",12.41
"238","2019-07-05",12.81
"239","2019-07-08",12.92
"240","2019-07-09",12.96
"241","2019-07-10",13.05
"242","2019-07-11",12.74
"243","2019-07-12",13.06
"244","2019-07-15",12.31
"245","2019-07-16",12
"246","2019-07-17",11.6
"247","2019-07-18",11.43
"248","2019-07-19",11
"249","2019-07-22",10.66
"250","2019-07-23",10.5
"251","2019-07-24",10.91
"252","2019-07-25",10.63
"253","2019-07-26",10.65
"254","2019-07-29",10.32
"255","2019-07-30",10.16
"256","2019-07-31",10.45
"257","2019-08-01",10.21
"258","2019-08-02",10.24
"259","2019-08-05",9.62
"260","2019-08-06",9.22
"261","2019-08-07",9.14
"262","2019-08-08",8.92
"263","2019-08-09",8.56
"264","2019-08-12",8
"265","2019-08-13",4.6
"266","2019-08-14",4.91
"267","2019-08-15",4.95
"268","2019-08-16",5.12
"269","2019-08-19",5.4
"270","2019-08-20",5.49
"271","2019-08-21",5.3
"272","2019-08-22",4.97
"273","2019-08-23",4.65
"274","2019-08-26",4.67
"275","2019-08-27",4.4
"276","2019-08-28",4.27
"277","2019-08-29",4.18
"278","2019-08-30",4.48
"279","2019-09-03",4.45
"280","2019-09-04",4.49
"281","2019-09-05",4.63
"282","2019-09-06",4.78
"283","2019-09-09",4.67
"284","2019-09-10",4.56
"285","2019-09-11",4.89
"286","2019-09-12",4.62
"287","2019-09-13",4.44
"288","2019-09-16",4.19
"289","2019-09-17",3.31
"290","2019-09-18",3.34
"291","2019-09-19",3.55
"292","2019-09-20",3.32
"293","2019-09-23",3.43
"294","2019-09-24",3.24
"295","2019-09-25",3.47
"296","2019-09-26",3.49
"297","2019-09-27",3.46
"298","2019-09-30",3.25
"299","2019-10-01",3.16
"300","2019-10-02",3.1
"301","2019-10-03",3.19
"302","2019-10-04",3.21
"303","2019-10-07",3.24
"304","2019-10-08",3.08
"305","2019-10-09",3.07
"306","2019-10-10",3.37
"307","2019-10-11",3.17
"308","2019-10-14",2.91
"309","2019-10-15",2.97
"310","2019-10-16",2.95
"311","2019-10-17",2.87
"312","2019-10-18",2.9
"313","2019-10-21",2.94
"314","2019-10-22",2.73
"315","2019-10-23",2.73
"316","2019-10-24",2.67
"317","2019-10-25",2.72
"318","2019-10-28",2.83
"319","2019-10-29",2.7
"320","2019-10-30",2.96
"321","2019-10-31",3.06
"322","2019-11-01",3.34
"323","2019-11-04",3.74
"324","2019-11-05",3.71
"325","2019-11-06",3.69
"326","2019-11-07",4.3
"327","2019-11-08",5.17
"328","2019-11-11",5.5
"329","2019-11-12",5.56
"330","2019-11-13",5.27
"331","2019-11-14",5.9
"332","2019-11-15",6.53
"333","2019-11-18",6.63
"334","2019-11-19",6.38
"335","2019-11-20",6.48
"336","2019-11-21",6.14
"337","2019-11-22",6.25
"338","2019-11-25",6.27
"339","2019-11-26",6.3
"340","2019-11-27",6.3
"341","2019-11-29",6.52
"342","2019-12-02",6.27
"343","2019-12-03",5.98
"344","2019-12-04",5.55
"345","2019-12-05",5.47
"346","2019-12-06",5.28
"347","2019-12-09",5.33
"348","2019-12-10",5.19
"349","2019-12-11",5.64
"350","2019-12-12",6.21
"351","2019-12-13",6.78
"352","2019-12-16",6.68
"353","2019-12-17",6.62
"354","2019-12-18",7.23
"355","2019-12-19",6.31
"356","2019-12-20",6.57
"357","2019-12-23",6.53
"358","2019-12-24",6.61
"359","2019-12-26",6.5
"360","2019-12-27",6.37
"361","2019-12-30",7.19
"362","2019-12-31",7.47
"363","2020-01-02",7.88
"364","2020-01-03",8.03
"365","2020-01-06",8.07
"366","2020-01-07",8.18
"367","2020-01-08",8.47
"368","2020-01-09",8.66
"369","2020-01-10",9.13
"370","2020-01-13",9.06
"371","2020-01-14",9.47
"372","2020-01-15",9.75
"373","2020-01-16",9.28
"374","2020-01-17",9.71
"375","2020-01-21",9.14
"376","2020-01-22",9.28
"377","2020-01-23",9.16
"378","2020-01-24",9.07
"379","2020-01-27",8.28
"380","2020-01-28",8.63
"381","2020-01-29",8.41
"382","2020-01-30",8.21
"383","2020-01-31",7.88
"384","2020-02-03",8.64
"385","2020-02-04",9.35
"386","2020-02-05",9.44
"387","2020-02-06",9.58
"388","2020-02-07",9.85
"389","2020-02-10",10.01
"390","2020-02-11",10.09
"391","2020-02-12",10.46
"392","2020-02-13",9.65
"393","2020-02-14",10.7
"394","2020-02-18",11.71
"395","2020-02-19",14.09
"396","2020-02-20",12.72
"397","2020-02-21",11.78
"398","2020-02-24",11.76
"399","2020-02-25",10.75
"400","2020-02-26",10.74
"401","2020-02-27",9.17
"402","2020-02-28",9.07
"403","2020-03-02",8.87
"404","2020-03-03",9.29
"405","2020-03-04",10.09
"406","2020-03-05",10.2
"407","2020-03-06",9.17
"408","2020-03-09",8.51
"409","2020-03-10",8.97
"410","2020-03-11",7.65
"411","2020-03-12",6.49
"412","2020-03-13",6.12
"413","2020-03-16",5.31
"414","2020-03-17",4.08
"415","2020-03-18",3.07
"416","2020-03-19",4.37
"417","2020-03-20",4.08
"418","2020-03-23",3.89
"419","2020-03-24",5.62
"420","2020-03-25",5.33
"421","2020-03-26",5.58
"422","2020-03-27",5.21
"423","2020-03-30",5.33
"424","2020-03-31",5.23
"425","2020-04-01",4.46
"426","2020-04-02",4.96
"427","2020-04-03",4.79
"428","2020-04-06",5.24
"429","2020-04-07",5.09
"430","2020-04-08",5.86
"431","2020-04-09",6.14
"432","2020-04-13",5.94
"433","2020-04-14",7.3
"434","2020-04-15",6.55
"435","2020-04-16",6.48
"436","2020-04-17",6.83
"437","2020-04-20",6.8
"438","2020-04-21",6.77
"439","2020-04-22",7.95
"440","2020-04-23",7.92
"441","2020-04-24",8.28
"442","2020-04-27",8.47
"443","2020-04-28",7.72
"444","2020-04-29",7.98
"445","2020-04-30",7.67
"446","2020-05-01",7.35
"447","2020-05-04",7.21
"448","2020-05-05",7.34
"449","2020-05-06",7.88
"450","2020-05-07",7.85
"451","2020-05-08",8.3
"452","2020-05-11",8.39
"453","2020-05-12",8.58
"454","2020-05-13",7.85
"455","2020-05-14",8.03
"456","2020-05-15",8.03
"457","2020-05-18",8.34
"458","2020-05-19",8.27
"459","2020-05-20",8
"460","2020-05-21",7.93
"461","2020-05-22",7.92
"462","2020-05-26",8.15
"463","2020-05-27",8.34
"464","2020-05-28",8.07
"465","2020-05-29",8.03
"466","2020-06-01",8.4
"467","2020-06-02",7.98
"468","2020-06-03",7.77
"469","2020-06-04",8
"470","2020-06-05",8.14
"471","2020-06-08",8.57
"472","2020-06-09",8.4
"473","2020-06-10",10.27
"474","2020-06-11",8.69
"475","2020-06-12",8.79
"476","2020-06-15",9.05
"477","2020-06-16",9.11
"478","2020-06-17",8.81
"479","2020-06-18",9.09
"480","2020-06-19",9.43
"481","2020-06-22",9.07
"482","2020-06-23",9.02
"483","2020-06-24",9
"484","2020-06-25",8.46
"485","2020-06-26",7.78
"486","2020-06-29",8.22
"487","2020-06-30",10.88
"488","2020-07-01",10.48
"489","2020-07-02",10.35
"490","2020-07-06",11.81
"491","2020-07-07",11.35
"492","2020-07-08",12.53
"493","2020-07-09",13.01
"494","2020-07-10",13.72
"495","2020-07-13",12.11
"496","2020-07-14",13.09
"497","2020-07-15",17.65
"498","2020-07-16",17.059999
"499","2020-07-17",16.99
"500","2020-07-20",16.610001
"501","2020-07-21",17.09
"502","2020-07-22",18.709999
"503","2020-07-23",17.57
"504","2020-07-24",16.91
"505","2020-07-27",16.219999
"506","2020-07-28",14.99
"507","2020-07-29",12.86
"508","2020-07-30",12.58
"509","2020-07-31",12.16
"510","2020-08-03",13.66
"511","2020-08-04",14.12
"512","2020-08-05",14.01
"513","2020-08-06",12.97
"514","2020-08-07",12.54
"515","2020-08-10",13.03
"516","2020-08-11",12.8
"517","2020-08-12",13.21
"518","2020-08-13",14.41
"519","2020-08-14",14.17
"520","2020-08-17",14.25
"521","2020-08-18",17
"522","2020-08-19",16.889999
"523","2020-08-20",16.360001
"524","2020-08-21",17.059999
"525","2020-08-24",16.34
"526","2020-08-25",16.299999
"527","2020-08-26",16.23
"528","2020-08-27",16.41
"529","2020-08-28",16.309999
"530","2020-08-31",15.66
"531","2020-09-01",16.450001
"532","2020-09-02",16.48
"533","2020-09-03",15.72
"534","2020-09-04",14.41
"535","2020-09-08",13.54
"536","2020-09-09",14.48
"537","2020-09-10",13.79
"538","2020-09-11",13.47
"539","2020-09-14",14.63
"540","2020-09-15",14.47
"541","2020-09-16",14.91
"542","2020-09-17",14.55
"543","2020-09-18",17.23
"544","2020-09-21",17.92
"545","2020-09-22",16.889999
"546","2020-09-23",15.24
"547","2020-09-24",14.61
"548","2020-09-25",15.17
"549","2020-09-28",16.879999
"550","2020-09-29",16.879999
"551","2020-09-30",17.969999
"552","2020-10-01",17.280001
"553","2020-10-02",15.97
"554","2020-10-05",17.700001
"555","2020-10-06",19.530001
"556","2020-10-07",21.629999
"557","2020-10-08",20.620001
"558","2020-10-09",22.92
"559","2020-10-12",21.92
"560","2020-10-13",21.18
"561","2020-10-14",20.73
"562","2020-10-15",19.08
"563","2020-10-16",18.860001
"564","2020-10-19",18.32
"565","2020-10-20",18.17
"566","2020-10-21",16.4
"567","2020-10-22",16.610001
"568","2020-10-23",16.43
"569","2020-10-26",15.67
"570","2020-10-27",15.42
"571","2020-10-28",14.6
"572","2020-10-29",14.72
"573","2020-10-30",12.64
"574","2020-11-02",12.99
"575","2020-11-03",14.52
"576","2020-11-04",13.8
"577","2020-11-05",15.4
"578","2020-11-06",14.63
"579","2020-11-09",15.53
"580","2020-11-10",15.57
"581","2020-11-11",17.1
"582","2020-11-12",17.1
"583","2020-11-13",18.049999
"584","2020-11-16",19.15
"585","2020-11-17",19.27
"586","2020-11-18",18.51
"587","2020-11-19",18.76
"588","2020-11-20",18.67
"589","2020-11-23",22.08
"590","2020-11-24",25.02
"591","2020-11-25",27.459999
"592","2020-11-27",25.629999
