"","date","SANW"
"205","2011-04-04",3.83
"206","2011-04-05",3.97
"207","2011-04-06",4.08
"208","2011-04-07",4.09
"209","2011-04-08",4.08
"210","2011-04-11",4.02
"211","2011-04-12",3.93
"212","2011-04-13",3.88
"213","2011-04-14",3.89
"214","2011-04-15",3.87
"215","2011-04-18",3.88
"216","2011-04-19",3.79
"217","2011-04-20",3.86
"218","2011-04-21",3.86
"219","2011-04-25",3.92
"220","2011-04-26",3.89
"221","2011-04-27",3.88
"222","2011-04-28",3.92
"223","2011-04-29",3.89
"224","2011-05-02",3.73
"225","2011-05-03",3.68
"226","2011-05-04",3.69
"227","2011-05-05",3.65
"228","2011-05-06",3.38
"229","2011-05-09",3.49
"230","2011-05-10",3.41
"231","2011-05-11",3.41
"232","2011-05-12",3.38
"233","2011-05-13",3.36
"234","2011-05-16",3.23
"235","2011-05-17",3
"236","2011-05-18",3.5
"237","2011-05-19",3.47
"238","2011-05-20",3.75
"239","2011-05-23",3.74
"240","2011-05-24",3.69
"241","2011-05-25",3.68
"242","2011-05-26",3.64
"243","2011-05-27",3.84
"244","2011-05-31",4.02
"245","2011-06-01",3.99
"246","2011-06-02",3.99
"247","2011-06-03",3.75
"248","2011-06-06",3.85
"249","2011-06-07",3.89
"250","2011-06-08",3.86
"251","2011-06-09",3.76
"252","2011-06-10",3.8
"253","2011-06-13",3.82
"254","2011-06-14",3.88
"255","2011-06-15",3.77
"256","2011-06-16",3.87
"257","2011-06-17",3.84
"258","2011-06-20",3.96
"259","2011-06-21",4.09
"260","2011-06-22",4.34
"261","2011-06-23",4.34
"262","2011-06-24",4.32
"263","2011-06-27",4.25
"264","2011-06-28",4.3
"265","2011-06-29",4.3
"266","2011-06-30",4.31
"267","2011-07-01",4.4
"268","2011-07-05",4.59
"269","2011-07-06",4.69
"270","2011-07-07",4.8
"271","2011-07-08",4.75
"272","2011-07-11",4.81
"273","2011-07-12",4.75
"274","2011-07-13",5
"275","2011-07-14",4.86
"276","2011-07-15",4.9
"277","2011-07-18",4.92
"278","2011-07-19",4.95
"279","2011-07-20",4.94
"280","2011-07-21",5
"281","2011-07-22",4.97
"282","2011-07-25",4.96
"283","2011-07-26",5
"284","2011-07-27",4.98
"285","2011-07-28",4.94
"286","2011-07-29",4.92
"287","2011-08-01",5.01
"288","2011-08-02",4.95
"289","2011-08-03",4.89
"290","2011-08-04",4.96
"291","2011-08-05",4.8
"292","2011-08-08",4.75
"293","2011-08-09",4.65
"294","2011-08-10",4.75
"295","2011-08-11",4.95
"296","2011-08-12",4.95
"297","2011-08-15",5.05
"298","2011-08-16",4.8
"299","2011-08-17",4.59
"300","2011-08-18",4.21
"301","2011-08-19",4.78
"302","2011-08-22",4.7
"303","2011-08-23",4.94
"304","2011-08-24",4.92
"305","2011-08-25",4.8
"306","2011-08-26",4.95
"307","2011-08-29",5.05
"308","2011-08-30",5.13
"309","2011-08-31",5.1
"310","2011-09-01",4.94
"311","2011-09-02",4.95
"312","2011-09-06",4.81
"313","2011-09-07",4.85
"314","2011-09-08",4.75
"315","2011-09-09",4.87
"316","2011-09-12",4.74
"317","2011-09-13",4.85
"318","2011-09-14",4.9
"319","2011-09-15",4.88
"320","2011-09-16",4.75
"321","2011-09-19",4.95
"322","2011-09-20",5.01
"323","2011-09-21",4.95
"324","2011-09-22",4.94
"325","2011-09-23",4.84
"326","2011-09-26",4.84
"327","2011-09-27",4.7
"328","2011-09-28",4.75
"329","2011-09-29",4.85
"330","2011-09-30",4.76
"331","2011-10-03",4.65
"332","2011-10-04",4.58
"333","2011-10-05",4.53
"334","2011-10-06",4.53
"335","2011-10-07",4.4
"336","2011-10-10",4.33
"337","2011-10-11",4.18
"338","2011-10-12",4.48
"339","2011-10-13",4.41
"340","2011-10-14",4.7
"341","2011-10-17",4.58
"342","2011-10-18",4.39
"343","2011-10-19",4.69
"344","2011-10-20",3.95
"345","2011-10-21",4.3
"346","2011-10-24",4.2
"347","2011-10-25",4.2
"348","2011-10-26",4.32
"349","2011-10-27",4.42
"350","2011-10-28",4.45
"351","2011-10-31",4.73
"352","2011-11-01",4.62
"353","2011-11-02",4.68
"354","2011-11-03",4.39
"355","2011-11-04",4.62
"356","2011-11-07",4.54
"357","2011-11-08",4.38
"358","2011-11-09",4.64
"359","2011-11-10",4.6
"360","2011-11-11",4.7
"361","2011-11-14",5.03
"362","2011-11-15",4.89
"363","2011-11-16",4.98
"364","2011-11-17",4.82
"365","2011-11-18",4.95
"366","2011-11-21",4.89
"367","2011-11-22",4.9
"368","2011-11-23",4.8
"369","2011-11-25",4.94
"370","2011-11-28",4.79
"371","2011-11-29",4.87
"372","2011-11-30",4.9
"373","2011-12-01",4.78
"374","2011-12-02",4.8
"375","2011-12-05",4.8
"376","2011-12-06",4.65
"377","2011-12-07",4.6
"378","2011-12-08",4.71
"379","2011-12-09",4.8
"380","2011-12-12",4.7
"381","2011-12-13",4.69
"382","2011-12-14",4.5
"383","2011-12-15",4.68
"384","2011-12-16",4.69
"385","2011-12-19",4.69
"386","2011-12-20",4.61
"387","2011-12-21",4.69
"388","2011-12-22",4.67
"389","2011-12-23",4.67
"390","2011-12-27",4.4
"391","2011-12-28",4.37
"392","2011-12-29",4.35
"393","2011-12-30",4.41
"394","2012-01-03",4.33
"395","2012-01-04",4.25
"396","2012-01-05",4.4
"397","2012-01-06",4.39
"398","2012-01-09",4.49
"399","2012-01-10",4.57
"400","2012-01-11",4.69
"401","2012-01-12",4.82
"402","2012-01-13",4.74
"403","2012-01-17",4.65
"404","2012-01-18",4.6
"405","2012-01-19",4.47
"406","2012-01-20",4.59
"407","2012-01-23",4.6
"408","2012-01-24",4.64
"409","2012-01-25",4.62
"410","2012-01-26",4.7
"411","2012-01-27",4.78
"412","2012-01-30",4.75
"413","2012-01-31",4.68
"414","2012-02-01",4.57
"415","2012-02-02",4.63
"416","2012-02-03",4.52
"417","2012-02-06",4.48
"418","2012-02-07",4.6
"419","2012-02-08",5.15
"420","2012-02-09",5.2
"421","2012-02-10",5.28
"422","2012-02-13",5.4
"423","2012-02-14",5.22
"424","2012-02-15",5.5
"425","2012-02-16",5.57
"426","2012-02-17",5.7
"427","2012-02-21",5.56
"428","2012-02-22",5.49
"429","2012-02-23",5.84
"430","2012-02-24",5.87
"431","2012-02-27",5.89
"432","2012-02-28",5.85
"433","2012-02-29",5.73
"434","2012-03-01",5.64
"435","2012-03-02",5.58
"436","2012-03-05",5.57
"437","2012-03-06",5.81
"438","2012-03-07",5.77
"439","2012-03-08",5.84
"440","2012-03-09",5.92
"441","2012-03-12",5.95
"442","2012-03-13",6.14
"443","2012-03-14",6.1
"444","2012-03-15",6.12
"445","2012-03-16",6.08
"446","2012-03-19",5.98
"447","2012-03-20",5.94
"448","2012-03-21",5.73
"449","2012-03-22",5.81
"450","2012-03-23",5.87
"451","2012-03-26",5.8
"452","2012-03-27",5.77
"453","2012-03-28",5.76
"454","2012-03-29",5.68
"455","2012-03-30",5.65
"456","2012-04-02",5.83
"457","2012-04-03",6.01
"458","2012-04-04",5.94
"459","2012-04-05",5.91
"460","2012-04-09",5.8
"461","2012-04-10",5.68
"462","2012-04-11",5.84
"463","2012-04-12",5.85
"464","2012-04-13",5.83
"465","2012-04-16",5.82
"466","2012-04-17",5.82
"467","2012-04-18",6.2
"468","2012-04-19",6.24
"469","2012-04-20",6.36
"470","2012-04-23",6.39
"471","2012-04-24",6.44
"472","2012-04-25",6.25
"473","2012-04-26",6.45
"474","2012-04-27",6.55
"475","2012-04-30",6.38
"476","2012-05-01",6.23
"477","2012-05-02",6.23
"478","2012-05-03",6.2
"479","2012-05-04",6.15
"480","2012-05-07",6
"481","2012-05-08",6.13
"482","2012-05-09",6.08
"483","2012-05-10",5.95
"484","2012-05-11",5.7
"485","2012-05-14",5.62
"486","2012-05-15",5.75
"487","2012-05-16",5.65
"488","2012-05-17",5.68
"489","2012-05-18",5.47
"490","2012-05-21",5.45
"491","2012-05-22",5.5
"492","2012-05-23",5.5
"493","2012-05-24",5.5
"494","2012-05-25",5.49
"495","2012-05-29",5.49
"496","2012-05-30",5.48
"497","2012-05-31",5.43
"498","2012-06-01",5.51
"499","2012-06-04",5.5
"500","2012-06-05",5.52
"501","2012-06-06",5.76
"502","2012-06-07",5.66
"503","2012-06-08",5.78
"504","2012-06-11",5.79
"505","2012-06-12",5.95
"506","2012-06-13",5.88
"507","2012-06-14",5.78
"508","2012-06-15",5.87
"509","2012-06-18",5.9
"510","2012-06-19",5.95
"511","2012-06-20",5.9
"512","2012-06-21",5.86
"513","2012-06-22",5.88
"514","2012-06-25",5.61
"515","2012-06-26",5.56
"516","2012-06-27",5.51
"517","2012-06-28",5.23
"518","2012-06-29",5.29
"519","2012-07-02",5.23
"520","2012-07-03",5.3
"521","2012-07-05",5.25
"522","2012-07-06",5.12
"523","2012-07-09",5.17
"524","2012-07-10",5.23
"525","2012-07-11",5.23
"526","2012-07-12",5.38
"527","2012-07-13",5.3
"528","2012-07-16",5.2
"529","2012-07-17",5.22
"530","2012-07-18",5.27
"531","2012-07-19",5.18
"532","2012-07-20",5.19
"533","2012-07-23",5.15
"534","2012-07-24",5.15
"535","2012-07-25",5.12
"536","2012-07-26",4.91
"537","2012-07-27",5
"538","2012-07-30",5.03
"539","2012-07-31",5
"540","2012-08-01",4.84
"541","2012-08-02",4.79
"542","2012-08-03",4.74
"543","2012-08-06",4.76
"544","2012-08-07",4.67
"545","2012-08-08",4.9
"546","2012-08-09",4.87
"547","2012-08-10",4.88
"548","2012-08-13",4.94
"549","2012-08-14",4.91
"550","2012-08-15",5.13
"551","2012-08-16",5.19
"552","2012-08-17",5.29
"553","2012-08-20",5.35
"554","2012-08-21",5.47
"555","2012-08-22",5.9
"556","2012-08-23",5.39
"557","2012-08-24",5.38
"558","2012-08-27",5.44
"559","2012-08-28",5.53
"560","2012-08-29",5.53
"561","2012-08-30",5.49
"562","2012-08-31",5.58
"563","2012-09-04",5.7
"564","2012-09-05",5.67
"565","2012-09-06",5.8
"566","2012-09-07",5.78
"567","2012-09-10",5.8
"568","2012-09-11",5.74
"569","2012-09-12",5.79
"570","2012-09-13",6.02
"571","2012-09-14",6.18
"572","2012-09-17",6.2
"573","2012-09-18",6.2
"574","2012-09-19",5.97
"575","2012-09-20",6.02
"576","2012-09-21",6.05
"577","2012-09-24",6.08
"578","2012-09-25",6.12
"579","2012-09-26",6.12
"580","2012-09-27",6.05
"581","2012-09-28",6.08
"582","2012-10-01",6.7
"583","2012-10-02",7.31
"584","2012-10-03",7.19
"585","2012-10-04",7.74
"586","2012-10-05",7.62
"587","2012-10-08",7.53
"588","2012-10-09",7.38
"589","2012-10-10",7.11
"590","2012-10-11",7.3
"591","2012-10-12",7.91
"592","2012-10-15",8.14
"593","2012-10-16",8.09
"594","2012-10-17",7.96
"595","2012-10-18",8.3
"596","2012-10-19",8.07
"597","2012-10-22",8.13
"598","2012-10-23",8.47
"599","2012-10-24",8.43
"600","2012-10-25",8.32
"601","2012-10-26",8.22
"602","2012-10-31",8.43
"603","2012-11-01",8.37
"604","2012-11-02",8.3
"605","2012-11-05",8.32
"606","2012-11-06",8.37
"607","2012-11-07",8.4
"608","2012-11-08",8.27
"609","2012-11-09",8.36
"610","2012-11-12",8.18
"611","2012-11-13",8.14
"612","2012-11-14",7.62
"613","2012-11-15",7.05
"614","2012-11-16",7.34
"615","2012-11-19",7.39
"616","2012-11-20",7.7
"617","2012-11-21",7.38
"618","2012-11-23",7.49
"619","2012-11-26",7.46
"620","2012-11-27",7.44
"621","2012-11-28",7.4
"622","2012-11-29",7.44
"623","2012-11-30",7.44
"624","2012-12-03",7.3
"625","2012-12-04",7.35
"626","2012-12-05",7.26
"627","2012-12-06",7.47
"628","2012-12-07",7.2
"629","2012-12-10",7.24
"630","2012-12-11",7.04
"631","2012-12-12",7.03
"632","2012-12-13",7.02
"633","2012-12-14",7.17
"634","2012-12-17",7.22
"635","2012-12-18",7.31
"636","2012-12-19",7.46
"637","2012-12-20",7.97
"638","2012-12-21",7.76
"639","2012-12-24",7.6
"640","2012-12-26",7.72
"641","2012-12-27",7.8
"642","2012-12-28",7.7
"643","2012-12-31",7.72
"644","2013-01-02",8.09
"645","2013-01-03",8.08
"646","2013-01-04",8.08
"647","2013-01-07",8.15
"648","2013-01-08",8.21
"649","2013-01-09",8.06
"650","2013-01-10",8.17
"651","2013-01-11",7.5
"652","2013-01-14",7.77
"653","2013-01-15",7.91
"654","2013-01-16",7.9
"655","2013-01-17",7.89
"656","2013-01-18",7.89
"657","2013-01-22",8.1
"658","2013-01-23",7.96
"659","2013-01-24",7.94
"660","2013-01-25",7.86
"661","2013-01-28",7.91
"662","2013-01-29",7.89
"663","2013-01-30",7.87
"664","2013-01-31",8.02
"665","2013-02-01",8.11
"666","2013-02-04",8
"667","2013-02-05",7.96
"668","2013-02-06",7.98
"669","2013-02-07",8.01
"670","2013-02-08",7.89
"671","2013-02-11",7.83
"672","2013-02-12",7.87
"673","2013-02-13",7.77
"674","2013-02-14",8.75
"675","2013-02-15",8.79
"676","2013-02-19",8.8
"677","2013-02-20",8.78
"678","2013-02-21",8.9
"679","2013-02-22",9
"680","2013-02-25",9.13
"681","2013-02-26",8.97
"682","2013-02-27",8.77
"683","2013-02-28",8.89
"684","2013-03-01",8.99
"685","2013-03-04",9.65
"686","2013-03-05",9.5
"687","2013-03-06",9.45
"688","2013-03-07",9.67
"689","2013-03-08",10.05
"690","2013-03-11",10.56
"691","2013-03-12",10.76
"692","2013-03-13",10.48
"693","2013-03-14",10.3
"694","2013-03-15",10.66
"695","2013-03-18",11.1
"696","2013-03-19",10.92
"697","2013-03-20",10.68
"698","2013-03-21",10.29
"699","2013-03-22",10.2
"700","2013-03-25",9.98
"701","2013-03-26",10.31
"702","2013-03-27",10.16
"703","2013-03-28",10.51
"704","2013-04-01",10.07
"705","2013-04-02",9.52
"706","2013-04-03",9.25
"707","2013-04-04",9.22
"708","2013-04-05",9.09
"709","2013-04-08",9.12
"710","2013-04-09",9.16
"711","2013-04-10",9.51
"712","2013-04-11",9.34
"713","2013-04-12",9
"714","2013-04-15",8.73
"715","2013-04-16",9.01
"716","2013-04-17",8.72
"717","2013-04-18",8.68
"718","2013-04-19",8.92
"719","2013-04-22",8.85
"720","2013-04-23",8.82
"721","2013-04-24",8.71
"722","2013-04-25",8.53
"723","2013-04-26",8.45
"724","2013-04-29",8.59
"725","2013-04-30",9.22
"726","2013-05-01",9.21
"727","2013-05-02",9.32
"728","2013-05-03",9.27
"729","2013-05-06",9.48
"730","2013-05-07",9.55
"731","2013-05-08",9.79
"732","2013-05-09",9.78
"733","2013-05-10",9.48
"734","2013-05-13",9.52
"735","2013-05-14",8.94
"736","2013-05-15",9.01
"737","2013-05-16",8.81
"738","2013-05-17",9.35
"739","2013-05-20",8.9
"740","2013-05-21",8.8
"741","2013-05-22",8.83
"742","2013-05-23",8.72
"743","2013-05-24",8.73
"744","2013-05-28",8.71
"745","2013-05-29",8.63
"746","2013-05-30",8.37
"747","2013-05-31",8.64
"748","2013-06-03",8.35
"749","2013-06-04",8.38
"750","2013-06-05",8.37
"751","2013-06-06",8.34
"752","2013-06-07",8.34
"753","2013-06-10",8.85
"754","2013-06-11",8.8
"755","2013-06-12",8.67
"756","2013-06-13",8.58
"757","2013-06-14",8.56
"758","2013-06-17",8.47
"759","2013-06-18",8.47
"760","2013-06-19",8.21
"761","2013-06-20",7.89
"762","2013-06-21",7.84
"763","2013-06-24",7.32
"764","2013-06-25",7.66
"765","2013-06-26",7.6
"766","2013-06-27",7.92
"767","2013-06-28",8.38
"768","2013-07-01",8.02
"769","2013-07-02",8.19
"770","2013-07-03",8.1
"771","2013-07-05",8.13
"772","2013-07-08",8.2
"773","2013-07-09",8.29
"774","2013-07-10",8.18
"775","2013-07-11",8.01
"776","2013-07-12",7.79
"777","2013-07-15",7.84
"778","2013-07-16",7.8
"779","2013-07-17",7.75
"780","2013-07-18",7.6
"781","2013-07-19",7.5
"782","2013-07-22",7.4
"783","2013-07-23",7.45
"784","2013-07-24",7.5
"785","2013-07-25",7.41
"786","2013-07-26",7.33
"787","2013-07-29",7.37
"788","2013-07-30",7.33
"789","2013-07-31",7.2
"790","2013-08-01",7.28
"791","2013-08-02",7.2
"792","2013-08-05",7.18
"793","2013-08-06",7.09
"794","2013-08-07",7.13
"795","2013-08-08",7.06
"796","2013-08-09",6.97
"797","2013-08-12",6.94
"798","2013-08-13",7.04
"799","2013-08-14",7.01
"800","2013-08-15",7.21
"801","2013-08-16",7.36
"802","2013-08-19",7.36
"803","2013-08-20",7.38
"804","2013-08-21",7.58
"805","2013-08-22",7.93
"806","2013-08-23",8.13
"807","2013-08-26",8.22
"808","2013-08-27",8.25
"809","2013-08-28",8.43
"810","2013-08-29",8.26
"811","2013-08-30",8.33
"812","2013-09-03",8.29
"813","2013-09-04",8.32
"814","2013-09-05",8.41
"815","2013-09-06",8.4
"816","2013-09-09",8.4
"817","2013-09-10",8.79
"818","2013-09-11",8.69
"819","2013-09-12",8.6
"820","2013-09-13",8.66
"821","2013-09-16",8.85
"822","2013-09-17",8.68
"823","2013-09-18",8.94
"824","2013-09-19",8.95
"825","2013-09-20",9.17
"826","2013-09-23",8.89
"827","2013-09-24",8.5
"828","2013-09-25",7.92
"829","2013-09-26",7.97
"830","2013-09-27",7.92
"831","2013-09-30",8.37
"832","2013-10-01",7.76
"833","2013-10-02",7.45
"834","2013-10-03",7.47
"835","2013-10-04",7.48
"836","2013-10-07",7.5
"837","2013-10-08",7.45
"838","2013-10-09",7.45
"839","2013-10-10",7.5
"840","2013-10-11",7.47
"841","2013-10-14",7.39
"842","2013-10-15",7.54
"843","2013-10-16",7.69
"844","2013-10-17",7.93
"845","2013-10-18",8
"846","2013-10-21",7.59
"847","2013-10-22",7.32
"848","2013-10-23",7.27
"849","2013-10-24",7.52
"850","2013-10-25",7.73
"851","2013-10-28",7.49
"852","2013-10-29",7.57
"853","2013-10-30",7.32
"854","2013-10-31",7.19
"855","2013-11-01",7.04
"856","2013-11-04",6.48
"857","2013-11-05",5.94
"858","2013-11-06",6.8
"859","2013-11-07",6.19
"860","2013-11-08",6.09
"861","2013-11-11",6.06
"862","2013-11-12",5.97
"863","2013-11-13",6.15
"864","2013-11-14",6.03
"865","2013-11-15",5.07
"866","2013-11-18",4.86
"867","2013-11-19",5
"868","2013-11-20",5.35
"869","2013-11-21",5.24
"870","2013-11-22",5.33
"871","2013-11-25",5.71
"872","2013-11-26",5.91
"873","2013-11-27",5.78
"874","2013-11-29",5.74
"875","2013-12-02",5.44
"876","2013-12-03",6.06
"877","2013-12-04",6.17
"878","2013-12-05",5.98
"879","2013-12-06",6.12
"880","2013-12-09",6.12
"881","2013-12-10",6.14
"882","2013-12-11",5.92
"883","2013-12-12",5.96
"884","2013-12-13",6.13
"885","2013-12-16",6.31
"886","2013-12-17",6.25
"887","2013-12-18",6.1
"888","2013-12-19",6.27
"889","2013-12-20",6.27
"890","2013-12-23",6.4
"891","2013-12-24",6.36
"892","2013-12-26",6.25
"893","2013-12-27",6.57
"894","2013-12-30",6.72
"895","2013-12-31",6.95
"896","2014-01-02",7.12
"897","2014-01-03",6.94
"898","2014-01-06",6.95
"899","2014-01-07",7.15
"900","2014-01-08",6.74
"901","2014-01-09",6.26
"902","2014-01-10",6.16
"903","2014-01-13",5.95
"904","2014-01-14",5.99
"905","2014-01-15",5.83
"906","2014-01-16",5.67
"907","2014-01-17",5.6
"908","2014-01-21",6.55
"909","2014-01-22",6.82
"910","2014-01-23",6.86
"911","2014-01-24",6.71
"912","2014-01-27",6.84
"913","2014-01-28",6.86
"914","2014-01-29",6.82
"915","2014-01-30",6.96
"916","2014-01-31",6.23
"917","2014-02-03",6.16
"918","2014-02-04",6.65
"919","2014-02-05",6.16
"920","2014-02-06",6.09
"921","2014-02-07",6.2
"922","2014-02-10",6.77
"923","2014-02-11",6.8
"924","2014-02-12",6.76
"925","2014-02-13",6.77
"926","2014-02-14",6.6
"927","2014-02-18",6.31
"928","2014-02-19",6.2
"929","2014-02-20",5.93
"930","2014-02-21",6.11
"931","2014-02-24",6.21
"932","2014-02-25",6.04
"933","2014-02-26",6.16
"934","2014-02-27",6.28
"935","2014-02-28",6.33
"936","2014-03-03",6.57
"937","2014-03-04",6.67
"938","2014-03-05",6.75
"939","2014-03-06",7.11
"940","2014-03-07",7.25
"941","2014-03-10",7.5
"942","2014-03-11",7.26
"943","2014-03-12",7.29
"944","2014-03-13",7.43
"945","2014-03-14",7.39
"946","2014-03-17",7.58
"947","2014-03-18",7.51
"948","2014-03-19",7.41
"949","2014-03-20",7.29
"950","2014-03-21",7.26
"951","2014-03-24",7.38
"952","2014-03-25",7.32
"953","2014-03-26",7.51
"954","2014-03-27",7.35
"955","2014-03-28",7.28
"956","2014-03-31",7.41
"957","2014-04-01",7.47
"958","2014-04-02",7.46
"959","2014-04-03",7.58
"960","2014-04-04",7.8
"961","2014-04-07",7.39
"962","2014-04-08",7.87
"963","2014-04-09",8.09
"964","2014-04-10",7.79
"965","2014-04-11",7.59
"966","2014-04-14",7.4
"967","2014-04-15",7.4
"968","2014-04-16",7.46
"969","2014-04-17",7.43
"970","2014-04-21",7.32
"971","2014-04-22",7.41
"972","2014-04-23",7.48
"973","2014-04-24",7.42
"974","2014-04-25",7.37
"975","2014-04-28",7.41
"976","2014-04-29",7.26
"977","2014-04-30",7.34
"978","2014-05-01",7.46
"979","2014-05-02",7.39
"980","2014-05-05",7.44
"981","2014-05-06",7.47
"982","2014-05-07",7.63
"983","2014-05-08",7.44
"984","2014-05-09",7.4
"985","2014-05-12",7.61
"986","2014-05-13",7.59
"987","2014-05-14",7.32
"988","2014-05-15",7.13
"989","2014-05-16",6.87
"990","2014-05-19",6.71
"991","2014-05-20",6.45
"992","2014-05-21",6.64
"993","2014-05-22",6.67
"994","2014-05-23",6.52
"995","2014-05-27",6.32
"996","2014-05-28",6.44
"997","2014-05-29",6.49
"998","2014-05-30",6.68
"999","2014-06-02",6.62
"1000","2014-06-03",6.41
"1001","2014-06-04",6.22
"1002","2014-06-05",6.31
