"","date","AVRO"
"255","2019-06-26",14.38
"256","2019-06-27",15.36
"257","2019-06-28",16.26
"258","2019-07-01",16.139999
"259","2019-07-02",15.26
"260","2019-07-03",15.92
"261","2019-07-05",15.28
"262","2019-07-08",15
"263","2019-07-09",14.74
"264","2019-07-10",14.52
"265","2019-07-11",14.48
"266","2019-07-12",14.28
"267","2019-07-15",16.42
"268","2019-07-16",19.16
"269","2019-07-17",22.9
"270","2019-07-18",23.440001
"271","2019-07-19",21.99
"272","2019-07-22",22.950001
"273","2019-07-23",22.75
"274","2019-07-24",22.959999
"275","2019-07-25",23.08
"276","2019-07-26",22.48
"277","2019-07-29",22.57
"278","2019-07-30",22.879999
"279","2019-07-31",21.219999
"280","2019-08-01",20.450001
"281","2019-08-02",19.379999
"282","2019-08-05",18.690001
"283","2019-08-06",17.940001
"284","2019-08-07",17.92
"285","2019-08-08",20.040001
"286","2019-08-09",19.24
"287","2019-08-12",18.32
"288","2019-08-13",18.32
"289","2019-08-14",18.24
"290","2019-08-15",17.860001
"291","2019-08-16",18.360001
"292","2019-08-19",19.379999
"293","2019-08-20",19.34
"294","2019-08-21",19.75
"295","2019-08-22",18.84
"296","2019-08-23",17.91
"297","2019-08-26",18.530001
"298","2019-08-27",18.110001
"299","2019-08-28",20.059999
"300","2019-08-29",19.540001
"301","2019-08-30",19.48
"302","2019-09-03",18.790001
"303","2019-09-04",19.58
"304","2019-09-05",20.620001
"305","2019-09-06",20.98
"306","2019-09-09",20.870001
"307","2019-09-10",20.309999
"308","2019-09-11",20.5
"309","2019-09-12",20.200001
"310","2019-09-13",19.73
"311","2019-09-16",18.540001
"312","2019-09-17",18.719999
"313","2019-09-18",18.82
"314","2019-09-19",18.200001
"315","2019-09-20",18.040001
"316","2019-09-23",18.08
"317","2019-09-24",17.139999
"318","2019-09-25",16.82
"319","2019-09-26",16.08
"320","2019-09-27",15.19
"321","2019-09-30",14.12
"322","2019-10-01",13.47
"323","2019-10-02",13.61
"324","2019-10-03",14.25
"325","2019-10-04",13.88
"326","2019-10-07",13.75
"327","2019-10-08",14
"328","2019-10-09",14
"329","2019-10-10",14
"330","2019-10-11",14.34
"331","2019-10-14",14.04
"332","2019-10-15",14
"333","2019-10-16",13.87
"334","2019-10-17",14.02
"335","2019-10-18",13.8
"336","2019-10-21",14.21
"337","2019-10-22",14.25
"338","2019-10-23",14.59
"339","2019-10-24",14.4
"340","2019-10-25",14.68
"341","2019-10-28",14.59
"342","2019-10-29",14.55
"343","2019-10-30",14.51
"344","2019-10-31",14.52
"345","2019-11-01",14.93
"346","2019-11-04",14.52
"347","2019-11-05",14.46
"348","2019-11-06",14.4
"349","2019-11-07",14.55
"350","2019-11-08",15.39
"351","2019-11-11",14.15
"352","2019-11-12",13.5
"353","2019-11-13",13.35
"354","2019-11-14",13.05
"355","2019-11-15",13.31
"356","2019-11-18",13.22
"357","2019-11-19",13.48
"358","2019-11-20",14.79
"359","2019-11-21",16.57
"360","2019-11-22",16.49
"361","2019-11-25",16.030001
"362","2019-11-26",15.64
"363","2019-11-27",16.18
"364","2019-11-29",16.040001
"365","2019-12-02",15.96
"366","2019-12-03",16.709999
"367","2019-12-04",17.360001
"368","2019-12-05",17.77
"369","2019-12-06",17.98
"370","2019-12-09",18.09
"371","2019-12-10",18.959999
"372","2019-12-11",19.969999
"373","2019-12-12",21.440001
"374","2019-12-13",21.879999
"375","2019-12-16",21.73
"376","2019-12-17",20.67
"377","2019-12-18",20.08
"378","2019-12-19",20.08
"379","2019-12-20",19.99
"380","2019-12-23",20.290001
"381","2019-12-24",20.290001
"382","2019-12-26",19.790001
"383","2019-12-27",19.58
"384","2019-12-30",20.049999
"385","2019-12-31",20.129999
"386","2020-01-02",20.610001
"387","2020-01-03",20.5
"388","2020-01-06",20.68
"389","2020-01-07",20.139999
"390","2020-01-08",20.49
"391","2020-01-09",20.59
"392","2020-01-10",19.85
"393","2020-01-13",17.969999
"394","2020-01-14",18.450001
"395","2020-01-15",19.83
"396","2020-01-16",20.790001
"397","2020-01-17",22.780001
"398","2020-01-21",22.290001
"399","2020-01-22",22.76
"400","2020-01-23",20.690001
"401","2020-01-24",19.6
"402","2020-01-27",19.690001
"403","2020-01-28",22.690001
"404","2020-01-29",21.440001
"405","2020-01-30",20.639999
"406","2020-01-31",21.73
"407","2020-02-03",20.190001
"408","2020-02-04",22.549999
"409","2020-02-05",23.6
"410","2020-02-06",24.51
"411","2020-02-07",23.91
"412","2020-02-10",26.209999
"413","2020-02-11",27.209999
"414","2020-02-12",26.91
"415","2020-02-13",23
"416","2020-02-14",24.16
"417","2020-02-18",22.790001
"418","2020-02-19",22.6
"419","2020-02-20",22.76
"420","2020-02-21",22.75
"421","2020-02-24",22
"422","2020-02-25",18.77
"423","2020-02-26",18.24
"424","2020-02-27",17.969999
"425","2020-02-28",19.299999
"426","2020-03-02",20.98
"427","2020-03-03",20.33
"428","2020-03-04",21.440001
"429","2020-03-05",20.620001
"430","2020-03-06",20.42
"431","2020-03-09",19.129999
"432","2020-03-10",18.690001
"433","2020-03-11",18.02
"434","2020-03-12",14.15
"435","2020-03-13",14.88
"436","2020-03-16",10.08
"437","2020-03-17",11.09
"438","2020-03-18",10.47
"439","2020-03-19",13.76
"440","2020-03-20",13.65
"441","2020-03-23",14.39
"442","2020-03-24",14.5
"443","2020-03-25",15.05
"444","2020-03-26",14.65
"445","2020-03-27",14.87
"446","2020-03-30",16.530001
"447","2020-03-31",15.56
"448","2020-04-01",12.19
"449","2020-04-02",13.34
"450","2020-04-03",13.51
"451","2020-04-06",14.98
"452","2020-04-07",13.45
"453","2020-04-08",13.74
"454","2020-04-09",13.98
"455","2020-04-13",13.26
"456","2020-04-14",14.25
"457","2020-04-15",13.4
"458","2020-04-16",12.51
"459","2020-04-17",13.32
"460","2020-04-20",14.17
"461","2020-04-21",13.83
"462","2020-04-22",14.22
"463","2020-04-23",14.06
"464","2020-04-24",14.48
"465","2020-04-27",14.87
"466","2020-04-28",13.85
"467","2020-04-29",14.52
"468","2020-04-30",12.87
"469","2020-05-01",13.15
"470","2020-05-04",13.66
"471","2020-05-05",15.71
"472","2020-05-06",15.26
"473","2020-05-07",14.59
"474","2020-05-08",14.37
"475","2020-05-11",16.809999
"476","2020-05-12",17
"477","2020-05-13",16.75
"478","2020-05-14",15.58
"479","2020-05-15",15.25
"480","2020-05-18",15.09
"481","2020-05-19",15.6
"482","2020-05-20",17.02
"483","2020-05-21",17.32
"484","2020-05-22",17.6
"485","2020-05-26",20.24
"486","2020-05-27",20.610001
"487","2020-05-28",19.18
"488","2020-05-29",20.219999
"489","2020-06-01",20.91
"490","2020-06-02",21.059999
"491","2020-06-03",21.57
"492","2020-06-04",21.91
"493","2020-06-05",22.84
"494","2020-06-08",22.700001
"495","2020-06-09",22.959999
"496","2020-06-10",22.530001
"497","2020-06-11",21.629999
"498","2020-06-12",21.940001
"499","2020-06-15",20.549999
"500","2020-06-16",21.51
"501","2020-06-17",21.18
"502","2020-06-18",22
"503","2020-06-19",22.139999
"504","2020-06-22",22.07
"505","2020-06-23",20.5
"506","2020-06-24",18.92
"507","2020-06-25",19.530001
"508","2020-06-26",18.49
"509","2020-06-29",17.559999
"510","2020-06-30",17.450001
"511","2020-07-01",17.83
"512","2020-07-02",17.77
"513","2020-07-06",17.879999
"514","2020-07-07",17.84
"515","2020-07-08",17.440001
"516","2020-07-09",17.51
"517","2020-07-10",17.41
"518","2020-07-13",16.440001
"519","2020-07-14",16.83
"520","2020-07-15",17.98
"521","2020-07-16",18.27
"522","2020-07-17",18.4
"523","2020-07-20",19.15
"524","2020-07-21",18.91
"525","2020-07-22",19.09
"526","2020-07-23",18.790001
"527","2020-07-24",18.280001
"528","2020-07-27",19.41
"529","2020-07-28",18.82
"530","2020-07-29",17.790001
"531","2020-07-30",18.02
"532","2020-07-31",16.950001
"533","2020-08-03",17.360001
"534","2020-08-04",16.030001
"535","2020-08-05",16.32
"536","2020-08-06",16.870001
"537","2020-08-07",16.5
"538","2020-08-10",17.76
"539","2020-08-11",17.049999
"540","2020-08-12",17.57
"541","2020-08-13",17.379999
"542","2020-08-14",16.940001
"543","2020-08-17",17.58
"544","2020-08-18",17.27
"545","2020-08-19",17.370001
"546","2020-08-20",17.700001
"547","2020-08-21",17.16
"548","2020-08-24",16.76
"549","2020-08-25",16.99
"550","2020-08-26",16.98
"551","2020-08-27",17.049999
"552","2020-08-28",17.4
"553","2020-08-31",17.32
"554","2020-09-01",16.4
"555","2020-09-02",15.85
"556","2020-09-03",15.93
"557","2020-09-04",16.42
"558","2020-09-08",16.219999
"559","2020-09-09",16.58
"560","2020-09-10",16.110001
"561","2020-09-11",15.01
"562","2020-09-14",15.53
"563","2020-09-15",16.33
"564","2020-09-16",16.18
"565","2020-09-17",16.43
"566","2020-09-18",16
"567","2020-09-21",15
"568","2020-09-22",14.81
"569","2020-09-23",13.51
"570","2020-09-24",13.1
"571","2020-09-25",13.59
"572","2020-09-28",12.99
"573","2020-09-29",13.33
"574","2020-09-30",13.02
"575","2020-10-01",13.46
"576","2020-10-02",12.79
"577","2020-10-05",14.17
"578","2020-10-06",14.45
"579","2020-10-07",14.29
"580","2020-10-08",15.6
"581","2020-10-09",15.12
"582","2020-10-12",15.13
"583","2020-10-13",15.85
"584","2020-10-14",15.54
"585","2020-10-15",15.81
"586","2020-10-16",15.68
"587","2020-10-19",16.139999
"588","2020-10-20",15.61
"589","2020-10-21",15.53
"590","2020-10-22",16.5
"591","2020-10-23",16.68
"592","2020-10-26",16.18
"593","2020-10-27",16.1
"594","2020-10-28",14.61
"595","2020-10-29",14.93
"596","2020-10-30",14.28
"597","2020-11-02",13.84
"598","2020-11-03",15.51
"599","2020-11-04",16.66
"600","2020-11-05",14.91
"601","2020-11-06",14.69
"602","2020-11-09",16.24
"603","2020-11-10",16.190001
"604","2020-11-11",15.64
"605","2020-11-12",16
"606","2020-11-13",16.23
"607","2020-11-16",16.219999
"608","2020-11-17",16.360001
"609","2020-11-18",17.1
"610","2020-11-19",16.98
"611","2020-11-20",13.99
"612","2020-11-23",13.72
"613","2020-11-24",14.03
"614","2020-11-25",14
"615","2020-11-27",14.03
