"","date","HCAT"
"242","2020-07-09",32.43
"243","2020-07-10",33.950001
"244","2020-07-13",32.259998
"245","2020-07-14",33.990002
"246","2020-07-15",36.41
"247","2020-07-16",35.66
"248","2020-07-17",35.889999
"249","2020-07-20",35.650002
"250","2020-07-21",36.330002
"251","2020-07-22",36.07
"252","2020-07-23",36.290001
"253","2020-07-24",35.98
"254","2020-07-27",36.91
"255","2020-07-28",35.66
"256","2020-07-29",35.849998
"257","2020-07-30",35.740002
"258","2020-07-31",34.900002
"259","2020-08-03",35.900002
"260","2020-08-04",36.259998
"261","2020-08-05",36.400002
"262","2020-08-06",36.110001
"263","2020-08-07",35.869999
"264","2020-08-10",35.150002
"265","2020-08-11",34.900002
"266","2020-08-12",32.630001
"267","2020-08-13",32.509998
"268","2020-08-14",31.33
"269","2020-08-17",32.41
"270","2020-08-18",32.59
"271","2020-08-19",32.400002
"272","2020-08-20",32.459999
"273","2020-08-21",31.92
"274","2020-08-24",30.32
"275","2020-08-25",30.84
"276","2020-08-26",30.92
"277","2020-08-27",30.73
"278","2020-08-28",30.59
"279","2020-08-31",31.18
"280","2020-09-01",32.209999
"281","2020-09-02",33.209999
"282","2020-09-03",33.400002
"283","2020-09-04",32.130001
"284","2020-09-08",32.540001
"285","2020-09-09",32.82
"286","2020-09-10",33.950001
"287","2020-09-11",34.5
"288","2020-09-14",36.110001
"289","2020-09-15",35.73
"290","2020-09-16",35.900002
"291","2020-09-17",35.709999
"292","2020-09-18",36.02
"293","2020-09-21",34.34
"294","2020-09-22",34.349998
"295","2020-09-23",34.259998
"296","2020-09-24",35.209999
"297","2020-09-25",36.029999
"298","2020-09-28",36.630001
"299","2020-09-29",36.77
"300","2020-09-30",36.599998
"301","2020-10-01",36.98
"302","2020-10-02",36.209999
"303","2020-10-05",35.990002
"304","2020-10-06",35.400002
"305","2020-10-07",35.880001
"306","2020-10-08",35.700001
"307","2020-10-09",35.919998
"308","2020-10-12",35.240002
"309","2020-10-13",34.759998
"310","2020-10-14",35.41
"311","2020-10-15",35.709999
"312","2020-10-16",35.740002
"313","2020-10-19",35.189999
"314","2020-10-20",33.060001
"315","2020-10-21",31.9
"316","2020-10-22",33.869999
"317","2020-10-23",34.52
"318","2020-10-26",34.259998
"319","2020-10-27",35.029999
"320","2020-10-28",35
"321","2020-10-29",34.48
"322","2020-10-30",34.48
"323","2020-11-02",34.060001
"324","2020-11-03",35.610001
"325","2020-11-04",35.049999
"326","2020-11-05",35.950001
"327","2020-11-06",35.740002
"328","2020-11-09",35.740002
"329","2020-11-10",36.82
"330","2020-11-11",35.669998
"331","2020-11-12",35.740002
"332","2020-11-13",34.5
"333","2020-11-16",33.810001
"334","2020-11-17",34.009998
"335","2020-11-18",33.220001
"336","2020-11-19",33.150002
"337","2020-11-20",34.380001
"338","2020-11-23",34.91
"339","2020-11-24",35.549999
"340","2020-11-25",35.57
"341","2020-11-27",36.040001
