"","date","THTX"
"163","2009-10-06",2.66
"164","2009-10-07",2.6
"165","2009-10-08",2.65
"166","2009-10-09",2.64
"167","2009-10-12",2.64
"168","2009-10-13",2.7
"169","2009-10-14",2.84
"170","2009-10-15",2.82
"171","2009-10-16",2.73
"172","2009-10-19",2.75
"173","2009-10-20",2.72
"174","2009-10-21",2.69
"175","2009-10-22",2.63
"176","2009-10-23",2.63
"177","2009-10-26",2.6
"178","2009-10-27",2.57
"179","2009-10-28",2.53
"180","2009-10-29",2.61
"181","2009-10-30",2.6
"182","2009-11-02",2.58
"183","2009-11-03",2.59
"184","2009-11-04",2.66
"185","2009-11-05",2.63
"186","2009-11-06",2.55
"187","2009-11-09",2.56
"188","2009-11-10",2.55
"189","2009-11-11",2.61
"190","2009-11-12",2.64
"191","2009-11-13",2.64
"192","2009-11-16",2.61
"193","2009-11-17",2.65
"194","2009-11-18",2.63
"195","2009-11-19",2.63
"196","2009-11-20",2.67
"197","2009-11-23",2.71
"198","2009-11-24",2.75
"199","2009-11-25",2.81
"200","2009-11-27",2.78
"201","2009-11-30",3.05
"202","2009-12-01",3.4
"203","2009-12-02",3.62
"204","2009-12-03",3.56
"205","2009-12-04",3.66
"206","2009-12-07",3.64
"207","2009-12-08",3.59
"208","2009-12-09",3.42
"209","2009-12-10",3.74
"210","2009-12-11",3.52
"211","2009-12-14",3.54
"212","2009-12-15",3.57
"213","2009-12-16",3.57
"214","2009-12-17",3.63
"215","2009-12-18",3.87
"216","2009-12-21",4.01
"217","2009-12-22",4.22
"218","2009-12-23",4.1
"219","2009-12-24",4.25
"220","2009-12-28",4.25
"221","2009-12-29",4.07
"222","2009-12-30",4.19
"223","2009-12-31",4.25
"224","2010-01-04",4.12
"225","2010-01-05",4.09
"226","2010-01-06",4.35
"227","2010-01-07",4.31
"228","2010-01-08",4.62
"229","2010-01-11",4.86
"230","2010-01-12",4.59
"231","2010-01-13",4.58
"232","2010-01-14",4.94
"233","2010-01-15",4.96
"234","2010-01-19",5.13
"235","2010-01-20",4.83
"236","2010-01-21",4.68
"237","2010-01-22",4.75
"238","2010-01-25",4.55
"239","2010-01-26",4.33
"240","2010-01-27",4.33
"241","2010-01-28",4.13
"242","2010-01-29",4.38
"243","2010-02-01",4.56
"244","2010-02-02",4.74
"245","2010-02-03",4.67
"246","2010-02-04",4.42
"247","2010-02-05",4.4
"248","2010-02-08",4.39
"249","2010-02-09",4.45
"250","2010-02-10",4.41
"251","2010-02-11",4.73
"252","2010-02-12",4.6
"253","2010-02-16",4.59
"254","2010-02-17",4.58
"255","2010-02-18",4.59
"256","2010-02-19",4.6
"257","2010-02-22",4.55
"258","2010-02-23",4.34
"259","2010-02-24",4.43
"260","2010-02-25",4.44
"261","2010-02-26",4.59
"262","2010-03-01",4.65
"263","2010-03-02",4.67
"264","2010-03-03",4.77
"265","2010-03-04",4.7
"266","2010-03-05",4.74
"267","2010-03-08",4.9
"268","2010-03-09",5.25
"269","2010-03-10",5.29
"270","2010-03-11",5.36
"271","2010-03-12",5.35
"272","2010-03-15",5.18
"273","2010-03-16",5.26
"274","2010-03-17",4.98
"275","2010-03-18",4.8
"276","2010-03-19",4.73
"277","2010-03-22",4.72
"278","2010-03-23",4.98
"279","2010-03-24",4.95
"280","2010-03-25",5.13
"281","2010-03-26",4.98
"282","2010-03-29",5.07
"283","2010-03-30",5.01
"284","2010-03-31",5
"285","2010-04-01",4.96
"286","2010-04-05",5.06
"287","2010-04-06",5.15
"288","2010-04-07",5.06
"289","2010-04-08",5.16
"290","2010-04-09",5.18
"291","2010-04-12",5.18
"292","2010-04-13",5.05
"293","2010-04-14",5.03
"294","2010-04-15",4.96
"295","2010-04-16",4.98
"296","2010-04-19",4.85
"297","2010-04-20",4.94
"298","2010-04-21",4.95
"299","2010-04-22",4.86
"300","2010-04-23",4.87
"301","2010-04-26",4.9
"302","2010-04-27",4.95
"303","2010-04-28",5
"304","2010-04-29",5.01
"305","2010-04-30",4.93
"306","2010-05-03",4.97
"307","2010-05-04",4.78
"308","2010-05-05",4.75
"309","2010-05-06",4.45
"310","2010-05-07",4.65
"311","2010-05-10",4.79
"312","2010-05-11",4.79
"313","2010-05-12",4.84
"314","2010-05-13",4.81
"315","2010-05-14",4.62
"316","2010-05-17",4.44
"317","2010-05-18",4.38
"318","2010-05-19",4.3
"319","2010-05-20",4.07
"320","2010-05-21",4.12
"321","2010-05-24",4.15
"322","2010-05-25",1.97
"323","2010-05-26",2.79
"324","2010-05-27",3.95
"325","2010-05-28",4.53
"326","2010-06-01",4.53
"327","2010-06-02",4.5
"328","2010-06-03",4.5
"329","2010-06-04",4.48
"330","2010-06-07",4.44
"331","2010-06-08",4.54
"332","2010-06-09",4.73
"333","2010-06-10",4.88
"334","2010-06-11",4.99
"335","2010-06-14",5.15
"336","2010-06-15",5.48
"337","2010-06-16",5.08
"338","2010-06-17",4.85
"339","2010-06-18",4.91
"340","2010-06-21",5
"341","2010-06-22",4.84
"342","2010-06-23",4.84
"343","2010-06-24",4.8
"344","2010-06-25",4.9
"345","2010-06-28",4.9
"346","2010-06-29",4.76
"347","2010-06-30",4.81
"348","2010-07-01",4.75
"349","2010-07-02",4.8
"350","2010-07-06",4.78
"351","2010-07-07",4.77
"352","2010-07-08",4.77
"353","2010-07-09",4.87
"354","2010-07-12",4.76
"355","2010-07-13",4.82
"356","2010-07-14",4.86
"357","2010-07-15",4.87
"358","2010-07-16",4.95
"359","2010-07-19",5.19
"360","2010-07-20",4.68
"361","2010-07-21",4.65
"362","2010-07-22",4.69
"363","2010-07-23",4.76
"364","2010-07-26",4.7
"365","2010-07-27",4.69
"366","2010-07-28",4.69
"367","2010-07-29",4.66
"368","2010-07-30",4.65
"369","2010-08-02",4.7
"370","2010-08-03",4.68
"371","2010-08-04",4.77
"372","2010-08-05",4.85
"373","2010-08-06",4.87
"374","2010-08-09",4.77
"375","2010-08-10",4.85
"376","2010-08-11",4.67
"377","2010-08-12",4.8
"378","2010-08-13",4.86
"379","2010-08-16",4.82
"380","2010-08-17",4.88
"381","2010-08-18",4.85
"382","2010-08-19",4.84
"383","2010-08-20",4.75
"384","2010-08-23",4.82
"385","2010-08-24",4.7
"386","2010-08-25",4.73
"387","2010-08-26",4.75
"388","2010-08-27",4.74
"389","2010-08-30",4.74
"390","2010-08-31",4.65
"391","2010-09-01",4.73
"392","2010-09-02",4.73
"393","2010-09-03",4.77
"394","2010-09-07",4.8
"395","2010-09-08",4.78
"396","2010-09-09",4.78
"397","2010-09-10",4.76
"398","2010-09-13",4.81
"399","2010-09-14",4.79
"400","2010-09-15",4.82
"401","2010-09-16",4.79
"402","2010-09-17",4.79
"403","2010-09-20",4.76
"404","2010-09-21",4.79
"405","2010-09-22",4.76
"406","2010-09-23",4.74
"407","2010-09-24",4.76
"408","2010-09-27",4.79
"409","2010-09-28",4.76
"410","2010-09-29",4.71
"411","2010-09-30",4.67
"412","2010-10-01",4.77
"413","2010-10-04",4.67
"414","2010-10-05",4.66
"415","2010-10-06",4.59
"416","2010-10-07",4.39
"417","2010-10-08",4.33
"418","2010-10-11",4.35
"419","2010-10-12",4.45
"420","2010-10-13",4.65
"421","2010-10-14",4.59
"422","2010-10-15",4.61
"423","2010-10-18",4.7
"424","2010-10-19",4.65
"425","2010-10-20",4.81
"426","2010-10-21",5.07
"427","2010-10-22",5
"428","2010-10-25",4.87
"429","2010-10-26",4.9
"430","2010-10-27",4.87
"431","2010-10-28",4.86
"432","2010-10-29",4.86
"433","2010-11-01",4.92
"434","2010-11-02",4.83
"435","2010-11-03",4.94
"436","2010-11-04",5
"437","2010-11-05",4.99
"438","2010-11-08",5
"439","2010-11-09",4.92
"440","2010-11-10",4.97
"441","2010-11-11",5.51
"442","2010-11-12",5.75
"443","2010-11-15",5.65
"444","2010-11-16",5.42
"445","2010-11-17",5.27
"446","2010-11-18",5.34
"447","2010-11-19",5.41
"448","2010-11-22",5.47
"449","2010-11-23",5.37
"450","2010-11-24",5.45
"451","2010-11-26",5.43
"452","2010-11-29",5.52
"453","2010-11-30",5.5
"454","2010-12-01",5.6
"455","2010-12-02",5.66
"456","2010-12-03",5.67
"457","2010-12-06",5.61
"458","2010-12-07",5.59
"459","2010-12-08",5.61
"460","2010-12-09",5.49
"461","2010-12-10",5.42
"462","2010-12-13",5.35
"463","2010-12-14",5.25
"464","2010-12-15",5.37
"465","2010-12-16",5.59
"466","2010-12-17",5.55
"467","2010-12-20",5.52
"468","2010-12-21",5.34
"469","2010-12-22",5.42
"470","2010-12-23",5.6
"471","2010-12-27",5.65
"472","2010-12-28",5.6
"473","2010-12-29",5.55
"474","2010-12-30",5.52
"475","2010-12-31",5.53
"476","2011-01-03",5.63
"477","2011-01-04",5.44
"478","2011-01-05",5.51
"479","2011-01-06",5.48
"480","2011-01-07",5.6
"481","2011-01-10",5.55
"482","2011-01-11",5.58
"483","2011-01-12",5.57
"484","2011-01-13",5.61
"485","2011-01-14",5.62
"486","2011-01-18",5.6
"487","2011-01-19",5.6
"488","2011-01-20",5.61
"489","2011-01-21",5.78
"490","2011-01-24",5.83
"491","2011-01-25",5.77
"492","2011-01-26",5.77
"493","2011-01-27",5.91
"494","2011-01-28",5.85
"495","2011-01-31",5.94
"496","2011-02-01",5.96
"497","2011-02-02",5.76
"498","2011-02-03",5.98
"499","2011-02-04",5.83
"500","2011-02-07",5.74
"501","2011-02-08",5.73
"502","2011-02-09",5.67
"503","2011-02-10",5.67
"504","2011-02-11",5.66
"505","2011-02-14",5.55
"506","2011-02-15",5.44
"507","2011-02-16",5.46
"508","2011-02-17",5.38
"509","2011-02-18",5.1
"510","2011-02-22",4.87
"511","2011-02-23",4.96
"512","2011-02-24",4.96
"513","2011-02-25",4.89
"514","2011-02-28",5.01
"515","2011-03-01",4.94
"516","2011-03-02",4.9
"517","2011-03-03",4.85
"518","2011-03-04",4.68
"519","2011-03-07",4.76
"520","2011-03-08",4.81
"521","2011-03-09",4.95
"522","2011-03-10",4.76
"523","2011-03-11",4.8
"524","2011-03-14",5.12
"525","2011-03-15",5.01
"526","2011-03-16",4.95
"527","2011-03-17",5.05
"528","2011-03-18",4.88
"529","2011-03-21",5.09
"530","2011-03-22",4.94
"531","2011-03-23",4.91
"532","2011-03-24",4.88
"533","2011-03-25",4.85
"534","2011-03-28",4.75
"535","2011-03-29",4.76
"536","2011-03-30",4.9
"537","2011-03-31",4.94
"538","2011-04-01",4.91
"539","2011-04-04",4.9
"540","2011-04-05",4.96
"541","2011-04-06",4.89
"542","2011-04-07",4.82
"543","2011-04-08",4.79
"544","2011-04-11",4.78
"545","2011-04-12",4.77
"546","2011-04-13",4.78
"547","2011-04-14",4.71
"548","2011-04-15",4.65
"549","2011-04-18",4.51
"550","2011-04-19",4.54
"551","2011-04-20",4.55
"552","2011-04-21",4.6
"553","2011-04-25",4.62
"554","2011-04-26",4.61
"555","2011-04-27",4.66
"556","2011-04-28",4.67
"557","2011-04-29",4.68
"558","2011-05-02",4.73
"559","2011-05-03",4.66
"560","2011-05-04",4.6
"561","2011-05-05",4.56
"562","2011-05-06",4.5
"563","2011-05-09",4.45
"564","2011-05-10",4.49
"565","2011-05-11",4.43
"566","2011-05-12",4.43
"567","2011-05-13",4.53
"568","2011-05-16",4.58
"569","2011-05-17",4.92
"570","2011-05-18",5.15
"571","2011-05-19",5.16
"572","2011-05-20",5.09
"573","2011-05-23",5.05
"574","2011-05-24",5.08
"575","2011-05-25",4.98
"576","2011-05-26",4.92
"577","2011-05-27",4.64
"578","2011-05-31",4.75
"579","2011-06-01",4.5
"580","2011-06-02",4.6
"581","2011-06-03",4.53
"582","2011-06-06",4.41
"583","2011-06-07",4.56
"584","2011-06-08",4.47
"585","2011-06-09",4.54
"586","2011-06-10",4.51
"587","2011-06-13",4.5
"588","2011-06-14",4.61
"589","2011-06-15",4.8
"590","2011-06-16",4.75
"591","2011-06-17",4.62
"592","2011-06-20",4.37
"593","2011-06-21",4.43
"594","2011-06-22",4.48
"595","2011-06-23",4.3
"596","2011-06-24",4.34
"597","2011-06-27",4.34
"598","2011-06-28",4.38
"599","2011-06-29",4.43
"600","2011-06-30",4.53
"601","2011-07-01",4.54
"602","2011-07-05",4.71
"603","2011-07-06",4.68
"604","2011-07-07",4.75
"605","2011-07-08",4.67
"606","2011-07-11",4.5
"607","2011-07-12",4.37
"608","2011-07-13",4.4
"609","2011-07-14",4.42
"610","2011-07-15",4.4
"611","2011-07-18",4.27
"612","2011-07-19",4.55
"613","2011-07-20",4.19
"614","2011-07-21",4.42
"615","2011-07-22",4.35
"616","2011-07-25",4.39
"617","2011-07-26",4.45
"618","2011-07-27",4.34
"619","2011-07-28",4.29
"620","2011-07-29",4.33
"621","2011-08-01",4.16
"622","2011-08-02",4.36
"623","2011-08-03",4.16
"624","2011-08-04",4.05
"625","2011-08-05",3.65
"626","2011-08-08",3.2
"627","2011-08-09",3.24
"628","2011-08-10",3.45
"629","2011-08-11",3.73
"630","2011-08-12",3.99
"631","2011-08-15",3.95
"632","2011-08-16",4.02
"633","2011-08-17",3.97
"634","2011-08-18",3.76
"635","2011-08-19",4.05
"636","2011-08-22",4
"637","2011-08-23",3.89
"638","2011-08-24",4.08
"639","2011-08-25",3.95
"640","2011-08-26",3.74
"641","2011-08-29",3.77
"642","2011-08-30",3.85
"643","2011-08-31",3.96
"644","2011-09-01",3.87
"645","2011-09-02",4.09
"646","2011-09-06",4
"647","2011-09-07",4.05
"648","2011-09-08",3.99
"649","2011-09-09",3.94
"650","2011-09-12",3.76
"651","2011-09-13",3.8
"652","2011-09-14",3.92
"653","2011-09-15",3.88
"654","2011-09-16",3.93
"655","2011-09-19",3.73
"656","2011-09-20",3.73
"657","2011-09-21",3.7
"658","2011-09-22",3.4
"659","2011-09-23",3.38
"660","2011-09-26",3.28
"661","2011-09-27",3.3
"662","2011-09-28",3.18
"663","2011-09-29",3.04
"664","2011-09-30",3.01
"665","2011-10-03",2.98
"666","2011-10-04",2.85
"667","2011-10-05",2.9
"668","2011-10-06",3.01
"669","2011-10-07",2.99
"670","2011-10-10",3.16
"671","2011-10-11",3.06
"672","2011-10-12",3.11
"673","2011-10-13",3.16
"674","2011-10-14",3.16
"675","2011-10-17",3.07
"676","2011-10-18",3.19
"677","2011-10-19",3.07
"678","2011-10-20",3.09
"679","2011-10-21",3.03
"680","2011-10-24",3.41
"681","2011-10-25",3.28
"682","2011-10-26",3.22
"683","2011-10-27",3.23
"684","2011-10-28",3.21
"685","2011-10-31",3.17
"686","2011-11-01",2.91
"687","2011-11-02",2.93
"688","2011-11-03",2.94
"689","2011-11-04",3.11
"690","2011-11-07",3.14
"691","2011-11-08",2.92
"692","2011-11-09",2.78
"693","2011-11-10",2.85
"694","2011-11-11",2.93
"695","2011-11-14",2.85
"696","2011-11-15",2.73
"697","2011-11-16",2.73
"698","2011-11-17",2.68
"699","2011-11-18",3
"700","2011-11-21",2.58
"701","2011-11-22",2.6
"702","2011-11-23",2.31
"703","2011-11-25",2.33
"704","2011-11-28",2.21
"705","2011-11-29",2.31
"706","2011-11-30",2.56
"707","2011-12-01",2.27
"708","2011-12-02",2.23
"709","2011-12-05",2.24
"710","2011-12-06",2.23
"711","2011-12-07",2.28
"712","2011-12-08",2.25
"713","2011-12-09",2.26
"714","2011-12-12",2.23
"715","2011-12-13",2.15
"716","2011-12-14",2.06
"717","2011-12-15",2
"718","2011-12-16",1.82
"719","2011-12-19",1.8
"720","2011-12-20",2.01
"721","2011-12-21",2.17
"722","2011-12-22",2.47
"723","2011-12-23",2.54
"724","2011-12-27",2.44
"725","2011-12-28",2.63
"726","2011-12-29",2.5
"727","2011-12-30",2.71
"728","2012-01-03",2.68
"729","2012-01-04",2.71
"730","2012-01-05",2.49
"731","2012-01-06",2.39
"732","2012-01-09",2.33
"733","2012-01-10",2.38
"734","2012-01-11",2.24
"735","2012-01-12",2.26
"736","2012-01-13",2.3
"737","2012-01-17",2.26
"738","2012-01-18",2.37
"739","2012-01-19",2.5
"740","2012-01-20",2.63
"741","2012-01-23",2.62
"742","2012-01-24",2.58
"743","2012-01-25",2.58
"744","2012-01-26",2.62
"745","2012-01-27",2.63
"746","2012-01-30",2.7
"747","2012-01-31",2.64
"748","2012-02-01",2.64
"749","2012-02-02",2.6
"750","2012-02-03",2.7
"751","2012-02-06",2.65
"752","2012-02-07",2.64
"753","2012-02-08",2.26
"754","2012-02-09",2.31
"755","2012-02-10",2.28
"756","2012-02-13",2.33
"757","2012-02-14",2.44
"758","2012-02-15",2.46
"759","2012-02-16",2.38
"760","2012-02-17",2.33
"761","2012-02-21",2.32
"762","2012-02-22",2.3
"763","2012-02-23",2.45
"764","2012-02-24",2.56
"765","2012-02-27",2.56
"766","2012-02-28",2.65
"767","2012-02-29",2.57
"768","2012-03-01",2.57
"769","2012-03-02",2.44
"770","2012-03-05",2.48
"771","2012-03-06",2.44
"772","2012-03-07",2.58
"773","2012-03-08",2.54
"774","2012-03-09",2.46
"775","2012-03-12",2.36
"776","2012-03-13",2.42
"777","2012-03-14",2.34
"778","2012-03-15",2.39
"779","2012-03-16",2.4
"780","2012-03-19",2.38
"781","2012-03-20",2.27
"782","2012-03-21",2.1
"783","2012-03-22",1.95
"784","2012-03-23",2.09
"785","2012-03-26",2.07
"786","2012-03-27",2.16
"787","2012-03-28",2.11
"788","2012-03-29",2.09
"789","2012-03-30",2
"790","2012-04-02",2.18
"791","2012-04-03",2.17
"792","2012-04-04",2.17
"793","2012-04-05",2.05
"794","2012-04-09",2
"795","2012-04-10",2
"796","2012-04-11",1.9
"797","2012-04-12",1.99
"798","2012-04-13",1.99
"799","2012-04-16",1.92
"800","2012-04-17",1.91
"801","2012-04-18",2.05
"802","2012-04-19",2.08
"803","2012-04-20",2.1
"804","2012-04-23",2.09
"805","2012-04-24",2.06
"806","2012-04-25",2.12
"807","2012-04-26",1.97
"808","2012-04-27",2.06
"809","2012-04-30",2.01
"810","2012-05-01",1.96
"811","2012-05-02",1.97
"812","2012-05-03",1.88
"813","2012-05-04",1.75
"814","2012-05-07",1.68
"815","2012-05-08",1.87
"816","2012-05-09",2.05
"817","2012-05-10",1.97
"818","2012-05-11",1.88
"819","2012-05-14",1.8
"820","2012-05-15",1.95
"821","2012-05-16",1.91
"822","2012-05-17",1.75
"823","2012-05-18",1.68
"824","2012-05-21",1.75
"825","2012-05-22",1.71
"826","2012-05-23",1.67
"827","2012-05-24",1.71
"828","2012-05-25",1.71
"829","2012-05-29",1.71
"830","2012-05-30",1.64
"831","2012-05-31",1.43
"832","2012-06-01",1.46
"833","2012-06-04",1.47
"834","2012-06-05",1.59
"835","2012-06-06",1.66
"836","2012-06-07",1.57
"837","2012-06-08",1.55
"838","2012-06-11",1.58
"839","2012-06-12",1.71
"840","2012-06-13",1.7
"841","2012-06-14",1.7
"842","2012-06-15",1.68
"843","2012-06-18",1.7
"844","2012-06-19",1.8
"845","2012-06-20",1.79
"846","2012-06-21",1.86
"847","2012-06-22",0.75
"848","2012-06-25",0.7
"849","2012-06-26",0.73
"850","2012-06-27",0.82
"851","2012-06-28",0.77
"852","2012-06-29",0.8
"853","2012-07-02",0.79
"854","2012-07-03",0.79
"855","2012-07-05",0.79
"856","2012-07-06",0.75
"857","2012-07-09",0.75
"858","2012-07-10",0.75
"859","2012-07-11",0.76
"860","2012-07-12",0.74
"861","2012-07-13",0.71
"862","2012-07-16",0.71
"863","2012-07-17",0.71
"864","2012-07-18",0.7
"865","2012-07-19",0.69
"866","2012-07-20",0.67
"867","2012-07-23",0.63
"868","2012-07-24",0.63
"869","2012-07-25",0.62
"870","2012-07-26",0.66
"871","2012-07-27",0.56
"872","2012-07-30",0.62
"873","2012-07-31",0.58
"874","2012-08-01",0.62
"875","2012-08-02",0.58
"876","2012-08-03",0.59
"877","2012-08-06",0.59
"878","2012-08-07",0.68
"879","2012-08-08",0.67
"880","2012-08-09",0.71
"881","2012-08-10",0.68
"882","2012-08-13",0.69
"883","2012-08-14",0.74
"884","2012-08-15",0.7
"885","2012-08-16",0.7
"886","2012-08-17",0.7
"887","2012-08-20",0.69
"888","2012-08-21",0.67
"889","2012-08-22",0.64
"890","2012-08-23",0.64
"891","2012-08-24",0.65
"892","2012-08-27",0.66
"893","2012-08-28",0.64
"894","2012-08-29",0.61
"895","2012-08-30",0.63
"896","2012-08-31",0.63
"897","2012-09-04",0.61
"898","2012-09-05",0.62
"899","2012-09-06",0.63
"900","2012-09-07",0.64
"901","2012-09-10",0.63
"902","2012-09-11",0.62
"903","2012-09-12",0.59
"904","2012-09-13",0.62
"905","2012-09-14",0.58
"906","2012-09-17",0.59
"907","2012-09-18",0.57
"908","2012-09-19",0.56
"909","2012-09-20",0.58
"910","2012-09-21",0.57
"911","2012-09-24",0.55
"912","2012-09-25",0.54
"913","2012-09-26",0.53
"914","2012-09-27",0.5
"915","2012-09-28",0.51
"916","2012-10-01",0.54
"917","2012-10-02",0.52
"918","2012-10-03",0.51
"919","2012-10-04",0.46
"920","2012-10-05",0.53
"921","2012-10-08",0.45
"922","2012-10-09",0.5
"923","2012-10-10",0.51
"924","2012-10-11",0.49
"925","2012-10-12",0.52
"926","2012-10-15",0.48
"927","2012-10-16",0.48
"928","2012-10-17",0.45
"929","2012-10-18",0.46
"930","2012-10-19",0.45
"931","2012-10-22",0.42
"932","2012-10-23",0.42
"933","2012-10-24",0.4
"934","2012-10-25",0.4
"935","2012-10-26",0.37
"936","2012-10-31",0.31
"937","2012-11-01",0.32
"938","2012-11-02",0.32
"939","2012-11-05",0.31
"940","2012-11-06",0.32
"941","2012-11-07",0.33
"942","2012-11-08",0.34
"943","2012-11-09",0.33
"944","2012-11-12",0.33
"945","2012-11-13",0.34
"946","2012-11-14",0.35
"947","2012-11-15",0.33
"948","2012-11-16",0.32
"949","2012-11-19",0.3
"950","2012-11-20",0.27
"951","2012-11-21",0.27
"952","2012-11-23",0.29
"953","2012-11-26",0.28
"954","2012-11-27",0.26
"955","2012-11-28",0.26
"956","2012-11-29",0.25
"957","2012-11-30",0.26
"958","2012-12-03",0.25
"959","2012-12-04",0.26
"960","2012-12-05",0.25
"961","2012-12-06",0.26
"962","2012-12-07",0.27
"963","2012-12-10",0.33
"964","2012-12-11",0.33
"965","2012-12-12",0.31
"966","2012-12-13",0.39
"967","2012-12-14",0.46
"968","2012-12-17",0.44
"969","2012-12-18",0.45
"970","2012-12-19",0.41
"971","2012-12-20",0.35
"972","2012-12-21",0.31
"973","2012-12-24",0.34
"974","2012-12-26",0.33
"975","2012-12-27",0.32
"976","2012-12-28",0.32
"977","2012-12-31",0.32
"978","2013-01-02",0.34
"979","2013-01-03",0.4
"980","2013-01-04",0.38
"981","2013-01-07",0.37
"982","2013-01-08",0.43
"983","2013-01-09",0.41
"984","2013-01-10",0.4
"985","2013-01-11",0.41
"986","2013-01-14",0.38
"987","2013-01-15",0.38
"988","2013-01-16",0.38
"989","2013-01-17",0.39
"990","2013-01-18",0.39
"991","2013-01-22",0.44
"992","2013-01-23",0.46
"993","2013-01-24",0.47
"994","2013-01-25",0.47
"995","2013-01-28",0.48
"996","2013-01-29",0.58
"997","2013-01-30",0.52
"998","2013-01-31",0.51
"999","2013-02-01",0.53
"1000","2013-02-04",0.52
