"","date","FMCI"
"254","2019-09-16",10.12
"255","2019-09-17",10.12
"256","2019-09-18",10.12
"257","2019-09-19",10.1
"258","2019-09-20",10.1
"259","2019-09-23",10.1
"260","2019-09-24",10.11
"261","2019-09-25",10.11
"262","2019-09-26",10.11
"263","2019-09-27",10.11
"264","2019-09-30",10.11
"265","2019-10-01",10.11
"266","2019-10-02",10.11
"267","2019-10-03",10.11
"268","2019-10-04",10.11
"269","2019-10-07",10.15
"270","2019-10-08",10.15
"271","2019-10-09",10.13
"272","2019-10-10",10.13
"273","2019-10-11",10.13
"274","2019-10-14",10.14
"275","2019-10-15",10.14
"276","2019-10-16",10.14
"277","2019-10-17",10.12
"278","2019-10-18",10.12
"279","2019-10-21",10.12
"280","2019-10-22",10.15
"281","2019-10-23",10.15
"282","2019-10-24",10.15
"283","2019-10-25",10.15
"284","2019-10-28",10.15
"285","2019-10-29",10.12
"286","2019-10-30",10.16
"287","2019-10-31",10.16
"288","2019-11-01",10.16
"289","2019-11-04",10.16
"290","2019-11-05",10.16
"291","2019-11-06",10.16
"292","2019-11-07",10.16
"293","2019-11-08",10.16
"294","2019-11-11",10.16
"295","2019-11-12",10.15
"296","2019-11-13",10.15
"297","2019-11-14",10.15
"298","2019-11-15",10.15
"299","2019-11-18",10.19
"300","2019-11-19",10.2
"301","2019-11-20",10.19
"302","2019-11-21",10.2
"303","2019-11-22",10.2
"304","2019-11-25",10.2
"305","2019-11-26",10.22
"306","2019-11-27",10.19
"307","2019-11-29",10.19
"308","2019-12-02",10.23
"309","2019-12-03",10.23
"310","2019-12-04",10.23
"311","2019-12-05",10.23
"312","2019-12-06",10.23
"313","2019-12-09",10.23
"314","2019-12-10",10.23
"315","2019-12-11",10.23
"316","2019-12-12",10.23
"317","2019-12-13",10.22
"318","2019-12-16",10.23
"319","2019-12-17",10.23
"320","2019-12-18",10.23
"321","2019-12-19",10.23
"322","2019-12-20",10.23
"323","2019-12-23",10.23
"324","2019-12-24",10.23
"325","2019-12-26",10.23
"326","2019-12-27",10.23
"327","2019-12-30",10.23
"328","2019-12-31",10.21
"329","2020-01-02",10.21
"330","2020-01-03",10.21
"331","2020-01-06",10.25
"332","2020-01-07",10.24
"333","2020-01-08",10.24
"334","2020-01-09",10.24
"335","2020-01-10",10.24
"336","2020-01-13",10.24
"337","2020-01-14",10.24
"338","2020-01-15",10.24
"339","2020-01-16",10.3
"340","2020-01-17",10.3
"341","2020-01-21",10.31
"342","2020-01-22",10.3
"343","2020-01-23",10.32
"344","2020-01-24",10.31
"345","2020-01-27",10.3
"346","2020-01-28",10.28
"347","2020-01-29",10.34
"348","2020-01-30",10.34
"349","2020-01-31",10.34
"350","2020-02-03",10.33
"351","2020-02-04",10.33
"352","2020-02-05",10.33
"353","2020-02-06",10.32
"354","2020-02-07",10.34
"355","2020-02-10",10.33
"356","2020-02-11",10.36
"357","2020-02-12",10.4
"358","2020-02-13",10.35
"359","2020-02-14",10.33
"360","2020-02-18",10.35
"361","2020-02-19",10.35
"362","2020-02-20",10.35
"363","2020-02-21",10.35
"364","2020-02-24",10.4
"365","2020-02-25",10.35
"366","2020-02-26",10.35
"367","2020-02-27",10.35
"368","2020-02-28",10.4
"369","2020-03-02",10.4
"370","2020-03-03",10.4
"371","2020-03-04",10.4
"372","2020-03-05",10.35
"373","2020-03-06",10.34
"374","2020-03-09",10.3
"375","2020-03-10",10.28
"376","2020-03-11",10.3
"377","2020-03-12",10.28
"378","2020-03-13",10.28
"379","2020-03-16",10.1
"380","2020-03-17",10.12
"381","2020-03-18",10.12
"382","2020-03-19",10.05
"383","2020-03-20",10.11
"384","2020-03-23",10.15
"385","2020-03-24",10.25
"386","2020-03-25",10.25
"387","2020-03-26",10.3
"388","2020-03-27",10.27
"389","2020-03-30",10.27
"390","2020-03-31",10.29
"391","2020-04-01",10.32
"392","2020-04-02",10.32
"393","2020-04-03",10.32
"394","2020-04-06",10.33
"395","2020-04-07",10.33
"396","2020-04-08",10.35
"397","2020-04-09",10.34
"398","2020-04-13",10.35
"399","2020-04-14",10.35
"400","2020-04-15",10.35
"401","2020-04-16",10.4
"402","2020-04-17",10.38
"403","2020-04-20",10.39
"404","2020-04-21",10.43
"405","2020-04-22",10.42
"406","2020-04-23",10.42
"407","2020-04-24",10.37
"408","2020-04-27",10.4
"409","2020-04-28",10.43
"410","2020-04-29",10.37
"411","2020-04-30",10.35
"412","2020-05-01",10.37
"413","2020-05-04",10.4
"414","2020-05-05",10.41
"415","2020-05-06",10.41
"416","2020-05-07",10.41
"417","2020-05-08",10.4
"418","2020-05-11",10.4
"419","2020-05-12",10.4
"420","2020-05-13",10.35
"421","2020-05-14",10.78
"422","2020-05-15",10.66
"423","2020-05-18",10.61
"424","2020-05-19",10.75
"425","2020-05-20",10.84
"426","2020-05-21",10.84
"427","2020-05-22",10.77
"428","2020-05-26",10.75
"429","2020-05-27",10.79
"430","2020-05-28",11.44
"431","2020-05-29",12.91
"432","2020-06-01",12.17
"433","2020-06-02",11.33
"434","2020-06-03",11.84
"435","2020-06-04",12.34
"436","2020-06-05",12.41
"437","2020-06-08",14.25
"438","2020-06-09",14.5
"439","2020-06-10",14.72
"440","2020-06-11",13.44
"441","2020-06-12",13.14
"442","2020-06-15",14.85
"443","2020-06-16",17.27
"444","2020-06-17",18.639999
"445","2020-06-18",18.33
"446","2020-06-19",17.4
"447","2020-06-22",17.809999
"448","2020-06-23",16.48
"449","2020-06-24",15.2
"450","2020-06-25",17.950001
"451","2020-06-26",17.120001
"452","2020-06-29",17.299999
"453","2020-06-30",16.450001
"454","2020-07-01",16.98
"455","2020-07-02",17.049999
"456","2020-07-06",16.49
"457","2020-07-07",15.8
"458","2020-07-08",15.98
"459","2020-07-09",16.07
"460","2020-07-10",16.360001
"461","2020-07-13",14.47
"462","2020-07-14",14.35
"463","2020-07-15",14.2
"464","2020-07-16",13.99
"465","2020-07-17",14.38
"466","2020-07-20",14.99
"467","2020-07-21",14.75
"468","2020-07-22",14.05
"469","2020-07-23",13.32
"470","2020-07-24",13.12
"471","2020-07-27",15.3
"472","2020-07-28",15.71
"473","2020-07-29",15.33
"474","2020-07-30",14.7
"475","2020-07-31",14.7
"476","2020-08-03",14.16
"477","2020-08-04",13.99
"478","2020-08-05",13.72
"479","2020-08-06",14.18
"480","2020-08-07",14.53
"481","2020-08-10",15.99
"482","2020-08-11",15.55
"483","2020-08-12",15.3
"484","2020-08-13",15.3
"485","2020-08-14",15.4
"486","2020-08-17",16.15
"487","2020-08-18",16.27
"488","2020-08-19",15.97
"489","2020-08-20",16.219999
"490","2020-08-21",15.98
"491","2020-08-24",18.09
"492","2020-08-25",17.74
"493","2020-08-26",17.57
"494","2020-08-27",17.200001
"495","2020-08-28",17.360001
"496","2020-08-31",17.25
"497","2020-09-01",18.360001
"498","2020-09-02",22.91
"499","2020-09-03",21.4
"500","2020-09-04",21
"501","2020-09-08",22.959999
"502","2020-09-09",24.65
"503","2020-09-10",24.18
"504","2020-09-11",24.870001
"505","2020-09-14",24.6
"506","2020-09-15",24.42
"507","2020-09-16",25.35
"508","2020-09-17",27.200001
"509","2020-09-18",28
"510","2020-09-21",26.799999
"511","2020-09-22",24.51
"512","2020-09-23",22.83
"513","2020-09-24",19.719999
"514","2020-09-25",22.290001
"515","2020-09-28",24.959999
"516","2020-09-29",25.540001
"517","2020-09-30",23.639999
"518","2020-10-01",23.969999
"519","2020-10-02",22.9
"520","2020-10-05",23.23
"521","2020-10-06",21.059999
"522","2020-10-07",22.16
"523","2020-10-08",24.370001
"524","2020-10-09",24.4
"525","2020-10-12",24.27
"526","2020-10-13",25.200001
"527","2020-10-14",26.18
"528","2020-10-15",24.07
"529","2020-10-16",NA
"530","2020-10-19",NA
"531","2020-10-20",NA
"532","2020-10-21",NA
"533","2020-10-22",NA
"534","2020-10-23",NA
"535","2020-10-26",NA
"536","2020-10-27",NA
"537","2020-10-28",NA
"538","2020-10-29",NA
"539","2020-10-30",NA
"540","2020-11-02",NA
"541","2020-11-03",NA
"542","2020-11-04",NA
"543","2020-11-05",NA
"544","2020-11-06",NA
"545","2020-11-09",NA
"546","2020-11-10",NA
"547","2020-11-11",NA
"548","2020-11-12",NA
"549","2020-11-13",NA
"550","2020-11-16",NA
"551","2020-11-17",NA
"552","2020-11-18",NA
"553","2020-11-19",NA
"554","2020-11-20",NA
"555","2020-11-23",NA
"556","2020-11-24",NA
"557","2020-11-25",NA
