"","date","AEYE"
"351","2014-09-16",17.25
"352","2014-09-17",17.25
"353","2014-09-18",17.25
"354","2014-09-19",16.75
"355","2014-09-22",15.5
"356","2014-09-23",15.5
"357","2014-09-24",15.5
"358","2014-09-25",15.75
"359","2014-09-26",15
"360","2014-09-29",14.25
"361","2014-09-30",12.5
"362","2014-10-01",14.75
"363","2014-10-02",13.75
"364","2014-10-03",15
"365","2014-10-06",17.25
"366","2014-10-07",16.75
"367","2014-10-08",17.25
"368","2014-10-09",17
"369","2014-10-10",16.5
"370","2014-10-13",16
"371","2014-10-14",15.75
"372","2014-10-15",16.25
"373","2014-10-16",15.75
"374","2014-10-17",15.25
"375","2014-10-20",15.5
"376","2014-10-21",15.75
"377","2014-10-22",15.25
"378","2014-10-23",15.75
"379","2014-10-24",17
"380","2014-10-27",15.75
"381","2014-10-28",16.25
"382","2014-10-29",16
"383","2014-10-30",15.75
"384","2014-10-31",16
"385","2014-11-03",16
"386","2014-11-04",16.25
"387","2014-11-05",16
"388","2014-11-06",16.25
"389","2014-11-07",17.5
"390","2014-11-10",16
"391","2014-11-11",16.25
"392","2014-11-12",16
"393","2014-11-13",15
"394","2014-11-14",15
"395","2014-11-17",14.75
"396","2014-11-18",14.75
"397","2014-11-19",14.5
"398","2014-11-20",14.5
"399","2014-11-21",14.25
"400","2014-11-24",14.75
"401","2014-11-25",14.75
"402","2014-11-26",14.5
"403","2014-11-28",14.25
"404","2014-12-01",14.25
"405","2014-12-02",14.25
"406","2014-12-03",14.5
"407","2014-12-04",14.75
"408","2014-12-05",14.75
"409","2014-12-08",14
"410","2014-12-09",14
"411","2014-12-10",13.75
"412","2014-12-11",13
"413","2014-12-12",12.75
"414","2014-12-15",12.75
"415","2014-12-16",12.75
"416","2014-12-17",11.5
"417","2014-12-18",11.5
"418","2014-12-19",11.75
"419","2014-12-22",11
"420","2014-12-23",11.25
"421","2014-12-24",10.5
"422","2014-12-26",11
"423","2014-12-29",10.75
"424","2014-12-30",10.5
"425","2014-12-31",10.5
"426","2015-01-02",10.75
"427","2015-01-05",10.75
"428","2015-01-06",10.25
"429","2015-01-07",10
"430","2015-01-08",10
"431","2015-01-09",10
"432","2015-01-12",12.25
"433","2015-01-13",13.5
"434","2015-01-14",13.25
"435","2015-01-15",13
"436","2015-01-16",12
"437","2015-01-20",12
"438","2015-01-21",13
"439","2015-01-22",13.5
"440","2015-01-23",14.25
"441","2015-01-26",14.25
"442","2015-01-27",15
"443","2015-01-28",14.75
"444","2015-01-29",14.75
"445","2015-01-30",14.75
"446","2015-02-02",14
"447","2015-02-03",14
"448","2015-02-04",13.75
"449","2015-02-05",13.5
"450","2015-02-06",13.25
"451","2015-02-09",13.25
"452","2015-02-10",13.25
"453","2015-02-11",14
"454","2015-02-12",13.25
"455","2015-02-13",13.25
"456","2015-02-17",12.5
"457","2015-02-18",12
"458","2015-02-19",12.5
"459","2015-02-20",12.5
"460","2015-02-23",12.5
"461","2015-02-24",12.5
"462","2015-02-25",12.5
"463","2015-02-26",12.25
"464","2015-02-27",12.25
"465","2015-03-02",12.25
"466","2015-03-03",12
"467","2015-03-04",12
"468","2015-03-05",11.75
"469","2015-03-06",11.75
"470","2015-03-09",12
"471","2015-03-10",11.75
"472","2015-03-11",11
"473","2015-03-12",11.75
"474","2015-03-13",11.75
"475","2015-03-16",12.5
"476","2015-03-17",14.5
"477","2015-03-18",14.75
"478","2015-03-19",14.25
"479","2015-03-20",14.5
"480","2015-03-23",14.25
"481","2015-03-24",13.25
"482","2015-03-25",12
"483","2015-03-26",12.5
"484","2015-03-27",12.25
"485","2015-03-30",10.5
"486","2015-03-31",10.25
"487","2015-04-01",7.75
"488","2015-04-02",7.75
"489","2015-04-06",8
"490","2015-04-07",7.75
"491","2015-04-08",7.75
"492","2015-04-09",7.75
"493","2015-04-10",8.25
"494","2015-04-13",8
"495","2015-04-14",7
"496","2015-04-15",7
"497","2015-04-16",7
"498","2015-04-17",6.25
"499","2015-04-20",4
"500","2015-04-21",2.5
"501","2015-04-22",4.5
"502","2015-04-23",3.5
"503","2015-04-24",4.5
"504","2015-04-27",4.75
"505","2015-04-28",6.75
"506","2015-04-29",6.5
"507","2015-04-30",6
"508","2015-05-01",6
"509","2015-05-04",5.5
"510","2015-05-05",5.75
"511","2015-05-06",5.75
"512","2015-05-07",5.25
"513","2015-05-08",5.5
"514","2015-05-11",5.5
"515","2015-05-12",4.75
"516","2015-05-13",4.5
"517","2015-05-14",4.5
"518","2015-05-15",4.5
"519","2015-05-18",4.25
"520","2015-05-19",4.5
"521","2015-05-20",4.25
"522","2015-05-21",4.25
"523","2015-05-22",4.25
"524","2015-05-26",4.25
"525","2015-05-27",4
"526","2015-05-28",4
"527","2015-05-29",4
"528","2015-06-01",4
"529","2015-06-02",4
"530","2015-06-03",4
"531","2015-06-04",4
"532","2015-06-05",4
"533","2015-06-08",4
"534","2015-06-09",3.75
"535","2015-06-10",3.75
"536","2015-06-11",3.5
"537","2015-06-12",3.75
"538","2015-06-15",3.75
"539","2015-06-16",3.75
"540","2015-06-17",3.75
"541","2015-06-18",3.5
"542","2015-06-19",3.5
"543","2015-06-22",3.25
"544","2015-06-23",3.5
"545","2015-06-24",3.5
"546","2015-06-25",3.5
"547","2015-06-26",3
"548","2015-06-29",3.5
"549","2015-06-30",3.5
"550","2015-07-01",3.5
"551","2015-07-02",3.5
"552","2015-07-06",3.5
"553","2015-07-07",3.5
"554","2015-07-08",3.25
"555","2015-07-09",3.25
"556","2015-07-10",3.5
"557","2015-07-13",3.5
"558","2015-07-14",3.25
"559","2015-07-15",3.5
"560","2015-07-16",3.25
"561","2015-07-17",3.75
"562","2015-07-20",3.25
"563","2015-07-21",3
"564","2015-07-22",2.5
"565","2015-07-23",3
"566","2015-07-24",3
"567","2015-07-27",3
"568","2015-07-28",3
"569","2015-07-29",2.5
"570","2015-07-30",2.5
"571","2015-07-31",2.25
"572","2015-08-03",2
"573","2015-08-04",2.25
"574","2015-08-05",2.25
"575","2015-08-06",2.5
"576","2015-08-07",2.5
"577","2015-08-10",2.5
"578","2015-08-11",2
"579","2015-08-12",2.25
"580","2015-08-13",2.25
"581","2015-08-14",2.25
"582","2015-08-17",2
"583","2015-08-18",2
"584","2015-08-19",2
"585","2015-08-20",1.75
"586","2015-08-21",1.75
"587","2015-08-24",1.75
"588","2015-08-25",1.75
"589","2015-08-26",1.75
"590","2015-08-27",1.75
"591","2015-08-28",1.75
"592","2015-08-31",1.75
"593","2015-09-01",1.5
"594","2015-09-02",1.5
"595","2015-09-03",1.5
"596","2015-09-04",1.5
"597","2015-09-08",1.5
"598","2015-09-09",1.5
"599","2015-09-10",1.5
"600","2015-09-11",1.5
"601","2015-09-14",1.5
"602","2015-09-15",1.5
"603","2015-09-16",1
"604","2015-09-17",1
"605","2015-09-18",1
"606","2015-09-21",1.25
"607","2015-09-22",1.25
"608","2015-09-23",1.25
"609","2015-09-24",1.25
"610","2015-09-25",1
"611","2015-09-28",1
"612","2015-09-29",1.25
"613","2015-09-30",1.5
"614","2015-10-01",1.5
"615","2015-10-02",1.5
"616","2015-10-05",1.25
"617","2015-10-06",1.25
"618","2015-10-07",1.5
"619","2015-10-08",1.5
"620","2015-10-09",1.5
"621","2015-10-12",1.25
"622","2015-10-13",1.25
"623","2015-10-14",1.5
"624","2015-10-15",1.5
"625","2015-10-16",1.25
"626","2015-10-19",1.25
"627","2015-10-20",1.25
"628","2015-10-21",1.25
"629","2015-10-22",1.25
"630","2015-10-23",1.25
"631","2015-10-26",1.25
"632","2015-10-27",1.25
"633","2015-10-28",1.25
"634","2015-10-29",1.25
"635","2015-10-30",1
"636","2015-11-02",0.75
"637","2015-11-03",0.75
"638","2015-11-04",0.75
"639","2015-11-05",0.75
"640","2015-11-06",0.75
"641","2015-11-09",0.75
"642","2015-11-10",0.75
"643","2015-11-11",0.75
"644","2015-11-12",0.75
"645","2015-11-13",1.25
"646","2015-11-16",1.25
"647","2015-11-17",1
"648","2015-11-18",1
"649","2015-11-19",1.25
"650","2015-11-20",1.25
"651","2015-11-23",1.25
"652","2015-11-24",1.25
"653","2015-11-25",1.5
"654","2015-11-27",1.5
"655","2015-11-30",1.25
"656","2015-12-01",1.25
"657","2015-12-02",1.25
"658","2015-12-03",1.25
"659","2015-12-04",1
"660","2015-12-07",1
"661","2015-12-08",1
"662","2015-12-09",1
"663","2015-12-10",1.25
"664","2015-12-11",1.5
"665","2015-12-14",1.5
"666","2015-12-15",1.25
"667","2015-12-16",1.25
"668","2015-12-17",1.25
"669","2015-12-18",1.25
"670","2015-12-21",1
"671","2015-12-22",1
"672","2015-12-23",1
"673","2015-12-24",1
"674","2015-12-28",1
"675","2015-12-29",1
"676","2015-12-30",1
"677","2015-12-31",0.75
"678","2016-01-04",1
"679","2016-01-05",1
"680","2016-01-06",1
"681","2016-01-07",1
"682","2016-01-08",1
"683","2016-01-11",1
"684","2016-01-12",1
"685","2016-01-13",1
"686","2016-01-14",1
"687","2016-01-15",1
"688","2016-01-19",1
"689","2016-01-20",1
"690","2016-01-21",1
"691","2016-01-22",1
"692","2016-01-25",1
"693","2016-01-26",1
"694","2016-01-27",1
"695","2016-01-28",1
"696","2016-01-29",1
"697","2016-02-01",1
"698","2016-02-02",1
"699","2016-02-03",1
"700","2016-02-04",1
"701","2016-02-05",1.25
"702","2016-02-08",1.25
"703","2016-02-09",1.25
"704","2016-02-10",1.25
"705","2016-02-11",1.25
"706","2016-02-12",1.25
"707","2016-02-16",1.25
"708","2016-02-17",1
"709","2016-02-18",1
"710","2016-02-19",1
"711","2016-02-22",3
"712","2016-02-23",2.5
"713","2016-02-24",1.75
"714","2016-02-25",2.75
"715","2016-02-26",2.75
"716","2016-02-29",2.5
"717","2016-03-01",3
"718","2016-03-02",3.25
"719","2016-03-03",3.5
"720","2016-03-04",3.75
"721","2016-03-07",4.75
"722","2016-03-08",4.75
"723","2016-03-09",4.75
"724","2016-03-10",4.75
"725","2016-03-11",4.75
"726","2016-03-14",4.5
"727","2016-03-15",4.5
"728","2016-03-16",4.5
"729","2016-03-17",3.75
"730","2016-03-18",4
"731","2016-03-21",4
"732","2016-03-22",4.75
"733","2016-03-23",4.25
"734","2016-03-24",4.5
"735","2016-03-28",4.5
"736","2016-03-29",4.5
"737","2016-03-30",4.75
"738","2016-03-31",4
"739","2016-04-01",4.75
"740","2016-04-04",4.75
"741","2016-04-05",4.5
"742","2016-04-06",4.75
"743","2016-04-07",4.75
"744","2016-04-08",4.5
"745","2016-04-11",4
"746","2016-04-12",4
"747","2016-04-13",3.75
"748","2016-04-14",5
"749","2016-04-15",4.25
"750","2016-04-18",4.5
"751","2016-04-19",4.5
"752","2016-04-20",4.5
"753","2016-04-21",4.75
"754","2016-04-22",4.75
"755","2016-04-25",4.75
"756","2016-04-26",4.75
"757","2016-04-27",4.75
"758","2016-04-28",4.75
"759","2016-04-29",4.75
"760","2016-05-02",4.75
"761","2016-05-03",4.5
"762","2016-05-04",4.5
"763","2016-05-05",4.5
"764","2016-05-06",4.25
"765","2016-05-09",4
"766","2016-05-10",4
"767","2016-05-11",4
"768","2016-05-12",4.5
"769","2016-05-13",4.5
"770","2016-05-16",4.75
"771","2016-05-17",4.25
"772","2016-05-18",4.5
"773","2016-05-19",4.5
"774","2016-05-20",4.25
"775","2016-05-23",4.25
"776","2016-05-24",4.5
"777","2016-05-25",4.5
"778","2016-05-26",4.75
"779","2016-05-27",4.5
"780","2016-05-31",4.5
"781","2016-06-01",4.5
"782","2016-06-02",4
"783","2016-06-03",4
"784","2016-06-06",4
"785","2016-06-07",4.25
"786","2016-06-08",4.25
"787","2016-06-09",4.5
"788","2016-06-10",4.5
"789","2016-06-13",4.5
"790","2016-06-14",4.25
"791","2016-06-15",3.75
"792","2016-06-16",3.5
"793","2016-06-17",3.25
"794","2016-06-20",3.25
"795","2016-06-21",4
"796","2016-06-22",4
"797","2016-06-23",4
"798","2016-06-24",4
"799","2016-06-27",4
"800","2016-06-28",4
"801","2016-06-29",4
"802","2016-06-30",4
"803","2016-07-01",3.5
"804","2016-07-05",3.75
"805","2016-07-06",3.75
"806","2016-07-07",4.25
"807","2016-07-08",4
"808","2016-07-11",4
"809","2016-07-12",3.75
"810","2016-07-13",4
"811","2016-07-14",4
"812","2016-07-15",4
"813","2016-07-18",4
"814","2016-07-19",4.25
"815","2016-07-20",4
"816","2016-07-21",3.25
"817","2016-07-22",3.25
"818","2016-07-25",3.25
"819","2016-07-26",3
"820","2016-07-27",3.75
"821","2016-07-28",3.75
"822","2016-07-29",3.75
"823","2016-08-01",3.75
"824","2016-08-02",3.5
"825","2016-08-03",3.5
"826","2016-08-04",3.75
"827","2016-08-05",4
"828","2016-08-08",3.75
"829","2016-08-09",3.75
"830","2016-08-10",4
"831","2016-08-11",3.5
"832","2016-08-12",3.5
"833","2016-08-15",3.25
"834","2016-08-16",3.25
"835","2016-08-17",3.25
"836","2016-08-18",3.25
"837","2016-08-19",3
"838","2016-08-22",3
"839","2016-08-23",3.5
"840","2016-08-24",3
"841","2016-08-25",3
"842","2016-08-26",3.5
"843","2016-08-29",3.5
"844","2016-08-30",3.5
"845","2016-08-31",3.75
"846","2016-09-01",3.75
"847","2016-09-02",3.5
"848","2016-09-06",4.25
"849","2016-09-07",4
"850","2016-09-08",3.75
"851","2016-09-09",4
"852","2016-09-12",4
"853","2016-09-13",3.5
"854","2016-09-14",3.5
"855","2016-09-15",3.5
"856","2016-09-16",3.75
"857","2016-09-19",3.75
"858","2016-09-20",3.75
"859","2016-09-21",3.5
"860","2016-09-22",3.5
"861","2016-09-23",3.5
"862","2016-09-26",3.25
"863","2016-09-27",3.25
"864","2016-09-28",3.25
"865","2016-09-29",3.25
"866","2016-09-30",3.75
"867","2016-10-03",3
"868","2016-10-04",3
"869","2016-10-05",3
"870","2016-10-06",3.5
"871","2016-10-07",3.5
"872","2016-10-10",3.5
"873","2016-10-11",3
"874","2016-10-12",3
"875","2016-10-13",3
"876","2016-10-14",3
"877","2016-10-17",3
"878","2016-10-18",3.5
"879","2016-10-19",1.75
"880","2016-10-20",3.5
"881","2016-10-21",3.5
"882","2016-10-24",3.5
"883","2016-10-25",3.5
"884","2016-10-26",3.5
"885","2016-10-27",3.5
"886","2016-10-28",3.25
"887","2016-10-31",3.25
"888","2016-11-01",2.75
"889","2016-11-02",2.75
"890","2016-11-03",3.5
"891","2016-11-04",3.5
"892","2016-11-07",3
"893","2016-11-08",3
"894","2016-11-09",3
"895","2016-11-10",2.5
"896","2016-11-11",2.75
"897","2016-11-14",2.5
"898","2016-11-15",3.25
"899","2016-11-16",2.75
"900","2016-11-17",2.75
"901","2016-11-18",3
"902","2016-11-21",3
"903","2016-11-22",3
"904","2016-11-23",3
"905","2016-11-25",3
"906","2016-11-28",3.25
"907","2016-11-29",3.25
"908","2016-11-30",3.25
"909","2016-12-01",3
"910","2016-12-02",3
"911","2016-12-05",3.5
"912","2016-12-06",3.5
"913","2016-12-07",3.5
"914","2016-12-08",3.5
"915","2016-12-09",3.5
"916","2016-12-12",3.5
"917","2016-12-13",3.75
"918","2016-12-14",3.75
"919","2016-12-15",4
"920","2016-12-16",4.25
"921","2016-12-19",3.75
"922","2016-12-20",3.75
"923","2016-12-21",3.75
"924","2016-12-22",3.75
"925","2016-12-23",3.25
"926","2016-12-27",3.5
"927","2016-12-28",3.5
"928","2016-12-29",3.5
"929","2016-12-30",3.5
"930","2017-01-03",3
"931","2017-01-04",3.5
"932","2017-01-05",4.25
"933","2017-01-06",4.75
"934","2017-01-09",4.5
"935","2017-01-10",4.25
"936","2017-01-11",4.25
"937","2017-01-12",4
"938","2017-01-13",3.25
"939","2017-01-17",3.25
"940","2017-01-18",3.25
"941","2017-01-19",3
"942","2017-01-20",3
"943","2017-01-23",3.25
"944","2017-01-24",3.5
"945","2017-01-25",3.25
"946","2017-01-26",3.25
"947","2017-01-27",3.25
"948","2017-01-30",3
"949","2017-01-31",3
"950","2017-02-01",3.25
"951","2017-02-02",3.25
"952","2017-02-03",3.25
"953","2017-02-06",3.25
"954","2017-02-07",3
"955","2017-02-08",3
"956","2017-02-09",3.25
"957","2017-02-10",3.25
"958","2017-02-13",3.25
"959","2017-02-14",3.5
"960","2017-02-15",3.25
"961","2017-02-16",3.25
"962","2017-02-17",3.5
"963","2017-02-21",3.5
"964","2017-02-22",3.5
"965","2017-02-23",4
"966","2017-02-24",4
"967","2017-02-27",3.75
"968","2017-02-28",3.75
"969","2017-03-01",3.75
"970","2017-03-02",3.5
"971","2017-03-03",3.5
"972","2017-03-06",3.5
"973","2017-03-07",3.5
"974","2017-03-08",3.5
"975","2017-03-09",3.75
"976","2017-03-10",3.5
"977","2017-03-13",3.75
"978","2017-03-14",3.5
"979","2017-03-15",3.5
"980","2017-03-16",3.5
"981","2017-03-17",3.5
"982","2017-03-20",3.25
"983","2017-03-21",3.25
"984","2017-03-22",3.25
"985","2017-03-23",3.25
"986","2017-03-24",3.5
"987","2017-03-27",3.5
"988","2017-03-28",3.5
"989","2017-03-29",3.5
"990","2017-03-30",3.25
"991","2017-03-31",3.25
"992","2017-04-03",3.5
"993","2017-04-04",4
"994","2017-04-05",4
"995","2017-04-06",4
"996","2017-04-07",4
"997","2017-04-10",4.5
"998","2017-04-11",4.75
"999","2017-04-12",4.75
"1000","2017-04-13",4.75
"1001","2017-04-17",5
"1002","2017-04-18",5
"1003","2017-04-19",5
"1004","2017-04-20",4.75
"1005","2017-04-21",5
"1006","2017-04-24",5
"1007","2017-04-25",5.25
"1008","2017-04-26",5.5
"1009","2017-04-27",5.5
"1010","2017-04-28",5
"1011","2017-05-01",5.25
"1012","2017-05-02",5
"1013","2017-05-03",4.75
"1014","2017-05-04",4.75
"1015","2017-05-05",5
"1016","2017-05-08",7
"1017","2017-05-09",7.5
"1018","2017-05-10",7
"1019","2017-05-11",7
"1020","2017-05-12",7
"1021","2017-05-15",7
"1022","2017-05-16",7
"1023","2017-05-17",6.25
"1024","2017-05-18",5.75
"1025","2017-05-19",5.25
"1026","2017-05-22",5.25
"1027","2017-05-23",5.5
"1028","2017-05-24",5
"1029","2017-05-25",4.5
"1030","2017-05-26",5
"1031","2017-05-30",4.5
"1032","2017-05-31",4.75
"1033","2017-06-01",4.75
"1034","2017-06-02",4.75
"1035","2017-06-05",4.75
"1036","2017-06-06",4.75
"1037","2017-06-07",4.5
