"","date","QFIN"
"184","2019-09-09",9.99
"185","2019-09-10",9.93
"186","2019-09-11",9.99
"187","2019-09-12",9.6
"188","2019-09-13",9.62
"189","2019-09-16",9.6
"190","2019-09-17",9.64
"191","2019-09-18",9.5
"192","2019-09-19",9.4
"193","2019-09-20",9.77
"194","2019-09-23",9.44
"195","2019-09-24",9.23
"196","2019-09-25",9.38
"197","2019-09-26",9
"198","2019-09-27",8.9
"199","2019-09-30",8.9
"200","2019-10-01",8.61
"201","2019-10-02",8.36
"202","2019-10-03",8.68
"203","2019-10-04",8.76
"204","2019-10-07",8.6
"205","2019-10-08",8.57
"206","2019-10-09",8.78
"207","2019-10-10",8.92
"208","2019-10-11",8.87
"209","2019-10-14",8.96
"210","2019-10-15",9.02
"211","2019-10-16",8.96
"212","2019-10-17",9.09
"213","2019-10-18",9.1
"214","2019-10-21",8.99
"215","2019-10-22",8.8
"216","2019-10-23",8.8
"217","2019-10-24",8.83
"218","2019-10-25",8.99
"219","2019-10-28",9.15
"220","2019-10-29",9.1
"221","2019-10-30",9.04
"222","2019-10-31",8.85
"223","2019-11-01",8.95
"224","2019-11-04",8.96
"225","2019-11-05",9
"226","2019-11-06",8.84
"227","2019-11-07",8.9
"228","2019-11-08",8.93
"229","2019-11-11",9.56
"230","2019-11-12",9.27
"231","2019-11-13",8.87
"232","2019-11-14",8.55
"233","2019-11-15",8.6
"234","2019-11-18",8.63
"235","2019-11-19",8.86
"236","2019-11-20",8.52
"237","2019-11-21",8.02
"238","2019-11-22",7.97
"239","2019-11-25",8.08
"240","2019-11-26",7.84
"241","2019-11-27",9.15
"242","2019-11-29",9.5
"243","2019-12-02",9.48
"244","2019-12-03",9.19
"245","2019-12-04",9.24
"246","2019-12-05",9.35
"247","2019-12-06",9.43
"248","2019-12-09",9.42
"249","2019-12-10",9.37
"250","2019-12-11",10.21
"251","2019-12-12",10.04
"252","2019-12-13",9.91
"253","2019-12-16",9.92
"254","2019-12-17",9.75
"255","2019-12-18",9.44
"256","2019-12-19",9.15
"257","2019-12-20",9.17
"258","2019-12-23",9.04
"259","2019-12-24",9.51
"260","2019-12-26",9.71
"261","2019-12-27",9.41
"262","2019-12-30",9.73
"263","2019-12-31",9.77
"264","2020-01-02",10.2
"265","2020-01-03",10.15
"266","2020-01-06",9.84
"267","2020-01-07",9.84
"268","2020-01-08",9.82
"269","2020-01-09",10.3
"270","2020-01-10",10.4
"271","2020-01-13",9.85
"272","2020-01-14",9.47
"273","2020-01-15",9.41
"274","2020-01-16",9.08
"275","2020-01-17",9
"276","2020-01-21",9.11
"277","2020-01-22",10.05
"278","2020-01-23",9.8
"279","2020-01-24",9.25
"280","2020-01-27",9.08
"281","2020-01-28",9.35
"282","2020-01-29",9.19
"283","2020-01-30",9.03
"284","2020-01-31",9.13
"285","2020-02-03",9.2
"286","2020-02-04",9.41
"287","2020-02-05",9.1
"288","2020-02-06",8.8
"289","2020-02-07",8.82
"290","2020-02-10",8.31
"291","2020-02-11",8.71
"292","2020-02-12",9
"293","2020-02-13",8.87
"294","2020-02-14",8.73
"295","2020-02-18",8.21
"296","2020-02-19",8.4
"297","2020-02-20",8.61
"298","2020-02-21",8.43
"299","2020-02-24",7.95
"300","2020-02-25",8.11
"301","2020-02-26",8.04
"302","2020-02-27",7.88
"303","2020-02-28",8.36
"304","2020-03-02",8.3
"305","2020-03-03",8.13
"306","2020-03-04",8.55
"307","2020-03-05",8.76
"308","2020-03-06",8.2
"309","2020-03-09",7.8
"310","2020-03-10",8.09
"311","2020-03-11",7.84
"312","2020-03-12",7.03
"313","2020-03-13",7.48
"314","2020-03-16",6.58
"315","2020-03-17",7.12
"316","2020-03-18",7.61
"317","2020-03-19",7.03
"318","2020-03-20",6.92
"319","2020-03-23",6.51
"320","2020-03-24",7.08
"321","2020-03-25",7.3
"322","2020-03-26",7.48
"323","2020-03-27",7.32
"324","2020-03-30",7.51
"325","2020-03-31",8
"326","2020-04-01",8.19
"327","2020-04-02",7.97
"328","2020-04-03",7.75
"329","2020-04-06",7.84
"330","2020-04-07",8.2
"331","2020-04-08",7.97
"332","2020-04-09",7.45
"333","2020-04-13",7.27
"334","2020-04-14",7.65
"335","2020-04-15",7.44
"336","2020-04-16",7.53
"337","2020-04-17",7.74
"338","2020-04-20",7.71
"339","2020-04-21",7.5
"340","2020-04-22",7.52
"341","2020-04-23",7.36
"342","2020-04-24",8.91
"343","2020-04-27",8.18
"344","2020-04-28",8.02
"345","2020-04-29",9.03
"346","2020-04-30",9
"347","2020-05-01",9
"348","2020-05-04",8.42
"349","2020-05-05",8.4
"350","2020-05-06",8.5
"351","2020-05-07",8.3
"352","2020-05-08",8.5
"353","2020-05-11",9.31
"354","2020-05-12",9.32
"355","2020-05-13",9.35
"356","2020-05-14",9
"357","2020-05-15",9.32
"358","2020-05-18",9.44
"359","2020-05-19",9.35
"360","2020-05-20",9.03
"361","2020-05-21",9.04
"362","2020-05-22",9
"363","2020-05-26",9.43
"364","2020-05-27",9.86
"365","2020-05-28",9.6
"366","2020-05-29",10.05
"367","2020-06-01",9.49
"368","2020-06-02",9.36
"369","2020-06-03",9.46
"370","2020-06-04",9.43
"371","2020-06-05",9.98
"372","2020-06-08",9.92
"373","2020-06-09",9.8
"374","2020-06-10",10.1
"375","2020-06-11",9.67
"376","2020-06-12",9.68
"377","2020-06-15",10
"378","2020-06-16",10
"379","2020-06-17",10.44
"380","2020-06-18",10.47
"381","2020-06-19",10.85
"382","2020-06-22",10.84
"383","2020-06-23",10.78
"384","2020-06-24",10.76
"385","2020-06-25",11.51
"386","2020-06-26",11.26
"387","2020-06-29",10.81
"388","2020-06-30",10.71
"389","2020-07-01",10.79
"390","2020-07-02",11.45
"391","2020-07-06",13.17
"392","2020-07-07",13.32
"393","2020-07-08",14.77
"394","2020-07-09",15.59
"395","2020-07-10",15.42
"396","2020-07-13",14.46
"397","2020-07-14",14.1
"398","2020-07-15",14.73
"399","2020-07-16",15.05
"400","2020-07-17",15.11
"401","2020-07-20",17.719999
"402","2020-07-21",17.639999
"403","2020-07-22",16.93
"404","2020-07-23",13.61
"405","2020-07-24",13.15
"406","2020-07-27",14.19
"407","2020-07-28",13.51
"408","2020-07-29",13.64
"409","2020-07-30",13.57
"410","2020-07-31",13.86
"411","2020-08-03",11.2
"412","2020-08-04",12.16
"413","2020-08-05",12.37
"414","2020-08-06",12.88
"415","2020-08-07",12.86
"416","2020-08-10",13.19
"417","2020-08-11",13.79
"418","2020-08-12",13.49
"419","2020-08-13",13.68
"420","2020-08-14",13.56
"421","2020-08-17",13.97
"422","2020-08-18",12.97
"423","2020-08-19",12.15
"424","2020-08-20",13.76
"425","2020-08-21",14.64
"426","2020-08-24",14.09
"427","2020-08-25",12.2
"428","2020-08-26",12.94
"429","2020-08-27",12.71
"430","2020-08-28",12.28
"431","2020-08-31",12.5
"432","2020-09-01",12.49
"433","2020-09-02",12.01
"434","2020-09-03",11.51
"435","2020-09-04",11.44
"436","2020-09-08",11.49
"437","2020-09-09",11.43
"438","2020-09-10",10.91
"439","2020-09-11",10.66
"440","2020-09-14",11.64
"441","2020-09-15",11.57
"442","2020-09-16",11.34
"443","2020-09-17",11.24
"444","2020-09-18",11.9
"445","2020-09-21",11.68
"446","2020-09-22",11.66
"447","2020-09-23",11.55
"448","2020-09-24",11.72
"449","2020-09-25",11.86
"450","2020-09-28",11.98
"451","2020-09-29",11.9
"452","2020-09-30",11.94
"453","2020-10-01",12.49
"454","2020-10-02",12.25
"455","2020-10-05",12.57
"456","2020-10-06",12.32
"457","2020-10-07",12.5
"458","2020-10-08",12.5
"459","2020-10-09",12.55
"460","2020-10-12",12.51
"461","2020-10-13",11.77
"462","2020-10-14",11.89
"463","2020-10-15",11.56
"464","2020-10-16",12.02
"465","2020-10-19",12.13
"466","2020-10-20",12.44
"467","2020-10-21",12.36
"468","2020-10-22",12.14
"469","2020-10-23",12.49
"470","2020-10-26",11.81
"471","2020-10-27",11.99
"472","2020-10-28",11.16
"473","2020-10-29",11.56
"474","2020-10-30",11.52
"475","2020-11-02",10.75
"476","2020-11-03",10.49
"477","2020-11-04",10.87
"478","2020-11-05",11.1
"479","2020-11-06",12.07
"480","2020-11-09",12.2
"481","2020-11-10",11.52
"482","2020-11-11",11.99
"483","2020-11-12",12.38
"484","2020-11-13",12.95
"485","2020-11-16",12.29
"486","2020-11-17",12.5
"487","2020-11-18",12.23
"488","2020-11-19",12.38
"489","2020-11-20",12.45
"490","2020-11-23",13.43
"491","2020-11-24",13.66
"492","2020-11-25",13.66
"493","2020-11-27",13.19
