"","date","OYST"
"176","2020-07-15",25.09
"177","2020-07-16",25.01
"178","2020-07-17",25.120001
"179","2020-07-20",25.940001
"180","2020-07-21",26.530001
"181","2020-07-22",25.32
"182","2020-07-23",24.07
"183","2020-07-24",24.49
"184","2020-07-27",23.43
"185","2020-07-28",23.559999
"186","2020-07-29",23.34
"187","2020-07-30",23.42
"188","2020-07-31",22.370001
"189","2020-08-03",23.26
"190","2020-08-04",24.48
"191","2020-08-05",26.91
"192","2020-08-06",25.459999
"193","2020-08-07",25.24
"194","2020-08-10",25.879999
"195","2020-08-11",24.93
"196","2020-08-12",25.629999
"197","2020-08-13",25.16
"198","2020-08-14",25.219999
"199","2020-08-17",25.309999
"200","2020-08-18",24.82
"201","2020-08-19",23.93
"202","2020-08-20",22.82
"203","2020-08-21",22.9
"204","2020-08-24",22.82
"205","2020-08-25",22.860001
"206","2020-08-26",22.34
"207","2020-08-27",22.1
"208","2020-08-28",21.559999
"209","2020-08-31",22.76
"210","2020-09-01",22.469999
"211","2020-09-02",21.76
"212","2020-09-03",20.379999
"213","2020-09-04",20.040001
"214","2020-09-08",20.49
"215","2020-09-09",21.15
"216","2020-09-10",20.879999
"217","2020-09-11",20.82
"218","2020-09-14",22.15
"219","2020-09-15",22.059999
"220","2020-09-16",22.27
"221","2020-09-17",22.299999
"222","2020-09-18",20.99
"223","2020-09-21",20.299999
"224","2020-09-22",19.309999
"225","2020-09-23",17.83
"226","2020-09-24",18.24
"227","2020-09-25",19.08
"228","2020-09-28",19.190001
"229","2020-09-29",20.370001
"230","2020-09-30",21.110001
"231","2020-10-01",21.57
"232","2020-10-02",20.51
"233","2020-10-05",22.68
"234","2020-10-06",22.219999
"235","2020-10-07",22.98
"236","2020-10-08",24.190001
"237","2020-10-09",25.18
"238","2020-10-12",23.48
"239","2020-10-13",22.6
"240","2020-10-14",22.34
"241","2020-10-15",23.09
"242","2020-10-16",23.75
"243","2020-10-19",24.52
"244","2020-10-20",22.540001
"245","2020-10-21",22.51
"246","2020-10-22",22.280001
"247","2020-10-23",21.389999
"248","2020-10-26",20.98
"249","2020-10-27",20.66
"250","2020-10-28",19.559999
"251","2020-10-29",19.190001
"252","2020-10-30",19.83
"253","2020-11-02",22.530001
"254","2020-11-03",22.129999
"255","2020-11-04",22.49
"256","2020-11-05",22.969999
"257","2020-11-06",22.700001
"258","2020-11-09",24.76
"259","2020-11-10",24.01
"260","2020-11-11",24.200001
"261","2020-11-12",23.91
"262","2020-11-13",24.17
"263","2020-11-16",22.98
"264","2020-11-17",22.719999
"265","2020-11-18",21.709999
"266","2020-11-19",21.52
"267","2020-11-20",21.969999
"268","2020-11-23",21.629999
"269","2020-11-24",20.85
"270","2020-11-25",20.74
"271","2020-11-27",21.5
