"","date","LAIX"
"99","2019-02-20",11.9
"100","2019-02-21",11.9
"101","2019-02-22",13.15
"102","2019-02-25",12.3
"103","2019-02-26",12.62
"104","2019-02-27",12.5
"105","2019-02-28",11.83
"106","2019-03-01",12.12
"107","2019-03-04",12.33
"108","2019-03-05",12.52
"109","2019-03-06",12.2
"110","2019-03-07",11.82
"111","2019-03-08",11.65
"112","2019-03-11",11.03
"113","2019-03-12",10.8
"114","2019-03-13",10.16
"115","2019-03-14",10.36
"116","2019-03-15",10.5
"117","2019-03-18",10.3
"118","2019-03-19",10.7
"119","2019-03-20",9.98
"120","2019-03-21",9.76
"121","2019-03-22",9.8
"122","2019-03-25",8.73
"123","2019-03-26",9.09
"124","2019-03-27",9.08
"125","2019-03-28",9.08
"126","2019-03-29",9.44
"127","2019-04-01",10.6
"128","2019-04-02",11.11
"129","2019-04-03",12
"130","2019-04-04",11.2
"131","2019-04-05",11.07
"132","2019-04-08",11
"133","2019-04-09",10.63
"134","2019-04-10",10.77
"135","2019-04-11",11.2
"136","2019-04-12",10.98
"137","2019-04-15",11.2
"138","2019-04-16",11.18
"139","2019-04-17",11.18
"140","2019-04-18",11.18
"141","2019-04-22",11.18
"142","2019-04-23",10.83
"143","2019-04-24",10.62
"144","2019-04-25",10.66
"145","2019-04-26",11.05
"146","2019-04-29",11.15
"147","2019-04-30",11.2
"148","2019-05-01",11.48
"149","2019-05-02",11.04
"150","2019-05-03",10.84
"151","2019-05-06",10.86
"152","2019-05-07",10.86
"153","2019-05-08",10.86
"154","2019-05-09",10.65
"155","2019-05-10",10.6
"156","2019-05-13",10
"157","2019-05-14",10.25
"158","2019-05-15",9.99
"159","2019-05-16",10.2
"160","2019-05-17",9.87
"161","2019-05-20",9.78
"162","2019-05-21",10.5
"163","2019-05-22",10.25
"164","2019-05-23",9.32
"165","2019-05-24",9.36
"166","2019-05-28",9.88
"167","2019-05-29",9.83
"168","2019-05-30",9.75
"169","2019-05-31",9.75
"170","2019-06-03",9.91
"171","2019-06-04",10
"172","2019-06-05",9.99
"173","2019-06-06",9.99
"174","2019-06-07",10.1
"175","2019-06-10",9.81
"176","2019-06-11",9.89
"177","2019-06-12",9.61
"178","2019-06-13",9.61
"179","2019-06-14",9.78
"180","2019-06-17",10
"181","2019-06-18",10.03
"182","2019-06-19",10.01
"183","2019-06-20",10
"184","2019-06-21",10.15
"185","2019-06-24",10.21
"186","2019-06-25",10.2
"187","2019-06-26",10.48
"188","2019-06-27",10.48
"189","2019-06-28",10.48
"190","2019-07-01",10.48
"191","2019-07-02",10.47
"192","2019-07-03",10.45
"193","2019-07-05",10.41
"194","2019-07-08",10.41
"195","2019-07-09",10.41
"196","2019-07-10",10.38
"197","2019-07-11",10.41
"198","2019-07-12",10.05
"199","2019-07-15",10.05
"200","2019-07-16",10
"201","2019-07-17",10.05
"202","2019-07-18",9.85
"203","2019-07-19",9.85
"204","2019-07-22",9.86
"205","2019-07-23",9.86
"206","2019-07-24",9.86
"207","2019-07-25",9.56
"208","2019-07-26",9.5
"209","2019-07-29",9.58
"210","2019-07-30",9.56
"211","2019-07-31",9.59
"212","2019-08-01",9.57
"213","2019-08-02",9.83
"214","2019-08-05",9.7
"215","2019-08-06",9.64
"216","2019-08-07",9.51
"217","2019-08-08",9.45
"218","2019-08-09",9.2
"219","2019-08-12",8.6
"220","2019-08-13",8.66
"221","2019-08-14",8.57
"222","2019-08-15",8.63
"223","2019-08-16",9
"224","2019-08-19",8.98
"225","2019-08-20",8.97
"226","2019-08-21",8.96
"227","2019-08-22",8.74
"228","2019-08-23",8.29
"229","2019-08-26",8.01
"230","2019-08-27",6.25
"231","2019-08-28",6.34
"232","2019-08-29",6
"233","2019-08-30",6.2
"234","2019-09-03",6.03
"235","2019-09-04",5.45
"236","2019-09-05",5.46
"237","2019-09-06",5.31
"238","2019-09-09",5.13
"239","2019-09-10",5
"240","2019-09-11",5
"241","2019-09-12",5
"242","2019-09-13",5
"243","2019-09-16",5
"244","2019-09-17",4.81
"245","2019-09-18",4.54
"246","2019-09-19",4.3
"247","2019-09-20",4.15
"248","2019-09-23",4.29
"249","2019-09-24",4.47
"250","2019-09-25",4.47
"251","2019-09-26",4.35
"252","2019-09-27",4.2
"253","2019-09-30",4.3
"254","2019-10-01",4.51
"255","2019-10-02",4.39
"256","2019-10-03",4.41
"257","2019-10-04",4.47
"258","2019-10-07",4.22
"259","2019-10-08",4.26
"260","2019-10-09",4.35
"261","2019-10-10",4.28
"262","2019-10-11",4.09
"263","2019-10-14",3.7
"264","2019-10-15",3.36
"265","2019-10-16",3.13
"266","2019-10-17",3.13
"267","2019-10-18",3.18
"268","2019-10-21",3.22
"269","2019-10-22",3.14
"270","2019-10-23",3.17
"271","2019-10-24",3.25
"272","2019-10-25",3.35
"273","2019-10-28",3.37
"274","2019-10-29",3.39
"275","2019-10-30",3.31
"276","2019-10-31",3.3
"277","2019-11-01",3.32
"278","2019-11-04",3.39
"279","2019-11-05",3.39
"280","2019-11-06",3.45
"281","2019-11-07",3.38
"282","2019-11-08",3.38
"283","2019-11-11",3.29
"284","2019-11-12",3.28
"285","2019-11-13",3.26
"286","2019-11-14",3.29
"287","2019-11-15",3.44
"288","2019-11-18",3.27
"289","2019-11-19",3.27
"290","2019-11-20",2.03
"291","2019-11-21",2.1
"292","2019-11-22",2.16
"293","2019-11-25",2.22
"294","2019-11-26",2.25
"295","2019-11-27",2.39
"296","2019-11-29",2.79
"297","2019-12-02",2.65
"298","2019-12-03",2.65
"299","2019-12-04",2.62
"300","2019-12-05",2.61
"301","2019-12-06",2.61
"302","2019-12-09",2.38
"303","2019-12-10",2.38
"304","2019-12-11",2.43
"305","2019-12-12",2.81
"306","2019-12-13",3.32
"307","2019-12-16",3.25
"308","2019-12-17",3.28
"309","2019-12-18",4.11
"310","2019-12-19",4.14
"311","2019-12-20",7.68
"312","2019-12-23",6.45
"313","2019-12-24",6.05
"314","2019-12-26",5.72
"315","2019-12-27",4.93
"316","2019-12-30",4.8
"317","2019-12-31",4.86
"318","2020-01-02",4.82
"319","2020-01-03",5.61
"320","2020-01-06",5.39
"321","2020-01-07",5.66
"322","2020-01-08",5.38
"323","2020-01-09",5.47
"324","2020-01-10",4.99
"325","2020-01-13",5.62
"326","2020-01-14",5.74
"327","2020-01-15",6.4
"328","2020-01-16",5.9
"329","2020-01-17",6.2
"330","2020-01-21",5.65
"331","2020-01-22",5.59
"332","2020-01-23",5.33
"333","2020-01-24",5.41
"334","2020-01-27",4.6
"335","2020-01-28",4.74
"336","2020-01-29",4.85
"337","2020-01-30",4.66
"338","2020-01-31",4.6
"339","2020-02-03",4.46
"340","2020-02-04",4.55
"341","2020-02-05",4.5
"342","2020-02-06",4.66
"343","2020-02-07",4.56
"344","2020-02-10",5.25
"345","2020-02-11",5.26
"346","2020-02-12",4.85
"347","2020-02-13",4.62
"348","2020-02-14",4.72
"349","2020-02-18",4.75
"350","2020-02-19",4.69
"351","2020-02-20",4.58
"352","2020-02-21",4.66
"353","2020-02-24",4.67
"354","2020-02-25",4.57
"355","2020-02-26",4.69
"356","2020-02-27",4.5
"357","2020-02-28",4.23
"358","2020-03-02",4.41
"359","2020-03-03",4.5
"360","2020-03-04",4.54
"361","2020-03-05",4.75
"362","2020-03-06",4.74
"363","2020-03-09",4.3
"364","2020-03-10",4.69
"365","2020-03-11",4.87
"366","2020-03-12",4.48
"367","2020-03-13",3.79
"368","2020-03-16",3.67
"369","2020-03-17",4.16
"370","2020-03-18",3.77
"371","2020-03-19",3.23
"372","2020-03-20",3.1
"373","2020-03-23",3.13
"374","2020-03-24",3.5
"375","2020-03-25",3.35
"376","2020-03-26",3.61
"377","2020-03-27",3.77
"378","2020-03-30",3.48
"379","2020-03-31",3.88
"380","2020-04-01",3.45
"381","2020-04-02",3.23
"382","2020-04-03",3.2
"383","2020-04-06",3.29
"384","2020-04-07",3.3
"385","2020-04-08",3.01
"386","2020-04-09",3.17
"387","2020-04-13",3.28
"388","2020-04-14",3.49
"389","2020-04-15",3.19
"390","2020-04-16",3.08
"391","2020-04-17",3.29
"392","2020-04-20",3.28
"393","2020-04-21",3.46
"394","2020-04-22",3.19
"395","2020-04-23",3.23
"396","2020-04-24",3.15
"397","2020-04-27",3.16
"398","2020-04-28",3.16
"399","2020-04-29",3.55
"400","2020-04-30",3.44
"401","2020-05-01",3.39
"402","2020-05-04",3.41
"403","2020-05-05",3.08
"404","2020-05-06",3.24
"405","2020-05-07",3.48
"406","2020-05-08",3.28
"407","2020-05-11",3.36
"408","2020-05-12",3.31
"409","2020-05-13",3.5
"410","2020-05-14",3.5
"411","2020-05-15",3.48
"412","2020-05-18",3.31
"413","2020-05-19",3.36
"414","2020-05-20",3.39
"415","2020-05-21",3.2
"416","2020-05-22",3.15
"417","2020-05-26",3.32
"418","2020-05-27",3
"419","2020-05-28",2.99
"420","2020-05-29",2.92
"421","2020-06-01",2.75
"422","2020-06-02",2.74
"423","2020-06-03",3
"424","2020-06-04",2.75
"425","2020-06-05",3.03
"426","2020-06-08",2.87
"427","2020-06-09",2.88
"428","2020-06-10",2.86
"429","2020-06-11",2.89
"430","2020-06-12",2.81
"431","2020-06-15",2.84
"432","2020-06-16",2.7
"433","2020-06-17",2.64
"434","2020-06-18",2.7
"435","2020-06-19",2.65
"436","2020-06-22",2.6
"437","2020-06-23",2.63
"438","2020-06-24",2.59
"439","2020-06-25",2.61
"440","2020-06-26",2.5
"441","2020-06-29",2.5
"442","2020-06-30",2.5
"443","2020-07-01",2.63
"444","2020-07-02",2.55
"445","2020-07-06",2.68
"446","2020-07-07",2.66
"447","2020-07-08",2.81
"448","2020-07-09",2.65
"449","2020-07-10",2.7
"450","2020-07-13",3.07
"451","2020-07-14",2.7
"452","2020-07-15",2.9
"453","2020-07-16",2.95
"454","2020-07-17",3.06
"455","2020-07-20",2.97
"456","2020-07-21",3.04
"457","2020-07-22",2.96
"458","2020-07-23",3.01
"459","2020-07-24",2.95
"460","2020-07-27",2.89
"461","2020-07-28",2.79
"462","2020-07-29",2.88
"463","2020-07-30",2.79
"464","2020-07-31",2.88
"465","2020-08-03",2.73
"466","2020-08-04",2.76
"467","2020-08-05",2.88
"468","2020-08-06",2.81
"469","2020-08-07",2.84
"470","2020-08-10",2.77
"471","2020-08-11",2.8
"472","2020-08-12",2.71
"473","2020-08-13",2.73
"474","2020-08-14",2.68
"475","2020-08-17",2.65
"476","2020-08-18",2.8
"477","2020-08-19",2.67
"478","2020-08-20",2.67
"479","2020-08-21",2.63
"480","2020-08-24",2.62
"481","2020-08-25",2.65
"482","2020-08-26",2.6
"483","2020-08-27",2.2
"484","2020-08-28",2.3
"485","2020-08-31",2.3
"486","2020-09-01",2.23
"487","2020-09-02",2.11
"488","2020-09-03",2.11
"489","2020-09-04",2.07
"490","2020-09-08",2.05
"491","2020-09-09",2.04
"492","2020-09-10",2.05
"493","2020-09-11",2.02
"494","2020-09-14",2.02
"495","2020-09-15",2.01
"496","2020-09-16",1.98
"497","2020-09-17",2
"498","2020-09-18",1.98
"499","2020-09-21",1.94
"500","2020-09-22",1.94
"501","2020-09-23",1.94
"502","2020-09-24",1.96
"503","2020-09-25",1.95
"504","2020-09-28",2.06
"505","2020-09-29",1.86
"506","2020-09-30",1.81
"507","2020-10-01",1.79
"508","2020-10-02",1.95
"509","2020-10-05",1.98
"510","2020-10-06",1.87
"511","2020-10-07",1.9
"512","2020-10-08",2.04
"513","2020-10-09",2.05
"514","2020-10-12",2.25
"515","2020-10-13",2.09
"516","2020-10-14",2.1
"517","2020-10-15",2.18
"518","2020-10-16",2.12
"519","2020-10-19",2.16
"520","2020-10-20",2.23
"521","2020-10-21",2.16
"522","2020-10-22",2.2
"523","2020-10-23",2.33
"524","2020-10-26",2.39
"525","2020-10-27",2.31
"526","2020-10-28",2.18
"527","2020-10-29",1.85
"528","2020-10-30",1.86
"529","2020-11-02",1.66
"530","2020-11-03",1.65
"531","2020-11-04",1.71
"532","2020-11-05",1.68
"533","2020-11-06",1.45
"534","2020-11-09",1.58
"535","2020-11-10",1.51
"536","2020-11-11",1.54
"537","2020-11-12",1.48
"538","2020-11-13",1.5
"539","2020-11-16",1.56
"540","2020-11-17",1.52
"541","2020-11-18",1.55
"542","2020-11-19",1.68
"543","2020-11-20",1.75
"544","2020-11-23",1.73
"545","2020-11-24",1.77
"546","2020-11-25",1.88
"547","2020-11-27",1.71
