"","date","ADPT"
"178","2020-03-11",21.52
"179","2020-03-12",17.68
"180","2020-03-13",19.700001
"181","2020-03-16",16.959999
"182","2020-03-17",18.01
"183","2020-03-18",18.73
"184","2020-03-19",22.549999
"185","2020-03-20",22.93
"186","2020-03-23",22.66
"187","2020-03-24",23.59
"188","2020-03-25",25.290001
"189","2020-03-26",26.18
"190","2020-03-27",25.379999
"191","2020-03-30",27.120001
"192","2020-03-31",27.780001
"193","2020-04-01",27.51
"194","2020-04-02",28.129999
"195","2020-04-03",25.719999
"196","2020-04-06",28.1
"197","2020-04-07",24.950001
"198","2020-04-08",25.030001
"199","2020-04-09",25.77
"200","2020-04-13",26.879999
"201","2020-04-14",28.16
"202","2020-04-15",28.43
"203","2020-04-16",28.26
"204","2020-04-17",27.98
"205","2020-04-20",29.540001
"206","2020-04-21",29.639999
"207","2020-04-22",30.299999
"208","2020-04-23",28.5
"209","2020-04-24",29.1
"210","2020-04-27",32.02
"211","2020-04-28",31.98
"212","2020-04-29",32.52
"213","2020-04-30",32.009998
"214","2020-05-01",30.52
"215","2020-05-04",32.450001
"216","2020-05-05",33.02
"217","2020-05-06",33.860001
"218","2020-05-07",36.060001
"219","2020-05-08",36.040001
"220","2020-05-11",38.119999
"221","2020-05-12",38.060001
"222","2020-05-13",35.57
"223","2020-05-14",34.07
"224","2020-05-15",38.040001
"225","2020-05-18",39.299999
"226","2020-05-19",40.07
"227","2020-05-20",40.330002
"228","2020-05-21",40.040001
"229","2020-05-22",41.73
"230","2020-05-26",39.389999
"231","2020-05-27",39.080002
"232","2020-05-28",38.919998
"233","2020-05-29",38.700001
"234","2020-06-01",39.07
"235","2020-06-02",38.82
"236","2020-06-03",39.66
"237","2020-06-04",39.200001
"238","2020-06-05",38.73
"239","2020-06-08",39.419998
"240","2020-06-09",41.5
"241","2020-06-10",43.73
"242","2020-06-11",41.900002
"243","2020-06-12",42.709999
"244","2020-06-15",44.48
"245","2020-06-16",43.650002
"246","2020-06-17",44.200001
"247","2020-06-18",44.57
"248","2020-06-19",44.73
"249","2020-06-22",46
"250","2020-06-23",46.959999
"251","2020-06-24",45.830002
"252","2020-06-25",47.189999
"253","2020-06-26",46.290001
"254","2020-06-29",46.060001
"255","2020-06-30",48.380001
"256","2020-07-01",47.779999
"257","2020-07-02",47.490002
"258","2020-07-06",46.970001
"259","2020-07-07",46.549999
"260","2020-07-08",48.810001
"261","2020-07-09",48.540001
"262","2020-07-10",45.93
"263","2020-07-13",44.18
"264","2020-07-14",43.25
"265","2020-07-15",43.59
"266","2020-07-16",39.849998
"267","2020-07-17",39.889999
"268","2020-07-20",40.419998
"269","2020-07-21",38.73
"270","2020-07-22",38.16
"271","2020-07-23",37.060001
"272","2020-07-24",36.330002
"273","2020-07-27",37.849998
"274","2020-07-28",37.450001
"275","2020-07-29",38.389999
"276","2020-07-30",37.990002
"277","2020-07-31",37.32
"278","2020-08-03",39.43
"279","2020-08-04",40.240002
"280","2020-08-05",39.82
"281","2020-08-06",40.09
"282","2020-08-07",38.220001
"283","2020-08-10",37.599998
"284","2020-08-11",36.779999
"285","2020-08-12",38.360001
"286","2020-08-13",39.5
"287","2020-08-14",39.299999
"288","2020-08-17",41.040001
"289","2020-08-18",41.490002
"290","2020-08-19",43.150002
"291","2020-08-20",43.369999
"292","2020-08-21",43.240002
"293","2020-08-24",41.599998
"294","2020-08-25",41.82
"295","2020-08-26",41.009998
"296","2020-08-27",40.880001
"297","2020-08-28",40.810001
"298","2020-08-31",41.610001
"299","2020-09-01",41.720001
"300","2020-09-02",41.790001
"301","2020-09-03",36.740002
"302","2020-09-04",35.790001
"303","2020-09-08",36.240002
"304","2020-09-09",38.290001
"305","2020-09-10",39.169998
"306","2020-09-11",40.23
"307","2020-09-14",42.57
"308","2020-09-15",45.950001
"309","2020-09-16",45.740002
"310","2020-09-17",44.869999
"311","2020-09-18",46.349998
"312","2020-09-21",47.119999
"313","2020-09-22",48.07
"314","2020-09-23",48.209999
"315","2020-09-24",45.82
"316","2020-09-25",48.290001
"317","2020-09-28",48.369999
"318","2020-09-29",48.040001
"319","2020-09-30",48.630001
"320","2020-10-01",49.43
"321","2020-10-02",48.279999
"322","2020-10-05",49.07
"323","2020-10-06",48.82
"324","2020-10-07",50.43
"325","2020-10-08",50.779999
"326","2020-10-09",52.119999
"327","2020-10-12",52.869999
"328","2020-10-13",53.150002
"329","2020-10-14",51.889999
"330","2020-10-15",51.439999
"331","2020-10-16",51.689999
"332","2020-10-19",49.700001
"333","2020-10-20",48.23
"334","2020-10-21",46.945
"335","2020-10-22",46.93
"336","2020-10-23",49.5
"337","2020-10-26",49.950001
"338","2020-10-27",51.220001
"339","2020-10-28",50.990002
"340","2020-10-29",51.84
"341","2020-10-30",46.080002
"342","2020-11-02",45.84
"343","2020-11-03",48.220001
"344","2020-11-04",49.990002
"345","2020-11-05",50.959999
"346","2020-11-06",51.299999
"347","2020-11-09",48.080002
"348","2020-11-10",47.07
"349","2020-11-11",51.93
"350","2020-11-12",48.689999
"351","2020-11-13",49.099998
"352","2020-11-16",46.700001
"353","2020-11-17",45.82
"354","2020-11-18",48.470001
"355","2020-11-19",45.509998
"356","2020-11-20",46.400002
"357","2020-11-23",45.830002
"358","2020-11-24",45.009998
"359","2020-11-25",45.830002
"360","2020-11-27",47
