"","date","BBIO"
"142","2020-01-17",34.400002
"143","2020-01-21",32.23
"144","2020-01-22",34.16
"145","2020-01-23",34.389999
"146","2020-01-24",34.130001
"147","2020-01-27",34.799999
"148","2020-01-28",34.259998
"149","2020-01-29",34.240002
"150","2020-01-30",34.93
"151","2020-01-31",34.490002
"152","2020-02-03",34.810001
"153","2020-02-04",34.5
"154","2020-02-05",35
"155","2020-02-06",35.400002
"156","2020-02-07",34.994999
"157","2020-02-10",36.23
"158","2020-02-11",34.84
"159","2020-02-12",34.650002
"160","2020-02-13",34.049999
"161","2020-02-14",34.650002
"162","2020-02-18",34.07
"163","2020-02-19",35.169998
"164","2020-02-20",34.990002
"165","2020-02-21",36.139999
"166","2020-02-24",33.25
"167","2020-02-25",31.940001
"168","2020-02-26",32.700001
"169","2020-02-27",30.440001
"170","2020-02-28",31.879999
"171","2020-03-02",32.209999
"172","2020-03-03",32.59
"173","2020-03-04",31.059999
"174","2020-03-05",29.99
"175","2020-03-06",28.92
"176","2020-03-09",26.98
"177","2020-03-10",28.48
"178","2020-03-11",23.879999
"179","2020-03-12",20.280001
"180","2020-03-13",23.059999
"181","2020-03-16",17.65
"182","2020-03-17",16.82
"183","2020-03-18",16.110001
"184","2020-03-19",20.5
"185","2020-03-20",26.620001
"186","2020-03-23",24.190001
"187","2020-03-24",25.48
"188","2020-03-25",24.700001
"189","2020-03-26",27.389999
"190","2020-03-27",26.67
"191","2020-03-30",26.67
"192","2020-03-31",29
"193","2020-04-01",25.08
"194","2020-04-02",24.74
"195","2020-04-03",22.219999
"196","2020-04-06",24.995001
"197","2020-04-07",24.42
"198","2020-04-08",26.93
"199","2020-04-09",28.379999
"200","2020-04-13",27.18
"201","2020-04-14",29.040001
"202","2020-04-15",26.540001
"203","2020-04-16",26.540001
"204","2020-04-17",27.389999
"205","2020-04-20",27.620001
"206","2020-04-21",26.950001
"207","2020-04-22",28.559999
"208","2020-04-23",29.700001
"209","2020-04-24",31.09
"210","2020-04-27",31.74
"211","2020-04-28",30.6
"212","2020-04-29",31.780001
"213","2020-04-30",30.530001
"214","2020-05-01",28.969999
"215","2020-05-04",29.99
"216","2020-05-05",30.85
"217","2020-05-06",32.27
"218","2020-05-07",33.080002
"219","2020-05-08",34.040001
"220","2020-05-11",32.98
"221","2020-05-12",32.830002
"222","2020-05-13",30.780001
"223","2020-05-14",30.6
"224","2020-05-15",32.189999
"225","2020-05-18",34.82
"226","2020-05-19",34.5
"227","2020-05-20",34.900002
"228","2020-05-21",34.73
"229","2020-05-22",35
"230","2020-05-26",35.32
"231","2020-05-27",35.689999
"232","2020-05-28",35.110001
"233","2020-05-29",29.33
"234","2020-06-01",28.879999
"235","2020-06-02",29
"236","2020-06-03",28.860001
"237","2020-06-04",27.77
"238","2020-06-05",29.08
"239","2020-06-08",29.84
"240","2020-06-09",29.82
"241","2020-06-10",29.190001
"242","2020-06-11",27.790001
"243","2020-06-12",28.67
"244","2020-06-15",31.110001
"245","2020-06-16",31.709999
"246","2020-06-17",31.73
"247","2020-06-18",32.48
"248","2020-06-19",31.51
"249","2020-06-22",33.150002
"250","2020-06-23",32.619999
"251","2020-06-24",32.959999
"252","2020-06-25",34.32
"253","2020-06-26",33.200001
"254","2020-06-29",32.59
"255","2020-06-30",32.610001
"256","2020-07-01",30.34
"257","2020-07-02",29.76
"258","2020-07-06",29.67
"259","2020-07-07",30.42
"260","2020-07-08",31.469999
"261","2020-07-09",32.209999
"262","2020-07-10",31.58
"263","2020-07-13",29.83
"264","2020-07-14",28.049999
"265","2020-07-15",30.530001
"266","2020-07-16",30.68
"267","2020-07-17",31.530001
"268","2020-07-20",31.73
"269","2020-07-21",30.190001
"270","2020-07-22",30.885
"271","2020-07-23",30.68
"272","2020-07-24",30.25
"273","2020-07-27",32.369999
"274","2020-07-28",31.379999
"275","2020-07-29",28.98
"276","2020-07-30",29.709999
"277","2020-07-31",28.139999
"278","2020-08-03",27.200001
"279","2020-08-04",27.4
"280","2020-08-05",27.700001
"281","2020-08-06",27.85
"282","2020-08-07",28.379999
"283","2020-08-10",28.48
"284","2020-08-11",28.389999
"285","2020-08-12",28.889999
"286","2020-08-13",29.110001
"287","2020-08-14",28.530001
"288","2020-08-17",29.76
"289","2020-08-18",29.17
"290","2020-08-19",29.129999
"291","2020-08-20",28.26
"292","2020-08-21",28.17
"293","2020-08-24",28.799999
"294","2020-08-25",29.389999
"295","2020-08-26",29.129999
"296","2020-08-27",29.280001
"297","2020-08-28",29.59
"298","2020-08-31",29.860001
"299","2020-09-01",27.620001
"300","2020-09-02",28.379999
"301","2020-09-03",28.290001
"302","2020-09-04",28.92
"303","2020-09-08",32.09
"304","2020-09-09",33.150002
"305","2020-09-10",33.09
"306","2020-09-11",33.560001
"307","2020-09-14",36.459999
"308","2020-09-15",36.990002
"309","2020-09-16",37.380001
"310","2020-09-17",38.459999
"311","2020-09-18",42.189999
"312","2020-09-21",39.66
"313","2020-09-22",40.02
"314","2020-09-23",38.650002
"315","2020-09-24",37.77
"316","2020-09-25",36.66
"317","2020-09-28",36.84
"318","2020-09-29",37.099998
"319","2020-09-30",37.52
"320","2020-10-01",39.599998
"321","2020-10-02",39.599998
"322","2020-10-05",39.77
"323","2020-10-06",39.349998
"324","2020-10-07",40.310001
"325","2020-10-08",38.900002
"326","2020-10-09",39.34
"327","2020-10-12",39.869999
"328","2020-10-13",39.73
"329","2020-10-14",38.43
"330","2020-10-15",39.200001
"331","2020-10-16",40.970001
"332","2020-10-19",39.529999
"333","2020-10-20",39.290001
"334","2020-10-21",39.110001
"335","2020-10-22",40.209999
"336","2020-10-23",39.66
"337","2020-10-26",39.689999
"338","2020-10-27",39.759998
"339","2020-10-28",38.630001
"340","2020-10-29",39.009998
"341","2020-10-30",38.380001
"342","2020-11-02",38.57
"343","2020-11-03",39.880001
"344","2020-11-04",40.02
"345","2020-11-05",40.990002
"346","2020-11-06",39.375
"347","2020-11-09",40.349998
"348","2020-11-10",40.150002
"349","2020-11-11",40.970001
"350","2020-11-12",43.049999
"351","2020-11-13",43.52
"352","2020-11-16",44.330002
"353","2020-11-17",43.540001
"354","2020-11-18",43.349998
"355","2020-11-19",43.700001
"356","2020-11-20",44.23
"357","2020-11-23",46.439999
"358","2020-11-24",46.98
"359","2020-11-25",48.470001
"360","2020-11-27",49.130001
