"","date","OSG"
"1002","2020-06-04",2.2
"1003","2020-06-05",2.3
"1004","2020-06-08",2.49
"1005","2020-06-09",2.52
"1006","2020-06-10",2.5
"1007","2020-06-11",2.2
"1008","2020-06-12",2.19
"1009","2020-06-15",2.16
"1010","2020-06-16",2.09
"1011","2020-06-17",2.01
"1012","2020-06-18",2.07
"1013","2020-06-19",2.02
"1014","2020-06-22",2.03
"1015","2020-06-23",2
"1016","2020-06-24",1.94
"1017","2020-06-25",1.93
"1018","2020-06-26",1.76
"1019","2020-06-29",1.9
"1020","2020-06-30",1.86
"1021","2020-07-01",1.82
"1022","2020-07-02",1.77
"1023","2020-07-06",1.95
"1024","2020-07-07",1.95
"1025","2020-07-08",2.04
"1026","2020-07-09",2
"1027","2020-07-10",2.02
"1028","2020-07-13",2
"1029","2020-07-14",2.12
"1030","2020-07-15",2.18
"1031","2020-07-16",2.1
"1032","2020-07-17",2.08
"1033","2020-07-20",2.06
"1034","2020-07-21",2.07
"1035","2020-07-22",2.2
"1036","2020-07-23",2.27
"1037","2020-07-24",2.27
"1038","2020-07-27",2.41
"1039","2020-07-28",2.37
"1040","2020-07-29",2.47
"1041","2020-07-30",2.41
"1042","2020-07-31",2.31
"1043","2020-08-03",2.29
"1044","2020-08-04",2.3
"1045","2020-08-05",2.28
"1046","2020-08-06",2.25
"1047","2020-08-07",2.19
"1048","2020-08-10",2.33
"1049","2020-08-11",2.37
"1050","2020-08-12",2.34
"1051","2020-08-13",2.33
"1052","2020-08-14",2.35
"1053","2020-08-17",2.29
"1054","2020-08-18",2.24
"1055","2020-08-19",2.3
"1056","2020-08-20",2.22
"1057","2020-08-21",2.23
"1058","2020-08-24",2.26
"1059","2020-08-25",2.22
"1060","2020-08-26",2.17
"1061","2020-08-27",2.15
"1062","2020-08-28",2.17
"1063","2020-08-31",2.11
"1064","2020-09-01",2.17
"1065","2020-09-02",2.09
"1066","2020-09-03",2.06
"1067","2020-09-04",2.12
"1068","2020-09-08",2.16
"1069","2020-09-09",2.1
"1070","2020-09-10",2.16
"1071","2020-09-11",2.14
"1072","2020-09-14",2.18
"1073","2020-09-15",2.22
"1074","2020-09-16",2.28
"1075","2020-09-17",2.24
"1076","2020-09-18",2.24
"1077","2020-09-21",2.14
"1078","2020-09-22",2.13
"1079","2020-09-23",2.09
"1080","2020-09-24",2.04
"1081","2020-09-25",2.03
"1082","2020-09-28",2.11
"1083","2020-09-29",2.11
"1084","2020-09-30",2.14
"1085","2020-10-01",2.1
"1086","2020-10-02",2.14
"1087","2020-10-05",2.15
"1088","2020-10-06",2.1
"1089","2020-10-07",2.11
"1090","2020-10-08",2.2
"1091","2020-10-09",2.14
"1092","2020-10-12",2.13
"1093","2020-10-13",2.09
"1094","2020-10-14",2.08
"1095","2020-10-15",2.12
"1096","2020-10-16",2.1
"1097","2020-10-19",2.06
"1098","2020-10-20",2.06
"1099","2020-10-21",2.06
"1100","2020-10-22",2.09
"1101","2020-10-23",2.08
"1102","2020-10-26",2.05
"1103","2020-10-27",2.02
"1104","2020-10-28",1.93
"1105","2020-10-29",1.9
"1106","2020-10-30",1.91
"1107","2020-11-02",1.9
"1108","2020-11-03",1.92
"1109","2020-11-04",1.92
"1110","2020-11-05",1.91
"1111","2020-11-06",1.86
"1112","2020-11-09",1.96
"1113","2020-11-10",2.03
"1114","2020-11-11",2.05
"1115","2020-11-12",2
"1116","2020-11-13",2.07
"1117","2020-11-16",2.09
"1118","2020-11-17",2.14
"1119","2020-11-18",2.1
"1120","2020-11-19",2.08
"1121","2020-11-20",2.09
"1122","2020-11-23",2.18
"1123","2020-11-24",2.26
"1124","2020-11-25",2.22
"1125","2020-11-27",2.16
