"","date","WEI"
"389","2020-06-04",1.64
"390","2020-06-05",1.64
"391","2020-06-08",1.7
"392","2020-06-09",1.81
"393","2020-06-10",2
"394","2020-06-11",1.75
"395","2020-06-12",1.78
"396","2020-06-15",1.83
"397","2020-06-16",1.79
"398","2020-06-17",1.71
"399","2020-06-18",1.58
"400","2020-06-19",1.44
"401","2020-06-22",1.47
"402","2020-06-23",1.44
"403","2020-06-24",1.3
"404","2020-06-25",1.31
"405","2020-06-26",1.3
"406","2020-06-29",1.3
"407","2020-06-30",1.3
"408","2020-07-01",1.33
"409","2020-07-02",1.33
"410","2020-07-06",1.35
"411","2020-07-07",1.28
"412","2020-07-08",1.28
"413","2020-07-09",1.29
"414","2020-07-10",1.28
"415","2020-07-13",1.26
"416","2020-07-14",1.21
"417","2020-07-15",1.25
"418","2020-07-16",1.21
"419","2020-07-17",1.17
"420","2020-07-20",1.2
"421","2020-07-21",1.2
"422","2020-07-22",1.2
"423","2020-07-23",1.18
"424","2020-07-24",1.15
"425","2020-07-27",1.12
"426","2020-07-28",1.11
"427","2020-07-29",1.1
"428","2020-07-30",1.03
"429","2020-07-31",1.14
"430","2020-08-03",1.38
"431","2020-08-04",1.29
"432","2020-08-05",1.3
"433","2020-08-06",1.29
"434","2020-08-07",1.36
"435","2020-08-10",1.37
"436","2020-08-11",1.32
"437","2020-08-12",1.25
"438","2020-08-13",1.22
"439","2020-08-14",1.25
"440","2020-08-17",1.15
"441","2020-08-18",1.17
"442","2020-08-19",1.16
"443","2020-08-20",1.18
"444","2020-08-21",1.15
"445","2020-08-24",1.14
"446","2020-08-25",1.3
"447","2020-08-26",1.23
"448","2020-08-27",1.2
"449","2020-08-28",1.28
"450","2020-08-31",1.28
"451","2020-09-01",1.27
"452","2020-09-02",1.19
"453","2020-09-03",1.21
"454","2020-09-04",1.14
"455","2020-09-08",1.1
"456","2020-09-09",1.09
"457","2020-09-10",1.08
"458","2020-09-11",1.08
"459","2020-09-14",1.05
"460","2020-09-15",1.01
"461","2020-09-16",1.06
"462","2020-09-17",1.09
"463","2020-09-18",1.05
"464","2020-09-21",1.01
"465","2020-09-22",1.01
"466","2020-09-23",0.93
"467","2020-09-24",0.91
"468","2020-09-25",0.86
"469","2020-09-28",0.88
"470","2020-09-29",0.88
"471","2020-09-30",0.84
"472","2020-10-01",0.81
"473","2020-10-02",0.82
"474","2020-10-05",0.81
"475","2020-10-06",0.83
"476","2020-10-07",0.82
"477","2020-10-08",0.84
"478","2020-10-09",0.93
"479","2020-10-12",0.92
"480","2020-10-13",0.91
"481","2020-10-14",0.93
"482","2020-10-15",0.85
"483","2020-10-16",0.85
"484","2020-10-19",0.82
"485","2020-10-20",5.13
"486","2020-10-21",3
"487","2020-10-22",2.44
"488","2020-10-23",1.9
"489","2020-10-26",1.74
"490","2020-10-27",2.35
"491","2020-10-28",2.48
"492","2020-10-29",2.07
"493","2020-10-30",1.79
"494","2020-11-02",1.69
"495","2020-11-03",1.7
"496","2020-11-04",1.69
"497","2020-11-05",1.7
"498","2020-11-06",1.54
"499","2020-11-09",1.49
"500","2020-11-10",1.44
"501","2020-11-11",1.44
"502","2020-11-12",1.52
"503","2020-11-13",1.46
"504","2020-11-16",1.45
"505","2020-11-17",1.49
"506","2020-11-18",1.69
"507","2020-11-19",1.61
"508","2020-11-20",1.6
"509","2020-11-23",1.66
"510","2020-11-24",1.74
"511","2020-11-25",2.04
"512","2020-11-27",1.88
