"","date","AVTR"
"84","2019-09-16",15.3
"85","2019-09-17",16.040001
"86","2019-09-18",15.5
"87","2019-09-19",15.61
"88","2019-09-20",15.39
"89","2019-09-23",15.54
"90","2019-09-24",15.26
"91","2019-09-25",14.76
"92","2019-09-26",13.85
"93","2019-09-27",13.89
"94","2019-09-30",14.7
"95","2019-10-01",14.1
"96","2019-10-02",13.63
"97","2019-10-03",14.01
"98","2019-10-04",14.51
"99","2019-10-07",14.55
"100","2019-10-08",14.13
"101","2019-10-09",14.29
"102","2019-10-10",14.06
"103","2019-10-11",13.87
"104","2019-10-14",14.2
"105","2019-10-15",13.78
"106","2019-10-16",13.94
"107","2019-10-17",13.96
"108","2019-10-18",14.33
"109","2019-10-21",14.12
"110","2019-10-22",13.92
"111","2019-10-23",14.04
"112","2019-10-24",13.99
"113","2019-10-25",14.04
"114","2019-10-28",14.08
"115","2019-10-29",14.05
"116","2019-10-30",14.32
"117","2019-10-31",14.21
"118","2019-11-01",14.95
"119","2019-11-04",14.99
"120","2019-11-05",14.85
"121","2019-11-06",15.4
"122","2019-11-07",15.3
"123","2019-11-08",14.36
"124","2019-11-11",14.4
"125","2019-11-12",14.9
"126","2019-11-13",15.61
"127","2019-11-14",15.98
"128","2019-11-15",16.200001
"129","2019-11-18",15.51
"130","2019-11-19",15.88
"131","2019-11-20",16.059999
"132","2019-11-21",16.4
"133","2019-11-22",17.16
"134","2019-11-25",17.01
"135","2019-11-26",17.049999
"136","2019-11-27",17.09
"137","2019-11-29",17.129999
"138","2019-12-02",16.93
"139","2019-12-03",16.49
"140","2019-12-04",17.450001
"141","2019-12-05",17.6
"142","2019-12-06",18.209999
"143","2019-12-09",18.120001
"144","2019-12-10",18.5
"145","2019-12-11",18.52
"146","2019-12-12",18.34
"147","2019-12-13",18.120001
"148","2019-12-16",18.559999
"149","2019-12-17",18.530001
"150","2019-12-18",18.25
"151","2019-12-19",17.82
"152","2019-12-20",17.99
"153","2019-12-23",18.219999
"154","2019-12-24",18.15
"155","2019-12-26",18.139999
"156","2019-12-27",18.209999
"157","2019-12-30",18.049999
"158","2019-12-31",18.15
"159","2020-01-02",18.450001
"160","2020-01-03",18.4
"161","2020-01-06",18.49
"162","2020-01-07",18.879999
"163","2020-01-08",18.67
"164","2020-01-09",18.139999
"165","2020-01-10",18.200001
"166","2020-01-13",18.18
"167","2020-01-14",17.74
"168","2020-01-15",18.469999
"169","2020-01-16",18.950001
"170","2020-01-17",19.200001
"171","2020-01-21",19.129999
"172","2020-01-22",18.940001
"173","2020-01-23",18.77
"174","2020-01-24",18.700001
"175","2020-01-27",18.24
"176","2020-01-28",18.5
"177","2020-01-29",18.780001
"178","2020-01-30",18.549999
"179","2020-01-31",18.469999
"180","2020-02-03",18.6
"181","2020-02-04",18.75
"182","2020-02-05",19.1
"183","2020-02-06",19.24
"184","2020-02-07",17.52
"185","2020-02-10",17.040001
"186","2020-02-11",17.4
"187","2020-02-12",17.790001
"188","2020-02-13",17.67
"189","2020-02-14",17.809999
"190","2020-02-18",17.610001
"191","2020-02-19",17.959999
"192","2020-02-20",17.67
"193","2020-02-21",17.84
"194","2020-02-24",16.9
"195","2020-02-25",16.370001
"196","2020-02-26",16.32
"197","2020-02-27",15.95
"198","2020-02-28",15.75
"199","2020-03-02",16
"200","2020-03-03",15.92
"201","2020-03-04",16.209999
"202","2020-03-05",15.47
"203","2020-03-06",15.1
"204","2020-03-09",12.77
"205","2020-03-10",13.83
"206","2020-03-11",12.92
"207","2020-03-12",11.08
"208","2020-03-13",11.81
"209","2020-03-16",10.05
"210","2020-03-17",10.01
"211","2020-03-18",8.27
"212","2020-03-19",10.31
"213","2020-03-20",10.41
"214","2020-03-23",10.18
"215","2020-03-24",11.45
"216","2020-03-25",11.12
"217","2020-03-26",12.09
"218","2020-03-27",11.6
"219","2020-03-30",11.9
"220","2020-03-31",12.49
"221","2020-04-01",11.78
"222","2020-04-02",12.36
"223","2020-04-03",12.18
"224","2020-04-06",13.13
"225","2020-04-07",12.96
"226","2020-04-08",13.09
"227","2020-04-09",13.92
"228","2020-04-13",13.89
"229","2020-04-14",14.27
"230","2020-04-15",13.61
"231","2020-04-16",13.61
"232","2020-04-17",13.68
"233","2020-04-20",13.64
"234","2020-04-21",12.86
"235","2020-04-22",13.77
"236","2020-04-23",13.71
"237","2020-04-24",14.04
"238","2020-04-27",14.21
"239","2020-04-28",13.81
"240","2020-04-29",14.7
"241","2020-04-30",16.809999
"242","2020-05-01",16.809999
"243","2020-05-04",16.959999
"244","2020-05-05",16.969999
"245","2020-05-06",17.1
"246","2020-05-07",17.08
"247","2020-05-08",17.280001
"248","2020-05-11",18.09
"249","2020-05-12",17.889999
"250","2020-05-13",17.49
"251","2020-05-14",17.75
"252","2020-05-15",17.860001
"253","2020-05-18",18.280001
"254","2020-05-19",17.25
"255","2020-05-20",17
"256","2020-05-21",16.540001
"257","2020-05-22",17.83
"258","2020-05-26",17.82
"259","2020-05-27",18.68
"260","2020-05-28",18.33
"261","2020-05-29",18.969999
"262","2020-06-01",18.27
"263","2020-06-02",18.99
"264","2020-06-03",19.24
"265","2020-06-04",18.48
"266","2020-06-05",18.17
"267","2020-06-08",18.209999
"268","2020-06-09",17.85
"269","2020-06-10",17.85
"270","2020-06-11",16.66
"271","2020-06-12",16.98
"272","2020-06-15",17.23
"273","2020-06-16",17.719999
"274","2020-06-17",17.68
"275","2020-06-18",17.48
"276","2020-06-19",17.629999
"277","2020-06-22",17.309999
"278","2020-06-23",17.75
"279","2020-06-24",16.91
"280","2020-06-25",16.84
"281","2020-06-26",16.76
"282","2020-06-29",16.5
"283","2020-06-30",17
"284","2020-07-01",16.99
"285","2020-07-02",17.530001
"286","2020-07-06",18.16
"287","2020-07-07",18.450001
"288","2020-07-08",18.719999
"289","2020-07-09",18.690001
"290","2020-07-10",18.209999
"291","2020-07-13",18
"292","2020-07-14",18.139999
"293","2020-07-15",19.209999
"294","2020-07-16",18.77
"295","2020-07-17",18.75
"296","2020-07-20",18.77
"297","2020-07-21",18.66
"298","2020-07-22",18.809999
"299","2020-07-23",18.870001
"300","2020-07-24",18.48
"301","2020-07-27",19.549999
"302","2020-07-28",18.950001
"303","2020-07-29",19.639999
"304","2020-07-30",22.1
"305","2020-07-31",22.08
"306","2020-08-03",22.42
"307","2020-08-04",22.17
"308","2020-08-05",22.389999
"309","2020-08-06",22.18
"310","2020-08-07",21.67
"311","2020-08-10",20.700001
"312","2020-08-11",20.32
"313","2020-08-12",20.969999
"314","2020-08-13",21.1
"315","2020-08-14",20.68
"316","2020-08-17",20.549999
"317","2020-08-18",20.860001
"318","2020-08-19",20.85
"319","2020-08-20",21.17
"320","2020-08-21",22.35
"321","2020-08-24",21.42
"322","2020-08-25",21.84
"323","2020-08-26",21.75
"324","2020-08-27",21.85
"325","2020-08-28",21.99
"326","2020-08-31",22.57
"327","2020-09-01",22.57
"328","2020-09-02",22.41
"329","2020-09-03",21.48
"330","2020-09-04",21.209999
"331","2020-09-08",21.08
"332","2020-09-09",22
"333","2020-09-10",21.82
"334","2020-09-11",21.5
"335","2020-09-14",21.940001
"336","2020-09-15",21.76
"337","2020-09-16",22.77
"338","2020-09-17",22.49
"339","2020-09-18",22.27
"340","2020-09-21",22.790001
"341","2020-09-22",22.309999
"342","2020-09-23",22.17
"343","2020-09-24",21.5
"344","2020-09-25",22.030001
"345","2020-09-28",22.299999
"346","2020-09-29",22.5
"347","2020-09-30",22.49
"348","2020-10-01",23.08
"349","2020-10-02",22.9
"350","2020-10-05",23.469999
"351","2020-10-06",23.370001
"352","2020-10-07",24.25
"353","2020-10-08",24.299999
"354","2020-10-09",24.48
"355","2020-10-12",24.620001
"356","2020-10-13",24.07
"357","2020-10-14",23.719999
"358","2020-10-15",24.02
"359","2020-10-16",24.459999
"360","2020-10-19",24.26
"361","2020-10-20",24.959999
"362","2020-10-21",24.709999
"363","2020-10-22",25.450001
"364","2020-10-23",24.9
"365","2020-10-26",24.73
"366","2020-10-27",24.440001
"367","2020-10-28",23.370001
"368","2020-10-29",23
"369","2020-10-30",23.27
"370","2020-11-02",23.41
"371","2020-11-03",23.709999
"372","2020-11-04",24.48
"373","2020-11-05",25.379999
"374","2020-11-06",26.92
"375","2020-11-09",26.809999
"376","2020-11-10",26.120001
"377","2020-11-11",26.67
"378","2020-11-12",26.32
"379","2020-11-13",26.74
"380","2020-11-16",27.07
"381","2020-11-17",27.6
"382","2020-11-18",26.549999
"383","2020-11-19",26.59
"384","2020-11-20",25.92
"385","2020-11-23",25.9
"386","2020-11-24",25.959999
"387","2020-11-25",26.040001
"388","2020-11-27",26.35
