"","date","MRNA"
"198","2019-09-20",18.07
"199","2019-09-23",17.83
"200","2019-09-24",17.82
"201","2019-09-25",17.18
"202","2019-09-26",16.34
"203","2019-09-27",15.9
"204","2019-09-30",15.92
"205","2019-10-01",14.81
"206","2019-10-02",14.86
"207","2019-10-03",15.07
"208","2019-10-04",15.51
"209","2019-10-07",15.47
"210","2019-10-08",15.31
"211","2019-10-09",14.2
"212","2019-10-10",14.16
"213","2019-10-11",14.055
"214","2019-10-14",13.93
"215","2019-10-15",14.33
"216","2019-10-16",14.15
"217","2019-10-17",14.54
"218","2019-10-18",14.81
"219","2019-10-21",15.5
"220","2019-10-22",15.92
"221","2019-10-23",16.9
"222","2019-10-24",16.59
"223","2019-10-25",17.01
"224","2019-10-28",17.030001
"225","2019-10-29",16.99
"226","2019-10-30",17.139999
"227","2019-10-31",16.75
"228","2019-11-01",15.66
"229","2019-11-04",16.799999
"230","2019-11-05",16.889999
"231","2019-11-06",16.129999
"232","2019-11-07",17.5
"233","2019-11-08",17.49
"234","2019-11-11",17.4
"235","2019-11-12",17.99
"236","2019-11-13",18.25
"237","2019-11-14",18.34
"238","2019-11-15",19.370001
"239","2019-11-18",19.450001
"240","2019-11-19",19.360001
"241","2019-11-20",20.18
"242","2019-11-21",20.200001
"243","2019-11-22",20.690001
"244","2019-11-25",20
"245","2019-11-26",20.33
"246","2019-11-27",20.370001
"247","2019-11-29",20.360001
"248","2019-12-02",19.76
"249","2019-12-03",21.280001
"250","2019-12-04",21.27
"251","2019-12-05",20.639999
"252","2019-12-06",18.940001
"253","2019-12-09",18.780001
"254","2019-12-10",18.870001
"255","2019-12-11",18.65
"256","2019-12-12",18.450001
"257","2019-12-13",18.620001
"258","2019-12-16",18.52
"259","2019-12-17",18.440001
"260","2019-12-18",18.639999
"261","2019-12-19",19.41
"262","2019-12-20",19.83
"263","2019-12-23",19.700001
"264","2019-12-24",19.75
"265","2019-12-26",19.860001
"266","2019-12-27",19.52
"267","2019-12-30",19.049999
"268","2019-12-31",19.559999
"269","2020-01-02",19.23
"270","2020-01-03",18.889999
"271","2020-01-06",18.129999
"272","2020-01-07",17.780001
"273","2020-01-08",17.98
"274","2020-01-09",18.4
"275","2020-01-10",19.139999
"276","2020-01-13",20.26
"277","2020-01-14",20
"278","2020-01-15",20.24
"279","2020-01-16",21.01
"280","2020-01-17",20.620001
"281","2020-01-21",20.940001
"282","2020-01-22",21.969999
"283","2020-01-23",21.469999
"284","2020-01-24",21.120001
"285","2020-01-27",22.74
"286","2020-01-28",22.360001
"287","2020-01-29",20.549999
"288","2020-01-30",20.99
"289","2020-01-31",20.51
"290","2020-02-03",20.379999
"291","2020-02-04",20.870001
"292","2020-02-05",20.049999
"293","2020-02-06",19.879999
"294","2020-02-07",23.24
"295","2020-02-10",23.65
"296","2020-02-11",21.35
"297","2020-02-12",19.01
"298","2020-02-13",19.045
"299","2020-02-14",19
"300","2020-02-18",18.91
"301","2020-02-19",18.92
"302","2020-02-20",18.540001
"303","2020-02-21",18.23
"304","2020-02-24",18.59
"305","2020-02-25",23.76
"306","2020-02-26",29.16
"307","2020-02-27",26.16
"308","2020-02-28",25.93
"309","2020-03-02",29.879999
"310","2020-03-03",27.91
"311","2020-03-04",27.49
"312","2020-03-05",28.01
"313","2020-03-06",29.610001
"314","2020-03-09",24.290001
"315","2020-03-10",22.34
"316","2020-03-11",23.610001
"317","2020-03-12",22.299999
"318","2020-03-13",21.299999
"319","2020-03-16",26.49
"320","2020-03-17",28.18
"321","2020-03-18",31.58
"322","2020-03-19",28.27
"323","2020-03-20",28.200001
"324","2020-03-23",26.57
"325","2020-03-24",25.82
"326","2020-03-25",27.129999
"327","2020-03-26",27.940001
"328","2020-03-27",30.049999
"329","2020-03-30",30.48
"330","2020-03-31",29.950001
"331","2020-04-01",29.67
"332","2020-04-02",33.200001
"333","2020-04-03",34.84
"334","2020-04-06",34.639999
"335","2020-04-07",32.02
"336","2020-04-08",32.419998
"337","2020-04-09",31.860001
"338","2020-04-13",32.900002
"339","2020-04-14",34.66
"340","2020-04-15",37.25
"341","2020-04-16",40.599998
"342","2020-04-17",46.849998
"343","2020-04-20",51.689999
"344","2020-04-21",49.259998
"345","2020-04-22",51.200001
"346","2020-04-23",47.439999
"347","2020-04-24",50.5
"348","2020-04-27",48.049999
"349","2020-04-28",47.880001
"350","2020-04-29",46.369999
"351","2020-04-30",45.990002
"352","2020-05-01",47.93
"353","2020-05-04",50.5
"354","2020-05-05",49.34
"355","2020-05-06",48.950001
"356","2020-05-07",53.189999
"357","2020-05-08",59.25
"358","2020-05-11",66.900002
"359","2020-05-12",62.349998
"360","2020-05-13",65.18
"361","2020-05-14",64.559998
"362","2020-05-15",66.690002
"363","2020-05-18",80
"364","2020-05-19",71.669998
"365","2020-05-20",73.470001
"366","2020-05-21",67.050003
"367","2020-05-22",69
"368","2020-05-26",57.709999
"369","2020-05-27",52.18
"370","2020-05-28",55.540001
"371","2020-05-29",61.5
"372","2020-06-01",62.18
"373","2020-06-02",59.869999
"374","2020-06-03",59.889999
"375","2020-06-04",60.59
"376","2020-06-05",58.189999
"377","2020-06-08",59.099998
"378","2020-06-09",58.23
"379","2020-06-10",60.07
"380","2020-06-11",60.200001
"381","2020-06-12",62
"382","2020-06-15",66.57
"383","2020-06-16",64.339996
"384","2020-06-17",63.310001
"385","2020-06-18",64.949997
"386","2020-06-19",66.349998
"387","2020-06-22",64.75
"388","2020-06-23",62.939999
"389","2020-06-24",64.839996
"390","2020-06-25",62
"391","2020-06-26",61.279999
"392","2020-06-29",62.080002
"393","2020-06-30",64.209999
"394","2020-07-01",61.59
"395","2020-07-02",58.57
"396","2020-07-06",59.150002
"397","2020-07-07",61.09
"398","2020-07-08",61.580002
"399","2020-07-09",64.959999
"400","2020-07-10",62.610001
"401","2020-07-13",71.779999
"402","2020-07-14",75.040001
"403","2020-07-15",80.220001
"404","2020-07-16",81.809998
"405","2020-07-17",94.849998
"406","2020-07-20",82.68
"407","2020-07-21",80.860001
"408","2020-07-22",83.224998
"409","2020-07-23",75.330002
"410","2020-07-24",73.209999
"411","2020-07-27",79.910004
"412","2020-07-28",81.489998
"413","2020-07-29",79.510002
"414","2020-07-30",77.629997
"415","2020-07-31",74.099998
"416","2020-08-03",77.980003
"417","2020-08-04",78.459999
"418","2020-08-05",75.800003
"419","2020-08-06",73.760002
"420","2020-08-07",74.099998
"421","2020-08-10",72.010002
"422","2020-08-11",68.970001
"423","2020-08-12",69.519997
"424","2020-08-13",67.830002
"425","2020-08-14",69.150002
"426","2020-08-17",69.760002
"427","2020-08-18",67.029999
"428","2020-08-19",68
"429","2020-08-20",67.809998
"430","2020-08-21",66.449997
"431","2020-08-24",64.879997
"432","2020-08-25",66.25
"433","2020-08-26",70.5
"434","2020-08-27",68.029999
"435","2020-08-28",67.489998
"436","2020-08-31",64.889999
"437","2020-09-01",63.32
"438","2020-09-02",64.720001
"439","2020-09-03",64.839996
"440","2020-09-04",62.599998
"441","2020-09-08",54.34
"442","2020-09-09",56.900002
"443","2020-09-10",57.560001
"444","2020-09-11",59.34
"445","2020-09-14",63.669998
"446","2020-09-15",66.879997
"447","2020-09-16",68.839996
"448","2020-09-17",67.889999
"449","2020-09-18",69.870003
"450","2020-09-21",69.260002
"451","2020-09-22",68.720001
"452","2020-09-23",67.160004
"453","2020-09-24",65.169998
"454","2020-09-25",69.470001
"455","2020-09-28",70.550003
"456","2020-09-29",70.519997
"457","2020-09-30",70.75
"458","2020-10-01",70.029999
"459","2020-10-02",68.809998
"460","2020-10-05",71.949997
"461","2020-10-06",71.040001
"462","2020-10-07",72.370003
"463","2020-10-08",72.93
"464","2020-10-09",73
"465","2020-10-12",75.309998
"466","2020-10-13",78.290001
"467","2020-10-14",76.559998
"468","2020-10-15",75.580002
"469","2020-10-16",73.940002
"470","2020-10-19",70.959999
"471","2020-10-20",71.309998
"472","2020-10-21",68.370003
"473","2020-10-22",70.839996
"474","2020-10-23",70.529999
"475","2020-10-26",70.239998
"476","2020-10-27",70.669998
"477","2020-10-28",65.739998
"478","2020-10-29",71.279999
"479","2020-10-30",67.470001
"480","2020-11-02",67.110001
"481","2020-11-03",69.080002
"482","2020-11-04",69.809998
"483","2020-11-05",71.480003
"484","2020-11-06",72.449997
"485","2020-11-09",77.739998
"486","2020-11-10",76.050003
"487","2020-11-11",82.440002
"488","2020-11-12",87.809998
"489","2020-11-13",89.389999
"490","2020-11-16",97.949997
"491","2020-11-17",93.150002
"492","2020-11-18",88.889999
"493","2020-11-19",92.769997
"494","2020-11-20",97.610001
"495","2020-11-23",101.029999
"496","2020-11-24",98.559998
"497","2020-11-25",109.18
"498","2020-11-27",127.029999
