"","date","NXST"
"177","2007-09-14",9.75
"178","2007-09-17",9.6
"179","2007-09-18",10.12
"180","2007-09-19",10.82
"181","2007-09-20",10.89
"182","2007-09-21",10.59
"183","2007-09-24",10.46
"184","2007-09-25",10.5
"185","2007-09-26",10.82
"186","2007-09-27",10.63
"187","2007-09-28",10.49
"188","2007-10-01",10.7
"189","2007-10-02",10.69
"190","2007-10-03",9.96
"191","2007-10-04",10
"192","2007-10-05",10.3
"193","2007-10-08",10.53
"194","2007-10-09",10.29
"195","2007-10-10",9.97
"196","2007-10-11",9.94
"197","2007-10-12",9.86
"198","2007-10-15",9.65
"199","2007-10-16",9.63
"200","2007-10-17",9.62
"201","2007-10-18",9.64
"202","2007-10-19",9.22
"203","2007-10-22",9.43
"204","2007-10-23",9.07
"205","2007-10-24",9.35
"206","2007-10-25",9.4
"207","2007-10-26",9.99
"208","2007-10-29",9.75
"209","2007-10-30",9.48
"210","2007-10-31",9.43
"211","2007-11-01",9.05
"212","2007-11-02",9.05
"213","2007-11-05",9.16
"214","2007-11-06",9.55
"215","2007-11-07",9.01
"216","2007-11-08",9.68
"217","2007-11-09",9.22
"218","2007-11-12",9.34
"219","2007-11-13",9.6
"220","2007-11-14",9.7
"221","2007-11-15",9.7
"222","2007-11-16",9.15
"223","2007-11-19",9.01
"224","2007-11-20",9
"225","2007-11-21",8.63
"226","2007-11-23",9.51
"227","2007-11-26",8.74
"228","2007-11-27",8.72
"229","2007-11-28",9.07
"230","2007-11-29",8.92
"231","2007-11-30",9.07
"232","2007-12-03",8.9
"233","2007-12-04",8.67
"234","2007-12-05",8.15
"235","2007-12-06",8.26
"236","2007-12-07",8.51
"237","2007-12-10",8.4
"238","2007-12-11",8.14
"239","2007-12-12",8.04
"240","2007-12-13",8.17
"241","2007-12-14",8.3
"242","2007-12-17",8.33
"243","2007-12-18",8.98
"244","2007-12-19",9
"245","2007-12-20",9.02
"246","2007-12-21",9.15
"247","2007-12-24",9.16
"248","2007-12-26",9.12
"249","2007-12-27",8.87
"250","2007-12-28",9.02
"251","2007-12-31",9.14
"252","2008-01-02",8.94
"253","2008-01-03",8.5
"254","2008-01-04",8.58
"255","2008-01-07",8.45
"256","2008-01-08",8.07
"257","2008-01-09",8.55
"258","2008-01-10",8.72
"259","2008-01-11",8.08
"260","2008-01-14",8.01
"261","2008-01-15",8.01
"262","2008-01-16",8.5
"263","2008-01-17",7.84
"264","2008-01-18",8.04
"265","2008-01-22",8.24
"266","2008-01-23",7.98
"267","2008-01-24",7.94
"268","2008-01-25",7.69
"269","2008-01-28",7.66
"270","2008-01-29",7.41
"271","2008-01-30",7.4
"272","2008-01-31",7.6
"273","2008-02-01",7.77
"274","2008-02-04",7.79
"275","2008-02-05",7.72
"276","2008-02-06",7.39
"277","2008-02-07",7.47
"278","2008-02-08",7.38
"279","2008-02-11",7.56
"280","2008-02-12",7.43
"281","2008-02-13",7.99
"282","2008-02-14",7.88
"283","2008-02-15",7.76
"284","2008-02-19",7.77
"285","2008-02-20",7.82
"286","2008-02-21",7.46
"287","2008-02-22",7.79
"288","2008-02-25",7.97
"289","2008-02-26",7.78
"290","2008-02-27",7.81
"291","2008-02-28",7.71
"292","2008-02-29",7.4
"293","2008-03-03",7.68
"294","2008-03-04",7.6
"295","2008-03-05",7.66
"296","2008-03-06",6.72
"297","2008-03-07",6.53
"298","2008-03-10",6.45
"299","2008-03-11",6.54
"300","2008-03-12",6.5
"301","2008-03-13",6.45
"302","2008-03-14",6.14
"303","2008-03-17",5.96
"304","2008-03-18",6.2
"305","2008-03-19",6.06
"306","2008-03-20",6.24
"307","2008-03-24",6.39
"308","2008-03-25",6.49
"309","2008-03-26",6.2
"310","2008-03-27",6.09
"311","2008-03-28",5.93
"312","2008-03-31",5.9
"313","2008-04-01",6.06
"314","2008-04-02",6.15
"315","2008-04-03",6.35
"316","2008-04-04",6.19
"317","2008-04-07",6.18
"318","2008-04-08",6.33
"319","2008-04-09",5.91
"320","2008-04-10",6.05
"321","2008-04-11",5.66
"322","2008-04-14",5.45
"323","2008-04-15",5.42
"324","2008-04-16",5.55
"325","2008-04-17",5.5
"326","2008-04-18",5.7
"327","2008-04-21",5.5
"328","2008-04-22",5.61
"329","2008-04-23",5.79
"330","2008-04-24",5.86
"331","2008-04-25",6
"332","2008-04-28",5.97
"333","2008-04-29",5.81
"334","2008-04-30",5.64
"335","2008-05-01",5.44
"336","2008-05-02",5.46
"337","2008-05-05",5.48
"338","2008-05-06",5.79
"339","2008-05-07",5.98
"340","2008-05-08",6
"341","2008-05-09",6.23
"342","2008-05-12",6.34
"343","2008-05-13",6.5
"344","2008-05-14",6.2
"345","2008-05-15",5.84
"346","2008-05-16",5.87
"347","2008-05-19",5.9
"348","2008-05-20",5.71
"349","2008-05-21",5.71
"350","2008-05-22",5.94
"351","2008-05-23",5.91
"352","2008-05-27",6.07
"353","2008-05-28",5.96
"354","2008-05-29",5.78
"355","2008-05-30",5.75
"356","2008-06-02",5.08
"357","2008-06-03",5.02
"358","2008-06-04",5.16
"359","2008-06-05",5.17
"360","2008-06-06",5.02
"361","2008-06-09",5.04
"362","2008-06-10",5.13
"363","2008-06-11",4.61
"364","2008-06-12",4.41
"365","2008-06-13",4.56
"366","2008-06-16",4.53
"367","2008-06-17",4.51
"368","2008-06-18",4.76
"369","2008-06-19",5.04
"370","2008-06-20",4.8
"371","2008-06-23",4.62
"372","2008-06-24",4.41
"373","2008-06-25",4.39
"374","2008-06-26",4.25
"375","2008-06-27",4.19
"376","2008-06-30",4.09
"377","2008-07-01",3.65
"378","2008-07-02",3.92
"379","2008-07-03",3.59
"380","2008-07-07",3.19
"381","2008-07-08",2.98
"382","2008-07-09",2.89
"383","2008-07-10",2.97
"384","2008-07-11",2.62
"385","2008-07-14",2.58
"386","2008-07-15",2.33
"387","2008-07-16",2.73
"388","2008-07-17",2.73
"389","2008-07-18",3
"390","2008-07-21",2.98
"391","2008-07-22",3.14
"392","2008-07-23",3.29
"393","2008-07-24",3.34
"394","2008-07-25",3.31
"395","2008-07-28",3
"396","2008-07-29",2.97
"397","2008-07-30",3
"398","2008-07-31",2.95
"399","2008-08-01",3.1
"400","2008-08-04",3.04
"401","2008-08-05",3.23
"402","2008-08-06",3.1
"403","2008-08-07",3.23
"404","2008-08-08",3.37
"405","2008-08-11",3.31
"406","2008-08-12",3.44
"407","2008-08-13",3.36
"408","2008-08-14",3.73
"409","2008-08-15",3.7
"410","2008-08-18",3.39
"411","2008-08-19",3.59
"412","2008-08-20",3.67
"413","2008-08-21",3.55
"414","2008-08-22",3.58
"415","2008-08-25",3.44
"416","2008-08-26",3.45
"417","2008-08-27",3.53
"418","2008-08-28",3.51
"419","2008-08-29",3.61
"420","2008-09-02",3.39
"421","2008-09-03",3.37
"422","2008-09-04",3.45
"423","2008-09-05",3.5
"424","2008-09-08",3.52
"425","2008-09-09",3.36
"426","2008-09-10",3.56
"427","2008-09-11",3.24
"428","2008-09-12",3.2
"429","2008-09-15",3.11
"430","2008-09-16",2.75
"431","2008-09-17",2.61
"432","2008-09-18",3.05
"433","2008-09-19",3.37
"434","2008-09-22",3.46
"435","2008-09-23",3.01
"436","2008-09-24",2.9
"437","2008-09-25",2.42
"438","2008-09-26",2.48
"439","2008-09-29",2.84
"440","2008-09-30",2.22
"441","2008-10-01",1.97
"442","2008-10-02",1.7
"443","2008-10-03",1.73
"444","2008-10-06",1.51
"445","2008-10-07",2.06
"446","2008-10-08",1.57
"447","2008-10-09",1.73
"448","2008-10-10",1.47
"449","2008-10-13",1.55
"450","2008-10-14",1.5
"451","2008-10-15",1.36
"452","2008-10-16",1.04
"453","2008-10-17",1.19
"454","2008-10-20",1.07
"455","2008-10-21",0.89
"456","2008-10-22",0.84
"457","2008-10-23",0.77
"458","2008-10-24",0.67
"459","2008-10-27",0.5
"460","2008-10-28",0.67
"461","2008-10-29",0.9
"462","2008-10-30",1.24
"463","2008-10-31",1.18
"464","2008-11-03",1.2
"465","2008-11-04",1.29
"466","2008-11-05",1.36
"467","2008-11-06",1.62
"468","2008-11-07",1.6
"469","2008-11-10",1.18
"470","2008-11-11",1.02
"471","2008-11-12",0.85
"472","2008-11-13",0.94
"473","2008-11-14",0.89
"474","2008-11-17",0.69
"475","2008-11-18",0.61
"476","2008-11-19",0.59
"477","2008-11-20",0.59
"478","2008-11-21",0.66
"479","2008-11-24",0.7
"480","2008-11-25",0.7
"481","2008-11-26",0.8
"482","2008-11-28",0.81
"483","2008-12-01",0.71
"484","2008-12-02",0.66
"485","2008-12-03",0.93
"486","2008-12-04",0.68
"487","2008-12-05",0.89
"488","2008-12-08",0.9
"489","2008-12-09",0.68
"490","2008-12-10",0.67
"491","2008-12-11",0.66
"492","2008-12-12",0.65
"493","2008-12-15",0.6
"494","2008-12-16",0.68
"495","2008-12-17",0.66
"496","2008-12-18",0.55
"497","2008-12-19",0.57
"498","2008-12-22",0.68
"499","2008-12-23",0.68
"500","2008-12-24",0.59
"501","2008-12-26",0.64
"502","2008-12-29",0.6
"503","2008-12-30",0.6
"504","2008-12-31",0.51
"505","2009-01-02",0.69
"506","2009-01-05",0.64
"507","2009-01-06",0.72
"508","2009-01-07",0.82
"509","2009-01-08",0.85
"510","2009-01-09",0.77
"511","2009-01-12",0.71
"512","2009-01-13",0.68
"513","2009-01-14",0.8
"514","2009-01-15",0.76
"515","2009-01-16",0.77
"516","2009-01-20",0.7
"517","2009-01-21",0.72
"518","2009-01-22",0.72
"519","2009-01-23",0.75
"520","2009-01-26",0.69
"521","2009-01-27",0.74
"522","2009-01-28",0.84
"523","2009-01-29",0.8
"524","2009-01-30",0.81
"525","2009-02-02",0.81
"526","2009-02-03",0.85
"527","2009-02-04",0.88
"528","2009-02-05",0.88
"529","2009-02-06",0.88
"530","2009-02-09",0.93
"531","2009-02-10",0.94
"532","2009-02-11",0.93
"533","2009-02-12",0.88
"534","2009-02-13",0.9
"535","2009-02-17",0.9
"536","2009-02-18",0.83
"537","2009-02-19",0.81
"538","2009-02-20",0.73
"539","2009-02-23",0.76
"540","2009-02-24",0.75
"541","2009-02-25",0.75
"542","2009-02-26",0.76
"543","2009-02-27",0.75
"544","2009-03-02",0.85
"545","2009-03-03",0.85
"546","2009-03-04",0.77
"547","2009-03-05",0.71
"548","2009-03-06",0.65
"549","2009-03-09",0.53
"550","2009-03-10",0.55
"551","2009-03-11",0.59
"552","2009-03-12",0.61
"553","2009-03-13",0.54
"554","2009-03-16",0.54
"555","2009-03-17",0.62
"556","2009-03-18",0.61
"557","2009-03-19",0.59
"558","2009-03-20",0.69
"559","2009-03-23",0.69
"560","2009-03-24",0.73
"561","2009-03-25",0.7
"562","2009-03-26",0.74
"563","2009-03-27",0.71
"564","2009-03-30",0.67
"565","2009-03-31",0.68
"566","2009-04-01",0.72
"567","2009-04-02",0.7
"568","2009-04-03",0.66
"569","2009-04-06",0.69
"570","2009-04-07",0.71
"571","2009-04-08",0.74
"572","2009-04-09",0.71
"573","2009-04-13",0.76
"574","2009-04-14",0.75
"575","2009-04-15",0.76
"576","2009-04-16",0.9
"577","2009-04-17",0.76
"578","2009-04-20",0.74
"579","2009-04-21",0.73
"580","2009-04-22",0.76
"581","2009-04-23",0.76
"582","2009-04-24",0.84
"583","2009-04-27",0.76
"584","2009-04-28",0.74
"585","2009-04-29",0.75
"586","2009-04-30",0.78
"587","2009-05-01",0.75
"588","2009-05-04",0.75
"589","2009-05-05",0.79
"590","2009-05-06",0.78
"591","2009-05-07",0.76
"592","2009-05-08",0.74
"593","2009-05-11",0.71
"594","2009-05-12",0.64
"595","2009-05-13",0.72
"596","2009-05-14",0.82
"597","2009-05-15",0.76
"598","2009-05-18",0.83
"599","2009-05-19",0.86
"600","2009-05-20",0.91
"601","2009-05-21",0.85
"602","2009-05-22",0.85
"603","2009-05-26",0.9
"604","2009-05-27",0.9
"605","2009-05-28",0.9
"606","2009-05-29",0.95
"607","2009-06-01",0.87
"608","2009-06-02",0.9
"609","2009-06-03",0.9
"610","2009-06-04",0.88
"611","2009-06-05",0.89
"612","2009-06-08",0.85
"613","2009-06-09",0.84
"614","2009-06-10",0.84
"615","2009-06-11",0.9
"616","2009-06-12",0.82
"617","2009-06-15",0.8
"618","2009-06-16",0.8
"619","2009-06-17",0.81
"620","2009-06-18",0.82
"621","2009-06-19",0.85
"622","2009-06-22",0.85
"623","2009-06-23",0.81
"624","2009-06-24",0.79
"625","2009-06-25",0.83
"626","2009-06-26",0.64
"627","2009-06-29",0.79
"628","2009-06-30",0.75
"629","2009-07-01",0.76
"630","2009-07-02",0.76
"631","2009-07-06",0.75
"632","2009-07-07",0.7
"633","2009-07-08",0.68
"634","2009-07-09",0.68
"635","2009-07-10",0.68
"636","2009-07-13",0.62
"637","2009-07-14",0.69
"638","2009-07-15",0.77
"639","2009-07-16",0.67
"640","2009-07-17",0.67
"641","2009-07-20",0.69
"642","2009-07-21",0.68
"643","2009-07-22",0.63
"644","2009-07-23",0.59
"645","2009-07-24",0.6
"646","2009-07-27",0.66
"647","2009-07-28",0.71
"648","2009-07-29",0.72
"649","2009-07-30",0.74
"650","2009-07-31",0.8
"651","2009-08-03",1
"652","2009-08-04",1.4
"653","2009-08-05",1.85
"654","2009-08-06",1.66
"655","2009-08-07",1.7
"656","2009-08-10",1.54
"657","2009-08-11",1.5
"658","2009-08-12",1.5
"659","2009-08-13",1.4
"660","2009-08-14",1.29
"661","2009-08-17",1.12
"662","2009-08-18",1.32
"663","2009-08-19",1.35
"664","2009-08-20",1.26
"665","2009-08-21",1.28
"666","2009-08-24",1.84
"667","2009-08-25",2.54
"668","2009-08-26",2.69
"669","2009-08-27",2.59
"670","2009-08-28",2.73
"671","2009-08-31",3
"672","2009-09-01",2.58
"673","2009-09-02",2.2
"674","2009-09-03",2.41
"675","2009-09-04",2.78
"676","2009-09-08",2.78
"677","2009-09-09",2.5
"678","2009-09-10",2.68
"679","2009-09-11",2.65
"680","2009-09-14",2.69
"681","2009-09-15",2.73
"682","2009-09-16",3.21
"683","2009-09-17",3.31
"684","2009-09-18",3.67
"685","2009-09-21",3.61
"686","2009-09-22",3.66
"687","2009-09-23",3.56
"688","2009-09-24",3.41
"689","2009-09-25",3.34
"690","2009-09-28",3.59
"691","2009-09-29",3.62
"692","2009-09-30",3.42
"693","2009-10-01",3.19
"694","2009-10-02",2.9
"695","2009-10-05",2.8
"696","2009-10-06",2.95
"697","2009-10-07",2.81
"698","2009-10-08",2.9
"699","2009-10-09",2.82
"700","2009-10-12",2.88
"701","2009-10-13",3.02
"702","2009-10-14",3.13
"703","2009-10-15",3.07
"704","2009-10-16",3
"705","2009-10-19",2.96
"706","2009-10-20",2.88
"707","2009-10-21",2.75
"708","2009-10-22",2.89
"709","2009-10-23",2.76
"710","2009-10-26",2.7
"711","2009-10-27",2.66
"712","2009-10-28",2.41
"713","2009-10-29",2.48
"714","2009-10-30",2.21
"715","2009-11-02",2.08
"716","2009-11-03",2.16
"717","2009-11-04",2.05
"718","2009-11-05",2.44
"719","2009-11-06",2.43
"720","2009-11-09",2.42
"721","2009-11-10",2.45
"722","2009-11-11",2.5
"723","2009-11-12",2.47
"724","2009-11-13",2.59
"725","2009-11-16",2.59
"726","2009-11-17",2.9
"727","2009-11-18",3.1
"728","2009-11-19",3.1
"729","2009-11-20",3.05
"730","2009-11-23",3.03
"731","2009-11-24",3.06
"732","2009-11-25",3.02
"733","2009-11-27",3.07
"734","2009-11-30",3.14
"735","2009-12-01",3.26
"736","2009-12-02",3.23
"737","2009-12-03",3.41
"738","2009-12-04",3.34
"739","2009-12-07",3.43
"740","2009-12-08",3.63
"741","2009-12-09",3.65
"742","2009-12-10",3.66
"743","2009-12-11",3.79
"744","2009-12-14",3.84
"745","2009-12-15",3.82
"746","2009-12-16",3.95
"747","2009-12-17",3.88
"748","2009-12-18",3.85
"749","2009-12-21",3.77
"750","2009-12-22",4.02
"751","2009-12-23",4.04
"752","2009-12-24",4.07
"753","2009-12-28",3.94
"754","2009-12-29",3.97
"755","2009-12-30",3.92
"756","2009-12-31",4.05
"757","2010-01-04",3.95
"758","2010-01-05",4.01
"759","2010-01-06",3.98
"760","2010-01-07",4.01
"761","2010-01-08",4.02
"762","2010-01-11",4.05
"763","2010-01-12",4
"764","2010-01-13",3.98
"765","2010-01-14",4.03
"766","2010-01-15",4.1
"767","2010-01-19",4.21
"768","2010-01-20",4.03
"769","2010-01-21",3.95
"770","2010-01-22",4.42
"771","2010-01-25",4.7
"772","2010-01-26",4.69
"773","2010-01-27",4.56
"774","2010-01-28",4.85
"775","2010-01-29",4.58
"776","2010-02-01",4.58
"777","2010-02-02",4.65
"778","2010-02-03",4.59
"779","2010-02-04",4.58
"780","2010-02-05",4.56
"781","2010-02-08",4.57
"782","2010-02-09",4.79
"783","2010-02-10",4.77
"784","2010-02-11",4.65
"785","2010-02-12",4.8
"786","2010-02-16",4.75
"787","2010-02-17",4.39
"788","2010-02-18",4.27
"789","2010-02-19",4.62
"790","2010-02-22",4.52
"791","2010-02-23",4.55
"792","2010-02-24",4.61
"793","2010-02-25",4.6
"794","2010-02-26",4.5
"795","2010-03-01",4.5
"796","2010-03-02",4.52
"797","2010-03-03",4.58
"798","2010-03-04",4.57
"799","2010-03-05",4.62
"800","2010-03-08",4.69
"801","2010-03-09",4.82
"802","2010-03-10",4.92
"803","2010-03-11",4.82
"804","2010-03-12",4.83
"805","2010-03-15",4.75
"806","2010-03-16",4.76
"807","2010-03-17",4.99
"808","2010-03-18",4.8
"809","2010-03-19",4.35
"810","2010-03-22",4.46
"811","2010-03-23",4.59
"812","2010-03-24",4.4
"813","2010-03-25",4.29
"814","2010-03-26",4.86
"815","2010-03-29",4.72
"816","2010-03-30",4.75
"817","2010-03-31",4.93
"818","2010-04-01",4.91
"819","2010-04-05",4.99
"820","2010-04-06",5.22
"821","2010-04-07",5.42
"822","2010-04-08",5.7
"823","2010-04-09",6.02
"824","2010-04-12",6.3
"825","2010-04-13",6.3
"826","2010-04-14",6.51
"827","2010-04-15",6.74
"828","2010-04-16",6.47
"829","2010-04-19",6.64
"830","2010-04-20",6.62
"831","2010-04-21",6.76
"832","2010-04-22",6.94
"833","2010-04-23",6.85
"834","2010-04-26",6.58
"835","2010-04-27",6.39
"836","2010-04-28",6.49
"837","2010-04-29",6.73
"838","2010-04-30",6.71
"839","2010-05-03",6.86
"840","2010-05-04",6.55
"841","2010-05-05",6.15
"842","2010-05-06",5.6
"843","2010-05-07",5.09
"844","2010-05-10",5.87
"845","2010-05-11",5.71
"846","2010-05-12",6.4
"847","2010-05-13",7.14
"848","2010-05-14",7.09
"849","2010-05-17",7
"850","2010-05-18",7.11
"851","2010-05-19",7.04
"852","2010-05-20",6.74
"853","2010-05-21",6.32
"854","2010-05-24",6.54
"855","2010-05-25",6.28
"856","2010-05-26",6.19
"857","2010-05-27",6.94
"858","2010-05-28",6.9
"859","2010-06-01",5.87
"860","2010-06-02",6.22
"861","2010-06-03",5.9
"862","2010-06-04",5.6
"863","2010-06-07",5.5
"864","2010-06-08",5.51
"865","2010-06-09",5.38
"866","2010-06-10",5.48
"867","2010-06-11",5.65
"868","2010-06-14",5.74
"869","2010-06-15",5.74
"870","2010-06-16",5.82
"871","2010-06-17",5.84
"872","2010-06-18",5.85
"873","2010-06-21",5.7
"874","2010-06-22",5.99
"875","2010-06-23",5.94
"876","2010-06-24",5.45
"877","2010-06-25",5.4
"878","2010-06-28",5.33
"879","2010-06-29",4.85
"880","2010-06-30",4.38
"881","2010-07-01",4.84
"882","2010-07-02",4.63
"883","2010-07-06",4.53
"884","2010-07-07",4.65
"885","2010-07-08",4.84
"886","2010-07-09",4.73
"887","2010-07-12",4.61
"888","2010-07-13",4.86
"889","2010-07-14",4.78
"890","2010-07-15",4.91
"891","2010-07-16",4.7
"892","2010-07-19",4.42
"893","2010-07-20",4.57
"894","2010-07-21",4.37
"895","2010-07-22",4.9
"896","2010-07-23",5.06
"897","2010-07-26",5.46
"898","2010-07-27",5.57
"899","2010-07-28",5.62
"900","2010-07-29",5.34
"901","2010-07-30",5.4
"902","2010-08-02",5.6
"903","2010-08-03",5.56
"904","2010-08-04",5.65
"905","2010-08-05",5.5
"906","2010-08-06",5.64
"907","2010-08-09",5.62
"908","2010-08-10",5.49
"909","2010-08-11",5.24
"910","2010-08-12",4.74
"911","2010-08-13",4.31
"912","2010-08-16",3.94
"913","2010-08-17",4.19
"914","2010-08-18",4.13
"915","2010-08-19",4.15
"916","2010-08-20",4.1
"917","2010-08-23",3.9
"918","2010-08-24",3.72
"919","2010-08-25",3.91
"920","2010-08-26",3.76
"921","2010-08-27",3.98
"922","2010-08-30",3.77
"923","2010-08-31",3.75
"924","2010-09-01",3.92
"925","2010-09-02",4
"926","2010-09-03",4
"927","2010-09-07",3.95
"928","2010-09-08",3.9
"929","2010-09-09",3.86
"930","2010-09-10",3.87
"931","2010-09-13",4.14
"932","2010-09-14",4.18
"933","2010-09-15",4.3
"934","2010-09-16",4.31
"935","2010-09-17",4.38
"936","2010-09-20",4.77
"937","2010-09-21",4.77
"938","2010-09-22",4.71
"939","2010-09-23",4.67
"940","2010-09-24",5.01
"941","2010-09-27",4.98
"942","2010-09-28",5.03
"943","2010-09-29",5.24
"944","2010-09-30",5.15
"945","2010-10-01",5.38
"946","2010-10-04",5.4
"947","2010-10-05",5.81
"948","2010-10-06",5.7
"949","2010-10-07",5.71
"950","2010-10-08",5.81
"951","2010-10-11",5.81
"952","2010-10-12",5.89
"953","2010-10-13",5.78
"954","2010-10-14",5.65
"955","2010-10-15",5.55
"956","2010-10-18",5.84
"957","2010-10-19",5.91
"958","2010-10-20",5.88
"959","2010-10-21",5.63
"960","2010-10-22",5.63
"961","2010-10-25",5.68
"962","2010-10-26",5.6
"963","2010-10-27",5.69
"964","2010-10-28",5.63
"965","2010-10-29",5.66
"966","2010-11-01",5.85
"967","2010-11-02",5.95
"968","2010-11-03",5.83
"969","2010-11-04",5.8
"970","2010-11-05",5.56
"971","2010-11-08",5.4
"972","2010-11-09",5.38
"973","2010-11-10",5.38
"974","2010-11-11",5.35
"975","2010-11-12",4.8
"976","2010-11-15",4.67
"977","2010-11-16",4.29
"978","2010-11-17",4.72
"979","2010-11-18",5.02
"980","2010-11-19",4.98
"981","2010-11-22",4.84
"982","2010-11-23",4.73
"983","2010-11-24",5.2
"984","2010-11-26",5.25
"985","2010-11-29",5.38
"986","2010-11-30",5.4
"987","2010-12-01",5.37
"988","2010-12-02",5.5
"989","2010-12-03",5.54
"990","2010-12-06",5.57
"991","2010-12-07",5.62
"992","2010-12-08",5.64
"993","2010-12-09",5.78
"994","2010-12-10",5.85
"995","2010-12-13",5.85
"996","2010-12-14",5.99
"997","2010-12-15",5.94
"998","2010-12-16",6.03
"999","2010-12-17",5.93
"1000","2010-12-20",5.99
"1001","2010-12-21",6.01
