"","date","RMG"
"198","2020-01-10",10.02
"199","2020-01-13",10.04
"200","2020-01-14",10.02
"201","2020-01-15",10.03
"202","2020-01-16",10.04
"203","2020-01-17",10.06
"204","2020-01-21",10.053
"205","2020-01-22",10.04
"206","2020-01-23",10.04
"207","2020-01-24",10.04
"208","2020-01-27",10.04
"209","2020-01-28",10.05
"210","2020-01-29",10.05
"211","2020-01-30",10.05
"212","2020-01-31",10.08
"213","2020-02-03",10.08
"214","2020-02-04",10.08
"215","2020-02-05",10.08
"216","2020-02-06",10.09
"217","2020-02-07",10.1
"218","2020-02-10",10.087
"219","2020-02-11",10.09
"220","2020-02-12",10.09
"221","2020-02-13",10.07
"222","2020-02-14",10.07
"223","2020-02-18",10.07
"224","2020-02-19",10.07
"225","2020-02-20",10.06
"226","2020-02-21",10.08
"227","2020-02-24",10.09
"228","2020-02-25",10.07
"229","2020-02-26",10.08
"230","2020-02-27",10.08
"231","2020-02-28",10.05
"232","2020-03-02",10.05
"233","2020-03-03",10.05
"234","2020-03-04",10.05
"235","2020-03-05",10.05
"236","2020-03-06",10.05
"237","2020-03-09",10.05
"238","2020-03-10",10.05
"239","2020-03-11",10.05
"240","2020-03-12",9.93
"241","2020-03-13",9.85
"242","2020-03-16",9.7
"243","2020-03-17",9.67
"244","2020-03-18",9.58
"245","2020-03-19",9.5
"246","2020-03-20",9.62
"247","2020-03-23",9.55
"248","2020-03-24",9.7
"249","2020-03-25",9.85
"250","2020-03-26",9.96
"251","2020-03-27",10
"252","2020-03-30",9.85
"253","2020-03-31",9.925
"254","2020-04-01",9.87
"255","2020-04-02",9.91
"256","2020-04-03",10
"257","2020-04-06",9.9
"258","2020-04-07",9.9
"259","2020-04-08",9.91
"260","2020-04-09",9.91
"261","2020-04-13",9.91
"262","2020-04-14",9.95
"263","2020-04-15",9.95
"264","2020-04-16",9.965
"265","2020-04-17",9.935
"266","2020-04-20",9.935
"267","2020-04-21",10
"268","2020-04-22",10
"269","2020-04-23",9.98
"270","2020-04-24",9.98
"271","2020-04-27",10
"272","2020-04-28",10
"273","2020-04-29",9.98
"274","2020-04-30",9.98
"275","2020-05-01",9.98
"276","2020-05-04",9.98
"277","2020-05-05",9.96
"278","2020-05-06",10.01
"279","2020-05-07",10.01
"280","2020-05-08",10.01
"281","2020-05-11",10.01
"282","2020-05-12",10.01
"283","2020-05-13",9.95
"284","2020-05-14",9.951
"285","2020-05-15",9.951
"286","2020-05-18",9.951
"287","2020-05-19",9.979
"288","2020-05-20",9.979
"289","2020-05-21",9.979
"290","2020-05-22",9.979
"291","2020-05-26",9.979
"292","2020-05-27",9.97
"293","2020-05-28",9.97
"294","2020-05-29",9.97
"295","2020-06-01",10
"296","2020-06-02",10
"297","2020-06-03",10
"298","2020-06-04",10
"299","2020-06-05",10
"300","2020-06-08",10.05
"301","2020-06-09",10.05
"302","2020-06-10",10.05
"303","2020-06-11",10.05
"304","2020-06-12",10.05
"305","2020-06-15",10.05
"306","2020-06-16",10.05
"307","2020-06-17",10.1
"308","2020-06-18",10.12
"309","2020-06-19",10.15
"310","2020-06-22",10.22
"311","2020-06-23",10.19
"312","2020-06-24",10.05
"313","2020-06-25",10.17
"314","2020-06-26",10.22
"315","2020-06-29",10.2
"316","2020-06-30",10.23
"317","2020-07-01",10.29
"318","2020-07-02",10.17
"319","2020-07-06",10.2
"320","2020-07-07",10.2
"321","2020-07-08",10.2
"322","2020-07-09",10.22
"323","2020-07-10",10.24
"324","2020-07-13",10.26
"325","2020-07-14",10.252
"326","2020-07-15",10.4
"327","2020-07-16",10.4
"328","2020-07-17",10.4
"329","2020-07-20",10.5
"330","2020-07-21",10.45
"331","2020-07-22",10.5
"332","2020-07-23",10.45
"333","2020-07-24",10.435
"334","2020-07-27",10.26
"335","2020-07-28",10.42
"336","2020-07-29",10.43
"337","2020-07-30",10.35
"338","2020-07-31",10.18
"339","2020-08-03",10.25
"340","2020-08-04",10.23
"341","2020-08-05",10.21
"342","2020-08-06",10.22
"343","2020-08-07",10.22
"344","2020-08-10",10.23
"345","2020-08-11",10.25
"346","2020-08-12",10.255
"347","2020-08-13",10.205
"348","2020-08-14",10.3
"349","2020-08-17",10.28
"350","2020-08-18",10.22
"351","2020-08-19",10.22
"352","2020-08-20",10.2
"353","2020-08-21",10.2
"354","2020-08-24",10.12
"355","2020-08-25",10.19
"356","2020-08-26",10.15
"357","2020-08-27",10.2
"358","2020-08-28",10.19
"359","2020-08-31",10.18
"360","2020-09-01",10.18
"361","2020-09-02",10.19
"362","2020-09-03",10.32
"363","2020-09-04",10.36
"364","2020-09-08",10.39
"365","2020-09-09",10.4
"366","2020-09-10",10.43
"367","2020-09-11",10.37
"368","2020-09-14",10.295
"369","2020-09-15",10.35
"370","2020-09-16",10.85
"371","2020-09-17",10.65
"372","2020-09-18",10.79
"373","2020-09-21",10.7
"374","2020-09-22",10.75
"375","2020-09-23",10.75
"376","2020-09-24",10.65
"377","2020-09-25",10.69
"378","2020-09-28",10.69
"379","2020-09-29",10.7
"380","2020-09-30",10.69
"381","2020-10-01",10.65
"382","2020-10-02",11.5
"383","2020-10-05",10.37
"384","2020-10-06",10.24
"385","2020-10-07",10.37
"386","2020-10-08",10.35
"387","2020-10-09",10.54
"388","2020-10-12",10.6
"389","2020-10-13",10.5
"390","2020-10-14",10.45
"391","2020-10-15",10.29
"392","2020-10-16",10.29
"393","2020-10-19",10.24
"394","2020-10-20",10.27
"395","2020-10-21",10.29
"396","2020-10-22",10.19
"397","2020-10-23",10.2
"398","2020-10-26",10.19
"399","2020-10-27",10.18
"400","2020-10-28",10.1
"401","2020-10-29",10.11
"402","2020-10-30",10.11
"403","2020-11-02",10.1
"404","2020-11-03",10.16
"405","2020-11-04",10.1
"406","2020-11-05",10.13
"407","2020-11-06",10.11
"408","2020-11-09",10.14
"409","2020-11-10",10.11
"410","2020-11-11",10.12
"411","2020-11-12",10.15
"412","2020-11-13",10.21
"413","2020-11-16",10.2
"414","2020-11-17",10.33
"415","2020-11-18",10.39
"416","2020-11-19",10.53
"417","2020-11-20",10.85
"418","2020-11-23",11.3
"419","2020-11-24",11.88
"420","2020-11-25",14.09
"421","2020-11-27",16.98
