"","date","KLDO"
"203","2019-12-16",5.54
"204","2019-12-17",5.85
"205","2019-12-18",5.38
"206","2019-12-19",5.41
"207","2019-12-20",5.38
"208","2019-12-23",5.92
"209","2019-12-24",5.62
"210","2019-12-26",5.79
"211","2019-12-27",5.52
"212","2019-12-30",5.18
"213","2019-12-31",5.02
"214","2020-01-02",5.2
"215","2020-01-03",5.44
"216","2020-01-06",5.61
"217","2020-01-07",5.8
"218","2020-01-08",6.12
"219","2020-01-09",5.42
"220","2020-01-10",5.285
"221","2020-01-13",5.11
"222","2020-01-14",5.14
"223","2020-01-15",4.95
"224","2020-01-16",5.1
"225","2020-01-17",4.92
"226","2020-01-21",5.49
"227","2020-01-22",5.74
"228","2020-01-23",7.7
"229","2020-01-24",7.61
"230","2020-01-27",9.2
"231","2020-01-28",8.31
"232","2020-01-29",9.31
"233","2020-01-30",8.66
"234","2020-01-31",8.58
"235","2020-02-03",9.29
"236","2020-02-04",9.34
"237","2020-02-05",9.2
"238","2020-02-06",9.14
"239","2020-02-07",8.94
"240","2020-02-10",9.49
"241","2020-02-11",8.1
"242","2020-02-12",7.53
"243","2020-02-13",6.93
"244","2020-02-14",6.68
"245","2020-02-18",6.87
"246","2020-02-19",7.27
"247","2020-02-20",7.12
"248","2020-02-21",7.15
"249","2020-02-24",6.92
"250","2020-02-25",6.72
"251","2020-02-26",6.58
"252","2020-02-27",6.05
"253","2020-02-28",5.97
"254","2020-03-02",6.82
"255","2020-03-03",6.6
"256","2020-03-04",6.92
"257","2020-03-05",6.46
"258","2020-03-06",6.63
"259","2020-03-09",5.97
"260","2020-03-10",5.65
"261","2020-03-11",5.54
"262","2020-03-12",4.31
"263","2020-03-13",3.94
"264","2020-03-16",3.62
"265","2020-03-17",4.15
"266","2020-03-18",4.48
"267","2020-03-19",4.99
"268","2020-03-20",5.86
"269","2020-03-23",6.12
"270","2020-03-24",6.18
"271","2020-03-25",5.66
"272","2020-03-26",6
"273","2020-03-27",6.05
"274","2020-03-30",6.5
"275","2020-03-31",6.15
"276","2020-04-01",5.21
"277","2020-04-02",5.35
"278","2020-04-03",4.62
"279","2020-04-06",5.54
"280","2020-04-07",5.22
"281","2020-04-08",5.29
"282","2020-04-09",5.51
"283","2020-04-13",6
"284","2020-04-14",6.31
"285","2020-04-15",6
"286","2020-04-16",6.42
"287","2020-04-17",6.47
"288","2020-04-20",6.72
"289","2020-04-21",6.29
"290","2020-04-22",6.8
"291","2020-04-23",6.51
"292","2020-04-24",6.5
"293","2020-04-27",6.59
"294","2020-04-28",6.75
"295","2020-04-29",7.19
"296","2020-04-30",6.51
"297","2020-05-01",6.25
"298","2020-05-04",6.68
"299","2020-05-05",6.46
"300","2020-05-06",6.77
"301","2020-05-07",6.36
"302","2020-05-08",6.38
"303","2020-05-11",6.65
"304","2020-05-12",6.6
"305","2020-05-13",6.42
"306","2020-05-14",5.8
"307","2020-05-15",6.5
"308","2020-05-18",6.38
"309","2020-05-19",6.45
"310","2020-05-20",6.57
"311","2020-05-21",6.36
"312","2020-05-22",6.61
"313","2020-05-26",7.78
"314","2020-05-27",7.82
"315","2020-05-28",7.71
"316","2020-05-29",7.22
"317","2020-06-01",8.01
"318","2020-06-02",7.11
"319","2020-06-03",7
"320","2020-06-04",7
"321","2020-06-05",7.05
"322","2020-06-08",7.45
"323","2020-06-09",7.6
"324","2020-06-10",7.44
"325","2020-06-11",7.05
"326","2020-06-12",6.99
"327","2020-06-15",7.19
"328","2020-06-16",7.51
"329","2020-06-17",7.38
"330","2020-06-18",7.13
"331","2020-06-19",7.26
"332","2020-06-22",7.37
"333","2020-06-23",7.23
"334","2020-06-24",7.2
"335","2020-06-25",7.15
"336","2020-06-26",7.79
"337","2020-06-29",7.38
"338","2020-06-30",7.43
"339","2020-07-01",7.6
"340","2020-07-02",7.8
"341","2020-07-06",7.37
"342","2020-07-07",7.23
"343","2020-07-08",6.93
"344","2020-07-09",7
"345","2020-07-10",6.76
"346","2020-07-13",6.15
"347","2020-07-14",6.16
"348","2020-07-15",6.37
"349","2020-07-16",6.04
"350","2020-07-17",6.68
"351","2020-07-20",6.8
"352","2020-07-21",6.55
"353","2020-07-22",6.22
"354","2020-07-23",6.17
"355","2020-07-24",6.19
"356","2020-07-27",6.2
"357","2020-07-28",6.03
"358","2020-07-29",6
"359","2020-07-30",6.05
"360","2020-07-31",5.97
"361","2020-08-03",6.26
"362","2020-08-04",6.61
"363","2020-08-05",6.58
"364","2020-08-06",6.59
"365","2020-08-07",6.77
"366","2020-08-10",7.44
"367","2020-08-11",7.91
"368","2020-08-12",8.52
"369","2020-08-13",8.51
"370","2020-08-14",7.9
"371","2020-08-17",7.69
"372","2020-08-18",8.01
"373","2020-08-19",8.44
"374","2020-08-20",8.48
"375","2020-08-21",8.26
"376","2020-08-24",8.16
"377","2020-08-25",8.12
"378","2020-08-26",8.57
"379","2020-08-27",6.66
"380","2020-08-28",6.55
"381","2020-08-31",6.29
"382","2020-09-01",6.15
"383","2020-09-02",6.25
"384","2020-09-03",6.17
"385","2020-09-04",5.78
"386","2020-09-08",5.74
"387","2020-09-09",5.68
"388","2020-09-10",5.62
"389","2020-09-11",5.32
"390","2020-09-14",5.66
"391","2020-09-15",5.88
"392","2020-09-16",6.13
"393","2020-09-17",5.9
"394","2020-09-18",5.9
"395","2020-09-21",5.81
"396","2020-09-22",5.55
"397","2020-09-23",5.09
"398","2020-09-24",8.84
"399","2020-09-25",8.92
"400","2020-09-28",9.02
"401","2020-09-29",10.19
"402","2020-09-30",11.07
"403","2020-10-01",10.495
"404","2020-10-02",9.815
"405","2020-10-05",9.945
"406","2020-10-06",9.955
"407","2020-10-07",10.21
"408","2020-10-08",11.11
"409","2020-10-09",11.33
"410","2020-10-12",10.65
"411","2020-10-13",10.56
"412","2020-10-14",9.67
"413","2020-10-15",8.69
"414","2020-10-16",8.8
"415","2020-10-19",7.745
"416","2020-10-20",7.45
"417","2020-10-21",6.98
"418","2020-10-22",6.97
"419","2020-10-23",6.89
"420","2020-10-26",6.68
"421","2020-10-27",6.625
"422","2020-10-28",6.55
"423","2020-10-29",6.29
"424","2020-10-30",6.11
"425","2020-11-02",5.77
"426","2020-11-03",6.1
"427","2020-11-04",6.4
"428","2020-11-05",6.63
"429","2020-11-06",6.73
"430","2020-11-09",6.81
"431","2020-11-10",6.93
"432","2020-11-11",7.07
"433","2020-11-12",7.29
"434","2020-11-13",7.15
"435","2020-11-16",7.22
"436","2020-11-17",7.23
"437","2020-11-18",7.06
"438","2020-11-19",6.92
"439","2020-11-20",7.06
"440","2020-11-23",7.34
"441","2020-11-24",7.18
"442","2020-11-25",7.3
"443","2020-11-27",7.62
