"","date","FREE"
"102","2019-10-07",9.9
"103","2019-10-08",9.9
"104","2019-10-09",9.9
"105","2019-10-10",9.85
"106","2019-10-11",9.84
"107","2019-10-14",9.9
"108","2019-10-15",9.9
"109","2019-10-16",9.9
"110","2019-10-17",9.85
"111","2019-10-18",9.9
"112","2019-10-21",9.9
"113","2019-10-22",9.9
"114","2019-10-23",9.9
"115","2019-10-24",9.83
"116","2019-10-25",9.89
"117","2019-10-28",9.86
"118","2019-10-29",9.9
"119","2019-10-30",9.86
"120","2019-10-31",9.9
"121","2019-11-01",9.9
"122","2019-11-04",9.9
"123","2019-11-05",9.86
"124","2019-11-06",9.87
"125","2019-11-07",9.9
"126","2019-11-08",9.87
"127","2019-11-11",9.87
"128","2019-11-12",9.87
"129","2019-11-13",9.87
"130","2019-11-14",9.87
"131","2019-11-15",9.87
"132","2019-11-18",9.87
"133","2019-11-19",9.89
"134","2019-11-20",9.89
"135","2019-11-21",9.91
"136","2019-11-22",9.92
"137","2019-11-25",9.93
"138","2019-11-26",9.93
"139","2019-11-27",9.93
"140","2019-11-29",9.95
"141","2019-12-02",9.95
"142","2019-12-03",9.95
"143","2019-12-04",9.95
"144","2019-12-05",9.95
"145","2019-12-06",9.95
"146","2019-12-09",9.96
"147","2019-12-10",9.96
"148","2019-12-11",9.96
"149","2019-12-12",9.96
"150","2019-12-13",9.96
"151","2019-12-16",9.96
"152","2019-12-17",9.97
"153","2019-12-18",9.97
"154","2019-12-19",9.98
"155","2019-12-20",10.13
"156","2019-12-23",10.13
"157","2019-12-24",10.12
"158","2019-12-26",10.09
"159","2019-12-27",10.07
"160","2019-12-30",10.12
"161","2019-12-31",10.12
"162","2020-01-02",10.1
"163","2020-01-03",10.1
"164","2020-01-06",10.1
"165","2020-01-07",10.11
"166","2020-01-08",10.11
"167","2020-01-09",10.13
"168","2020-01-10",10.15
"169","2020-01-13",10.15
"170","2020-01-14",10.15
"171","2020-01-15",10.15
"172","2020-01-16",10.155
"173","2020-01-17",10.15
"174","2020-01-21",10.15
"175","2020-01-22",10.14
"176","2020-01-23",10.14
"177","2020-01-24",10.14
"178","2020-01-27",10.14
"179","2020-01-28",10.16
"180","2020-01-29",10.15
"181","2020-01-30",10.14
"182","2020-01-31",10.12
"183","2020-02-03",10.11
"184","2020-02-04",10.16
"185","2020-02-05",10.19
"186","2020-02-06",10.19
"187","2020-02-07",10.16
"188","2020-02-10",10.19
"189","2020-02-11",10.16
"190","2020-02-12",10.18
"191","2020-02-13",10.35
"192","2020-02-14",10.32
"193","2020-02-18",10.32
"194","2020-02-19",10.33
"195","2020-02-20",10.33
"196","2020-02-21",10.32
"197","2020-02-24",10.29
"198","2020-02-25",10.3
"199","2020-02-26",10.26
"200","2020-02-27",10.27
"201","2020-02-28",10.2
"202","2020-03-02",10.17
"203","2020-03-03",10.18
"204","2020-03-04",10.22
"205","2020-03-05",10.2
"206","2020-03-06",10.2
"207","2020-03-09",10.1
"208","2020-03-10",10.17
"209","2020-03-11",10.11
"210","2020-03-12",10.01
"211","2020-03-13",10.03
"212","2020-03-16",9.88
"213","2020-03-17",9.8
"214","2020-03-18",9.44
"215","2020-03-19",9.41
"216","2020-03-20",9.5
"217","2020-03-23",9.53
"218","2020-03-24",9.57
"219","2020-03-25",9.89
"220","2020-03-26",9.85
"221","2020-03-27",9.87
"222","2020-03-30",9.9
"223","2020-03-31",9.87
"224","2020-04-01",9.89
"225","2020-04-02",9.86
"226","2020-04-03",9.82
"227","2020-04-06",9.85
"228","2020-04-07",9.85
"229","2020-04-08",9.88
"230","2020-04-09",9.91
"231","2020-04-13",9.95
"232","2020-04-14",9.93
"233","2020-04-15",9.89
"234","2020-04-16",9.93
"235","2020-04-17",9.93
"236","2020-04-20",9.93
"237","2020-04-21",10
"238","2020-04-22",9.96
"239","2020-04-23",9.96
"240","2020-04-24",9.96
"241","2020-04-27",9.98
"242","2020-04-28",9.98
"243","2020-04-29",9.98
"244","2020-04-30",10.07
"245","2020-05-01",10.01
"246","2020-05-04",10.03
"247","2020-05-05",9.99
"248","2020-05-06",10
"249","2020-05-07",9.99
"250","2020-05-08",9.95
"251","2020-05-11",10.07
"252","2020-05-12",10.07
"253","2020-05-13",10.04
"254","2020-05-14",10.04
"255","2020-05-15",10.06
"256","2020-05-18",10.03
"257","2020-05-19",10.03
"258","2020-05-20",10.07
"259","2020-05-21",10.07
"260","2020-05-22",10.08
"261","2020-05-26",10.08
"262","2020-05-27",10.11
"263","2020-05-28",10.09
"264","2020-05-29",10.08
"265","2020-06-01",10.1
"266","2020-06-02",10.1
"267","2020-06-03",10.1
"268","2020-06-04",10.11
"269","2020-06-05",10.12
"270","2020-06-08",10.21
"271","2020-06-09",10.14
"272","2020-06-10",10.06
"273","2020-06-11",10.13
"274","2020-06-12",11.22
"275","2020-06-15",10.18
"276","2020-06-16",10.39
"277","2020-06-17",10.39
"278","2020-06-18",10.69
"279","2020-06-19",10.19
"280","2020-06-22",10.25
"281","2020-06-23",10.89
"282","2020-06-24",10.79
"283","2020-06-25",10.1
"284","2020-06-26",9.55
"285","2020-06-29",8.55
"286","2020-06-30",8.07
"287","2020-07-01",8.15
"288","2020-07-02",7.9
"289","2020-07-06",7.42
"290","2020-07-07",7.06
"291","2020-07-08",7.55
"292","2020-07-09",7.51
"293","2020-07-10",7.6
"294","2020-07-13",7.8
"295","2020-07-14",7.9
"296","2020-07-15",8.03
"297","2020-07-16",7.84
"298","2020-07-17",8.07
"299","2020-07-20",8
"300","2020-07-21",8.02
"301","2020-07-22",7.78
"302","2020-07-23",7.88
"303","2020-07-24",7.66
"304","2020-07-27",7.53
"305","2020-07-28",7.52
"306","2020-07-29",7.42
"307","2020-07-30",7.2
"308","2020-07-31",6.94
"309","2020-08-03",7.46
"310","2020-08-04",7.51
"311","2020-08-05",7.46
"312","2020-08-06",7.48
"313","2020-08-07",7.49
"314","2020-08-10",7.49
"315","2020-08-11",7.45
"316","2020-08-12",7.5
"317","2020-08-13",7.83
"318","2020-08-14",7.68
"319","2020-08-17",7.56
"320","2020-08-18",7.3
"321","2020-08-19",7.29
"322","2020-08-20",7.22
"323","2020-08-21",7.17
"324","2020-08-24",7.39
"325","2020-08-25",7.39
"326","2020-08-26",7.9
"327","2020-08-27",7.78
"328","2020-08-28",7.76
"329","2020-08-31",8.01
"330","2020-09-01",8.17
"331","2020-09-02",7.97
"332","2020-09-03",8.11
"333","2020-09-04",8.38
"334","2020-09-08",8.39
"335","2020-09-09",8.68
"336","2020-09-10",8.81
"337","2020-09-11",9.01
"338","2020-09-14",8.74
"339","2020-09-15",8.57
"340","2020-09-16",8.6
"341","2020-09-17",8.49
"342","2020-09-18",8.59
"343","2020-09-21",8.5
"344","2020-09-22",8.21
"345","2020-09-23",7.99
"346","2020-09-24",7.81
"347","2020-09-25",8.03
"348","2020-09-28",8.45
"349","2020-09-29",8.48
"350","2020-09-30",8.34
"351","2020-10-01",8.42
"352","2020-10-02",8.45
"353","2020-10-05",8.45
"354","2020-10-06",8.32
"355","2020-10-07",8.3
"356","2020-10-08",8.02
"357","2020-10-09",8.08
"358","2020-10-12",8.27
"359","2020-10-13",8.3
"360","2020-10-14",8.33
"361","2020-10-15",8.27
"362","2020-10-16",8.06
"363","2020-10-19",8.25
"364","2020-10-20",8.41
"365","2020-10-21",8.31
"366","2020-10-22",8.53
"367","2020-10-23",8.79
"368","2020-10-26",8.41
"369","2020-10-27",8.53
"370","2020-10-28",8.71
"371","2020-10-29",8.54
"372","2020-10-30",8.19
"373","2020-11-02",8.36
"374","2020-11-03",8.38
"375","2020-11-04",8.32
"376","2020-11-05",8.45
"377","2020-11-06",8.59
"378","2020-11-09",8.87
"379","2020-11-10",8.88
"380","2020-11-11",9.12
"381","2020-11-12",8.98
"382","2020-11-13",8.92
"383","2020-11-16",8.34
"384","2020-11-17",7.87
"385","2020-11-18",7.85
"386","2020-11-19",8.29
"387","2020-11-20",8
"388","2020-11-23",7.99
"389","2020-11-24",8.21
"390","2020-11-25",8.32
"391","2020-11-27",8.47
