"","date","THCB"
"293","2020-05-22",10.12
"294","2020-05-26",10.06
"295","2020-05-27",10.1
"296","2020-05-28",10.06
"297","2020-05-29",10.07
"298","2020-06-01",10.105
"299","2020-06-02",10.08
"300","2020-06-03",10.1
"301","2020-06-04",10.09
"302","2020-06-05",10.11
"303","2020-06-08",10.1
"304","2020-06-09",10.08
"305","2020-06-10",10.19
"306","2020-06-11",10.1
"307","2020-06-12",10.1
"308","2020-06-15",10.11
"309","2020-06-16",10.13
"310","2020-06-17",10.1
"311","2020-06-18",10.14
"312","2020-06-19",10.18
"313","2020-06-22",10.17
"314","2020-06-23",10.17
"315","2020-06-24",10.16
"316","2020-06-25",10.17
"317","2020-06-26",10.19
"318","2020-06-29",10.2
"319","2020-06-30",10.23
"320","2020-07-01",10.26
"321","2020-07-02",10.26
"322","2020-07-06",10.23
"323","2020-07-07",10.2
"324","2020-07-08",10.203
"325","2020-07-09",10.23
"326","2020-07-10",10.2
"327","2020-07-13",10.2
"328","2020-07-14",10.18
"329","2020-07-15",10.17
"330","2020-07-16",10.18
"331","2020-07-17",10.19
"332","2020-07-20",10.2
"333","2020-07-21",10.19
"334","2020-07-22",10.12
"335","2020-07-23",10.2
"336","2020-07-24",10.16
"337","2020-07-27",10.17
"338","2020-07-28",10.14
"339","2020-07-29",10.18
"340","2020-07-30",10.15
"341","2020-07-31",10.14
"342","2020-08-03",10.15
"343","2020-08-04",10.15
"344","2020-08-05",10.17
"345","2020-08-06",10.18
"346","2020-08-07",10.19
"347","2020-08-10",10.18
"348","2020-08-11",10.17
"349","2020-08-12",10.17
"350","2020-08-13",10.155
"351","2020-08-14",10.15
"352","2020-08-17",10.13
"353","2020-08-18",10.11
"354","2020-08-19",10.11
"355","2020-08-20",10.14
"356","2020-08-21",10.17
"357","2020-08-24",10.18
"358","2020-08-25",10.145
"359","2020-08-26",10.17
"360","2020-08-27",10.15
"361","2020-08-28",10.15
"362","2020-08-31",10.17
"363","2020-09-01",10.175
"364","2020-09-02",10.18
"365","2020-09-03",10.15
"366","2020-09-04",10.16
"367","2020-09-08",10.18
"368","2020-09-09",10.17
"369","2020-09-10",10.16
"370","2020-09-11",10.16
"371","2020-09-14",10.15
"372","2020-09-15",10.18
"373","2020-09-16",10.15
"374","2020-09-17",10.16
"375","2020-09-18",10.2
"376","2020-09-21",10.15
"377","2020-09-22",10.17
"378","2020-09-23",10.14
"379","2020-09-24",10.15
"380","2020-09-25",10.15
"381","2020-09-28",10.16
"382","2020-09-29",10.18
"383","2020-09-30",10.18
"384","2020-10-01",10.18
"385","2020-10-02",10.19
"386","2020-10-05",10.19
"387","2020-10-06",10.2
"388","2020-10-07",10.2
"389","2020-10-08",10.21
"390","2020-10-09",10.2
"391","2020-10-12",10.2
"392","2020-10-13",10.17
"393","2020-10-14",10.175
"394","2020-10-15",10.16
"395","2020-10-16",10.2
"396","2020-10-19",10.19
"397","2020-10-20",10.2
"398","2020-10-21",10.2
"399","2020-10-22",10.2
"400","2020-10-23",10.185
"401","2020-10-26",10.17
"402","2020-10-27",10.185
"403","2020-10-28",10.18
"404","2020-10-29",10.15
"405","2020-10-30",10.15
"406","2020-11-02",10.16
"407","2020-11-03",10.17
"408","2020-11-04",10.19
"409","2020-11-05",10.16
"410","2020-11-06",10.2
"411","2020-11-09",10.2
"412","2020-11-10",10.17
"413","2020-11-11",10.185
"414","2020-11-12",10.24
"415","2020-11-13",10.25
"416","2020-11-16",10.29
"417","2020-11-17",10.29
"418","2020-11-18",10.35
"419","2020-11-19",10.38
"420","2020-11-20",10.3
"421","2020-11-23",10.73
"422","2020-11-24",11.28
"423","2020-11-25",11.48
"424","2020-11-27",12.33
