"","date","FRHC"
"128","2018-08-09",6.8
"129","2018-08-10",6.85
"130","2018-08-13",6.9
"131","2018-08-14",6.91
"132","2018-08-15",6.918
"133","2018-08-16",6.92
"134","2018-08-17",6.92
"135","2018-08-20",6.922
"136","2018-08-21",6.93
"137","2018-08-22",6.97
"138","2018-08-23",7.02
"139","2018-08-24",7.05
"140","2018-08-27",7.18
"141","2018-08-28",7.22
"142","2018-08-29",7.27
"143","2018-08-30",7.17
"144","2018-08-31",7.23
"145","2018-09-04",7.22
"146","2018-09-05",7.25
"147","2018-09-06",7.34
"148","2018-09-07",7.32
"149","2018-09-10",7.33
"150","2018-09-11",7.32
"151","2018-09-12",7.25
"152","2018-09-13",7.25
"153","2018-09-14",7.14
"154","2018-09-17",7.26
"155","2018-09-18",7.25
"156","2018-09-19",7.26
"157","2018-09-20",7.3
"158","2018-09-21",7.28
"159","2018-09-24",7.45
"160","2018-09-25",7.55
"161","2018-09-26",7.9
"162","2018-09-27",8.15
"163","2018-09-28",8.45
"164","2018-10-01",8.5
"165","2018-10-02",8.52
"166","2018-10-03",8.68
"167","2018-10-04",8.68
"168","2018-10-05",8.69
"169","2018-10-08",8.68
"170","2018-10-09",8.66
"171","2018-10-10",8.4
"172","2018-10-11",8.227
"173","2018-10-12",8.45
"174","2018-10-15",8.45
"175","2018-10-16",8.78
"176","2018-10-17",8.8
"177","2018-10-18",8.55
"178","2018-10-19",8.59
"179","2018-10-22",8.53
"180","2018-10-23",8.42
"181","2018-10-24",8.26
"182","2018-10-25",8.27
"183","2018-10-26",8.08
"184","2018-10-29",8.03
"185","2018-10-30",8.27
"186","2018-10-31",8.53
"187","2018-11-01",8.7
"188","2018-11-02",8.59
"189","2018-11-05",8.69
"190","2018-11-06",8.81
"191","2018-11-07",9.2
"192","2018-11-08",9.15
"193","2018-11-09",8.88
"194","2018-11-12",8.6
"195","2018-11-13",8.59
"196","2018-11-14",8.58
"197","2018-11-15",8.77
"198","2018-11-16",8.8
"199","2018-11-19",8.5
"200","2018-11-20",8.19
"201","2018-11-21",8.32
"202","2018-11-23",8.28
"203","2018-11-26",8.59
"204","2018-11-27",8.68
"205","2018-11-28",9.06
"206","2018-11-29",9.01
"207","2018-11-30",9.26
"208","2018-12-03",9.42
"209","2018-12-04",9.09
"210","2018-12-06",9.09
"211","2018-12-07",8.73
"212","2018-12-10",8.75
"213","2018-12-11",8.82
"214","2018-12-12",9.08
"215","2018-12-13",9.09
"216","2018-12-14",8.68
"217","2018-12-17",8.22
"218","2018-12-18",8.4
"219","2018-12-19",8.35
"220","2018-12-20",7.9
"221","2018-12-21",7.58
"222","2018-12-24",7.3
"223","2018-12-26",8
"224","2018-12-27",8.15
"225","2018-12-28",8.15
"226","2018-12-31",8.26
"227","2019-01-02",8.28
"228","2019-01-03",7.99
"229","2019-01-04",8.53
"230","2019-01-07",8.64
"231","2019-01-08",8.82
"232","2019-01-09",8.9
"233","2019-01-10",8.99
"234","2019-01-11",9
"235","2019-01-14",8.95
"236","2019-01-15",9.12
"237","2019-01-16",9.18
"238","2019-01-17",9.3
"239","2019-01-18",9.46
"240","2019-01-22",9.18
"241","2019-01-23",8.85
"242","2019-01-24",8.54
"243","2019-01-25",8
"244","2019-01-28",8.1
"245","2019-01-29",8.08
"246","2019-01-30",8.43
"247","2019-01-31",8.57
"248","2019-02-01",8.57
"249","2019-02-04",8.66
"250","2019-02-05",8.69
"251","2019-02-06",8.57
"252","2019-02-07",8.5
"253","2019-02-08",8.56
"254","2019-02-11",8.48
"255","2019-02-12",8.65
"256","2019-02-13",9.25
"257","2019-02-14",9.2
"258","2019-02-15",9.39
"259","2019-02-19",9.45
"260","2019-02-20",9
"261","2019-02-21",8.72
"262","2019-02-22",8.85
"263","2019-02-25",8.9
"264","2019-02-26",8.75
"265","2019-02-27",8.77
"266","2019-02-28",8.8
"267","2019-03-01",8.9
"268","2019-03-04",8.8
"269","2019-03-05",8.75
"270","2019-03-06",8.67
"271","2019-03-07",8.6
"272","2019-03-08",8.45
"273","2019-03-11",8.82
"274","2019-03-12",8.9
"275","2019-03-13",8.95
"276","2019-03-14",8.8
"277","2019-03-15",8.83
"278","2019-03-18",8.85
"279","2019-03-19",8.6
"280","2019-03-20",8.65
"281","2019-03-21",8.78
"282","2019-03-22",8.5
"283","2019-03-25",8.67
"284","2019-03-26",8.74
"285","2019-03-27",8.64
"286","2019-03-28",8.64
"287","2019-03-29",8.67
"288","2019-04-01",8.8
"289","2019-04-02",8.4
"290","2019-04-03",8.09
"291","2019-04-04",7.9
"292","2019-04-05",8.1
"293","2019-04-08",8.1
"294","2019-04-09",8.13
"295","2019-04-10",8
"296","2019-04-11",8.2
"297","2019-04-12",8.19
"298","2019-04-15",8.2
"299","2019-04-16",8.44
"300","2019-04-17",8.63
"301","2019-04-18",8.84
"302","2019-04-22",8.8
"303","2019-04-23",8.9
"304","2019-04-24",9
"305","2019-04-25",8.9
"306","2019-04-26",9.1
"307","2019-04-29",8.99
"308","2019-04-30",8.86
"309","2019-05-01",9.14
"310","2019-05-02",9.19
"311","2019-05-03",9.39
"312","2019-05-06",9.39
"313","2019-05-07",9.26
"314","2019-05-08",9.23
"315","2019-05-09",9.5
"316","2019-05-10",9.55
"317","2019-05-13",9.27
"318","2019-05-14",9.53
"319","2019-05-15",9.55
"320","2019-05-16",9.58
"321","2019-05-17",9.6
"322","2019-05-20",9.51
"323","2019-05-21",9.6
"324","2019-05-22",9.58
"325","2019-05-23",9.45
"326","2019-05-24",9.48
"327","2019-05-28",9.48
"328","2019-05-29",9.37
"329","2019-05-30",9.37
"330","2019-05-31",9.27
"331","2019-06-03",9.281
"332","2019-06-04",9.47
"333","2019-06-05",9.35
"334","2019-06-06",9.39
"335","2019-06-07",9.8
"336","2019-06-10",9.72
"337","2019-06-11",9.73
"338","2019-06-12",9.72
"339","2019-06-13",9.85
"340","2019-06-14",9.76
"341","2019-06-17",10.021
"342","2019-06-18",10.7
"343","2019-06-19",10.6
"344","2019-06-20",10.75
"345","2019-06-21",10.74
"346","2019-06-24",10.69
"347","2019-06-25",10.64
"348","2019-06-26",10.79
"349","2019-06-27",10.79
"350","2019-06-28",10.91
"351","2019-07-01",10.95
"352","2019-07-02",10.92
"353","2019-07-03",10.96
"354","2019-07-05",11.05
"355","2019-07-08",10.96
"356","2019-07-09",11.15
"357","2019-07-10",11.08
"358","2019-07-11",10.97
"359","2019-07-12",10.98
"360","2019-07-15",10.92
"361","2019-07-16",11.06
"362","2019-07-17",10.97
"363","2019-07-18",10.9
"364","2019-07-19",10.91
"365","2019-07-22",10.9
"366","2019-07-23",10.9
"367","2019-07-24",10.73
"368","2019-07-25",10.87
"369","2019-07-26",10.88
"370","2019-07-29",10.9
"371","2019-07-30",10.78
"372","2019-07-31",10.88
"373","2019-08-01",10.84
"374","2019-08-02",10.81
"375","2019-08-05",10.53
"376","2019-08-06",10.78
"377","2019-08-07",10.6
"378","2019-08-08",11
"379","2019-08-09",10.95
"380","2019-08-12",11.41
"381","2019-08-13",11.79
"382","2019-08-14",12
"383","2019-08-15",12.09
"384","2019-08-16",12.1
"385","2019-08-19",12.16
"386","2019-08-20",12.05
"387","2019-08-21",12.13
"388","2019-08-22",12.26
"389","2019-08-23",12.29
"390","2019-08-26",12.25
"391","2019-08-27",12.31
"392","2019-08-28",12.28
"393","2019-08-29",12.36
"394","2019-08-30",12.39
"395","2019-09-03",12.25
"396","2019-09-04",12.43
"397","2019-09-05",12.42
"398","2019-09-06",12.5
"399","2019-09-09",12.35
"400","2019-09-10",12.22
"401","2019-09-11",12.15
"402","2019-09-12",12.15
"403","2019-09-13",12.166
"404","2019-09-16",12.04
"405","2019-09-17",11.85
"406","2019-09-18",11.69
"407","2019-09-19",12.503
"408","2019-09-20",12.42
"409","2019-09-23",12.26
"410","2019-09-24",12.07
"411","2019-09-25",12
"412","2019-09-26",11.95
"413","2019-09-27",11.89
"414","2019-09-30",11.84
"415","2019-10-01",11.98
"416","2019-10-02",12.4
"417","2019-10-03",12.45
"418","2019-10-04",12.65
"419","2019-10-07",13
"420","2019-10-08",12.99
"421","2019-10-09",13.45
"422","2019-10-10",13.89
"423","2019-10-11",13.92
"424","2019-10-14",14.15
"425","2019-10-15",13.59
"426","2019-10-16",13.8
"427","2019-10-17",13.5
"428","2019-10-18",12.95
"429","2019-10-21",12.63
"430","2019-10-22",12.85
"431","2019-10-23",12.95
"432","2019-10-24",12.9
"433","2019-10-25",12.8
"434","2019-10-28",13.18
"435","2019-10-29",13.34
"436","2019-10-30",13.65
"437","2019-10-31",13.64
"438","2019-11-01",13.74
"439","2019-11-04",13.89
"440","2019-11-05",13.97
"441","2019-11-06",13.88
"442","2019-11-07",14.15
"443","2019-11-08",14.71
"444","2019-11-11",15.2
"445","2019-11-12",15.14
"446","2019-11-13",15.03
"447","2019-11-14",14.84
"448","2019-11-15",14.71
"449","2019-11-18",14.18
"450","2019-11-19",14.03
"451","2019-11-20",14.24
"452","2019-11-21",14.48
"453","2019-11-22",14.67
"454","2019-11-25",14.86
"455","2019-11-26",14.7
"456","2019-11-27",14.76
"457","2019-11-29",14.69
"458","2019-12-02",14.58
"459","2019-12-03",14.31
"460","2019-12-04",14.38
"461","2019-12-05",14.44
"462","2019-12-06",14.53
"463","2019-12-09",14.52
"464","2019-12-10",14.41
"465","2019-12-11",14.44
"466","2019-12-12",14.54
"467","2019-12-13",14.84
"468","2019-12-16",14.91
"469","2019-12-17",14.76
"470","2019-12-18",14.74
"471","2019-12-19",14.87
"472","2019-12-20",14.7
"473","2019-12-23",14.63
"474","2019-12-24",14.71
"475","2019-12-26",14.84
"476","2019-12-27",14.87
"477","2019-12-30",14.62
"478","2019-12-31",14.54
"479","2020-01-02",14.69
"480","2020-01-03",14.61
"481","2020-01-06",14.49
"482","2020-01-07",14.45
"483","2020-01-08",14.42
"484","2020-01-09",14.63
"485","2020-01-10",14.8
"486","2020-01-13",14.94
"487","2020-01-14",14.88
"488","2020-01-15",14.69
"489","2020-01-16",14.84
"490","2020-01-17",14.98
"491","2020-01-21",15.31
"492","2020-01-22",15.47
"493","2020-01-23",15.27
"494","2020-01-24",15.29
"495","2020-01-27",15.12
"496","2020-01-28",15.36
"497","2020-01-29",15.28
"498","2020-01-30",15.18
"499","2020-01-31",15.19
"500","2020-02-03",15.19
"501","2020-02-04",15.5
"502","2020-02-05",15.76
"503","2020-02-06",16
"504","2020-02-07",16.25
"505","2020-02-10",16.18
"506","2020-02-11",16.07
"507","2020-02-12",16.1
"508","2020-02-13",16.299999
"509","2020-02-14",16.34
"510","2020-02-18",16.530001
"511","2020-02-19",16.629999
"512","2020-02-20",16.629999
"513","2020-02-21",16.549999
"514","2020-02-24",16.25
"515","2020-02-25",16.25
"516","2020-02-26",16.33
"517","2020-02-27",16.049999
"518","2020-02-28",15.8
"519","2020-03-02",15.9
"520","2020-03-03",15.94
"521","2020-03-04",16.190001
"522","2020-03-05",15.85
"523","2020-03-06",15.62
"524","2020-03-09",14.61
"525","2020-03-10",15.07
"526","2020-03-11",14.59
"527","2020-03-12",13.78
"528","2020-03-13",14.57
"529","2020-03-16",13.26
"530","2020-03-17",13.17
"531","2020-03-18",12
"532","2020-03-19",12.52
"533","2020-03-20",12.58
"534","2020-03-23",12.7
"535","2020-03-24",13.26
"536","2020-03-25",13.73
"537","2020-03-26",14.27
"538","2020-03-27",14.32
"539","2020-03-30",14.19
"540","2020-03-31",14.2
"541","2020-04-01",14
"542","2020-04-02",14.09
"543","2020-04-03",13.98
"544","2020-04-06",14.32
"545","2020-04-07",14.86
"546","2020-04-08",15.12
"547","2020-04-09",15.17
"548","2020-04-13",15.04
"549","2020-04-14",15.42
"550","2020-04-15",15.12
"551","2020-04-16",15.2
"552","2020-04-17",15.19
"553","2020-04-20",15
"554","2020-04-21",14.55
"555","2020-04-22",14.77
"556","2020-04-23",14.9
"557","2020-04-24",15.05
"558","2020-04-27",15.34
"559","2020-04-28",15.56
"560","2020-04-29",15.85
"561","2020-04-30",15.84
"562","2020-05-01",15.5
"563","2020-05-04",15.49
"564","2020-05-05",15.81
"565","2020-05-06",15.93
"566","2020-05-07",16.059999
"567","2020-05-08",16.25
"568","2020-05-11",15.99
"569","2020-05-12",15.8
"570","2020-05-13",15.78
"571","2020-05-14",15.52
"572","2020-05-15",15.54
"573","2020-05-18",16
"574","2020-05-19",16.01
"575","2020-05-20",16.32
"576","2020-05-21",16.309999
"577","2020-05-22",16.559999
"578","2020-05-26",16.790001
"579","2020-05-27",17.190001
"580","2020-05-28",17.32
"581","2020-05-29",17.389999
"582","2020-06-01",17.41
"583","2020-06-02",17.4
"584","2020-06-03",17.620001
"585","2020-06-04",17.690001
"586","2020-06-05",18.75
"587","2020-06-08",18.9
"588","2020-06-09",18.99
"589","2020-06-10",19
"590","2020-06-11",18.389999
"591","2020-06-12",18.27
"592","2020-06-15",18.280001
"593","2020-06-16",18.67
"594","2020-06-17",18.75
"595","2020-06-18",18.75
"596","2020-06-19",19.040001
"597","2020-06-22",19.15
"598","2020-06-23",19.32
"599","2020-06-24",19.07
"600","2020-06-25",18.91
"601","2020-06-26",18.809999
"602","2020-06-29",18.84
"603","2020-06-30",18.690001
"604","2020-07-01",18.76
"605","2020-07-02",19.02
"606","2020-07-06",19.42
"607","2020-07-07",19.32
"608","2020-07-08",19.26
"609","2020-07-09",19.219999
"610","2020-07-10",19.370001
"611","2020-07-13",19.440001
"612","2020-07-14",19.41
"613","2020-07-15",19.690001
"614","2020-07-16",19.530001
"615","2020-07-17",19.610001
"616","2020-07-20",19.709999
"617","2020-07-21",19.98
"618","2020-07-22",19.959999
"619","2020-07-23",19.950001
"620","2020-07-24",19.719999
"621","2020-07-27",19.65
"622","2020-07-28",19.33
"623","2020-07-29",19.16
"624","2020-07-30",19.24
"625","2020-07-31",19.299999
"626","2020-08-03",19.299999
"627","2020-08-04",19.48
"628","2020-08-05",19.67
"629","2020-08-06",19.870001
"630","2020-08-07",19.98
"631","2020-08-10",20.120001
"632","2020-08-11",20.809999
"633","2020-08-12",20.77
"634","2020-08-13",20.77
"635","2020-08-14",21.059999
"636","2020-08-17",21.75
"637","2020-08-18",21.98
"638","2020-08-19",22.43
"639","2020-08-20",22.299999
"640","2020-08-21",22.299999
"641","2020-08-24",22.790001
"642","2020-08-25",23.18
"643","2020-08-26",23.34
"644","2020-08-27",23.450001
"645","2020-08-28",23.620001
"646","2020-08-31",23.83
"647","2020-09-01",24.09
"648","2020-09-02",24.290001
"649","2020-09-03",24.1
"650","2020-09-04",23.4
"651","2020-09-08",23.24
"652","2020-09-09",23.42
"653","2020-09-10",23.42
"654","2020-09-11",23.280001
"655","2020-09-14",23.33
"656","2020-09-15",23.709999
"657","2020-09-16",24.280001
"658","2020-09-17",24.209999
"659","2020-09-18",24.719999
"660","2020-09-21",24.389999
"661","2020-09-22",23.91
"662","2020-09-23",24.370001
"663","2020-09-24",23.629999
"664","2020-09-25",23.9
"665","2020-09-28",24.07
"666","2020-09-29",24.01
"667","2020-09-30",23.969999
"668","2020-10-01",24.32
"669","2020-10-02",24.379999
"670","2020-10-05",24.76
"671","2020-10-06",25.469999
"672","2020-10-07",25.74
"673","2020-10-08",25.84
"674","2020-10-09",26.01
"675","2020-10-12",26.35
"676","2020-10-13",27.110001
"677","2020-10-14",27.24
"678","2020-10-15",27.09
"679","2020-10-16",28.41
"680","2020-10-19",28.35
"681","2020-10-20",28.48
"682","2020-10-21",28.549999
"683","2020-10-22",28.6
"684","2020-10-23",29.139999
"685","2020-10-26",28.139999
"686","2020-10-27",28.17
"687","2020-10-28",27.860001
"688","2020-10-29",27.719999
"689","2020-10-30",26.85
"690","2020-11-02",27.33
"691","2020-11-03",28.25
"692","2020-11-04",28.860001
"693","2020-11-05",30.49
"694","2020-11-06",31.01
"695","2020-11-09",30.280001
"696","2020-11-10",30.02
"697","2020-11-11",31.59
"698","2020-11-12",31.93
"699","2020-11-13",32.110001
"700","2020-11-16",33.619999
"701","2020-11-17",34.619999
"702","2020-11-18",32.880001
"703","2020-11-19",34.700001
"704","2020-11-20",34.02
"705","2020-11-23",35.09
"706","2020-11-24",34.68
"707","2020-11-25",34.419998
"708","2020-11-27",36.029999
