"","date","FEDU"
"206","2018-08-31",4.26
"207","2018-09-04",4.375
"208","2018-09-05",4.51
"209","2018-09-06",4.64
"210","2018-09-07",4.65
"211","2018-09-10",4.45
"212","2018-09-11",4.38
"213","2018-09-12",4.3
"214","2018-09-13",4.3
"215","2018-09-14",4.2
"216","2018-09-17",4.04
"217","2018-09-18",4.11
"218","2018-09-19",4.24
"219","2018-09-20",4.5
"220","2018-09-21",4.5
"221","2018-09-24",4.49
"222","2018-09-25",4.24
"223","2018-09-26",4.24
"224","2018-09-27",4.12
"225","2018-09-28",4
"226","2018-10-01",3.6
"227","2018-10-02",3.43
"228","2018-10-03",3.38
"229","2018-10-04",3.34
"230","2018-10-05",3.2
"231","2018-10-08",3.65
"232","2018-10-09",3.77
"233","2018-10-10",3.33
"234","2018-10-11",3.483
"235","2018-10-12",3.75
"236","2018-10-15",3.97
"237","2018-10-16",4.428
"238","2018-10-17",4.46
"239","2018-10-18",3.81
"240","2018-10-19",3.9
"241","2018-10-22",3.8
"242","2018-10-23",3.91
"243","2018-10-24",3.98
"244","2018-10-25",3.99
"245","2018-10-26",4.09
"246","2018-10-29",4.09
"247","2018-10-30",4.01
"248","2018-10-31",4.21
"249","2018-11-01",4.2
"250","2018-11-02",4.29
"251","2018-11-05",4.35
"252","2018-11-06",4.4
"253","2018-11-07",4.39
"254","2018-11-08",4.4
"255","2018-11-09",4.41
"256","2018-11-12",4.41
"257","2018-11-13",4.52
"258","2018-11-14",4.52
"259","2018-11-15",4.3
"260","2018-11-16",4.328
"261","2018-11-19",4.32
"262","2018-11-20",4.2
"263","2018-11-21",4.2
"264","2018-11-23",4.04
"265","2018-11-26",4.2
"266","2018-11-27",4.2
"267","2018-11-28",4.1
"268","2018-11-29",4.05
"269","2018-11-30",3.93
"270","2018-12-03",3.83
"271","2018-12-04",3.71
"272","2018-12-06",3.6
"273","2018-12-07",3.74
"274","2018-12-10",3.65
"275","2018-12-11",3.65
"276","2018-12-12",3.58
"277","2018-12-13",3.58
"278","2018-12-14",3.58
"279","2018-12-17",3.4
"280","2018-12-18",3.44
"281","2018-12-19",3.34
"282","2018-12-20",3.34
"283","2018-12-21",2.785
"284","2018-12-24",2.78
"285","2018-12-26",2.767
"286","2018-12-27",2.45
"287","2018-12-28",2.41
"288","2018-12-31",2.461
"289","2019-01-02",2.48
"290","2019-01-03",2.5
"291","2019-01-04",2.577
"292","2019-01-07",2.69
"293","2019-01-08",2.59
"294","2019-01-09",2.59
"295","2019-01-10",2.62
"296","2019-01-11",2.61
"297","2019-01-14",2.626
"298","2019-01-15",2.6
"299","2019-01-16",2.7
"300","2019-01-17",2.653
"301","2019-01-18",2.65
"302","2019-01-22",2.72
"303","2019-01-23",2.67
"304","2019-01-24",2.75
"305","2019-01-25",2.7
"306","2019-01-28",2.27
"307","2019-01-29",2.19
"308","2019-01-30",2.05
"309","2019-01-31",2.23
"310","2019-02-01",2.22
"311","2019-02-04",2.25
"312","2019-02-05",2.2
"313","2019-02-06",2.17
"314","2019-02-07",2.18
"315","2019-02-08",2.18
"316","2019-02-11",2.1
"317","2019-02-12",2.1
"318","2019-02-13",2.05
"319","2019-02-14",2
"320","2019-02-15",1.99
"321","2019-02-19",1.963
"322","2019-02-20",1.96
"323","2019-02-21",1.94
"324","2019-02-22",1.95
"325","2019-02-25",1.98
"326","2019-02-26",2
"327","2019-02-27",1.88
"328","2019-02-28",1.91
"329","2019-03-01",1.86
"330","2019-03-04",1.9
"331","2019-03-05",2.14
"332","2019-03-06",2.49
"333","2019-03-07",2.41
"334","2019-03-08",2.4
"335","2019-03-11",2.22
"336","2019-03-12",2.17
"337","2019-03-13",2.27
"338","2019-03-14",2.19
"339","2019-03-15",2.02
"340","2019-03-18",1.93
"341","2019-03-19",1.95
"342","2019-03-20",1.95
"343","2019-03-21",1.9
"344","2019-03-22",1.92
"345","2019-03-25",1.872
"346","2019-03-26",1.88
"347","2019-03-27",1.8
"348","2019-03-28",1.728
"349","2019-03-29",1.78
"350","2019-04-01",1.88
"351","2019-04-02",1.78
"352","2019-04-03",1.87
"353","2019-04-04",1.92
"354","2019-04-05",1.916
"355","2019-04-08",1.94
"356","2019-04-09",1.905
"357","2019-04-10",2.4
"358","2019-04-11",2.05
"359","2019-04-12",2.09
"360","2019-04-15",1.96
"361","2019-04-16",2.13
"362","2019-04-17",2.16
"363","2019-04-18",2.14
"364","2019-04-22",2.23
"365","2019-04-23",2.25
"366","2019-04-24",2.13
"367","2019-04-25",2.06
"368","2019-04-26",2.06
"369","2019-04-29",2.159
"370","2019-04-30",2.19
"371","2019-05-01",2.18
"372","2019-05-02",2.14
"373","2019-05-03",2.13
"374","2019-05-06",2.3
"375","2019-05-07",2.22
"376","2019-05-08",2.33
"377","2019-05-09",2.35
"378","2019-05-10",2.27
"379","2019-05-13",2.09
"380","2019-05-14",2.15
"381","2019-05-15",2.13
"382","2019-05-16",2.15
"383","2019-05-17",2.14
"384","2019-05-20",2.04
"385","2019-05-21",2.18
"386","2019-05-22",2.2
"387","2019-05-23",2.19
"388","2019-05-24",2.18
"389","2019-05-28",2.25
"390","2019-05-29",2.3
"391","2019-05-30",2.37
"392","2019-05-31",2.35
"393","2019-06-03",2.29
"394","2019-06-04",2.24
"395","2019-06-05",2.17
"396","2019-06-06",2.17
"397","2019-06-07",2.19
"398","2019-06-10",2.17
"399","2019-06-11",2.11
"400","2019-06-12",2.1
"401","2019-06-13",1.97
"402","2019-06-14",1.91
"403","2019-06-17",1.95
"404","2019-06-18",1.92
"405","2019-06-19",1.94
"406","2019-06-20",1.94
"407","2019-06-21",1.86
"408","2019-06-24",1.91
"409","2019-06-25",1.86
"410","2019-06-26",1.84
"411","2019-06-27",1.75
"412","2019-06-28",1.8
"413","2019-07-01",1.825
"414","2019-07-02",1.82
"415","2019-07-03",1.82
"416","2019-07-05",1.84
"417","2019-07-08",1.8
"418","2019-07-09",1.82
"419","2019-07-10",1.88
"420","2019-07-11",1.83
"421","2019-07-12",1.85
"422","2019-07-15",1.83
"423","2019-07-16",1.8
"424","2019-07-17",1.825
"425","2019-07-18",1.88
"426","2019-07-19",1.85
"427","2019-07-22",1.84
"428","2019-07-23",1.84
"429","2019-07-24",1.84
"430","2019-07-25",1.84
"431","2019-07-26",1.78
"432","2019-07-29",1.815
"433","2019-07-30",1.69
"434","2019-07-31",1.78
"435","2019-08-01",1.55
"436","2019-08-02",1.69
"437","2019-08-05",1.93
"438","2019-08-06",1.9
"439","2019-08-07",1.9
"440","2019-08-08",1.94
"441","2019-08-09",2
"442","2019-08-12",2.03
"443","2019-08-13",2.051
"444","2019-08-14",2.1
"445","2019-08-15",2.08
"446","2019-08-16",2.11
"447","2019-08-19",2.17
"448","2019-08-20",2.25
"449","2019-08-21",2.27
"450","2019-08-22",2.31
"451","2019-08-23",2.33
"452","2019-08-26",2.17
"453","2019-08-27",2.25
"454","2019-08-28",2.33
"455","2019-08-29",2.22
"456","2019-08-30",2.29
"457","2019-09-03",2.18
"458","2019-09-04",2.14
"459","2019-09-05",2.19
"460","2019-09-06",2.14
"461","2019-09-09",2.09
"462","2019-09-10",2.05
"463","2019-09-11",2.02
"464","2019-09-12",1.97
"465","2019-09-13",1.79
"466","2019-09-16",1.8
"467","2019-09-17",1.8
"468","2019-09-18",1.7
"469","2019-09-19",1.68
"470","2019-09-20",1.78
"471","2019-09-23",1.74
"472","2019-09-24",1.74
"473","2019-09-25",1.75
"474","2019-09-26",1.82
"475","2019-09-27",1.794
"476","2019-09-30",1.82
"477","2019-10-01",1.81
"478","2019-10-02",1.81
"479","2019-10-03",1.79
"480","2019-10-04",1.81
"481","2019-10-07",1.81
"482","2019-10-08",1.831
"483","2019-10-09",1.82
"484","2019-10-10",1.82
"485","2019-10-11",1.79
"486","2019-10-14",1.79
"487","2019-10-15",1.77
"488","2019-10-16",1.78
"489","2019-10-17",1.8
"490","2019-10-18",1.8
"491","2019-10-21",1.81
"492","2019-10-22",1.82
"493","2019-10-23",1.92
"494","2019-10-24",1.87
"495","2019-10-25",1.865
"496","2019-10-28",1.89
"497","2019-10-29",1.89
"498","2019-10-30",1.9
"499","2019-10-31",1.9
"500","2019-11-01",1.98
"501","2019-11-04",1.98
"502","2019-11-05",2.01
"503","2019-11-06",2.01
"504","2019-11-07",2
"505","2019-11-08",2
"506","2019-11-11",2.09
"507","2019-11-12",2.12
"508","2019-11-13",2.16
"509","2019-11-14",2.15
"510","2019-11-15",2.2
"511","2019-11-18",2.19
"512","2019-11-19",2.15
"513","2019-11-20",2.17
"514","2019-11-21",2.17
"515","2019-11-22",2.17
"516","2019-11-25",2.07
"517","2019-11-26",2.05
"518","2019-11-27",1.995
"519","2019-11-29",2.02
"520","2019-12-02",1.93
"521","2019-12-03",1.85
"522","2019-12-04",1.89
"523","2019-12-05",1.9
"524","2019-12-06",1.83
"525","2019-12-09",1.83
"526","2019-12-10",1.82
"527","2019-12-11",1.9
"528","2019-12-12",1.86
"529","2019-12-13",1.89
"530","2019-12-16",1.9
"531","2019-12-17",1.821
"532","2019-12-18",1.8
"533","2019-12-19",1.855
"534","2019-12-20",1.82
"535","2019-12-23",1.82
"536","2019-12-24",1.75
"537","2019-12-26",1.79
"538","2019-12-27",1.75
"539","2019-12-30",1.57
"540","2019-12-31",1.6
"541","2020-01-02",1.68
"542","2020-01-03",1.73
"543","2020-01-06",1.73
"544","2020-01-07",1.66
"545","2020-01-08",1.61
"546","2020-01-09",1.6
"547","2020-01-10",1.62
"548","2020-01-13",1.58
"549","2020-01-14",1.71
"550","2020-01-15",1.77
"551","2020-01-16",1.75
"552","2020-01-17",1.76
"553","2020-01-21",1.71
"554","2020-01-22",1.7
"555","2020-01-23",1.6
"556","2020-01-24",1.62
"557","2020-01-27",1.6
"558","2020-01-28",1.61
"559","2020-01-29",1.55
"560","2020-01-30",1.48
"561","2020-01-31",1.23
"562","2020-02-03",1.58
"563","2020-02-04",1.47
"564","2020-02-05",1.5
"565","2020-02-06",1.49
"566","2020-02-07",1.45
"567","2020-02-10",1.42
"568","2020-02-11",1.36
"569","2020-02-12",1.48
"570","2020-02-13",1.49
"571","2020-02-14",1.53
"572","2020-02-18",1.48
"573","2020-02-19",1.48
"574","2020-02-20",1.51
"575","2020-02-21",1.68
"576","2020-02-24",1.8
"577","2020-02-25",1.661
"578","2020-02-26",1.67
"579","2020-02-27",1.54
"580","2020-02-28",1.518
"581","2020-03-02",1.66
"582","2020-03-03",1.55
"583","2020-03-04",1.53
"584","2020-03-05",1.52
"585","2020-03-06",1.46
"586","2020-03-09",1.37
"587","2020-03-10",1.404
"588","2020-03-11",1.412
"589","2020-03-12",1.33
"590","2020-03-13",1.25
"591","2020-03-16",1.24
"592","2020-03-17",1.2
"593","2020-03-18",1.115
"594","2020-03-19",1.22
"595","2020-03-20",1.156
"596","2020-03-23",1.09
"597","2020-03-24",1.21
"598","2020-03-25",1.21
"599","2020-03-26",1.17
"600","2020-03-27",1.18
"601","2020-03-30",1.15
"602","2020-03-31",1.14
"603","2020-04-01",1.11
"604","2020-04-02",1.13
"605","2020-04-03",1.2
"606","2020-04-06",1.12
"607","2020-04-07",1.12
"608","2020-04-08",1.12
"609","2020-04-09",1.21
"610","2020-04-13",1.2
"611","2020-04-14",1.194
"612","2020-04-15",1.194
"613","2020-04-16",1.25
"614","2020-04-17",1.19
"615","2020-04-20",1.2
"616","2020-04-21",1.2
"617","2020-04-22",1.12
"618","2020-04-23",1.165
"619","2020-04-24",1.165
"620","2020-04-27",1.27
"621","2020-04-28",1.35
"622","2020-04-29",1.38
"623","2020-04-30",1.35
"624","2020-05-01",1.42
"625","2020-05-04",1.345
"626","2020-05-05",1.36
"627","2020-05-06",1.36
"628","2020-05-07",1.36
"629","2020-05-08",1.36
"630","2020-05-11",1.3
"631","2020-05-12",1.3
"632","2020-05-13",1.3
"633","2020-05-14",1.215
"634","2020-05-15",1.215
"635","2020-05-18",1.31
"636","2020-05-19",1.29
"637","2020-05-20",1.13
"638","2020-05-21",1.26
"639","2020-05-22",1.27
"640","2020-05-26",1.27
"641","2020-05-27",1.27
"642","2020-05-28",1.229
"643","2020-05-29",1.195
"644","2020-06-01",1.2
"645","2020-06-02",1.26
"646","2020-06-03",1.28
"647","2020-06-04",1.26
"648","2020-06-05",1.27
"649","2020-06-08",1.27
"650","2020-06-09",1.26
"651","2020-06-10",1.27
"652","2020-06-11",1.26
"653","2020-06-12",1.25
"654","2020-06-15",1.22
"655","2020-06-16",1.19
"656","2020-06-17",1.175
"657","2020-06-18",1.17
"658","2020-06-19",1.15
"659","2020-06-22",1.15
"660","2020-06-23",1.18
"661","2020-06-24",1.16
"662","2020-06-25",1.19
"663","2020-06-26",1.185
"664","2020-06-29",1.185
"665","2020-06-30",1.16
"666","2020-07-01",1.17
"667","2020-07-02",1.17
"668","2020-07-06",1.22
"669","2020-07-07",1.18
"670","2020-07-08",1.21
"671","2020-07-09",1.3
"672","2020-07-10",1.246
"673","2020-07-13",1.15
"674","2020-07-14",1.17
"675","2020-07-15",1.2
"676","2020-07-16",1.19
"677","2020-07-17",1.16
"678","2020-07-20",1.19
"679","2020-07-21",1.18
"680","2020-07-22",1.17
"681","2020-07-23",1.189
"682","2020-07-24",1.17
"683","2020-07-27",1.19
"684","2020-07-28",1.16
"685","2020-07-29",1.18
"686","2020-07-30",1.17
"687","2020-07-31",1.16
"688","2020-08-03",1.18
"689","2020-08-04",1.19
"690","2020-08-05",1.35
"691","2020-08-06",1.18
"692","2020-08-07",1.19
"693","2020-08-10",1.175
"694","2020-08-11",1.19
"695","2020-08-12",1.16
"696","2020-08-13",1.18
"697","2020-08-14",1.11
"698","2020-08-17",1.14
"699","2020-08-18",1.19
"700","2020-08-19",1.18
"701","2020-08-20",1.03
"702","2020-08-21",1.01
"703","2020-08-24",0.988
"704","2020-08-25",0.97
"705","2020-08-26",0.973
"706","2020-08-27",0.991
"707","2020-08-28",1
"708","2020-08-31",0.976
"709","2020-09-01",0.935
"710","2020-09-02",0.956
"711","2020-09-03",0.925
"712","2020-09-04",0.941
"713","2020-09-08",0.92
"714","2020-09-09",0.923
"715","2020-09-10",0.951
"716","2020-09-11",0.892
"717","2020-09-14",0.896
"718","2020-09-15",0.914
"719","2020-09-16",0.883
"720","2020-09-17",0.85
"721","2020-09-18",0.865
"722","2020-09-21",0.808
"723","2020-09-22",0.813
"724","2020-09-23",0.797
"725","2020-09-24",0.758
"726","2020-09-25",0.75
"727","2020-09-28",0.708
"728","2020-09-29",0.676
"729","2020-09-30",0.65
"730","2020-10-01",0.667
"731","2020-10-02",0.66
"732","2020-10-05",0.744
"733","2020-10-06",0.767
"734","2020-10-07",0.76
"735","2020-10-08",0.75
"736","2020-10-09",0.76
"737","2020-10-12",0.916
"738","2020-10-13",0.81
"739","2020-10-14",0.838
"740","2020-10-15",0.83
"741","2020-10-16",0.86
"742","2020-10-19",0.908
"743","2020-10-20",0.935
"744","2020-10-21",1.04
"745","2020-10-22",1.03
"746","2020-10-23",0.989
"747","2020-10-26",0.965
"748","2020-10-27",0.913
"749","2020-10-28",0.854
"750","2020-10-29",0.857
"751","2020-10-30",0.825
"752","2020-11-02",0.83
"753","2020-11-03",0.866
"754","2020-11-04",0.917
"755","2020-11-05",0.865
"756","2020-11-06",0.866
"757","2020-11-09",0.879
"758","2020-11-10",0.903
"759","2020-11-11",0.852
"760","2020-11-12",0.876
"761","2020-11-13",0.87
"762","2020-11-16",0.89
"763","2020-11-17",0.832
"764","2020-11-18",0.85
"765","2020-11-19",0.86
"766","2020-11-20",0.869
"767","2020-11-23",0.871
"768","2020-11-24",0.9
"769","2020-11-25",0.987
"770","2020-11-27",0.961
