"","date","BCOW"
"167","2019-09-06",9.31
"168","2019-09-09",9.7
"169","2019-09-10",9.51
"170","2019-09-11",9.51
"171","2019-09-12",9.53
"172","2019-09-13",9.65
"173","2019-09-16",9.43
"174","2019-09-17",9.66
"175","2019-09-18",9.45
"176","2019-09-19",9.781
"177","2019-09-20",9.84
"178","2019-09-23",9.775
"179","2019-09-24",9.775
"180","2019-09-25",9.71
"181","2019-09-26",9.71
"182","2019-09-27",9.71
"183","2019-09-30",9.64
"184","2019-10-01",9.64
"185","2019-10-02",9.64
"186","2019-10-03",9.64
"187","2019-10-04",9.6
"188","2019-10-07",9.62
"189","2019-10-08",9.878
"190","2019-10-09",9.87
"191","2019-10-10",9.8
"192","2019-10-11",9.8
"193","2019-10-14",9.701
"194","2019-10-15",9.701
"195","2019-10-16",9.701
"196","2019-10-17",9.8
"197","2019-10-18",9.8
"198","2019-10-21",9.53
"199","2019-10-22",9.615
"200","2019-10-23",9.615
"201","2019-10-24",9.615
"202","2019-10-25",9.85
"203","2019-10-28",9.9
"204","2019-10-29",9.82
"205","2019-10-30",9.9
"206","2019-10-31",9.762
"207","2019-11-01",9.762
"208","2019-11-04",9.762
"209","2019-11-05",9.807
"210","2019-11-06",10.1
"211","2019-11-07",10
"212","2019-11-08",9.94
"213","2019-11-11",9.944
"214","2019-11-12",9.998
"215","2019-11-13",9.998
"216","2019-11-14",9.902
"217","2019-11-15",9.91
"218","2019-11-18",10.1
"219","2019-11-19",10.1
"220","2019-11-20",10.05
"221","2019-11-21",10.091
"222","2019-11-22",10.15
"223","2019-11-25",10.15
"224","2019-11-26",10.2
"225","2019-11-27",10.25
"226","2019-11-29",10.25
"227","2019-12-02",10.2
"228","2019-12-03",10.415
"229","2019-12-04",10.51
"230","2019-12-05",10.675
"231","2019-12-06",10.31
"232","2019-12-09",10.41
"233","2019-12-10",10.55
"234","2019-12-11",10.55
"235","2019-12-12",10.55
"236","2019-12-13",10.75
"237","2019-12-16",10.696
"238","2019-12-17",10.7
"239","2019-12-18",10.676
"240","2019-12-19",10.8
"241","2019-12-20",10.85
"242","2019-12-23",10.56
"243","2019-12-24",10.51
"244","2019-12-26",10.605
"245","2019-12-27",10.771
"246","2019-12-30",10.763
"247","2019-12-31",10.78
"248","2020-01-02",10.82
"249","2020-01-03",10.7
"250","2020-01-06",10.72
"251","2020-01-07",10.72
"252","2020-01-08",10.853
"253","2020-01-09",10.7
"254","2020-01-10",10.72
"255","2020-01-13",10.724
"256","2020-01-14",10.724
"257","2020-01-15",10.7
"258","2020-01-16",10.7
"259","2020-01-17",10.694
"260","2020-01-21",10.985
"261","2020-01-22",11
"262","2020-01-23",11.15
"263","2020-01-24",11.38
"264","2020-01-27",11.69
"265","2020-01-28",11.9
"266","2020-01-29",11.95
"267","2020-01-30",11.954
"268","2020-01-31",11.91
"269","2020-02-03",11.85
"270","2020-02-04",11.9
"271","2020-02-05",11.871
"272","2020-02-06",11.85
"273","2020-02-07",11.9
"274","2020-02-10",11.918
"275","2020-02-11",11.85
"276","2020-02-12",11.709
"277","2020-02-13",11.284
"278","2020-02-14",11.652
"279","2020-02-18",11.652
"280","2020-02-19",11.37
"281","2020-02-20",11.37
"282","2020-02-21",11.37
"283","2020-02-24",11.3
"284","2020-02-25",11.499
"285","2020-02-26",11.24
"286","2020-02-27",10.874
"287","2020-02-28",10.865
"288","2020-03-02",11.14
"289","2020-03-03",11.5
"290","2020-03-04",11
"291","2020-03-05",11
"292","2020-03-06",10.16
"293","2020-03-09",9.605
"294","2020-03-10",9.975
"295","2020-03-11",9.22
"296","2020-03-12",8.554
"297","2020-03-13",8.845
"298","2020-03-16",8.4
"299","2020-03-17",8.611
"300","2020-03-18",7.76
"301","2020-03-19",8.79
"302","2020-03-20",7.46
"303","2020-03-23",8
"304","2020-03-24",7.95
"305","2020-03-25",7.69
"306","2020-03-26",7.825
"307","2020-03-27",7.825
"308","2020-03-30",7.89
"309","2020-03-31",7.89
"310","2020-04-01",7.88
"311","2020-04-02",7.79
"312","2020-04-03",7.538
"313","2020-04-06",8.35
"314","2020-04-07",9
"315","2020-04-08",9.044
"316","2020-04-09",9.01
"317","2020-04-13",9.01
"318","2020-04-14",9
"319","2020-04-15",8.844
"320","2020-04-16",8.4
"321","2020-04-17",8.44
"322","2020-04-20",8.44
"323","2020-04-21",7.895
"324","2020-04-22",7.638
"325","2020-04-23",7.74
"326","2020-04-24",7.85
"327","2020-04-27",8.25
"328","2020-04-28",8.455
"329","2020-04-29",8.255
"330","2020-04-30",8.397
"331","2020-05-01",8.46
"332","2020-05-04",8.46
"333","2020-05-05",8.03
"334","2020-05-06",8.03
"335","2020-05-07",8.03
"336","2020-05-08",8.45
"337","2020-05-11",8.45
"338","2020-05-12",8.5
"339","2020-05-13",8.5
"340","2020-05-14",8.35
"341","2020-05-15",8.35
"342","2020-05-18",8
"343","2020-05-19",8.3
"344","2020-05-20",8.3
"345","2020-05-21",8.3
"346","2020-05-22",8.57
"347","2020-05-26",8.6
"348","2020-05-27",8.6
"349","2020-05-28",8.65
"350","2020-05-29",8.76
"351","2020-06-01",8.76
"352","2020-06-02",9.15
"353","2020-06-03",9.15
"354","2020-06-04",8.95
"355","2020-06-05",9.5
"356","2020-06-08",9.76
"357","2020-06-09",9.355
"358","2020-06-10",9.295
"359","2020-06-11",9.97
"360","2020-06-12",9.97
"361","2020-06-15",9.97
"362","2020-06-16",9.97
"363","2020-06-17",9.75
"364","2020-06-18",9.747
"365","2020-06-19",9.48
"366","2020-06-22",9.62
"367","2020-06-23",9.7
"368","2020-06-24",9.5
"369","2020-06-25",9.2
"370","2020-06-26",9.1
"371","2020-06-29",9.1
"372","2020-06-30",9.1
"373","2020-07-01",9.5
"374","2020-07-02",9.5
"375","2020-07-06",9.852
"376","2020-07-07",9.65
"377","2020-07-08",9.85
"378","2020-07-09",9.65
"379","2020-07-10",9.75
"380","2020-07-13",9.75
"381","2020-07-14",9.75
"382","2020-07-15",9.65
"383","2020-07-16",9.65
"384","2020-07-17",9.01
"385","2020-07-20",9.3
"386","2020-07-21",9.77
"387","2020-07-22",9.77
"388","2020-07-23",9.45
"389","2020-07-24",9.215
"390","2020-07-27",9.5
"391","2020-07-28",9.3
"392","2020-07-29",9.3
"393","2020-07-30",9.3
"394","2020-07-31",9.3
"395","2020-08-03",9.3
"396","2020-08-04",8.71
"397","2020-08-05",8.774
"398","2020-08-06",8.774
"399","2020-08-07",8.47
"400","2020-08-10",8.47
"401","2020-08-11",8.47
"402","2020-08-12",8.47
"403","2020-08-13",8.47
"404","2020-08-14",8.47
"405","2020-08-17",8.31
"406","2020-08-18",8.31
"407","2020-08-19",8.11
"408","2020-08-20",7.86
"409","2020-08-21",8.68
"410","2020-08-24",8.68
"411","2020-08-25",8.68
"412","2020-08-26",8.5
"413","2020-08-27",8.5
"414","2020-08-28",8.5
"415","2020-08-31",8.01
"416","2020-09-01",7.82
"417","2020-09-02",8.236
"418","2020-09-03",8.1
"419","2020-09-04",8.07
"420","2020-09-08",8.03
"421","2020-09-09",8.317
"422","2020-09-10",8.795
"423","2020-09-11",8.86
"424","2020-09-14",8.765
"425","2020-09-15",8.765
"426","2020-09-16",9.6
"427","2020-09-17",9.44
"428","2020-09-18",9.7
"429","2020-09-21",9.7
"430","2020-09-22",9.7
"431","2020-09-23",9.7
"432","2020-09-24",9.443
"433","2020-09-25",9.075
"434","2020-09-28",9.5
"435","2020-09-29",9.26
"436","2020-09-30",9.26
"437","2020-10-01",9.26
"438","2020-10-02",9.095
"439","2020-10-05",9.095
"440","2020-10-06",9.73
"441","2020-10-07",9.73
"442","2020-10-08",9.73
"443","2020-10-09",9.73
"444","2020-10-12",9.75
"445","2020-10-13",9.61
"446","2020-10-14",9.575
"447","2020-10-15",9.575
"448","2020-10-16",9.35
"449","2020-10-19",9.325
"450","2020-10-20",9.2
"451","2020-10-21",9.3
"452","2020-10-22",9.229
"453","2020-10-23",9.229
"454","2020-10-26",9.229
"455","2020-10-27",9.3
"456","2020-10-28",9.25
"457","2020-10-29",9.326
"458","2020-10-30",9.33
"459","2020-11-02",9.23
"460","2020-11-03",9.358
"461","2020-11-04",9.358
"462","2020-11-05",9.293
"463","2020-11-06",9.293
"464","2020-11-09",9.5
"465","2020-11-10",9.625
"466","2020-11-11",9.7
"467","2020-11-12",9.7
"468","2020-11-13",9.505
"469","2020-11-16",9.51
"470","2020-11-17",9.73
"471","2020-11-18",9.567
"472","2020-11-19",9.75
"473","2020-11-20",9.64
"474","2020-11-23",9.89
"475","2020-11-24",10.155
"476","2020-11-25",9.99
"477","2020-11-27",9.86
