"","date","CBNK"
"330","2020-01-17",14.44
"331","2020-01-21",14.3
"332","2020-01-22",13.84
"333","2020-01-23",13.79
"334","2020-01-24",13.98
"335","2020-01-27",13.88
"336","2020-01-28",14
"337","2020-01-29",13.9
"338","2020-01-30",13.68
"339","2020-01-31",13.62
"340","2020-02-03",14.33
"341","2020-02-04",14.44
"342","2020-02-05",14.6
"343","2020-02-06",14.27
"344","2020-02-07",14.38
"345","2020-02-10",14.62
"346","2020-02-11",14.4
"347","2020-02-12",14.36
"348","2020-02-13",14.36
"349","2020-02-14",14.38
"350","2020-02-18",14.36
"351","2020-02-19",14.42
"352","2020-02-20",14.4
"353","2020-02-21",14.24
"354","2020-02-24",14.02
"355","2020-02-25",14.32
"356","2020-02-26",14.24
"357","2020-02-27",14.15
"358","2020-02-28",13.84
"359","2020-03-02",14.15
"360","2020-03-03",13.93
"361","2020-03-04",14.28
"362","2020-03-05",13.86
"363","2020-03-06",13.38
"364","2020-03-09",12.01
"365","2020-03-10",12.23
"366","2020-03-11",11.75
"367","2020-03-12",9.24
"368","2020-03-13",10.97
"369","2020-03-16",6.98
"370","2020-03-17",11.86
"371","2020-03-18",10.38
"372","2020-03-19",10.2
"373","2020-03-20",9.9
"374","2020-03-23",10
"375","2020-03-24",11.26
"376","2020-03-25",11.41
"377","2020-03-26",12.8
"378","2020-03-27",11.79
"379","2020-03-30",12.75
"380","2020-03-31",12.52
"381","2020-04-01",11.51
"382","2020-04-02",11.39
"383","2020-04-03",10.33
"384","2020-04-06",12.07
"385","2020-04-07",11.78
"386","2020-04-08",11.72
"387","2020-04-09",12
"388","2020-04-13",11.5
"389","2020-04-14",11.28
"390","2020-04-15",11.16
"391","2020-04-16",10.7
"392","2020-04-17",11.08
"393","2020-04-20",10.51
"394","2020-04-21",10.7
"395","2020-04-22",10.62
"396","2020-04-23",10.29
"397","2020-04-24",10.33
"398","2020-04-27",10.65
"399","2020-04-28",11.12
"400","2020-04-29",12.06
"401","2020-04-30",10.86
"402","2020-05-01",11.13
"403","2020-05-04",10.36
"404","2020-05-05",10.36
"405","2020-05-06",10.21
"406","2020-05-07",10.26
"407","2020-05-08",11.5
"408","2020-05-11",10.61
"409","2020-05-12",9.9
"410","2020-05-13",9.78
"411","2020-05-14",9.46
"412","2020-05-15",10.3
"413","2020-05-18",10.92
"414","2020-05-19",10.25
"415","2020-05-20",10.83
"416","2020-05-21",10.81
"417","2020-05-22",10.93
"418","2020-05-26",10.78
"419","2020-05-27",11.75
"420","2020-05-28",11.63
"421","2020-05-29",11.38
"422","2020-06-01",10.64
"423","2020-06-02",10.65
"424","2020-06-03",11.27
"425","2020-06-04",11.49
"426","2020-06-05",11.72
"427","2020-06-08",11.81
"428","2020-06-09",12
"429","2020-06-10",11.56
"430","2020-06-11",10.07
"431","2020-06-12",10.34
"432","2020-06-15",10.73
"433","2020-06-16",10.76
"434","2020-06-17",10.39
"435","2020-06-18",10
"436","2020-06-19",10.1
"437","2020-06-22",10.07
"438","2020-06-23",10.26
"439","2020-06-24",9.9
"440","2020-06-25",9.97
"441","2020-06-26",9.4
"442","2020-06-29",10.19
"443","2020-06-30",10.7
"444","2020-07-01",10.21
"445","2020-07-02",10.32
"446","2020-07-06",10.74
"447","2020-07-07",10.02
"448","2020-07-08",10.27
"449","2020-07-09",9.57
"450","2020-07-10",10.44
"451","2020-07-13",10.38
"452","2020-07-14",10.4
"453","2020-07-15",10.74
"454","2020-07-16",10.9
"455","2020-07-17",10.7
"456","2020-07-20",10.7
"457","2020-07-21",10.89
"458","2020-07-22",10.79
"459","2020-07-23",11.3
"460","2020-07-24",11.3
"461","2020-07-27",11.39
"462","2020-07-28",10.91
"463","2020-07-29",11
"464","2020-07-30",10.82
"465","2020-07-31",10.62
"466","2020-08-03",11
"467","2020-08-04",10.92
"468","2020-08-05",10.9
"469","2020-08-06",10.55
"470","2020-08-07",10.8
"471","2020-08-10",10.68
"472","2020-08-11",10.65
"473","2020-08-12",10.98
"474","2020-08-13",10.74
"475","2020-08-14",10.8
"476","2020-08-17",10.73
"477","2020-08-18",10.67
"478","2020-08-19",11.14
"479","2020-08-20",10.65
"480","2020-08-21",10.11
"481","2020-08-24",10.12
"482","2020-08-25",10.18
"483","2020-08-26",10.23
"484","2020-08-27",10.35
"485","2020-08-28",10.63
"486","2020-08-31",10.41
"487","2020-09-01",10.4
"488","2020-09-02",10.73
"489","2020-09-03",10.75
"490","2020-09-04",10.75
"491","2020-09-08",10.62
"492","2020-09-09",10.8
"493","2020-09-10",10.6
"494","2020-09-11",10.36
"495","2020-09-14",10.86
"496","2020-09-15",10.55
"497","2020-09-16",10.55
"498","2020-09-17",10.5
"499","2020-09-18",9.66
"500","2020-09-21",9.14
"501","2020-09-22",9.3
"502","2020-09-23",9.15
"503","2020-09-24",9.06
"504","2020-09-25",9.26
"505","2020-09-28",9.34
"506","2020-09-29",9.55
"507","2020-09-30",9.46
"508","2020-10-01",9.3
"509","2020-10-02",9.61
"510","2020-10-05",9.85
"511","2020-10-06",9.99
"512","2020-10-07",10.46
"513","2020-10-08",10.52
"514","2020-10-09",10.52
"515","2020-10-12",10.39
"516","2020-10-13",9.94
"517","2020-10-14",9.75
"518","2020-10-15",9.97
"519","2020-10-16",10.04
"520","2020-10-19",9.98
"521","2020-10-20",10.28
"522","2020-10-21",10.36
"523","2020-10-22",10.46
"524","2020-10-23",10.57
"525","2020-10-26",10.27
"526","2020-10-27",10.2
"527","2020-10-28",9.79
"528","2020-10-29",10.05
"529","2020-10-30",10.52
"530","2020-11-02",11.12
"531","2020-11-03",11.12
"532","2020-11-04",10.86
"533","2020-11-05",11.16
"534","2020-11-06",10.64
"535","2020-11-09",11.41
"536","2020-11-10",11.6
"537","2020-11-11",12
"538","2020-11-12",11.66
"539","2020-11-13",12.01
"540","2020-11-16",12.51
"541","2020-11-17",12.48
"542","2020-11-18",12.45
"543","2020-11-19",12.3
"544","2020-11-20",12.31
"545","2020-11-23",12.47
"546","2020-11-24",12.5
"547","2020-11-25",12.37
"548","2020-11-27",12.39
