"","date","NH"
"259","2017-06-12",3.28
"260","2017-06-13",3.57
"261","2017-06-14",3.55
"262","2017-06-15",3.39
"263","2017-06-16",3.57
"264","2017-06-19",4.35
"265","2017-06-20",4.33
"266","2017-06-21",4.44
"267","2017-06-22",4.64
"268","2017-06-23",4.58
"269","2017-06-26",4.95
"270","2017-06-27",4.7
"271","2017-06-28",4.47
"272","2017-06-29",4.42
"273","2017-06-30",4.23
"274","2017-07-03",4.13
"275","2017-07-05",4.02
"276","2017-07-06",3.82
"277","2017-07-07",4.08
"278","2017-07-10",4.09
"279","2017-07-11",4.35
"280","2017-07-12",4.27
"281","2017-07-13",4.29
"282","2017-07-14",4.25
"283","2017-07-17",4.27
"284","2017-07-18",4.04
"285","2017-07-19",4
"286","2017-07-20",4.32
"287","2017-07-21",4.2
"288","2017-07-24",4.24
"289","2017-07-25",4.22
"290","2017-07-26",4.38
"291","2017-07-27",4.24
"292","2017-07-28",4.3
"293","2017-07-31",4.28
"294","2017-08-01",4.44
"295","2017-08-02",4.27
"296","2017-08-03",4.16
"297","2017-08-04",4.2
"298","2017-08-07",4.28
"299","2017-08-08",4.23
"300","2017-08-09",3.96
"301","2017-08-10",4.05
"302","2017-08-11",3.49
"303","2017-08-14",3.44
"304","2017-08-15",3.32
"305","2017-08-16",3.18
"306","2017-08-17",3.07
"307","2017-08-18",3
"308","2017-08-21",2.98
"309","2017-08-22",3
"310","2017-08-23",2.93
"311","2017-08-24",2.97
"312","2017-08-25",2.85
"313","2017-08-28",2.9
"314","2017-08-29",2.8
"315","2017-08-30",2.69
"316","2017-08-31",2.77
"317","2017-09-01",2.66
"318","2017-09-05",3.14
"319","2017-09-06",3.4
"320","2017-09-07",3.79
"321","2017-09-08",4.12
"322","2017-09-11",4.11
"323","2017-09-12",4.43
"324","2017-09-13",4.47
"325","2017-09-14",4.68
"326","2017-09-15",4.63
"327","2017-09-18",4.325
"328","2017-09-19",4.24
"329","2017-09-20",4.28
"330","2017-09-21",4.48
"331","2017-09-22",4.47
"332","2017-09-25",4.41
"333","2017-09-26",4.39
"334","2017-09-27",4.5
"335","2017-09-28",4.45
"336","2017-09-29",4.12
"337","2017-10-02",4.71
"338","2017-10-03",4.73
"339","2017-10-04",4.97
"340","2017-10-05",4.69
"341","2017-10-06",4.28
"342","2017-10-09",4.19
"343","2017-10-10",4.02
"344","2017-10-11",4.15
"345","2017-10-12",4.12
"346","2017-10-13",4
"347","2017-10-16",4.03
"348","2017-10-17",4.02
"349","2017-10-18",3.83
"350","2017-10-19",3.82
"351","2017-10-20",3.86
"352","2017-10-23",3.93
"353","2017-10-24",3.9
"354","2017-10-25",3.8
"355","2017-10-26",3.74
"356","2017-10-27",3.86
"357","2017-10-30",3.64
"358","2017-10-31",3.65
"359","2017-11-01",3.56
"360","2017-11-02",3.38
"361","2017-11-03",3.29
"362","2017-11-06",3.39
"363","2017-11-07",3.28
"364","2017-11-08",3.41
"365","2017-11-09",3.5
"366","2017-11-10",3.4
"367","2017-11-13",3.37
"368","2017-11-14",3.36
"369","2017-11-15",3.46
"370","2017-11-16",3.56
"371","2017-11-17",3.28
"372","2017-11-20",3.49
"373","2017-11-21",3.15
"374","2017-11-22",3.26
"375","2017-11-24",3.3
"376","2017-11-27",3.25
"377","2017-11-28",3.39
"378","2017-11-29",3.27
"379","2017-11-30",3.23
"380","2017-12-01",3.22
"381","2017-12-04",2.99
"382","2017-12-05",3.06
"383","2017-12-06",3.03
"384","2017-12-07",3.02
"385","2017-12-08",3.07
"386","2017-12-11",3.05
"387","2017-12-12",3.08
"388","2017-12-13",3.05
"389","2017-12-14",2.92
"390","2017-12-15",2.99
"391","2017-12-18",3.23
"392","2017-12-19",3.23
"393","2017-12-20",3.12
"394","2017-12-21",3.24
"395","2017-12-22",3.2
"396","2017-12-26",3.31
"397","2017-12-27",3.21
"398","2017-12-28",3.1
"399","2017-12-29",3.05
"400","2018-01-02",3.22
"401","2018-01-03",3.22
"402","2018-01-04",3.36
"403","2018-01-05",3.52
"404","2018-01-08",3.61
"405","2018-01-09",3.9
"406","2018-01-10",3.75
"407","2018-01-11",3.76
"408","2018-01-12",3.77
"409","2018-01-16",3.95
"410","2018-01-17",3.81
"411","2018-01-18",3.75
"412","2018-01-19",3.85
"413","2018-01-22",3.83
"414","2018-01-23",3.86
"415","2018-01-24",3.66
"416","2018-01-25",3.53
"417","2018-01-26",3.46
"418","2018-01-29",3.41
"419","2018-01-30",3.21
"420","2018-01-31",3.44
"421","2018-02-01",3.3
"422","2018-02-02",3.13
"423","2018-02-05",2.95
"424","2018-02-06",3.02
"425","2018-02-07",3.15
"426","2018-02-08",2.94
"427","2018-02-09",2.98
"428","2018-02-12",2.96
"429","2018-02-13",2.99
"430","2018-02-14",3.04
"431","2018-02-15",3.19
"432","2018-02-16",3.29
"433","2018-02-20",3.11
"434","2018-02-21",3.12
"435","2018-02-22",3.09
"436","2018-02-23",3.13
"437","2018-02-26",3.21
"438","2018-02-27",3.13
"439","2018-02-28",3.02
"440","2018-03-01",3.09
"441","2018-03-02",3.3
"442","2018-03-05",3.45
"443","2018-03-06",3.56
"444","2018-03-07",3.72
"445","2018-03-08",3.68
"446","2018-03-09",3.67
"447","2018-03-12",3.7
"448","2018-03-13",3.63
"449","2018-03-14",3.17
"450","2018-03-15",3.2
"451","2018-03-16",3.1
"452","2018-03-19",3.12
"453","2018-03-20",3.03
"454","2018-03-21",3.52
"455","2018-03-22",3.17
"456","2018-03-23",3.12
"457","2018-03-26",3.12
"458","2018-03-27",3.03
"459","2018-03-28",3.03
"460","2018-03-29",3.05
"461","2018-04-02",3.09
"462","2018-04-03",3.05
"463","2018-04-04",3.03
"464","2018-04-05",3.11
"465","2018-04-06",3.04
"466","2018-04-09",3.09
"467","2018-04-10",3.21
"468","2018-04-11",3.07
"469","2018-04-12",3.1
"470","2018-04-13",3.01
"471","2018-04-16",3.13
"472","2018-04-17",3.26
"473","2018-04-18",3.26
"474","2018-04-19",3.27
"475","2018-04-20",3.31
"476","2018-04-23",3.35
"477","2018-04-24",3.44
"478","2018-04-25",3.23
"479","2018-04-26",3.38
"480","2018-04-27",3.44
"481","2018-04-30",3.41
"482","2018-05-01",3.39
"483","2018-05-02",3.39
"484","2018-05-03",3.25
"485","2018-05-04",3.41
"486","2018-05-07",3.48
"487","2018-05-08",3.52
"488","2018-05-09",3.54
"489","2018-05-10",3.08
"490","2018-05-11",3.23
"491","2018-05-14",3.31
"492","2018-05-15",3.38
"493","2018-05-16",3.405
"494","2018-05-17",3.46
"495","2018-05-18",3.29
"496","2018-05-21",3.47
"497","2018-05-22",3.43
"498","2018-05-23",3.34
"499","2018-05-24",3.35
"500","2018-05-25",3.48
"501","2018-05-29",3.48
"502","2018-05-30",3.36
"503","2018-05-31",3.42
"504","2018-06-01",3.36
"505","2018-06-04",3.43
"506","2018-06-05",3.48
"507","2018-06-06",3.49
"508","2018-06-07",3.5
"509","2018-06-08",3.41
"510","2018-06-11",3.22
"511","2018-06-12",3.25
"512","2018-06-13",3.18
"513","2018-06-14",3.28
"514","2018-06-15",3.22
"515","2018-06-18",3.26
"516","2018-06-19",3.16
"517","2018-06-20",3.1
"518","2018-06-21",3.1
"519","2018-06-22",3.3
"520","2018-06-25",3.43
"521","2018-06-26",3.36
"522","2018-06-27",3.3
"523","2018-06-28",3.31
"524","2018-06-29",3.31
"525","2018-07-02",3.46
"526","2018-07-03",3.47
"527","2018-07-05",3.6
"528","2018-07-06",3.54
"529","2018-07-09",3.35
"530","2018-07-10",3.32
"531","2018-07-11",3.18
"532","2018-07-12",3.19
"533","2018-07-13",3.16
"534","2018-07-16",3.15
"535","2018-07-17",3.18
"536","2018-07-18",3.17
"537","2018-07-19",3.18
"538","2018-07-20",3.07
"539","2018-07-23",3.09
"540","2018-07-24",3.12
"541","2018-07-25",3.16
"542","2018-07-26",3.25
"543","2018-07-27",3.14
"544","2018-07-30",3.18
"545","2018-07-31",3.23
"546","2018-08-01",3.23
"547","2018-08-02",3.26
"548","2018-08-03",3.14
"549","2018-08-06",3.15
"550","2018-08-07",3.18
"551","2018-08-08",3.18
"552","2018-08-09",3.06
"553","2018-08-10",2.825
"554","2018-08-13",2.53
"555","2018-08-14",2.41
"556","2018-08-15",2.36
"557","2018-08-16",2.34
"558","2018-08-17",2.33
"559","2018-08-20",2.38
"560","2018-08-21",2.41
"561","2018-08-22",2.35
"562","2018-08-23",2.32
"563","2018-08-24",2.35
"564","2018-08-27",2.35
"565","2018-08-28",2.35
"566","2018-08-29",2.31
"567","2018-08-30",2.21
"568","2018-08-31",2.22
"569","2018-09-04",2.03
"570","2018-09-05",1.95
"571","2018-09-06",1.89
"572","2018-09-07",1.8
"573","2018-09-10",1.59
"574","2018-09-11",1.45
"575","2018-09-12",1.49
"576","2018-09-13",1.69
"577","2018-09-14",1.58
"578","2018-09-17",1.41
"579","2018-09-18",1.56
"580","2018-09-19",1.7
"581","2018-09-20",1.56
"582","2018-09-21",1.55
"583","2018-09-24",1.57
"584","2018-09-25",1.65
"585","2018-09-26",1.71
"586","2018-09-27",1.58
"587","2018-09-28",1.57
"588","2018-10-01",1.58
"589","2018-10-02",1.44
"590","2018-10-03",1.48
"591","2018-10-04",1.45
"592","2018-10-05",1.42
"593","2018-10-08",1.41
"594","2018-10-09",1.39
"595","2018-10-10",1.38
"596","2018-10-11",1.4
"597","2018-10-12",1.42
"598","2018-10-15",1.36
"599","2018-10-16",1.4
"600","2018-10-17",1.39
"601","2018-10-18",1.32
"602","2018-10-19",1.37
"603","2018-10-22",1.43
"604","2018-10-23",1.51
"605","2018-10-24",1.49
"606","2018-10-25",1.55
"607","2018-10-26",1.46
"608","2018-10-29",1.6
"609","2018-10-30",1.7
"610","2018-10-31",1.55
"611","2018-11-01",1.58
"612","2018-11-02",1.58
"613","2018-11-05",1.57
"614","2018-11-06",1.49
"615","2018-11-07",1.56
"616","2018-11-08",1.58
"617","2018-11-09",1.44
"618","2018-11-12",1.37
"619","2018-11-13",1.43
"620","2018-11-14",1.39
"621","2018-11-15",1.46
"622","2018-11-16",1.37
"623","2018-11-19",1.23
"624","2018-11-20",1.12
"625","2018-11-21",1.15
"626","2018-11-23",1.16
"627","2018-11-26",1.14
"628","2018-11-27",1.06
"629","2018-11-28",1.06
"630","2018-11-29",1.02
"631","2018-11-30",0.891
"632","2018-12-03",0.811
"633","2018-12-04",0.85
"634","2018-12-06",0.806
"635","2018-12-07",0.791
"636","2018-12-10",0.755
"637","2018-12-11",0.718
"638","2018-12-12",0.656
"639","2018-12-13",0.688
"640","2018-12-14",0.621
"641","2018-12-17",0.57
"642","2018-12-18",0.619
"643","2018-12-19",0.722
"644","2018-12-20",0.667
"645","2018-12-21",0.59
"646","2018-12-24",0.5
"647","2018-12-26",0.5
"648","2018-12-27",0.509
"649","2018-12-28",0.507
"650","2018-12-31",0.544
"651","2019-01-02",0.571
"652","2019-01-03",0.606
"653","2019-01-04",0.617
"654","2019-01-07",0.709
"655","2019-01-08",0.778
"656","2019-01-09",0.785
"657","2019-01-10",0.77
"658","2019-01-11",0.748
"659","2019-01-14",0.715
"660","2019-01-15",0.702
"661","2019-01-16",0.723
"662","2019-01-17",0.692
"663","2019-01-18",0.7
"664","2019-01-22",0.631
"665","2019-01-23",0.54
"666","2019-01-24",0.57
"667","2019-01-25",0.546
"668","2019-01-28",0.598
"669","2019-01-29",0.557
"670","2019-01-30",0.52
"671","2019-01-31",0.53
"672","2019-02-01",0.56
"673","2019-02-04",0.57
"674","2019-02-05",0.53
"675","2019-02-06",0.557
"676","2019-02-07",0.52
"677","2019-02-08",0.528
"678","2019-02-11",0.55
"679","2019-02-12",0.6
"680","2019-02-13",0.6
"681","2019-02-14",0.582
"682","2019-02-15",0.582
"683","2019-02-19",0.613
"684","2019-02-20",0.66
"685","2019-02-21",0.675
"686","2019-02-22",0.655
"687","2019-02-25",0.661
"688","2019-02-26",0.65
"689","2019-02-27",0.64
"690","2019-02-28",0.685
"691","2019-03-01",1.12
"692","2019-03-04",0.94
"693","2019-03-05",0.89
"694","2019-03-06",0.858
"695","2019-03-07",1.08
"696","2019-03-08",1.19
"697","2019-03-11",1.33
"698","2019-03-12",1.28
"699","2019-03-13",1.11
"700","2019-03-14",1.14
"701","2019-03-15",1.14
"702","2019-03-18",1.16
"703","2019-03-19",1.15
"704","2019-03-20",1.12
"705","2019-03-21",1.01
"706","2019-03-22",0.93
"707","2019-03-25",0.892
"708","2019-03-26",0.913
"709","2019-03-27",0.949
"710","2019-03-28",0.98
"711","2019-03-29",0.92
"712","2019-04-01",0.94
"713","2019-04-02",0.92
"714","2019-04-03",0.941
"715","2019-04-04",0.92
"716","2019-04-05",0.938
"717","2019-04-08",0.883
"718","2019-04-09",0.828
"719","2019-04-10",0.89
"720","2019-04-11",0.869
"721","2019-04-12",0.841
"722","2019-04-15",0.83
"723","2019-04-16",0.785
"724","2019-04-17",0.786
"725","2019-04-18",0.785
"726","2019-04-22",0.769
"727","2019-04-23",0.728
"728","2019-04-24",0.724
"729","2019-04-25",0.704
"730","2019-04-26",0.72
"731","2019-04-29",0.67
"732","2019-04-30",0.69
"733","2019-05-01",0.714
"734","2019-05-02",0.687
"735","2019-05-03",0.681
"736","2019-05-06",0.705
"737","2019-05-07",0.672
"738","2019-05-08",0.826
"739","2019-05-09",0.706
"740","2019-05-10",0.664
"741","2019-05-13",0.671
"742","2019-05-14",0.629
"743","2019-05-15",0.612
"744","2019-05-16",0.584
"745","2019-05-17",0.586
"746","2019-05-20",0.536
"747","2019-05-21",0.578
"748","2019-05-22",0.554
"749","2019-05-23",0.539
"750","2019-05-24",0.603
"751","2019-05-28",0.565
"752","2019-05-29",0.53
"753","2019-05-30",0.565
"754","2019-05-31",0.539
"755","2019-06-03",0.549
"756","2019-06-04",0.62
"757","2019-06-05",0.6
"758","2019-06-06",0.582
"759","2019-06-07",0.576
"760","2019-06-10",0.63
"761","2019-06-11",0.589
"762","2019-06-12",0.589
"763","2019-06-13",0.609
"764","2019-06-14",0.582
"765","2019-06-17",0.568
"766","2019-06-18",0.595
"767","2019-06-19",0.595
"768","2019-06-20",0.625
"769","2019-06-21",0.604
"770","2019-06-24",0.64
"771","2019-06-25",0.583
"772","2019-06-26",0.614
"773","2019-06-27",0.57
"774","2019-06-28",0.526
"775","2019-07-01",0.56
"776","2019-07-02",0.54
"777","2019-07-03",0.55
"778","2019-07-05",0.55
"779","2019-07-08",0.67
"780","2019-07-09",0.58
"781","2019-07-10",0.582
"782","2019-07-11",0.565
"783","2019-07-12",0.572
"784","2019-07-15",0.552
"785","2019-07-16",0.569
"786","2019-07-17",0.562
"787","2019-07-18",0.552
"788","2019-07-19",0.557
"789","2019-07-22",0.55
"790","2019-07-23",0.546
"791","2019-07-24",0.548
"792","2019-07-25",0.545
"793","2019-07-26",0.54
"794","2019-07-29",0.515
"795","2019-07-30",0.51
"796","2019-07-31",0.553
"797","2019-08-01",0.548
"798","2019-08-02",0.54
"799","2019-08-05",0.55
"800","2019-08-06",0.486
"801","2019-08-07",0.532
"802","2019-08-08",0.52
"803","2019-08-09",0.556
"804","2019-08-12",0.55
"805","2019-08-13",0.544
"806","2019-08-14",0.572
"807","2019-08-15",0.579
"808","2019-08-16",0.56
"809","2019-08-19",0.556
"810","2019-08-20",0.57
"811","2019-08-21",0.58
"812","2019-08-22",0.56
"813","2019-08-23",0.522
"814","2019-08-26",0.469
"815","2019-08-27",0.481
"816","2019-08-28",0.481
"817","2019-08-29",0.485
"818","2019-08-30",0.495
"819","2019-09-03",0.467
"820","2019-09-04",0.487
"821","2019-09-05",0.486
"822","2019-09-06",0.493
"823","2019-09-09",0.575
"824","2019-09-10",0.63
"825","2019-09-11",0.76
"826","2019-09-12",0.808
"827","2019-09-13",0.795
"828","2019-09-16",0.789
"829","2019-09-17",0.78
"830","2019-09-18",0.823
"831","2019-09-19",0.87
"832","2019-09-20",0.799
"833","2019-09-23",0.802
"834","2019-09-24",0.774
"835","2019-09-25",0.752
"836","2019-09-26",0.65
"837","2019-09-27",0.688
"838","2019-09-30",0.718
"839","2019-10-01",0.71
"840","2019-10-02",0.7
"841","2019-10-03",0.656
"842","2019-10-04",0.652
"843","2019-10-07",0.667
"844","2019-10-08",0.65
"845","2019-10-09",0.669
"846","2019-10-10",0.731
"847","2019-10-11",0.74
"848","2019-10-14",0.735
"849","2019-10-15",0.739
"850","2019-10-16",0.759
"851","2019-10-17",0.742
"852","2019-10-18",0.709
"853","2019-10-21",0.77
"854","2019-10-22",0.71
"855","2019-10-23",0.723
"856","2019-10-24",0.727
"857","2019-10-25",0.73
"858","2019-10-28",0.73
"859","2019-10-29",0.74
"860","2019-10-30",0.725
"861","2019-10-31",0.71
"862","2019-11-01",0.711
"863","2019-11-04",0.674
"864","2019-11-05",0.73
"865","2019-11-06",0.74
"866","2019-11-07",0.71
"867","2019-11-08",0.655
"868","2019-11-11",0.699
"869","2019-11-12",0.77
"870","2019-11-13",0.79
"871","2019-11-14",0.87
"872","2019-11-15",0.87
"873","2019-11-18",0.93
"874","2019-11-19",1.03
"875","2019-11-20",1.08
"876","2019-11-21",1.07
"877","2019-11-22",1.17
"878","2019-11-25",1.2
"879","2019-11-26",1.45
"880","2019-11-27",1.09
"881","2019-11-29",1.18
"882","2019-12-02",1.11
"883","2019-12-03",1.07
"884","2019-12-04",1.09
"885","2019-12-05",1.07
"886","2019-12-06",1.1
"887","2019-12-09",0.957
"888","2019-12-10",0.88
"889","2019-12-11",0.862
"890","2019-12-12",0.871
"891","2019-12-13",0.917
"892","2019-12-16",0.96
"893","2019-12-17",1.13
"894","2019-12-18",1.14
"895","2019-12-19",1.1
"896","2019-12-20",1.18
"897","2019-12-23",1.1
"898","2019-12-24",1.08
"899","2019-12-26",1.05
"900","2019-12-27",1.04
"901","2019-12-30",1.03
"902","2019-12-31",1.03
"903","2020-01-02",1.03
"904","2020-01-03",1.02
"905","2020-01-06",1.01
"906","2020-01-07",0.97
"907","2020-01-08",0.976
"908","2020-01-09",1.04
"909","2020-01-10",1.08
"910","2020-01-13",1.15
"911","2020-01-14",1.26
"912","2020-01-15",1.37
"913","2020-01-16",1.42
"914","2020-01-17",1.44
"915","2020-01-21",1.46
"916","2020-01-22",1.34
"917","2020-01-23",1.39
"918","2020-01-24",1.36
"919","2020-01-27",1.31
"920","2020-01-28",2.05
"921","2020-01-29",1.83
"922","2020-01-30",1.88
"923","2020-01-31",1.72
"924","2020-02-03",1.64
"925","2020-02-04",1.64
"926","2020-02-05",1.63
"927","2020-02-06",2.04
"928","2020-02-07",1.87
"929","2020-02-10",1.81
"930","2020-02-11",1.76
"931","2020-02-12",1.79
"932","2020-02-13",1.74
"933","2020-02-14",1.68
"934","2020-02-18",1.71
"935","2020-02-19",2.01
"936","2020-02-20",1.96
"937","2020-02-21",1.9
"938","2020-02-24",1.86
"939","2020-02-25",1.69
"940","2020-02-26",1.8
"941","2020-02-27",1.8
"942","2020-02-28",2.27
"943","2020-03-02",2.2
"944","2020-03-03",1.97
"945","2020-03-04",2.23
"946","2020-03-05",2.19
"947","2020-03-06",2.13
"948","2020-03-09",1.91
"949","2020-03-10",1.96
"950","2020-03-11",1.81
"951","2020-03-12",1.55
"952","2020-03-13",1.6
"953","2020-03-16",1.37
"954","2020-03-17",1.4
"955","2020-03-18",1.11
"956","2020-03-19",1.18
"957","2020-03-20",1.28
"958","2020-03-23",1.28
"959","2020-03-24",1.34
"960","2020-03-25",1.41
"961","2020-03-26",1.54
"962","2020-03-27",1.61
"963","2020-03-30",1.6
"964","2020-03-31",1.59
"965","2020-04-01",1.49
"966","2020-04-02",1.52
"967","2020-04-03",1.5
"968","2020-04-06",1.55
"969","2020-04-07",1.45
"970","2020-04-08",1.53
"971","2020-04-09",1.6
"972","2020-04-13",1.8
"973","2020-04-14",1.99
"974","2020-04-15",2
"975","2020-04-16",1.99
"976","2020-04-17",2.03
"977","2020-04-20",2.09
"978","2020-04-21",2.03
"979","2020-04-22",2.07
"980","2020-04-23",2.11
"981","2020-04-24",2.07
"982","2020-04-27",2.11
"983","2020-04-28",2.58
"984","2020-04-29",2.76
"985","2020-04-30",2.96
"986","2020-05-01",2.81
"987","2020-05-04",2.76
"988","2020-05-05",2.66
"989","2020-05-06",2.74
"990","2020-05-07",2.87
"991","2020-05-08",2.66
"992","2020-05-11",2.29
"993","2020-05-12",2.21
"994","2020-05-13",1.99
"995","2020-05-14",1.97
"996","2020-05-15",2.11
"997","2020-05-18",2.17
"998","2020-05-19",2.295
"999","2020-05-20",2.58
"1000","2020-05-21",2.52
