"","date","LYL"
"154","2018-06-01",3.8
"155","2018-06-04",3.7
"156","2018-06-05",3.73
"157","2018-06-06",3.754
"158","2018-06-07",3.571
"159","2018-06-08",3.975
"160","2018-06-11",3.67
"161","2018-06-12",3.64
"162","2018-06-13",3.627
"163","2018-06-14",3.745
"164","2018-06-15",4.24
"165","2018-06-18",3.79
"166","2018-06-19",3.6
"167","2018-06-20",3.621
"168","2018-06-21",3.652
"169","2018-06-22",3.64
"170","2018-06-25",3.6
"171","2018-06-26",3.61
"172","2018-06-27",3.33
"173","2018-06-28",3.146
"174","2018-06-29",3.1
"175","2018-07-02",3.02
"176","2018-07-03",3.017
"177","2018-07-05",3.06
"178","2018-07-06",3.01
"179","2018-07-09",2.97
"180","2018-07-10",2.799
"181","2018-07-11",2.841
"182","2018-07-12",2.841
"183","2018-07-13",2.977
"184","2018-07-16",3.155
"185","2018-07-17",2.92
"186","2018-07-18",3.04
"187","2018-07-19",2.97
"188","2018-07-20",3.15
"189","2018-07-23",3.006
"190","2018-07-24",3.04
"191","2018-07-25",2.82
"192","2018-07-26",3.04
"193","2018-07-27",3.03
"194","2018-07-30",2.99
"195","2018-07-31",2.85
"196","2018-08-01",2.78
"197","2018-08-02",2.7
"198","2018-08-03",2.456
"199","2018-08-06",2.4
"200","2018-08-07",2.1
"201","2018-08-08",2.3
"202","2018-08-09",2.28
"203","2018-08-10",2.28
"204","2018-08-13",2.12
"205","2018-08-14",2.5
"206","2018-08-15",2.35
"207","2018-08-16",2.4
"208","2018-08-17",2.4
"209","2018-08-20",2.49
"210","2018-08-21",2.54
"211","2018-08-22",2.5
"212","2018-08-23",2.45
"213","2018-08-24",2.47
"214","2018-08-27",2.364
"215","2018-08-28",2.218
"216","2018-08-29",2.203
"217","2018-08-30",2.266
"218","2018-08-31",2.05
"219","2018-09-04",2.24
"220","2018-09-05",2.24
"221","2018-09-06",2.23
"222","2018-09-07",1.942
"223","2018-09-10",2.001
"224","2018-09-11",2.016
"225","2018-09-12",2
"226","2018-09-13",1.42
"227","2018-09-14",1.51
"228","2018-09-17",1.668
"229","2018-09-18",1.69
"230","2018-09-19",1.65
"231","2018-09-20",1.49
"232","2018-09-21",1.45
"233","2018-09-24",1.4
"234","2018-09-25",1.45
"235","2018-09-26",1.64
"236","2018-09-27",1.5
"237","2018-09-28",1.32
"238","2018-10-01",1.43
"239","2018-10-02",1.52
"240","2018-10-03",2.6
"241","2018-10-04",2.093
"242","2018-10-05",2.558
"243","2018-10-08",2.49
"244","2018-10-09",1.96
"245","2018-10-10",2.18
"246","2018-10-11",1.814
"247","2018-10-12",2.04
"248","2018-10-15",1.909
"249","2018-10-16",1.88
"250","2018-10-17",1.793
"251","2018-10-18",2.092
"252","2018-10-19",2.5
"253","2018-10-22",2.06
"254","2018-10-23",2.13
"255","2018-10-24",2.02
"256","2018-10-25",1.979
"257","2018-10-26",2.17
"258","2018-10-29",1.91
"259","2018-10-30",1.95
"260","2018-10-31",1.96
"261","2018-11-01",2.11
"262","2018-11-02",1.85
"263","2018-11-05",1.65
"264","2018-11-06",1.68
"265","2018-11-07",1.68
"266","2018-11-08",1.71
"267","2018-11-09",1.71
"268","2018-11-12",1.65
"269","2018-11-13",1.693
"270","2018-11-14",1.644
"271","2018-11-15",1.852
"272","2018-11-16",1.782
"273","2018-11-19",1.821
"274","2018-11-20",1.821
"275","2018-11-21",1.812
"276","2018-11-23",1.82
"277","2018-11-26",1.65
"278","2018-11-27",1.58
"279","2018-11-28",1.52
"280","2018-11-29",1.53
"281","2018-11-30",1.6
"282","2018-12-03",1.62
"283","2018-12-04",1.58
"284","2018-12-06",1.62
"285","2018-12-07",1.62
"286","2018-12-10",1.5
"287","2018-12-11",1.51
"288","2018-12-12",1.58
"289","2018-12-13",1.5
"290","2018-12-14",1.5
"291","2018-12-17",1.48
"292","2018-12-18",1.33
"293","2018-12-19",1.307
"294","2018-12-20",1.35
"295","2018-12-21",1.35
"296","2018-12-24",1.27
"297","2018-12-26",1.44
"298","2018-12-27",1.286
"299","2018-12-28",1.48
"300","2018-12-31",1.3
"301","2019-01-02",1.497
"302","2019-01-03",1.45
"303","2019-01-04",1.312
"304","2019-01-07",1.45
"305","2019-01-08",1.48
"306","2019-01-09",1.63
"307","2019-01-10",1.63
"308","2019-01-11",1.63
"309","2019-01-14",1.63
"310","2019-01-15",1.3
"311","2019-01-16",1.3
"312","2019-01-17",1.3
"313","2019-01-18",1.34
"314","2019-01-22",1.39
"315","2019-01-23",1.39
"316","2019-01-24",1.45
"317","2019-01-25",1.45
"318","2019-01-28",1.45
"319","2019-01-29",1.394
"320","2019-01-30",1.394
"321","2019-01-31",1.34
"322","2019-02-01",1.49
"323","2019-02-04",1.66
"324","2019-02-05",1.451
"325","2019-02-06",1.49
"326","2019-02-07",1.442
"327","2019-02-08",1.403
"328","2019-02-11",1.389
"329","2019-02-12",1.36
"330","2019-02-13",1.466
"331","2019-02-14",1.53
"332","2019-02-15",1.63
"333","2019-02-19",1.5
"334","2019-02-20",1.51
"335","2019-02-21",1.556
"336","2019-02-22",1.489
"337","2019-02-25",1.67
"338","2019-02-26",1.588
"339","2019-02-27",1.7
"340","2019-02-28",1.57
"341","2019-03-01",1.57
"342","2019-03-04",1.71
"343","2019-03-05",1.98
"344","2019-03-06",2
"345","2019-03-07",1.94
"346","2019-03-08",1.78
"347","2019-03-11",1.88
"348","2019-03-12",1.809
"349","2019-03-13",1.85
"350","2019-03-14",1.803
"351","2019-03-15",1.803
"352","2019-03-18",1.7
"353","2019-03-19",1.7
"354","2019-03-20",1.905
"355","2019-03-21",1.93
"356","2019-03-22",1.478
"357","2019-03-25",1.5
"358","2019-03-26",1.433
"359","2019-03-27",1.41
"360","2019-03-28",1.46
"361","2019-03-29",1.427
"362","2019-04-01",1.4
"363","2019-04-02",1.406
"364","2019-04-03",1.41
"365","2019-04-04",1.34
"366","2019-04-05",1.43
"367","2019-04-08",1.394
"368","2019-04-09",1.4
"369","2019-04-10",1.388
"370","2019-04-11",1.43
"371","2019-04-12",1.46
"372","2019-04-15",1.47
"373","2019-04-16",1.47
"374","2019-04-17",1.45
"375","2019-04-18",1.409
"376","2019-04-22",1.46
"377","2019-04-23",1.426
"378","2019-04-24",1.426
"379","2019-04-25",1.62
"380","2019-04-26",1.47
"381","2019-04-29",1.448
"382","2019-04-30",1.42
"383","2019-05-01",1.39
"384","2019-05-02",1.41
"385","2019-05-03",1.38
"386","2019-05-06",1.384
"387","2019-05-07",1.37
"388","2019-05-08",1.4
"389","2019-05-09",1.33
"390","2019-05-10",1.36
"391","2019-05-13",1.31
"392","2019-05-14",1.27
"393","2019-05-15",1.3
"394","2019-05-16",1.33
"395","2019-05-17",1.33
"396","2019-05-20",1.214
"397","2019-05-21",1.18
"398","2019-05-22",1.238
"399","2019-05-23",1.04
"400","2019-05-24",1.07
"401","2019-05-28",1.14
"402","2019-05-29",1.145
"403","2019-05-30",1.08
"404","2019-05-31",0.97
"405","2019-06-03",0.97
"406","2019-06-04",1.06
"407","2019-06-05",0.989
"408","2019-06-06",0.995
"409","2019-06-07",0.995
"410","2019-06-10",0.995
"411","2019-06-11",0.97
"412","2019-06-12",0.969
"413","2019-06-13",0.91
"414","2019-06-14",0.89
"415","2019-06-17",0.935
"416","2019-06-18",0.91
"417","2019-06-19",1.02
"418","2019-06-20",1.02
"419","2019-06-21",1.02
"420","2019-06-24",1
"421","2019-06-25",0.995
"422","2019-06-26",0.995
"423","2019-06-27",0.975
"424","2019-06-28",0.99
"425","2019-07-01",1.01
"426","2019-07-02",0.98
"427","2019-07-03",1
"428","2019-07-05",1
"429","2019-07-08",1
"430","2019-07-09",1.01
"431","2019-07-10",0.986
"432","2019-07-11",0.97
"433","2019-07-12",0.969
"434","2019-07-15",0.969
"435","2019-07-16",0.969
"436","2019-07-17",0.969
"437","2019-07-18",0.95
"438","2019-07-19",0.94
"439","2019-07-22",0.98
"440","2019-07-23",1.01
"441","2019-07-24",1.034
"442","2019-07-25",1.034
"443","2019-07-26",0.98
"444","2019-07-29",1
"445","2019-07-30",1.05
"446","2019-07-31",1.08
"447","2019-08-01",0.995
"448","2019-08-02",0.895
"449","2019-08-05",0.9
"450","2019-08-06",1.065
"451","2019-08-07",1.035
"452","2019-08-08",0.93
"453","2019-08-09",0.93
"454","2019-08-12",0.93
"455","2019-08-13",0.94
"456","2019-08-14",0.9
"457","2019-08-15",0.874
"458","2019-08-16",0.857
"459","2019-08-19",0.782
"460","2019-08-20",0.782
"461","2019-08-21",0.88
"462","2019-08-22",0.88
"463","2019-08-23",0.876
"464","2019-08-26",0.85
"465","2019-08-27",0.9
"466","2019-08-28",1.06
"467","2019-08-29",0.902
"468","2019-08-30",0.902
"469","2019-09-03",0.91
"470","2019-09-04",0.894
"471","2019-09-05",1.02
"472","2019-09-06",1.05
"473","2019-09-09",1.09
"474","2019-09-10",1.121
"475","2019-09-11",1.068
"476","2019-09-12",1.1
"477","2019-09-13",1.194
"478","2019-09-16",1.218
"479","2019-09-17",1.25
"480","2019-09-18",1.32
"481","2019-09-19",1.5
"482","2019-09-20",1.56
"483","2019-09-23",1.77
"484","2019-09-24",1.64
"485","2019-09-25",1.52
"486","2019-09-26",1.52
"487","2019-09-27",1.607
"488","2019-09-30",1.55
"489","2019-10-01",1.53
"490","2019-10-02",1.59
"491","2019-10-03",1.59
"492","2019-10-04",1.51
"493","2019-10-07",1.52
"494","2019-10-08",1.52
"495","2019-10-09",1.45
"496","2019-10-10",1.436
"497","2019-10-11",1.495
"498","2019-10-14",1.4
"499","2019-10-15",1.37
"500","2019-10-16",1.38
"501","2019-10-17",1.38
"502","2019-10-18",1.38
"503","2019-10-21",1.43
"504","2019-10-22",1.44
"505","2019-10-23",1.45
"506","2019-10-24",1.45
"507","2019-10-25",1.43
"508","2019-10-28",1.44
"509","2019-10-29",1.43
"510","2019-10-30",1.44
"511","2019-10-31",1.41
"512","2019-11-01",1.41
"513","2019-11-04",1.41
"514","2019-11-05",1.41
"515","2019-11-06",1.41
"516","2019-11-07",1.4
"517","2019-11-08",1.44
"518","2019-11-11",1.44
"519","2019-11-12",1.44
"520","2019-11-13",1.38
"521","2019-11-14",1.32
"522","2019-11-15",1.32
"523","2019-11-18",1.36
"524","2019-11-19",1.32
"525","2019-11-20",1.32
"526","2019-11-21",1.32
"527","2019-11-22",1.31
"528","2019-11-25",1.31
"529","2019-11-26",1.31
"530","2019-11-27",1.31
"531","2019-11-29",1.31
"532","2019-12-02",1.31
"533","2019-12-03",1.31
"534","2019-12-04",1.31
"535","2019-12-05",1.35
"536","2019-12-06",1.35
"537","2019-12-09",1.35
"538","2019-12-10",1.35
"539","2019-12-11",1.35
"540","2019-12-12",1.35
"541","2019-12-13",1.357
"542","2019-12-16",1.36
"543","2019-12-17",1.36
"544","2019-12-18",1.04
"545","2019-12-19",1.15
"546","2019-12-20",1.15
"547","2019-12-23",1.22
"548","2019-12-24",1.22
"549","2019-12-26",1.22
"550","2019-12-27",1.22
"551","2019-12-30",1.3
"552","2019-12-31",1.3
"553","2020-01-02",1.33
"554","2020-01-03",1.114
"555","2020-01-06",1.114
"556","2020-01-07",1.114
"557","2020-01-08",1.114
"558","2020-01-09",1.114
"559","2020-01-10",1.15
"560","2020-01-13",1.15
"561","2020-01-14",1.34
"562","2020-01-15",1.5
"563","2020-01-16",1.3
"564","2020-01-17",1.281
"565","2020-01-21",1.21
"566","2020-01-22",1.21
"567","2020-01-23",1.2
"568","2020-01-24",1.2
"569","2020-01-27",1.18
"570","2020-01-28",1.18
"571","2020-01-29",1.06
"572","2020-01-30",1.06
"573","2020-01-31",1.06
"574","2020-02-03",1.06
"575","2020-02-04",1.1
"576","2020-02-05",1.1
"577","2020-02-06",1.12
"578","2020-02-07",1.15
"579","2020-02-10",1.12
"580","2020-02-11",1.18
"581","2020-02-12",1.18
"582","2020-02-13",1.268
"583","2020-02-14",1.25
"584","2020-02-18",1.12
"585","2020-02-19",1.28
"586","2020-02-20",1.23
"587","2020-02-21",1.23
"588","2020-02-24",1.08
"589","2020-02-25",1.08
"590","2020-02-26",1.24
"591","2020-02-27",1.16
"592","2020-02-28",1.16
"593","2020-03-02",1.15
"594","2020-03-03",1.15
"595","2020-03-04",1.16
"596","2020-03-05",1.337
"597","2020-03-06",1.23
"598","2020-03-09",1.11
"599","2020-03-10",1.11
"600","2020-03-11",1.11
"601","2020-03-12",1.18
"602","2020-03-13",1.18
"603","2020-03-16",1.15
"604","2020-03-17",1.015
"605","2020-03-18",1
"606","2020-03-19",1
"607","2020-03-20",1.1
"608","2020-03-23",1
"609","2020-03-24",1
"610","2020-03-25",1
"611","2020-03-26",1
"612","2020-03-27",1
"613","2020-03-30",1
"614","2020-03-31",1
"615","2020-04-01",1
"616","2020-04-02",1
"617","2020-04-03",1.03
"618","2020-04-06",1.02
"619","2020-04-07",1
"620","2020-04-08",1.04
"621","2020-04-09",1.04
"622","2020-04-13",0.95
"623","2020-04-14",1.003
"624","2020-04-15",1
"625","2020-04-16",1.009
"626","2020-04-17",1.007
"627","2020-04-20",0.982
"628","2020-04-21",0.975
"629","2020-04-22",1.05
"630","2020-04-23",1.03
"631","2020-04-24",1.02
"632","2020-04-27",1.02
"633","2020-04-28",0.92
"634","2020-04-29",0.95
"635","2020-04-30",0.979
"636","2020-05-01",0.91
"637","2020-05-04",0.934
"638","2020-05-05",0.92
"639","2020-05-06",1.01
"640","2020-05-07",1
"641","2020-05-08",0.995
"642","2020-05-11",0.93
"643","2020-05-12",0.869
"644","2020-05-13",0.873
"645","2020-05-14",0.91
"646","2020-05-15",0.933
"647","2020-05-18",0.933
"648","2020-05-19",0.999
"649","2020-05-20",1
"650","2020-05-21",1
"651","2020-05-22",0.984
"652","2020-05-26",0.95
"653","2020-05-27",0.95
"654","2020-05-28",0.95
"655","2020-05-29",0.95
"656","2020-06-01",0.96
"657","2020-06-02",1
"658","2020-06-03",0.88
"659","2020-06-04",0.968
"660","2020-06-05",0.96
"661","2020-06-08",0.96
"662","2020-06-09",1.02
"663","2020-06-10",1.27
"664","2020-06-11",1.13
"665","2020-06-12",1.55
"666","2020-06-15",1.25
"667","2020-06-16",1.25
"668","2020-06-17",1.97
"669","2020-06-18",1.6
"670","2020-06-19",1.68
"671","2020-06-22",1.48
"672","2020-06-23",1.42
"673","2020-06-24",1.3
"674","2020-06-25",1.2
"675","2020-06-26",1.25
"676","2020-06-29",1.235
"677","2020-06-30",1.15
"678","2020-07-01",1.2
"679","2020-07-02",1.17
"680","2020-07-06",1.275
"681","2020-07-07",1.33
"682","2020-07-08",1.3
"683","2020-07-09",1.48
"684","2020-07-10",1.42
"685","2020-07-13",1.266
"686","2020-07-14",1.27
"687","2020-07-15",1.24
"688","2020-07-16",1.3
"689","2020-07-17",1.22
"690","2020-07-20",1.22
"691","2020-07-21",1.21
"692","2020-07-22",1.162
"693","2020-07-23",1.151
"694","2020-07-24",1.19
"695","2020-07-27",1.13
"696","2020-07-28",1.15
"697","2020-07-29",1.12
"698","2020-07-30",1.37
"699","2020-07-31",1.23
"700","2020-08-03",1.33
"701","2020-08-04",1.39
"702","2020-08-05",1.324
"703","2020-08-06",1.28
"704","2020-08-07",1.21
"705","2020-08-10",1.19
"706","2020-08-11",1.21
"707","2020-08-12",1.21
"708","2020-08-13",1.26
"709","2020-08-14",1.27
"710","2020-08-17",1.44
"711","2020-08-18",1.45
"712","2020-08-19",1.19
"713","2020-08-20",1.16
"714","2020-08-21",1.16
"715","2020-08-24",1.155
"716","2020-08-25",1.14
"717","2020-08-26",1.16
"718","2020-08-27",1.1
"719","2020-08-28",1.11
"720","2020-08-31",1.1
"721","2020-09-01",1.1
"722","2020-09-02",1.04
"723","2020-09-03",0.996
"724","2020-09-04",1
"725","2020-09-08",1.025
"726","2020-09-09",1.03
"727","2020-09-10",1
"728","2020-09-11",0.995
"729","2020-09-14",1.01
"730","2020-09-15",1.02
"731","2020-09-16",1.02
"732","2020-09-17",1.03
"733","2020-09-18",1
"734","2020-09-21",1
"735","2020-09-22",0.911
"736","2020-09-23",0.968
"737","2020-09-24",1.01
"738","2020-09-25",0.93
"739","2020-09-28",0.945
"740","2020-09-29",1
"741","2020-09-30",1.02
"742","2020-10-01",1.05
"743","2020-10-02",1.01
"744","2020-10-05",1.05
"745","2020-10-06",1.04
"746","2020-10-07",1.1
"747","2020-10-08",1.09
"748","2020-10-09",1.071
"749","2020-10-12",1.115
"750","2020-10-13",1.1
"751","2020-10-14",1.21
"752","2020-10-15",1.93
"753","2020-10-16",1.63
"754","2020-10-19",2.54
"755","2020-10-20",3.75
"756","2020-10-21",3.45
"757","2020-10-22",3.4
"758","2020-10-23",2.94
"759","2020-10-26",2.9
"760","2020-10-27",2.55
"761","2020-10-28",2.84
"762","2020-10-29",2.74
"763","2020-10-30",2.74
"764","2020-11-02",2.7
"765","2020-11-03",2.55
"766","2020-11-04",2.5
"767","2020-11-05",2.71
"768","2020-11-06",2.73
"769","2020-11-09",3
"770","2020-11-10",3.115
"771","2020-11-11",3.27
"772","2020-11-12",3.21
"773","2020-11-13",4.14
"774","2020-11-16",3.88
"775","2020-11-17",3.96
"776","2020-11-18",4
"777","2020-11-19",3.88
"778","2020-11-20",3.86
"779","2020-11-23",4.11
"780","2020-11-24",4.16
"781","2020-11-25",4.5
"782","2020-11-27",4.55
