"","date","CDEV"
"986","2020-03-16",0.511
"987","2020-03-17",0.341
"988","2020-03-18",0.302
"989","2020-03-19",0.447
"990","2020-03-20",0.52
"991","2020-03-23",0.57
"992","2020-03-24",0.45
"993","2020-03-25",0.4
"994","2020-03-26",0.422
"995","2020-03-27",0.361
"996","2020-03-30",0.265
"997","2020-03-31",0.263
"998","2020-04-01",0.247
"999","2020-04-02",0.293
"1000","2020-04-03",0.343
"1001","2020-04-06",0.315
"1002","2020-04-07",0.314
"1003","2020-04-08",0.335
"1004","2020-04-09",0.35
"1005","2020-04-13",0.345
"1006","2020-04-14",0.33
"1007","2020-04-15",0.289
"1008","2020-04-16",0.272
"1009","2020-04-17",0.29
"1010","2020-04-20",0.288
"1011","2020-04-21",0.34
"1012","2020-04-22",0.44
"1013","2020-04-23",0.578
"1014","2020-04-24",0.615
"1015","2020-04-27",0.713
"1016","2020-04-28",0.791
"1017","2020-04-29",1.03
"1018","2020-04-30",1.18
"1019","2020-05-01",0.905
"1020","2020-05-04",1.03
"1021","2020-05-05",0.85
"1022","2020-05-06",0.727
"1023","2020-05-07",0.77
"1024","2020-05-08",0.82
"1025","2020-05-11",0.926
"1026","2020-05-12",0.933
"1027","2020-05-13",0.806
"1028","2020-05-14",0.84
"1029","2020-05-15",0.843
"1030","2020-05-18",0.957
"1031","2020-05-19",0.933
"1032","2020-05-20",0.926
"1033","2020-05-21",0.9
"1034","2020-05-22",1.01
"1035","2020-05-26",1.15
"1036","2020-05-27",1.175
"1037","2020-05-28",1.07
"1038","2020-05-29",1.01
"1039","2020-06-01",1.055
"1040","2020-06-02",1.13
"1041","2020-06-03",1.13
"1042","2020-06-04",1.15
"1043","2020-06-05",1.49
"1044","2020-06-08",2.15
"1045","2020-06-09",1.755
"1046","2020-06-10",1.52
"1047","2020-06-11",1.21
"1048","2020-06-12",1.34
"1049","2020-06-15",1.33
"1050","2020-06-16",1.36
"1051","2020-06-17",1.22
"1052","2020-06-18",1.24
"1053","2020-06-19",1.13
"1054","2020-06-22",1.06
"1055","2020-06-23",1.09
"1056","2020-06-24",0.98
"1057","2020-06-25",1.02
"1058","2020-06-26",0.919
"1059","2020-06-29",0.952
"1060","2020-06-30",0.89
"1061","2020-07-01",0.884
"1062","2020-07-02",0.876
"1063","2020-07-06",0.831
"1064","2020-07-07",0.889
"1065","2020-07-08",0.85
"1066","2020-07-09",0.766
"1067","2020-07-10",0.827
"1068","2020-07-13",0.796
"1069","2020-07-14",0.77
"1070","2020-07-15",0.9
"1071","2020-07-16",0.873
"1072","2020-07-17",0.83
"1073","2020-07-20",0.812
"1074","2020-07-21",0.913
"1075","2020-07-22",0.916
"1076","2020-07-23",0.915
"1077","2020-07-24",0.9
"1078","2020-07-27",0.856
"1079","2020-07-28",0.86
"1080","2020-07-29",0.86
"1081","2020-07-30",0.816
"1082","2020-07-31",0.787
"1083","2020-08-03",0.825
"1084","2020-08-04",0.905
"1085","2020-08-05",0.894
"1086","2020-08-06",0.883
"1087","2020-08-07",0.866
"1088","2020-08-10",0.921
"1089","2020-08-11",0.875
"1090","2020-08-12",0.906
"1091","2020-08-13",0.891
"1092","2020-08-14",0.898
"1093","2020-08-17",0.868
"1094","2020-08-18",0.835
"1095","2020-08-19",0.797
"1096","2020-08-20",0.765
"1097","2020-08-21",0.731
"1098","2020-08-24",0.744
"1099","2020-08-25",0.787
"1100","2020-08-26",0.762
"1101","2020-08-27",0.769
"1102","2020-08-28",0.779
"1103","2020-08-31",0.726
"1104","2020-09-01",0.713
"1105","2020-09-02",0.658
"1106","2020-09-03",0.623
"1107","2020-09-04",0.614
"1108","2020-09-08",0.563
"1109","2020-09-09",0.576
"1110","2020-09-10",0.516
"1111","2020-09-11",0.527
"1112","2020-09-14",0.573
"1113","2020-09-15",0.6
"1114","2020-09-16",0.667
"1115","2020-09-17",0.693
"1116","2020-09-18",0.74
"1117","2020-09-21",0.652
"1118","2020-09-22",0.65
"1119","2020-09-23",0.597
"1120","2020-09-24",0.595
"1121","2020-09-25",0.577
"1122","2020-09-28",0.655
"1123","2020-09-29",0.62
"1124","2020-09-30",0.602
"1125","2020-10-01",0.577
"1126","2020-10-02",0.604
"1127","2020-10-05",0.641
"1128","2020-10-06",0.619
"1129","2020-10-07",0.629
"1130","2020-10-08",0.709
"1131","2020-10-09",0.682
"1132","2020-10-12",0.654
"1133","2020-10-13",0.62
"1134","2020-10-14",0.683
"1135","2020-10-15",0.703
"1136","2020-10-16",0.69
"1137","2020-10-19",0.635
"1138","2020-10-20",0.645
"1139","2020-10-21",0.635
"1140","2020-10-22",0.675
"1141","2020-10-23",0.66
"1142","2020-10-26",0.612
"1143","2020-10-27",0.596
"1144","2020-10-28",0.553
"1145","2020-10-29",0.583
"1146","2020-10-30",0.62
"1147","2020-11-02",0.689
"1148","2020-11-03",0.667
"1149","2020-11-04",0.629
"1150","2020-11-05",0.65
"1151","2020-11-06",0.616
"1152","2020-11-09",0.697
"1153","2020-11-10",0.738
"1154","2020-11-11",0.757
"1155","2020-11-12",0.699
"1156","2020-11-13",0.763
"1157","2020-11-16",0.809
"1158","2020-11-17",0.878
"1159","2020-11-18",0.96
"1160","2020-11-19",0.989
"1161","2020-11-20",1.02
"1162","2020-11-23",1.15
"1163","2020-11-24",1.27
"1164","2020-11-25",1.27
"1165","2020-11-27",1.24
