"","date","CTHR"
"155","2007-08-14",4.02
"156","2007-08-15",4.1
"157","2007-08-16",4.15
"158","2007-08-17",4.22
"159","2007-08-20",4.25
"160","2007-08-21",4.29
"161","2007-08-22",4.34
"162","2007-08-23",4.3
"163","2007-08-24",4.15
"164","2007-08-27",4.33
"165","2007-08-28",4.25
"166","2007-08-29",4.33
"167","2007-08-30",4.21
"168","2007-08-31",4.17
"169","2007-09-04",4.13
"170","2007-09-05",4.08
"171","2007-09-06",4
"172","2007-09-07",4.01
"173","2007-09-10",4.01
"174","2007-09-11",4
"175","2007-09-12",3.93
"176","2007-09-13",3.92
"177","2007-09-14",3.82
"178","2007-09-17",3.87
"179","2007-09-18",3.92
"180","2007-09-19",3.92
"181","2007-09-20",3.82
"182","2007-09-21",3.94
"183","2007-09-24",3.87
"184","2007-09-25",3.8
"185","2007-09-26",3.81
"186","2007-09-27",3.86
"187","2007-09-28",4.03
"188","2007-10-01",3.9
"189","2007-10-02",4.03
"190","2007-10-03",4.1
"191","2007-10-04",4.15
"192","2007-10-05",4.04
"193","2007-10-08",4.01
"194","2007-10-09",3.87
"195","2007-10-10",3.87
"196","2007-10-11",3.97
"197","2007-10-12",3.98
"198","2007-10-15",3.88
"199","2007-10-16",3.85
"200","2007-10-17",3.86
"201","2007-10-18",3.89
"202","2007-10-19",3.86
"203","2007-10-22",3.93
"204","2007-10-23",3.82
"205","2007-10-24",2.95
"206","2007-10-25",2.82
"207","2007-10-26",2.78
"208","2007-10-29",2.7
"209","2007-10-30",3.01
"210","2007-10-31",3.09
"211","2007-11-01",3.1
"212","2007-11-02",2.66
"213","2007-11-05",2.77
"214","2007-11-06",2.71
"215","2007-11-07",2.56
"216","2007-11-08",2.63
"217","2007-11-09",2.55
"218","2007-11-12",2.42
"219","2007-11-13",2.37
"220","2007-11-14",2.5
"221","2007-11-15",2.45
"222","2007-11-16",2.42
"223","2007-11-19",2.38
"224","2007-11-20",2.3
"225","2007-11-21",2.16
"226","2007-11-23",2.2
"227","2007-11-26",2.28
"228","2007-11-27",2.24
"229","2007-11-28",2.18
"230","2007-11-29",2.4
"231","2007-11-30",2.42
"232","2007-12-03",2.32
"233","2007-12-04",2.32
"234","2007-12-05",2.25
"235","2007-12-06",2.31
"236","2007-12-07",2.44
"237","2007-12-10",2.63
"238","2007-12-11",2.7
"239","2007-12-12",2.54
"240","2007-12-13",2.51
"241","2007-12-14",2.28
"242","2007-12-17",2.21
"243","2007-12-18",2.22
"244","2007-12-19",2.32
"245","2007-12-20",2.27
"246","2007-12-21",2.34
"247","2007-12-24",2.39
"248","2007-12-26",2.37
"249","2007-12-27",2.32
"250","2007-12-28",2.19
"251","2007-12-31",2.2
"252","2008-01-02",2.21
"253","2008-01-03",2.16
"254","2008-01-04",2.05
"255","2008-01-07",1.91
"256","2008-01-08",1.77
"257","2008-01-09",1.75
"258","2008-01-10",1.84
"259","2008-01-11",1.81
"260","2008-01-14",1.77
"261","2008-01-15",1.65
"262","2008-01-16",1.58
"263","2008-01-17",1.64
"264","2008-01-18",1.78
"265","2008-01-22",1.77
"266","2008-01-23",1.85
"267","2008-01-24",1.8
"268","2008-01-25",1.8
"269","2008-01-28",1.89
"270","2008-01-29",1.9
"271","2008-01-30",1.94
"272","2008-01-31",1.96
"273","2008-02-01",1.99
"274","2008-02-04",1.99
"275","2008-02-05",2
"276","2008-02-06",1.92
"277","2008-02-07",1.8
"278","2008-02-08",1.7
"279","2008-02-11",1.59
"280","2008-02-12",1.5
"281","2008-02-13",1.5
"282","2008-02-14",1.43
"283","2008-02-15",1.48
"284","2008-02-19",1.45
"285","2008-02-20",1.44
"286","2008-02-21",1.46
"287","2008-02-22",1.3
"288","2008-02-25",1.28
"289","2008-02-26",1.38
"290","2008-02-27",1.4
"291","2008-02-28",1.36
"292","2008-02-29",1.28
"293","2008-03-03",1.24
"294","2008-03-04",1.28
"295","2008-03-05",1.35
"296","2008-03-06",1.33
"297","2008-03-07",1.24
"298","2008-03-10",1.23
"299","2008-03-11",1.21
"300","2008-03-12",1.25
"301","2008-03-13",1.23
"302","2008-03-14",1.16
"303","2008-03-17",1.18
"304","2008-03-18",1.19
"305","2008-03-19",1.2
"306","2008-03-20",1.22
"307","2008-03-24",1.25
"308","2008-03-25",1.25
"309","2008-03-26",1.26
"310","2008-03-27",1.22
"311","2008-03-28",1.25
"312","2008-03-31",1.23
"313","2008-04-01",1.31
"314","2008-04-02",1.28
"315","2008-04-03",1.2
"316","2008-04-04",1.3
"317","2008-04-07",1.27
"318","2008-04-08",1.3
"319","2008-04-09",1.25
"320","2008-04-10",1.26
"321","2008-04-11",1.31
"322","2008-04-14",1.26
"323","2008-04-15",1.23
"324","2008-04-16",1.2
"325","2008-04-17",1.26
"326","2008-04-18",1.23
"327","2008-04-21",1.24
"328","2008-04-22",1.2
"329","2008-04-23",1.21
"330","2008-04-24",1.17
"331","2008-04-25",1.19
"332","2008-04-28",1.21
"333","2008-04-29",1.26
"334","2008-04-30",1.15
"335","2008-05-01",1.13
"336","2008-05-02",1.15
"337","2008-05-05",1.18
"338","2008-05-06",1.24
"339","2008-05-07",1.26
"340","2008-05-08",1.24
"341","2008-05-09",1.28
"342","2008-05-12",1.28
"343","2008-05-13",1.33
"344","2008-05-14",1.33
"345","2008-05-15",1.35
"346","2008-05-16",1.34
"347","2008-05-19",1.31
"348","2008-05-20",1.31
"349","2008-05-21",1.34
"350","2008-05-22",1.25
"351","2008-05-23",1.35
"352","2008-05-27",1.26
"353","2008-05-28",1.33
"354","2008-05-29",1.36
"355","2008-05-30",1.34
"356","2008-06-02",1.27
"357","2008-06-03",1.25
"358","2008-06-04",1.32
"359","2008-06-05",1.31
"360","2008-06-06",1.3
"361","2008-06-09",1.32
"362","2008-06-10",1.3
"363","2008-06-11",1.3
"364","2008-06-12",1.32
"365","2008-06-13",1.26
"366","2008-06-16",1.24
"367","2008-06-17",1.21
"368","2008-06-18",1.21
"369","2008-06-19",1.21
"370","2008-06-20",1.17
"371","2008-06-23",1.18
"372","2008-06-24",1.12
"373","2008-06-25",1.11
"374","2008-06-26",1.1
"375","2008-06-27",1.06
"376","2008-06-30",1.12
"377","2008-07-01",1.06
"378","2008-07-02",1.01
"379","2008-07-03",0.95
"380","2008-07-07",0.92
"381","2008-07-08",0.95
"382","2008-07-09",0.88
"383","2008-07-10",0.9
"384","2008-07-11",0.89
"385","2008-07-14",0.86
"386","2008-07-15",0.86
"387","2008-07-16",0.8
"388","2008-07-17",0.8
"389","2008-07-18",0.78
"390","2008-07-21",0.84
"391","2008-07-22",0.84
"392","2008-07-23",0.9
"393","2008-07-24",0.86
"394","2008-07-25",0.86
"395","2008-07-28",0.85
"396","2008-07-29",0.84
"397","2008-07-30",0.84
"398","2008-07-31",0.82
"399","2008-08-01",0.76
"400","2008-08-04",0.81
"401","2008-08-05",0.81
"402","2008-08-06",0.8
"403","2008-08-07",0.77
"404","2008-08-08",0.78
"405","2008-08-11",0.71
"406","2008-08-12",0.74
"407","2008-08-13",0.73
"408","2008-08-14",0.71
"409","2008-08-15",0.75
"410","2008-08-18",0.73
"411","2008-08-19",0.74
"412","2008-08-20",0.77
"413","2008-08-21",0.73
"414","2008-08-22",0.69
"415","2008-08-25",0.71
"416","2008-08-26",0.69
"417","2008-08-27",0.63
"418","2008-08-28",0.63
"419","2008-08-29",0.63
"420","2008-09-02",0.68
"421","2008-09-03",0.66
"422","2008-09-04",0.64
"423","2008-09-05",0.61
"424","2008-09-08",0.59
"425","2008-09-09",0.62
"426","2008-09-10",0.58
"427","2008-09-11",0.57
"428","2008-09-12",0.56
"429","2008-09-15",0.56
"430","2008-09-16",0.53
"431","2008-09-17",0.52
"432","2008-09-18",0.49
"433","2008-09-19",0.59
"434","2008-09-22",0.53
"435","2008-09-23",0.5
"436","2008-09-24",0.49
"437","2008-09-25",0.53
"438","2008-09-26",0.57
"439","2008-09-29",0.57
"440","2008-09-30",0.6
"441","2008-10-01",0.6
"442","2008-10-02",0.49
"443","2008-10-03",0.6
"444","2008-10-06",0.51
"445","2008-10-07",0.48
"446","2008-10-08",0.38
"447","2008-10-09",0.4
"448","2008-10-10",0.33
"449","2008-10-13",0.42
"450","2008-10-14",0.41
"451","2008-10-15",0.35
"452","2008-10-16",0.36
"453","2008-10-17",0.36
"454","2008-10-20",0.4
"455","2008-10-21",0.4
"456","2008-10-22",0.36
"457","2008-10-23",0.32
"458","2008-10-24",0.31
"459","2008-10-27",0.33
"460","2008-10-28",0.31
"461","2008-10-29",0.29
"462","2008-10-30",0.27
"463","2008-10-31",0.3
"464","2008-11-03",0.29
"465","2008-11-04",0.3
"466","2008-11-05",0.3
"467","2008-11-06",0.26
"468","2008-11-07",0.25
"469","2008-11-10",0.23
"470","2008-11-11",0.24
"471","2008-11-12",0.22
"472","2008-11-13",0.2
"473","2008-11-14",0.2
"474","2008-11-17",0.19
"475","2008-11-18",0.19
"476","2008-11-19",0.19
"477","2008-11-20",0.3
"478","2008-11-21",0.3
"479","2008-11-24",0.3
"480","2008-11-25",0.32
"481","2008-11-26",0.31
"482","2008-11-28",0.3
"483","2008-12-01",0.26
"484","2008-12-02",0.26
"485","2008-12-03",0.21
"486","2008-12-04",0.25
"487","2008-12-05",0.25
"488","2008-12-08",0.24
"489","2008-12-09",0.2
"490","2008-12-10",0.21
"491","2008-12-11",0.25
"492","2008-12-12",0.25
"493","2008-12-15",0.23
"494","2008-12-16",0.23
"495","2008-12-17",0.25
"496","2008-12-18",0.23
"497","2008-12-19",0.21
"498","2008-12-22",0.23
"499","2008-12-23",0.23
"500","2008-12-24",0.21
"501","2008-12-26",0.22
"502","2008-12-29",0.21
"503","2008-12-30",0.21
"504","2008-12-31",0.2
"505","2009-01-02",0.26
"506","2009-01-05",0.25
"507","2009-01-06",0.27
"508","2009-01-07",0.23
"509","2009-01-08",0.26
"510","2009-01-09",0.26
"511","2009-01-12",0.25
"512","2009-01-13",0.26
"513","2009-01-14",0.23
"514","2009-01-15",0.22
"515","2009-01-16",0.21
"516","2009-01-20",0.21
"517","2009-01-21",0.23
"518","2009-01-22",0.22
"519","2009-01-23",0.26
"520","2009-01-26",0.24
"521","2009-01-27",0.24
"522","2009-01-28",0.31
"523","2009-01-29",0.28
"524","2009-01-30",0.26
"525","2009-02-02",0.31
"526","2009-02-03",0.27
"527","2009-02-04",0.27
"528","2009-02-05",0.34
"529","2009-02-06",0.35
"530","2009-02-09",0.34
"531","2009-02-10",0.32
"532","2009-02-11",0.37
"533","2009-02-12",0.41
"534","2009-02-13",0.47
"535","2009-02-17",0.47
"536","2009-02-18",0.47
"537","2009-02-19",0.46
"538","2009-02-20",0.43
"539","2009-02-23",0.37
"540","2009-02-24",0.41
"541","2009-02-25",0.41
"542","2009-02-26",0.41
"543","2009-02-27",0.41
"544","2009-03-02",0.37
"545","2009-03-03",0.28
"546","2009-03-04",0.3
"547","2009-03-05",0.28
"548","2009-03-06",0.26
"549","2009-03-09",0.26
"550","2009-03-10",0.26
"551","2009-03-11",0.28
"552","2009-03-12",0.26
"553","2009-03-13",0.29
"554","2009-03-16",0.3
"555","2009-03-17",0.27
"556","2009-03-18",0.27
"557","2009-03-19",0.29
"558","2009-03-20",0.28
"559","2009-03-23",0.31
"560","2009-03-24",0.31
"561","2009-03-25",0.29
"562","2009-03-26",0.3
"563","2009-03-27",0.3
"564","2009-03-30",0.32
"565","2009-03-31",0.35
"566","2009-04-01",0.39
"567","2009-04-02",0.36
"568","2009-04-03",0.39
"569","2009-04-06",0.38
"570","2009-04-07",0.38
"571","2009-04-08",0.32
"572","2009-04-09",0.33
"573","2009-04-13",0.34
"574","2009-04-14",0.35
"575","2009-04-15",0.37
"576","2009-04-16",0.41
"577","2009-04-17",0.4
"578","2009-04-20",0.38
"579","2009-04-21",0.36
"580","2009-04-22",0.42
"581","2009-04-23",0.41
"582","2009-04-24",0.4
"583","2009-04-27",0.36
"584","2009-04-28",0.38
"585","2009-04-29",0.39
"586","2009-04-30",0.42
"587","2009-05-01",0.47
"588","2009-05-04",0.52
"589","2009-05-05",0.47
"590","2009-05-06",0.44
"591","2009-05-07",0.45
"592","2009-05-08",0.47
"593","2009-05-11",0.55
"594","2009-05-12",0.52
"595","2009-05-13",0.5
"596","2009-05-14",0.54
"597","2009-05-15",0.49
"598","2009-05-18",0.47
"599","2009-05-19",0.5
"600","2009-05-20",0.57
"601","2009-05-21",0.49
"602","2009-05-22",0.49
"603","2009-05-26",0.51
"604","2009-05-27",0.48
"605","2009-05-28",0.47
"606","2009-05-29",0.56
"607","2009-06-01",0.55
"608","2009-06-02",0.55
"609","2009-06-03",0.52
"610","2009-06-04",0.47
"611","2009-06-05",0.5
"612","2009-06-08",0.48
"613","2009-06-09",0.49
"614","2009-06-10",0.5
"615","2009-06-11",0.51
"616","2009-06-12",0.51
"617","2009-06-15",0.5
"618","2009-06-16",0.5
"619","2009-06-17",0.5
"620","2009-06-18",0.52
"621","2009-06-19",0.48
"622","2009-06-22",0.49
"623","2009-06-23",0.5
"624","2009-06-24",0.48
"625","2009-06-25",0.49
"626","2009-06-26",0.51
"627","2009-06-29",0.5
"628","2009-06-30",0.51
"629","2009-07-01",0.5
"630","2009-07-02",0.52
"631","2009-07-06",0.59
"632","2009-07-07",0.42
"633","2009-07-08",0.45
"634","2009-07-09",0.46
"635","2009-07-10",0.46
"636","2009-07-13",0.41
"637","2009-07-14",0.39
"638","2009-07-15",0.38
"639","2009-07-16",0.39
"640","2009-07-17",0.37
"641","2009-07-20",0.37
"642","2009-07-21",0.38
"643","2009-07-22",0.43
"644","2009-07-23",0.39
"645","2009-07-24",0.41
"646","2009-07-27",0.45
"647","2009-07-28",0.42
"648","2009-07-29",0.45
"649","2009-07-30",0.39
"650","2009-07-31",0.41
"651","2009-08-03",0.51
"652","2009-08-04",0.46
"653","2009-08-05",0.53
"654","2009-08-06",0.5
"655","2009-08-07",0.6
"656","2009-08-10",0.52
"657","2009-08-11",0.6
"658","2009-08-12",0.6
"659","2009-08-13",0.6
"660","2009-08-14",0.56
"661","2009-08-17",0.49
"662","2009-08-18",0.46
"663","2009-08-19",0.48
"664","2009-08-20",0.54
"665","2009-08-21",0.46
"666","2009-08-24",0.41
"667","2009-08-25",0.45
"668","2009-08-26",0.42
"669","2009-08-27",0.48
"670","2009-08-28",0.49
"671","2009-08-31",0.46
"672","2009-09-01",0.42
"673","2009-09-02",0.41
"674","2009-09-03",0.4
"675","2009-09-04",0.47
"676","2009-09-08",0.56
"677","2009-09-09",0.57
"678","2009-09-10",0.58
"679","2009-09-11",0.68
"680","2009-09-14",0.79
"681","2009-09-15",0.72
"682","2009-09-16",0.72
"683","2009-09-17",0.69
"684","2009-09-18",0.61
"685","2009-09-21",0.6
"686","2009-09-22",0.62
"687","2009-09-23",0.63
"688","2009-09-24",0.63
"689","2009-09-25",0.62
"690","2009-09-28",0.62
"691","2009-09-29",0.63
"692","2009-09-30",0.57
"693","2009-10-01",0.59
"694","2009-10-02",0.49
"695","2009-10-05",0.44
"696","2009-10-06",0.47
"697","2009-10-07",0.5
"698","2009-10-08",0.49
"699","2009-10-09",0.5
"700","2009-10-12",0.47
"701","2009-10-13",0.45
"702","2009-10-14",0.46
"703","2009-10-15",0.52
"704","2009-10-16",0.54
"705","2009-10-19",0.57
"706","2009-10-20",0.57
"707","2009-10-21",0.56
"708","2009-10-22",0.58
"709","2009-10-23",0.58
"710","2009-10-26",0.57
"711","2009-10-27",0.65
"712","2009-10-28",0.57
"713","2009-10-29",0.55
"714","2009-10-30",0.53
"715","2009-11-02",0.57
"716","2009-11-03",0.61
"717","2009-11-04",0.6
"718","2009-11-05",0.58
"719","2009-11-06",0.61
"720","2009-11-09",0.69
"721","2009-11-10",0.63
"722","2009-11-11",0.69
"723","2009-11-12",0.7
"724","2009-11-13",0.86
"725","2009-11-16",0.82
"726","2009-11-17",0.92
"727","2009-11-18",1.09
"728","2009-11-19",1.08
"729","2009-11-20",1.28
"730","2009-11-23",1.38
"731","2009-11-24",1.2
"732","2009-11-25",1.25
"733","2009-11-27",1.33
"734","2009-11-30",1.33
"735","2009-12-01",1.29
"736","2009-12-02",1.3
"737","2009-12-03",1.27
"738","2009-12-04",1.27
"739","2009-12-07",1.24
"740","2009-12-08",1.22
"741","2009-12-09",1.21
"742","2009-12-10",1.24
"743","2009-12-11",1.16
"744","2009-12-14",1.21
"745","2009-12-15",1.15
"746","2009-12-16",1.18
"747","2009-12-17",1.16
"748","2009-12-18",1.27
"749","2009-12-21",1.24
"750","2009-12-22",1.21
"751","2009-12-23",1.19
"752","2009-12-24",1.2
"753","2009-12-28",1.15
"754","2009-12-29",1.14
"755","2009-12-30",1.14
"756","2009-12-31",1.16
"757","2010-01-04",1.2
"758","2010-01-05",1.16
"759","2010-01-06",1.21
"760","2010-01-07",1.29
"761","2010-01-08",1.4
"762","2010-01-11",1.45
"763","2010-01-12",1.43
"764","2010-01-13",1.43
"765","2010-01-14",1.43
"766","2010-01-15",1.44
"767","2010-01-19",1.39
"768","2010-01-20",1.34
"769","2010-01-21",1.31
"770","2010-01-22",1.32
"771","2010-01-25",1.34
"772","2010-01-26",1.29
"773","2010-01-27",1.26
"774","2010-01-28",1.2
"775","2010-01-29",1.2
"776","2010-02-01",1.32
"777","2010-02-02",1.31
"778","2010-02-03",1.33
"779","2010-02-04",1.33
"780","2010-02-05",1.32
"781","2010-02-08",1.3
"782","2010-02-09",1.32
"783","2010-02-10",1.36
"784","2010-02-11",1.39
"785","2010-02-12",1.39
"786","2010-02-16",1.39
"787","2010-02-17",1.4
"788","2010-02-18",1.42
"789","2010-02-19",1.42
"790","2010-02-22",1.44
"791","2010-02-23",1.43
"792","2010-02-24",1.42
"793","2010-02-25",1.32
"794","2010-02-26",1.28
"795","2010-03-01",1.38
"796","2010-03-02",1.35
"797","2010-03-03",1.34
"798","2010-03-04",1.36
"799","2010-03-05",1.39
"800","2010-03-08",1.5
"801","2010-03-09",1.58
"802","2010-03-10",1.74
"803","2010-03-11",1.78
"804","2010-03-12",1.75
"805","2010-03-15",1.71
"806","2010-03-16",1.78
"807","2010-03-17",1.76
"808","2010-03-18",1.79
"809","2010-03-19",1.95
"810","2010-03-22",1.9
"811","2010-03-23",1.9
"812","2010-03-24",1.87
"813","2010-03-25",1.88
"814","2010-03-26",1.86
"815","2010-03-29",1.81
"816","2010-03-30",1.83
"817","2010-03-31",1.83
"818","2010-04-01",1.84
"819","2010-04-05",1.8
"820","2010-04-06",1.83
"821","2010-04-07",1.88
"822","2010-04-08",1.82
"823","2010-04-09",1.8
"824","2010-04-12",1.78
"825","2010-04-13",1.75
"826","2010-04-14",1.68
"827","2010-04-15",1.65
"828","2010-04-16",1.68
"829","2010-04-19",1.67
"830","2010-04-20",1.68
"831","2010-04-21",1.66
"832","2010-04-22",1.65
"833","2010-04-23",1.7
"834","2010-04-26",1.68
"835","2010-04-27",1.66
"836","2010-04-28",2.32
"837","2010-04-29",2.31
"838","2010-04-30",2.49
"839","2010-05-03",2.25
"840","2010-05-04",2.29
"841","2010-05-05",2.27
"842","2010-05-06",2.31
"843","2010-05-07",2.38
"844","2010-05-10",2.55
"845","2010-05-11",2.41
"846","2010-05-12",2.5
"847","2010-05-13",2.49
"848","2010-05-14",2.42
"849","2010-05-17",2.43
"850","2010-05-18",2.5
"851","2010-05-19",2.43
"852","2010-05-20",2.35
"853","2010-05-21",2.35
"854","2010-05-24",2.37
"855","2010-05-25",2.35
"856","2010-05-26",2.45
"857","2010-05-27",2.47
"858","2010-05-28",2.5
"859","2010-06-01",2.42
"860","2010-06-02",2.59
"861","2010-06-03",3.04
"862","2010-06-04",3.03
"863","2010-06-07",2.96
"864","2010-06-08",2.73
"865","2010-06-09",2.59
"866","2010-06-10",2.67
"867","2010-06-11",2.9
"868","2010-06-14",3.12
"869","2010-06-15",2.98
"870","2010-06-16",3.12
"871","2010-06-17",3.12
"872","2010-06-18",3.15
"873","2010-06-21",3.11
"874","2010-06-22",2.9
"875","2010-06-23",2.88
"876","2010-06-24",2.86
"877","2010-06-25",2.86
"878","2010-06-28",2.86
"879","2010-06-29",2.67
"880","2010-06-30",2.79
"881","2010-07-01",2.64
"882","2010-07-02",2.65
"883","2010-07-06",2.67
"884","2010-07-07",2.65
"885","2010-07-08",2.68
"886","2010-07-09",2.72
"887","2010-07-12",2.74
"888","2010-07-13",2.81
"889","2010-07-14",2.8
"890","2010-07-15",2.76
"891","2010-07-16",2.75
"892","2010-07-19",2.76
"893","2010-07-20",2.71
"894","2010-07-21",2.71
"895","2010-07-22",2.7
"896","2010-07-23",2.72
"897","2010-07-26",2.77
"898","2010-07-27",2.76
"899","2010-07-28",2.87
"900","2010-07-29",2.76
"901","2010-07-30",2.72
"902","2010-08-02",2.75
"903","2010-08-03",2.58
"904","2010-08-04",2.29
"905","2010-08-05",2.37
"906","2010-08-06",2.4
"907","2010-08-09",2.46
"908","2010-08-10",2.39
"909","2010-08-11",2.34
"910","2010-08-12",2.21
"911","2010-08-13",2.27
"912","2010-08-16",2.38
"913","2010-08-17",2.5
"914","2010-08-18",2.51
"915","2010-08-19",2.44
"916","2010-08-20",2.45
"917","2010-08-23",2.46
"918","2010-08-24",2.4
"919","2010-08-25",2.42
"920","2010-08-26",2.39
"921","2010-08-27",2.37
"922","2010-08-30",2.32
"923","2010-08-31",2.28
"924","2010-09-01",2.27
"925","2010-09-02",2.28
"926","2010-09-03",2.28
"927","2010-09-07",2.26
"928","2010-09-08",2.26
"929","2010-09-09",2.26
"930","2010-09-10",2.26
"931","2010-09-13",2.25
"932","2010-09-14",2.26
"933","2010-09-15",2.27
"934","2010-09-16",2.27
"935","2010-09-17",2.3
"936","2010-09-20",2.29
"937","2010-09-21",2.25
"938","2010-09-22",2.25
"939","2010-09-23",2.17
"940","2010-09-24",2.18
"941","2010-09-27",2.19
"942","2010-09-28",2.19
"943","2010-09-29",2.21
"944","2010-09-30",2.2
"945","2010-10-01",2.2
"946","2010-10-04",2.2
"947","2010-10-05",2.2
"948","2010-10-06",2.13
"949","2010-10-07",2.08
"950","2010-10-08",2.08
"951","2010-10-11",2.1
"952","2010-10-12",2.02
"953","2010-10-13",2.03
"954","2010-10-14",2.05
"955","2010-10-15",2.08
"956","2010-10-18",2.07
"957","2010-10-19",2.13
"958","2010-10-20",2.16
"959","2010-10-21",2.01
"960","2010-10-22",1.95
"961","2010-10-25",1.87
"962","2010-10-26",1.89
"963","2010-10-27",1.88
"964","2010-10-28",1.88
"965","2010-10-29",2.23
"966","2010-11-01",2.1
"967","2010-11-02",2.03
"968","2010-11-03",2.04
"969","2010-11-04",2.09
"970","2010-11-05",2.13
"971","2010-11-08",2.22
"972","2010-11-09",2.2
"973","2010-11-10",2.22
"974","2010-11-11",2.21
"975","2010-11-12",2.2
"976","2010-11-15",2.22
"977","2010-11-16",2.23
"978","2010-11-17",2.21
"979","2010-11-18",2.23
"980","2010-11-19",2.24
"981","2010-11-22",2.15
"982","2010-11-23",2.14
"983","2010-11-24",2.18
"984","2010-11-26",2.18
"985","2010-11-29",2.23
"986","2010-11-30",2.56
"987","2010-12-01",2.75
"988","2010-12-02",2.77
"989","2010-12-03",2.73
"990","2010-12-06",2.68
"991","2010-12-07",2.64
"992","2010-12-08",2.58
"993","2010-12-09",2.59
"994","2010-12-10",2.73
"995","2010-12-13",2.7
"996","2010-12-14",2.84
"997","2010-12-15",2.74
"998","2010-12-16",2.79
"999","2010-12-17",2.77
