"","date","MA"
"845","2010-05-11",22.323999
"846","2010-05-12",23.261999
"847","2010-05-13",23.231001
"848","2010-05-14",21.245001
"849","2010-05-17",21.080999
"850","2010-05-18",20.281
"851","2010-05-19",20.245001
"852","2010-05-20",20.549999
"853","2010-05-21",21.385
"854","2010-05-24",20.983999
"855","2010-05-25",20.687
"856","2010-05-26",20.5
"857","2010-05-27",20.780001
"858","2010-05-28",20.177
"859","2010-06-01",20.039
"860","2010-06-02",20.101999
"861","2010-06-03",20.200001
"862","2010-06-04",19.667
"863","2010-06-07",20.007
"864","2010-06-08",19.754
"865","2010-06-09",19.546
"866","2010-06-10",20.511999
"867","2010-06-11",20.488001
"868","2010-06-14",20.417
"869","2010-06-15",20.957001
"870","2010-06-16",21.062
"871","2010-06-17",21.4
"872","2010-06-18",21.426001
"873","2010-06-21",22.334
"874","2010-06-22",22.094
"875","2010-06-23",21.985001
"876","2010-06-24",21.489
"877","2010-06-25",21.839001
"878","2010-06-28",21.152
"879","2010-06-29",20.299
"880","2010-06-30",19.952999
"881","2010-07-01",20.27
"882","2010-07-02",20.277
"883","2010-07-06",20.003
"884","2010-07-07",20.757
"885","2010-07-08",20.966999
"886","2010-07-09",21.552
"887","2010-07-12",21.367001
"888","2010-07-13",21.462999
"889","2010-07-14",21.316999
"890","2010-07-15",21.181
"891","2010-07-16",19.722
"892","2010-07-19",19.583
"893","2010-07-20",20.530001
"894","2010-07-21",20.15
"895","2010-07-22",20.84
"896","2010-07-23",21.294001
"897","2010-07-26",21.283001
"898","2010-07-27",21.423
"899","2010-07-28",21.009001
"900","2010-07-29",20.837
"901","2010-07-30",21.004
"902","2010-08-02",20.252001
"903","2010-08-03",20.091
"904","2010-08-04",20.530001
"905","2010-08-05",20.163
"906","2010-08-06",20.742001
"907","2010-08-09",21.489
"908","2010-08-10",21.635
"909","2010-08-11",20.966
"910","2010-08-12",21.183001
"911","2010-08-13",21.063999
"912","2010-08-16",21.044001
"913","2010-08-17",21.403
"914","2010-08-18",21.285999
"915","2010-08-19",20.889
"916","2010-08-20",20.636999
"917","2010-08-23",20.518999
"918","2010-08-24",20.250999
"919","2010-08-25",20.611
"920","2010-08-26",20.316999
"921","2010-08-27",20.662001
"922","2010-08-30",20.27
"923","2010-08-31",19.836
"924","2010-09-01",20.108
"925","2010-09-02",20.473
"926","2010-09-03",20.698
"927","2010-09-07",20.052
"928","2010-09-08",19.440001
"929","2010-09-09",19.198
"930","2010-09-10",19.813999
"931","2010-09-13",19.302999
"932","2010-09-14",19.975
"933","2010-09-15",21.018
"934","2010-09-16",21.028999
"935","2010-09-17",21.367001
"936","2010-09-20",21.871
"937","2010-09-21",21.698999
"938","2010-09-22",21.903
"939","2010-09-23",21.943001
"940","2010-09-24",22.157
"941","2010-09-27",22.237
"942","2010-09-28",22.299999
"943","2010-09-29",22.263
"944","2010-09-30",22.4
"945","2010-10-01",22.478001
"946","2010-10-04",22.264
"947","2010-10-05",22.59
"948","2010-10-06",22.33
"949","2010-10-07",22.086
"950","2010-10-08",22.259001
"951","2010-10-11",22.285999
"952","2010-10-12",22.212999
"953","2010-10-13",23.089001
"954","2010-10-14",23.266001
"955","2010-10-15",23.370001
"956","2010-10-18",23.545
"957","2010-10-19",23.705
"958","2010-10-20",24.052
"959","2010-10-21",24.319
"960","2010-10-22",24.264
"961","2010-10-25",24.514999
"962","2010-10-26",24.351999
"963","2010-10-27",24.576
"964","2010-10-28",23.952
"965","2010-10-29",24.006001
"966","2010-11-01",23.899
"967","2010-11-02",24.598
"968","2010-11-03",25.183001
"969","2010-11-04",25.489
"970","2010-11-05",25.629
"971","2010-11-08",25.275999
"972","2010-11-09",25.152
"973","2010-11-10",25.357
"974","2010-11-11",25.207001
"975","2010-11-12",24.316999
"976","2010-11-15",24.292999
"977","2010-11-16",23.306
