"","date","TBIO"
"136","2019-01-11",6.13
"137","2019-01-14",5.8
"138","2019-01-15",5.7
"139","2019-01-16",5.65
"140","2019-01-17",5.75
"141","2019-01-18",5.53
"142","2019-01-22",4.9
"143","2019-01-23",5.28
"144","2019-01-24",5.48
"145","2019-01-25",5.71
"146","2019-01-28",5.61
"147","2019-01-29",5.5
"148","2019-01-30",5.66
"149","2019-01-31",5.68
"150","2019-02-01",5.72
"151","2019-02-04",5.82
"152","2019-02-05",6.1
"153","2019-02-06",6.43
"154","2019-02-07",6.52
"155","2019-02-08",6.77
"156","2019-02-11",6.9
"157","2019-02-12",7.23
"158","2019-02-13",7.38
"159","2019-02-14",7.37
"160","2019-02-15",9.35
"161","2019-02-19",8.31
"162","2019-02-20",8.54
"163","2019-02-21",8.45
"164","2019-02-22",8.7
"165","2019-02-25",9.01
"166","2019-02-26",9.8
"167","2019-02-27",9.92
"168","2019-02-28",10.2
"169","2019-03-01",10.23
"170","2019-03-04",9.22
"171","2019-03-05",9.41
"172","2019-03-06",9.02
"173","2019-03-07",9.84
"174","2019-03-08",7.95
"175","2019-03-11",7.76
"176","2019-03-12",7.62
"177","2019-03-13",7.88
"178","2019-03-14",7.88
"179","2019-03-15",8.3
"180","2019-03-18",9.61
"181","2019-03-19",10.03
"182","2019-03-20",9.6
"183","2019-03-21",9.92
"184","2019-03-22",8.96
"185","2019-03-25",9.06
"186","2019-03-26",9.36
"187","2019-03-27",9.32
"188","2019-03-28",9.85
"189","2019-03-29",10.19
"190","2019-04-01",12.77
"191","2019-04-02",11.68
"192","2019-04-03",12.21
"193","2019-04-04",11.81
"194","2019-04-05",12.95
"195","2019-04-08",13.12
"196","2019-04-09",12.71
"197","2019-04-10",12.36
"198","2019-04-11",11.97
"199","2019-04-12",11.9
"200","2019-04-15",11.34
"201","2019-04-16",11.23
"202","2019-04-17",10.34
"203","2019-04-18",9.99
"204","2019-04-22",9.88
"205","2019-04-23",9.75
"206","2019-04-24",9.4
"207","2019-04-25",9.26
"208","2019-04-26",9.94
"209","2019-04-29",9.94
"210","2019-04-30",9.7
"211","2019-05-01",9.37
"212","2019-05-02",9.35
"213","2019-05-03",9.36
"214","2019-05-06",9.31
"215","2019-05-07",9.13
"216","2019-05-08",9.33
"217","2019-05-09",9.27
"218","2019-05-10",9.54
"219","2019-05-13",9.28
"220","2019-05-14",10.27
"221","2019-05-15",10.42
"222","2019-05-16",10.55
"223","2019-05-17",10.02
"224","2019-05-20",8.87
"225","2019-05-21",9.4
"226","2019-05-22",9.04
"227","2019-05-23",9.22
"228","2019-05-24",9.2
"229","2019-05-28",9.96
"230","2019-05-29",10.15
"231","2019-05-30",10.99
"232","2019-05-31",10.48
"233","2019-06-03",9.51
"234","2019-06-04",9.29
"235","2019-06-05",9.34
"236","2019-06-06",9.3
"237","2019-06-07",9.79
"238","2019-06-10",10.09
"239","2019-06-11",10.05
"240","2019-06-12",10.1
"241","2019-06-13",10.08
"242","2019-06-14",10.03
"243","2019-06-17",10.08
"244","2019-06-18",10.2
"245","2019-06-19",11.22
"246","2019-06-20",12.36
"247","2019-06-21",12.56
"248","2019-06-24",12.54
"249","2019-06-25",12.43
"250","2019-06-26",12.96
"251","2019-06-27",12.86
"252","2019-06-28",12.63
"253","2019-07-01",12.09
"254","2019-07-02",11.59
"255","2019-07-03",11.89
"256","2019-07-05",11.51
"257","2019-07-08",10.74
"258","2019-07-09",10.64
"259","2019-07-10",10.32
"260","2019-07-11",9.81
"261","2019-07-12",10.15
"262","2019-07-15",9.81
"263","2019-07-16",9.73
"264","2019-07-17",9.72
"265","2019-07-18",9.6
"266","2019-07-19",9.28
"267","2019-07-22",9.62
"268","2019-07-23",8.98
"269","2019-07-24",8.9
"270","2019-07-25",8.16
"271","2019-07-26",8.38
"272","2019-07-29",8.94
"273","2019-07-30",9.01
"274","2019-07-31",8.02
"275","2019-08-01",8.03
"276","2019-08-02",8.31
"277","2019-08-05",8.1
"278","2019-08-06",8.12
"279","2019-08-07",8.06
"280","2019-08-08",8.1
"281","2019-08-09",8.14
"282","2019-08-12",8
"283","2019-08-13",8.24
"284","2019-08-14",8
"285","2019-08-15",7.94
"286","2019-08-16",8.13
"287","2019-08-19",8.14
"288","2019-08-20",8.69
"289","2019-08-21",8.72
"290","2019-08-22",8.41
"291","2019-08-23",8.34
"292","2019-08-26",8.75
"293","2019-08-27",8.73
"294","2019-08-28",8.86
"295","2019-08-29",9.24
"296","2019-08-30",9.08
"297","2019-09-03",9.44
"298","2019-09-04",9.94
"299","2019-09-05",10.05
"300","2019-09-06",10.13
"301","2019-09-09",9.98
"302","2019-09-10",9.81
"303","2019-09-11",10.27
"304","2019-09-12",10.41
"305","2019-09-13",10.58
"306","2019-09-16",10.58
"307","2019-09-17",10.99
"308","2019-09-18",10.01
"309","2019-09-19",10.1
"310","2019-09-20",10.08
"311","2019-09-23",10.45
"312","2019-09-24",10.27
"313","2019-09-25",10.07
"314","2019-09-26",10.14
"315","2019-09-27",10.06
"316","2019-09-30",9.91
"317","2019-10-01",9.91
"318","2019-10-02",9.92
"319","2019-10-03",9.82
"320","2019-10-04",9.83
"321","2019-10-07",9.8
"322","2019-10-08",9.8
"323","2019-10-09",9.69
"324","2019-10-10",8.96
"325","2019-10-11",8.11
"326","2019-10-14",8.01
"327","2019-10-15",8.35
"328","2019-10-16",8.54
"329","2019-10-17",8.77
"330","2019-10-18",8.34
"331","2019-10-21",8.77
"332","2019-10-22",8.81
"333","2019-10-23",8.99
"334","2019-10-24",8.64
"335","2019-10-25",8.93
"336","2019-10-28",9.29
"337","2019-10-29",9.23
"338","2019-10-30",9.02
"339","2019-10-31",9.145
"340","2019-11-01",9.44
"341","2019-11-04",9.47
"342","2019-11-05",9.7
"343","2019-11-06",9.35
"344","2019-11-07",9.75
"345","2019-11-08",9.41
"346","2019-11-11",9.58
"347","2019-11-12",9.42
"348","2019-11-13",9.31
"349","2019-11-14",9.16
"350","2019-11-15",9.41
"351","2019-11-18",9.63
"352","2019-11-19",10.65
"353","2019-11-20",11
"354","2019-11-21",10.71
"355","2019-11-22",9.82
"356","2019-11-25",10.1
"357","2019-11-26",9.46
"358","2019-11-27",9.97
"359","2019-11-29",10.05
"360","2019-12-02",9.81
"361","2019-12-03",10
"362","2019-12-04",9.94
"363","2019-12-05",9.71
"364","2019-12-06",9.99
"365","2019-12-09",8.68
"366","2019-12-10",8.32
"367","2019-12-11",8.46
"368","2019-12-12",8.91
"369","2019-12-13",8.64
"370","2019-12-16",8.9
"371","2019-12-17",8.64
"372","2019-12-18",8.65
"373","2019-12-19",8.41
"374","2019-12-20",8.42
"375","2019-12-23",8.81
"376","2019-12-24",8.96
"377","2019-12-26",8.52
"378","2019-12-27",8.16
"379","2019-12-30",8.36
"380","2019-12-31",8.14
"381","2020-01-02",7.9
"382","2020-01-03",7.5
"383","2020-01-06",7.44
"384","2020-01-07",7.55
"385","2020-01-08",7.72
"386","2020-01-09",8.16
"387","2020-01-10",7.9
"388","2020-01-13",7.64
"389","2020-01-14",7.85
"390","2020-01-15",8.55
"391","2020-01-16",8.34
"392","2020-01-17",8.04
"393","2020-01-21",8.07
"394","2020-01-22",8.35
"395","2020-01-23",8.7
"396","2020-01-24",8.05
"397","2020-01-27",7.89
"398","2020-01-28",7.84
"399","2020-01-29",7.71
"400","2020-01-30",7.53
"401","2020-01-31",7.17
"402","2020-02-03",7.01
"403","2020-02-04",7.3
"404","2020-02-05",7.61
"405","2020-02-06",7.72
"406","2020-02-07",7.51
"407","2020-02-10",7.88
"408","2020-02-11",7.95
"409","2020-02-12",7.89
"410","2020-02-13",8
"411","2020-02-14",7.84
"412","2020-02-18",7.99
"413","2020-02-19",8.02
"414","2020-02-20",7.89
"415","2020-02-21",7.89
"416","2020-02-24",7.35
"417","2020-02-25",7.28
"418","2020-02-26",7.24
"419","2020-02-27",7.25
"420","2020-02-28",7.58
"421","2020-03-02",7.75
"422","2020-03-03",7.66
"423","2020-03-04",7.88
"424","2020-03-05",7.77
"425","2020-03-06",7.4
"426","2020-03-09",7.36
"427","2020-03-10",7.32
"428","2020-03-11",7.43
"429","2020-03-12",8.09
"430","2020-03-13",8.93
"431","2020-03-16",9.02
"432","2020-03-17",9.9
"433","2020-03-18",8.92
"434","2020-03-19",9
"435","2020-03-20",9.77
"436","2020-03-23",10.29
"437","2020-03-24",9.85
"438","2020-03-25",9.96
"439","2020-03-26",10.25
"440","2020-03-27",10.81
"441","2020-03-30",11.48
"442","2020-03-31",9.97
"443","2020-04-01",8.33
"444","2020-04-02",9.09
"445","2020-04-03",9.53
"446","2020-04-06",10.32
"447","2020-04-07",10.28
"448","2020-04-08",9.91
"449","2020-04-09",10.5
"450","2020-04-13",10.47
"451","2020-04-14",10.24
"452","2020-04-15",10.03
"453","2020-04-16",9.9
"454","2020-04-17",10.11
"455","2020-04-20",9.96
"456","2020-04-21",9.75
"457","2020-04-22",10.13
"458","2020-04-23",10.31
"459","2020-04-24",12.74
"460","2020-04-27",14.52
"461","2020-04-28",14.4
"462","2020-04-29",13.11
"463","2020-04-30",12.84
"464","2020-05-01",13.23
"465","2020-05-04",13.6
"466","2020-05-05",13.3
"467","2020-05-06",13.52
"468","2020-05-07",13.11
"469","2020-05-08",14.5
"470","2020-05-11",14.57
"471","2020-05-12",13.67
"472","2020-05-13",15.67
"473","2020-05-14",15.54
"474","2020-05-15",16.09
"475","2020-05-18",19.719999
"476","2020-05-19",19.92
"477","2020-05-20",19.219999
"478","2020-05-21",18.98
"479","2020-05-22",20.440001
"480","2020-05-26",21.02
"481","2020-05-27",19.629999
"482","2020-05-28",20.23
"483","2020-05-29",20.719999
"484","2020-06-01",19.74
"485","2020-06-02",19.85
"486","2020-06-03",16.15
"487","2020-06-04",15.64
"488","2020-06-05",14.87
"489","2020-06-08",15.03
"490","2020-06-09",14.89
"491","2020-06-10",14.95
"492","2020-06-11",14.83
"493","2020-06-12",14.97
"494","2020-06-15",15.64
"495","2020-06-16",15.33
"496","2020-06-17",15.86
"497","2020-06-18",16.129999
"498","2020-06-19",15.3
"499","2020-06-22",16.24
"500","2020-06-23",23.870001
"501","2020-06-24",26.66
"502","2020-06-25",24.67
"503","2020-06-26",19.48
"504","2020-06-29",18.799999
"505","2020-06-30",17.92
"506","2020-07-01",17.450001
"507","2020-07-02",17.860001
"508","2020-07-06",17.4
"509","2020-07-07",17.540001
"510","2020-07-08",17.6
"511","2020-07-09",17.17
"512","2020-07-10",16.99
"513","2020-07-13",17.549999
"514","2020-07-14",18.5
"515","2020-07-15",18.99
"516","2020-07-16",18.139999
"517","2020-07-17",19.610001
"518","2020-07-20",19.549999
"519","2020-07-21",19.559999
"520","2020-07-22",19.73
"521","2020-07-23",18.85
"522","2020-07-24",18.030001
"523","2020-07-27",18.135
"524","2020-07-28",16.719999
"525","2020-07-29",15.72
"526","2020-07-30",15.63
"527","2020-07-31",15.19
"528","2020-08-03",15.71
"529","2020-08-04",15.39
"530","2020-08-05",15.17
"531","2020-08-06",15.22
"532","2020-08-07",14.73
"533","2020-08-10",15.17
"534","2020-08-11",14.23
"535","2020-08-12",14.48
"536","2020-08-13",14.4
"537","2020-08-14",14.59
"538","2020-08-17",15.87
"539","2020-08-18",15.84
"540","2020-08-19",15.17
"541","2020-08-20",15.6
"542","2020-08-21",15.565
"543","2020-08-24",14.68
"544","2020-08-25",15
"545","2020-08-26",14.6
"546","2020-08-27",14.09
"547","2020-08-28",13.87
"548","2020-08-31",14.09
"549","2020-09-01",12.92
"550","2020-09-02",13.35
"551","2020-09-03",13.22
"552","2020-09-04",12.68
"553","2020-09-08",12.73
"554","2020-09-09",13.18
"555","2020-09-10",13.06
"556","2020-09-11",12.99
"557","2020-09-14",14.05
"558","2020-09-15",13.66
"559","2020-09-16",14.29
"560","2020-09-17",14.75
"561","2020-09-18",14.78
"562","2020-09-21",13.75
"563","2020-09-22",13.25
"564","2020-09-23",12.43
"565","2020-09-24",12.64
"566","2020-09-25",13.13
"567","2020-09-28",13.19
"568","2020-09-29",13.62
"569","2020-09-30",13.61
"570","2020-10-01",13.45
"571","2020-10-02",13
"572","2020-10-05",15.07
"573","2020-10-06",14.18
"574","2020-10-07",14.6
"575","2020-10-08",14.39
"576","2020-10-09",14.74
"577","2020-10-12",15.78
"578","2020-10-13",15.36
"579","2020-10-14",14.75
"580","2020-10-15",15.49
"581","2020-10-16",15.81
"582","2020-10-19",15.16
"583","2020-10-20",14.33
"584","2020-10-21",13.72
"585","2020-10-22",14.46
"586","2020-10-23",14.03
"587","2020-10-26",13.32
"588","2020-10-27",13.43
"589","2020-10-28",12.94
"590","2020-10-29",13.53
"591","2020-10-30",12.83
"592","2020-11-02",13.08
"593","2020-11-03",13.44
"594","2020-11-04",14.31
"595","2020-11-05",13.92
"596","2020-11-06",14.27
"597","2020-11-09",14.54
"598","2020-11-10",15.75
"599","2020-11-11",16.209999
"600","2020-11-12",16.139999
"601","2020-11-13",16.030001
"602","2020-11-16",16.6
"603","2020-11-17",17.41
"604","2020-11-18",17.610001
"605","2020-11-19",18.030001
"606","2020-11-20",18.32
"607","2020-11-23",18.25
"608","2020-11-24",18.25
"609","2020-11-25",18.23
"610","2020-11-27",19.35
