"","date","ORGS"
"80","2012-07-05",9.6
"81","2012-07-06",9.48
"82","2012-07-09",10.56
"83","2012-07-10",10.56
"84","2012-07-11",10.56
"85","2012-07-12",10.56
"86","2012-07-13",10.2
"87","2012-07-16",10.2
"88","2012-07-17",10.2
"89","2012-07-18",10.2
"90","2012-07-19",10.2
"91","2012-07-20",9
"92","2012-07-23",6.96
"93","2012-07-24",10.2
"94","2012-07-25",4.8
"95","2012-07-26",4.8
"96","2012-07-27",7.8
"97","2012-07-30",12.6
"98","2012-07-31",12
"99","2012-08-01",12
"100","2012-08-02",9
"101","2012-08-03",9
"102","2012-08-06",9.6
"103","2012-08-07",9.6
"104","2012-08-08",9.6
"105","2012-08-09",9.6
"106","2012-08-10",9
"107","2012-08-13",8.04
"108","2012-08-14",7.2
"109","2012-08-15",10.2
"110","2012-08-16",9
"111","2012-08-17",9
"112","2012-08-20",8.4
"113","2012-08-21",6.84
"114","2012-08-22",8.4
"115","2012-08-23",9
"116","2012-08-24",9
"117","2012-08-27",8.4
"118","2012-08-28",7.8
"119","2012-08-29",7.8
"120","2012-08-30",6.6
"121","2012-08-31",6.24
"122","2012-09-04",7.8
"123","2012-09-05",7.8
"124","2012-09-06",7.8
"125","2012-09-07",7.8
"126","2012-09-10",7.8
"127","2012-09-11",7.68
"128","2012-09-12",7.68
"129","2012-09-13",7.68
"130","2012-09-14",7.68
"131","2012-09-17",7.56
"132","2012-09-18",7.56
"133","2012-09-19",9
"134","2012-09-20",10.32
"135","2012-09-21",10.44
"136","2012-09-24",11.76
"137","2012-09-25",10.8
"138","2012-09-26",10.56
"139","2012-09-27",11.04
"140","2012-09-28",9.96
"141","2012-10-01",10.68
"142","2012-10-02",10.68
"143","2012-10-03",10.68
"144","2012-10-04",10.68
"145","2012-10-05",10.68
"146","2012-10-08",10.68
"147","2012-10-09",10.68
"148","2012-10-10",10.68
"149","2012-10-11",10.68
"150","2012-10-12",10.56
"151","2012-10-15",9
"152","2012-10-16",10.68
"153","2012-10-17",10.68
"154","2012-10-18",10.68
"155","2012-10-19",9
"156","2012-10-22",10.68
"157","2012-10-23",10.68
"158","2012-10-24",10.68
"159","2012-10-25",10.2
"160","2012-10-26",10.2
"161","2012-10-31",10.2
"162","2012-11-01",8.64
"163","2012-11-02",9.6
"164","2012-11-05",9.6
"165","2012-11-06",9.6
"166","2012-11-07",9.6
"167","2012-11-08",9.6
"168","2012-11-09",8.52
"169","2012-11-12",8.64
"170","2012-11-13",8.16
"171","2012-11-14",8.16
"172","2012-11-15",8.16
"173","2012-11-16",8.04
"174","2012-11-19",8.16
"175","2012-11-20",7.32
"176","2012-11-21",8.16
"177","2012-11-23",8.4
"178","2012-11-26",8.4
"179","2012-11-27",8.4
"180","2012-11-28",9
"181","2012-11-29",7.44
"182","2012-11-30",8.4
"183","2012-12-03",9
"184","2012-12-04",8.64
"185","2012-12-05",9.36
"186","2012-12-06",9.36
"187","2012-12-07",9.36
"188","2012-12-10",9.36
"189","2012-12-11",9.36
"190","2012-12-12",9.36
"191","2012-12-13",9.36
"192","2012-12-14",9.36
"193","2012-12-17",9.36
"194","2012-12-18",9.24
"195","2012-12-19",8.4
"196","2012-12-20",7.8
"197","2012-12-21",7.32
"198","2012-12-24",7.08
"199","2012-12-26",7.56
"200","2012-12-27",7.8
"201","2012-12-28",9.36
"202","2012-12-31",6.6
"203","2013-01-02",6.48
"204","2013-01-03",5.88
"205","2013-01-04",6
"206","2013-01-07",5.76
"207","2013-01-08",5.76
"208","2013-01-09",4.8
"209","2013-01-10",5.04
"210","2013-01-11",4.68
"211","2013-01-14",4.8
"212","2013-01-15",4.2
"213","2013-01-16",4.2
"214","2013-01-17",5.64
"215","2013-01-18",5.76
"216","2013-01-22",7.2
"217","2013-01-23",9
"218","2013-01-24",8.4
"219","2013-01-25",8.4
"220","2013-01-28",8.16
"221","2013-01-29",8.16
"222","2013-01-30",8.4
"223","2013-01-31",7.8
"224","2013-02-01",9.24
"225","2013-02-04",8.4
"226","2013-02-05",7.92
"227","2013-02-06",7.92
"228","2013-02-07",7.92
"229","2013-02-08",7.92
"230","2013-02-11",9
"231","2013-02-12",9
"232","2013-02-13",9
"233","2013-02-14",8.4
"234","2013-02-15",8.4
"235","2013-02-19",9.6
"236","2013-02-20",8.4
"237","2013-02-21",8.4
"238","2013-02-22",8.4
"239","2013-02-25",9.6
"240","2013-02-26",9.6
"241","2013-02-27",9
"242","2013-02-28",8.4
"243","2013-03-01",8.4
"244","2013-03-04",8.4
"245","2013-03-05",8.4
"246","2013-03-06",8.4
"247","2013-03-07",8.88
"248","2013-03-08",8.16
"249","2013-03-11",9
"250","2013-03-12",9
"251","2013-03-13",9
"252","2013-03-14",10.2
"253","2013-03-15",10.2
"254","2013-03-18",9.84
"255","2013-03-19",10.2
"256","2013-03-20",10.8
"257","2013-03-21",11.4
"258","2013-03-22",10.8
"259","2013-03-25",12
"260","2013-03-26",11.52
"261","2013-03-27",14.16
"262","2013-03-28",14.4
"263","2013-04-01",11.52
"264","2013-04-02",12
"265","2013-04-03",12
"266","2013-04-04",11.52
"267","2013-04-05",11.52
"268","2013-04-08",10.68
"269","2013-04-09",10.68
"270","2013-04-10",10.8
"271","2013-04-11",10.8
"272","2013-04-12",10.8
"273","2013-04-15",8.4
"274","2013-04-16",7.56
"275","2013-04-17",9.6
"276","2013-04-18",9.6
"277","2013-04-19",9.6
"278","2013-04-22",9.6
"279","2013-04-23",9.6
"280","2013-04-24",10.8
"281","2013-04-25",11.04
"282","2013-04-26",10.8
"283","2013-04-29",10.8
"284","2013-04-30",10.8
"285","2013-05-01",10.8
"286","2013-05-02",10.8
"287","2013-05-03",10.8
"288","2013-05-06",10.8
"289","2013-05-07",10.8
"290","2013-05-08",11.04
"291","2013-05-09",11.04
"292","2013-05-10",11.4
"293","2013-05-13",11.4
"294","2013-05-14",11.4
"295","2013-05-15",10.8
"296","2013-05-16",10.8
"297","2013-05-17",10.8
"298","2013-05-20",10.8
"299","2013-05-21",10.8
"300","2013-05-22",12.6
"301","2013-05-23",12.6
"302","2013-05-24",12.48
"303","2013-05-28",12.6
"304","2013-05-29",12.48
"305","2013-05-30",12
"306","2013-05-31",11.4
"307","2013-06-03",11.4
"308","2013-06-04",10.2
"309","2013-06-05",10.2
"310","2013-06-06",10.2
"311","2013-06-07",10.2
"312","2013-06-10",9
"313","2013-06-11",10.32
"314","2013-06-12",10.32
"315","2013-06-13",9.72
"316","2013-06-14",9.6
"317","2013-06-17",9.72
"318","2013-06-18",9.72
"319","2013-06-19",10.08
"320","2013-06-20",10.08
"321","2013-06-21",10.08
"322","2013-06-24",8.88
"323","2013-06-25",9
"324","2013-06-26",8.4
"325","2013-06-27",9
"326","2013-06-28",9
"327","2013-07-01",9
"328","2013-07-02",9
"329","2013-07-03",9
"330","2013-07-05",8.4
"331","2013-07-08",9
"332","2013-07-09",8.4
"333","2013-07-10",9.6
"334","2013-07-11",9.6
"335","2013-07-12",9.6
"336","2013-07-15",8.4
"337","2013-07-16",9
"338","2013-07-17",9
"339","2013-07-18",8.4
"340","2013-07-19",9.72
"341","2013-07-22",9.72
"342","2013-07-23",9.72
"343","2013-07-24",8.64
"344","2013-07-25",8.64
"345","2013-07-26",8.64
"346","2013-07-29",8.64
"347","2013-07-30",9.72
"348","2013-07-31",9.72
"349","2013-08-01",9
"350","2013-08-02",9
"351","2013-08-05",9
"352","2013-08-06",9
"353","2013-08-07",9
"354","2013-08-08",9
"355","2013-08-09",9
"356","2013-08-12",8.64
"357","2013-08-13",8.64
"358","2013-08-14",8.64
"359","2013-08-15",8.64
"360","2013-08-16",8.76
"361","2013-08-19",9.72
"362","2013-08-20",9.72
"363","2013-08-21",9
"364","2013-08-22",8.4
"365","2013-08-23",9.24
"366","2013-08-26",9.24
"367","2013-08-27",9.24
"368","2013-08-28",8.4
"369","2013-08-29",8.4
"370","2013-08-30",9
"371","2013-09-03",9
"372","2013-09-04",9
"373","2013-09-05",8.4
"374","2013-09-06",8.4
"375","2013-09-09",8.4
"376","2013-09-10",7.2
"377","2013-09-11",8.4
"378","2013-09-12",8.4
"379","2013-09-13",8.4
"380","2013-09-16",7.2
"381","2013-09-17",7.32
"382","2013-09-18",7.44
"383","2013-09-19",7.44
"384","2013-09-20",7.44
"385","2013-09-23",7.44
"386","2013-09-24",7.32
"387","2013-09-25",7.32
"388","2013-09-26",5.76
"389","2013-09-27",7.32
"390","2013-09-30",8.4
"391","2013-10-01",8.4
"392","2013-10-02",8.4
"393","2013-10-03",8.4
"394","2013-10-04",7.2
"395","2013-10-07",7.2
"396","2013-10-08",6.6
"397","2013-10-09",6.6
"398","2013-10-10",6.24
"399","2013-10-11",6.36
"400","2013-10-14",6.36
"401","2013-10-15",6.36
"402","2013-10-16",7.8
"403","2013-10-17",8.76
"404","2013-10-18",8.4
"405","2013-10-21",8.4
"406","2013-10-22",8.4
"407","2013-10-23",7.8
"408","2013-10-24",8.4
"409","2013-10-25",8.4
"410","2013-10-28",7.08
"411","2013-10-29",9
"412","2013-10-30",8.88
"413","2013-10-31",8.88
"414","2013-11-01",8.88
"415","2013-11-04",8.16
"416","2013-11-05",8.16
"417","2013-11-06",8.64
"418","2013-11-07",8.64
"419","2013-11-08",8.52
"420","2013-11-11",8.52
"421","2013-11-12",8.52
"422","2013-11-13",6.48
"423","2013-11-14",8.28
"424","2013-11-15",7.56
"425","2013-11-18",6.48
"426","2013-11-19",7.2
"427","2013-11-20",6.24
"428","2013-11-21",6.24
"429","2013-11-22",6.6
"430","2013-11-25",7.8
"431","2013-11-26",7.8
"432","2013-11-27",7.32
"433","2013-11-29",8.4
"434","2013-12-02",8.4
"435","2013-12-03",8.52
"436","2013-12-04",9.6
"437","2013-12-05",9.6
"438","2013-12-06",8.28
"439","2013-12-09",8.28
"440","2013-12-10",6.6
"441","2013-12-11",8.28
"442","2013-12-12",8.28
"443","2013-12-13",8.28
"444","2013-12-16",6.72
"445","2013-12-17",6.84
"446","2013-12-18",6.84
"447","2013-12-19",6.84
"448","2013-12-20",8.04
"449","2013-12-23",7.08
"450","2013-12-24",6.84
"451","2013-12-26",7.2
"452","2013-12-27",6.84
"453","2013-12-30",7.68
"454","2013-12-31",7.68
"455","2014-01-02",6.6
"456","2014-01-03",7.44
"457","2014-01-06",6.48
"458","2014-01-07",6.48
"459","2014-01-08",7.2
"460","2014-01-09",6.6
"461","2014-01-10",6.6
"462","2014-01-13",6.96
"463","2014-01-14",6.96
"464","2014-01-15",7.2
"465","2014-01-16",6.72
"466","2014-01-17",7.2
"467","2014-01-21",6.84
"468","2014-01-22",6.84
"469","2014-01-23",6.84
"470","2014-01-24",4.92
"471","2014-01-27",6.96
"472","2014-01-28",6.96
"473","2014-01-29",6
"474","2014-01-30",6.72
"475","2014-01-31",6.72
"476","2014-02-03",6.72
"477","2014-02-04",6.6
"478","2014-02-05",7.44
"479","2014-02-06",7.2
"480","2014-02-07",7.32
"481","2014-02-10",7.68
"482","2014-02-11",7.56
"483","2014-02-12",7.56
"484","2014-02-13",6.6
"485","2014-02-14",7.56
"486","2014-02-18",7.8
"487","2014-02-19",6.24
"488","2014-02-20",7.68
"489","2014-02-21",7.2
"490","2014-02-24",7.2
"491","2014-02-25",6.24
"492","2014-02-26",6.12
"493","2014-02-27",6.12
"494","2014-02-28",6.12
"495","2014-03-03",6.12
"496","2014-03-04",6.12
"497","2014-03-05",6.72
"498","2014-03-06",6.72
"499","2014-03-07",6.72
"500","2014-03-10",6.12
"501","2014-03-11",6.12
"502","2014-03-12",6
"503","2014-03-13",6
"504","2014-03-14",6.6
"505","2014-03-17",6
"506","2014-03-18",5.4
"507","2014-03-19",5.52
"508","2014-03-20",6.36
"509","2014-03-21",6.48
"510","2014-03-24",6.48
"511","2014-03-25",6.48
"512","2014-03-26",6.48
"513","2014-03-27",6.48
"514","2014-03-28",6.48
"515","2014-03-31",6.84
"516","2014-04-01",5.52
"517","2014-04-02",6
"518","2014-04-03",6.12
"519","2014-04-04",6
"520","2014-04-07",5.88
"521","2014-04-08",5.88
"522","2014-04-09",6
"523","2014-04-10",5.76
"524","2014-04-11",7.2
"525","2014-04-14",5.88
"526","2014-04-15",6
"527","2014-04-16",6
"528","2014-04-17",5.88
"529","2014-04-21",5.88
"530","2014-04-22",5.88
"531","2014-04-23",5.88
"532","2014-04-24",5.88
"533","2014-04-25",6.36
"534","2014-04-28",5.88
"535","2014-04-29",6.36
"536","2014-04-30",6.36
"537","2014-05-01",6.36
"538","2014-05-02",6.36
"539","2014-05-05",6.24
"540","2014-05-06",6.24
"541","2014-05-07",6.24
"542","2014-05-08",5.64
"543","2014-05-09",6
"544","2014-05-12",6.24
"545","2014-05-13",6.12
"546","2014-05-14",6
"547","2014-05-15",6
"548","2014-05-16",6.12
"549","2014-05-19",6.24
"550","2014-05-20",6.24
"551","2014-05-21",6.24
"552","2014-05-22",6.24
"553","2014-05-23",6
"554","2014-05-27",6.24
"555","2014-05-28",6
"556","2014-05-29",6
"557","2014-05-30",6
"558","2014-06-02",6
"559","2014-06-03",6
"560","2014-06-04",6
"561","2014-06-05",6
"562","2014-06-06",6
"563","2014-06-09",6
"564","2014-06-10",5.28
"565","2014-06-11",5.28
"566","2014-06-12",5.04
"567","2014-06-13",5.04
"568","2014-06-16",5.04
"569","2014-06-17",5.04
"570","2014-06-18",5.4
"571","2014-06-19",5.4
"572","2014-06-20",5.4
"573","2014-06-23",5.4
"574","2014-06-24",5.4
"575","2014-06-25",5.4
"576","2014-06-26",5.4
"577","2014-06-27",4.8
"578","2014-06-30",6
"579","2014-07-01",6.24
"580","2014-07-02",6.24
"581","2014-07-03",6.24
"582","2014-07-07",6
"583","2014-07-08",6
"584","2014-07-09",6
"585","2014-07-10",6.24
"586","2014-07-11",6
"587","2014-07-14",6
"588","2014-07-15",5.4
"589","2014-07-16",6
"590","2014-07-17",6
"591","2014-07-18",6
"592","2014-07-21",6
"593","2014-07-22",6
"594","2014-07-23",6
"595","2014-07-24",6
"596","2014-07-25",6.24
"597","2014-07-28",6.6
"598","2014-07-29",6.36
"599","2014-07-30",6.36
"600","2014-07-31",6.36
"601","2014-08-01",6.36
"602","2014-08-04",6.12
"603","2014-08-05",7.56
"604","2014-08-06",6.96
"605","2014-08-07",7.2
"606","2014-08-08",7.2
"607","2014-08-11",7.2
"608","2014-08-12",7.2
"609","2014-08-13",7.2
"610","2014-08-14",7.56
"611","2014-08-15",7.56
"612","2014-08-18",7.56
"613","2014-08-19",7.56
"614","2014-08-20",6.48
"615","2014-08-21",7.56
"616","2014-08-22",7.56
"617","2014-08-25",7.56
"618","2014-08-26",9.96
"619","2014-08-27",9.84
"620","2014-08-28",11.4
"621","2014-08-29",10.8
"622","2014-09-02",10.8
"623","2014-09-03",10.8
"624","2014-09-04",7.68
"625","2014-09-05",7.8
"626","2014-09-08",7.8
"627","2014-09-09",7.8
"628","2014-09-10",8.4
"629","2014-09-11",7.2
"630","2014-09-12",9
"631","2014-09-15",8.88
"632","2014-09-16",8.4
"633","2014-09-17",8.16
"634","2014-09-18",8.16
"635","2014-09-19",6.96
"636","2014-09-22",7.8
"637","2014-09-23",7.8
"638","2014-09-24",6.36
"639","2014-09-25",6.36
"640","2014-09-26",6.6
"641","2014-09-29",5.76
"642","2014-09-30",6.48
"643","2014-10-01",6.36
"644","2014-10-02",6.36
"645","2014-10-03",6
"646","2014-10-06",6
"647","2014-10-07",6.48
"648","2014-10-08",6.48
"649","2014-10-09",6.48
"650","2014-10-10",6.48
"651","2014-10-13",6.48
"652","2014-10-14",6.6
"653","2014-10-15",7.8
"654","2014-10-16",7.8
"655","2014-10-17",7.2
"656","2014-10-20",7.2
"657","2014-10-21",7.44
"658","2014-10-22",7.44
"659","2014-10-23",7.2
"660","2014-10-24",7.2
"661","2014-10-27",7.8
"662","2014-10-28",7.2
"663","2014-10-29",7.2
"664","2014-10-30",7.2
"665","2014-10-31",7.08
"666","2014-11-03",7.2
"667","2014-11-04",7.08
"668","2014-11-05",6.36
"669","2014-11-06",6.36
"670","2014-11-07",6.48
"671","2014-11-10",6.6
"672","2014-11-11",6.12
"673","2014-11-12",7.92
"674","2014-11-13",6.6
"675","2014-11-14",7.2
"676","2014-11-17",6.84
"677","2014-11-18",6.6
"678","2014-11-19",6.6
"679","2014-11-20",6.6
"680","2014-11-21",6.6
"681","2014-11-24",8.4
"682","2014-11-25",7.56
"683","2014-11-26",8.28
"684","2014-11-28",7.8
"685","2014-12-01",7.08
"686","2014-12-02",7.08
"687","2014-12-03",7.2
"688","2014-12-04",7.2
"689","2014-12-05",7.2
"690","2014-12-08",6.6
"691","2014-12-09",7.2
"692","2014-12-10",7.8
"693","2014-12-11",7.8
"694","2014-12-12",7.56
"695","2014-12-15",7.2
"696","2014-12-16",7.08
"697","2014-12-17",6.6
"698","2014-12-18",7.2
"699","2014-12-19",6.6
"700","2014-12-22",6.6
"701","2014-12-23",5.52
"702","2014-12-24",6.36
"703","2014-12-26",6.36
"704","2014-12-29",5.64
"705","2014-12-30",5.76
"706","2014-12-31",6.96
"707","2015-01-02",6.96
"708","2015-01-05",6.12
"709","2015-01-06",7.2
"710","2015-01-07",7.2
"711","2015-01-08",7.32
"712","2015-01-09",6.48
"713","2015-01-12",6.84
"714","2015-01-13",4.56
"715","2015-01-14",6.72
"716","2015-01-15",6.72
"717","2015-01-16",6
"718","2015-01-20",5.4
"719","2015-01-21",5.4
"720","2015-01-22",5.88
"721","2015-01-23",5.88
"722","2015-01-26",5.88
"723","2015-01-27",6.24
"724","2015-01-28",5.4
"725","2015-01-29",6.6
"726","2015-01-30",7.68
"727","2015-02-02",7.8
"728","2015-02-03",6.36
"729","2015-02-04",6.36
"730","2015-02-05",6.6
"731","2015-02-06",7.8
"732","2015-02-09",7.8
"733","2015-02-10",7.2
"734","2015-02-11",7.08
"735","2015-02-12",7.08
"736","2015-02-13",7.08
"737","2015-02-17",7.44
"738","2015-02-18",7.8
"739","2015-02-19",7.56
"740","2015-02-20",8.28
"741","2015-02-23",8.28
"742","2015-02-24",8.16
"743","2015-02-25",8.16
"744","2015-02-26",8.04
"745","2015-02-27",7.2
"746","2015-03-02",7.68
"747","2015-03-03",7.32
"748","2015-03-04",7.32
"749","2015-03-05",7.32
"750","2015-03-06",7.68
"751","2015-03-09",7.68
"752","2015-03-10",8.16
"753","2015-03-11",8.76
"754","2015-03-12",8.4
"755","2015-03-13",7.68
"756","2015-03-16",7.56
"757","2015-03-17",7.2
"758","2015-03-18",7.2
"759","2015-03-19",7.2
"760","2015-03-20",6.96
"761","2015-03-23",6.6
"762","2015-03-24",6.12
"763","2015-03-25",6.6
"764","2015-03-26",6.84
"765","2015-03-27",7.2
"766","2015-03-30",7.2
"767","2015-03-31",7.08
"768","2015-04-01",7.32
"769","2015-04-02",7.44
"770","2015-04-06",7.44
"771","2015-04-07",7.56
"772","2015-04-08",7.08
"773","2015-04-09",7.8
"774","2015-04-10",7.8
"775","2015-04-13",7.8
"776","2015-04-14",7.8
"777","2015-04-15",7.56
"778","2015-04-16",7.32
"779","2015-04-17",7.56
"780","2015-04-20",7.56
"781","2015-04-21",7.2
"782","2015-04-22",7.44
"783","2015-04-23",7.32
"784","2015-04-24",7.32
"785","2015-04-27",7.2
"786","2015-04-28",7.56
"787","2015-04-29",7.32
"788","2015-04-30",7.32
"789","2015-05-01",6.24
"790","2015-05-04",6.24
"791","2015-05-05",6.24
"792","2015-05-06",6.24
"793","2015-05-07",6.24
"794","2015-05-08",6.12
"795","2015-05-11",6.6
"796","2015-05-12",7.08
"797","2015-05-13",7.08
"798","2015-05-14",7.08
"799","2015-05-15",7.08
"800","2015-05-18",6.72
"801","2015-05-19",6.72
"802","2015-05-20",6.72
"803","2015-05-21",6.72
"804","2015-05-22",6.72
"805","2015-05-26",6.12
"806","2015-05-27",6.12
"807","2015-05-28",6.12
"808","2015-05-29",6
"809","2015-06-01",6.36
"810","2015-06-02",6.36
"811","2015-06-03",6.48
"812","2015-06-04",6
"813","2015-06-05",6.48
"814","2015-06-08",6.48
"815","2015-06-09",6.48
"816","2015-06-10",6.48
"817","2015-06-11",6.48
"818","2015-06-12",6.24
"819","2015-06-15",6
"820","2015-06-16",6
"821","2015-06-17",6.6
"822","2015-06-18",6.36
"823","2015-06-19",5.64
"824","2015-06-22",5.64
"825","2015-06-23",6.24
"826","2015-06-24",6.24
"827","2015-06-25",5.76
"828","2015-06-26",5.64
"829","2015-06-29",6.12
"830","2015-06-30",6
"831","2015-07-01",6
"832","2015-07-02",6
"833","2015-07-06",6
"834","2015-07-07",5.28
"835","2015-07-08",5.28
"836","2015-07-09",5.16
"837","2015-07-10",6
"838","2015-07-13",5.4
"839","2015-07-14",5.4
"840","2015-07-15",5.28
"841","2015-07-16",5.16
"842","2015-07-17",5.16
"843","2015-07-20",5.28
"844","2015-07-21",4.44
"845","2015-07-22",5.28
"846","2015-07-23",5.16
"847","2015-07-24",5.16
"848","2015-07-27",5.16
"849","2015-07-28",3.96
"850","2015-07-29",4.2
"851","2015-07-30",4.32
"852","2015-07-31",4.2
"853","2015-08-03",3.96
"854","2015-08-04",4.2
"855","2015-08-05",4.8
"856","2015-08-06",5.88
"857","2015-08-07",5.88
"858","2015-08-10",6
"859","2015-08-11",5.76
"860","2015-08-12",5.76
"861","2015-08-13",5.76
"862","2015-08-14",5.76
"863","2015-08-17",5.88
"864","2015-08-18",5.88
"865","2015-08-19",5.88
"866","2015-08-20",5.88
"867","2015-08-21",5.88
"868","2015-08-24",5.04
"869","2015-08-25",5.04
"870","2015-08-26",5.04
"871","2015-08-27",5.04
"872","2015-08-28",5.04
"873","2015-08-31",4.8
"874","2015-09-01",4.32
"875","2015-09-02",4.44
"876","2015-09-03",3.84
"877","2015-09-04",5.4
"878","2015-09-08",5.4
"879","2015-09-09",5.64
"880","2015-09-10",5.52
"881","2015-09-11",5.52
"882","2015-09-14",5.52
"883","2015-09-15",5.4
"884","2015-09-16",5.76
"885","2015-09-17",5.76
"886","2015-09-18",5.4
"887","2015-09-21",5.4
"888","2015-09-22",5.04
"889","2015-09-23",4.56
"890","2015-09-24",4.56
"891","2015-09-25",4.32
"892","2015-09-28",4.2
"893","2015-09-29",4.56
"894","2015-09-30",4.08
"895","2015-10-01",4.44
"896","2015-10-02",4.32
"897","2015-10-05",4.32
"898","2015-10-06",4.8
"899","2015-10-07",4.32
"900","2015-10-08",4.8
"901","2015-10-09",4.8
"902","2015-10-12",4.56
"903","2015-10-13",5.16
"904","2015-10-14",5.16
"905","2015-10-15",5.16
"906","2015-10-16",5.04
"907","2015-10-19",4.8
"908","2015-10-20",5.04
"909","2015-10-21",4.92
"910","2015-10-22",4.92
"911","2015-10-23",4.56
"912","2015-10-26",4.92
"913","2015-10-27",4.8
"914","2015-10-28",4.8
"915","2015-10-29",4.8
"916","2015-10-30",4.8
"917","2015-11-02",5.16
"918","2015-11-03",5.16
"919","2015-11-04",4.8
"920","2015-11-05",5.16
"921","2015-11-06",5.16
"922","2015-11-09",3.72
"923","2015-11-10",3.72
"924","2015-11-11",3.72
"925","2015-11-12",3.6
"926","2015-11-13",3.6
"927","2015-11-16",4.08
"928","2015-11-17",4.08
"929","2015-11-18",4.08
"930","2015-11-19",4.08
"931","2015-11-20",4.08
"932","2015-11-23",4.68
"933","2015-11-24",4.68
"934","2015-11-25",4.68
"935","2015-11-27",4.68
"936","2015-11-30",3.96
"937","2015-12-01",4.32
"938","2015-12-02",4.2
"939","2015-12-03",3.96
"940","2015-12-04",3.96
"941","2015-12-07",3.6
"942","2015-12-08",3.6
"943","2015-12-09",3.6
"944","2015-12-10",3.24
"945","2015-12-11",4.68
"946","2015-12-14",4.68
"947","2015-12-15",3.6
"948","2015-12-16",4.56
"949","2015-12-17",4.56
"950","2015-12-18",4.08
"951","2015-12-21",4.08
"952","2015-12-22",4.08
"953","2015-12-23",4.2
"954","2015-12-24",4.68
"955","2015-12-28",3.96
"956","2015-12-29",3.84
"957","2015-12-30",3.84
"958","2015-12-31",3.84
"959","2016-01-04",3.84
"960","2016-01-05",4.32
"961","2016-01-06",4.2
"962","2016-01-07",3.6
"963","2016-01-08",3.72
"964","2016-01-11",3.84
"965","2016-01-12",3.72
"966","2016-01-13",4.56
"967","2016-01-14",4.2
"968","2016-01-15",3.96
"969","2016-01-19",4.68
"970","2016-01-20",4.2
"971","2016-01-21",3.96
"972","2016-01-22",3.96
"973","2016-01-25",3.96
"974","2016-01-26",3.84
"975","2016-01-27",3.84
"976","2016-01-28",3.96
"977","2016-01-29",3.96
"978","2016-02-01",3.96
"979","2016-02-02",4.08
"980","2016-02-03",4.2
"981","2016-02-04",4.08
"982","2016-02-05",4.08
"983","2016-02-08",4.2
"984","2016-02-09",3.84
"985","2016-02-10",3.84
"986","2016-02-11",3.84
"987","2016-02-12",3.84
"988","2016-02-16",3.84
"989","2016-02-17",3.84
"990","2016-02-18",4.2
"991","2016-02-19",4.2
"992","2016-02-22",3.84
"993","2016-02-23",3.96
"994","2016-02-24",3.96
"995","2016-02-25",3.96
"996","2016-02-26",3.96
"997","2016-02-29",3.96
"998","2016-03-01",3.6
"999","2016-03-02",3.6
"1000","2016-03-03",3.72
"1001","2016-03-04",3.72
"1002","2016-03-07",3.48
"1003","2016-03-08",3.48
"1004","2016-03-09",3.48
"1005","2016-03-10",3.48
"1006","2016-03-11",3.48
"1007","2016-03-14",3
"1008","2016-03-15",3.48
"1009","2016-03-16",3.48
"1010","2016-03-17",3.24
"1011","2016-03-18",3.24
