"","date","MDRR"
"259","2019-12-09",3.97
"260","2019-12-10",4.031
"261","2019-12-11",3.89
"262","2019-12-12",3.87
"263","2019-12-13",3.88
"264","2019-12-16",3.681
"265","2019-12-17",3.669
"266","2019-12-18",3.55
"267","2019-12-19",3.465
"268","2019-12-20",3.55
"269","2019-12-23",3.421
"270","2019-12-24",3.41
"271","2019-12-26",3.479
"272","2019-12-27",3.48
"273","2019-12-30",3.34
"274","2019-12-31",3.46
"275","2020-01-02",3.593
"276","2020-01-03",3.68
"277","2020-01-06",3.775
"278","2020-01-07",3.738
"279","2020-01-08",3.77
"280","2020-01-09",3.805
"281","2020-01-10",3.809
"282","2020-01-13",3.795
"283","2020-01-14",3.839
"284","2020-01-15",3.859
"285","2020-01-16",3.823
"286","2020-01-17",3.879
"287","2020-01-21",3.87
"288","2020-01-22",3.88
"289","2020-01-23",3.87
"290","2020-01-24",3.91
"291","2020-01-27",3.9
"292","2020-01-28",3.92
"293","2020-01-29",3.92
"294","2020-01-30",3.878
"295","2020-01-31",3.865
"296","2020-02-03",3.88
"297","2020-02-04",3.89
"298","2020-02-05",3.905
"299","2020-02-06",3.973
"300","2020-02-07",4.24
"301","2020-02-10",3.916
"302","2020-02-11",3.89
"303","2020-02-12",3.615
"304","2020-02-13",3.58
"305","2020-02-14",3.588
"306","2020-02-18",3.5
"307","2020-02-19",3.58
"308","2020-02-20",3.59
"309","2020-02-21",3.63
"310","2020-02-24",3.65
"311","2020-02-25",3.858
"312","2020-02-26",3.66
"313","2020-02-27",2.916
"314","2020-02-28",2.75
"315","2020-03-02",2.85
"316","2020-03-03",3.05
"317","2020-03-04",2.785
"318","2020-03-05",2.788
"319","2020-03-06",2.56
"320","2020-03-09",2.5
"321","2020-03-10",2.479
"322","2020-03-11",2.3
"323","2020-03-12",1.8
"324","2020-03-13",1.79
"325","2020-03-16",1.91
"326","2020-03-17",1.95
"327","2020-03-18",1.76
"328","2020-03-19",1.5
"329","2020-03-20",1.712
"330","2020-03-23",1.64
"331","2020-03-24",1.703
"332","2020-03-25",1.815
"333","2020-03-26",1.83
"334","2020-03-27",1.77
"335","2020-03-30",1.7
"336","2020-03-31",1.7
"337","2020-04-01",1.71
"338","2020-04-02",1.35
"339","2020-04-03",1.28
"340","2020-04-06",1.4
"341","2020-04-07",1.44
"342","2020-04-08",1.598
"343","2020-04-09",1.59
"344","2020-04-13",1.69
"345","2020-04-14",1.45
"346","2020-04-15",1.485
"347","2020-04-16",1.48
"348","2020-04-17",1.4
"349","2020-04-20",1.472
"350","2020-04-21",1.51
"351","2020-04-22",1.51
"352","2020-04-23",1.552
"353","2020-04-24",1.51
"354","2020-04-27",1.72
"355","2020-04-28",1.7
"356","2020-04-29",1.7
"357","2020-04-30",1.8
"358","2020-05-01",1.71
"359","2020-05-04",1.73
"360","2020-05-05",1.6
"361","2020-05-06",1.7
"362","2020-05-07",1.8
"363","2020-05-08",1.819
"364","2020-05-11",1.71
"365","2020-05-12",1.7
"366","2020-05-13",1.695
"367","2020-05-14",1.69
"368","2020-05-15",1.691
"369","2020-05-18",1.744
"370","2020-05-19",1.79
"371","2020-05-20",1.89
"372","2020-05-21",1.73
"373","2020-05-22",1.72
"374","2020-05-26",1.75
"375","2020-05-27",1.76
"376","2020-05-28",1.75
"377","2020-05-29",1.84
"378","2020-06-01",1.8
"379","2020-06-02",1.77
"380","2020-06-03",1.88
"381","2020-06-04",1.86
"382","2020-06-05",2
"383","2020-06-08",2.145
"384","2020-06-09",2.13
"385","2020-06-10",2.21
"386","2020-06-11",2.1
"387","2020-06-12",2.11
"388","2020-06-15",2.227
"389","2020-06-16",2.26
"390","2020-06-17",2.34
"391","2020-06-18",2.7
"392","2020-06-19",2.5
"393","2020-06-22",2.22
"394","2020-06-23",2.43
"395","2020-06-24",2.3
"396","2020-06-25",2.28
"397","2020-06-26",2.175
"398","2020-06-29",1.91
"399","2020-06-30",1.83
"400","2020-07-01",1.85
"401","2020-07-02",1.83
"402","2020-07-06",1.86
"403","2020-07-07",1.83
"404","2020-07-08",1.764
"405","2020-07-09",1.83
"406","2020-07-10",1.76
"407","2020-07-13",1.75
"408","2020-07-14",1.8
"409","2020-07-15",1.76
"410","2020-07-16",1.78
"411","2020-07-17",1.809
"412","2020-07-20",1.83
"413","2020-07-21",1.79
"414","2020-07-22",1.788
"415","2020-07-23",1.75
"416","2020-07-24",1.65
"417","2020-07-27",1.72
"418","2020-07-28",1.74
"419","2020-07-29",1.8
"420","2020-07-30",1.79
"421","2020-07-31",1.72
"422","2020-08-03",1.66
"423","2020-08-04",1.596
"424","2020-08-05",1.65
"425","2020-08-06",1.588
"426","2020-08-07",1.65
"427","2020-08-10",1.6
"428","2020-08-11",1.59
"429","2020-08-12",1.55
"430","2020-08-13",1.55
"431","2020-08-14",1.52
"432","2020-08-17",1.52
"433","2020-08-18",1.52
"434","2020-08-19",1.48
"435","2020-08-20",1.52
"436","2020-08-21",1.522
"437","2020-08-24",1.44
"438","2020-08-25",1.42
"439","2020-08-26",1.47
"440","2020-08-27",1.36
"441","2020-08-28",1.34
"442","2020-08-31",1.305
"443","2020-09-01",1.295
"444","2020-09-02",1.29
"445","2020-09-03",1.25
"446","2020-09-04",1.25
"447","2020-09-08",1.24
"448","2020-09-09",1.235
"449","2020-09-10",1.19
"450","2020-09-11",1.195
"451","2020-09-14",1.16
"452","2020-09-15",1.28
"453","2020-09-16",1.32
"454","2020-09-17",1.32
"455","2020-09-18",1.24
"456","2020-09-21",1.23
"457","2020-09-22",1.14
"458","2020-09-23",1.065
"459","2020-09-24",1.03
"460","2020-09-25",1.04
"461","2020-09-28",1.176
"462","2020-09-29",1.165
"463","2020-09-30",1.248
"464","2020-10-01",1.195
"465","2020-10-02",1.215
"466","2020-10-05",1.18
"467","2020-10-06",1.15
"468","2020-10-07",1.16
"469","2020-10-08",1.14
"470","2020-10-09",1.18
"471","2020-10-12",1.171
"472","2020-10-13",1.165
"473","2020-10-14",2.85
"474","2020-10-15",2.88
"475","2020-10-16",2.41
"476","2020-10-19",2.22
"477","2020-10-20",2.3
"478","2020-10-21",2.81
"479","2020-10-22",2.67
"480","2020-10-23",2.52
"481","2020-10-26",2.47
"482","2020-10-27",2.46
"483","2020-10-28",2.17
"484","2020-10-29",2.29
"485","2020-10-30",1.93
"486","2020-11-02",1.89
"487","2020-11-03",1.86
"488","2020-11-04",1.68
"489","2020-11-05",1.67
"490","2020-11-06",1.78
"491","2020-11-09",2.55
"492","2020-11-10",2.06
"493","2020-11-11",1.97
"494","2020-11-12",1.95
"495","2020-11-13",2.01
"496","2020-11-16",2.07
"497","2020-11-17",2.107
"498","2020-11-18",2.21
"499","2020-11-19",2.144
"500","2020-11-20",2.1
"501","2020-11-23",2.2
"502","2020-11-24",2.22
"503","2020-11-25",2.24
"504","2020-11-27",2.26
