"","date","BLNK"
"139","2010-07-12",2150
"140","2010-07-13",1900
"141","2010-07-14",2250
"142","2010-07-15",2200
"143","2010-07-16",2150
"144","2010-07-19",2125
"145","2010-07-20",2125
"146","2010-07-21",1800
"147","2010-07-22",2075
"148","2010-07-23",2100
"149","2010-07-26",2250
"150","2010-07-27",2250
"151","2010-07-28",2200
"152","2010-07-29",2600
"153","2010-07-30",3500
"154","2010-08-02",3375
"155","2010-08-03",3127.5
"156","2010-08-04",2550
"157","2010-08-05",2375
"158","2010-08-06",2150
"159","2010-08-09",2575
"160","2010-08-10",2400
"161","2010-08-11",2375
"162","2010-08-12",2375
"163","2010-08-13",2525
"164","2010-08-16",2575
"165","2010-08-17",2500
"166","2010-08-18",2625
"167","2010-08-19",2800
"168","2010-08-20",3025
"169","2010-08-23",2725
"170","2010-08-24",2500
"171","2010-08-25",2550
"172","2010-08-26",2525
"173","2010-08-27",2375
"174","2010-08-30",2325
"175","2010-08-31",2375
"176","2010-09-01",2375
"177","2010-09-02",2225
"178","2010-09-03",2075
"179","2010-09-07",2075
"180","2010-09-08",2100
"181","2010-09-09",2150
"182","2010-09-10",2175
"183","2010-09-13",2000
"184","2010-09-14",2075
"185","2010-09-15",1875
"186","2010-09-16",1900
"187","2010-09-17",1750
"188","2010-09-20",1800
"189","2010-09-21",1950
"190","2010-09-22",1800
"191","2010-09-23",1875
"192","2010-09-24",1775
"193","2010-09-27",1750
"194","2010-09-28",1750
"195","2010-09-29",1800
"196","2010-09-30",1700
"197","2010-10-01",1725
"198","2010-10-04",1725
"199","2010-10-05",1625
"200","2010-10-06",1400
"201","2010-10-07",1400
"202","2010-10-08",1375
"203","2010-10-11",1500
"204","2010-10-12",1500
"205","2010-10-13",1375
"206","2010-10-14",1400
"207","2010-10-15",1375
"208","2010-10-18",1450
"209","2010-10-19",1400
"210","2010-10-20",1375
"211","2010-10-21",1375
"212","2010-10-22",1375
"213","2010-10-25",1275
"214","2010-10-26",1375
"215","2010-10-27",1475
"216","2010-10-28",1400
"217","2010-10-29",1475
"218","2010-11-01",1375
"219","2010-11-02",1350
"220","2010-11-03",1350
"221","2010-11-04",1350
"222","2010-11-05",1125
"223","2010-11-08",1250
"224","2010-11-09",1362.5
"225","2010-11-10",1325
"226","2010-11-11",1375
"227","2010-11-12",1400
"228","2010-11-15",1450
"229","2010-11-16",1275
"230","2010-11-17",1425
"231","2010-11-18",1300
"232","2010-11-19",1425
"233","2010-11-22",1425
"234","2010-11-23",1300
"235","2010-11-24",1500
"236","2010-11-26",1375
"237","2010-11-29",1375
"238","2010-11-30",1325
"239","2010-12-01",1425
"240","2010-12-02",1375
"241","2010-12-03",1375
"242","2010-12-06",1475
"243","2010-12-07",1325
"244","2010-12-08",1450
"245","2010-12-09",1425
"246","2010-12-10",1350
"247","2010-12-13",1450
"248","2010-12-14",1325
"249","2010-12-15",1300
"250","2010-12-16",1300
"251","2010-12-17",1500
"252","2010-12-20",1400
"253","2010-12-21",1375
"254","2010-12-22",1375
"255","2010-12-23",1400
"256","2010-12-27",1375
"257","2010-12-28",1125
"258","2010-12-29",1150
"259","2010-12-30",1250
"260","2010-12-31",1300
"261","2011-01-03",1250
"262","2011-01-04",1127.5
"263","2011-01-05",1050
"264","2011-01-06",952.5
"265","2011-01-07",902.5
"266","2011-01-10",950
"267","2011-01-11",1000
"268","2011-01-12",975
"269","2011-01-13",975
"270","2011-01-14",900
"271","2011-01-18",675
"272","2011-01-19",600
"273","2011-01-20",500
"274","2011-01-21",587.5
"275","2011-01-24",512.5
"276","2011-01-25",525
"277","2011-01-26",462.5
"278","2011-01-27",455
"279","2011-01-28",462.5
"280","2011-01-31",450
"281","2011-02-01",250
"282","2011-02-02",300
"283","2011-02-03",300
"284","2011-02-04",325
"285","2011-02-07",325
"286","2011-02-08",287.5
"287","2011-02-09",277.5
"288","2011-02-10",275
"289","2011-02-11",275
"290","2011-02-14",292.5
"291","2011-02-15",300
"292","2011-02-16",297.5
"293","2011-02-17",280
"294","2011-02-18",282.5
"295","2011-02-22",282.5
"296","2011-02-23",290
"297","2011-02-24",240
"298","2011-02-25",267.5
"299","2011-02-28",270
"300","2011-03-01",206.5
"301","2011-03-02",206.5
"302","2011-03-03",270
"303","2011-03-04",200
"304","2011-03-07",300
"305","2011-03-08",250
"306","2011-03-09",225
"307","2011-03-10",206.5
"308","2011-03-11",206.5
"309","2011-03-14",190
"310","2011-03-15",177.5
"311","2011-03-16",172.5
"312","2011-03-17",157.5
"313","2011-03-18",175
"314","2011-03-21",150
"315","2011-03-22",158
"316","2011-03-23",158
"317","2011-03-24",150
"318","2011-03-25",145
"319","2011-03-28",127.5
"320","2011-03-29",125
"321","2011-03-30",140
"322","2011-03-31",177.5
"323","2011-04-01",188
"324","2011-04-04",187.5
"325","2011-04-05",165
"326","2011-04-06",172.5
"327","2011-04-07",200
"328","2011-04-08",200
"329","2011-04-11",197.5
"330","2011-04-12",167.5
"331","2011-04-13",140
"332","2011-04-14",125
"333","2011-04-15",127.5
"334","2011-04-18",112.5
"335","2011-04-19",115
"336","2011-04-20",125
"337","2011-04-21",140
"338","2011-04-25",190
"339","2011-04-26",167.300003
"340","2011-04-27",175
"341","2011-04-28",175
"342","2011-04-29",175
"343","2011-05-02",175
"344","2011-05-03",160
"345","2011-05-04",175
"346","2011-05-05",140.5
"347","2011-05-06",172.5
"348","2011-05-09",149
"349","2011-05-10",130.5
"350","2011-05-11",107.5
"351","2011-05-12",110.5
"352","2011-05-13",110
"353","2011-05-16",120
"354","2011-05-17",137.5
"355","2011-05-18",150
"356","2011-05-19",144.5
"357","2011-05-20",125
"358","2011-05-23",151
"359","2011-05-24",145
"360","2011-05-25",150
"361","2011-05-26",142
"362","2011-05-27",126.5
"363","2011-05-31",143
"364","2011-06-01",145
"365","2011-06-02",128.5
"366","2011-06-03",142.5
"367","2011-06-06",142.5
"368","2011-06-07",142.5
"369","2011-06-08",135
"370","2011-06-09",142.5
"371","2011-06-10",140
"372","2011-06-13",144.5
"373","2011-06-14",138
"374","2011-06-15",137.5
"375","2011-06-16",137
"376","2011-06-17",137
"377","2011-06-20",135
"378","2011-06-21",134
"379","2011-06-22",128.5
"380","2011-06-23",132.5
"381","2011-06-24",132.5
"382","2011-06-27",130
"383","2011-06-28",132.5
"384","2011-06-29",137.5
"385","2011-06-30",111
"386","2011-07-01",111
"387","2011-07-05",115
"388","2011-07-06",115
"389","2011-07-07",111
"390","2011-07-08",132.5
"391","2011-07-11",136
"392","2011-07-12",136
"393","2011-07-13",120
"394","2011-07-14",119
"395","2011-07-15",119
"396","2011-07-18",83
"397","2011-07-19",100
"398","2011-07-20",90
"399","2011-07-21",90
"400","2011-07-22",92.5
"401","2011-07-25",82
"402","2011-07-26",92.5
"403","2011-07-27",80
"404","2011-07-28",85.5
"405","2011-07-29",82
"406","2011-08-01",82.5
"407","2011-08-02",81
"408","2011-08-03",82
"409","2011-08-04",80
"410","2011-08-05",78.5
"411","2011-08-08",75.5
"412","2011-08-09",77
"413","2011-08-10",62.5
"414","2011-08-11",110
"415","2011-08-12",87.5
"416","2011-08-15",77.5
"417","2011-08-16",77.5
"418","2011-08-17",92.5
"419","2011-08-18",77.5
"420","2011-08-19",74
"421","2011-08-22",74
"422","2011-08-23",74
"423","2011-08-24",75
"424","2011-08-25",82.5
"425","2011-08-26",60.5
"426","2011-08-29",65
"427","2011-08-30",65
"428","2011-08-31",71.5
"429","2011-09-01",67
"430","2011-09-02",62.5
"431","2011-09-06",64
"432","2011-09-07",62
"433","2011-09-08",59.5
"434","2011-09-09",60
"435","2011-09-12",58.5
"436","2011-09-13",62.5
"437","2011-09-14",61
"438","2011-09-15",62.5
"439","2011-09-16",62.5
"440","2011-09-19",57.5
"441","2011-09-20",61.5
"442","2011-09-21",61
"443","2011-09-22",62
"444","2011-09-23",60
"445","2011-09-26",62.5
"446","2011-09-27",77
"447","2011-09-28",60.5
"448","2011-09-29",60
"449","2011-09-30",60
"450","2011-10-03",65
"451","2011-10-04",50
"452","2011-10-05",50
"453","2011-10-06",50.5
"454","2011-10-07",60
"455","2011-10-10",75
"456","2011-10-11",80
"457","2011-10-12",82.5
"458","2011-10-13",90
"459","2011-10-14",87.5
"460","2011-10-17",89
"461","2011-10-18",88.5
"462","2011-10-19",77.5
"463","2011-10-20",77.5
"464","2011-10-21",72.5
"465","2011-10-24",75
"466","2011-10-25",82.5
"467","2011-10-26",81.5
"468","2011-10-27",82.5
"469","2011-10-28",84
"470","2011-10-31",80.5
"471","2011-11-01",76
"472","2011-11-02",83.5
"473","2011-11-03",76
"474","2011-11-04",75
"475","2011-11-07",75
"476","2011-11-08",75
"477","2011-11-09",72.5
"478","2011-11-10",72.5
"479","2011-11-11",70
"480","2011-11-14",67.5
"481","2011-11-15",60.5
"482","2011-11-16",59
"483","2011-11-17",60
"484","2011-11-18",62
"485","2011-11-21",62.5
"486","2011-11-22",65.5
"487","2011-11-23",68
"488","2011-11-25",68
"489","2011-11-28",70
"490","2011-11-29",65
"491","2011-11-30",62.5
"492","2011-12-01",70
"493","2011-12-02",70
"494","2011-12-05",70
"495","2011-12-06",65.5
"496","2011-12-07",68.5
"497","2011-12-08",66
"498","2011-12-09",109.5
"499","2011-12-12",80
"500","2011-12-13",87.5
"501","2011-12-14",90
"502","2011-12-15",80.5
"503","2011-12-16",80
"504","2011-12-19",87.5
"505","2011-12-20",91
"506","2011-12-21",80.5
"507","2011-12-22",84
"508","2011-12-23",85
"509","2011-12-27",80
"510","2011-12-28",72.5
"511","2011-12-29",69
"512","2011-12-30",68
"513","2012-01-03",77.5
"514","2012-01-04",82.5
"515","2012-01-05",86
"516","2012-01-06",86
"517","2012-01-09",77.5
"518","2012-01-10",77.5
"519","2012-01-11",76.5
"520","2012-01-12",86
"521","2012-01-13",77.5
"522","2012-01-17",84.5
"523","2012-01-18",80.5
"524","2012-01-19",85
"525","2012-01-20",80
"526","2012-01-23",82.5
"527","2012-01-24",79.5
"528","2012-01-25",80
"529","2012-01-26",80
"530","2012-01-27",80
"531","2012-01-30",76
"532","2012-01-31",76.5
"533","2012-02-01",80
"534","2012-02-02",76
"535","2012-02-03",76
"536","2012-02-06",80
"537","2012-02-07",82.5
"538","2012-02-08",80
"539","2012-02-09",77.5
"540","2012-02-10",75
"541","2012-02-13",75.5
"542","2012-02-14",66
"543","2012-02-15",72
"544","2012-02-16",70
"545","2012-02-17",90
"546","2012-02-21",97.5
"547","2012-02-22",92.5
"548","2012-02-23",85.5
"549","2012-02-24",97.5
"550","2012-02-27",97.5
"551","2012-02-28",90
"552","2012-02-29",90
"553","2012-03-01",95
"554","2012-03-02",95
"555","2012-03-05",90
"556","2012-03-06",97.5
"557","2012-03-07",85.5
"558","2012-03-08",99
"559","2012-03-09",102
"560","2012-03-12",95
"561","2012-03-13",94.5
"562","2012-03-14",100
"563","2012-03-15",100
"564","2012-03-16",96.5
"565","2012-03-19",87.5
"566","2012-03-20",87
"567","2012-03-21",92
"568","2012-03-22",91
"569","2012-03-23",85
"570","2012-03-26",87.5
"571","2012-03-27",82.5
"572","2012-03-28",82.5
"573","2012-03-29",77.5
"574","2012-03-30",87.5
"575","2012-04-02",85
"576","2012-04-03",85
"577","2012-04-04",87.5
"578","2012-04-05",86
"579","2012-04-09",78.5
"580","2012-04-10",77.5
"581","2012-04-11",80
"582","2012-04-12",80
"583","2012-04-13",82.5
"584","2012-04-16",92.5
"585","2012-04-17",80.5
"586","2012-04-18",80
"587","2012-04-19",82.5
"588","2012-04-20",87.5
"589","2012-04-23",86
"590","2012-04-24",75
"591","2012-04-25",82
"592","2012-04-26",71.5
"593","2012-04-27",75
"594","2012-04-30",75
"595","2012-05-01",74.5
"596","2012-05-02",72.5
"597","2012-05-03",78.5
"598","2012-05-04",69.5
"599","2012-05-07",69.5
"600","2012-05-08",60.5
"601","2012-05-09",68.5
"602","2012-05-10",68.5
"603","2012-05-11",73.5
"604","2012-05-14",70
"605","2012-05-15",65
"606","2012-05-16",65
"607","2012-05-17",55
"608","2012-05-18",67.5
"609","2012-05-21",62.5
"610","2012-05-22",56
"611","2012-05-23",56
"612","2012-05-24",56
"613","2012-05-25",57.5
"614","2012-05-29",51
"615","2012-05-30",47.5
"616","2012-05-31",54
"617","2012-06-01",50
"618","2012-06-04",56
"619","2012-06-05",57.5
"620","2012-06-06",57.5
"621","2012-06-07",57.5
"622","2012-06-08",62.5
"623","2012-06-11",55
"624","2012-06-12",56
"625","2012-06-13",56
"626","2012-06-14",56
"627","2012-06-15",51
"628","2012-06-18",51.5
"629","2012-06-19",51
"630","2012-06-20",50
"631","2012-06-21",50
"632","2012-06-22",55
"633","2012-06-25",47.5
"634","2012-06-26",52.5
"635","2012-06-27",50
"636","2012-06-28",52.5
"637","2012-06-29",55
"638","2012-07-02",50
"639","2012-07-03",50
"640","2012-07-05",52
"641","2012-07-06",50
"642","2012-07-09",51.5
"643","2012-07-10",52.5
"644","2012-07-11",50.5
"645","2012-07-12",52.5
"646","2012-07-13",55
"647","2012-07-16",56.5
"648","2012-07-17",64
"649","2012-07-18",65
"650","2012-07-19",72
"651","2012-07-20",74.5
"652","2012-07-23",74.5
"653","2012-07-24",70
"654","2012-07-25",70
"655","2012-07-26",65
"656","2012-07-27",65
"657","2012-07-30",65
"658","2012-07-31",60
"659","2012-08-01",65
"660","2012-08-02",60
"661","2012-08-03",65
"662","2012-08-06",62.5
"663","2012-08-07",57.5
"664","2012-08-08",60
"665","2012-08-09",61
"666","2012-08-10",57.5
"667","2012-08-13",58
"668","2012-08-14",55
"669","2012-08-15",60.5
"670","2012-08-16",60
"671","2012-08-17",60
"672","2012-08-20",62.5
"673","2012-08-21",55
"674","2012-08-22",54.5
"675","2012-08-23",50.5
"676","2012-08-24",52
"677","2012-08-27",50.5
"678","2012-08-28",51.5
"679","2012-08-29",51
"680","2012-08-30",51
"681","2012-08-31",60
"682","2012-09-04",56
"683","2012-09-05",51.5
"684","2012-09-06",50.5
"685","2012-09-07",50
"686","2012-09-10",50
"687","2012-09-11",47.5
"688","2012-09-12",50.5
"689","2012-09-13",51.5
"690","2012-09-14",51.5
"691","2012-09-17",51
"692","2012-09-18",54.5
"693","2012-09-19",52.5
"694","2012-09-20",52.5
"695","2012-09-21",55
"696","2012-09-24",58.5
"697","2012-09-25",62.5
"698","2012-09-26",62.5
"699","2012-09-27",62.5
"700","2012-09-28",62.5
"701","2012-10-01",69.5
"702","2012-10-02",65
"703","2012-10-03",69.5
"704","2012-10-04",70
"705","2012-10-05",73.5
"706","2012-10-08",80
"707","2012-10-09",75
"708","2012-10-10",76
"709","2012-10-11",80
"710","2012-10-12",80
"711","2012-10-15",80
"712","2012-10-16",75
"713","2012-10-17",75
"714","2012-10-18",72.5
"715","2012-10-19",70.5
"716","2012-10-22",75
"717","2012-10-23",72.5
"718","2012-10-24",70.5
"719","2012-10-25",74.5
"720","2012-10-26",80.5
"721","2012-10-31",77.5
"722","2012-11-01",77.5
"723","2012-11-02",82.5
"724","2012-11-05",81
"725","2012-11-06",88
"726","2012-11-07",86.5
"727","2012-11-08",89
"728","2012-11-09",100
"729","2012-11-12",95.5
"730","2012-11-13",82.5
"731","2012-11-14",80
"732","2012-11-15",90
"733","2012-11-16",89
"734","2012-11-19",79.5
"735","2012-11-20",75
"736","2012-11-21",77.5
"737","2012-11-23",80
"738","2012-11-26",79.5
"739","2012-11-27",72.5
"740","2012-11-28",78.5
"741","2012-11-29",93.5
"742","2012-11-30",89.5
"743","2012-12-03",84
"744","2012-12-04",80
"745","2012-12-05",77.5
"746","2012-12-06",75.5
"747","2012-12-07",78.5
"748","2012-12-10",81.5
"749","2012-12-11",75.5
"750","2012-12-12",82.5
"751","2012-12-13",79
"752","2012-12-14",79
"753","2012-12-17",77.5
"754","2012-12-18",77.5
"755","2012-12-19",75
"756","2012-12-20",80
"757","2012-12-21",73
"758","2012-12-24",75
"759","2012-12-26",75
"760","2012-12-27",72.5
"761","2012-12-28",73
"762","2012-12-31",80
"763","2013-01-02",70.5
"764","2013-01-03",75
"765","2013-01-04",72.5
"766","2013-01-07",73
"767","2013-01-08",72.5
"768","2013-01-09",70
"769","2013-01-10",67.5
"770","2013-01-11",74.5
"771","2013-01-14",74.5
"772","2013-01-15",68.5
"773","2013-01-16",68
"774","2013-01-17",75
"775","2013-01-18",80
"776","2013-01-22",73.5
"777","2013-01-23",70
"778","2013-01-24",72
"779","2013-01-25",72.5
"780","2013-01-28",75
"781","2013-01-29",75
"782","2013-01-30",72.5
"783","2013-01-31",70
"784","2013-02-01",70
"785","2013-02-04",72.5
"786","2013-02-05",70
"787","2013-02-06",70.5
"788","2013-02-07",72.5
"789","2013-02-08",72.5
"790","2013-02-11",73
"791","2013-02-12",70
"792","2013-02-13",70
"793","2013-02-14",68
"794","2013-02-15",66
"795","2013-02-19",71
"796","2013-02-20",70
"797","2013-02-21",66
"798","2013-02-22",73.5
"799","2013-02-25",73
"800","2013-02-26",65
"801","2013-02-27",56.5
"802","2013-02-28",62.5
"803","2013-03-01",62.5
"804","2013-03-04",65
"805","2013-03-05",70.5
"806","2013-03-06",62.5
"807","2013-03-07",62.5
"808","2013-03-08",64
"809","2013-03-11",61.5
"810","2013-03-12",67
"811","2013-03-13",67.5
"812","2013-03-14",67.5
"813","2013-03-15",66.5
"814","2013-03-18",65
"815","2013-03-19",65.5
"816","2013-03-20",67.5
"817","2013-03-21",64.5
"818","2013-03-22",66.5
"819","2013-03-25",66
"820","2013-03-26",63
"821","2013-03-27",63
"822","2013-03-28",65
"823","2013-04-01",63
"824","2013-04-02",60
"825","2013-04-03",59
"826","2013-04-04",60
"827","2013-04-05",62.5
"828","2013-04-08",65
"829","2013-04-09",65
"830","2013-04-10",62.5
"831","2013-04-11",60
"832","2013-04-12",64.5
"833","2013-04-15",60
"834","2013-04-16",57.5
"835","2013-04-17",62
"836","2013-04-18",57.5
"837","2013-04-19",57.5
"838","2013-04-22",59.5
"839","2013-04-23",65
"840","2013-04-24",65
"841","2013-04-25",68.5
"842","2013-04-26",68.5
"843","2013-04-29",65
"844","2013-04-30",67.5
"845","2013-05-01",66.5
"846","2013-05-02",65.5
"847","2013-05-03",61.5
"848","2013-05-06",62.5
"849","2013-05-07",60
"850","2013-05-08",62.5
"851","2013-05-09",56.5
"852","2013-05-10",60
"853","2013-05-13",58.5
"854","2013-05-14",65
"855","2013-05-15",67
"856","2013-05-16",65
"857","2013-05-17",63
"858","2013-05-20",58
"859","2013-05-21",63
"860","2013-05-22",63
"861","2013-05-23",60
"862","2013-05-24",63
"863","2013-05-28",62.5
"864","2013-05-29",61.5
"865","2013-05-30",65
"866","2013-05-31",67
"867","2013-06-03",68.5
"868","2013-06-04",65
"869","2013-06-05",64
"870","2013-06-06",64
"871","2013-06-07",63
"872","2013-06-10",63.5
"873","2013-06-11",61
"874","2013-06-12",61
"875","2013-06-13",63.5
"876","2013-06-14",65
"877","2013-06-17",65
"878","2013-06-18",68
"879","2013-06-19",67.5
"880","2013-06-20",61
"881","2013-06-21",62
"882","2013-06-24",60
"883","2013-06-25",65
"884","2013-06-26",65
"885","2013-06-27",67
"886","2013-06-28",65
"887","2013-07-01",60.5
"888","2013-07-02",65
"889","2013-07-03",72.5
"890","2013-07-05",70
"891","2013-07-08",73
"892","2013-07-09",73.5
"893","2013-07-10",70
"894","2013-07-11",75
"895","2013-07-12",71.5
"896","2013-07-15",73
"897","2013-07-16",70.5
"898","2013-07-17",74.5
"899","2013-07-18",74.5
"900","2013-07-19",74.5
"901","2013-07-22",78
"902","2013-07-23",77
"903","2013-07-24",71.5
"904","2013-07-25",74.5
"905","2013-07-26",71.5
"906","2013-07-29",77.5
"907","2013-07-30",78.5
"908","2013-07-31",92.5
"909","2013-08-01",95
"910","2013-08-02",94
"911","2013-08-05",92
"912","2013-08-06",87.5
"913","2013-08-07",81.5
"914","2013-08-08",85
"915","2013-08-09",84.5
"916","2013-08-12",75
"917","2013-08-13",71.5
"918","2013-08-14",64.5
"919","2013-08-15",63.5
"920","2013-08-16",67.5
"921","2013-08-19",72
"922","2013-08-20",72
"923","2013-08-21",59.5
"924","2013-08-22",62
"925","2013-08-23",60
"926","2013-08-26",64
"927","2013-08-27",60.5
"928","2013-08-28",62.5
"929","2013-08-29",63
"930","2013-08-30",65
"931","2013-09-03",64
"932","2013-09-04",64
"933","2013-09-05",63.5
"934","2013-09-06",65
"935","2013-09-09",65
"936","2013-09-10",65.5
"937","2013-09-11",67.5
"938","2013-09-12",65
"939","2013-09-13",61
"940","2013-09-16",61
"941","2013-09-17",60.5
"942","2013-09-18",61.5
"943","2013-09-19",60.5
"944","2013-09-20",60
"945","2013-09-23",60
"946","2013-09-24",58.5
"947","2013-09-25",57.5
"948","2013-09-26",59
"949","2013-09-27",56.5
"950","2013-09-30",56.5
"951","2013-10-01",55
"952","2013-10-02",50.5
"953","2013-10-03",47.5
"954","2013-10-04",52.5
"955","2013-10-07",49
"956","2013-10-08",47.5
"957","2013-10-09",40.5
"958","2013-10-10",44.5
"959","2013-10-11",57.5
"960","2013-10-14",57
"961","2013-10-15",59.5
"962","2013-10-16",60.5
"963","2013-10-17",62.5
"964","2013-10-18",63
"965","2013-10-21",67
"966","2013-10-22",63
"967","2013-10-23",63.5
"968","2013-10-24",64
"969","2013-10-25",63
"970","2013-10-28",65.5
"971","2013-10-29",63.5
"972","2013-10-30",63.5
"973","2013-10-31",65
"974","2013-11-01",62
"975","2013-11-04",59
"976","2013-11-05",60
"977","2013-11-06",61
"978","2013-11-07",61
"979","2013-11-08",61
"980","2013-11-11",69.5
"981","2013-11-12",71
"982","2013-11-13",77.5
"983","2013-11-14",77.5
"984","2013-11-15",90.5
"985","2013-11-18",81
"986","2013-11-19",81
"987","2013-11-20",76.5
"988","2013-11-21",79
"989","2013-11-22",77
"990","2013-11-25",83.5
"991","2013-11-26",85.5
"992","2013-11-27",85
"993","2013-11-29",85
"994","2013-12-02",89
"995","2013-12-03",89.5
"996","2013-12-04",92.5
"997","2013-12-05",88
"998","2013-12-06",85.5
"999","2013-12-09",85.5
"1000","2013-12-10",81.5
"1001","2013-12-11",84.5
"1002","2013-12-12",82.5
"1003","2013-12-13",77.5
"1004","2013-12-16",72
"1005","2013-12-17",67
"1006","2013-12-18",71.5
"1007","2013-12-19",68.5
"1008","2013-12-20",66
"1009","2013-12-23",62.5
"1010","2013-12-24",63
"1011","2013-12-26",62.5
"1012","2013-12-27",62
"1013","2013-12-30",63.5
"1014","2013-12-31",62.5
"1015","2014-01-02",62.5
"1016","2014-01-03",63
"1017","2014-01-06",61.5
"1018","2014-01-07",62.5
"1019","2014-01-08",63
"1020","2014-01-09",68
"1021","2014-01-10",71.5
"1022","2014-01-13",68
"1023","2014-01-14",65
"1024","2014-01-15",60
"1025","2014-01-16",70
"1026","2014-01-17",68
"1027","2014-01-21",64.5
"1028","2014-01-22",66.5
"1029","2014-01-23",63.5
"1030","2014-01-24",64.5
"1031","2014-01-27",65.5
"1032","2014-01-28",63
"1033","2014-01-29",60
"1034","2014-01-30",60
"1035","2014-01-31",61
"1036","2014-02-03",57.5
"1037","2014-02-04",58.5
"1038","2014-02-05",60.5
"1039","2014-02-06",64
"1040","2014-02-07",68
"1041","2014-02-10",66
"1042","2014-02-11",61.5
"1043","2014-02-12",61.5
"1044","2014-02-13",62.5
"1045","2014-02-14",61.5
"1046","2014-02-18",61.5
"1047","2014-02-19",59.5
"1048","2014-02-20",59
"1049","2014-02-21",59.5
"1050","2014-02-24",59
"1051","2014-02-25",60.5
"1052","2014-02-26",59
"1053","2014-02-27",60.5
"1054","2014-02-28",59.5
"1055","2014-03-03",59
"1056","2014-03-04",59
"1057","2014-03-05",57
"1058","2014-03-06",57.5
"1059","2014-03-07",59.5
"1060","2014-03-10",57.5
"1061","2014-03-11",56.5
"1062","2014-03-12",59
"1063","2014-03-13",56.5
"1064","2014-03-14",56
"1065","2014-03-17",56
"1066","2014-03-18",54.5
"1067","2014-03-19",46.5
"1068","2014-03-20",49.5
"1069","2014-03-21",49
"1070","2014-03-24",45.5
"1071","2014-03-25",45
"1072","2014-03-26",46
