"","date","OPTT"
"168","2007-12-20",2412
"169","2007-12-21",2464
"170","2007-12-24",2400
"171","2007-12-26",2756
"172","2007-12-27",3380
"173","2007-12-28",3280
"174","2007-12-31",3246
"175","2008-01-02",3128
"176","2008-01-03",3168
"177","2008-01-04",2800
"178","2008-01-07",2666
"179","2008-01-08",2656
"180","2008-01-09",2944
"181","2008-01-10",2886
"182","2008-01-11",2804
"183","2008-01-14",2700
"184","2008-01-15",2560
"185","2008-01-16",2560
"186","2008-01-17",2388
"187","2008-01-18",2334
"188","2008-01-22",2366
"189","2008-01-23",2300
"190","2008-01-24",2462
"191","2008-01-25",2504
"192","2008-01-28",2520
"193","2008-01-29",2682
"194","2008-01-30",2692
"195","2008-01-31",2672
"196","2008-02-01",2658
"197","2008-02-04",2706
"198","2008-02-05",2686
"199","2008-02-06",2582
"200","2008-02-07",2510
"201","2008-02-08",2478
"202","2008-02-11",2636
"203","2008-02-12",2588
"204","2008-02-13",2828
"205","2008-02-14",2694
"206","2008-02-15",2672
"207","2008-02-19",2678
"208","2008-02-20",2748
"209","2008-02-21",2646
"210","2008-02-22",2586
"211","2008-02-25",2650
"212","2008-02-26",2672
"213","2008-02-27",2578
"214","2008-02-28",2604
"215","2008-02-29",2496
"216","2008-03-03",2546
"217","2008-03-04",2526
"218","2008-03-05",2464
"219","2008-03-06",2510
"220","2008-03-07",2500
"221","2008-03-10",2342
"222","2008-03-11",2396
"223","2008-03-12",2492
"224","2008-03-13",2484
"225","2008-03-14",2520
"226","2008-03-17",2434
"227","2008-03-18",2286
"228","2008-03-19",2390
"229","2008-03-20",2410
"230","2008-03-24",2514
"231","2008-03-25",2476
"232","2008-03-26",2526
"233","2008-03-27",2600
"234","2008-03-28",2524
"235","2008-03-31",2444
"236","2008-04-01",2438
"237","2008-04-02",2488
"238","2008-04-03",2522
"239","2008-04-04",2420
"240","2008-04-07",2312
"241","2008-04-08",2286
"242","2008-04-09",2230
"243","2008-04-10",2240
"244","2008-04-11",2240
"245","2008-04-14",2170
"246","2008-04-15",2136
"247","2008-04-16",2120
"248","2008-04-17",2140
"249","2008-04-18",2158
"250","2008-04-21",2168
"251","2008-04-22",2104
"252","2008-04-23",2062
"253","2008-04-24",2000
"254","2008-04-25",1980
"255","2008-04-28",1998
"256","2008-04-29",1994
"257","2008-04-30",1946
"258","2008-05-01",1838
"259","2008-05-02",1810
"260","2008-05-05",1788
"261","2008-05-06",1718
"262","2008-05-07",1720
"263","2008-05-08",1646
"264","2008-05-09",1590
"265","2008-05-12",1574
"266","2008-05-13",1648
"267","2008-05-14",1634
"268","2008-05-15",1790
"269","2008-05-16",1988
"270","2008-05-19",2312
"271","2008-05-20",2166
"272","2008-05-21",2102
"273","2008-05-22",1956
"274","2008-05-23",1868
"275","2008-05-27",1884
"276","2008-05-28",1816
"277","2008-05-29",1980
"278","2008-05-30",1824
"279","2008-06-02",2068
"280","2008-06-03",2074
"281","2008-06-04",1994
"282","2008-06-05",1996
"283","2008-06-06",1982
"284","2008-06-09",1950
"285","2008-06-10",2008
"286","2008-06-11",1998
"287","2008-06-12",1928
"288","2008-06-13",2008
"289","2008-06-16",2030
"290","2008-06-17",2078
"291","2008-06-18",2048
"292","2008-06-19",1996
"293","2008-06-20",1904
"294","2008-06-23",1960
"295","2008-06-24",1872
"296","2008-06-25",1820
"297","2008-06-26",1998
"298","2008-06-27",1812
"299","2008-06-30",1812
"300","2008-07-01",1750
"301","2008-07-02",1696
"302","2008-07-03",1674
"303","2008-07-07",1620
"304","2008-07-08",1656
"305","2008-07-09",1690
"306","2008-07-10",1700
"307","2008-07-11",1620
"308","2008-07-14",1658
"309","2008-07-15",1610
"310","2008-07-16",1732
"311","2008-07-17",1702
"312","2008-07-18",1790
"313","2008-07-21",1838
"314","2008-07-22",1756
"315","2008-07-23",1794
"316","2008-07-24",1754
"317","2008-07-25",1766
"318","2008-07-28",1762
"319","2008-07-29",1752
"320","2008-07-30",1728
"321","2008-07-31",1760
"322","2008-08-01",1736
"323","2008-08-04",1760
"324","2008-08-05",1766
"325","2008-08-06",1770
"326","2008-08-07",1774
"327","2008-08-08",1772
"328","2008-08-11",1780
"329","2008-08-12",1848
"330","2008-08-13",1774
"331","2008-08-14",1776
"332","2008-08-15",1742
"333","2008-08-18",1760
"334","2008-08-19",1726
"335","2008-08-20",1702
"336","2008-08-21",1720
"337","2008-08-22",1718
"338","2008-08-25",1658
"339","2008-08-26",1646
"340","2008-08-27",1666
"341","2008-08-28",1706
"342","2008-08-29",1686
"343","2008-09-02",1600
"344","2008-09-03",1710
"345","2008-09-04",1592
"346","2008-09-05",1620
"347","2008-09-08",1560
"348","2008-09-09",1496
"349","2008-09-10",1460
"350","2008-09-11",1400
"351","2008-09-12",1410
"352","2008-09-15",1302
"353","2008-09-16",1360
"354","2008-09-17",1310
"355","2008-09-18",1336
"356","2008-09-19",1444
"357","2008-09-22",1402
"358","2008-09-23",1412
"359","2008-09-24",1400
"360","2008-09-25",1398
"361","2008-09-26",1408
"362","2008-09-29",1600
"363","2008-09-30",1670
"364","2008-10-01",1700
"365","2008-10-02",1602
"366","2008-10-03",1600
"367","2008-10-06",1310
"368","2008-10-07",1408
"369","2008-10-08",1204
"370","2008-10-09",1256
"371","2008-10-10",1318
"372","2008-10-13",1482
"373","2008-10-14",1400
"374","2008-10-15",1358
"375","2008-10-16",1334
"376","2008-10-17",1364
"377","2008-10-20",1350
"378","2008-10-21",1318
"379","2008-10-22",1262
"380","2008-10-23",1140
"381","2008-10-24",1054
"382","2008-10-27",1000
"383","2008-10-28",998
"384","2008-10-29",980
"385","2008-10-30",1050
"386","2008-10-31",1098
"387","2008-11-03",1158
"388","2008-11-04",1280
"389","2008-11-05",1208
"390","2008-11-06",1106
"391","2008-11-07",1108
"392","2008-11-10",1072
"393","2008-11-11",1008
"394","2008-11-12",974
"395","2008-11-13",986
"396","2008-11-14",976
"397","2008-11-17",980
"398","2008-11-18",982
"399","2008-11-19",936
"400","2008-11-20",970
"401","2008-11-21",992
"402","2008-11-24",1122
"403","2008-11-25",1124
"404","2008-11-26",1190
"405","2008-11-28",1212
"406","2008-12-01",1136
"407","2008-12-02",1330
"408","2008-12-03",1468
"409","2008-12-04",1586
"410","2008-12-05",1672
"411","2008-12-08",1888
"412","2008-12-09",1800
"413","2008-12-10",1462
"414","2008-12-11",1578
"415","2008-12-12",1536
"416","2008-12-15",1462
"417","2008-12-16",1530
"418","2008-12-17",1572
"419","2008-12-18",1608
"420","2008-12-19",1674
"421","2008-12-22",1698
"422","2008-12-23",1694
"423","2008-12-24",1694
"424","2008-12-26",1760
"425","2008-12-29",1322
"426","2008-12-30",1168
"427","2008-12-31",1338
"428","2009-01-02",1566
"429","2009-01-05",1570
"430","2009-01-06",1510
"431","2009-01-07",1318
"432","2009-01-08",1258
"433","2009-01-09",1238
"434","2009-01-12",1240
"435","2009-01-13",1252
"436","2009-01-14",1180
"437","2009-01-15",1180
"438","2009-01-16",1180
"439","2009-01-20",1178
"440","2009-01-21",1134
"441","2009-01-22",1158
"442","2009-01-23",1238
"443","2009-01-26",1390
"444","2009-01-27",1380
"445","2009-01-28",1328
"446","2009-01-29",1296
"447","2009-01-30",1294
"448","2009-02-02",1272
"449","2009-02-03",1260
"450","2009-02-04",1200
"451","2009-02-05",1264
"452","2009-02-06",1298
"453","2009-02-09",1284
"454","2009-02-10",1196
"455","2009-02-11",1204
"456","2009-02-12",1206
"457","2009-02-13",1182
"458","2009-02-17",1140
"459","2009-02-18",1136
"460","2009-02-19",1022
"461","2009-02-20",996
"462","2009-02-23",990
"463","2009-02-24",1036
"464","2009-02-25",1074
"465","2009-02-26",1090
"466","2009-02-27",1022
"467","2009-03-02",916
"468","2009-03-03",910
"469","2009-03-04",918
"470","2009-03-05",902
"471","2009-03-06",902
"472","2009-03-09",858
"473","2009-03-10",866
"474","2009-03-11",884
"475","2009-03-12",914
"476","2009-03-13",926
"477","2009-03-16",968
"478","2009-03-17",1070
"479","2009-03-18",1100
"480","2009-03-19",1138
"481","2009-03-20",1106
"482","2009-03-23",1148
"483","2009-03-24",1170
"484","2009-03-25",1208
"485","2009-03-26",1380
"486","2009-03-27",1420
"487","2009-03-30",1352
"488","2009-03-31",1312
"489","2009-04-01",1228
"490","2009-04-02",1350
"491","2009-04-03",1340
"492","2009-04-06",1204
"493","2009-04-07",1236
"494","2009-04-08",1236
"495","2009-04-09",1282
"496","2009-04-13",1162
"497","2009-04-14",1184
"498","2009-04-15",1158
"499","2009-04-16",1198
"500","2009-04-17",1152
"501","2009-04-20",1050
"502","2009-04-21",1050
"503","2009-04-22",1174
"504","2009-04-23",1148
"505","2009-04-24",1142
"506","2009-04-27",1174
"507","2009-04-28",1168
"508","2009-04-29",1160
"509","2009-04-30",1312
"510","2009-05-01",1378
"511","2009-05-04",1340
"512","2009-05-05",1440
"513","2009-05-06",1450
"514","2009-05-07",1358
"515","2009-05-08",1442
"516","2009-05-11",1394
"517","2009-05-12",1280
"518","2009-05-13",1208
"519","2009-05-14",1250
"520","2009-05-15",1274
"521","2009-05-18",1310
"522","2009-05-19",1290
"523","2009-05-20",1262
"524","2009-05-21",1176
"525","2009-05-22",1216
"526","2009-05-26",1224
"527","2009-05-27",1440
"528","2009-05-28",1448
"529","2009-05-29",1456
"530","2009-06-01",1438
"531","2009-06-02",1408
"532","2009-06-03",1416
"533","2009-06-04",1400
"534","2009-06-05",1390
"535","2009-06-08",1384
"536","2009-06-09",1388
"537","2009-06-10",1390
"538","2009-06-11",1398
"539","2009-06-12",1380
"540","2009-06-15",1320
"541","2009-06-16",1308
"542","2009-06-17",1204
"543","2009-06-18",1200
"544","2009-06-19",1200
"545","2009-06-22",1200
"546","2009-06-23",1198
"547","2009-06-24",1186
"548","2009-06-25",1200
"549","2009-06-26",1200
"550","2009-06-29",1212
"551","2009-06-30",1168
"552","2009-07-01",1112
"553","2009-07-02",1180
"554","2009-07-06",1100
"555","2009-07-07",1092
"556","2009-07-08",1034
"557","2009-07-09",1058
"558","2009-07-10",1070
"559","2009-07-13",1056
"560","2009-07-14",1054
"561","2009-07-15",1100
"562","2009-07-16",1068
"563","2009-07-17",1060
"564","2009-07-20",1112
"565","2009-07-21",1050
"566","2009-07-22",1014
"567","2009-07-23",1000
"568","2009-07-24",982
"569","2009-07-27",970
"570","2009-07-28",956
"571","2009-07-29",990
"572","2009-07-30",956
"573","2009-07-31",948
"574","2009-08-03",952
"575","2009-08-04",940
"576","2009-08-05",938
"577","2009-08-06",924
"578","2009-08-07",900
"579","2009-08-10",920
"580","2009-08-11",884
"581","2009-08-12",844
"582","2009-08-13",856
"583","2009-08-14",852
"584","2009-08-17",836
"585","2009-08-18",826
"586","2009-08-19",840
"587","2009-08-20",854
"588","2009-08-21",906
"589","2009-08-24",922
"590","2009-08-25",904
"591","2009-08-26",870
"592","2009-08-27",856
"593","2009-08-28",890
"594","2009-08-31",850
"595","2009-09-01",828
"596","2009-09-02",790
"597","2009-09-03",768
"598","2009-09-04",774
"599","2009-09-08",762
"600","2009-09-09",796
"601","2009-09-10",902
"602","2009-09-11",920
"603","2009-09-14",936
"604","2009-09-15",920
"605","2009-09-16",958
"606","2009-09-17",954
"607","2009-09-18",912
"608","2009-09-21",930
"609","2009-09-22",950
"610","2009-09-23",974
"611","2009-09-24",978
"612","2009-09-25",980
"613","2009-09-28",992
"614","2009-09-29",1016
"615","2009-09-30",966
"616","2009-10-01",974
"617","2009-10-02",970
"618","2009-10-05",982
"619","2009-10-06",1004
"620","2009-10-07",1030
"621","2009-10-08",1062
"622","2009-10-09",1058
"623","2009-10-12",1064
"624","2009-10-13",1544
"625","2009-10-14",1346
"626","2009-10-15",1670
"627","2009-10-16",1720
"628","2009-10-19",1780
"629","2009-10-20",1578
"630","2009-10-21",1484
"631","2009-10-22",1454
"632","2009-10-23",1434
"633","2009-10-26",1366
"634","2009-10-27",1350
"635","2009-10-28",1208
"636","2009-10-29",1296
"637","2009-10-30",1212
"638","2009-11-02",1224
"639","2009-11-03",1244
"640","2009-11-04",1292
"641","2009-11-05",1314
"642","2009-11-06",1646
"643","2009-11-09",1866
"644","2009-11-10",1782
"645","2009-11-11",1778
"646","2009-11-12",1824
"647","2009-11-13",1868
"648","2009-11-16",1864
"649","2009-11-17",1900
"650","2009-11-18",1928
"651","2009-11-19",2068
"652","2009-11-20",1976
"653","2009-11-23",1890
"654","2009-11-24",1758
"655","2009-11-25",1754
"656","2009-11-27",1734
"657","2009-11-30",1656
"658","2009-12-01",1806
"659","2009-12-02",1744
"660","2009-12-03",1722
"661","2009-12-04",1718
"662","2009-12-07",1782
"663","2009-12-08",1862
"664","2009-12-09",1826
"665","2009-12-10",1890
"666","2009-12-11",1912
"667","2009-12-14",1912
"668","2009-12-15",1854
"669","2009-12-16",1868
"670","2009-12-17",1858
"671","2009-12-18",1876
"672","2009-12-21",1824
"673","2009-12-22",1760
"674","2009-12-23",1780
"675","2009-12-24",1776
"676","2009-12-28",1802
"677","2009-12-29",1666
"678","2009-12-30",1780
"679","2009-12-31",1802
"680","2010-01-04",1850
"681","2010-01-05",1878
"682","2010-01-06",1888
"683","2010-01-07",1820
"684","2010-01-08",1832
"685","2010-01-11",1858
"686","2010-01-12",1818
"687","2010-01-13",1788
"688","2010-01-14",1802
"689","2010-01-15",1734
"690","2010-01-19",1672
"691","2010-01-20",1604
"692","2010-01-21",1520
"693","2010-01-22",1388
"694","2010-01-25",1406
"695","2010-01-26",1368
"696","2010-01-27",1328
"697","2010-01-28",1280
"698","2010-01-29",1202
"699","2010-02-01",1308
"700","2010-02-02",1348
"701","2010-02-03",1348
"702","2010-02-04",1258
"703","2010-02-05",1276
"704","2010-02-08",1240
"705","2010-02-09",1246
"706","2010-02-10",1252
"707","2010-02-11",1320
"708","2010-02-12",1368
"709","2010-02-16",1484
"710","2010-02-17",1478
"711","2010-02-18",1424
"712","2010-02-19",1414
"713","2010-02-22",1434
"714","2010-02-23",1380
"715","2010-02-24",1336
"716","2010-02-25",1348
"717","2010-02-26",1342
"718","2010-03-01",1272
"719","2010-03-02",1320
"720","2010-03-03",1360
"721","2010-03-04",1354
"722","2010-03-05",1384
"723","2010-03-08",1384
"724","2010-03-09",1410
"725","2010-03-10",1412
"726","2010-03-11",1394
"727","2010-03-12",1366
"728","2010-03-15",1324
"729","2010-03-16",1314
"730","2010-03-17",1354
"731","2010-03-18",1368
"732","2010-03-19",1324
"733","2010-03-22",1336
"734","2010-03-23",1340
"735","2010-03-24",1378
"736","2010-03-25",1360
"737","2010-03-26",1374
"738","2010-03-29",1372
"739","2010-03-30",1400
"740","2010-03-31",1414
"741","2010-04-01",1418
"742","2010-04-05",1410
"743","2010-04-06",1398
"744","2010-04-07",1370
"745","2010-04-08",1352
"746","2010-04-09",1370
"747","2010-04-12",1400
"748","2010-04-13",1378
"749","2010-04-14",1398
"750","2010-04-15",1398
"751","2010-04-16",1410
"752","2010-04-19",1404
"753","2010-04-20",1384
"754","2010-04-21",1380
"755","2010-04-22",1440
"756","2010-04-23",1410
"757","2010-04-26",1392
"758","2010-04-27",1374
"759","2010-04-28",1346
"760","2010-04-29",1406
"761","2010-04-30",1368
"762","2010-05-03",1418
"763","2010-05-04",1384
"764","2010-05-05",1376
"765","2010-05-06",1346
"766","2010-05-07",1250
"767","2010-05-10",1290
"768","2010-05-11",1292
"769","2010-05-12",1316
"770","2010-05-13",1294
"771","2010-05-14",1248
"772","2010-05-17",1206
"773","2010-05-18",1142
"774","2010-05-19",1116
"775","2010-05-20",1050
"776","2010-05-21",1102
"777","2010-05-24",1110
"778","2010-05-25",1112
"779","2010-05-26",1128
"780","2010-05-27",1180
"781","2010-05-28",1168
"782","2010-06-01",1148
"783","2010-06-02",1140
"784","2010-06-03",1118
"785","2010-06-04",1120
"786","2010-06-07",1114
"787","2010-06-08",1006
"788","2010-06-09",1020
"789","2010-06-10",1086
"790","2010-06-11",1092
"791","2010-06-14",1050
"792","2010-06-15",1100
"793","2010-06-16",1096
"794","2010-06-17",1096
"795","2010-06-18",1090
"796","2010-06-21",1052
"797","2010-06-22",1056
"798","2010-06-23",1106
"799","2010-06-24",1110
"800","2010-06-25",1100
"801","2010-06-28",1124
"802","2010-06-29",1074
"803","2010-06-30",1036
"804","2010-07-01",1004
"805","2010-07-02",1028
"806","2010-07-06",994
"807","2010-07-07",1016
"808","2010-07-08",1026
"809","2010-07-09",1016
"810","2010-07-12",1032
"811","2010-07-13",1016
"812","2010-07-14",1068
"813","2010-07-15",1070
"814","2010-07-16",1058
"815","2010-07-19",1054
"816","2010-07-20",1080
"817","2010-07-21",1084
"818","2010-07-22",1126
"819","2010-07-23",1210
"820","2010-07-26",1236
"821","2010-07-27",1116
"822","2010-07-28",1138
"823","2010-07-29",1154
"824","2010-07-30",1104
"825","2010-08-02",1056
"826","2010-08-03",1062
"827","2010-08-04",1096
"828","2010-08-05",1066
"829","2010-08-06",1044
"830","2010-08-09",1072
"831","2010-08-10",1080
"832","2010-08-11",1038
"833","2010-08-12",1012
"834","2010-08-13",1008
"835","2010-08-16",980
"836","2010-08-17",1004
"837","2010-08-18",1010
"838","2010-08-19",1004
"839","2010-08-20",1032
"840","2010-08-23",990
"841","2010-08-24",952
"842","2010-08-25",954
"843","2010-08-26",992
"844","2010-08-27",970
"845","2010-08-30",992
"846","2010-08-31",1000
"847","2010-09-01",970
"848","2010-09-02",990
"849","2010-09-03",1000
"850","2010-09-07",990
"851","2010-09-08",964
"852","2010-09-09",1028
"853","2010-09-10",1068
"854","2010-09-13",1056
"855","2010-09-14",1044
"856","2010-09-15",1032
"857","2010-09-16",1024
"858","2010-09-17",1038
"859","2010-09-20",1100
"860","2010-09-21",1048
"861","2010-09-22",1044
"862","2010-09-23",1058
"863","2010-09-24",1098
"864","2010-09-27",1138
"865","2010-09-28",1100
"866","2010-09-29",1056
"867","2010-09-30",1022
"868","2010-10-01",1068
"869","2010-10-04",1044
"870","2010-10-05",1054
"871","2010-10-06",1030
"872","2010-10-07",1050
"873","2010-10-08",1022
"874","2010-10-11",1056
"875","2010-10-12",1170
"876","2010-10-13",1200
"877","2010-10-14",1148
"878","2010-10-15",1184
"879","2010-10-18",1188
"880","2010-10-19",1208
"881","2010-10-20",1302
"882","2010-10-21",1278
"883","2010-10-22",1288
"884","2010-10-25",1244
"885","2010-10-26",1268
"886","2010-10-27",1262
"887","2010-10-28",1262
"888","2010-10-29",1304
"889","2010-11-01",1262
"890","2010-11-02",1244
"891","2010-11-03",1252
"892","2010-11-04",1270
"893","2010-11-05",1250
"894","2010-11-08",1222
"895","2010-11-09",1218
"896","2010-11-10",1208
"897","2010-11-11",1152
"898","2010-11-12",1094
"899","2010-11-15",1076
"900","2010-11-16",1080
"901","2010-11-17",1052
"902","2010-11-18",1050
"903","2010-11-19",1046
"904","2010-11-22",1058
"905","2010-11-23",1114
"906","2010-11-24",1176
"907","2010-11-26",1128
"908","2010-11-29",1136
"909","2010-11-30",1138
"910","2010-12-01",1232
"911","2010-12-02",1192
"912","2010-12-03",1178
"913","2010-12-06",1144
"914","2010-12-07",1142
"915","2010-12-08",1188
"916","2010-12-09",1128
"917","2010-12-10",1198
"918","2010-12-13",1156
"919","2010-12-14",1188
"920","2010-12-15",1172
"921","2010-12-16",1140
"922","2010-12-17",1120
"923","2010-12-20",1160
"924","2010-12-21",1162
"925","2010-12-22",1160
"926","2010-12-23",1150
"927","2010-12-27",1140
"928","2010-12-28",1160
"929","2010-12-29",1220
"930","2010-12-30",1138
"931","2010-12-31",1144
"932","2011-01-03",1172
"933","2011-01-04",1146
"934","2011-01-05",1146
"935","2011-01-06",1148
"936","2011-01-07",1166
"937","2011-01-10",1108
"938","2011-01-11",1160
"939","2011-01-12",1146
"940","2011-01-13",1122
"941","2011-01-14",1112
"942","2011-01-18",1136
"943","2011-01-19",1134
"944","2011-01-20",1136
"945","2011-01-21",1144
"946","2011-01-24",1120
"947","2011-01-25",1092
"948","2011-01-26",1102
"949","2011-01-27",1098
"950","2011-01-28",1074
"951","2011-01-31",1074
"952","2011-02-01",1142
"953","2011-02-02",1096
"954","2011-02-03",1080
"955","2011-02-04",1058
"956","2011-02-07",1090
"957","2011-02-08",1064
"958","2011-02-09",1054
"959","2011-02-10",1066
"960","2011-02-11",1056
"961","2011-02-14",1052
"962","2011-02-15",1056
"963","2011-02-16",1100
"964","2011-02-17",1082
"965","2011-02-18",1082
"966","2011-02-22",1024
"967","2011-02-23",1062
"968","2011-02-24",1046
"969","2011-02-25",1020
"970","2011-02-28",1040
"971","2011-03-01",1042
"972","2011-03-02",1024
"973","2011-03-03",1002
"974","2011-03-04",1002
"975","2011-03-07",1012
"976","2011-03-08",1000
"977","2011-03-09",1002
"978","2011-03-10",1002
"979","2011-03-11",984
"980","2011-03-14",970
"981","2011-03-15",1038
"982","2011-03-16",1072
"983","2011-03-17",1058
"984","2011-03-18",1018
"985","2011-03-21",1036
"986","2011-03-22",1064
"987","2011-03-23",1088
"988","2011-03-24",1078
"989","2011-03-25",1062
"990","2011-03-28",1052
"991","2011-03-29",1132
"992","2011-03-30",1140
"993","2011-03-31",1102
"994","2011-04-01",1084
"995","2011-04-04",1116
"996","2011-04-05",1114
"997","2011-04-06",1066
"998","2011-04-07",1050
"999","2011-04-08",1032
"1000","2011-04-11",1012
"1001","2011-04-12",1004
"1002","2011-04-13",992
"1003","2011-04-14",1004
"1004","2011-04-15",980
"1005","2011-04-18",954
"1006","2011-04-19",950
"1007","2011-04-20",948
"1008","2011-04-21",950
"1009","2011-04-25",950
"1010","2011-04-26",954
"1011","2011-04-27",954
"1012","2011-04-28",952
"1013","2011-04-29",974
"1014","2011-05-02",974
"1015","2011-05-03",954
"1016","2011-05-04",950
"1017","2011-05-05",940
"1018","2011-05-06",948
"1019","2011-05-09",950
"1020","2011-05-10",930
"1021","2011-05-11",906
"1022","2011-05-12",876
"1023","2011-05-13",878
"1024","2011-05-16",880
"1025","2011-05-17",964
"1026","2011-05-18",1014
"1027","2011-05-19",964
"1028","2011-05-20",908
"1029","2011-05-23",918
"1030","2011-05-24",912
"1031","2011-05-25",890
"1032","2011-05-26",900
"1033","2011-05-27",906
"1034","2011-05-31",918
"1035","2011-06-01",890
"1036","2011-06-02",904
"1037","2011-06-03",904
"1038","2011-06-06",904
"1039","2011-06-07",880
"1040","2011-06-08",858
"1041","2011-06-09",832
"1042","2011-06-10",836
"1043","2011-06-13",810
"1044","2011-06-14",810
"1045","2011-06-15",804
"1046","2011-06-16",804
"1047","2011-06-17",816
"1048","2011-06-20",826
"1049","2011-06-21",806
"1050","2011-06-22",816
"1051","2011-06-23",802
"1052","2011-06-24",808
"1053","2011-06-27",784
"1054","2011-06-28",716
"1055","2011-06-29",696
"1056","2011-06-30",714
"1057","2011-07-01",716
"1058","2011-07-05",708
"1059","2011-07-06",752
"1060","2011-07-07",764
"1061","2011-07-08",782
"1062","2011-07-11",756
"1063","2011-07-12",742
"1064","2011-07-13",786
"1065","2011-07-14",760
"1066","2011-07-15",778
"1067","2011-07-18",732
"1068","2011-07-19",742
"1069","2011-07-20",726
"1070","2011-07-21",718
"1071","2011-07-22",710
"1072","2011-07-25",714
"1073","2011-07-26",692
"1074","2011-07-27",646
"1075","2011-07-28",706
"1076","2011-07-29",658
"1077","2011-08-01",652
"1078","2011-08-02",676
"1079","2011-08-03",664
"1080","2011-08-04",676
"1081","2011-08-05",666
