"","date","XGN"
"111","2020-02-27",18.74
"112","2020-02-28",17.08
"113","2020-03-02",18.450001
"114","2020-03-03",17.280001
"115","2020-03-04",18.690001
"116","2020-03-05",20.719999
"117","2020-03-06",21.389999
"118","2020-03-09",20.48
"119","2020-03-10",22.68
"120","2020-03-11",19.559999
"121","2020-03-12",16.879999
"122","2020-03-13",18.700001
"123","2020-03-16",12.72
"124","2020-03-17",20.82
"125","2020-03-18",16.07
"126","2020-03-19",15.32
"127","2020-03-20",15.9
"128","2020-03-23",14.82
"129","2020-03-24",13.44
"130","2020-03-25",12.7
"131","2020-03-26",17.450001
"132","2020-03-27",13.12
"133","2020-03-30",14.43
"134","2020-03-31",15.94
"135","2020-04-01",14.42
"136","2020-04-02",12.75
"137","2020-04-03",12.81
"138","2020-04-06",13.5
"139","2020-04-07",13.03
"140","2020-04-08",13.46
"141","2020-04-09",15
"142","2020-04-13",14.13
"143","2020-04-14",15.08
"144","2020-04-15",14.44
"145","2020-04-16",13.7
"146","2020-04-17",14.22
"147","2020-04-20",15.15
"148","2020-04-21",15.21
"149","2020-04-22",14.52
"150","2020-04-23",15.12
"151","2020-04-24",15.96
"152","2020-04-27",15.54
"153","2020-04-28",15.69
"154","2020-04-29",16.700001
"155","2020-04-30",15.6
"156","2020-05-01",15.62
"157","2020-05-04",15.4
"158","2020-05-05",14.91
"159","2020-05-06",13.9
"160","2020-05-07",14.8
"161","2020-05-08",15.73
"162","2020-05-11",15.28
"163","2020-05-12",14.32
"164","2020-05-13",13.83
"165","2020-05-14",13.23
"166","2020-05-15",13.83
"167","2020-05-18",13.13
"168","2020-05-19",13.06
"169","2020-05-20",13.38
"170","2020-05-21",13.22
"171","2020-05-22",13.88
"172","2020-05-26",13.83
"173","2020-05-27",12.45
"174","2020-05-28",11.57
"175","2020-05-29",11.59
"176","2020-06-01",11.14
"177","2020-06-02",11.25
"178","2020-06-03",11.28
"179","2020-06-04",11.56
"180","2020-06-05",12.38
"181","2020-06-08",12.78
"182","2020-06-09",12.64
"183","2020-06-10",12
"184","2020-06-11",11.5
"185","2020-06-12",12.45
"186","2020-06-15",13.79
"187","2020-06-16",13.92
"188","2020-06-17",13.82
"189","2020-06-18",13
"190","2020-06-19",13
"191","2020-06-22",12.34
"192","2020-06-23",12.3
"193","2020-06-24",11.73
"194","2020-06-25",11.69
"195","2020-06-26",11
"196","2020-06-29",11.5
"197","2020-06-30",12.41
"198","2020-07-01",12.71
"199","2020-07-02",12.75
"200","2020-07-06",12.9
"201","2020-07-07",11.34
"202","2020-07-08",11.5
"203","2020-07-09",10.56
"204","2020-07-10",10.62
"205","2020-07-13",10.79
"206","2020-07-14",10.85
"207","2020-07-15",11.37
"208","2020-07-16",11.84
"209","2020-07-17",11.03
"210","2020-07-20",11.11
"211","2020-07-21",11.7
"212","2020-07-22",12.75
"213","2020-07-23",11.83
"214","2020-07-24",11.37
"215","2020-07-27",11
"216","2020-07-28",11.73
"217","2020-07-29",12.75
"218","2020-07-30",12.75
"219","2020-07-31",12.45
"220","2020-08-03",12.44
"221","2020-08-04",14
"222","2020-08-05",13.9
"223","2020-08-06",13.89
"224","2020-08-07",14.15
"225","2020-08-10",13.47
"226","2020-08-11",14.32
"227","2020-08-12",14.66
"228","2020-08-13",16.559999
"229","2020-08-14",16.48
"230","2020-08-17",15.27
"231","2020-08-18",14.69
"232","2020-08-19",15.54
"233","2020-08-20",15.83
"234","2020-08-21",15.5
"235","2020-08-24",15.75
"236","2020-08-25",16.690001
"237","2020-08-26",15.23
"238","2020-08-27",15.1
"239","2020-08-28",14.8
"240","2020-08-31",14.42
"241","2020-09-01",13.7
"242","2020-09-02",13.72
"243","2020-09-03",12.12
"244","2020-09-04",12.28
"245","2020-09-08",12.22
"246","2020-09-09",12.7
"247","2020-09-10",13.35
"248","2020-09-11",12.75
"249","2020-09-14",12.6
"250","2020-09-15",12.5
"251","2020-09-16",12.78
"252","2020-09-17",13.08
"253","2020-09-18",12.75
"254","2020-09-21",11.07
"255","2020-09-22",11.1
"256","2020-09-23",10.9
"257","2020-09-24",10.8
"258","2020-09-25",10.63
"259","2020-09-28",10.85
"260","2020-09-29",11.02
"261","2020-09-30",10.84
"262","2020-10-01",11.25
"263","2020-10-02",11.19
"264","2020-10-05",11.83
"265","2020-10-06",12.37
"266","2020-10-07",13.38
"267","2020-10-08",14.17
"268","2020-10-09",14.35
"269","2020-10-12",14.85
"270","2020-10-13",14.71
"271","2020-10-14",14.89
"272","2020-10-15",15.83
"273","2020-10-16",15.93
"274","2020-10-19",15.1
"275","2020-10-20",14.99
"276","2020-10-21",15.04
"277","2020-10-22",14.43
"278","2020-10-23",14.6
"279","2020-10-26",14.65
"280","2020-10-27",14.7
"281","2020-10-28",14.36
"282","2020-10-29",14.49
"283","2020-10-30",14.26
"284","2020-11-02",14.38
"285","2020-11-03",15.09
"286","2020-11-04",15.49
"287","2020-11-05",15.76
"288","2020-11-06",15
"289","2020-11-09",15.55
"290","2020-11-10",16.049999
"291","2020-11-11",15.7
"292","2020-11-12",15.25
"293","2020-11-13",14.79
"294","2020-11-16",15.37
"295","2020-11-17",15.06
"296","2020-11-18",14.89
"297","2020-11-19",15.24
"298","2020-11-20",14.73
"299","2020-11-23",14.96
"300","2020-11-24",15.25
"301","2020-11-25",14.63
"302","2020-11-27",14.75
