"","date","BZUN"
"186","2016-02-12",4.91
"187","2016-02-16",5.17
"188","2016-02-17",5.4
"189","2016-02-18",5.67
"190","2016-02-19",5.66
"191","2016-02-22",6.01
"192","2016-02-23",6.02
"193","2016-02-24",5.68
"194","2016-02-25",5.78
"195","2016-02-26",6.02
"196","2016-02-29",5.9
"197","2016-03-01",5.9
"198","2016-03-02",5.67
"199","2016-03-03",5.39
"200","2016-03-04",5.89
"201","2016-03-07",5.95
"202","2016-03-08",5.8
"203","2016-03-09",5.95
"204","2016-03-10",5.72
"205","2016-03-11",5.88
"206","2016-03-14",5.88
"207","2016-03-15",5.69
"208","2016-03-16",5.75
"209","2016-03-17",5.78
"210","2016-03-18",5.85
"211","2016-03-21",6.07
"212","2016-03-22",6.02
"213","2016-03-23",5.84
"214","2016-03-24",5.84
"215","2016-03-28",5.68
"216","2016-03-29",5.7
"217","2016-03-30",5.89
"218","2016-03-31",5.84
"219","2016-04-01",5.75
"220","2016-04-04",5.8
"221","2016-04-05",5.63
"222","2016-04-06",6.16
"223","2016-04-07",6.16
"224","2016-04-08",6.28
"225","2016-04-11",6.15
"226","2016-04-12",6.2
"227","2016-04-13",6.39
"228","2016-04-14",6.38
"229","2016-04-15",6.48
"230","2016-04-18",6.41
"231","2016-04-19",6.37
"232","2016-04-20",6.32
"233","2016-04-21",6.29
"234","2016-04-22",6.2
"235","2016-04-25",5.83
"236","2016-04-26",6.08
"237","2016-04-27",5.9
"238","2016-04-28",5.98
"239","2016-04-29",5.78
"240","2016-05-02",5.72
"241","2016-05-03",5.69
"242","2016-05-04",5.76
"243","2016-05-05",5.68
"244","2016-05-06",5.69
"245","2016-05-09",5.44
"246","2016-05-10",5.78
"247","2016-05-11",5.59
"248","2016-05-12",5.47
"249","2016-05-13",5.55
"250","2016-05-16",5.49
"251","2016-05-17",5.42
"252","2016-05-18",5.66
"253","2016-05-19",5.57
"254","2016-05-20",5.73
"255","2016-05-23",5.89
"256","2016-05-24",5.91
"257","2016-05-25",5.75
"258","2016-05-26",5.94
"259","2016-05-27",6.04
"260","2016-05-31",6.42
"261","2016-06-01",6.15
"262","2016-06-02",6.3
"263","2016-06-03",6.16
"264","2016-06-06",6.68
"265","2016-06-07",6.85
"266","2016-06-08",7.15
"267","2016-06-09",6.83
"268","2016-06-10",6.59
"269","2016-06-13",7.17
"270","2016-06-14",6.89
"271","2016-06-15",7.02
"272","2016-06-16",6.95
"273","2016-06-17",6.83
"274","2016-06-20",6.92
"275","2016-06-21",6.93
"276","2016-06-22",6.89
"277","2016-06-23",6.98
"278","2016-06-24",6.39
"279","2016-06-27",6.16
"280","2016-06-28",6.33
"281","2016-06-29",6.41
"282","2016-06-30",6.49
"283","2016-07-01",6.65
"284","2016-07-05",6.32
"285","2016-07-06",6.4
"286","2016-07-07",6.75
"287","2016-07-08",6.77
"288","2016-07-11",7
"289","2016-07-12",6.99
"290","2016-07-13",6.9
"291","2016-07-14",7
"292","2016-07-15",6.93
"293","2016-07-18",7.26
"294","2016-07-19",7.49
"295","2016-07-20",7.49
"296","2016-07-21",7.09
"297","2016-07-22",7.2
"298","2016-07-25",7.14
"299","2016-07-26",7.28
"300","2016-07-27",7.34
"301","2016-07-28",7.29
"302","2016-07-29",7.07
"303","2016-08-01",7.42
"304","2016-08-02",8.59
"305","2016-08-03",8.37
"306","2016-08-04",7.88
"307","2016-08-05",8.21
"308","2016-08-08",7.82
"309","2016-08-09",8.15
"310","2016-08-10",8.61
"311","2016-08-11",9.43
"312","2016-08-12",9.43
"313","2016-08-15",9.9
"314","2016-08-16",9.6
"315","2016-08-17",9.57
"316","2016-08-18",9.34
"317","2016-08-19",9.51
"318","2016-08-22",9.5
"319","2016-08-23",10.48
"320","2016-08-24",10.2
"321","2016-08-25",11.58
"322","2016-08-26",11.22
"323","2016-08-29",12.65
"324","2016-08-30",13.43
"325","2016-08-31",13.19
"326","2016-09-01",13.45
"327","2016-09-02",14.61
"328","2016-09-06",14.17
"329","2016-09-07",13.95
"330","2016-09-08",13.82
"331","2016-09-09",13.15
"332","2016-09-12",13.67
"333","2016-09-13",13.41
"334","2016-09-14",14.08
"335","2016-09-15",14.43
"336","2016-09-16",15.63
"337","2016-09-19",15.21
"338","2016-09-20",14.98
"339","2016-09-21",15.4
"340","2016-09-22",15.49
"341","2016-09-23",15.41
"342","2016-09-26",14.99
"343","2016-09-27",15.23
"344","2016-09-28",15.365
"345","2016-09-29",15.31
"346","2016-09-30",15.09
"347","2016-10-03",16.15
"348","2016-10-04",16.42
"349","2016-10-05",17.190001
"350","2016-10-06",17.200001
"351","2016-10-07",17.08
"352","2016-10-10",18.5
"353","2016-10-11",17.120001
"354","2016-10-12",17.110001
"355","2016-10-13",15.435
"356","2016-10-14",14.955
"357","2016-10-17",15.04
"358","2016-10-18",15.11
"359","2016-10-19",15.16
"360","2016-10-20",14.92
"361","2016-10-21",15.15
"362","2016-10-24",15.12
"363","2016-10-25",15.05
"364","2016-10-26",14.93
"365","2016-10-27",14.48
"366","2016-10-28",14.32
"367","2016-10-31",13.24
"368","2016-11-01",13.26
"369","2016-11-02",12.92
"370","2016-11-03",13
"371","2016-11-04",13.49
"372","2016-11-07",14.43
"373","2016-11-08",14.95
"374","2016-11-09",14.81
"375","2016-11-10",14.39
"376","2016-11-11",15.13
"377","2016-11-14",15.88
"378","2016-11-15",16.690001
"379","2016-11-16",16.049999
"380","2016-11-17",16.02
"381","2016-11-18",15.61
"382","2016-11-21",15.98
"383","2016-11-22",15.99
"384","2016-11-23",16.200001
"385","2016-11-25",16.01
"386","2016-11-28",15.26
"387","2016-11-29",15.35
"388","2016-11-30",15.09
"389","2016-12-01",14.125
"390","2016-12-02",14.18
"391","2016-12-05",13.58
"392","2016-12-06",12.88
"393","2016-12-07",12.97
"394","2016-12-08",12.52
"395","2016-12-09",12.23
"396","2016-12-12",11.83
"397","2016-12-13",12.02
"398","2016-12-14",12.25
"399","2016-12-15",12.36
"400","2016-12-16",12.76
"401","2016-12-19",12.39
"402","2016-12-20",12.35
"403","2016-12-21",12.25
"404","2016-12-22",12.07
"405","2016-12-23",11.93
"406","2016-12-27",11.6
"407","2016-12-28",11.42
"408","2016-12-29",11.17
"409","2016-12-30",12.07
"410","2017-01-03",11.4
"411","2017-01-04",11.3
"412","2017-01-05",11.6
"413","2017-01-06",11.68
"414","2017-01-09",11.68
"415","2017-01-10",13.13
"416","2017-01-11",13.61
"417","2017-01-12",13.8
"418","2017-01-13",13.94
"419","2017-01-17",13.41
"420","2017-01-18",13.36
"421","2017-01-19",13.58
"422","2017-01-20",13.63
"423","2017-01-23",13.56
"424","2017-01-24",13.9
"425","2017-01-25",13.92
"426","2017-01-26",13.32
"427","2017-01-27",13.4
"428","2017-01-30",13.17
"429","2017-01-31",13.11
"430","2017-02-01",13.2
"431","2017-02-02",13.14
"432","2017-02-03",13.57
"433","2017-02-06",14.25
"434","2017-02-07",14.38
"435","2017-02-08",14.45
"436","2017-02-09",14.93
"437","2017-02-10",15.01
"438","2017-02-13",15.2
"439","2017-02-14",15.38
"440","2017-02-15",15.34
"441","2017-02-16",15.45
"442","2017-02-17",14.95
"443","2017-02-21",15.89
"444","2017-02-22",15.42
"445","2017-02-23",14.18
"446","2017-02-24",14.48
"447","2017-02-27",14.35
"448","2017-02-28",14.38
"449","2017-03-01",14.54
"450","2017-03-02",14.37
"451","2017-03-03",14.04
"452","2017-03-06",14.08
"453","2017-03-07",14.75
"454","2017-03-08",15.49
"455","2017-03-09",15.47
"456","2017-03-10",15.23
"457","2017-03-13",15.41
"458","2017-03-14",15.25
"459","2017-03-15",15.61
"460","2017-03-16",15.5
"461","2017-03-17",15.19
"462","2017-03-20",15.13
"463","2017-03-21",14.1
"464","2017-03-22",14.33
"465","2017-03-23",14.83
"466","2017-03-24",14.97
"467","2017-03-27",14.93
"468","2017-03-28",15
"469","2017-03-29",14.89
"470","2017-03-30",14.68
"471","2017-03-31",14.94
"472","2017-04-03",15.39
"473","2017-04-04",14.91
"474","2017-04-05",15.2
"475","2017-04-06",14.98
"476","2017-04-07",15.56
"477","2017-04-10",16.860001
"478","2017-04-11",16.709999
"479","2017-04-12",15.81
"480","2017-04-13",14.98
"481","2017-04-17",14.6
"482","2017-04-18",14.74
"483","2017-04-19",15
"484","2017-04-20",14.86
"485","2017-04-21",14.96
"486","2017-04-24",14.95
"487","2017-04-25",15.21
"488","2017-04-26",14.99
"489","2017-04-27",15.04
"490","2017-04-28",15.27
"491","2017-05-01",16.34
"492","2017-05-02",16.23
"493","2017-05-03",15.78
"494","2017-05-04",15.7
"495","2017-05-05",17.66
"496","2017-05-08",17.639999
"497","2017-05-09",19.290001
"498","2017-05-10",19.629999
"499","2017-05-11",21
"500","2017-05-12",19.98
"501","2017-05-15",19.860001
"502","2017-05-16",22.780001
"503","2017-05-17",20.01
"504","2017-05-18",21.879999
"505","2017-05-19",21.690001
"506","2017-05-22",21.200001
"507","2017-05-23",20.780001
"508","2017-05-24",21.139999
"509","2017-05-25",20.959999
"510","2017-05-26",21.120001
"511","2017-05-30",21.059999
"512","2017-05-31",20.549999
"513","2017-06-01",20.620001
"514","2017-06-02",20.889999
"515","2017-06-05",20.530001
"516","2017-06-06",20.959999
"517","2017-06-07",22.780001
"518","2017-06-08",23.43
"519","2017-06-09",21.459999
"520","2017-06-12",20.9
"521","2017-06-13",20.26
"522","2017-06-14",20.23
"523","2017-06-15",19.82
"524","2017-06-16",20.49
"525","2017-06-19",21.24
"526","2017-06-20",20.709999
"527","2017-06-21",21.559999
"528","2017-06-22",21.940001
"529","2017-06-23",23.049999
"530","2017-06-26",22.67
"531","2017-06-27",22.18
"532","2017-06-28",22.379999
"533","2017-06-29",21.9
"534","2017-06-30",22.17
"535","2017-07-03",22.530001
"536","2017-07-05",24.559999
"537","2017-07-06",24.780001
"538","2017-07-07",25.120001
"539","2017-07-10",26.690001
"540","2017-07-11",27.200001
"541","2017-07-12",27.93
"542","2017-07-13",29.02
"543","2017-07-14",29.5
"544","2017-07-17",29.200001
"545","2017-07-18",29.26
"546","2017-07-19",29.51
"547","2017-07-20",29.889999
"548","2017-07-21",32.380001
"549","2017-07-24",34.18
"550","2017-07-25",32.209999
"551","2017-07-26",32.849998
"552","2017-07-27",34.889999
"553","2017-07-28",33.689999
"554","2017-07-31",32.459999
"555","2017-08-01",32.490002
"556","2017-08-02",30.6
"557","2017-08-03",31.57
"558","2017-08-04",32.02
"559","2017-08-07",33.029999
"560","2017-08-08",33.130001
"561","2017-08-09",33.970001
"562","2017-08-10",32.5
"563","2017-08-11",32.75
"564","2017-08-14",32.450001
"565","2017-08-15",31.23
"566","2017-08-16",35.48
"567","2017-08-17",33.5
"568","2017-08-18",33.98
"569","2017-08-21",34.599998
"570","2017-08-22",26.23
"571","2017-08-23",28.9
"572","2017-08-24",28.809999
"573","2017-08-25",26.58
"574","2017-08-28",26.92
"575","2017-08-29",26.559999
"576","2017-08-30",26.799999
"577","2017-08-31",27.190001
"578","2017-09-01",28.870001
"579","2017-09-05",29.52
"580","2017-09-06",28.92
"581","2017-09-07",31.120001
"582","2017-09-08",31.559999
"583","2017-09-11",32.150002
"584","2017-09-12",34.900002
"585","2017-09-13",37.349998
"586","2017-09-14",36.459999
"587","2017-09-15",37.700001
"588","2017-09-18",40.09
"589","2017-09-19",38.139999
"590","2017-09-20",38.27
"591","2017-09-21",37.82
"592","2017-09-22",37.73
"593","2017-09-25",36.055
"594","2017-09-26",35.209999
"595","2017-09-27",34.860001
"596","2017-09-28",33.43
"597","2017-09-29",32.759998
"598","2017-10-02",35.970001
"599","2017-10-03",36.040001
"600","2017-10-04",34.099998
"601","2017-10-05",34.360001
"602","2017-10-06",34.169998
"603","2017-10-09",33.630001
"604","2017-10-10",33.959999
"605","2017-10-11",33.900002
"606","2017-10-12",34.23
"607","2017-10-13",36.189999
"608","2017-10-16",36.689999
"609","2017-10-17",35.220001
"610","2017-10-18",34.860001
"611","2017-10-19",33.689999
"612","2017-10-20",33.869999
"613","2017-10-23",33.25
"614","2017-10-24",31.73
"615","2017-10-25",30.450001
"616","2017-10-26",30.16
"617","2017-10-27",31.52
"618","2017-10-30",31.26
"619","2017-10-31",31.389999
"620","2017-11-01",31.549999
"621","2017-11-02",31.969999
"622","2017-11-03",31.219999
"623","2017-11-06",32.41
"624","2017-11-07",32.494999
"625","2017-11-08",32.849998
"626","2017-11-09",32.330002
"627","2017-11-10",32.860001
"628","2017-11-13",34.630001
"629","2017-11-14",34.389999
"630","2017-11-15",34.130001
"631","2017-11-16",35.799999
"632","2017-11-17",35.5
"633","2017-11-20",36.16
"634","2017-11-21",35.540001
"635","2017-11-22",29.51
"636","2017-11-24",30.629999
"637","2017-11-27",29.52
"638","2017-11-28",29
"639","2017-11-29",28
"640","2017-11-30",28.35
"641","2017-12-01",27.440001
"642","2017-12-04",27.58
"643","2017-12-05",28.280001
"644","2017-12-06",28.27
"645","2017-12-07",28.219999
"646","2017-12-08",29.76
"647","2017-12-11",32.029999
"648","2017-12-12",30.5
"649","2017-12-13",31.879999
"650","2017-12-14",31.67
"651","2017-12-15",32.16
"652","2017-12-18",32.259998
"653","2017-12-19",32.549999
"654","2017-12-20",31.84
"655","2017-12-21",31.68
"656","2017-12-22",30.559999
"657","2017-12-26",31.76
"658","2017-12-27",32.830002
"659","2017-12-28",32.290001
"660","2017-12-29",31.559999
"661","2018-01-02",33.66
"662","2018-01-03",34.369999
"663","2018-01-04",35.110001
"664","2018-01-05",36.029999
"665","2018-01-08",36.93
"666","2018-01-09",34.860001
"667","2018-01-10",35.290001
"668","2018-01-11",35.799999
"669","2018-01-12",36.869999
"670","2018-01-16",35.669998
"671","2018-01-17",36.93
"672","2018-01-18",36.75
"673","2018-01-19",36.549999
"674","2018-01-22",36.200001
"675","2018-01-23",36.799999
"676","2018-01-24",36.939999
"677","2018-01-25",38.330002
"678","2018-01-26",39.639999
"679","2018-01-29",39.220001
"680","2018-01-30",38.169998
"681","2018-01-31",38.950001
"682","2018-02-01",38.310001
"683","2018-02-02",35.27
"684","2018-02-05",34.790001
"685","2018-02-06",34.470001
"686","2018-02-07",33.759998
"687","2018-02-08",32.43
"688","2018-02-09",34.150002
"689","2018-02-12",34.59
"690","2018-02-13",34.490002
"691","2018-02-14",37.18
"692","2018-02-15",37.610001
"693","2018-02-16",35.459999
"694","2018-02-20",35.93
"695","2018-02-21",36.610001
"696","2018-02-22",35.650002
"697","2018-02-23",36.549999
"698","2018-02-26",36.369999
"699","2018-02-27",35.41
"700","2018-02-28",35.16
"701","2018-03-01",33.75
"702","2018-03-02",35.68
"703","2018-03-05",36.77
"704","2018-03-06",48.209999
"705","2018-03-07",44.139999
"706","2018-03-08",47.779999
"707","2018-03-09",47.880001
"708","2018-03-12",47.98
"709","2018-03-13",46.459999
"710","2018-03-14",46.18
"711","2018-03-15",48.110001
"712","2018-03-16",48.59
"713","2018-03-19",48.02
"714","2018-03-20",51.299999
"715","2018-03-21",50.48
"716","2018-03-22",45.450001
"717","2018-03-23",44.77
"718","2018-03-26",48.080002
"719","2018-03-27",44.790001
"720","2018-03-28",43.73
"721","2018-03-29",45.880001
"722","2018-04-02",44.549999
"723","2018-04-03",44.139999
"724","2018-04-04",44.689999
"725","2018-04-05",45.130001
"726","2018-04-06",46.279999
"727","2018-04-09",48.970001
"728","2018-04-10",48.150002
"729","2018-04-11",48
"730","2018-04-12",49.290001
"731","2018-04-13",46.040001
"732","2018-04-16",46.060001
"733","2018-04-17",48.779999
"734","2018-04-18",47.919998
"735","2018-04-19",47.75
"736","2018-04-20",46.98
"737","2018-04-23",45.52
"738","2018-04-24",44.880001
"739","2018-04-25",43.540001
"740","2018-04-26",43.689999
"741","2018-04-27",43.759998
"742","2018-04-30",45.990002
"743","2018-05-01",46.75
"744","2018-05-02",46.529999
"745","2018-05-03",46.740002
"746","2018-05-04",46.25
"747","2018-05-07",48.57
"748","2018-05-08",49.5
"749","2018-05-09",48.939999
"750","2018-05-10",50.619999
"751","2018-05-11",49.779999
"752","2018-05-14",48.040001
"753","2018-05-15",45.18
"754","2018-05-16",45.060001
"755","2018-05-17",53.509998
"756","2018-05-18",54.849998
"757","2018-05-21",52.73
"758","2018-05-22",53.119999
"759","2018-05-23",56.669998
"760","2018-05-24",58.5
"761","2018-05-25",58.049999
"762","2018-05-29",57.619999
"763","2018-05-30",59.860001
"764","2018-05-31",61.310001
"765","2018-06-01",61.77
"766","2018-06-04",62.490002
"767","2018-06-05",63.25
"768","2018-06-06",62.849998
"769","2018-06-07",61.990002
"770","2018-06-08",62.040001
"771","2018-06-11",64.400002
"772","2018-06-12",66.330002
"773","2018-06-13",64.760002
"774","2018-06-14",64.379997
"775","2018-06-15",62.830002
"776","2018-06-18",63.060001
"777","2018-06-19",60.959999
"778","2018-06-20",64.230003
"779","2018-06-21",61.950001
"780","2018-06-22",60.82
"781","2018-06-25",54.759998
"782","2018-06-26",56.369999
"783","2018-06-27",52.099998
"784","2018-06-28",54.549999
"785","2018-06-29",54.700001
"786","2018-07-02",55.75
"787","2018-07-03",55.869999
"788","2018-07-05",55.099998
"789","2018-07-06",55.439999
"790","2018-07-09",57.810001
"791","2018-07-10",57.889999
"792","2018-07-11",57.610001
"793","2018-07-12",61.16
"794","2018-07-13",60.68
"795","2018-07-16",62.119999
"796","2018-07-17",62.029999
"797","2018-07-18",62.18
"798","2018-07-19",61.790001
"799","2018-07-20",61.939999
"800","2018-07-23",63.59
"801","2018-07-24",61.009998
"802","2018-07-25",63.57
"803","2018-07-26",64.220001
"804","2018-07-27",61.950001
"805","2018-07-30",57.709999
"806","2018-07-31",57.849998
"807","2018-08-01",57.73
"808","2018-08-02",57.060001
"809","2018-08-03",54.810001
"810","2018-08-06",56.150002
"811","2018-08-07",58.040001
"812","2018-08-08",56.869999
"813","2018-08-09",56.529999
"814","2018-08-10",55.310001
"815","2018-08-13",52.720001
"816","2018-08-14",49.639999
"817","2018-08-15",48.16
"818","2018-08-16",49.68
"819","2018-08-17",50.700001
"820","2018-08-20",51.68
"821","2018-08-21",54.709999
"822","2018-08-22",55.41
"823","2018-08-23",54.040001
"824","2018-08-24",53.66
"825","2018-08-27",56.900002
"826","2018-08-28",57.029999
"827","2018-08-29",56.959999
"828","2018-08-30",53.860001
"829","2018-08-31",53.389999
"830","2018-09-04",52.310001
"831","2018-09-05",50.290001
"832","2018-09-06",49.150002
"833","2018-09-07",49.27
"834","2018-09-10",46.34
"835","2018-09-11",45.330002
"836","2018-09-12",45.709999
"837","2018-09-13",47.849998
"838","2018-09-14",45.970001
"839","2018-09-17",44.59
"840","2018-09-18",44.41
"841","2018-09-19",46.5
"842","2018-09-20",48.220001
"843","2018-09-21",48.59
"844","2018-09-24",46.709999
"845","2018-09-25",47.330002
"846","2018-09-26",47.990002
"847","2018-09-27",47.540001
"848","2018-09-28",48.580002
"849","2018-10-01",47.009998
"850","2018-10-02",44.880001
"851","2018-10-03",44.529999
"852","2018-10-04",42.32
"853","2018-10-05",41.25
"854","2018-10-08",39.529999
"855","2018-10-09",39.200001
"856","2018-10-10",36.310001
"857","2018-10-11",36.880001
"858","2018-10-12",40.18
"859","2018-10-15",40
"860","2018-10-16",41.439999
"861","2018-10-17",40.860001
"862","2018-10-18",39.470001
"863","2018-10-19",39.669998
"864","2018-10-22",41.610001
"865","2018-10-23",41.25
"866","2018-10-24",39.259998
"867","2018-10-25",40.880001
"868","2018-10-26",39.790001
"869","2018-10-29",38.099998
"870","2018-10-30",38.150002
"871","2018-10-31",39.810001
"872","2018-11-01",44.919998
"873","2018-11-02",45.279999
"874","2018-11-05",44.080002
"875","2018-11-06",44.580002
"876","2018-11-07",46.16
"877","2018-11-08",43.09
"878","2018-11-09",40.189999
"879","2018-11-12",31.879999
"880","2018-11-13",33.459999
"881","2018-11-14",32.490002
"882","2018-11-15",32.709999
"883","2018-11-16",32.75
"884","2018-11-19",31.08
"885","2018-11-20",30.129999
"886","2018-11-21",32.439999
"887","2018-11-23",32.57
"888","2018-11-26",33.529999
"889","2018-11-27",34.029999
"890","2018-11-28",34.23
"891","2018-11-29",33.919998
"892","2018-11-30",35.27
"893","2018-12-03",36.450001
"894","2018-12-04",36.400002
"895","2018-12-06",35.23
"896","2018-12-07",33.540001
"897","2018-12-10",33.939999
"898","2018-12-11",34.900002
"899","2018-12-12",36.560001
"900","2018-12-13",36.869999
"901","2018-12-14",36.150002
"902","2018-12-17",33.099998
"903","2018-12-18",32.470001
"904","2018-12-19",30.24
"905","2018-12-20",29.41
"906","2018-12-21",28.23
"907","2018-12-24",29.23
"908","2018-12-26",30.030001
"909","2018-12-27",30.33
"910","2018-12-28",30.530001
"911","2018-12-31",29.209999
"912","2019-01-02",29.790001
"913","2019-01-03",28.370001
"914","2019-01-04",30.32
"915","2019-01-07",31.530001
"916","2019-01-08",32.029999
"917","2019-01-09",33
"918","2019-01-10",31.809999
"919","2019-01-11",31.52
"920","2019-01-14",29.709999
"921","2019-01-15",30.299999
"922","2019-01-16",30.82
"923","2019-01-17",31.33
"924","2019-01-18",33.290001
"925","2019-01-22",32.41
"926","2019-01-23",32.419998
"927","2019-01-24",32.889999
"928","2019-01-25",34.439999
"929","2019-01-28",34.299999
"930","2019-01-29",33.740002
"931","2019-01-30",34.41
"932","2019-01-31",35.799999
"933","2019-02-01",35.200001
"934","2019-02-04",35.900002
"935","2019-02-05",36.200001
"936","2019-02-06",36.369999
"937","2019-02-07",34.110001
"938","2019-02-08",34.040001
"939","2019-02-11",34.130001
"940","2019-02-12",34.580002
"941","2019-02-13",34.970001
"942","2019-02-14",34.84
"943","2019-02-15",33.139999
"944","2019-02-19",33.959999
"945","2019-02-20",35.639999
"946","2019-02-21",34.580002
"947","2019-02-22",36.98
"948","2019-02-25",38.509998
"949","2019-02-26",38.52
"950","2019-02-27",37.790001
"951","2019-02-28",37.450001
"952","2019-03-01",37.060001
"953","2019-03-04",38.599998
"954","2019-03-05",39.439999
"955","2019-03-06",38.889999
"956","2019-03-07",34.939999
"957","2019-03-08",34.41
"958","2019-03-11",35.029999
"959","2019-03-12",35.23
"960","2019-03-13",35.93
"961","2019-03-14",35.950001
"962","2019-03-15",37.27
"963","2019-03-18",38.290001
"964","2019-03-19",38.98
"965","2019-03-20",36.810001
"966","2019-03-21",37.990002
"967","2019-03-22",36.650002
"968","2019-03-25",36.919998
"969","2019-03-26",37.830002
"970","2019-03-27",37.82
"971","2019-03-28",39.130001
"972","2019-03-29",41.540001
"973","2019-04-01",42
"974","2019-04-02",42
"975","2019-04-03",44.25
"976","2019-04-04",41.049999
