"","date","CERS"
"101","2007-05-29",5.96
"102","2007-05-30",6.08
"103","2007-05-31",6.22
"104","2007-06-01",6.35
"105","2007-06-04",6.4
"106","2007-06-05",6.36
"107","2007-06-06",6.31
"108","2007-06-07",6.11
"109","2007-06-08",6.41
"110","2007-06-11",6.15
"111","2007-06-12",6.21
"112","2007-06-13",6.23
"113","2007-06-14",6.39
"114","2007-06-15",6.17
"115","2007-06-18",6.18
"116","2007-06-19",6.21
"117","2007-06-20",6.11
"118","2007-06-21",6.19
"119","2007-06-22",6.47
"120","2007-06-25",6.48
"121","2007-06-26",6.36
"122","2007-06-27",6.6
"123","2007-06-28",6.75
"124","2007-06-29",6.76
"125","2007-07-02",6.86
"126","2007-07-03",6.85
"127","2007-07-05",6.82
"128","2007-07-06",7.1
"129","2007-07-09",6.94
"130","2007-07-10",6.71
"131","2007-07-11",6.79
"132","2007-07-12",6.75
"133","2007-07-13",6.74
"134","2007-07-16",6.69
"135","2007-07-17",6.45
"136","2007-07-18",6.46
"137","2007-07-19",6.37
"138","2007-07-20",6.28
"139","2007-07-23",6.17
"140","2007-07-24",6.16
"141","2007-07-25",6.18
"142","2007-07-26",6.25
"143","2007-07-27",6.3
"144","2007-07-30",6.16
"145","2007-07-31",6.36
"146","2007-08-01",6.39
"147","2007-08-02",6.59
"148","2007-08-03",6.36
"149","2007-08-06",6.53
"150","2007-08-07",6.9
"151","2007-08-08",7.68
"152","2007-08-09",7.98
"153","2007-08-10",7.33
"154","2007-08-13",6.94
"155","2007-08-14",6.84
"156","2007-08-15",6.73
"157","2007-08-16",6.84
"158","2007-08-17",7.03
"159","2007-08-20",7.02
"160","2007-08-21",7.3
"161","2007-08-22",7.28
"162","2007-08-23",6.88
"163","2007-08-24",6.89
"164","2007-08-27",6.72
"165","2007-08-28",6.87
"166","2007-08-29",6.95
"167","2007-08-30",6.83
"168","2007-08-31",6.92
"169","2007-09-04",7.05
"170","2007-09-05",7.05
"171","2007-09-06",7.33
"172","2007-09-07",7.52
"173","2007-09-10",7.55
"174","2007-09-11",7.54
"175","2007-09-12",7.43
"176","2007-09-13",7.43
"177","2007-09-14",7.37
"178","2007-09-17",7.28
"179","2007-09-18",7.27
"180","2007-09-19",7.19
"181","2007-09-20",7.06
"182","2007-09-21",7.23
"183","2007-09-24",7.37
"184","2007-09-25",7.83
"185","2007-09-26",8
"186","2007-09-27",8.76
"187","2007-09-28",8.73
"188","2007-10-01",8.81
"189","2007-10-02",9.33
"190","2007-10-03",9.26
"191","2007-10-04",9.32
"192","2007-10-05",9.64
"193","2007-10-08",9.96
"194","2007-10-09",9.64
"195","2007-10-10",9.25
"196","2007-10-11",9.16
"197","2007-10-12",10.18
"198","2007-10-15",9.75
"199","2007-10-16",9.71
"200","2007-10-17",9.7
"201","2007-10-18",9.41
"202","2007-10-19",9.12
"203","2007-10-22",9.26
"204","2007-10-23",9.11
"205","2007-10-24",9.02
"206","2007-10-25",9.09
"207","2007-10-26",8.9
"208","2007-10-29",8.88
"209","2007-10-30",8.8
"210","2007-10-31",9
"211","2007-11-01",8.82
"212","2007-11-02",9.17
"213","2007-11-05",9.31
"214","2007-11-06",9.74
"215","2007-11-07",9.38
"216","2007-11-08",9.2
"217","2007-11-09",9.06
"218","2007-11-12",8.96
"219","2007-11-13",9.22
"220","2007-11-14",8.94
"221","2007-11-15",8.38
"222","2007-11-16",8.24
"223","2007-11-19",8.08
"224","2007-11-20",8.14
"225","2007-11-21",7.71
"226","2007-11-23",7.59
"227","2007-11-26",7.3
"228","2007-11-27",7.38
"229","2007-11-28",7.57
"230","2007-11-29",7.64
"231","2007-11-30",7.72
"232","2007-12-03",6.63
"233","2007-12-04",6.88
"234","2007-12-05",6.86
"235","2007-12-06",6.94
"236","2007-12-07",6.98
"237","2007-12-10",6.87
"238","2007-12-11",6.73
"239","2007-12-12",6.68
"240","2007-12-13",6.73
"241","2007-12-14",7
"242","2007-12-17",6.48
"243","2007-12-18",6.37
"244","2007-12-19",6.52
"245","2007-12-20",6.53
"246","2007-12-21",6.51
"247","2007-12-24",6.75
"248","2007-12-26",6.93
"249","2007-12-27",6.56
"250","2007-12-28",6.75
"251","2007-12-31",6.51
"252","2008-01-02",6.56
"253","2008-01-03",6.31
"254","2008-01-04",6.33
"255","2008-01-07",6.56
"256","2008-01-08",6.42
"257","2008-01-09",6.99
"258","2008-01-10",7.17
"259","2008-01-11",6.87
"260","2008-01-14",6.83
"261","2008-01-15",6.82
"262","2008-01-16",6.74
"263","2008-01-17",6.45
"264","2008-01-18",6.47
"265","2008-01-22",6.44
"266","2008-01-23",6.15
"267","2008-01-24",6.01
"268","2008-01-25",6.18
"269","2008-01-28",6.22
"270","2008-01-29",6.27
"271","2008-01-30",6.15
"272","2008-01-31",6.3
"273","2008-02-01",6.27
"274","2008-02-04",6.39
"275","2008-02-05",6.21
"276","2008-02-06",6.15
"277","2008-02-07",6.2
"278","2008-02-08",6.23
"279","2008-02-11",6.43
"280","2008-02-12",6.29
"281","2008-02-13",6.62
"282","2008-02-14",6.4
"283","2008-02-15",6
"284","2008-02-19",6.03
"285","2008-02-20",5.84
"286","2008-02-21",5.73
"287","2008-02-22",6.03
"288","2008-02-25",6.2
"289","2008-02-26",6.21
"290","2008-02-27",6.2
"291","2008-02-28",6.2
"292","2008-02-29",6.25
"293","2008-03-03",6.07
"294","2008-03-04",5.81
"295","2008-03-05",5.72
"296","2008-03-06",5.41
"297","2008-03-07",5.1
"298","2008-03-10",4.86
"299","2008-03-11",4.91
"300","2008-03-12",4.72
"301","2008-03-13",4.8
"302","2008-03-14",4.5
"303","2008-03-17",4.37
"304","2008-03-18",4.51
"305","2008-03-19",4.84
"306","2008-03-20",4.87
"307","2008-03-24",5.05
"308","2008-03-25",5.11
"309","2008-03-26",5.8
"310","2008-03-27",6.04
"311","2008-03-28",6.07
"312","2008-03-31",5.77
"313","2008-04-01",6.4
"314","2008-04-02",6.51
"315","2008-04-03",6.65
"316","2008-04-04",7.24
"317","2008-04-07",6.8
"318","2008-04-08",6.86
"319","2008-04-09",6.67
"320","2008-04-10",7.07
"321","2008-04-11",6.76
"322","2008-04-14",6.56
"323","2008-04-15",6.52
"324","2008-04-16",6.38
"325","2008-04-17",6.26
"326","2008-04-18",6.45
"327","2008-04-21",6.76
"328","2008-04-22",6.37
"329","2008-04-23",6.12
"330","2008-04-24",5.91
"331","2008-04-25",6.09
"332","2008-04-28",6.78
"333","2008-04-29",6.61
"334","2008-04-30",6.23
"335","2008-05-01",6.3
"336","2008-05-02",5.57
"337","2008-05-05",5.77
"338","2008-05-06",6.01
"339","2008-05-07",5.46
"340","2008-05-08",5.59
"341","2008-05-09",5.5
"342","2008-05-12",5.51
"343","2008-05-13",5.52
"344","2008-05-14",5.42
"345","2008-05-15",5.19
"346","2008-05-16",5.27
"347","2008-05-19",5.16
"348","2008-05-20",5.25
"349","2008-05-21",5.26
"350","2008-05-22",5.14
"351","2008-05-23",4.89
"352","2008-05-27",4.81
"353","2008-05-28",4.92
"354","2008-05-29",5.03
"355","2008-05-30",4.94
"356","2008-06-02",5.05
"357","2008-06-03",5.27
"358","2008-06-04",5.35
"359","2008-06-05",5.19
"360","2008-06-06",5.1
"361","2008-06-09",5
"362","2008-06-10",4.98
"363","2008-06-11",5.16
"364","2008-06-12",4.86
"365","2008-06-13",4.68
"366","2008-06-16",4.81
"367","2008-06-17",4.89
"368","2008-06-18",4.75
"369","2008-06-19",4.75
"370","2008-06-20",4.6
"371","2008-06-23",4.41
"372","2008-06-24",4.2
"373","2008-06-25",4.47
"374","2008-06-26",4.52
"375","2008-06-27",4.54
"376","2008-06-30",4.09
"377","2008-07-01",4.27
"378","2008-07-02",4.64
"379","2008-07-03",4.59
"380","2008-07-07",4.45
"381","2008-07-08",4.7
"382","2008-07-09",4.6
"383","2008-07-10",4.48
"384","2008-07-11",4.39
"385","2008-07-14",4.41
"386","2008-07-15",4.32
"387","2008-07-16",4.51
"388","2008-07-17",4.92
"389","2008-07-18",5.13
"390","2008-07-21",5.18
"391","2008-07-22",5.09
"392","2008-07-23",5.13
"393","2008-07-24",5.13
"394","2008-07-25",5.11
"395","2008-07-28",5.09
"396","2008-07-29",4.57
"397","2008-07-30",4.81
"398","2008-07-31",5.07
"399","2008-08-01",4.78
"400","2008-08-04",4.29
"401","2008-08-05",4.38
"402","2008-08-06",4.37
"403","2008-08-07",4.05
"404","2008-08-08",4.45
"405","2008-08-11",4.58
"406","2008-08-12",4.5
"407","2008-08-13",4.59
"408","2008-08-14",4.69
"409","2008-08-15",4.71
"410","2008-08-18",4.72
"411","2008-08-19",4.59
"412","2008-08-20",4.52
"413","2008-08-21",4.53
"414","2008-08-22",4.5
"415","2008-08-25",4.52
"416","2008-08-26",4.5
"417","2008-08-27",4.38
"418","2008-08-28",4.44
"419","2008-08-29",4.46
"420","2008-09-02",4.43
"421","2008-09-03",4.47
"422","2008-09-04",4.41
"423","2008-09-05",4.3
"424","2008-09-08",4.2
"425","2008-09-09",3.85
"426","2008-09-10",3.86
"427","2008-09-11",3.46
"428","2008-09-12",3.6
"429","2008-09-15",3.61
"430","2008-09-16",3.84
"431","2008-09-17",3.74
"432","2008-09-18",4.28
"433","2008-09-19",4.65
"434","2008-09-22",4.61
"435","2008-09-23",5.02
"436","2008-09-24",4.54
"437","2008-09-25",4.23
"438","2008-09-26",4.21
"439","2008-09-29",4.2
"440","2008-09-30",4.13
"441","2008-10-01",4.19
"442","2008-10-02",4.13
"443","2008-10-03",3.99
"444","2008-10-06",3.58
"445","2008-10-07",3.25
"446","2008-10-08",3.17
"447","2008-10-09",3.13
"448","2008-10-10",2.33
"449","2008-10-13",2.68
"450","2008-10-14",2.8
"451","2008-10-15",2.47
"452","2008-10-16",2.19
"453","2008-10-17",2.56
"454","2008-10-20",3
"455","2008-10-21",2.78
"456","2008-10-22",2.44
"457","2008-10-23",2.12
"458","2008-10-24",2.11
"459","2008-10-27",1.99
"460","2008-10-28",1.92
"461","2008-10-29",1.91
"462","2008-10-30",1.87
"463","2008-10-31",1.83
"464","2008-11-03",1.57
"465","2008-11-04",1.26
"466","2008-11-05",0.9
"467","2008-11-06",1.1
"468","2008-11-07",1.09
"469","2008-11-10",1.1
"470","2008-11-11",1.21
"471","2008-11-12",1.19
"472","2008-11-13",1.24
"473","2008-11-14",1.26
"474","2008-11-17",1.27
"475","2008-11-18",1.22
"476","2008-11-19",1.08
"477","2008-11-20",0.95
"478","2008-11-21",0.97
"479","2008-11-24",0.89
"480","2008-11-25",0.92
"481","2008-11-26",1.04
"482","2008-11-28",1.05
"483","2008-12-01",1.01
"484","2008-12-02",1.01
"485","2008-12-03",0.94
"486","2008-12-04",0.89
"487","2008-12-05",0.94
"488","2008-12-08",0.92
"489","2008-12-09",0.88
"490","2008-12-10",0.71
"491","2008-12-11",0.68
"492","2008-12-12",0.68
"493","2008-12-15",0.7
"494","2008-12-16",0.58
"495","2008-12-17",0.6
"496","2008-12-18",0.63
"497","2008-12-19",0.7
"498","2008-12-22",0.76
"499","2008-12-23",0.73
"500","2008-12-24",0.7
"501","2008-12-26",0.68
"502","2008-12-29",0.67
"503","2008-12-30",0.63
"504","2008-12-31",0.7
"505","2009-01-02",0.82
"506","2009-01-05",0.85
"507","2009-01-06",0.79
"508","2009-01-07",0.78
"509","2009-01-08",0.8
"510","2009-01-09",0.86
"511","2009-01-12",0.79
"512","2009-01-13",0.93
"513","2009-01-14",0.84
"514","2009-01-15",0.96
"515","2009-01-16",1.07
"516","2009-01-20",0.95
"517","2009-01-21",0.97
"518","2009-01-22",0.96
"519","2009-01-23",0.96
"520","2009-01-26",0.91
"521","2009-01-27",0.98
"522","2009-01-28",0.94
"523","2009-01-29",0.96
"524","2009-01-30",0.94
"525","2009-02-02",0.91
"526","2009-02-03",0.77
"527","2009-02-04",0.78
"528","2009-02-05",0.83
"529","2009-02-06",0.9
"530","2009-02-09",0.84
"531","2009-02-10",0.74
"532","2009-02-11",0.7
"533","2009-02-12",0.71
"534","2009-02-13",0.79
"535","2009-02-17",0.76
"536","2009-02-18",0.75
"537","2009-02-19",0.72
"538","2009-02-20",0.62
"539","2009-02-23",0.68
"540","2009-02-24",0.85
"541","2009-02-25",0.72
"542","2009-02-26",0.8
"543","2009-02-27",0.74
"544","2009-03-02",0.72
"545","2009-03-03",0.72
"546","2009-03-04",0.76
"547","2009-03-05",0.68
"548","2009-03-06",0.71
"549","2009-03-09",0.77
"550","2009-03-10",0.77
"551","2009-03-11",0.72
"552","2009-03-12",0.8
"553","2009-03-13",0.83
"554","2009-03-16",0.84
"555","2009-03-17",0.81
"556","2009-03-18",0.8
"557","2009-03-19",0.75
"558","2009-03-20",0.67
"559","2009-03-23",0.65
"560","2009-03-24",0.63
"561","2009-03-25",0.65
"562","2009-03-26",0.67
"563","2009-03-27",0.64
"564","2009-03-30",0.66
"565","2009-03-31",0.68
"566","2009-04-01",0.68
"567","2009-04-02",0.67
"568","2009-04-03",0.64
"569","2009-04-06",0.67
"570","2009-04-07",0.78
"571","2009-04-08",0.79
"572","2009-04-09",0.87
"573","2009-04-13",1.01
"574","2009-04-14",0.92
"575","2009-04-15",0.87
"576","2009-04-16",0.92
"577","2009-04-17",0.95
"578","2009-04-20",1.02
"579","2009-04-21",1.11
"580","2009-04-22",1.16
"581","2009-04-23",1.06
"582","2009-04-24",1.09
"583","2009-04-27",1.34
"584","2009-04-28",1.38
"585","2009-04-29",1.29
"586","2009-04-30",1.17
"587","2009-05-01",1.05
"588","2009-05-04",0.96
"589","2009-05-05",1.09
"590","2009-05-06",1.1
"591","2009-05-07",1.04
"592","2009-05-08",0.97
"593","2009-05-11",1.09
"594","2009-05-12",1.02
"595","2009-05-13",1.02
"596","2009-05-14",1.04
"597","2009-05-15",0.99
"598","2009-05-18",1.01
"599","2009-05-19",1.01
"600","2009-05-20",1.01
"601","2009-05-21",1.07
"602","2009-05-22",1.08
"603","2009-05-26",1.02
"604","2009-05-27",1.03
"605","2009-05-28",1.2
"606","2009-05-29",1.24
"607","2009-06-01",1.17
"608","2009-06-02",1.18
"609","2009-06-03",1.06
"610","2009-06-04",1.14
"611","2009-06-05",1.1
"612","2009-06-08",1.14
"613","2009-06-09",1.14
"614","2009-06-10",1.13
"615","2009-06-11",1.15
"616","2009-06-12",1.08
"617","2009-06-15",1.06
"618","2009-06-16",1.07
"619","2009-06-17",1.01
"620","2009-06-18",1.04
"621","2009-06-19",1.02
"622","2009-06-22",1.02
"623","2009-06-23",0.89
"624","2009-06-24",1.01
"625","2009-06-25",0.95
"626","2009-06-26",1.01
"627","2009-06-29",0.9
"628","2009-06-30",1.03
"629","2009-07-01",0.95
"630","2009-07-02",0.97
"631","2009-07-06",0.92
"632","2009-07-07",0.93
"633","2009-07-08",0.86
"634","2009-07-09",0.88
"635","2009-07-10",0.87
"636","2009-07-13",0.93
"637","2009-07-14",0.98
"638","2009-07-15",0.96
"639","2009-07-16",0.95
"640","2009-07-17",1.04
"641","2009-07-20",1.14
"642","2009-07-21",1.15
"643","2009-07-22",1.21
"644","2009-07-23",1.8
"645","2009-07-24",2.05
"646","2009-07-27",2.98
"647","2009-07-28",2.3
"648","2009-07-29",1.94
"649","2009-07-30",1.91
"650","2009-07-31",1.67
"651","2009-08-03",1.77
"652","2009-08-04",1.68
"653","2009-08-05",1.75
"654","2009-08-06",1.7
"655","2009-08-07",1.79
"656","2009-08-10",2.07
"657","2009-08-11",1.96
"658","2009-08-12",1.85
"659","2009-08-13",1.9
"660","2009-08-14",1.86
"661","2009-08-17",1.81
"662","2009-08-18",1.79
"663","2009-08-19",2.88
"664","2009-08-20",2.1
"665","2009-08-21",2.07
"666","2009-08-24",2.11
"667","2009-08-25",2.05
"668","2009-08-26",2.18
"669","2009-08-27",2.15
"670","2009-08-28",2.13
"671","2009-08-31",2.11
"672","2009-09-01",1.97
"673","2009-09-02",1.98
"674","2009-09-03",2.03
"675","2009-09-04",2.02
"676","2009-09-08",2.09
"677","2009-09-09",2.18
"678","2009-09-10",2.15
"679","2009-09-11",2.18
"680","2009-09-14",2.14
"681","2009-09-15",2.04
"682","2009-09-16",2.09
"683","2009-09-17",2.34
"684","2009-09-18",2.34
"685","2009-09-21",2.31
"686","2009-09-22",2.29
"687","2009-09-23",2.28
"688","2009-09-24",2.11
"689","2009-09-25",2.08
"690","2009-09-28",2.2
"691","2009-09-29",2.31
"692","2009-09-30",2.19
"693","2009-10-01",2.15
"694","2009-10-02",2.2
"695","2009-10-05",2.27
"696","2009-10-06",2.25
"697","2009-10-07",2.2
"698","2009-10-08",2.2
"699","2009-10-09",2.23
"700","2009-10-12",2.25
"701","2009-10-13",2.3
"702","2009-10-14",2.31
"703","2009-10-15",2.31
"704","2009-10-16",2.28
"705","2009-10-19",2.28
"706","2009-10-20",2.26
"707","2009-10-21",2.23
"708","2009-10-22",2.16
"709","2009-10-23",2.03
"710","2009-10-26",1.92
"711","2009-10-27",1.99
"712","2009-10-28",1.82
"713","2009-10-29",1.96
"714","2009-10-30",1.68
"715","2009-11-02",1.64
"716","2009-11-03",1.81
"717","2009-11-04",1.74
"718","2009-11-05",1.88
"719","2009-11-06",1.94
"720","2009-11-09",1.98
"721","2009-11-10",2.11
"722","2009-11-11",2.21
"723","2009-11-12",2.69
"724","2009-11-13",2.72
"725","2009-11-16",2.56
"726","2009-11-17",2.09
"727","2009-11-18",2.11
"728","2009-11-19",2.03
"729","2009-11-20",2
"730","2009-11-23",1.98
"731","2009-11-24",1.95
"732","2009-11-25",1.95
"733","2009-11-27",1.9
"734","2009-11-30",1.82
"735","2009-12-01",1.94
"736","2009-12-02",1.93
"737","2009-12-03",1.88
"738","2009-12-04",1.9
"739","2009-12-07",1.88
"740","2009-12-08",1.89
"741","2009-12-09",1.85
"742","2009-12-10",1.81
"743","2009-12-11",1.83
"744","2009-12-14",1.79
"745","2009-12-15",1.77
"746","2009-12-16",1.76
"747","2009-12-17",1.78
"748","2009-12-18",1.68
"749","2009-12-21",1.72
"750","2009-12-22",1.7
"751","2009-12-23",1.89
"752","2009-12-24",1.85
"753","2009-12-28",1.84
"754","2009-12-29",1.84
"755","2009-12-30",1.82
"756","2009-12-31",1.99
"757","2010-01-04",1.8
"758","2010-01-05",1.78
"759","2010-01-06",1.85
"760","2010-01-07",1.9
"761","2010-01-08",1.96
"762","2010-01-11",2.15
"763","2010-01-12",2.04
"764","2010-01-13",1.97
"765","2010-01-14",2.23
"766","2010-01-15",2.14
"767","2010-01-19",2.12
"768","2010-01-20",2.09
"769","2010-01-21",2.08
"770","2010-01-22",1.95
"771","2010-01-25",1.96
"772","2010-01-26",1.92
"773","2010-01-27",1.9
"774","2010-01-28",1.86
"775","2010-01-29",1.84
"776","2010-02-01",1.89
"777","2010-02-02",1.91
"778","2010-02-03",2.03
"779","2010-02-04",1.89
"780","2010-02-05",1.95
"781","2010-02-08",2.02
"782","2010-02-09",2.11
"783","2010-02-10",2.09
"784","2010-02-11",2.14
"785","2010-02-12",2.23
"786","2010-02-16",2.37
"787","2010-02-17",2.38
"788","2010-02-18",2.3
"789","2010-02-19",2.24
"790","2010-02-22",2.28
"791","2010-02-23",2.25
"792","2010-02-24",2.17
"793","2010-02-25",2.2
"794","2010-02-26",2.45
"795","2010-03-01",2.4
"796","2010-03-02",2.41
"797","2010-03-03",2.34
"798","2010-03-04",2.34
"799","2010-03-05",2.31
"800","2010-03-08",2.36
"801","2010-03-09",2.64
"802","2010-03-10",2.63
"803","2010-03-11",2.85
"804","2010-03-12",3.05
"805","2010-03-15",2.8
"806","2010-03-16",2.85
"807","2010-03-17",2.91
"808","2010-03-18",2.85
"809","2010-03-19",2.74
"810","2010-03-22",2.86
"811","2010-03-23",2.98
"812","2010-03-24",2.95
"813","2010-03-25",2.88
"814","2010-03-26",2.87
"815","2010-03-29",2.81
"816","2010-03-30",2.74
"817","2010-03-31",2.79
"818","2010-04-01",2.83
"819","2010-04-05",3.25
"820","2010-04-06",3.07
"821","2010-04-07",3.16
"822","2010-04-08",3.1
"823","2010-04-09",3.05
"824","2010-04-12",3.1
"825","2010-04-13",3.07
"826","2010-04-14",3.17
"827","2010-04-15",3.2
"828","2010-04-16",3.25
"829","2010-04-19",3.19
"830","2010-04-20",3.15
"831","2010-04-21",3.18
"832","2010-04-22",3.22
"833","2010-04-23",3.36
"834","2010-04-26",3.35
"835","2010-04-27",3.25
"836","2010-04-28",3.35
"837","2010-04-29",3.71
"838","2010-04-30",3.24
"839","2010-05-03",3
"840","2010-05-04",2.83
"841","2010-05-05",2.8
"842","2010-05-06",2.55
"843","2010-05-07",2.61
"844","2010-05-10",2.93
"845","2010-05-11",2.98
"846","2010-05-12",3.06
"847","2010-05-13",2.92
"848","2010-05-14",2.79
"849","2010-05-17",2.86
"850","2010-05-18",2.97
"851","2010-05-19",3.02
"852","2010-05-20",2.75
"853","2010-05-21",2.72
"854","2010-05-24",2.81
"855","2010-05-25",2.7
"856","2010-05-26",2.8
"857","2010-05-27",3.05
"858","2010-05-28",3.16
"859","2010-06-01",3.2
"860","2010-06-02",3.31
"861","2010-06-03",3.3
"862","2010-06-04",3.19
"863","2010-06-07",3.02
"864","2010-06-08",3.17
"865","2010-06-09",3.15
"866","2010-06-10",3.16
"867","2010-06-11",3.17
"868","2010-06-14",3.18
"869","2010-06-15",3.27
"870","2010-06-16",3.3
"871","2010-06-17",3.32
"872","2010-06-18",3.47
"873","2010-06-21",3.25
"874","2010-06-22",3.29
"875","2010-06-23",3.31
"876","2010-06-24",3.19
"877","2010-06-25",3.42
"878","2010-06-28",3.27
"879","2010-06-29",3.05
"880","2010-06-30",3.16
"881","2010-07-01",3
"882","2010-07-02",2.99
"883","2010-07-06",2.92
"884","2010-07-07",2.95
"885","2010-07-08",2.99
"886","2010-07-09",2.99
"887","2010-07-12",2.99
"888","2010-07-13",3.12
"889","2010-07-14",3.14
"890","2010-07-15",3.1
"891","2010-07-16",3.04
"892","2010-07-19",3
"893","2010-07-20",2.98
"894","2010-07-21",2.88
"895","2010-07-22",3.07
"896","2010-07-23",3.09
"897","2010-07-26",3.24
"898","2010-07-27",3.16
"899","2010-07-28",3.13
"900","2010-07-29",2.97
"901","2010-07-30",3.1
"902","2010-08-02",3.17
"903","2010-08-03",3.12
"904","2010-08-04",3.22
"905","2010-08-05",3.18
"906","2010-08-06",3.15
"907","2010-08-09",3.21
"908","2010-08-10",3.11
"909","2010-08-11",2.94
"910","2010-08-12",2.94
"911","2010-08-13",2.86
"912","2010-08-16",2.98
"913","2010-08-17",3.07
"914","2010-08-18",2.97
"915","2010-08-19",2.87
"916","2010-08-20",2.87
"917","2010-08-23",2.98
"918","2010-08-24",2.92
"919","2010-08-25",2.98
"920","2010-08-26",2.91
"921","2010-08-27",2.94
"922","2010-08-30",2.87
"923","2010-08-31",2.87
"924","2010-09-01",3
"925","2010-09-02",3.13
"926","2010-09-03",3.13
"927","2010-09-07",3.24
"928","2010-09-08",3.66
"929","2010-09-09",3.71
"930","2010-09-10",3.63
"931","2010-09-13",3.78
"932","2010-09-14",3.64
"933","2010-09-15",3.63
"934","2010-09-16",3.65
"935","2010-09-17",3.74
"936","2010-09-20",3.9
"937","2010-09-21",3.68
"938","2010-09-22",3.81
"939","2010-09-23",3.68
"940","2010-09-24",3.77
"941","2010-09-27",3.8
"942","2010-09-28",3.9
"943","2010-09-29",3.88
"944","2010-09-30",3.84
"945","2010-10-01",3.85
"946","2010-10-04",3.78
"947","2010-10-05",3.84
"948","2010-10-06",3.8
"949","2010-10-07",3.74
"950","2010-10-08",3.71
"951","2010-10-11",3.81
"952","2010-10-12",3.87
"953","2010-10-13",3.93
"954","2010-10-14",3.78
"955","2010-10-15",3.82
"956","2010-10-18",3.65
"957","2010-10-19",3.36
"958","2010-10-20",3.28
"959","2010-10-21",3.2
"960","2010-10-22",3.24
"961","2010-10-25",3.3
"962","2010-10-26",3.51
"963","2010-10-27",3.38
"964","2010-10-28",3.4
"965","2010-10-29",3.29
"966","2010-11-01",3.25
"967","2010-11-02",3.35
"968","2010-11-03",3.29
"969","2010-11-04",3.36
"970","2010-11-05",3.23
"971","2010-11-08",3.15
"972","2010-11-09",3.16
"973","2010-11-10",2.5
"974","2010-11-11",2.55
"975","2010-11-12",2.55
"976","2010-11-15",2.56
"977","2010-11-16",2.53
"978","2010-11-17",2.48
"979","2010-11-18",2.55
"980","2010-11-19",2.51
"981","2010-11-22",2.51
"982","2010-11-23",2.43
"983","2010-11-24",2.53
"984","2010-11-26",2.51
"985","2010-11-29",2.47
"986","2010-11-30",2.41
"987","2010-12-01",2.41
"988","2010-12-02",2.4
"989","2010-12-03",2.4
"990","2010-12-06",2.39
"991","2010-12-07",2.44
"992","2010-12-08",2.38
"993","2010-12-09",2.34
"994","2010-12-10",2.18
"995","2010-12-13",2.12
"996","2010-12-14",2.19
"997","2010-12-15",2.33
"998","2010-12-16",2.29
"999","2010-12-17",2.32
"1000","2010-12-20",2.38
