"","date","TXG"
"287","2020-10-29",140.740005
"288","2020-10-30",136.899994
"289","2020-11-02",136.050003
"290","2020-11-03",137.320007
"291","2020-11-04",141.800003
"292","2020-11-05",148.589996
"293","2020-11-06",147.699997
"294","2020-11-09",134.160004
"295","2020-11-10",129
"296","2020-11-11",136.619995
"297","2020-11-12",139.970001
"298","2020-11-13",138.550003
"299","2020-11-16",135.25
"300","2020-11-17",135.669998
"301","2020-11-18",139.899994
"302","2020-11-19",137.770004
"303","2020-11-20",139.720001
"304","2020-11-23",137.539993
"305","2020-11-24",136.149994
"306","2020-11-25",140.839996
"307","2020-11-27",150.669998
