"","date","RIBT"
"161","2007-08-22",348
"162","2007-08-23",350
"163","2007-08-24",350
"164","2007-08-27",350
"165","2007-08-28",340
"166","2007-08-29",340
"167","2007-08-30",338
"168","2007-08-31",312
"169","2007-09-04",274
"170","2007-09-05",272
"171","2007-09-06",306
"172","2007-09-07",312
"173","2007-09-10",300
"174","2007-09-11",272
"175","2007-09-12",280
"176","2007-09-13",288
"177","2007-09-14",284
"178","2007-09-17",280
"179","2007-09-18",284
"180","2007-09-19",320
"181","2007-09-20",286
"182","2007-09-21",282
"183","2007-09-24",268
"184","2007-09-25",282
"185","2007-09-26",298
"186","2007-09-27",310
"187","2007-09-28",308
"188","2007-10-01",304
"189","2007-10-02",306
"190","2007-10-03",314
"191","2007-10-04",342
"192","2007-10-05",352
"193","2007-10-08",340
"194","2007-10-09",338
"195","2007-10-10",340
"196","2007-10-11",332
"197","2007-10-12",328
"198","2007-10-15",338
"199","2007-10-16",320
"200","2007-10-17",308
"201","2007-10-18",292
"202","2007-10-19",280
"203","2007-10-22",270
"204","2007-10-23",280
"205","2007-10-24",260
"206","2007-10-25",240
"207","2007-10-26",240
"208","2007-10-29",238
"209","2007-10-30",240
"210","2007-10-31",242
"211","2007-11-01",232
"212","2007-11-02",234
"213","2007-11-05",236
"214","2007-11-06",240
"215","2007-11-07",236
"216","2007-11-08",240
"217","2007-11-09",242
"218","2007-11-12",234
"219","2007-11-13",244
"220","2007-11-14",242
"221","2007-11-15",160
"222","2007-11-16",186
"223","2007-11-19",174
"224","2007-11-20",174
"225","2007-11-21",174
"226","2007-11-23",182
"227","2007-11-26",184
"228","2007-11-27",174
"229","2007-11-28",166
"230","2007-11-29",162
"231","2007-11-30",170
"232","2007-12-03",162
"233","2007-12-04",162
"234","2007-12-05",158
"235","2007-12-06",156
"236","2007-12-07",150
"237","2007-12-10",152
"238","2007-12-11",152
"239","2007-12-12",164
"240","2007-12-13",178
"241","2007-12-14",190
"242","2007-12-17",180
"243","2007-12-18",184
"244","2007-12-19",206
"245","2007-12-20",240
"246","2007-12-21",274
"247","2007-12-24",250
"248","2007-12-26",244
"249","2007-12-27",250
"250","2007-12-28",266
"251","2007-12-31",280
"252","2008-01-02",272
"253","2008-01-03",290
"254","2008-01-04",312
"255","2008-01-07",270
"256","2008-01-08",278
"257","2008-01-09",306
"258","2008-01-10",298
"259","2008-01-11",292
"260","2008-01-14",290
"261","2008-01-15",258
"262","2008-01-16",256
"263","2008-01-17",232
"264","2008-01-18",222
"265","2008-01-22",218
"266","2008-01-23",216
"267","2008-01-24",258
"268","2008-01-25",274
"269","2008-01-28",298
"270","2008-01-29",280
"271","2008-01-30",260
"272","2008-01-31",274
"273","2008-02-01",280
"274","2008-02-04",294
"275","2008-02-05",276
"276","2008-02-06",282
"277","2008-02-07",274
"278","2008-02-08",280
"279","2008-02-11",278
"280","2008-02-12",268
"281","2008-02-13",268
"282","2008-02-14",268
"283","2008-02-15",272
"284","2008-02-19",256
"285","2008-02-20",270
"286","2008-02-21",256
"287","2008-02-22",250
"288","2008-02-25",232
"289","2008-02-26",242
"290","2008-02-27",236
"291","2008-02-28",234
"292","2008-02-29",224
"293","2008-03-03",222
"294","2008-03-04",230
"295","2008-03-05",238
"296","2008-03-06",240
"297","2008-03-07",232
"298","2008-03-10",216
"299","2008-03-11",222
"300","2008-03-12",218
"301","2008-03-13",234
"302","2008-03-14",236
"303","2008-03-17",224
"304","2008-03-18",194
"305","2008-03-19",196
"306","2008-03-20",196
"307","2008-03-24",186
"308","2008-03-25",178
"309","2008-03-26",184
"310","2008-03-27",182
"311","2008-03-28",178
"312","2008-03-31",194
"313","2008-04-01",188
"314","2008-04-02",190
"315","2008-04-03",182
"316","2008-04-04",182
"317","2008-04-07",178
"318","2008-04-08",182
"319","2008-04-09",176
"320","2008-04-10",168
"321","2008-04-11",168
"322","2008-04-14",176
"323","2008-04-15",192
"324","2008-04-16",204
"325","2008-04-17",196
"326","2008-04-18",200
"327","2008-04-21",202
"328","2008-04-22",204
"329","2008-04-23",208
"330","2008-04-24",226
"331","2008-04-25",176
"332","2008-04-28",180
"333","2008-04-29",172
"334","2008-04-30",176
"335","2008-05-01",174
"336","2008-05-02",166
"337","2008-05-05",176
"338","2008-05-06",172
"339","2008-05-07",168
"340","2008-05-08",170
"341","2008-05-09",168
"342","2008-05-12",166
"343","2008-05-13",152
"344","2008-05-14",160
"345","2008-05-15",160
"346","2008-05-16",152
"347","2008-05-19",156
"348","2008-05-20",152
"349","2008-05-21",148
"350","2008-05-22",152
"351","2008-05-23",152
"352","2008-05-27",154
"353","2008-05-28",148
"354","2008-05-29",146
"355","2008-05-30",146
"356","2008-06-02",150
"357","2008-06-03",152
"358","2008-06-04",148
"359","2008-06-05",152
"360","2008-06-06",152
"361","2008-06-09",150
"362","2008-06-10",152
"363","2008-06-11",150
"364","2008-06-12",140
"365","2008-06-13",142
"366","2008-06-16",142
"367","2008-06-17",150
"368","2008-06-18",144
"369","2008-06-19",146
"370","2008-06-20",144
"371","2008-06-23",138
"372","2008-06-24",138
"373","2008-06-25",138
"374","2008-06-26",152
"375","2008-06-27",150
"376","2008-06-30",146
"377","2008-07-01",138
"378","2008-07-02",132
"379","2008-07-03",118
"380","2008-07-07",120
"381","2008-07-08",118
"382","2008-07-09",116
"383","2008-07-10",108
"384","2008-07-11",100
"385","2008-07-14",110
"386","2008-07-15",104
"387","2008-07-16",106
"388","2008-07-17",110
"389","2008-07-18",108
"390","2008-07-21",110
"391","2008-07-22",94
"392","2008-07-23",96
"393","2008-07-24",92
"394","2008-07-25",92
"395","2008-07-28",90
"396","2008-07-29",78
"397","2008-07-30",80
"398","2008-07-31",84
"399","2008-08-01",94
"400","2008-08-04",140
"401","2008-08-05",128
"402","2008-08-06",138
"403","2008-08-07",136
"404","2008-08-08",122
"405","2008-08-11",136
"406","2008-08-12",104
"407","2008-08-13",106
"408","2008-08-14",112
"409","2008-08-15",114
"410","2008-08-18",120
"411","2008-08-19",128
"412","2008-08-20",126
"413","2008-08-21",120
"414","2008-08-22",124
"415","2008-08-25",122
"416","2008-08-26",120
"417","2008-08-27",118
"418","2008-08-28",134
"419","2008-08-29",134
"420","2008-09-02",136
"421","2008-09-03",128
"422","2008-09-04",120
"423","2008-09-05",116
"424","2008-09-08",118
"425","2008-09-09",104
"426","2008-09-10",100
"427","2008-09-11",98
"428","2008-09-12",98
"429","2008-09-15",92
"430","2008-09-16",92
"431","2008-09-17",94
"432","2008-09-18",88
"433","2008-09-19",90
"434","2008-09-22",90
"435","2008-09-23",88
"436","2008-09-24",108
"437","2008-09-25",110
"438","2008-09-26",120
"439","2008-09-29",100
"440","2008-09-30",104
"441","2008-10-01",100
"442","2008-10-02",92
"443","2008-10-03",88
"444","2008-10-06",82
"445","2008-10-07",80
"446","2008-10-08",80
"447","2008-10-09",80
"448","2008-10-10",76
"449","2008-10-13",88
"450","2008-10-14",104
"451","2008-10-15",96
"452","2008-10-16",94
"453","2008-10-17",100
"454","2008-10-20",96
"455","2008-10-21",90
"456","2008-10-22",82
"457","2008-10-23",78
"458","2008-10-24",74
"459","2008-10-27",72
"460","2008-10-28",74
"461","2008-10-29",80
"462","2008-10-30",76
"463","2008-10-31",80
"464","2008-11-03",82
"465","2008-11-04",82
"466","2008-11-05",82
"467","2008-11-06",88
"468","2008-11-07",92
"469","2008-11-10",92
"470","2008-11-11",84
"471","2008-11-12",82
"472","2008-11-13",84
"473","2008-11-14",84
"474","2008-11-17",80
"475","2008-11-18",84
"476","2008-11-19",74
"477","2008-11-20",70
"478","2008-11-21",62
"479","2008-11-24",72
"480","2008-11-25",68
"481","2008-11-26",74
"482","2008-11-28",78
"483","2008-12-01",74
"484","2008-12-02",72
"485","2008-12-03",68
"486","2008-12-04",68
"487","2008-12-05",64
"488","2008-12-08",68
"489","2008-12-09",68
"490","2008-12-10",70
"491","2008-12-11",72
"492","2008-12-12",72
"493","2008-12-15",68
"494","2008-12-16",68
"495","2008-12-17",70
"496","2008-12-18",88
"497","2008-12-19",88
"498","2008-12-22",78
"499","2008-12-23",74
"500","2008-12-24",76
"501","2008-12-26",72
"502","2008-12-29",76
"503","2008-12-30",78
"504","2008-12-31",80
"505","2009-01-02",90
"506","2009-01-05",88
"507","2009-01-06",90
"508","2009-01-07",88
"509","2009-01-08",90
"510","2009-01-09",86
"511","2009-01-12",86
"512","2009-01-13",88
"513","2009-01-14",86
"514","2009-01-15",84
"515","2009-01-16",94
"516","2009-01-20",100
"517","2009-01-21",100
"518","2009-01-22",94
"519","2009-01-23",90
"520","2009-01-26",86
"521","2009-01-27",84
"522","2009-01-28",82
"523","2009-01-29",82
"524","2009-01-30",86
"525","2009-02-02",86
"526","2009-02-03",82
"527","2009-02-04",82
"528","2009-02-05",82
"529","2009-02-06",82
"530","2009-02-09",78
"531","2009-02-10",76
"532","2009-02-11",80
"533","2009-02-12",84
"534","2009-02-13",82
"535","2009-02-17",76
"536","2009-02-18",74
"537","2009-02-19",72
"538","2009-02-20",70
"539","2009-02-23",58
"540","2009-02-24",50
"541","2009-02-25",48
"542","2009-02-26",50
"543","2009-02-27",48
"544","2009-03-02",42
"545","2009-03-03",42
"546","2009-03-04",40
"547","2009-03-05",44
"548","2009-03-06",42
"549","2009-03-09",38
"550","2009-03-10",52
"551","2009-03-11",48
"552","2009-03-12",44
"553","2009-03-13",50
"554","2009-03-16",46
"555","2009-03-17",46
"556","2009-03-18",44
"557","2009-03-19",44
"558","2009-03-20",42
"559","2009-03-23",44
"560","2009-03-24",42
"561","2009-03-25",42
"562","2009-03-26",42
"563","2009-03-27",40
"564","2009-03-30",38
"565","2009-03-31",48
"566","2009-04-01",40
"567","2009-04-02",40
"568","2009-04-03",40
"569","2009-04-06",38
"570","2009-04-07",38
"571","2009-04-08",40
"572","2009-04-09",38
"573","2009-04-13",38
"574","2009-04-14",40
"575","2009-04-15",46
"576","2009-04-16",48
"577","2009-04-17",40
"578","2009-04-20",40
"579","2009-04-21",40
"580","2009-04-22",40
"581","2009-04-23",40
"582","2009-04-24",44
"583","2009-04-27",40
"584","2009-04-28",42
"585","2009-04-29",44
"586","2009-04-30",42
"587","2009-05-01",42
"588","2009-05-04",44
"589","2009-05-05",40
"590","2009-05-06",38
"591","2009-05-07",36
"592","2009-05-08",38
"593","2009-05-11",38
"594","2009-05-12",36
"595","2009-05-13",36
"596","2009-05-14",36
"597","2009-05-15",38
"598","2009-05-18",34
"599","2009-05-19",34
"600","2009-05-20",36
"601","2009-05-21",34
"602","2009-05-22",34
"603","2009-05-26",32
"604","2009-05-27",32
"605","2009-05-28",40
"606","2009-05-29",50
"607","2009-06-01",50
"608","2009-06-02",42
"609","2009-06-03",40
"610","2009-06-04",40
"611","2009-06-05",52
"612","2009-06-08",52
"613","2009-06-09",56
"614","2009-06-10",76
"615","2009-06-11",72
"616","2009-06-12",66
"617","2009-06-15",60
"618","2009-06-16",68
"619","2009-06-17",60
"620","2009-06-18",56
"621","2009-06-19",52
"622","2009-06-22",48
"623","2009-06-23",46
"624","2009-06-24",48
"625","2009-06-25",48
"626","2009-06-26",46
"627","2009-06-29",44
"628","2009-06-30",42
"629","2009-07-01",42
"630","2009-07-02",40
"631","2009-07-06",40
"632","2009-07-07",46
"633","2009-07-08",50
"634","2009-07-09",46
"635","2009-07-10",42
"636","2009-07-13",40
"637","2009-07-14",40
"638","2009-07-15",40
"639","2009-07-16",34
"640","2009-07-17",36
"641","2009-07-20",48
"642","2009-07-21",52
"643","2009-07-22",44
"644","2009-07-23",42
"645","2009-07-24",40
"646","2009-07-27",38
"647","2009-07-28",38
"648","2009-07-29",40
"649","2009-07-30",38
"650","2009-07-31",36
"651","2009-08-03",42
"652","2009-08-04",44
"653","2009-08-05",46
"654","2009-08-06",48
"655","2009-08-07",44
"656","2009-08-10",42
"657","2009-08-11",38
"658","2009-08-12",38
"659","2009-08-13",40
"660","2009-08-14",44
"661","2009-08-17",42
"662","2009-08-18",38
"663","2009-08-19",40
"664","2009-08-20",42
"665","2009-08-21",44
"666","2009-08-24",42
"667","2009-08-25",40
"668","2009-08-26",40
"669","2009-08-27",40
"670","2009-08-28",38
"671","2009-08-31",38
"672","2009-09-01",36
"673","2009-09-02",34
"674","2009-09-03",36
"675","2009-09-04",34
"676","2009-09-08",34
"677","2009-09-09",34
"678","2009-09-10",34
"679","2009-09-11",34
"680","2009-09-14",34
"681","2009-09-15",36
"682","2009-09-16",40
"683","2009-09-17",38
"684","2009-09-18",38
"685","2009-09-21",38
"686","2009-09-22",38
"687","2009-09-23",38
"688","2009-09-24",34
"689","2009-09-25",34
"690","2009-09-28",34
"691","2009-09-29",34
"692","2009-09-30",34
"693","2009-10-01",34
"694","2009-10-02",34
"695","2009-10-05",36
"696","2009-10-06",34
"697","2009-10-07",34
"698","2009-10-08",34
"699","2009-10-09",32
"700","2009-10-12",34
"701","2009-10-13",34
"702","2009-10-14",34
"703","2009-10-15",34
"704","2009-10-16",34
"705","2009-10-19",32
"706","2009-10-20",32
"707","2009-10-21",36
"708","2009-10-22",30
"709","2009-10-23",26
"710","2009-10-26",22
"711","2009-10-27",26
"712","2009-10-28",22
"713","2009-10-29",26
"714","2009-10-30",24
"715","2009-11-02",24
"716","2009-11-03",24
"717","2009-11-04",28
"718","2009-11-05",24
"719","2009-11-06",26
"720","2009-11-09",10
"721","2009-11-10",10
"722","2009-11-11",22
"723","2009-11-12",18
"724","2009-11-13",18
"725","2009-11-16",18
"726","2009-11-17",16
"727","2009-11-18",16
"728","2009-11-19",16
"729","2009-11-20",16
"730","2009-11-23",16
"731","2009-11-24",18
"732","2009-11-25",18
"733","2009-11-27",18
"734","2009-11-30",16
"735","2009-12-01",14
"736","2009-12-02",14
"737","2009-12-03",16
"738","2009-12-04",14
"739","2009-12-07",14
"740","2009-12-08",14
"741","2009-12-09",14
"742","2009-12-10",12
"743","2009-12-11",14
"744","2009-12-14",12
"745","2009-12-15",12
"746","2009-12-16",12
"747","2009-12-17",14
"748","2009-12-18",14
"749","2009-12-21",12
"750","2009-12-22",12
"751","2009-12-23",12
"752","2009-12-24",14
"753","2009-12-28",12
"754","2009-12-29",12
"755","2009-12-30",12
"756","2009-12-31",16
"757","2010-01-04",14
"758","2010-01-05",14
"759","2010-01-06",14
"760","2010-01-07",14
"761","2010-01-08",16
"762","2010-01-11",16
"763","2010-01-12",20
"764","2010-01-13",20
"765","2010-01-14",18
"766","2010-01-15",18
"767","2010-01-19",20
"768","2010-01-20",18
"769","2010-01-21",18
"770","2010-01-22",18
"771","2010-01-25",22
"772","2010-01-26",20
"773","2010-01-27",22
"774","2010-01-28",20
"775","2010-01-29",20
"776","2010-02-01",20
"777","2010-02-02",20
"778","2010-02-03",20
"779","2010-02-04",20
"780","2010-02-05",20
"781","2010-02-08",20
"782","2010-02-09",20
"783","2010-02-10",18
"784","2010-02-11",18
"785","2010-02-12",18
"786","2010-02-16",18
"787","2010-02-17",18
"788","2010-02-18",18
"789","2010-02-19",18
"790","2010-02-22",18
"791","2010-02-23",16
"792","2010-02-24",18
"793","2010-02-25",18
"794","2010-02-26",20
"795","2010-03-01",20
"796","2010-03-02",18
"797","2010-03-03",18
"798","2010-03-04",18
"799","2010-03-05",20
"800","2010-03-08",18
"801","2010-03-09",18
"802","2010-03-10",18
"803","2010-03-11",18
"804","2010-03-12",18
"805","2010-03-15",16
"806","2010-03-16",16
"807","2010-03-17",16
"808","2010-03-18",16
"809","2010-03-19",16
"810","2010-03-22",18
"811","2010-03-23",16
"812","2010-03-24",16
"813","2010-03-25",16
"814","2010-03-26",16
"815","2010-03-29",16
"816","2010-03-30",16
"817","2010-03-31",16
"818","2010-04-01",16
"819","2010-04-05",14
"820","2010-04-06",14
"821","2010-04-07",14
"822","2010-04-08",14
"823","2010-04-09",14
"824","2010-04-12",14
"825","2010-04-13",14
"826","2010-04-14",14
"827","2010-04-15",14
"828","2010-04-16",14
"829","2010-04-19",14
"830","2010-04-20",14
"831","2010-04-21",14
"832","2010-04-22",14
"833","2010-04-23",14
"834","2010-04-26",14
"835","2010-04-27",14
"836","2010-04-28",14
"837","2010-04-29",14
"838","2010-04-30",16
"839","2010-05-03",14
"840","2010-05-04",14
"841","2010-05-05",16
"842","2010-05-06",18
"843","2010-05-07",16
"844","2010-05-10",16
"845","2010-05-11",18
"846","2010-05-12",18
"847","2010-05-13",16
"848","2010-05-14",18
"849","2010-05-17",16
"850","2010-05-18",18
"851","2010-05-19",20
"852","2010-05-20",24
"853","2010-05-21",26
"854","2010-05-24",28
"855","2010-05-25",26
"856","2010-05-26",26
"857","2010-05-27",26
"858","2010-05-28",26
"859","2010-06-01",26
"860","2010-06-02",28
"861","2010-06-03",28
"862","2010-06-04",28
"863","2010-06-07",30
"864","2010-06-08",30
"865","2010-06-09",30
"866","2010-06-10",30
"867","2010-06-11",30
"868","2010-06-14",30
"869","2010-06-15",28
"870","2010-06-16",26
"871","2010-06-17",28
"872","2010-06-18",28
"873","2010-06-21",28
"874","2010-06-22",26
"875","2010-06-23",26
"876","2010-06-24",26
"877","2010-06-25",26
"878","2010-06-28",26
"879","2010-06-29",26
"880","2010-06-30",26
"881","2010-07-01",26
"882","2010-07-02",26
"883","2010-07-06",26
"884","2010-07-07",24
"885","2010-07-08",24
"886","2010-07-09",24
"887","2010-07-12",22
"888","2010-07-13",22
"889","2010-07-14",22
"890","2010-07-15",22
"891","2010-07-16",22
"892","2010-07-19",20
"893","2010-07-20",20
"894","2010-07-21",18
"895","2010-07-22",18
"896","2010-07-23",20
"897","2010-07-26",20
"898","2010-07-27",16
"899","2010-07-28",18
"900","2010-07-29",18
"901","2010-07-30",18
"902","2010-08-02",18
"903","2010-08-03",18
"904","2010-08-04",16
"905","2010-08-05",18
"906","2010-08-06",18
"907","2010-08-09",18
"908","2010-08-10",16
"909","2010-08-11",16
"910","2010-08-12",16
"911","2010-08-13",16
"912","2010-08-16",16
"913","2010-08-17",16
"914","2010-08-18",18
"915","2010-08-19",18
"916","2010-08-20",20
"917","2010-08-23",20
"918","2010-08-24",18
"919","2010-08-25",18
"920","2010-08-26",18
"921","2010-08-27",18
"922","2010-08-30",18
"923","2010-08-31",18
"924","2010-09-01",18
"925","2010-09-02",18
"926","2010-09-03",18
"927","2010-09-07",18
"928","2010-09-08",18
"929","2010-09-09",18
"930","2010-09-10",18
"931","2010-09-13",18
"932","2010-09-14",18
"933","2010-09-15",18
"934","2010-09-16",18
"935","2010-09-17",24
"936","2010-09-20",22
"937","2010-09-21",26
"938","2010-09-22",26
"939","2010-09-23",26
"940","2010-09-24",24
"941","2010-09-27",24
"942","2010-09-28",26
"943","2010-09-29",24
"944","2010-09-30",26
"945","2010-10-01",24
"946","2010-10-04",24
"947","2010-10-05",26
"948","2010-10-06",26
"949","2010-10-07",24
"950","2010-10-08",26
"951","2010-10-11",26
"952","2010-10-12",26
"953","2010-10-13",26
"954","2010-10-14",24
"955","2010-10-15",26
"956","2010-10-18",26
"957","2010-10-19",24
"958","2010-10-20",26
"959","2010-10-21",26
"960","2010-10-22",26
"961","2010-10-25",26
"962","2010-10-26",26
"963","2010-10-27",26
"964","2010-10-28",30
"965","2010-10-29",32
"966","2010-11-01",32
"967","2010-11-02",38
"968","2010-11-03",46
"969","2010-11-04",42
"970","2010-11-05",46
"971","2010-11-08",48
"972","2010-11-09",48
"973","2010-11-10",46
"974","2010-11-11",44
"975","2010-11-12",42
"976","2010-11-15",42
"977","2010-11-16",42
"978","2010-11-17",40
"979","2010-11-18",40
"980","2010-11-19",40
"981","2010-11-22",44
"982","2010-11-23",42
"983","2010-11-24",40
"984","2010-11-26",42
"985","2010-11-29",42
"986","2010-11-30",40
"987","2010-12-01",42
"988","2010-12-02",40
"989","2010-12-03",44
"990","2010-12-06",44
"991","2010-12-07",42
"992","2010-12-08",40
"993","2010-12-09",36
"994","2010-12-10",38
"995","2010-12-13",38
"996","2010-12-14",40
"997","2010-12-15",40
"998","2010-12-16",38
"999","2010-12-17",36
"1000","2010-12-20",38
"1001","2010-12-21",36
"1002","2010-12-22",36
"1003","2010-12-23",36
"1004","2010-12-27",34
"1005","2010-12-28",34
"1006","2010-12-29",34
"1007","2010-12-30",34
"1008","2010-12-31",36
"1009","2011-01-03",36
"1010","2011-01-04",36
"1011","2011-01-05",38
"1012","2011-01-06",46
"1013","2011-01-07",50
"1014","2011-01-10",48
"1015","2011-01-11",50
"1016","2011-01-12",50
"1017","2011-01-13",50
"1018","2011-01-14",52
"1019","2011-01-18",56
"1020","2011-01-19",56
"1021","2011-01-20",60
"1022","2011-01-21",60
"1023","2011-01-24",62
"1024","2011-01-25",60
"1025","2011-01-26",60
"1026","2011-01-27",58
"1027","2011-01-28",60
"1028","2011-01-31",60
"1029","2011-02-01",58
"1030","2011-02-02",56
"1031","2011-02-03",56
"1032","2011-02-04",58
"1033","2011-02-07",60
"1034","2011-02-08",60
"1035","2011-02-09",60
"1036","2011-02-10",60
"1037","2011-02-11",66
"1038","2011-02-14",64
"1039","2011-02-15",64
"1040","2011-02-16",64
"1041","2011-02-17",74
"1042","2011-02-18",76
"1043","2011-02-22",74
"1044","2011-02-23",74
"1045","2011-02-24",74
"1046","2011-02-25",72
"1047","2011-02-28",74
"1048","2011-03-01",72
"1049","2011-03-02",74
"1050","2011-03-03",70
"1051","2011-03-04",70
"1052","2011-03-07",66
"1053","2011-03-08",66
"1054","2011-03-09",66
"1055","2011-03-10",62
"1056","2011-03-11",62
"1057","2011-03-14",62
"1058","2011-03-15",62
"1059","2011-03-16",58
"1060","2011-03-17",66
"1061","2011-03-18",68
"1062","2011-03-21",64
"1063","2011-03-22",66
"1064","2011-03-23",66
"1065","2011-03-24",66
"1066","2011-03-25",70
"1067","2011-03-28",68
"1068","2011-03-29",68
"1069","2011-03-30",72
"1070","2011-03-31",74
"1071","2011-04-01",62
"1072","2011-04-04",62
"1073","2011-04-05",48
"1074","2011-04-06",48
"1075","2011-04-07",48
"1076","2011-04-08",50
"1077","2011-04-11",50
"1078","2011-04-12",48
"1079","2011-04-13",50
"1080","2011-04-14",48
"1081","2011-04-15",48
"1082","2011-04-18",48
"1083","2011-04-19",42
"1084","2011-04-20",42
"1085","2011-04-21",38
"1086","2011-04-25",36
"1087","2011-04-26",42
"1088","2011-04-27",40
"1089","2011-04-28",40
"1090","2011-04-29",38
"1091","2011-05-02",40
"1092","2011-05-03",40
"1093","2011-05-04",42
"1094","2011-05-05",42
"1095","2011-05-06",44
"1096","2011-05-09",52
"1097","2011-05-10",48
"1098","2011-05-11",46
"1099","2011-05-12",42
"1100","2011-05-13",40
"1101","2011-05-16",40
"1102","2011-05-17",40
"1103","2011-05-18",42
"1104","2011-05-19",42
"1105","2011-05-20",44
"1106","2011-05-23",44
"1107","2011-05-24",44
"1108","2011-05-25",44
"1109","2011-05-26",42
"1110","2011-05-27",44
"1111","2011-05-31",44
"1112","2011-06-01",40
"1113","2011-06-02",42
"1114","2011-06-03",42
"1115","2011-06-06",38
"1116","2011-06-07",36
"1117","2011-06-08",36
"1118","2011-06-09",36
"1119","2011-06-10",38
"1120","2011-06-13",36
"1121","2011-06-14",38
"1122","2011-06-15",38
"1123","2011-06-16",38
"1124","2011-06-17",38
"1125","2011-06-20",36
"1126","2011-06-21",36
"1127","2011-06-22",32
"1128","2011-06-23",34
"1129","2011-06-24",36
"1130","2011-06-27",38
"1131","2011-06-28",36
"1132","2011-06-29",36
"1133","2011-06-30",34
"1134","2011-07-01",36
"1135","2011-07-05",38
"1136","2011-07-06",38
"1137","2011-07-07",36
"1138","2011-07-08",36
"1139","2011-07-11",36
"1140","2011-07-12",36
"1141","2011-07-13",36
"1142","2011-07-14",36
"1143","2011-07-15",34
"1144","2011-07-18",36
"1145","2011-07-19",36
"1146","2011-07-20",34
"1147","2011-07-21",34
"1148","2011-07-22",36
"1149","2011-07-25",34
"1150","2011-07-26",34
"1151","2011-07-27",32
"1152","2011-07-28",32
