"","date","SOLY"
"136","2019-08-30",11.96
"137","2019-09-03",12.2
"138","2019-09-04",12.51
"139","2019-09-05",13.11
"140","2019-09-06",13.13
"141","2019-09-09",13.26
"142","2019-09-10",13.82
"143","2019-09-11",13.3
"144","2019-09-12",13.09
"145","2019-09-13",13.26
"146","2019-09-16",14.18
"147","2019-09-17",13.94
"148","2019-09-18",13.93
"149","2019-09-19",13.61
"150","2019-09-20",13.33
"151","2019-09-23",12.23
"152","2019-09-24",12.08
"153","2019-09-25",12.06
"154","2019-09-26",11.28
"155","2019-09-27",10.97
"156","2019-09-30",10.69
"157","2019-10-01",10.78
"158","2019-10-02",10.55
"159","2019-10-03",11.37
"160","2019-10-04",11.19
"161","2019-10-07",10.99
"162","2019-10-08",11.44
"163","2019-10-09",12.88
"164","2019-10-10",13.74
"165","2019-10-11",12.8
"166","2019-10-14",12.55
"167","2019-10-15",12.86
"168","2019-10-16",13.13
"169","2019-10-17",13.12
"170","2019-10-18",13.2
"171","2019-10-21",14.42
"172","2019-10-22",14.77
"173","2019-10-23",13.78
"174","2019-10-24",13.62
"175","2019-10-25",12.51
"176","2019-10-28",11.32
"177","2019-10-29",11.95
"178","2019-10-30",11.61
"179","2019-10-31",11.12
"180","2019-11-01",11.17
"181","2019-11-04",10.87
"182","2019-11-05",10.78
"183","2019-11-06",10.65
"184","2019-11-07",10.06
"185","2019-11-08",10.59
"186","2019-11-11",10.17
"187","2019-11-12",10.64
"188","2019-11-13",10.5
"189","2019-11-14",10.48
"190","2019-11-15",10.85
"191","2019-11-18",11.08
"192","2019-11-19",10.8
"193","2019-11-20",10.8
"194","2019-11-21",10.81
"195","2019-11-22",10.71
"196","2019-11-25",11.54
"197","2019-11-26",11.61
"198","2019-11-27",11.39
"199","2019-11-29",11.36
"200","2019-12-02",11.06
"201","2019-12-03",10.7
"202","2019-12-04",10.63
"203","2019-12-05",11.21
"204","2019-12-06",10.89
"205","2019-12-09",10.71
"206","2019-12-10",10.58
"207","2019-12-11",10.46
"208","2019-12-12",10.32
"209","2019-12-13",10.32
"210","2019-12-16",10.91
"211","2019-12-17",11.14
"212","2019-12-18",10.79
"213","2019-12-19",10.75
"214","2019-12-20",10.93
"215","2019-12-23",11.75
"216","2019-12-24",12.32
"217","2019-12-26",12.09
"218","2019-12-27",11.03
"219","2019-12-30",11.01
"220","2019-12-31",10.98
"221","2020-01-02",10.98
"222","2020-01-03",11.22
"223","2020-01-06",11.16
"224","2020-01-07",11.26
"225","2020-01-08",11.58
"226","2020-01-09",11.61
"227","2020-01-10",11.79
"228","2020-01-13",11.91
"229","2020-01-14",11.71
"230","2020-01-15",11.78
"231","2020-01-16",12.13
"232","2020-01-17",13.5
"233","2020-01-21",14.31
"234","2020-01-22",14.18
"235","2020-01-23",15.13
"236","2020-01-24",14.65
"237","2020-01-27",13.04
"238","2020-01-28",12.39
"239","2020-01-29",12.08
"240","2020-01-30",12.29
"241","2020-01-31",11.96
"242","2020-02-03",12.2
"243","2020-02-04",11.71
"244","2020-02-05",11.67
"245","2020-02-06",12.43
"246","2020-02-07",12.85
"247","2020-02-10",12.83
"248","2020-02-11",12.95
"249","2020-02-12",12.7
"250","2020-02-13",12.79
"251","2020-02-14",12.6
"252","2020-02-18",13.05
"253","2020-02-19",12.91
"254","2020-02-20",12.92
"255","2020-02-21",12.77
"256","2020-02-24",12.02
"257","2020-02-25",11.86
"258","2020-02-26",11.36
"259","2020-02-27",10.7
"260","2020-02-28",10.53
"261","2020-03-02",10.94
"262","2020-03-03",11.59
"263","2020-03-04",12.45
"264","2020-03-05",12.22
"265","2020-03-06",11.43
"266","2020-03-09",9.97
"267","2020-03-10",10.66
"268","2020-03-11",10.66
"269","2020-03-12",8.34
"270","2020-03-13",9.93
"271","2020-03-16",8.03
"272","2020-03-17",8.99
"273","2020-03-18",7.71
"274","2020-03-19",8
"275","2020-03-20",7.28
"276","2020-03-23",7.34
"277","2020-03-24",8.22
"278","2020-03-25",8.41
"279","2020-03-26",8.8
"280","2020-03-27",8.31
"281","2020-03-30",8.48
"282","2020-03-31",8.1
"283","2020-04-01",7.27
"284","2020-04-02",7.26
"285","2020-04-03",7.1
"286","2020-04-06",8
"287","2020-04-07",7.62
"288","2020-04-08",7.85
"289","2020-04-09",8.08
"290","2020-04-13",7.97
"291","2020-04-14",8.32
"292","2020-04-15",8.03
"293","2020-04-16",8.3
"294","2020-04-17",8.7
"295","2020-04-20",9.08
"296","2020-04-21",8.86
"297","2020-04-22",9.26
"298","2020-04-23",8.73
"299","2020-04-24",8.97
"300","2020-04-27",8.93
"301","2020-04-28",8.99
"302","2020-04-29",9.35
"303","2020-04-30",9.03
"304","2020-05-01",8.73
"305","2020-05-04",8.58
"306","2020-05-05",8.94
"307","2020-05-06",8.81
"308","2020-05-07",9.1
"309","2020-05-08",9.69
"310","2020-05-11",9.85
"311","2020-05-12",9.58
"312","2020-05-13",9.18
"313","2020-05-14",8.85
"314","2020-05-15",8.8
"315","2020-05-18",9.31
"316","2020-05-19",9.04
"317","2020-05-20",9.16
"318","2020-05-21",9.18
"319","2020-05-22",9.27
"320","2020-05-26",9.66
"321","2020-05-27",9.77
"322","2020-05-28",9.88
"323","2020-05-29",9.93
"324","2020-06-01",11.02
"325","2020-06-02",11.22
"326","2020-06-03",11.11
"327","2020-06-04",10.67
"328","2020-06-05",10.97
"329","2020-06-08",12.24
"330","2020-06-09",12.88
"331","2020-06-10",13.16
"332","2020-06-11",12.54
"333","2020-06-12",13.81
"334","2020-06-15",14.55
"335","2020-06-16",13.36
"336","2020-06-17",13.02
"337","2020-06-18",12.81
"338","2020-06-19",12.94
"339","2020-06-22",12.6
"340","2020-06-23",12.74
"341","2020-06-24",11.96
"342","2020-06-25",11.85
"343","2020-06-26",7.56
"344","2020-06-29",7.87
"345","2020-06-30",7.78
"346","2020-07-01",7.67
"347","2020-07-02",7.69
"348","2020-07-06",8.34
"349","2020-07-07",8.15
"350","2020-07-08",7.98
"351","2020-07-09",7.73
"352","2020-07-10",7.87
"353","2020-07-13",7.34
"354","2020-07-14",7.64
"355","2020-07-15",8.14
"356","2020-07-16",8.03
"357","2020-07-17",8.27
"358","2020-07-20",8.25
"359","2020-07-21",7.96
"360","2020-07-22",7.8
"361","2020-07-23",7.63
"362","2020-07-24",7.46
"363","2020-07-27",7.59
"364","2020-07-28",7.19
"365","2020-07-29",6.86
"366","2020-07-30",6.7
"367","2020-07-31",6.44
"368","2020-08-03",6.69
"369","2020-08-04",6.93
"370","2020-08-05",7.09
"371","2020-08-06",6.98
"372","2020-08-07",6.8
"373","2020-08-10",7.02
"374","2020-08-11",6.78
"375","2020-08-12",6.77
"376","2020-08-13",6.89
"377","2020-08-14",7.215
"378","2020-08-17",7.38
"379","2020-08-18",7.31
"380","2020-08-19",7.12
"381","2020-08-20",6.895
"382","2020-08-21",6.95
"383","2020-08-24",6.75
"384","2020-08-25",6.61
"385","2020-08-26",6.6
"386","2020-08-27",6.47
"387","2020-08-28",6.72
"388","2020-08-31",6.83
"389","2020-09-01",6.56
"390","2020-09-02",6.32
"391","2020-09-03",6.09
"392","2020-09-04",6.02
"393","2020-09-08",6.22
"394","2020-09-09",6.36
"395","2020-09-10",6.51
"396","2020-09-11",7.17
"397","2020-09-14",7.28
"398","2020-09-15",7.54
"399","2020-09-16",7.5
"400","2020-09-17",7.615
"401","2020-09-18",7.66
"402","2020-09-21",7.43
"403","2020-09-22",7.2
"404","2020-09-23",6.59
"405","2020-09-24",6.96
"406","2020-09-25",7.08
"407","2020-09-28",7.44
"408","2020-09-29",7.24
"409","2020-09-30",7.64
"410","2020-10-01",7.68
"411","2020-10-02",7.36
"412","2020-10-05",7.72
"413","2020-10-06",7.66
"414","2020-10-07",8.22
"415","2020-10-08",7.97
"416","2020-10-09",8.22
"417","2020-10-12",8.04
"418","2020-10-13",8.25
"419","2020-10-14",8.01
"420","2020-10-15",8.18
"421","2020-10-16",8.06
"422","2020-10-19",8.76
"423","2020-10-20",8.63
"424","2020-10-21",8.55
"425","2020-10-22",8.92
"426","2020-10-23",8.89
"427","2020-10-26",8.16
"428","2020-10-27",8.06
"429","2020-10-28",7.45
"430","2020-10-29",7.4
"431","2020-10-30",7.16
"432","2020-11-02",7.12
"433","2020-11-03",7.43
"434","2020-11-04",8.08
"435","2020-11-05",8.41
"436","2020-11-06",8.16
"437","2020-11-09",8.35
"438","2020-11-10",8.4
"439","2020-11-11",8.89
"440","2020-11-12",7.3
"441","2020-11-13",7.39
"442","2020-11-16",7.32
"443","2020-11-17",7.3
"444","2020-11-18",7.59
"445","2020-11-19",7.77
"446","2020-11-20",7.89
"447","2020-11-23",7.85
"448","2020-11-24",8.05
"449","2020-11-25",8.25
"450","2020-11-27",8.6
