"","date","MORF"
"211","2020-04-28",13.75
"212","2020-04-29",15.1
"213","2020-04-30",13.61
"214","2020-05-01",12.99
"215","2020-05-04",13.33
"216","2020-05-05",14.59
"217","2020-05-06",14.2
"218","2020-05-07",15.12
"219","2020-05-08",15.54
"220","2020-05-11",15.61
"221","2020-05-12",15.17
"222","2020-05-13",15.45
"223","2020-05-14",15.3
"224","2020-05-15",15.64
"225","2020-05-18",17.809999
"226","2020-05-19",18.4
"227","2020-05-20",19.5
"228","2020-05-21",19.65
"229","2020-05-22",20.91
"230","2020-05-26",22.290001
"231","2020-05-27",22.780001
"232","2020-05-28",21.08
"233","2020-05-29",20.780001
"234","2020-06-01",20.01
"235","2020-06-02",20.75
"236","2020-06-03",23.879999
"237","2020-06-04",23.23
"238","2020-06-05",21.93
"239","2020-06-08",23.02
"240","2020-06-09",24.35
"241","2020-06-10",23.030001
"242","2020-06-11",22.08
"243","2020-06-12",22.49
"244","2020-06-15",22.15
"245","2020-06-16",22.16
"246","2020-06-17",23.190001
"247","2020-06-18",22.959999
"248","2020-06-19",27.129999
"249","2020-06-22",29.57
"250","2020-06-23",27.5
"251","2020-06-24",26.870001
"252","2020-06-25",27.200001
"253","2020-06-26",25.540001
"254","2020-06-29",26.9
"255","2020-06-30",27.049999
"256","2020-07-01",26.07
"257","2020-07-02",25.98
"258","2020-07-06",25.790001
"259","2020-07-07",25.309999
"260","2020-07-08",25
"261","2020-07-09",25.530001
"262","2020-07-10",25.67
"263","2020-07-13",24.49
"264","2020-07-14",24.74
"265","2020-07-15",25.67
"266","2020-07-16",25.280001
"267","2020-07-17",25.370001
"268","2020-07-20",26.620001
"269","2020-07-21",26.77
"270","2020-07-22",26.83
"271","2020-07-23",25.440001
"272","2020-07-24",24.83
"273","2020-07-27",27.02
"274","2020-07-28",26.129999
"275","2020-07-29",26.75
"276","2020-07-30",24.65
"277","2020-07-31",22.51
"278","2020-08-03",23.6
"279","2020-08-04",23
"280","2020-08-05",24.355
"281","2020-08-06",24.469999
"282","2020-08-07",25.389999
"283","2020-08-10",27.809999
"284","2020-08-11",27.68
"285","2020-08-12",27.98
"286","2020-08-13",30.110001
"287","2020-08-14",26.059999
"288","2020-08-17",26.620001
"289","2020-08-18",26.950001
"290","2020-08-19",27.26
"291","2020-08-20",27.32
"292","2020-08-21",26.49
"293","2020-08-24",26.370001
"294","2020-08-25",26.780001
"295","2020-08-26",25.780001
"296","2020-08-27",25.43
"297","2020-08-28",26.93
"298","2020-08-31",26.5
"299","2020-09-01",27.17
"300","2020-09-02",26.530001
"301","2020-09-03",26.49
"302","2020-09-04",26.33
"303","2020-09-08",26.110001
"304","2020-09-09",26.34
"305","2020-09-10",25.68
"306","2020-09-11",25.4
"307","2020-09-14",27.360001
"308","2020-09-15",26.91
"309","2020-09-16",28.370001
"310","2020-09-17",28.860001
"311","2020-09-18",28.879999
"312","2020-09-21",26.98
"313","2020-09-22",26.709999
"314","2020-09-23",24.950001
"315","2020-09-24",25.059999
"316","2020-09-25",26.75
"317","2020-09-28",26.9
"318","2020-09-29",27.35
"319","2020-09-30",27.34
"320","2020-10-01",27.66
"321","2020-10-02",25.780001
"322","2020-10-05",26.700001
"323","2020-10-06",25.809999
"324","2020-10-07",26.719999
"325","2020-10-08",26.969999
"326","2020-10-09",26.9
"327","2020-10-12",27.299999
"328","2020-10-13",27.35
"329","2020-10-14",27.450001
"330","2020-10-15",26.59
"331","2020-10-16",27.5
"332","2020-10-19",26.700001
"333","2020-10-20",26.25
"334","2020-10-21",26.18
"335","2020-10-22",26.889999
"336","2020-10-23",28.66
"337","2020-10-26",27.219999
"338","2020-10-27",26.82
"339","2020-10-28",26.32
"340","2020-10-29",25.969999
"341","2020-10-30",26.91
"342","2020-11-02",25.66
"343","2020-11-03",26.190001
"344","2020-11-04",26.639999
"345","2020-11-05",26.92
"346","2020-11-06",26.280001
"347","2020-11-09",27.389999
"348","2020-11-10",28.09
"349","2020-11-11",29.870001
"350","2020-11-12",29.65
"351","2020-11-13",29.709999
"352","2020-11-16",29.99
"353","2020-11-17",29.9
"354","2020-11-18",28.17
"355","2020-11-19",29.17
"356","2020-11-20",29.51
"357","2020-11-23",30.84
"358","2020-11-24",31.33
"359","2020-11-25",32.57
"360","2020-11-27",32.080002
