"","date","AFGC"
"195","2020-10-26",27.1
"196","2020-10-27",27.040001
"197","2020-10-28",26.67
"198","2020-10-29",26.66
"199","2020-10-30",27
"200","2020-11-02",27.07
"201","2020-11-03",26.950001
"202","2020-11-04",27.309999
"203","2020-11-05",27.379999
"204","2020-11-06",27.15
"205","2020-11-09",27.459999
"206","2020-11-10",27.34
"207","2020-11-11",27.280001
"208","2020-11-12",27.26
"209","2020-11-13",27.26
"210","2020-11-16",27.530001
"211","2020-11-17",27.6
"212","2020-11-18",27.5
"213","2020-11-19",27.360001
"214","2020-11-20",27.469999
"215","2020-11-23",27.27
"216","2020-11-24",27.15
"217","2020-11-25",27.190001
"218","2020-11-27",27.26
