"","date","FC"
"260","2008-01-14",7.7
"261","2008-01-15",7.64
"262","2008-01-16",7.7
"263","2008-01-17",7.69
"264","2008-01-18",7.54
"265","2008-01-22",7.74
"266","2008-01-23",7.63
"267","2008-01-24",7.53
"268","2008-01-25",7.52
"269","2008-01-28",7.48
"270","2008-01-29",7.53
"271","2008-01-30",7.51
"272","2008-01-31",7.5
"273","2008-02-01",7.53
"274","2008-02-04",7.61
"275","2008-02-05",7.5
"276","2008-02-06",7.56
"277","2008-02-07",7.59
"278","2008-02-08",7.62
"279","2008-02-11",7.52
"280","2008-02-12",7.75
"281","2008-02-13",7.73
"282","2008-02-14",7.57
"283","2008-02-15",7.5
"284","2008-02-19",7.33
"285","2008-02-20",7.81
"286","2008-02-21",7.71
"287","2008-02-22",7.74
"288","2008-02-25",7.53
"289","2008-02-26",7.77
"290","2008-02-27",7.77
"291","2008-02-28",7.7
"292","2008-02-29",7.72
"293","2008-03-03",7.69
"294","2008-03-04",7.78
"295","2008-03-05",7.7
"296","2008-03-06",7.6
"297","2008-03-07",7.3
"298","2008-03-10",6.97
"299","2008-03-11",7
"300","2008-03-12",6.98
"301","2008-03-13",7.16
"302","2008-03-14",7.15
"303","2008-03-17",7.2
"304","2008-03-18",7.44
"305","2008-03-19",7.48
"306","2008-03-20",7.48
"307","2008-03-24",7.54
"308","2008-03-25",7.71
"309","2008-03-26",7.55
"310","2008-03-27",7.45
"311","2008-03-28",7.4
"312","2008-03-31",7.5
"313","2008-04-01",7.42
"314","2008-04-02",7.43
"315","2008-04-03",7.43
"316","2008-04-04",7.31
"317","2008-04-07",7.11
"318","2008-04-08",7.3
"319","2008-04-09",7.27
"320","2008-04-10",7.15
"321","2008-04-11",7.07
"322","2008-04-14",6.92
"323","2008-04-15",6.86
"324","2008-04-16",7.07
"325","2008-04-17",7.18
"326","2008-04-18",7.37
"327","2008-04-21",7.27
"328","2008-04-22",7.29
"329","2008-04-23",7.25
"330","2008-04-24",7.37
"331","2008-04-25",7.38
"332","2008-04-28",7.4
"333","2008-04-29",7.49
"334","2008-04-30",7.7
"335","2008-05-01",7.55
"336","2008-05-02",7.61
"337","2008-05-05",7.62
"338","2008-05-06",7.47
"339","2008-05-07",7.45
"340","2008-05-08",7.36
"341","2008-05-09",7.4
"342","2008-05-12",7.49
"343","2008-05-13",7.35
"344","2008-05-14",7.35
"345","2008-05-15",7.35
"346","2008-05-16",7.5
"347","2008-05-19",7.5
"348","2008-05-20",7.69
"349","2008-05-21",7.6
"350","2008-05-22",7.68
"351","2008-05-23",8.27
"352","2008-05-27",8.37
"353","2008-05-28",8.3
"354","2008-05-29",8.18
"355","2008-05-30",8.12
"356","2008-06-02",8.45
"357","2008-06-03",8.95
"358","2008-06-04",8.92
"359","2008-06-05",8.68
"360","2008-06-06",8.89
"361","2008-06-09",8.75
"362","2008-06-10",8.92
"363","2008-06-11",8.87
"364","2008-06-12",8.86
"365","2008-06-13",9
"366","2008-06-16",9
"367","2008-06-17",9.04
"368","2008-06-18",8.94
"369","2008-06-19",8.95
"370","2008-06-20",8.78
"371","2008-06-23",8.84
"372","2008-06-24",8.8
"373","2008-06-25",8.74
"374","2008-06-26",8.6
"375","2008-06-27",8.69
"376","2008-06-30",8.68
"377","2008-07-01",8.57
"378","2008-07-02",8.36
"379","2008-07-03",8.44
"380","2008-07-07",8.24
"381","2008-07-08",8.55
"382","2008-07-09",8.43
"383","2008-07-10",7.97
"384","2008-07-11",8.1
"385","2008-07-14",7.58
"386","2008-07-15",8.01
"387","2008-07-16",7.93
"388","2008-07-17",7.99
"389","2008-07-18",8.25
"390","2008-07-21",8.25
"391","2008-07-22",8.17
"392","2008-07-23",8.23
"393","2008-07-24",8.65
"394","2008-07-25",8.45
"395","2008-07-28",8.35
"396","2008-07-29",8.98
"397","2008-07-30",8.95
"398","2008-07-31",8.97
"399","2008-08-01",8.99
"400","2008-08-04",8.95
"401","2008-08-05",8.83
"402","2008-08-06",8.9
"403","2008-08-07",8.89
"404","2008-08-08",8.9
"405","2008-08-11",8.71
"406","2008-08-12",8.75
"407","2008-08-13",8.71
"408","2008-08-14",8.7
"409","2008-08-15",8.75
"410","2008-08-18",8.75
"411","2008-08-19",8.76
"412","2008-08-20",8.76
"413","2008-08-21",8.87
"414","2008-08-22",8.98
"415","2008-08-25",8.97
"416","2008-08-26",9.16
"417","2008-08-27",9.25
"418","2008-08-28",8.94
"419","2008-08-29",8.95
"420","2008-09-02",8.98
"421","2008-09-03",9.15
"422","2008-09-04",9.05
"423","2008-09-05",9.06
"424","2008-09-08",9.02
"425","2008-09-09",8.88
"426","2008-09-10",9.01
"427","2008-09-11",8.76
"428","2008-09-12",8.71
"429","2008-09-15",8.87
"430","2008-09-16",8.61
"431","2008-09-17",8.1
"432","2008-09-18",7.68
"433","2008-09-19",7.99
"434","2008-09-22",7.35
"435","2008-09-23",7.58
"436","2008-09-24",7.5
"437","2008-09-25",7.21
"438","2008-09-26",7.47
"439","2008-09-29",6.56
"440","2008-09-30",7.25
"441","2008-10-01",7.25
"442","2008-10-02",6.95
"443","2008-10-03",7.11
"444","2008-10-06",6.34
"445","2008-10-07",6.14
"446","2008-10-08",5.92
"447","2008-10-09",5.64
"448","2008-10-10",5.64
"449","2008-10-13",5.67
"450","2008-10-14",5.55
"451","2008-10-15",5.41
"452","2008-10-16",5.65
"453","2008-10-17",6.15
"454","2008-10-20",6.25
"455","2008-10-21",6.24
"456","2008-10-22",6.07
"457","2008-10-23",5.69
"458","2008-10-24",5.46
"459","2008-10-27",5.43
"460","2008-10-28",5.41
"461","2008-10-29",5.29
"462","2008-10-30",5.27
"463","2008-10-31",5.1
"464","2008-11-03",5.25
"465","2008-11-04",5.24
"466","2008-11-05",5.2
"467","2008-11-06",5.08
"468","2008-11-07",5.15
"469","2008-11-10",5.22
"470","2008-11-11",5.1
"471","2008-11-12",4.97
"472","2008-11-13",5
"473","2008-11-14",4.99
"474","2008-11-17",4.7
"475","2008-11-18",4.8
"476","2008-11-19",4.47
"477","2008-11-20",4.6
"478","2008-11-21",4.6
"479","2008-11-24",4.76
"480","2008-11-25",4.54
"481","2008-11-26",4.75
"482","2008-11-28",5.03
"483","2008-12-01",4.3
"484","2008-12-02",4.9
"485","2008-12-03",5.25
"486","2008-12-04",4.9
"487","2008-12-05",4.84
"488","2008-12-08",5
"489","2008-12-09",4.95
"490","2008-12-10",5.1
"491","2008-12-11",4.51
"492","2008-12-12",4.62
"493","2008-12-15",4.45
"494","2008-12-16",4.78
"495","2008-12-17",4.84
"496","2008-12-18",4.62
"497","2008-12-19",5
"498","2008-12-22",4.86
"499","2008-12-23",4.79
"500","2008-12-24",4.77
"501","2008-12-26",4.55
"502","2008-12-29",4.24
"503","2008-12-30",4.66
"504","2008-12-31",6.05
"505","2009-01-02",5.36
"506","2009-01-05",5.38
"507","2009-01-06",5.65
"508","2009-01-07",5.38
"509","2009-01-08",5.9
"510","2009-01-09",5.36
"511","2009-01-12",5.21
"512","2009-01-13",5.45
"513","2009-01-14",4.83
"514","2009-01-15",4.78
"515","2009-01-16",4.84
"516","2009-01-20",4.68
"517","2009-01-21",4.79
"518","2009-01-22",4.48
"519","2009-01-23",4.42
"520","2009-01-26",4.53
"521","2009-01-27",4.62
"522","2009-01-28",4.63
"523","2009-01-29",4.43
"524","2009-01-30",4.11
"525","2009-02-02",4.1
"526","2009-02-03",4
"527","2009-02-04",3.91
"528","2009-02-05",3.88
"529","2009-02-06",3.95
"530","2009-02-09",3.95
"531","2009-02-10",3.95
"532","2009-02-11",3.86
"533","2009-02-12",3.91
"534","2009-02-13",3.92
"535","2009-02-17",3.79
"536","2009-02-18",3.82
"537","2009-02-19",3.83
"538","2009-02-20",3.74
"539","2009-02-23",3.67
"540","2009-02-24",3.69
"541","2009-02-25",3.66
"542","2009-02-26",4.16
"543","2009-02-27",4.13
"544","2009-03-02",3.95
"545","2009-03-03",3.73
"546","2009-03-04",3.71
"547","2009-03-05",3.76
"548","2009-03-06",3.53
"549","2009-03-09",3.49
"550","2009-03-10",3.5
"551","2009-03-11",3.38
"552","2009-03-12",3.44
"553","2009-03-13",3.44
"554","2009-03-16",3.6
"555","2009-03-17",3.8
"556","2009-03-18",3.82
"557","2009-03-19",3.85
"558","2009-03-20",4.23
"559","2009-03-23",4.18
"560","2009-03-24",4.37
"561","2009-03-25",4.36
"562","2009-03-26",4.41
"563","2009-03-27",4.37
"564","2009-03-30",4.38
"565","2009-03-31",4.39
"566","2009-04-01",4.44
"567","2009-04-02",4.47
"568","2009-04-03",4.65
"569","2009-04-06",4.72
"570","2009-04-07",4.64
"571","2009-04-08",4.83
"572","2009-04-09",4.78
"573","2009-04-13",4.45
"574","2009-04-14",4.29
"575","2009-04-15",4
"576","2009-04-16",3.95
"577","2009-04-17",3.8
"578","2009-04-20",3.55
"579","2009-04-21",3.7
"580","2009-04-22",4.23
"581","2009-04-23",4.27
"582","2009-04-24",4.31
"583","2009-04-27",4.28
"584","2009-04-28",4.12
"585","2009-04-29",4.13
"586","2009-04-30",4.2
"587","2009-05-01",4.12
"588","2009-05-04",4.15
"589","2009-05-05",4.17
"590","2009-05-06",4.18
"591","2009-05-07",4.17
"592","2009-05-08",4.17
"593","2009-05-11",4.42
"594","2009-05-12",4.33
"595","2009-05-13",4.39
"596","2009-05-14",4.6
"597","2009-05-15",4.65
"598","2009-05-18",4.7
"599","2009-05-19",4.87
"600","2009-05-20",5.27
"601","2009-05-21",5.15
"602","2009-05-22",5.38
"603","2009-05-26",5.67
"604","2009-05-27",5.65
"605","2009-05-28",5.52
"606","2009-05-29",5.65
"607","2009-06-01",5.93
"608","2009-06-02",5.73
"609","2009-06-03",5.7
"610","2009-06-04",5.66
"611","2009-06-05",5.64
"612","2009-06-08",5.66
"613","2009-06-09",5.65
"614","2009-06-10",5.7
"615","2009-06-11",6
"616","2009-06-12",6.09
"617","2009-06-15",5.8
"618","2009-06-16",5.71
"619","2009-06-17",5.93
"620","2009-06-18",5.85
"621","2009-06-19",6
"622","2009-06-22",6
"623","2009-06-23",6.22
"624","2009-06-24",6.23
"625","2009-06-25",6.39
"626","2009-06-26",7.01
"627","2009-06-29",6.73
"628","2009-06-30",6.23
"629","2009-07-01",6.69
"630","2009-07-02",5.95
"631","2009-07-06",6.07
"632","2009-07-07",6.25
"633","2009-07-08",6.62
"634","2009-07-09",6.68
"635","2009-07-10",6.06
"636","2009-07-13",5.92
"637","2009-07-14",5.73
"638","2009-07-15",6.08
"639","2009-07-16",6.05
"640","2009-07-17",6.29
"641","2009-07-20",6.21
"642","2009-07-21",6.32
"643","2009-07-22",6.36
"644","2009-07-23",6.55
"645","2009-07-24",6.49
"646","2009-07-27",6.59
"647","2009-07-28",6.63
"648","2009-07-29",6.3
"649","2009-07-30",6.53
"650","2009-07-31",6.49
"651","2009-08-03",6.26
"652","2009-08-04",6.12
"653","2009-08-05",6
"654","2009-08-06",5.76
"655","2009-08-07",5.76
"656","2009-08-10",5.74
"657","2009-08-11",5.63
"658","2009-08-12",5.7
"659","2009-08-13",5.69
"660","2009-08-14",5.56
"661","2009-08-17",5.61
"662","2009-08-18",5.56
"663","2009-08-19",5.66
"664","2009-08-20",5.54
"665","2009-08-21",5.77
"666","2009-08-24",5.94
"667","2009-08-25",5.8
"668","2009-08-26",5.91
"669","2009-08-27",5.9
"670","2009-08-28",5.89
"671","2009-08-31",5.54
"672","2009-09-01",5.52
"673","2009-09-02",5.48
"674","2009-09-03",5.51
"675","2009-09-04",5.43
"676","2009-09-08",5.47
"677","2009-09-09",5.49
"678","2009-09-10",5.5
"679","2009-09-11",5.62
"680","2009-09-14",5.9
"681","2009-09-15",5.9
"682","2009-09-16",5.89
"683","2009-09-17",5.9
"684","2009-09-18",6.04
"685","2009-09-21",5.67
"686","2009-09-22",5.7
"687","2009-09-23",5.7
"688","2009-09-24",5.79
"689","2009-09-25",5.86
"690","2009-09-28",5.89
"691","2009-09-29",5.79
"692","2009-09-30",5.85
"693","2009-10-01",5.42
"694","2009-10-02",5.45
"695","2009-10-05",5.55
"696","2009-10-06",5.94
"697","2009-10-07",5.73
"698","2009-10-08",5.67
"699","2009-10-09",5.92
"700","2009-10-12",6.11
"701","2009-10-13",6.1
"702","2009-10-14",6.44
"703","2009-10-15",6.21
"704","2009-10-16",6.13
"705","2009-10-19",5.97
"706","2009-10-20",5.95
"707","2009-10-21",5.83
"708","2009-10-22",6.01
"709","2009-10-23",5.74
"710","2009-10-26",5.58
"711","2009-10-27",5.59
"712","2009-10-28",5.39
"713","2009-10-29",5.27
"714","2009-10-30",5.22
"715","2009-11-02",5.17
"716","2009-11-03",5.27
"717","2009-11-04",5.32
"718","2009-11-05",5.46
"719","2009-11-06",5.41
"720","2009-11-09",5.56
"721","2009-11-10",5.71
"722","2009-11-11",5.71
"723","2009-11-12",5.74
"724","2009-11-13",5.83
"725","2009-11-16",5.93
"726","2009-11-17",5.94
"727","2009-11-18",5.83
"728","2009-11-19",5.61
"729","2009-11-20",5.47
"730","2009-11-23",5.72
"731","2009-11-24",5.62
"732","2009-11-25",5.63
"733","2009-11-27",5.36
"734","2009-11-30",5.39
"735","2009-12-01",5.43
"736","2009-12-02",5.73
"737","2009-12-03",5.76
"738","2009-12-04",6.1
"739","2009-12-07",6.23
"740","2009-12-08",5.97
"741","2009-12-09",5.87
"742","2009-12-10",5.77
"743","2009-12-11",5.82
"744","2009-12-14",5.73
"745","2009-12-15",5.68
"746","2009-12-16",5.76
"747","2009-12-17",5.55
"748","2009-12-18",6.05
"749","2009-12-21",5.75
"750","2009-12-22",5.75
"751","2009-12-23",5.63
"752","2009-12-24",5.85
"753","2009-12-28",6.08
"754","2009-12-29",5.97
"755","2009-12-30",6.02
"756","2009-12-31",6.3
"757","2010-01-04",6.23
"758","2010-01-05",6.2
"759","2010-01-06",6.1
"760","2010-01-07",6.35
"761","2010-01-08",6.28
"762","2010-01-11",6.26
"763","2010-01-12",6.22
"764","2010-01-13",6.14
"765","2010-01-14",6.15
"766","2010-01-15",5.91
"767","2010-01-19",5.89
"768","2010-01-20",5.67
"769","2010-01-21",5.54
"770","2010-01-22",5.44
"771","2010-01-25",5.45
"772","2010-01-26",5.31
"773","2010-01-27",5.34
"774","2010-01-28",5.28
"775","2010-01-29",5.24
"776","2010-02-01",6.14
"777","2010-02-02",5.77
"778","2010-02-03",5.55
"779","2010-02-04",5.36
"780","2010-02-05",5.64
"781","2010-02-08",5.55
"782","2010-02-09",5.39
"783","2010-02-10",5.34
"784","2010-02-11",5.7
"785","2010-02-12",6.11
"786","2010-02-16",5.93
"787","2010-02-17",6.03
"788","2010-02-18",6.09
"789","2010-02-19",5.96
"790","2010-02-22",5.75
"791","2010-02-23",5.82
"792","2010-02-24",5.86
"793","2010-02-25",5.9
"794","2010-02-26",5.85
"795","2010-03-01",5.86
"796","2010-03-02",6
"797","2010-03-03",6.09
"798","2010-03-04",6.1
"799","2010-03-05",6.18
"800","2010-03-08",6.19
"801","2010-03-09",6.13
"802","2010-03-10",6.09
"803","2010-03-11",6.04
"804","2010-03-12",5.99
"805","2010-03-15",5.96
"806","2010-03-16",6.15
"807","2010-03-17",6.74
"808","2010-03-18",6.85
"809","2010-03-19",7.21
"810","2010-03-22",7.34
"811","2010-03-23",7.72
"812","2010-03-24",7.39
"813","2010-03-25",7.38
"814","2010-03-26",7.79
"815","2010-03-29",7.92
"816","2010-03-30",7.91
"817","2010-03-31",7.94
"818","2010-04-01",7.78
"819","2010-04-05",7.93
"820","2010-04-06",8.09
"821","2010-04-07",7.99
"822","2010-04-08",8.02
"823","2010-04-09",8.06
"824","2010-04-12",8
"825","2010-04-13",7.92
"826","2010-04-14",8.08
"827","2010-04-15",7.86
"828","2010-04-16",8.06
"829","2010-04-19",7.97
"830","2010-04-20",7.95
"831","2010-04-21",7.9
"832","2010-04-22",8.07
"833","2010-04-23",8.04
"834","2010-04-26",8.02
"835","2010-04-27",7.75
"836","2010-04-28",7.74
"837","2010-04-29",7.95
"838","2010-04-30",7.88
"839","2010-05-03",8.09
"840","2010-05-04",8.02
"841","2010-05-05",7.98
"842","2010-05-06",7.65
"843","2010-05-07",7.33
"844","2010-05-10",7.5
"845","2010-05-11",7.63
"846","2010-05-12",7.74
"847","2010-05-13",7.71
"848","2010-05-14",7.63
"849","2010-05-17",7.7
"850","2010-05-18",7.65
"851","2010-05-19",7.53
"852","2010-05-20",7.1
"853","2010-05-21",7.13
"854","2010-05-24",7.02
"855","2010-05-25",6.83
"856","2010-05-26",6.93
"857","2010-05-27",7.2
"858","2010-05-28",6.93
"859","2010-06-01",6.81
"860","2010-06-02",7.14
"861","2010-06-03",7.13
"862","2010-06-04",6.63
"863","2010-06-07",6.44
"864","2010-06-08",6.44
"865","2010-06-09",6.35
"866","2010-06-10",6.72
"867","2010-06-11",6.79
"868","2010-06-14",7.18
"869","2010-06-15",7.4
"870","2010-06-16",7.33
"871","2010-06-17",7.42
"872","2010-06-18",7.36
"873","2010-06-21",7.07
"874","2010-06-22",6.86
"875","2010-06-23",6.77
"876","2010-06-24",6.78
"877","2010-06-25",6.71
"878","2010-06-28",6.77
"879","2010-06-29",6.53
"880","2010-06-30",6.5
"881","2010-07-01",6.62
"882","2010-07-02",6.46
"883","2010-07-06",6.07
"884","2010-07-07",5.84
"885","2010-07-08",5.88
"886","2010-07-09",6.08
"887","2010-07-12",6.14
"888","2010-07-13",6.5
"889","2010-07-14",6.43
"890","2010-07-15",6.39
"891","2010-07-16",6
"892","2010-07-19",5.95
"893","2010-07-20",6.12
"894","2010-07-21",6
"895","2010-07-22",6.09
"896","2010-07-23",6.27
"897","2010-07-26",6.23
"898","2010-07-27",6.24
"899","2010-07-28",6.16
"900","2010-07-29",6.33
"901","2010-07-30",6.23
"902","2010-08-02",6.32
"903","2010-08-03",6.43
"904","2010-08-04",6.45
"905","2010-08-05",6.18
"906","2010-08-06",6.09
"907","2010-08-09",6.24
"908","2010-08-10",6.27
"909","2010-08-11",5.92
"910","2010-08-12",5.85
"911","2010-08-13",5.51
"912","2010-08-16",5.77
"913","2010-08-17",6.03
"914","2010-08-18",6.35
"915","2010-08-19",6.02
"916","2010-08-20",5.96
"917","2010-08-23",5.8
"918","2010-08-24",5.73
"919","2010-08-25",6.02
"920","2010-08-26",6.3
"921","2010-08-27",6.58
"922","2010-08-30",6.3
"923","2010-08-31",6.1
"924","2010-09-01",6.47
"925","2010-09-02",6.22
"926","2010-09-03",6.38
"927","2010-09-07",6.37
"928","2010-09-08",6.69
"929","2010-09-09",6.81
"930","2010-09-10",6.78
"931","2010-09-13",7
"932","2010-09-14",6.78
"933","2010-09-15",7.45
"934","2010-09-16",7.69
"935","2010-09-17",7.57
"936","2010-09-20",7.93
"937","2010-09-21",7.82
"938","2010-09-22",7.65
"939","2010-09-23",7.52
"940","2010-09-24",7.8
"941","2010-09-27",7.74
"942","2010-09-28",7.87
"943","2010-09-29",7.84
"944","2010-09-30",7.95
"945","2010-10-01",7.95
"946","2010-10-04",7.58
"947","2010-10-05",7.85
"948","2010-10-06",7.96
"949","2010-10-07",7.73
"950","2010-10-08",7.92
"951","2010-10-11",7.94
"952","2010-10-12",7.94
"953","2010-10-13",7.9
"954","2010-10-14",8.05
"955","2010-10-15",8.1
"956","2010-10-18",8.28
"957","2010-10-19",8.23
"958","2010-10-20",8.34
"959","2010-10-21",8.42
"960","2010-10-22",8.47
"961","2010-10-25",8.46
"962","2010-10-26",8.31
"963","2010-10-27",8.18
"964","2010-10-28",8.36
"965","2010-10-29",8.38
"966","2010-11-01",8.18
"967","2010-11-02",8.52
"968","2010-11-03",8.61
"969","2010-11-04",9.21
"970","2010-11-05",9.26
"971","2010-11-08",8.63
"972","2010-11-09",8.5
"973","2010-11-10",8.58
"974","2010-11-11",8.14
"975","2010-11-12",7.98
"976","2010-11-15",7.95
"977","2010-11-16",7.67
"978","2010-11-17",7.48
"979","2010-11-18",7.9
"980","2010-11-19",7.96
"981","2010-11-22",7.97
"982","2010-11-23",8.04
"983","2010-11-24",8.13
"984","2010-11-26",8
"985","2010-11-29",8.2
"986","2010-11-30",8.03
"987","2010-12-01",8.18
"988","2010-12-02",8.07
"989","2010-12-03",8.23
"990","2010-12-06",8.55
"991","2010-12-07",9.05
"992","2010-12-08",9.13
"993","2010-12-09",9.21
"994","2010-12-10",9.1
"995","2010-12-13",9.45
"996","2010-12-14",9.49
"997","2010-12-15",9.33
"998","2010-12-16",9.24
"999","2010-12-17",9.21
"1000","2010-12-20",9.27
"1001","2010-12-21",9.33
"1002","2010-12-22",9.28
