"","date","QTT"
"117","2019-03-05",15.65
"118","2019-03-06",12.53
"119","2019-03-07",12.49
"120","2019-03-08",12.54
"121","2019-03-11",12.1
"122","2019-03-12",12.18
"123","2019-03-13",13.36
"124","2019-03-14",13.73
"125","2019-03-15",15.63
"126","2019-03-18",13.57
"127","2019-03-19",14.16
"128","2019-03-20",13.47
"129","2019-03-21",13.44
"130","2019-03-22",12.58
"131","2019-03-25",13.44
"132","2019-03-26",11.51
"133","2019-03-27",11.49
"134","2019-03-28",11.45
"135","2019-03-29",11.57
"136","2019-04-01",10.56
"137","2019-04-02",10.88
"138","2019-04-03",10
"139","2019-04-04",9.5
"140","2019-04-05",9.39
"141","2019-04-08",8.95
"142","2019-04-09",8.9
"143","2019-04-10",9.08
"144","2019-04-11",8.98
"145","2019-04-12",8.82
"146","2019-04-15",8.74
"147","2019-04-16",8.94
"148","2019-04-17",9
"149","2019-04-18",9
"150","2019-04-22",9
"151","2019-04-23",9
"152","2019-04-24",8.92
"153","2019-04-25",8.45
"154","2019-04-26",7.7
"155","2019-04-29",7.18
"156","2019-04-30",6.62
"157","2019-05-01",6.79
"158","2019-05-02",7.16
"159","2019-05-03",7.42
"160","2019-05-06",6.81
"161","2019-05-07",6.24
"162","2019-05-08",6.31
"163","2019-05-09",6.11
"164","2019-05-10",5.83
"165","2019-05-13",5.9
"166","2019-05-14",6.05
"167","2019-05-15",5.89
"168","2019-05-16",6.12
"169","2019-05-17",5.62
"170","2019-05-20",5.12
"171","2019-05-21",5.28
"172","2019-05-22",4.95
"173","2019-05-23",4.95
"174","2019-05-24",4.78
"175","2019-05-28",4.98
"176","2019-05-29",4.86
"177","2019-05-30",4.67
"178","2019-05-31",4.44
"179","2019-06-03",4.25
"180","2019-06-04",4.33
"181","2019-06-05",4.46
"182","2019-06-06",4.3
"183","2019-06-07",4.39
"184","2019-06-10",4.45
"185","2019-06-11",4.38
"186","2019-06-12",4.27
"187","2019-06-13",4.52
"188","2019-06-14",4.42
"189","2019-06-17",4.4
"190","2019-06-18",4.22
"191","2019-06-19",4.3
"192","2019-06-20",4.32
"193","2019-06-21",4.38
"194","2019-06-24",4.12
"195","2019-06-25",4.06
"196","2019-06-26",4.1
"197","2019-06-27",3.99
"198","2019-06-28",3.94
"199","2019-07-01",3.94
"200","2019-07-02",3.99
"201","2019-07-03",4
"202","2019-07-05",4.47
"203","2019-07-08",4.35
"204","2019-07-09",4.86
"205","2019-07-10",4.57
"206","2019-07-11",4.58
"207","2019-07-12",4.58
"208","2019-07-15",4.54
"209","2019-07-16",4.33
"210","2019-07-17",4.66
"211","2019-07-18",4.56
"212","2019-07-19",4.64
"213","2019-07-22",4.82
"214","2019-07-23",4.79
"215","2019-07-24",4.71
"216","2019-07-25",4.66
"217","2019-07-26",4.42
"218","2019-07-29",4.25
"219","2019-07-30",3.98
"220","2019-07-31",4.04
"221","2019-08-01",3.86
"222","2019-08-02",3.7
"223","2019-08-05",3.6
"224","2019-08-06",3.71
"225","2019-08-07",3.69
"226","2019-08-08",3.8
"227","2019-08-09",4.06
"228","2019-08-12",3.82
"229","2019-08-13",3.98
"230","2019-08-14",3.97
"231","2019-08-15",3.99
"232","2019-08-16",4.2
"233","2019-08-19",4.42
"234","2019-08-20",4.5
"235","2019-08-21",4.48
"236","2019-08-22",4.43
"237","2019-08-23",4.67
"238","2019-08-26",4.87
"239","2019-08-27",4.93
"240","2019-08-28",4.73
"241","2019-08-29",4.93
"242","2019-08-30",4.64
"243","2019-09-03",4.04
"244","2019-09-04",4.52
"245","2019-09-05",4.1
"246","2019-09-06",4.12
"247","2019-09-09",4.02
"248","2019-09-10",4.06
"249","2019-09-11",4.35
"250","2019-09-12",4.36
"251","2019-09-13",4.07
"252","2019-09-16",4.1
"253","2019-09-17",4.1
"254","2019-09-18",4.08
"255","2019-09-19",3.83
"256","2019-09-20",3.77
"257","2019-09-23",3.65
"258","2019-09-24",3.68
"259","2019-09-25",3.72
"260","2019-09-26",3.79
"261","2019-09-27",3.64
"262","2019-09-30",3.7
"263","2019-10-01",3.66
"264","2019-10-02",3.7
"265","2019-10-03",3.8
"266","2019-10-04",3.7
"267","2019-10-07",3.46
"268","2019-10-08",3.19
"269","2019-10-09",3.05
"270","2019-10-10",2.83
"271","2019-10-11",2.96
"272","2019-10-14",3.13
"273","2019-10-15",3.29
"274","2019-10-16",3.37
"275","2019-10-17",3.45
"276","2019-10-18",3.31
"277","2019-10-21",3.5
"278","2019-10-22",3.47
"279","2019-10-23",3.65
"280","2019-10-24",3.81
"281","2019-10-25",3.9
"282","2019-10-28",3.81
"283","2019-10-29",3.99
"284","2019-10-30",4.17
"285","2019-10-31",4.16
"286","2019-11-01",4.04
"287","2019-11-04",3.9
"288","2019-11-05",3.81
"289","2019-11-06",3.62
"290","2019-11-07",3.8
"291","2019-11-08",3.81
"292","2019-11-11",3.81
"293","2019-11-12",3.7
"294","2019-11-13",3.51
"295","2019-11-14",3.4
"296","2019-11-15",3.21
"297","2019-11-18",3.13
"298","2019-11-19",2.98
"299","2019-11-20",2.99
"300","2019-11-21",3.03
"301","2019-11-22",2.87
"302","2019-11-25",3.04
"303","2019-11-26",3.14
"304","2019-11-27",3.01
"305","2019-11-29",2.93
"306","2019-12-02",2.98
"307","2019-12-03",2.79
"308","2019-12-04",2.73
"309","2019-12-05",2.83
"310","2019-12-06",2.75
"311","2019-12-09",2.85
"312","2019-12-10",2.98
"313","2019-12-11",2.86
"314","2019-12-12",2.85
"315","2019-12-13",3
"316","2019-12-16",3.02
"317","2019-12-17",3.03
"318","2019-12-18",3.33
"319","2019-12-19",3.17
"320","2019-12-20",3.24
"321","2019-12-23",3.1
"322","2019-12-24",3.22
"323","2019-12-26",3.39
"324","2019-12-27",3.39
"325","2019-12-30",3.37
"326","2019-12-31",3.41
"327","2020-01-02",3.63
"328","2020-01-03",3.81
"329","2020-01-06",3.89
"330","2020-01-07",3.94
"331","2020-01-08",3.94
"332","2020-01-09",4.14
"333","2020-01-10",4.08
"334","2020-01-13",4.19
"335","2020-01-14",4.04
"336","2020-01-15",4.08
"337","2020-01-16",4.17
"338","2020-01-17",4.17
"339","2020-01-21",4.27
"340","2020-01-22",4.68
"341","2020-01-23",4.57
"342","2020-01-24",4.63
"343","2020-01-27",4.41
"344","2020-01-28",4.39
"345","2020-01-29",4.38
"346","2020-01-30",4.21
"347","2020-01-31",4.12
"348","2020-02-03",4.28
"349","2020-02-04",4.62
"350","2020-02-05",5.02
"351","2020-02-06",5.38
"352","2020-02-07",5.34
"353","2020-02-10",5.46
"354","2020-02-11",5.77
"355","2020-02-12",5.73
"356","2020-02-13",5.74
"357","2020-02-14",5.42
"358","2020-02-18",5.6
"359","2020-02-19",5.84
"360","2020-02-20",6.37
"361","2020-02-21",5.89
"362","2020-02-24",5.51
"363","2020-02-25",5.51
"364","2020-02-26",5.73
"365","2020-02-27",5.35
"366","2020-02-28",5.21
"367","2020-03-02",5
"368","2020-03-03",5.25
"369","2020-03-04",5.1
"370","2020-03-05",4.78
"371","2020-03-06",4.73
"372","2020-03-09",4.51
"373","2020-03-10",5.07
"374","2020-03-11",4.84
"375","2020-03-12",4.81
"376","2020-03-13",4.84
"377","2020-03-16",4.25
"378","2020-03-17",4.27
"379","2020-03-18",4.1
"380","2020-03-19",3.66
"381","2020-03-20",3.29
"382","2020-03-23",2.36
"383","2020-03-24",2.82
"384","2020-03-25",2.75
"385","2020-03-26",2.64
"386","2020-03-27",2.45
"387","2020-03-30",2.31
"388","2020-03-31",2.39
"389","2020-04-01",2.4
"390","2020-04-02",2.47
"391","2020-04-03",2.34
"392","2020-04-06",2.49
"393","2020-04-07",2.6
"394","2020-04-08",2.68
"395","2020-04-09",2.73
"396","2020-04-13",2.75
"397","2020-04-14",3.05
"398","2020-04-15",2.82
"399","2020-04-16",2.9
"400","2020-04-17",2.91
"401","2020-04-20",2.87
"402","2020-04-21",2.53
"403","2020-04-22",2.61
"404","2020-04-23",2.49
"405","2020-04-24",2.44
"406","2020-04-27",2.59
"407","2020-04-28",2.38
"408","2020-04-29",2.45
"409","2020-04-30",2.46
"410","2020-05-01",2.34
"411","2020-05-04",2.34
"412","2020-05-05",2.22
"413","2020-05-06",2.27
"414","2020-05-07",2.35
"415","2020-05-08",2.38
"416","2020-05-11",2.57
"417","2020-05-12",2.56
"418","2020-05-13",2.38
"419","2020-05-14",2.42
"420","2020-05-15",2.47
"421","2020-05-18",2.52
"422","2020-05-19",2.71
"423","2020-05-20",2.56
"424","2020-05-21",2.51
"425","2020-05-22",2.33
"426","2020-05-26",2.28
"427","2020-05-27",2.35
"428","2020-05-28",2.34
"429","2020-05-29",2.38
"430","2020-06-01",2.73
"431","2020-06-02",2.73
"432","2020-06-03",2.88
"433","2020-06-04",2.91
"434","2020-06-05",2.81
"435","2020-06-08",2.71
"436","2020-06-09",2.8
"437","2020-06-10",2.72
"438","2020-06-11",2.51
"439","2020-06-12",2.61
"440","2020-06-15",2.73
"441","2020-06-16",2.83
"442","2020-06-17",2.72
"443","2020-06-18",2.6
"444","2020-06-19",2.87
"445","2020-06-22",2.99
"446","2020-06-23",2.98
"447","2020-06-24",2.89
"448","2020-06-25",3
"449","2020-06-26",2.82
"450","2020-06-29",2.85
"451","2020-06-30",2.98
"452","2020-07-01",3.09
"453","2020-07-02",3.46
"454","2020-07-06",4.19
"455","2020-07-07",3.89
"456","2020-07-08",3.96
"457","2020-07-09",4.02
"458","2020-07-10",3.89
"459","2020-07-13",3.66
"460","2020-07-14",3.36
"461","2020-07-15",3.69
"462","2020-07-16",2.84
"463","2020-07-17",2.79
"464","2020-07-20",2.85
"465","2020-07-21",2.89
"466","2020-07-22",2.73
"467","2020-07-23",2.7
"468","2020-07-24",2.89
"469","2020-07-27",2.85
"470","2020-07-28",2.89
"471","2020-07-29",2.93
"472","2020-07-30",2.85
"473","2020-07-31",3.08
"474","2020-08-03",3.16
"475","2020-08-04",3.09
"476","2020-08-05",3.18
"477","2020-08-06",3.37
"478","2020-08-07",3.08
"479","2020-08-10",3
"480","2020-08-11",3.01
"481","2020-08-12",2.9
"482","2020-08-13",2.84
"483","2020-08-14",2.73
"484","2020-08-17",2.72
"485","2020-08-18",2.74
"486","2020-08-19",2.69
"487","2020-08-20",2.71
"488","2020-08-21",2.64
"489","2020-08-24",2.55
"490","2020-08-25",2.45
"491","2020-08-26",2.51
"492","2020-08-27",2.81
"493","2020-08-28",2.77
"494","2020-08-31",2.76
"495","2020-09-01",2.83
"496","2020-09-02",2.78
"497","2020-09-03",2.64
"498","2020-09-04",2.75
"499","2020-09-08",2.59
"500","2020-09-09",2.66
"501","2020-09-10",2.59
"502","2020-09-11",2.48
"503","2020-09-14",2.72
"504","2020-09-15",2.61
"505","2020-09-16",2.5
"506","2020-09-17",2.42
"507","2020-09-18",2.47
"508","2020-09-21",2.42
"509","2020-09-22",2.3
"510","2020-09-23",2.53
"511","2020-09-24",2.4
"512","2020-09-25",2.41
"513","2020-09-28",2.3
"514","2020-09-29",2.3
"515","2020-09-30",2.19
"516","2020-10-01",2.21
"517","2020-10-02",2.21
"518","2020-10-05",2.23
"519","2020-10-06",2.39
"520","2020-10-07",2.53
"521","2020-10-08",2.56
"522","2020-10-09",2.64
"523","2020-10-12",2.58
"524","2020-10-13",2.58
"525","2020-10-14",2.58
"526","2020-10-15",2.37
"527","2020-10-16",2.33
"528","2020-10-19",2.47
"529","2020-10-20",2.45
"530","2020-10-21",2.45
"531","2020-10-22",2.4
"532","2020-10-23",2.41
"533","2020-10-26",2.32
"534","2020-10-27",2.34
"535","2020-10-28",2.23
"536","2020-10-29",2.3
"537","2020-10-30",2.15
"538","2020-11-02",2.14
"539","2020-11-03",2.18
"540","2020-11-04",2.27
"541","2020-11-05",2.29
"542","2020-11-06",2.35
"543","2020-11-09",2.37
"544","2020-11-10",2.33
"545","2020-11-11",2.27
"546","2020-11-12",2.35
"547","2020-11-13",2.35
"548","2020-11-16",2.45
"549","2020-11-17",2.39
"550","2020-11-18",2.33
"551","2020-11-19",2.33
"552","2020-11-20",2.44
"553","2020-11-23",2.41
"554","2020-11-24",2.77
"555","2020-11-25",2.64
"556","2020-11-27",2.93
