"","date","HCAC"
"78","2019-08-06",10
"79","2019-08-07",10
"80","2019-08-08",9.97
"81","2019-08-09",9.97
"82","2019-08-12",9.97
"83","2019-08-13",9.964
"84","2019-08-14",9.98
"85","2019-08-15",9.99
"86","2019-08-16",9.98
"87","2019-08-19",9.98
"88","2019-08-20",9.99
"89","2019-08-21",10
"90","2019-08-22",9.98
"91","2019-08-23",9.97
"92","2019-08-26",9.97
"93","2019-08-27",9.98
"94","2019-08-28",10
"95","2019-08-29",9.994
"96","2019-08-30",10.02
"97","2019-09-03",10
"98","2019-09-04",10
"99","2019-09-05",10
"100","2019-09-06",10.01
"101","2019-09-09",10
"102","2019-09-10",10.05
"103","2019-09-11",10.02
"104","2019-09-12",10.02
"105","2019-09-13",10.01
"106","2019-09-16",10.01
"107","2019-09-17",10.01
"108","2019-09-18",10
"109","2019-09-19",10.02
"110","2019-09-20",10.15
"111","2019-09-23",10.12
"112","2019-09-24",10.05
"113","2019-09-25",10
"114","2019-09-26",10.01
"115","2019-09-27",10.01
"116","2019-09-30",10.01
"117","2019-10-01",10.01
"118","2019-10-02",10.01
"119","2019-10-03",10.01
"120","2019-10-04",10.01
"121","2019-10-07",10.01
"122","2019-10-08",10.14
"123","2019-10-09",10.09
"124","2019-10-10",10.06
"125","2019-10-11",9.96
"126","2019-10-14",9.96
"127","2019-10-15",10
"128","2019-10-16",10
"129","2019-10-17",10
"130","2019-10-18",10.03
"131","2019-10-21",10.06
"132","2019-10-22",10.06
"133","2019-10-23",10.06
"134","2019-10-24",10.06
"135","2019-10-25",10.06
"136","2019-10-28",10.06
"137","2019-10-29",10.04
"138","2019-10-30",10.03
"139","2019-10-31",10.05
"140","2019-11-01",10.06
"141","2019-11-04",10.06
"142","2019-11-05",10.05
"143","2019-11-06",10.05
"144","2019-11-07",10.05
"145","2019-11-08",10.05
"146","2019-11-11",10.06
"147","2019-11-12",10.06
"148","2019-11-13",10.03
"149","2019-11-14",10.03
"150","2019-11-15",10.03
"151","2019-11-18",10.03
"152","2019-11-19",10.04
"153","2019-11-20",10.04
"154","2019-11-21",10.04
"155","2019-11-22",10.05
"156","2019-11-25",10.06
"157","2019-11-26",10.06
"158","2019-11-27",10.06
"159","2019-11-29",10.07
"160","2019-12-02",10.07
"161","2019-12-03",10.07
"162","2019-12-04",10.08
"163","2019-12-05",10.09
"164","2019-12-06",10.09
"165","2019-12-09",10.09
"166","2019-12-10",10.09
"167","2019-12-11",10.1
"168","2019-12-12",10.1
"169","2019-12-13",10.1
"170","2019-12-16",10.14
"171","2019-12-17",10.13
"172","2019-12-18",10.13
"173","2019-12-19",10.15
"174","2019-12-20",10.15
"175","2019-12-23",10.14
"176","2019-12-24",10.14
"177","2019-12-26",10.13
"178","2019-12-27",10.14
"179","2019-12-30",10.16
"180","2019-12-31",10.16
"181","2020-01-02",10.16
"182","2020-01-03",10.16
"183","2020-01-06",10.18
"184","2020-01-07",10.19
"185","2020-01-08",10.24
"186","2020-01-09",10.2
"187","2020-01-10",10.2
"188","2020-01-13",10.2
"189","2020-01-14",10.2
"190","2020-01-15",10.22
"191","2020-01-16",10.25
"192","2020-01-17",10.23
"193","2020-01-21",10.23
"194","2020-01-22",10.26
"195","2020-01-23",10.26
"196","2020-01-24",10.25
"197","2020-01-27",10.226
"198","2020-01-28",10.23
"199","2020-01-29",10.23
"200","2020-01-30",10.23
"201","2020-01-31",10.23
"202","2020-02-03",10.24
"203","2020-02-04",10.26
"204","2020-02-05",10.26
"205","2020-02-06",10.24
"206","2020-02-07",10.27
"207","2020-02-10",10.27
"208","2020-02-11",10.27
"209","2020-02-12",10.27
"210","2020-02-13",10.27
"211","2020-02-14",10.28
"212","2020-02-18",10.24
"213","2020-02-19",10.26
"214","2020-02-20",10.3
"215","2020-02-21",10.3
"216","2020-02-24",10.3
"217","2020-02-25",10.25
"218","2020-02-26",10.26
"219","2020-02-27",10.3
"220","2020-02-28",10.26
"221","2020-03-02",10.25
"222","2020-03-03",10.25
"223","2020-03-04",10.23
"224","2020-03-05",10.25
"225","2020-03-06",10.25
"226","2020-03-09",10.22
"227","2020-03-10",10.2
"228","2020-03-11",10.22
"229","2020-03-12",10.19
"230","2020-03-13",10.1
"231","2020-03-16",10.1
"232","2020-03-17",10.19
"233","2020-03-18",9.75
"234","2020-03-19",9.82
"235","2020-03-20",9.96
"236","2020-03-23",9.91
"237","2020-03-24",9.98
"238","2020-03-25",10.01
"239","2020-03-26",10.15
"240","2020-03-27",10.08
"241","2020-03-30",10.13
"242","2020-03-31",10.11
"243","2020-04-01",10.1
"244","2020-04-02",10.08
"245","2020-04-03",10.11
"246","2020-04-06",10.11
"247","2020-04-07",10.08
"248","2020-04-08",10.13
"249","2020-04-09",10.1
"250","2020-04-13",10.11
"251","2020-04-14",10.12
"252","2020-04-15",10.14
"253","2020-04-16",10.15
"254","2020-04-17",10.15
"255","2020-04-20",10.15
"256","2020-04-21",10.15
"257","2020-04-22",10.15
"258","2020-04-23",10.16
"259","2020-04-24",10.14
"260","2020-04-27",10.15
"261","2020-04-28",10.15
"262","2020-04-29",10.15
"263","2020-04-30",10.15
"264","2020-05-01",10.15
"265","2020-05-04",10.15
"266","2020-05-05",10.15
"267","2020-05-06",10.16
"268","2020-05-07",10.155
"269","2020-05-08",10.155
"270","2020-05-11",10.15
"271","2020-05-12",10.18
"272","2020-05-13",10.15
"273","2020-05-14",10.17
"274","2020-05-15",10.17
"275","2020-05-18",10.2
"276","2020-05-19",10.2
"277","2020-05-20",10.225
"278","2020-05-21",10.225
"279","2020-05-22",10.24
"280","2020-05-26",10.35
"281","2020-05-27",10.35
"282","2020-05-28",10.22
"283","2020-05-29",10.22
"284","2020-06-01",10.25
"285","2020-06-02",10.3
"286","2020-06-03",10.26
"287","2020-06-04",10.26
"288","2020-06-05",10.29
"289","2020-06-08",10.29
"290","2020-06-09",10.35
"291","2020-06-10",10.29
"292","2020-06-11",10.35
"293","2020-06-12",10.4
"294","2020-06-15",10.4
"295","2020-06-16",10.4
"296","2020-06-17",10.4
"297","2020-06-18",10.545
"298","2020-06-19",10.59
"299","2020-06-22",10.635
"300","2020-06-23",10.6
"301","2020-06-24",10.45
"302","2020-06-25",10.41
"303","2020-06-26",10.445
"304","2020-06-29",10.6
"305","2020-06-30",10.75
"306","2020-07-01",10.85
"307","2020-07-02",10.75
"308","2020-07-06",10.75
"309","2020-07-07",10.65
"310","2020-07-08",10.66
"311","2020-07-09",10.98
"312","2020-07-10",11.1
"313","2020-07-13",11.03
"314","2020-07-14",10.98
"315","2020-07-15",11.03
"316","2020-07-16",10.98
"317","2020-07-17",11
"318","2020-07-20",11.015
"319","2020-07-21",11.06
"320","2020-07-22",11.1
"321","2020-07-23",11.93
"322","2020-07-24",11.65
"323","2020-07-27",11.38
"324","2020-07-28",11.3
"325","2020-07-29",11.52
"326","2020-07-30",11.17
"327","2020-07-31",10.9
"328","2020-08-03",10.88
"329","2020-08-04",11.5
"330","2020-08-05",11.4
"331","2020-08-06",11.38
"332","2020-08-07",11.13
"333","2020-08-10",10.79
"334","2020-08-11",10.98
"335","2020-08-12",10.85
"336","2020-08-13",10.8
"337","2020-08-14",10.79
"338","2020-08-17",10.68
"339","2020-08-18",10.49
"340","2020-08-19",10.48
"341","2020-08-20",10.45
"342","2020-08-21",10.43
"343","2020-08-24",10.61
"344","2020-08-25",10.85
"345","2020-08-26",10.98
"346","2020-08-27",10.94
"347","2020-08-28",10.85
"348","2020-08-31",10.79
"349","2020-09-01",10.69
"350","2020-09-02",10.95
"351","2020-09-03",10.8
"352","2020-09-04",10.78
"353","2020-09-08",11
"354","2020-09-09",11.06
"355","2020-09-10",11.15
"356","2020-09-11",11.59
"357","2020-09-14",12.71
"358","2020-09-15",13
"359","2020-09-16",12.8
"360","2020-09-17",12.4
"361","2020-09-18",12.2
"362","2020-09-21",11.64
"363","2020-09-22",11.9
"364","2020-09-23",11.11
"365","2020-09-24",10.96
"366","2020-09-25",11.2
"367","2020-09-28",11.3
"368","2020-09-29",11.17
"369","2020-09-30",11.14
"370","2020-10-01",11.13
"371","2020-10-02",10.98
"372","2020-10-05",10.77
"373","2020-10-06",10.56
"374","2020-10-07",10.51
"375","2020-10-08",10.67
"376","2020-10-09",10.6
"377","2020-10-12",10.46
"378","2020-10-13",10.4
"379","2020-10-14",10.45
"380","2020-10-15",10.38
"381","2020-10-16",10.41
"382","2020-10-19",10.55
"383","2020-10-20",10.38
"384","2020-10-21",10.35
"385","2020-10-22",10.41
"386","2020-10-23",10.35
"387","2020-10-26",10.34
"388","2020-10-27",10.31
"389","2020-10-28",10.31
"390","2020-10-29",10.24
"391","2020-10-30",10.25
"392","2020-11-02",10.23
"393","2020-11-03",10.23
"394","2020-11-04",10.23
"395","2020-11-05",10.23
"396","2020-11-06",10.27
"397","2020-11-09",10.3
"398","2020-11-10",10.23
"399","2020-11-11",10.25
"400","2020-11-12",10.23
"401","2020-11-13",10.27
"402","2020-11-16",10.25
"403","2020-11-17",10.25
"404","2020-11-18",10.37
"405","2020-11-19",10.71
"406","2020-11-20",10.7
"407","2020-11-23",11.3
"408","2020-11-24",11.19
"409","2020-11-25",11.52
"410","2020-11-27",12.56
