"","date","MU"
"236","2007-12-07",9.03
"237","2007-12-10",8.98
"238","2007-12-11",8.6
"239","2007-12-12",8.65
"240","2007-12-13",8.47
"241","2007-12-14",8.37
"242","2007-12-17",7.89
"243","2007-12-18",7.8
"244","2007-12-19",7.84
"245","2007-12-20",7.92
"246","2007-12-21",7.53
"247","2007-12-24",7.55
"248","2007-12-26",7.5
"249","2007-12-27",7.36
"250","2007-12-28",7.27
"251","2007-12-31",7.25
"252","2008-01-02",7.04
"253","2008-01-03",6.95
"254","2008-01-04",6.4
"255","2008-01-07",6.39
"256","2008-01-08",6.18
"257","2008-01-09",6.2
"258","2008-01-10",6.2
"259","2008-01-11",6.09
"260","2008-01-14",6.25
"261","2008-01-15",5.75
"262","2008-01-16",5.93
"263","2008-01-17",6.06
"264","2008-01-18",6.44
"265","2008-01-22",6.29
"266","2008-01-23",6.7
"267","2008-01-24",6.99
"268","2008-01-25",6.53
"269","2008-01-28",6.6
"270","2008-01-29",6.87
"271","2008-01-30",6.96
"272","2008-01-31",6.99
"273","2008-02-01",7.81
"274","2008-02-04",7.81
"275","2008-02-05",7.84
"276","2008-02-06",6.99
"277","2008-02-07",7.12
"278","2008-02-08",6.69
"279","2008-02-11",6.83
"280","2008-02-12",7.02
"281","2008-02-13",7.39
"282","2008-02-14",7.17
"283","2008-02-15",7.13
"284","2008-02-19",7.52
"285","2008-02-20",7.81
"286","2008-02-21",7.38
"287","2008-02-22",7.54
"288","2008-02-25",7.77
"289","2008-02-26",7.72
"290","2008-02-27",7.86
"291","2008-02-28",7.57
"292","2008-02-29",7.52
"293","2008-03-03",7.17
"294","2008-03-04",6.98
"295","2008-03-05",7.03
"296","2008-03-06",6.74
"297","2008-03-07",6.88
"298","2008-03-10",6.41
"299","2008-03-11",6.86
"300","2008-03-12",6.5
"301","2008-03-13",6.49
"302","2008-03-14",6.14
"303","2008-03-17",6.02
"304","2008-03-18",5.99
"305","2008-03-19",5.8
"306","2008-03-20",5.98
"307","2008-03-24",5.84
"308","2008-03-25",5.79
"309","2008-03-26",5.5
"310","2008-03-27",5.52
"311","2008-03-28",5.46
"312","2008-03-31",5.97
"313","2008-04-01",6
"314","2008-04-02",6.39
"315","2008-04-03",6.79
"316","2008-04-04",6.76
"317","2008-04-07",6.69
"318","2008-04-08",6.54
"319","2008-04-09",6.77
"320","2008-04-10",6.99
"321","2008-04-11",6.9
"322","2008-04-14",6.73
"323","2008-04-15",6.76
"324","2008-04-16",7.19
"325","2008-04-17",7.21
"326","2008-04-18",7.4
"327","2008-04-21",7.4
"328","2008-04-22",7.43
"329","2008-04-23",7.59
"330","2008-04-24",7.71
"331","2008-04-25",7.68
"332","2008-04-28",7.87
"333","2008-04-29",7.86
"334","2008-04-30",7.72
"335","2008-05-01",8.1
"336","2008-05-02",8.24
"337","2008-05-05",8.27
"338","2008-05-06",8.29
"339","2008-05-07",8.19
"340","2008-05-08",8.22
"341","2008-05-09",8.37
"342","2008-05-12",8.32
"343","2008-05-13",8.33
"344","2008-05-14",8.54
"345","2008-05-15",8.84
"346","2008-05-16",8.84
"347","2008-05-19",8.76
"348","2008-05-20",8.21
"349","2008-05-21",8.36
"350","2008-05-22",8.16
"351","2008-05-23",8.21
"352","2008-05-27",8.14
"353","2008-05-28",8.27
"354","2008-05-29",8.09
"355","2008-05-30",8.07
"356","2008-06-02",8.2
"357","2008-06-03",8.16
"358","2008-06-04",8.41
"359","2008-06-05",8.53
"360","2008-06-06",8.29
"361","2008-06-09",8.02
"362","2008-06-10",7.8
"363","2008-06-11",7.34
"364","2008-06-12",7.34
"365","2008-06-13",7.66
"366","2008-06-16",7.73
"367","2008-06-17",7.43
"368","2008-06-18",7.15
"369","2008-06-19",7.44
"370","2008-06-20",7.23
"371","2008-06-23",7.01
"372","2008-06-24",7.4
"373","2008-06-25",7.53
"374","2008-06-26",6.99
"375","2008-06-27",6.1
"376","2008-06-30",6
"377","2008-07-01",5.79
"378","2008-07-02",5.91
"379","2008-07-03",5.77
"380","2008-07-07",5.48
"381","2008-07-08",5.52
"382","2008-07-09",5.46
"383","2008-07-10",5.46
"384","2008-07-11",5.44
"385","2008-07-14",5.28
"386","2008-07-15",5.28
"387","2008-07-16",5.51
"388","2008-07-17",5.45
"389","2008-07-18",5.7
"390","2008-07-21",5.66
"391","2008-07-22",5.13
"392","2008-07-23",5.13
"393","2008-07-24",4.91
"394","2008-07-25",4.97
"395","2008-07-28",4.58
"396","2008-07-29",4.68
"397","2008-07-30",4.75
"398","2008-07-31",4.83
"399","2008-08-01",4.67
"400","2008-08-04",4.75
"401","2008-08-05",4.73
"402","2008-08-06",4.98
"403","2008-08-07",5.1
"404","2008-08-08",5.27
"405","2008-08-11",5.39
"406","2008-08-12",5.27
"407","2008-08-13",5.1
"408","2008-08-14",5.37
"409","2008-08-15",5.39
"410","2008-08-18",5.09
"411","2008-08-19",4.9
"412","2008-08-20",4.7
"413","2008-08-21",4.68
"414","2008-08-22",4.69
"415","2008-08-25",4.49
"416","2008-08-26",4.24
"417","2008-08-27",4.26
"418","2008-08-28",4.29
"419","2008-08-29",4.24
"420","2008-09-02",4.22
"421","2008-09-03",4.32
"422","2008-09-04",4.17
"423","2008-09-05",4.36
"424","2008-09-08",4.41
"425","2008-09-09",4.41
"426","2008-09-10",4.91
"427","2008-09-11",4.92
"428","2008-09-12",5.13
"429","2008-09-15",4.34
"430","2008-09-16",4
"431","2008-09-17",3.9
"432","2008-09-18",4.26
"433","2008-09-19",4.84
"434","2008-09-22",4.33
"435","2008-09-23",4.09
"436","2008-09-24",4.36
"437","2008-09-25",4.67
"438","2008-09-26",4.65
"439","2008-09-29",4.03
"440","2008-09-30",4.05
"441","2008-10-01",4.3
"442","2008-10-02",4.48
"443","2008-10-03",4.44
"444","2008-10-06",4.06
"445","2008-10-07",3.91
"446","2008-10-08",3.87
"447","2008-10-09",3.88
"448","2008-10-10",3.55
"449","2008-10-13",4.21
"450","2008-10-14",4.51
"451","2008-10-15",4.06
"452","2008-10-16",4.05
"453","2008-10-17",4.12
"454","2008-10-20",4.45
"455","2008-10-21",4.47
"456","2008-10-22",4.34
"457","2008-10-23",3.92
"458","2008-10-24",3.55
"459","2008-10-27",3.39
"460","2008-10-28",3.74
"461","2008-10-29",3.88
"462","2008-10-30",4.43
"463","2008-10-31",4.71
"464","2008-11-03",4.68
"465","2008-11-04",4.98
"466","2008-11-05",4.8
"467","2008-11-06",4.38
"468","2008-11-07",4.48
"469","2008-11-10",3.99
"470","2008-11-11",3.73
"471","2008-11-12",3.1
"472","2008-11-13",3.1
"473","2008-11-14",2.75
"474","2008-11-17",2.57
"475","2008-11-18",2.46
"476","2008-11-19",2.07
"477","2008-11-20",1.69
"478","2008-11-21",1.87
"479","2008-11-24",2.1
"480","2008-11-25",2.26
"481","2008-11-26",2.39
"482","2008-11-28",2.74
"483","2008-12-01",2.24
"484","2008-12-02",2.09
"485","2008-12-03",1.99
"486","2008-12-04",1.81
"487","2008-12-05",2.04
"488","2008-12-08",2.08
"489","2008-12-09",2.2
"490","2008-12-10",2.07
"491","2008-12-11",1.85
"492","2008-12-12",2.07
"493","2008-12-15",1.9
"494","2008-12-16",2.03
"495","2008-12-17",2.17
"496","2008-12-18",2.61
"497","2008-12-19",2.99
"498","2008-12-22",2.61
"499","2008-12-23",2.36
"500","2008-12-24",2.59
"501","2008-12-26",2.59
"502","2008-12-29",2.36
"503","2008-12-30",2.44
"504","2008-12-31",2.64
"505","2009-01-02",2.84
"506","2009-01-05",3.32
"507","2009-01-06",3.47
"508","2009-01-07",3.28
"509","2009-01-08",3.41
"510","2009-01-09",3.29
"511","2009-01-12",3.16
"512","2009-01-13",3.15
"513","2009-01-14",2.93
"514","2009-01-15",2.99
"515","2009-01-16",3.4
"516","2009-01-20",3.08
"517","2009-01-21",3.44
"518","2009-01-22",3.25
"519","2009-01-23",3.56
"520","2009-01-26",3.4
"521","2009-01-27",3.49
"522","2009-01-28",3.76
"523","2009-01-29",3.57
"524","2009-01-30",3.72
"525","2009-02-02",3.6
"526","2009-02-03",3.76
"527","2009-02-04",3.9
"528","2009-02-05",4.07
"529","2009-02-06",4.08
"530","2009-02-09",4.32
"531","2009-02-10",4.02
"532","2009-02-11",3.88
"533","2009-02-12",3.94
"534","2009-02-13",3.73
"535","2009-02-17",3.3
"536","2009-02-18",3.2
"537","2009-02-19",3
"538","2009-02-20",2.81
"539","2009-02-23",2.81
"540","2009-02-24",3.22
"541","2009-02-25",3.22
"542","2009-02-26",3.29
"543","2009-02-27",3.22
"544","2009-03-02",3.01
"545","2009-03-03",3.09
"546","2009-03-04",3.2
"547","2009-03-05",3.15
"548","2009-03-06",2.91
"549","2009-03-09",2.58
"550","2009-03-10",2.88
"551","2009-03-11",3.2
"552","2009-03-12",3.5
"553","2009-03-13",3.64
"554","2009-03-16",3.65
"555","2009-03-17",3.68
"556","2009-03-18",3.77
"557","2009-03-19",3.67
"558","2009-03-20",3.43
"559","2009-03-23",3.81
"560","2009-03-24",3.7
"561","2009-03-25",3.71
"562","2009-03-26",4.22
"563","2009-03-27",4.17
"564","2009-03-30",3.88
"565","2009-03-31",4.06
"566","2009-04-01",4.18
"567","2009-04-02",4.63
"568","2009-04-03",4.5
"569","2009-04-06",4.52
"570","2009-04-07",4.31
"571","2009-04-08",4.28
"572","2009-04-09",4.45
"573","2009-04-13",4.39
"574","2009-04-14",4.3
"575","2009-04-15",4.5
"576","2009-04-16",4.98
"577","2009-04-17",5
"578","2009-04-20",4.59
"579","2009-04-21",4.7
"580","2009-04-22",5.03
"581","2009-04-23",4.92
"582","2009-04-24",4.86
"583","2009-04-27",4.66
"584","2009-04-28",4.56
"585","2009-04-29",4.84
"586","2009-04-30",4.88
"587","2009-05-01",4.89
"588","2009-05-04",5.27
"589","2009-05-05",5.44
"590","2009-05-06",5.39
"591","2009-05-07",4.92
"592","2009-05-08",4.85
"593","2009-05-11",4.66
"594","2009-05-12",4.42
"595","2009-05-13",4.32
"596","2009-05-14",4.55
"597","2009-05-15",4.24
"598","2009-05-18",4.68
"599","2009-05-19",4.85
"600","2009-05-20",4.8
"601","2009-05-21",4.58
"602","2009-05-22",4.51
"603","2009-05-26",4.65
"604","2009-05-27",4.77
"605","2009-05-28",4.86
"606","2009-05-29",5.06
"607","2009-06-01",5.32
"608","2009-06-02",5.07
"609","2009-06-03",4.97
"610","2009-06-04",5.5
"611","2009-06-05",5.3
"612","2009-06-08",5.3
"613","2009-06-09",5.58
"614","2009-06-10",5.86
"615","2009-06-11",5.59
"616","2009-06-12",5.47
"617","2009-06-15",5.32
"618","2009-06-16",5.2
"619","2009-06-17",5.3
"620","2009-06-18",5.26
"621","2009-06-19",5.33
"622","2009-06-22",5.02
"623","2009-06-23",4.85
"624","2009-06-24",5.14
"625","2009-06-25",5.3
"626","2009-06-26",5.1
"627","2009-06-29",5.11
"628","2009-06-30",5.06
"629","2009-07-01",5.18
"630","2009-07-02",4.96
"631","2009-07-06",4.89
"632","2009-07-07",4.7
"633","2009-07-08",4.72
"634","2009-07-09",5.04
"635","2009-07-10",5.08
"636","2009-07-13",5.21
"637","2009-07-14",5.32
"638","2009-07-15",5.58
"639","2009-07-16",5.75
"640","2009-07-17",5.75
"641","2009-07-20",5.89
"642","2009-07-21",5.85
"643","2009-07-22",6.16
"644","2009-07-23",6.2
"645","2009-07-24",6.27
"646","2009-07-27",6.33
"647","2009-07-28",6.4
"648","2009-07-29",6.18
"649","2009-07-30",6.16
"650","2009-07-31",6.39
"651","2009-08-03",6.77
"652","2009-08-04",6.76
"653","2009-08-05",6.74
"654","2009-08-06",6.79
"655","2009-08-07",6.83
"656","2009-08-10",6.63
"657","2009-08-11",6.8
"658","2009-08-12",6.76
"659","2009-08-13",7.01
"660","2009-08-14",6.72
"661","2009-08-17",6.57
"662","2009-08-18",6.79
"663","2009-08-19",6.68
"664","2009-08-20",6.79
"665","2009-08-21",7.14
"666","2009-08-24",7.09
"667","2009-08-25",7.2
"668","2009-08-26",7.25
"669","2009-08-27",7.2
"670","2009-08-28",7.56
"671","2009-08-31",7.37
"672","2009-09-01",7.02
"673","2009-09-02",6.99
"674","2009-09-03",7.17
"675","2009-09-04",7.35
"676","2009-09-08",7.75
"677","2009-09-09",7.8
"678","2009-09-10",8.13
"679","2009-09-11",7.87
"680","2009-09-14",7.92
"681","2009-09-15",8.15
"682","2009-09-16",8.5
"683","2009-09-17",8.22
"684","2009-09-18",8.2
"685","2009-09-21",8.33
"686","2009-09-22",8.63
"687","2009-09-23",8.54
"688","2009-09-24",8.11
"689","2009-09-25",8.1
"690","2009-09-28",8.44
"691","2009-09-29",8.4
"692","2009-09-30",8.2
"693","2009-10-01",7.51
"694","2009-10-02",7.46
"695","2009-10-05",7.97
"696","2009-10-06",7.89
"697","2009-10-07",8.22
"698","2009-10-08",8.22
"699","2009-10-09",8.78
"700","2009-10-12",8.88
"701","2009-10-13",8.66
"702","2009-10-14",8.91
"703","2009-10-15",8.65
"704","2009-10-16",7.95
"705","2009-10-19",8.05
"706","2009-10-20",8.03
"707","2009-10-21",7.64
"708","2009-10-22",7.6
"709","2009-10-23",7.45
"710","2009-10-26",7.38
"711","2009-10-27",7.05
"712","2009-10-28",6.83
"713","2009-10-29",7.25
"714","2009-10-30",6.79
"715","2009-11-02",6.58
"716","2009-11-03",6.65
"717","2009-11-04",6.73
"718","2009-11-05",7.24
"719","2009-11-06",7.08
"720","2009-11-09",7.51
"721","2009-11-10",7.4
"722","2009-11-11",7.52
"723","2009-11-12",7.61
"724","2009-11-13",7.51
"725","2009-11-16",7.64
"726","2009-11-17",7.72
"727","2009-11-18",7.48
"728","2009-11-19",7.12
"729","2009-11-20",7.26
"730","2009-11-23",7.52
"731","2009-11-24",7.53
"732","2009-11-25",7.46
"733","2009-11-27",7.3
"734","2009-11-30",7.52
"735","2009-12-01",7.77
"736","2009-12-02",8.16
"737","2009-12-03",8.37
"738","2009-12-04",8.45
"739","2009-12-07",8.53
"740","2009-12-08",8.6
"741","2009-12-09",8.59
"742","2009-12-10",8.72
"743","2009-12-11",8.64
"744","2009-12-14",8.99
"745","2009-12-15",8.81
"746","2009-12-16",8.8
"747","2009-12-17",8.73
"748","2009-12-18",8.78
"749","2009-12-21",9.31
"750","2009-12-22",9.41
"751","2009-12-23",9.99
"752","2009-12-24",10.16
"753","2009-12-28",10.04
"754","2009-12-29",10.38
"755","2009-12-30",10.64
"756","2009-12-31",10.56
"757","2010-01-04",10.85
"758","2010-01-05",11.17
"759","2010-01-06",11.22
"760","2010-01-07",10.84
"761","2010-01-08",11.1
"762","2010-01-11",10.9
"763","2010-01-12",10.26
"764","2010-01-13",10.46
"765","2010-01-14",10.73
"766","2010-01-15",10.13
"767","2010-01-19",10.28
"768","2010-01-20",9.98
"769","2010-01-21",9.8
"770","2010-01-22",9.13
"771","2010-01-25",9.33
"772","2010-01-26",9.44
"773","2010-01-27",9.72
"774","2010-01-28",9.4
"775","2010-01-29",8.72
"776","2010-02-01",9.17
"777","2010-02-02",9.35
"778","2010-02-03",9.02
"779","2010-02-04",8.61
"780","2010-02-05",8.7
"781","2010-02-08",8.91
"782","2010-02-09",9.08
"783","2010-02-10",8.54
"784","2010-02-11",8.53
"785","2010-02-12",8.44
"786","2010-02-16",8.63
"787","2010-02-17",8.73
"788","2010-02-18",8.76
"789","2010-02-19",8.9
"790","2010-02-22",8.94
"791","2010-02-23",8.61
"792","2010-02-24",9.09
"793","2010-02-25",9.07
"794","2010-02-26",9.06
"795","2010-03-01",9.77
"796","2010-03-02",9.57
"797","2010-03-03",9.45
"798","2010-03-04",9.41
"799","2010-03-05",9.46
"800","2010-03-08",9.59
"801","2010-03-09",9.41
"802","2010-03-10",9.87
"803","2010-03-11",9.8
"804","2010-03-12",9.97
"805","2010-03-15",9.73
"806","2010-03-16",10.21
"807","2010-03-17",10.4
"808","2010-03-18",10.16
"809","2010-03-19",9.95
"810","2010-03-22",10.33
"811","2010-03-23",10.54
"812","2010-03-24",10.43
"813","2010-03-25",10.38
"814","2010-03-26",10.49
"815","2010-03-29",10.63
"816","2010-03-30",10.79
"817","2010-03-31",10.37
"818","2010-04-01",10.17
"819","2010-04-05",10.6
"820","2010-04-06",10.23
"821","2010-04-07",10.56
"822","2010-04-08",10.58
"823","2010-04-09",10.73
"824","2010-04-12",10.82
"825","2010-04-13",10.76
"826","2010-04-14",11.3
"827","2010-04-15",11.18
"828","2010-04-16",10.92
"829","2010-04-19",10.79
"830","2010-04-20",10.75
"831","2010-04-21",10.74
"832","2010-04-22",10.93
"833","2010-04-23",11
"834","2010-04-26",10.97
"835","2010-04-27",10.34
"836","2010-04-28",10.24
"837","2010-04-29",10.21
"838","2010-04-30",9.35
"839","2010-05-03",9.89
"840","2010-05-04",9.52
"841","2010-05-05",9.26
"842","2010-05-06",8.75
"843","2010-05-07",8.57
"844","2010-05-10",9.09
"845","2010-05-11",8.82
"846","2010-05-12",9.33
"847","2010-05-13",9.14
"848","2010-05-14",8.94
"849","2010-05-17",9.17
"850","2010-05-18",9.08
"851","2010-05-19",8.96
"852","2010-05-20",8.74
"853","2010-05-21",8.93
"854","2010-05-24",8.79
"855","2010-05-25",8.8
"856","2010-05-26",8.69
"857","2010-05-27",9.44
"858","2010-05-28",9.09
"859","2010-06-01",8.66
"860","2010-06-02",9.18
"861","2010-06-03",9.24
"862","2010-06-04",8.86
"863","2010-06-07",8.38
"864","2010-06-08",8.54
"865","2010-06-09",8.53
"866","2010-06-10",8.77
"867","2010-06-11",8.93
"868","2010-06-14",8.91
"869","2010-06-15",9.68
"870","2010-06-16",9.91
"871","2010-06-17",9.92
"872","2010-06-18",10
"873","2010-06-21",9.92
"874","2010-06-22",9.64
"875","2010-06-23",9.82
"876","2010-06-24",9.62
"877","2010-06-25",9.46
"878","2010-06-28",10.02
"879","2010-06-29",8.67
"880","2010-06-30",8.49
"881","2010-07-01",8.38
"882","2010-07-02",8.22
"883","2010-07-06",8.35
"884","2010-07-07",8.89
"885","2010-07-08",8.69
"886","2010-07-09",8.57
"887","2010-07-12",8.55
"888","2010-07-13",8.73
"889","2010-07-14",8.75
"890","2010-07-15",8.66
"891","2010-07-16",8.27
"892","2010-07-19",8.43
"893","2010-07-20",8.45
"894","2010-07-21",8.17
"895","2010-07-22",8.54
"896","2010-07-23",8.48
"897","2010-07-26",8.51
"898","2010-07-27",8.43
"899","2010-07-28",8.24
"900","2010-07-29",7.78
"901","2010-07-30",7.28
"902","2010-08-02",7.65
"903","2010-08-03",7.47
"904","2010-08-04",7.64
"905","2010-08-05",7.7
"906","2010-08-06",7.58
"907","2010-08-09",7.54
"908","2010-08-10",7.27
"909","2010-08-11",7.15
"910","2010-08-12",7.37
"911","2010-08-13",7.28
"912","2010-08-16",7.18
"913","2010-08-17",7.31
"914","2010-08-18",7.45
"915","2010-08-19",7.18
"916","2010-08-20",7.12
"917","2010-08-23",7.38
"918","2010-08-24",7.06
"919","2010-08-25",7.1
"920","2010-08-26",6.78
"921","2010-08-27",6.83
"922","2010-08-30",6.54
"923","2010-08-31",6.46
"924","2010-09-01",6.73
"925","2010-09-02",6.83
"926","2010-09-03",7.05
"927","2010-09-07",6.75
"928","2010-09-08",6.6
"929","2010-09-09",6.8
"930","2010-09-10",6.51
"931","2010-09-13",7.05
"932","2010-09-14",7.27
"933","2010-09-15",6.94
"934","2010-09-16",7.1
"935","2010-09-17",6.76
"936","2010-09-20",6.94
"937","2010-09-21",6.88
"938","2010-09-22",6.72
"939","2010-09-23",6.67
"940","2010-09-24",7.2
"941","2010-09-27",7.03
"942","2010-09-28",7.15
"943","2010-09-29",7.29
"944","2010-09-30",7.21
"945","2010-10-01",7.29
"946","2010-10-04",6.99
"947","2010-10-05",6.93
"948","2010-10-06",6.95
"949","2010-10-07",7.11
"950","2010-10-08",7.59
"951","2010-10-11",7.67
"952","2010-10-12",7.75
"953","2010-10-13",7.65
"954","2010-10-14",7.59
"955","2010-10-15",7.61
"956","2010-10-18",7.54
"957","2010-10-19",7.3
"958","2010-10-20",7.69
"959","2010-10-21",7.5
"960","2010-10-22",7.69
"961","2010-10-25",7.81
"962","2010-10-26",7.72
"963","2010-10-27",7.97
"964","2010-10-28",7.94
"965","2010-10-29",8.26
"966","2010-11-01",8.14
"967","2010-11-02",8.11
"968","2010-11-03",8.09
"969","2010-11-04",8.56
"970","2010-11-05",8.66
"971","2010-11-08",8.24
"972","2010-11-09",7.9
"973","2010-11-10",7.87
"974","2010-11-11",7.85
"975","2010-11-12",7.72
"976","2010-11-15",7.42
"977","2010-11-16",7.22
"978","2010-11-17",7.1
"979","2010-11-18",7.29
"980","2010-11-19",7.39
"981","2010-11-22",7.32
"982","2010-11-23",7.42
"983","2010-11-24",7.75
"984","2010-11-26",7.63
"985","2010-11-29",7.57
"986","2010-11-30",7.27
"987","2010-12-01",7.39
"988","2010-12-02",7.91
"989","2010-12-03",7.92
"990","2010-12-06",7.96
"991","2010-12-07",7.92
"992","2010-12-08",7.94
"993","2010-12-09",8.19
"994","2010-12-10",8.25
"995","2010-12-13",8.14
"996","2010-12-14",8.07
"997","2010-12-15",7.92
"998","2010-12-16",8.05
"999","2010-12-17",8.21
"1000","2010-12-20",8.12
