"","date","VIOT"
"145","2019-04-24",13.59
"146","2019-04-25",13.51
"147","2019-04-26",14.74
"148","2019-04-29",14.5
"149","2019-04-30",13.77
"150","2019-05-01",14.36
"151","2019-05-02",13.74
"152","2019-05-03",12
"153","2019-05-06",11.66
"154","2019-05-07",10.09
"155","2019-05-08",10.5
"156","2019-05-09",10.01
"157","2019-05-10",9.65
"158","2019-05-13",9.18
"159","2019-05-14",9.38
"160","2019-05-15",9.61
"161","2019-05-16",9.24
"162","2019-05-17",8.71
"163","2019-05-20",8.79
"164","2019-05-21",8.89
"165","2019-05-22",8.48
"166","2019-05-23",7.93
"167","2019-05-24",8.58
"168","2019-05-28",8.52
"169","2019-05-29",8.59
"170","2019-05-30",8.57
"171","2019-05-31",8.45
"172","2019-06-03",8.47
"173","2019-06-04",8.7
"174","2019-06-05",8.99
"175","2019-06-06",8.7
"176","2019-06-07",8.88
"177","2019-06-10",8.7
"178","2019-06-11",8.64
"179","2019-06-12",8.36
"180","2019-06-13",8.57
"181","2019-06-14",8.45
"182","2019-06-17",8.28
"183","2019-06-18",8.47
"184","2019-06-19",8.45
"185","2019-06-20",8.82
"186","2019-06-21",8.78
"187","2019-06-24",8.49
"188","2019-06-25",8.17
"189","2019-06-26",7.89
"190","2019-06-27",8
"191","2019-06-28",8.11
"192","2019-07-01",8.62
"193","2019-07-02",8.8
"194","2019-07-03",8.98
"195","2019-07-05",9.03
"196","2019-07-08",9.05
"197","2019-07-09",9.06
"198","2019-07-10",8.79
"199","2019-07-11",8.61
"200","2019-07-12",8.99
"201","2019-07-15",8.95
"202","2019-07-16",8.87
"203","2019-07-17",9
"204","2019-07-18",9.03
"205","2019-07-19",9.02
"206","2019-07-22",9.02
"207","2019-07-23",9.05
"208","2019-07-24",9.43
"209","2019-07-25",8.98
"210","2019-07-26",9.1
"211","2019-07-29",9.07
"212","2019-07-30",9.42
"213","2019-07-31",9.47
"214","2019-08-01",9
"215","2019-08-02",9.4
"216","2019-08-05",8.99
"217","2019-08-06",8.98
"218","2019-08-07",8.82
"219","2019-08-08",9.03
"220","2019-08-09",8.84
"221","2019-08-12",8.03
"222","2019-08-13",7.87
"223","2019-08-14",8.49
"224","2019-08-15",8.57
"225","2019-08-16",9.2
"226","2019-08-19",9.11
"227","2019-08-20",9.23
"228","2019-08-21",9.23
"229","2019-08-22",9
"230","2019-08-23",8.82
"231","2019-08-26",8.88
"232","2019-08-27",9
"233","2019-08-28",8.64
"234","2019-08-29",8.7
"235","2019-08-30",8.53
"236","2019-09-03",8.04
"237","2019-09-04",7.93
"238","2019-09-05",8.26
"239","2019-09-06",7.98
"240","2019-09-09",7.7
"241","2019-09-10",8.28
"242","2019-09-11",8.04
"243","2019-09-12",8.22
"244","2019-09-13",8.23
"245","2019-09-16",8.33
"246","2019-09-17",8.11
"247","2019-09-18",8.26
"248","2019-09-19",8.26
"249","2019-09-20",8.25
"250","2019-09-23",8.25
"251","2019-09-24",8.26
"252","2019-09-25",8.12
"253","2019-09-26",8.18
"254","2019-09-27",8.25
"255","2019-09-30",8.15
"256","2019-10-01",8.18
"257","2019-10-02",8.1
"258","2019-10-03",8.2
"259","2019-10-04",7.9
"260","2019-10-07",7.89
"261","2019-10-08",7.6
"262","2019-10-09",7.7
"263","2019-10-10",7.9
"264","2019-10-11",8.04
"265","2019-10-14",8.11
"266","2019-10-15",8.15
"267","2019-10-16",8.3
"268","2019-10-17",8.31
"269","2019-10-18",8.38
"270","2019-10-21",8.1
"271","2019-10-22",8.3
"272","2019-10-23",8.25
"273","2019-10-24",8.4
"274","2019-10-25",8.24
"275","2019-10-28",8.41
"276","2019-10-29",8.39
"277","2019-10-30",8.4
"278","2019-10-31",8.67
"279","2019-11-01",8.71
"280","2019-11-04",8.58
"281","2019-11-05",8.67
"282","2019-11-06",9.1
"283","2019-11-07",9.4
"284","2019-11-08",9.71
"285","2019-11-11",10.35
"286","2019-11-12",10.25
"287","2019-11-13",9.98
"288","2019-11-14",9.94
"289","2019-11-15",10.01
"290","2019-11-18",9.97
"291","2019-11-19",10.1
"292","2019-11-20",9.98
"293","2019-11-21",9.93
"294","2019-11-22",8.9
"295","2019-11-25",9.08
"296","2019-11-26",9
"297","2019-11-27",8.78
"298","2019-11-29",8.88
"299","2019-12-02",8.88
"300","2019-12-03",8.66
"301","2019-12-04",8.59
"302","2019-12-05",8.48
"303","2019-12-06",8.48
"304","2019-12-09",8.61
"305","2019-12-10",8.7
"306","2019-12-11",8.69
"307","2019-12-12",8.59
"308","2019-12-13",8
"309","2019-12-16",8.16
"310","2019-12-17",8
"311","2019-12-18",8
"312","2019-12-19",7.97
"313","2019-12-20",7.81
"314","2019-12-23",7.99
"315","2019-12-24",7.95
"316","2019-12-26",8.14
"317","2019-12-27",8.09
"318","2019-12-30",8.06
"319","2019-12-31",8.04
"320","2020-01-02",8.19
"321","2020-01-03",8.19
"322","2020-01-06",8.22
"323","2020-01-07",8.12
"324","2020-01-08",8.19
"325","2020-01-09",8.19
"326","2020-01-10",8.12
"327","2020-01-13",8.04
"328","2020-01-14",8.23
"329","2020-01-15",8.16
"330","2020-01-16",8.2
"331","2020-01-17",8.38
"332","2020-01-21",8.38
"333","2020-01-22",8.45
"334","2020-01-23",8.23
"335","2020-01-24",8.25
"336","2020-01-27",7.9
"337","2020-01-28",7.63
"338","2020-01-29",7.63
"339","2020-01-30",7.3
"340","2020-01-31",7.22
"341","2020-02-03",7.25
"342","2020-02-04",7.57
"343","2020-02-05",7.41
"344","2020-02-06",7.57
"345","2020-02-07",7.54
"346","2020-02-10",7.27
"347","2020-02-11",7.49
"348","2020-02-12",7.9
"349","2020-02-13",7.75
"350","2020-02-14",7.7
"351","2020-02-18",7.63
"352","2020-02-19",7.6
"353","2020-02-20",7.49
"354","2020-02-21",7.3
"355","2020-02-24",6.73
"356","2020-02-25",6.81
"357","2020-02-26",6.7
"358","2020-02-27",6.62
"359","2020-02-28",6.26
"360","2020-03-02",6.35
"361","2020-03-03",6.26
"362","2020-03-04",6.19
"363","2020-03-05",6.11
"364","2020-03-06",5.89
"365","2020-03-09",5.3
"366","2020-03-10",5.47
"367","2020-03-11",5.38
"368","2020-03-12",4.8
"369","2020-03-13",5.2
"370","2020-03-16",4.65
"371","2020-03-17",4.46
"372","2020-03-18",4.3
"373","2020-03-19",4.4
"374","2020-03-20",4.58
"375","2020-03-23",4.5
"376","2020-03-24",4.58
"377","2020-03-25",4.74
"378","2020-03-26",5.12
"379","2020-03-27",4.55
"380","2020-03-30",4.46
"381","2020-03-31",4.35
"382","2020-04-01",4.47
"383","2020-04-02",4.63
"384","2020-04-03",4.67
"385","2020-04-06",4.86
"386","2020-04-07",4.98
"387","2020-04-08",5.2
"388","2020-04-09",5.6
"389","2020-04-13",5.26
"390","2020-04-14",5.44
"391","2020-04-15",5.38
"392","2020-04-16",5.48
"393","2020-04-17",5.78
"394","2020-04-20",5.64
"395","2020-04-21",5.3
"396","2020-04-22",5.68
"397","2020-04-23",5.71
"398","2020-04-24",5.76
"399","2020-04-27",5.8
"400","2020-04-28",5.69
"401","2020-04-29",5.94
"402","2020-04-30",6.04
"403","2020-05-01",5.77
"404","2020-05-04",5.81
"405","2020-05-05",5.89
"406","2020-05-06",5.85
"407","2020-05-07",5.94
"408","2020-05-08",5.97
"409","2020-05-11",6.09
"410","2020-05-12",6.13
"411","2020-05-13",6.1
"412","2020-05-14",5.92
"413","2020-05-15",5.72
"414","2020-05-18",5.96
"415","2020-05-19",5.77
"416","2020-05-20",5.68
"417","2020-05-21",5.58
"418","2020-05-22",5.45
"419","2020-05-26",5.47
"420","2020-05-27",5.51
"421","2020-05-28",5.23
"422","2020-05-29",5.17
"423","2020-06-01",5.29
"424","2020-06-02",5.22
"425","2020-06-03",5.31
"426","2020-06-04",5.36
"427","2020-06-05",5.55
"428","2020-06-08",5.65
"429","2020-06-09",5.57
"430","2020-06-10",5.42
"431","2020-06-11",5.02
"432","2020-06-12",5.25
"433","2020-06-15",5.12
"434","2020-06-16",5.19
"435","2020-06-17",5.25
"436","2020-06-18",5.14
"437","2020-06-19",5.45
"438","2020-06-22",5.4
"439","2020-06-23",5.6
"440","2020-06-24",5.35
"441","2020-06-25",5.34
"442","2020-06-26",5.34
"443","2020-06-29",5.16
"444","2020-06-30",5.3
"445","2020-07-01",5.47
"446","2020-07-02",5.69
"447","2020-07-06",6.35
"448","2020-07-07",6.04
"449","2020-07-08",6.49
"450","2020-07-09",6.37
"451","2020-07-10",6.15
"452","2020-07-13",6.68
"453","2020-07-14",6.44
"454","2020-07-15",6.56
"455","2020-07-16",6.46
"456","2020-07-17",6.41
"457","2020-07-20",6.74
"458","2020-07-21",6.97
"459","2020-07-22",6.61
"460","2020-07-23",6.61
"461","2020-07-24",6.33
"462","2020-07-27",6.22
"463","2020-07-28",6.24
"464","2020-07-29",6.55
"465","2020-07-30",6.41
"466","2020-07-31",6.44
"467","2020-08-03",6.25
"468","2020-08-04",6.5
"469","2020-08-05",6.52
"470","2020-08-06",6.29
"471","2020-08-07",6.26
"472","2020-08-10",6.19
"473","2020-08-11",6.3
"474","2020-08-12",6.27
"475","2020-08-13",6.33
"476","2020-08-14",6.29
"477","2020-08-17",6.34
"478","2020-08-18",6.29
"479","2020-08-19",6.13
"480","2020-08-20",6.17
"481","2020-08-21",6.32
"482","2020-08-24",5.58
"483","2020-08-25",5.5
"484","2020-08-26",6.07
"485","2020-08-27",6.18
"486","2020-08-28",6.17
"487","2020-08-31",6.16
"488","2020-09-01",6.02
"489","2020-09-02",5.82
"490","2020-09-03",5.73
"491","2020-09-04",5.9
"492","2020-09-08",5.82
"493","2020-09-09",5.84
"494","2020-09-10",5.8
"495","2020-09-11",5.85
"496","2020-09-14",5.76
"497","2020-09-15",5.92
"498","2020-09-16",5.93
"499","2020-09-17",5.91
"500","2020-09-18",5.88
"501","2020-09-21",5.57
"502","2020-09-22",5.4
"503","2020-09-23",5.67
"504","2020-09-24",5.52
"505","2020-09-25",5.76
"506","2020-09-28",5.94
"507","2020-09-29",5.96
"508","2020-09-30",6.05
"509","2020-10-01",5.92
"510","2020-10-02",6.02
"511","2020-10-05",6.1
"512","2020-10-06",6
"513","2020-10-07",5.93
"514","2020-10-08",5.99
"515","2020-10-09",6.03
"516","2020-10-12",6.02
"517","2020-10-13",6
"518","2020-10-14",5.95
"519","2020-10-15",6.08
"520","2020-10-16",6.1
"521","2020-10-19",5.79
"522","2020-10-20",5.85
"523","2020-10-21",5.87
"524","2020-10-22",5.79
"525","2020-10-23",5.85
"526","2020-10-26",5.61
"527","2020-10-27",5.58
"528","2020-10-28",5.42
"529","2020-10-29",5.46
"530","2020-10-30",5.71
"531","2020-11-02",5.76
"532","2020-11-03",5.92
"533","2020-11-04",5.96
"534","2020-11-05",6.07
"535","2020-11-06",6.09
"536","2020-11-09",6.25
"537","2020-11-10",6.14
"538","2020-11-11",5.96
"539","2020-11-12",6.11
"540","2020-11-13",6.3
"541","2020-11-16",6.3
"542","2020-11-17",6.16
"543","2020-11-18",6.05
"544","2020-11-19",6.42
"545","2020-11-20",6.13
"546","2020-11-23",6.13
"547","2020-11-24",6.28
"548","2020-11-25",5.73
"549","2020-11-27",5.64
