"","date","JAN"
"85","2007-05-04",17.75
"86","2007-05-07",17
"87","2007-05-08",20
"88","2007-05-09",20
"89","2007-05-10",19.049999
"90","2007-05-11",18.35
"91","2007-05-14",18.1
"92","2007-05-15",17.950001
"93","2007-05-16",18.25
"94","2007-05-17",18.25
"95","2007-05-18",17.4
"96","2007-05-21",16.299999
"97","2007-05-22",17.75
"98","2007-05-23",20.25
"99","2007-05-24",19.5
"100","2007-05-25",18.25
"101","2007-05-29",19.5
"102","2007-05-30",19
"103","2007-05-31",19.5
"104","2007-06-01",18.5
"105","2007-06-04",20
"106","2007-06-05",20
"107","2007-06-06",19.9
"108","2007-06-07",20
"109","2007-06-08",20
"110","2007-06-11",20.25
"111","2007-06-12",21.9
"112","2007-06-13",21.9
"113","2007-06-14",20.4
"114","2007-06-15",24.950001
"115","2007-06-18",23.5
"116","2007-06-19",23.549999
"117","2007-06-20",21.549999
"118","2007-06-21",23.549999
"119","2007-06-22",23.5
"120","2007-06-25",21.75
"121","2007-06-26",21.25
"122","2007-06-27",21.1
"123","2007-06-28",21.1
"124","2007-06-29",21
"125","2007-07-02",21.200001
"126","2007-07-03",20.9
"127","2007-07-05",20.9
"128","2007-07-06",21
"129","2007-07-09",20.75
"130","2007-07-10",21
"131","2007-07-11",21.700001
"132","2007-07-12",21.700001
"133","2007-07-13",22.25
"134","2007-07-16",21.549999
"135","2007-07-17",20.299999
"136","2007-07-18",22.1
"137","2007-07-19",21.549999
"138","2007-07-20",21.25
"139","2007-07-23",21.15
"140","2007-07-24",20.299999
"141","2007-07-25",22
"142","2007-07-26",22.299999
"143","2007-07-27",20.25
"144","2007-07-30",20.5
"145","2007-07-31",20.5
"146","2007-08-01",28.1
"147","2007-08-02",30.5
"148","2007-08-03",30.450001
"149","2007-08-06",31.25
"150","2007-08-07",31.25
"151","2007-08-08",28.9
"152","2007-08-09",30.4
"153","2007-08-10",31.299999
"154","2007-08-13",32.049999
"155","2007-08-14",34.700001
"156","2007-08-15",32.849998
"157","2007-08-16",33.200001
"158","2007-08-17",34.049999
"159","2007-08-20",32.799999
"160","2007-08-21",32.950001
"161","2007-08-22",33.75
"162","2007-08-23",40
"163","2007-08-24",40
"164","2007-08-27",42.099998
"165","2007-08-28",42.5
"166","2007-08-29",40.950001
"167","2007-08-30",38
"168","2007-08-31",39.849998
"169","2007-09-04",40.950001
"170","2007-09-05",41.400002
"171","2007-09-06",41.75
"172","2007-09-07",40.75
"173","2007-09-10",41.75
"174","2007-09-11",41.25
"175","2007-09-12",41.75
"176","2007-09-13",40.900002
"177","2007-09-14",39.75
"178","2007-09-17",38.349998
"179","2007-09-18",41.400002
"180","2007-09-19",45.349998
"181","2007-09-20",45.599998
"182","2007-09-21",45.549999
"183","2007-09-24",47
"184","2007-09-25",44.5
"185","2007-09-26",46.400002
"186","2007-09-27",46.700001
"187","2007-09-28",42.650002
"188","2007-10-01",41.799999
"189","2007-10-02",44.849998
"190","2007-10-03",39.799999
"191","2007-10-04",39.900002
"192","2007-10-05",38.25
"193","2007-10-08",37.5
"194","2007-10-09",39.650002
"195","2007-10-10",39.450001
"196","2007-10-11",39.900002
"197","2007-10-12",38.099998
"198","2007-10-15",38.25
"199","2007-10-16",39.150002
"200","2007-10-17",41.5
"201","2007-10-18",42.900002
"202","2007-10-19",40.700001
"203","2007-10-22",39.049999
"204","2007-10-23",38.950001
"205","2007-10-24",51.299999
"206","2007-10-25",50
"207","2007-10-26",50
"208","2007-10-29",50.150002
"209","2007-10-30",53.25
"210","2007-10-31",55
"211","2007-11-01",51.950001
"212","2007-11-02",53.299999
"213","2007-11-05",52.200001
"214","2007-11-06",51.650002
"215","2007-11-07",50.849998
"216","2007-11-08",40.549999
"217","2007-11-09",36.849998
"218","2007-11-12",31.450001
"219","2007-11-13",35.25
"220","2007-11-14",36.299999
"221","2007-11-15",34.75
"222","2007-11-16",35.5
"223","2007-11-19",35.450001
"224","2007-11-20",35.599998
"225","2007-11-21",35
"226","2007-11-23",33.5
"227","2007-11-26",35
"228","2007-11-27",37.700001
"229","2007-11-28",38
"230","2007-11-29",42.900002
"231","2007-11-30",37.5
"232","2007-12-03",40.25
"233","2007-12-04",41.900002
"234","2007-12-05",40.599998
"235","2007-12-06",43.5
"236","2007-12-07",43
"237","2007-12-10",40.549999
"238","2007-12-11",40.700001
"239","2007-12-12",40.5
"240","2007-12-13",40.75
"241","2007-12-14",42.400002
"242","2007-12-17",40.5
"243","2007-12-18",42.950001
"244","2007-12-19",41.5
"245","2007-12-20",41.650002
"246","2007-12-21",41.25
"247","2007-12-24",42.299999
"248","2007-12-26",44.950001
"249","2007-12-27",43.099998
"250","2007-12-28",42.700001
"251","2007-12-31",44.75
"252","2008-01-02",44.25
"253","2008-01-03",44.700001
"254","2008-01-04",42.950001
"255","2008-01-07",41.25
"256","2008-01-08",40.5
"257","2008-01-09",37.5
"258","2008-01-10",37.150002
"259","2008-01-11",39.650002
"260","2008-01-14",36.349998
"261","2008-01-15",33.650002
"262","2008-01-16",32.900002
"263","2008-01-17",29.299999
"264","2008-01-18",27.799999
"265","2008-01-22",28
"266","2008-01-23",30.950001
"267","2008-01-24",31.950001
"268","2008-01-25",30.6
"269","2008-01-28",31.75
"270","2008-01-29",30.25
"271","2008-01-30",31.049999
"272","2008-01-31",30.549999
"273","2008-02-01",33.049999
"274","2008-02-04",31.549999
"275","2008-02-05",31.75
"276","2008-02-06",31
"277","2008-02-07",26.299999
"278","2008-02-08",27.5
"279","2008-02-11",27.950001
"280","2008-02-12",27.5
"281","2008-02-13",28
"282","2008-02-14",29.4
"283","2008-02-15",29.299999
"284","2008-02-19",28.75
"285","2008-02-20",28.25
"286","2008-02-21",29.200001
"287","2008-02-22",28.75
"288","2008-02-25",30.15
"289","2008-02-26",32.900002
"290","2008-02-27",34.700001
"291","2008-02-28",33.5
"292","2008-02-29",31.299999
"293","2008-03-03",31.15
"294","2008-03-04",30
"295","2008-03-05",29.5
"296","2008-03-06",28.799999
"297","2008-03-07",28.5
"298","2008-03-10",25.25
"299","2008-03-11",26.85
"300","2008-03-12",26.049999
"301","2008-03-13",28.75
"302","2008-03-14",30.549999
"303","2008-03-17",28
"304","2008-03-18",27.799999
"305","2008-03-19",25.700001
"306","2008-03-20",25.700001
"307","2008-03-24",28.049999
"308","2008-03-25",29.5
"309","2008-03-26",28.25
"310","2008-03-27",27.299999
"311","2008-03-28",24.299999
"312","2008-03-31",24.549999
"313","2008-04-01",24.25
"314","2008-04-02",24.75
"315","2008-04-03",27.1
"316","2008-04-04",27.25
"317","2008-04-07",29.5
"318","2008-04-08",25.75
"319","2008-04-09",27.25
"320","2008-04-10",28.25
"321","2008-04-11",29.5
"322","2008-04-14",29.85
"323","2008-04-15",27.450001
"324","2008-04-16",29.799999
"325","2008-04-17",29.5
"326","2008-04-18",29.75
"327","2008-04-21",29.200001
"328","2008-04-22",29.200001
"329","2008-04-23",27.950001
"330","2008-04-24",28.1
"331","2008-04-25",29.25
"332","2008-04-28",29.75
"333","2008-04-29",29.75
"334","2008-04-30",29.049999
"335","2008-05-01",29.75
"336","2008-05-02",32.049999
"337","2008-05-05",33.25
"338","2008-05-06",35.849998
"339","2008-05-07",32.5
"340","2008-05-08",32.599998
"341","2008-05-09",30.9
"342","2008-05-12",31.200001
"343","2008-05-13",31.549999
"344","2008-05-14",31.950001
"345","2008-05-15",31.65
"346","2008-05-16",32.5
"347","2008-05-19",32.150002
"348","2008-05-20",32.150002
"349","2008-05-21",32
"350","2008-05-22",31.85
"351","2008-05-23",31.950001
"352","2008-05-27",32.200001
"353","2008-05-28",31.549999
"354","2008-05-29",31.35
"355","2008-05-30",32.150002
"356","2008-06-02",34
"357","2008-06-03",32.299999
"358","2008-06-04",31.75
"359","2008-06-05",30.6
"360","2008-06-06",30.35
"361","2008-06-09",29.4
"362","2008-06-10",28.9
"363","2008-06-11",29
"364","2008-06-12",28.049999
"365","2008-06-13",28.549999
"366","2008-06-16",29.450001
"367","2008-06-17",31.75
"368","2008-06-18",31.799999
"369","2008-06-19",32.650002
"370","2008-06-20",31.450001
"371","2008-06-23",31.5
"372","2008-06-24",31.85
"373","2008-06-25",31.5
"374","2008-06-26",34.349998
"375","2008-06-27",37
"376","2008-06-30",36.200001
"377","2008-07-01",36
"378","2008-07-02",33.099998
"379","2008-07-03",32.450001
"380","2008-07-07",34.799999
"381","2008-07-08",33.900002
"382","2008-07-09",32.049999
"383","2008-07-10",32
"384","2008-07-11",32.900002
"385","2008-07-14",32.950001
"386","2008-07-15",32
"387","2008-07-16",33.299999
"388","2008-07-17",34.25
"389","2008-07-18",34.950001
"390","2008-07-21",34.75
"391","2008-07-22",34.75
"392","2008-07-23",34.150002
"393","2008-07-24",32
"394","2008-07-25",32.950001
"395","2008-07-28",32.049999
"396","2008-07-29",34.200001
"397","2008-07-30",31.799999
"398","2008-07-31",30.049999
"399","2008-08-01",30.25
"400","2008-08-04",26.450001
"401","2008-08-05",25.5
"402","2008-08-06",27.35
"403","2008-08-07",26.25
"404","2008-08-08",26.15
"405","2008-08-11",26.6
"406","2008-08-12",26.5
"407","2008-08-13",28.9
"408","2008-08-14",26.35
"409","2008-08-15",27.5
"410","2008-08-18",29.25
"411","2008-08-19",28.5
"412","2008-08-20",29
"413","2008-08-21",29.950001
"414","2008-08-22",28
"415","2008-08-25",27.85
"416","2008-08-26",26.25
"417","2008-08-27",26.85
"418","2008-08-28",26.5
"419","2008-08-29",26.35
"420","2008-09-02",26.700001
"421","2008-09-03",26.75
"422","2008-09-04",26.75
"423","2008-09-05",26.75
"424","2008-09-08",27.1
"425","2008-09-09",27
"426","2008-09-10",25.75
"427","2008-09-11",26.5
"428","2008-09-12",25.5
"429","2008-09-15",25.5
"430","2008-09-16",25.299999
"431","2008-09-17",24.5
"432","2008-09-18",24.5
"433","2008-09-19",25.549999
"434","2008-09-22",24.5
"435","2008-09-23",23.5
"436","2008-09-24",23.1
"437","2008-09-25",23.25
"438","2008-09-26",23.4
"439","2008-09-29",22
"440","2008-09-30",21.049999
"441","2008-10-01",19
"442","2008-10-02",18.25
"443","2008-10-03",18.25
"444","2008-10-06",17
"445","2008-10-07",17.25
"446","2008-10-08",15.5
"447","2008-10-09",12.3
"448","2008-10-10",14.7
"449","2008-10-13",14.9
"450","2008-10-14",12.55
"451","2008-10-15",13.75
"452","2008-10-16",12.5
"453","2008-10-17",15.45
"454","2008-10-20",15
"455","2008-10-21",14.75
"456","2008-10-22",14
"457","2008-10-23",13.95
"458","2008-10-24",13
"459","2008-10-27",11.9
"460","2008-10-28",11.05
"461","2008-10-29",12
"462","2008-10-30",14.85
"463","2008-10-31",15
"464","2008-11-03",17.5
"465","2008-11-04",16.700001
"466","2008-11-05",14.2
"467","2008-11-06",15.15
"468","2008-11-07",15
"469","2008-11-10",15
"470","2008-11-11",17
"471","2008-11-12",12.65
"472","2008-11-13",12.9
"473","2008-11-14",11.8
"474","2008-11-17",12.8
"475","2008-11-18",12.75
"476","2008-11-19",12.75
"477","2008-11-20",12
"478","2008-11-21",12
"479","2008-11-24",11.8
"480","2008-11-25",12
"481","2008-11-26",12.55
"482","2008-11-28",12.25
"483","2008-12-01",12.3
"484","2008-12-02",12.6
"485","2008-12-03",12.5
"486","2008-12-04",13.75
"487","2008-12-05",13.75
"488","2008-12-08",15.55
"489","2008-12-09",16.200001
"490","2008-12-10",16.15
"491","2008-12-11",16.15
"492","2008-12-12",19
"493","2008-12-15",18.75
"494","2008-12-16",18.35
"495","2008-12-17",16.450001
"496","2008-12-18",14.95
"497","2008-12-19",14.3
"498","2008-12-22",14.35
"499","2008-12-23",15.25
"500","2008-12-24",15.5
"501","2008-12-26",15.5
"502","2008-12-29",13.8
"503","2008-12-30",14
"504","2008-12-31",14.75
"505","2009-01-02",15.35
"506","2009-01-05",16.25
"507","2009-01-06",17.75
"508","2009-01-07",18.25
"509","2009-01-08",17.700001
"510","2009-01-09",17.6
"511","2009-01-12",17.9
"512","2009-01-13",15.9
"513","2009-01-14",15
"514","2009-01-15",14.9
"515","2009-01-16",14.3
"516","2009-01-20",14.5
"517","2009-01-21",14.4
"518","2009-01-22",14.6
"519","2009-01-23",13.65
"520","2009-01-26",13
"521","2009-01-27",12.7
"522","2009-01-28",12.25
"523","2009-01-29",11.7
"524","2009-01-30",11.9
"525","2009-02-02",12.4
"526","2009-02-03",13.2
"527","2009-02-04",13.15
"528","2009-02-05",13.2
"529","2009-02-06",13
"530","2009-02-09",13
"531","2009-02-10",12.6
"532","2009-02-11",12.6
"533","2009-02-12",13
"534","2009-02-13",12.9
"535","2009-02-17",12.55
"536","2009-02-18",12.55
"537","2009-02-19",12.55
"538","2009-02-20",12
"539","2009-02-23",11.85
"540","2009-02-24",11.5
"541","2009-02-25",11.5
"542","2009-02-26",12.4
"543","2009-02-27",12.4
"544","2009-03-02",9
"545","2009-03-03",8.75
"546","2009-03-04",8.6
"547","2009-03-05",8
"548","2009-03-06",6.5
"549","2009-03-09",5.3
"550","2009-03-10",6.3
"551","2009-03-11",5.7
"552","2009-03-12",6
"553","2009-03-13",7.15
"554","2009-03-16",6.55
"555","2009-03-17",6.3
"556","2009-03-18",6.75
"557","2009-03-19",6.75
"558","2009-03-20",6.9
"559","2009-03-23",6.95
"560","2009-03-24",6.75
"561","2009-03-25",7.35
"562","2009-03-26",6.85
"563","2009-03-27",7.95
"564","2009-03-30",7.65
"565","2009-03-31",9.4
"566","2009-04-01",9.2
"567","2009-04-02",8.75
"568","2009-04-03",8.75
"569","2009-04-06",9.3
"570","2009-04-07",8.25
"571","2009-04-08",9.15
"572","2009-04-09",9.2
"573","2009-04-13",9.9
"574","2009-04-14",10
"575","2009-04-15",10.05
"576","2009-04-16",9.9
"577","2009-04-17",10.8
"578","2009-04-20",10.2
"579","2009-04-21",10.45
"580","2009-04-22",11.15
"581","2009-04-23",11.15
"582","2009-04-24",10.75
"583","2009-04-27",10.55
"584","2009-04-28",10.8
"585","2009-04-29",10.75
"586","2009-04-30",10.75
"587","2009-05-01",11.5
"588","2009-05-04",12.4
"589","2009-05-05",12.05
"590","2009-05-06",13.3
"591","2009-05-07",13.7
"592","2009-05-08",13
"593","2009-05-11",13.1
"594","2009-05-12",10.5
"595","2009-05-13",10.15
"596","2009-05-14",9.35
"597","2009-05-15",9.45
"598","2009-05-18",9.75
"599","2009-05-19",10.05
"600","2009-05-20",9.05
"601","2009-05-21",8.55
"602","2009-05-22",8.1
"603","2009-05-26",10.2
"604","2009-05-27",10
"605","2009-05-28",8.75
"606","2009-05-29",8.35
"607","2009-06-01",9.55
"608","2009-06-02",9.05
"609","2009-06-03",8.8
"610","2009-06-04",9.25
"611","2009-06-05",9.3
"612","2009-06-08",9.45
"613","2009-06-09",9.5
"614","2009-06-10",9.1
"615","2009-06-11",9.1
"616","2009-06-12",8.75
"617","2009-06-15",8.8
"618","2009-06-16",8.95
"619","2009-06-17",8.65
"620","2009-06-18",8.5
"621","2009-06-19",8.15
"622","2009-06-22",8.85
"623","2009-06-23",8.4
"624","2009-06-24",8.15
"625","2009-06-25",8.35
"626","2009-06-26",8.15
"627","2009-06-29",8.5
"628","2009-06-30",8.3
"629","2009-07-01",8.3
"630","2009-07-02",8.35
"631","2009-07-06",8.35
"632","2009-07-07",8.3
"633","2009-07-08",8.25
"634","2009-07-09",8.8
"635","2009-07-10",8.5
"636","2009-07-13",8.35
"637","2009-07-14",8.25
"638","2009-07-15",8.25
"639","2009-07-16",8.4
"640","2009-07-17",8.5
"641","2009-07-20",8.05
"642","2009-07-21",7.4
"643","2009-07-22",7.65
"644","2009-07-23",7.5
"645","2009-07-24",7
"646","2009-07-27",7.1
"647","2009-07-28",7
"648","2009-07-29",7
"649","2009-07-30",7
"650","2009-07-31",6.8
"651","2009-08-03",8
"652","2009-08-04",7.7
"653","2009-08-05",7.95
"654","2009-08-06",8.15
"655","2009-08-07",8.85
"656","2009-08-10",8.5
"657","2009-08-11",9.25
"658","2009-08-12",8.45
"659","2009-08-13",8.15
"660","2009-08-14",7.8
"661","2009-08-17",7.6
"662","2009-08-18",7.75
"663","2009-08-19",7.45
"664","2009-08-20",10.35
"665","2009-08-21",11.5
"666","2009-08-24",10.75
"667","2009-08-25",12.25
"668","2009-08-26",14
"669","2009-08-27",13.9
"670","2009-08-28",13.55
"671","2009-08-31",12.5
"672","2009-09-01",11.5
"673","2009-09-02",12.1
"674","2009-09-03",13.2
"675","2009-09-04",12.55
"676","2009-09-08",12.55
"677","2009-09-09",12.7
"678","2009-09-10",12.8
"679","2009-09-11",12.65
"680","2009-09-14",12
"681","2009-09-15",12.25
"682","2009-09-16",12.05
"683","2009-09-17",12.2
"684","2009-09-18",12.7
"685","2009-09-21",12.8
"686","2009-09-22",12.45
"687","2009-09-23",13
"688","2009-09-24",12.25
"689","2009-09-25",12.5
"690","2009-09-28",12.15
"691","2009-09-29",12.2
"692","2009-09-30",12.2
"693","2009-10-01",11.65
"694","2009-10-02",11.2
"695","2009-10-05",10.8
"696","2009-10-06",11.4
"697","2009-10-07",10.4
"698","2009-10-08",10.55
"699","2009-10-09",10.95
"700","2009-10-12",10.5
"701","2009-10-13",10.5
"702","2009-10-14",11.1
"703","2009-10-15",10.5
"704","2009-10-16",10.65
"705","2009-10-19",10.4
"706","2009-10-20",10.55
"707","2009-10-21",9.85
"708","2009-10-22",10.25
"709","2009-10-23",10.25
"710","2009-10-26",9.85
"711","2009-10-27",9.65
"712","2009-10-28",10.3
"713","2009-10-29",11.25
"714","2009-10-30",11.2
"715","2009-11-02",11.25
"716","2009-11-03",11.5
"717","2009-11-04",10.8
"718","2009-11-05",10.9
"719","2009-11-06",10.65
"720","2009-11-09",11
"721","2009-11-10",10.8
"722","2009-11-11",11.1
"723","2009-11-12",11.2
"724","2009-11-13",11.4
"725","2009-11-16",11
"726","2009-11-17",11.5
"727","2009-11-18",11.2
"728","2009-11-19",11
"729","2009-11-20",11.6
"730","2009-11-23",10.8
"731","2009-11-24",11.25
"732","2009-11-25",11.15
"733","2009-11-27",11.15
"734","2009-11-30",10.75
"735","2009-12-01",11.45
"736","2009-12-02",11.3
"737","2009-12-03",10.95
"738","2009-12-04",11.55
"739","2009-12-07",10.7
"740","2009-12-08",10.75
"741","2009-12-09",11.25
"742","2009-12-10",10.75
"743","2009-12-11",11.05
"744","2009-12-14",11.2
"745","2009-12-15",11
"746","2009-12-16",11.4
"747","2009-12-17",11.1
"748","2009-12-18",10.55
"749","2009-12-21",10.85
"750","2009-12-22",11.35
"751","2009-12-23",11.25
"752","2009-12-24",11.35
"753","2009-12-28",10.75
"754","2009-12-29",10.25
"755","2009-12-30",10.9
"756","2009-12-31",11.5
"757","2010-01-04",11.35
"758","2010-01-05",12
"759","2010-01-06",11.65
"760","2010-01-07",11.85
"761","2010-01-08",12.05
"762","2010-01-11",12.85
"763","2010-01-12",13.8
"764","2010-01-13",14.2
"765","2010-01-14",14.25
"766","2010-01-15",13.35
"767","2010-01-19",16.15
"768","2010-01-20",16.75
"769","2010-01-21",16.6
"770","2010-01-22",17.5
"771","2010-01-25",16
"772","2010-01-26",15
"773","2010-01-27",13.35
"774","2010-01-28",13.8
"775","2010-01-29",14.2
"776","2010-02-01",13.8
"777","2010-02-02",14.2
"778","2010-02-03",14.2
"779","2010-02-04",13.6
"780","2010-02-05",12.9
"781","2010-02-08",12.9
"782","2010-02-09",13.55
"783","2010-02-10",13.7
"784","2010-02-11",13.4
"785","2010-02-12",13.4
"786","2010-02-16",12.75
"787","2010-02-17",13.6
"788","2010-02-18",14.35
"789","2010-02-19",14.55
"790","2010-02-22",13.75
"791","2010-02-23",13.65
"792","2010-02-24",13
"793","2010-02-25",12.95
"794","2010-02-26",12.75
"795","2010-03-01",13.5
"796","2010-03-02",11.2
"797","2010-03-03",11.35
"798","2010-03-04",11.5
"799","2010-03-05",11.2
"800","2010-03-08",10.8
"801","2010-03-09",10.5
"802","2010-03-10",11.05
"803","2010-03-11",11.3
"804","2010-03-12",11.05
"805","2010-03-15",11.5
"806","2010-03-16",11.55
"807","2010-03-17",11.9
"808","2010-03-18",11.4
"809","2010-03-19",11.35
"810","2010-03-22",11.3
"811","2010-03-23",11.5
"812","2010-03-24",11.35
"813","2010-03-25",12
"814","2010-03-26",12.6
"815","2010-03-29",13.4
"816","2010-03-30",13.5
"817","2010-03-31",13.75
"818","2010-04-01",14.35
"819","2010-04-05",14
"820","2010-04-06",13.65
"821","2010-04-07",14
"822","2010-04-08",13.9
"823","2010-04-09",14.5
"824","2010-04-12",14.5
"825","2010-04-13",15
"826","2010-04-14",15.8
"827","2010-04-15",16.200001
"828","2010-04-16",15.75
"829","2010-04-19",15.95
"830","2010-04-20",15.8
"831","2010-04-21",15.7
"832","2010-04-22",16.35
"833","2010-04-23",16.799999
"834","2010-04-26",16.6
"835","2010-04-27",18.25
"836","2010-04-28",18.5
"837","2010-04-29",18.35
"838","2010-04-30",18.25
"839","2010-05-03",19
"840","2010-05-04",18.9
"841","2010-05-05",19.5
"842","2010-05-06",16.35
"843","2010-05-07",14.15
"844","2010-05-10",15.55
"845","2010-05-11",16.299999
"846","2010-05-12",17.6
"847","2010-05-13",17.75
"848","2010-05-14",17.049999
"849","2010-05-17",17.15
"850","2010-05-18",16.4
"851","2010-05-19",16.85
"852","2010-05-20",15.65
"853","2010-05-21",15.65
"854","2010-05-24",16.049999
"855","2010-05-25",16
"856","2010-05-26",15.95
"857","2010-05-27",15.7
"858","2010-05-28",16.25
"859","2010-06-01",16.200001
"860","2010-06-02",15.7
"861","2010-06-03",15.7
"862","2010-06-04",16.15
"863","2010-06-07",16.1
"864","2010-06-08",15.7
"865","2010-06-09",15.25
"866","2010-06-10",15.45
"867","2010-06-11",15.25
"868","2010-06-14",15.95
"869","2010-06-15",15.85
"870","2010-06-16",15.25
"871","2010-06-17",16
"872","2010-06-18",14.75
"873","2010-06-21",15.15
"874","2010-06-22",15.8
"875","2010-06-23",15.8
"876","2010-06-24",14.5
"877","2010-06-25",14.6
"878","2010-06-28",14.6
"879","2010-06-29",14.1
"880","2010-06-30",13.65
"881","2010-07-01",13.5
"882","2010-07-02",13.45
"883","2010-07-06",12.75
"884","2010-07-07",12.75
"885","2010-07-08",12.15
"886","2010-07-09",11.5
"887","2010-07-12",11.5
"888","2010-07-13",11.6
"889","2010-07-14",11.5
"890","2010-07-15",11.3
"891","2010-07-16",11
"892","2010-07-19",11.25
"893","2010-07-20",11.25
"894","2010-07-21",11.55
"895","2010-07-22",11.65
"896","2010-07-23",12.2
"897","2010-07-26",12.55
"898","2010-07-27",13.3
"899","2010-07-28",13.05
"900","2010-07-29",13.05
"901","2010-07-30",11.95
"902","2010-08-02",11.75
"903","2010-08-03",11
"904","2010-08-04",10.55
"905","2010-08-05",10.5
"906","2010-08-06",10.45
"907","2010-08-09",11.4
"908","2010-08-10",11.1
"909","2010-08-11",11
"910","2010-08-12",10.95
"911","2010-08-13",11.9
"912","2010-08-16",11.5
"913","2010-08-17",11.7
"914","2010-08-18",11.9
"915","2010-08-19",12.25
"916","2010-08-20",12.65
"917","2010-08-23",12.7
"918","2010-08-24",11.7
"919","2010-08-25",11.7
"920","2010-08-26",11.5
"921","2010-08-27",11.75
"922","2010-08-30",12.4
"923","2010-08-31",12.45
"924","2010-09-01",12.95
"925","2010-09-02",13.7
"926","2010-09-03",13.1
"927","2010-09-07",13.5
"928","2010-09-08",13.65
"929","2010-09-09",13
"930","2010-09-10",13.2
"931","2010-09-13",13.25
"932","2010-09-14",13.85
"933","2010-09-15",14.25
"934","2010-09-16",14.1
"935","2010-09-17",14.75
"936","2010-09-20",15.6
"937","2010-09-21",15.7
"938","2010-09-22",15.95
"939","2010-09-23",15.95
"940","2010-09-24",15.95
"941","2010-09-27",16
"942","2010-09-28",15.95
"943","2010-09-29",15.8
"944","2010-09-30",15.55
"945","2010-10-01",16.25
"946","2010-10-04",16.1
"947","2010-10-05",16.200001
"948","2010-10-06",15.75
"949","2010-10-07",15.75
"950","2010-10-08",16.1
"951","2010-10-11",15.75
"952","2010-10-12",16.299999
"953","2010-10-13",17.25
"954","2010-10-14",16.75
"955","2010-10-15",17.450001
"956","2010-10-18",17.5
"957","2010-10-19",17.799999
"958","2010-10-20",18.25
"959","2010-10-21",18.049999
"960","2010-10-22",18.049999
"961","2010-10-25",19.15
"962","2010-10-26",18
"963","2010-10-27",17.9
"964","2010-10-28",17.950001
"965","2010-10-29",18.200001
"966","2010-11-01",18.049999
"967","2010-11-02",18
"968","2010-11-03",16
"969","2010-11-04",16.15
"970","2010-11-05",17.25
"971","2010-11-08",16.549999
"972","2010-11-09",17
"973","2010-11-10",15.85
"974","2010-11-11",15.25
"975","2010-11-12",15.1
"976","2010-11-15",15.2
"977","2010-11-16",16
"978","2010-11-17",16
"979","2010-11-18",15.95
"980","2010-11-19",16.299999
"981","2010-11-22",16.450001
"982","2010-11-23",17.6
"983","2010-11-24",16.6
"984","2010-11-26",16.6
"985","2010-11-29",16.950001
"986","2010-11-30",17.4
"987","2010-12-01",17.25
"988","2010-12-02",17
"989","2010-12-03",16.35
"990","2010-12-06",16.15
"991","2010-12-07",16.25
"992","2010-12-08",16.75
"993","2010-12-09",16.85
"994","2010-12-10",17.5
"995","2010-12-13",17
"996","2010-12-14",16.299999
"997","2010-12-15",16.25
"998","2010-12-16",15.7
"999","2010-12-17",16.1
"1000","2010-12-20",15.5
"1001","2010-12-21",15.3
"1002","2010-12-22",15.3
"1003","2010-12-23",15.5
"1004","2010-12-27",15.65
