"","date","FSLY"
"376","2020-11-11",72.010002
"377","2020-11-12",76.239998
"378","2020-11-13",77.709999
"379","2020-11-16",75.690002
"380","2020-11-17",78.330002
"381","2020-11-18",81.059998
"382","2020-11-19",80.260002
"383","2020-11-20",83
"384","2020-11-23",83.389999
"385","2020-11-24",81.25
"386","2020-11-25",83.169998
"387","2020-11-27",84.300003
