"","date","TC"
"331","2020-03-17",5.8
"332","2020-03-18",5.6
"333","2020-03-19",5.68
"334","2020-03-20",5.6
"335","2020-03-23",5.32
"336","2020-03-24",5.64
"337","2020-03-25",6.52
"338","2020-03-26",6.04
"339","2020-03-27",5.6
"340","2020-03-30",6.4
"341","2020-03-31",6.52
"342","2020-04-01",6.04
"343","2020-04-02",5.92
"344","2020-04-03",6
"345","2020-04-06",6.16
"346","2020-04-07",6
"347","2020-04-08",5.64
"348","2020-04-09",5.64
"349","2020-04-13",6.4
"350","2020-04-14",5.6
"351","2020-04-15",6.4
"352","2020-04-16",6.76
"353","2020-04-17",6.64
"354","2020-04-20",6.08
"355","2020-04-21",6.6
"356","2020-04-22",6.36
"357","2020-04-23",6.4
"358","2020-04-24",6.36
"359","2020-04-27",6.32
"360","2020-04-28",6.4
"361","2020-04-29",6.48
"362","2020-04-30",6.36
"363","2020-05-01",6.32
"364","2020-05-04",6.6
"365","2020-05-05",6.36
"366","2020-05-06",6.24
"367","2020-05-07",6.08
"368","2020-05-08",6.12
"369","2020-05-11",5.76
"370","2020-05-12",5.6
"371","2020-05-13",5.84
"372","2020-05-14",5.96
"373","2020-05-15",5.84
"374","2020-05-18",5.76
"375","2020-05-19",5.68
"376","2020-05-20",5.84
"377","2020-05-21",5.64
"378","2020-05-22",5.72
"379","2020-05-26",5.44
"380","2020-05-27",5.48
"381","2020-05-28",5.36
"382","2020-05-29",5.2
"383","2020-06-01",5.28
"384","2020-06-02",5.24
"385","2020-06-03",5.52
"386","2020-06-04",5.6
"387","2020-06-05",5.48
"388","2020-06-08",5.48
"389","2020-06-09",5.56
"390","2020-06-10",5.96
"391","2020-06-11",6.16
"392","2020-06-12",7.6
"393","2020-06-15",7
"394","2020-06-16",6.44
"395","2020-06-17",5.84
"396","2020-06-18",5.72
"397","2020-06-19",5.76
"398","2020-06-22",5.88
"399","2020-06-23",6.16
"400","2020-06-24",6.16
"401","2020-06-25",6.24
"402","2020-06-26",6.32
"403","2020-06-29",6.16
"404","2020-06-30",6.36
"405","2020-07-01",6.12
"406","2020-07-02",5.8
"407","2020-07-06",6.08
"408","2020-07-07",6.2
"409","2020-07-08",6.16
"410","2020-07-09",6.12
"411","2020-07-10",6.76
"412","2020-07-13",6.44
"413","2020-07-14",5.92
"414","2020-07-15",6.28
"415","2020-07-16",6.56
"416","2020-07-17",6.52
"417","2020-07-20",6.48
"418","2020-07-21",6.48
"419","2020-07-22",6.44
"420","2020-07-23",6.2
"421","2020-07-24",6.2
"422","2020-07-27",6.16
"423","2020-07-28",6.16
"424","2020-07-29",6
"425","2020-07-30",6
"426","2020-07-31",6.08
"427","2020-08-03",5.84
"428","2020-08-04",5.76
"429","2020-08-05",5.92
"430","2020-08-06",5.88
"431","2020-08-07",5.88
"432","2020-08-10",6.08
"433","2020-08-11",6.12
"434","2020-08-12",6.08
"435","2020-08-13",5.96
"436","2020-08-14",5.84
"437","2020-08-17",5.72
"438","2020-08-18",5.72
"439","2020-08-19",5.8
"440","2020-08-20",5.16
"441","2020-08-21",5.76
"442","2020-08-24",5.2
"443","2020-08-25",5.2
"444","2020-08-26",5.4
"445","2020-08-27",5.2
"446","2020-08-28",5.4
"447","2020-08-31",4.88
"448","2020-09-01",4.84
"449","2020-09-02",4.76
"450","2020-09-03",4.56
"451","2020-09-04",4.68
"452","2020-09-08",4.52
"453","2020-09-09",4.52
"454","2020-09-10",4.56
"455","2020-09-11",4.28
"456","2020-09-14",3.76
"457","2020-09-15",3.88
"458","2020-09-16",3.8
"459","2020-09-17",3.76
"460","2020-09-18",3.8
"461","2020-09-21",3.6
"462","2020-09-22",3.52
"463","2020-09-23",3.16
"464","2020-09-24",3.24
"465","2020-09-25",3.08
"466","2020-09-28",3.04
"467","2020-09-29",3.2
"468","2020-09-30",3.04
"469","2020-10-01",3.08
"470","2020-10-02",3.32
"471","2020-10-05",3.2
"472","2020-10-06",3.16
"473","2020-10-07",3.28
"474","2020-10-08",3.32
"475","2020-10-09",3.28
"476","2020-10-12",3.32
"477","2020-10-13",3.32
"478","2020-10-14",3.2
"479","2020-10-15",3.28
"480","2020-10-16",3.16
"481","2020-10-19",3.8
"482","2020-10-20",3.96
"483","2020-10-21",3.04
"484","2020-10-22",6.03
"485","2020-10-23",4.48
"486","2020-10-26",3.48
"487","2020-10-27",4.08
"488","2020-10-28",4.22
"489","2020-10-29",3.82
"490","2020-10-30",3.28
"491","2020-11-02",3.22
"492","2020-11-03",3.31
"493","2020-11-04",3.21
"494","2020-11-05",3.24
"495","2020-11-06",3.17
"496","2020-11-09",3.08
"497","2020-11-10",2.92
"498","2020-11-11",2.89
"499","2020-11-12",2.77
"500","2020-11-13",2.74
"501","2020-11-16",2.72
"502","2020-11-17",2.91
"503","2020-11-18",2.96
"504","2020-11-19",3.14
"505","2020-11-20",3.45
"506","2020-11-23",3.97
"507","2020-11-24",4.09
"508","2020-11-25",4.01
"509","2020-11-27",3.91
