"","date","SIC"
"132","2019-02-26",13.21
"133","2019-02-27",13
"134","2019-02-28",13
"135","2019-03-01",13.1
"136","2019-03-04",13.02
"137","2019-03-05",13.02
"138","2019-03-06",13.01
"139","2019-03-07",13.03
"140","2019-03-08",13.16
"141","2019-03-11",13.26
"142","2019-03-12",13.73
"143","2019-03-13",13.82
"144","2019-03-14",13.42
"145","2019-03-15",13.44
"146","2019-03-18",13.36
"147","2019-03-19",13.25
"148","2019-03-20",12.97
"149","2019-03-21",11.85
"150","2019-03-22",12.1
"151","2019-03-25",11.71
"152","2019-03-26",12.53
"153","2019-03-27",12
"154","2019-03-28",12.55
"155","2019-03-29",12.45
"156","2019-04-01",12.02
"157","2019-04-02",12.58
"158","2019-04-03",12.33
"159","2019-04-04",12.2
"160","2019-04-05",12.03
"161","2019-04-08",12.77
"162","2019-04-09",12.78
"163","2019-04-10",12.51
"164","2019-04-11",12.13
"165","2019-04-12",12.12
"166","2019-04-15",12.02
"167","2019-04-16",12.08
"168","2019-04-17",12.39
"169","2019-04-18",12
"170","2019-04-22",11.89
"171","2019-04-23",11.9
"172","2019-04-24",12.14
"173","2019-04-25",11.95
"174","2019-04-26",11.88
"175","2019-04-29",12.15
"176","2019-04-30",12.39
"177","2019-05-01",12.45
"178","2019-05-02",12.87
"179","2019-05-03",13.1
"180","2019-05-06",13.07
"181","2019-05-07",12.87
"182","2019-05-08",13
"183","2019-05-09",12.6
"184","2019-05-10",13.02
"185","2019-05-13",13.6
"186","2019-05-14",13.6
"187","2019-05-15",13.58
"188","2019-05-16",13.8
"189","2019-05-17",12.92
"190","2019-05-20",12.98
"191","2019-05-21",12.34
"192","2019-05-22",12.16
"193","2019-05-23",11.97
"194","2019-05-24",11.78
"195","2019-05-28",11.49
"196","2019-05-29",11.01
"197","2019-05-30",11.2
"198","2019-05-31",10.78
"199","2019-06-03",10.4
"200","2019-06-04",10.71
"201","2019-06-05",10.1
"202","2019-06-06",10.04
"203","2019-06-07",11.03
"204","2019-06-10",10.79
"205","2019-06-11",10.76
"206","2019-06-12",10.5
"207","2019-06-13",10.49
"208","2019-06-14",10.87
"209","2019-06-17",10.9
"210","2019-06-18",11.16
"211","2019-06-19",11.18
"212","2019-06-20",11.1
"213","2019-06-21",10.75
"214","2019-06-24",10.55
"215","2019-06-25",10.41
"216","2019-06-26",10.56
"217","2019-06-27",10.98
"218","2019-06-28",11.65
"219","2019-07-01",11.98
"220","2019-07-02",11.75
"221","2019-07-03",11.96
"222","2019-07-05",11.91
"223","2019-07-08",11.94
"224","2019-07-09",11.37
"225","2019-07-10",11.23
"226","2019-07-11",11.09
"227","2019-07-12",11.03
"228","2019-07-15",11.03
"229","2019-07-16",11.01
"230","2019-07-17",11.16
"231","2019-07-18",11.1
"232","2019-07-19",11.07
"233","2019-07-22",11
"234","2019-07-23",11.02
"235","2019-07-24",11
"236","2019-07-25",10.99
"237","2019-07-26",10.92
"238","2019-07-29",11
"239","2019-07-30",11.51
"240","2019-07-31",11.45
"241","2019-08-01",11.78
"242","2019-08-02",11.4
"243","2019-08-05",11.08
"244","2019-08-06",11.03
"245","2019-08-07",10.88
"246","2019-08-08",11.04
"247","2019-08-09",11.02
"248","2019-08-12",11
"249","2019-08-13",10.99
"250","2019-08-14",11.02
"251","2019-08-15",10.66
"252","2019-08-16",10.99
"253","2019-08-19",11.26
"254","2019-08-20",11.21
"255","2019-08-21",11.34
"256","2019-08-22",11.16
"257","2019-08-23",11.2
"258","2019-08-26",11.27
"259","2019-08-27",11.35
"260","2019-08-28",11.38
"261","2019-08-29",12.23
"262","2019-08-30",12.41
"263","2019-09-03",12
"264","2019-09-04",12.34
"265","2019-09-05",12.27
"266","2019-09-06",12.8
"267","2019-09-09",12.91
"268","2019-09-10",12.98
"269","2019-09-11",12.84
"270","2019-09-12",13.21
"271","2019-09-13",13.36
"272","2019-09-16",13.33
"273","2019-09-17",13.38
"274","2019-09-18",13.45
"275","2019-09-19",13.43
"276","2019-09-20",13.34
"277","2019-09-23",13.28
"278","2019-09-24",13.24
"279","2019-09-25",13.31
"280","2019-09-26",13
"281","2019-09-27",12.93
"282","2019-09-30",12.97
"283","2019-10-01",12.71
"284","2019-10-02",12.24
"285","2019-10-03",12.3
"286","2019-10-04",12.65
"287","2019-10-07",12.6
"288","2019-10-08",12.51
"289","2019-10-09",12.45
"290","2019-10-10",11.75
"291","2019-10-11",11.4
"292","2019-10-14",11.21
"293","2019-10-15",11.28
"294","2019-10-16",11.56
"295","2019-10-17",11.44
"296","2019-10-18",11.15
"297","2019-10-21",11.47
"298","2019-10-22",11.59
"299","2019-10-23",11.56
"300","2019-10-24",11.35
"301","2019-10-25",11.48
"302","2019-10-28",11.51
"303","2019-10-29",11.45
"304","2019-10-30",11.37
"305","2019-10-31",11.46
"306","2019-11-01",11.6
"307","2019-11-04",11.76
"308","2019-11-05",10.42
"309","2019-11-06",10.7
"310","2019-11-07",10.57
"311","2019-11-08",10.05
"312","2019-11-11",10.34
"313","2019-11-12",10.49
"314","2019-11-13",10.36
"315","2019-11-14",10.43
"316","2019-11-15",10.31
"317","2019-11-18",10.21
"318","2019-11-19",10.29
"319","2019-11-20",10.24
"320","2019-11-21",10.05
"321","2019-11-22",10.27
"322","2019-11-25",10.42
"323","2019-11-26",10.46
"324","2019-11-27",10.43
"325","2019-11-29",10.3
"326","2019-12-02",10.35
"327","2019-12-03",10
"328","2019-12-04",9.69
"329","2019-12-05",9.67
"330","2019-12-06",9.91
"331","2019-12-09",9.79
"332","2019-12-10",9.79
"333","2019-12-11",9.8
"334","2019-12-12",9.76
"335","2019-12-13",9.73
"336","2019-12-16",9.74
"337","2019-12-17",9.65
"338","2019-12-18",9.38
"339","2019-12-19",9.39
"340","2019-12-20",9.3
"341","2019-12-23",9.58
"342","2019-12-24",9.29
"343","2019-12-26",9.27
"344","2019-12-27",9.06
"345","2019-12-30",8.92
"346","2019-12-31",8.99
"347","2020-01-02",9.01
"348","2020-01-03",8.92
"349","2020-01-06",8.82
"350","2020-01-07",8.91
"351","2020-01-08",8.89
"352","2020-01-09",8.93
"353","2020-01-10",8.95
"354","2020-01-13",8.83
"355","2020-01-14",8.8
"356","2020-01-15",8.77
"357","2020-01-16",8.99
"358","2020-01-17",9.13
"359","2020-01-21",8.56
"360","2020-01-22",8.56
"361","2020-01-23",8.79
"362","2020-01-24",8.52
"363","2020-01-27",8.39
"364","2020-01-28",8.35
"365","2020-01-29",8.22
"366","2020-01-30",8.35
"367","2020-01-31",8.26
"368","2020-02-03",8.35
"369","2020-02-04",8.25
"370","2020-02-05",8.7
"371","2020-02-06",8.44
"372","2020-02-07",8.2
"373","2020-02-10",8.1
"374","2020-02-11",8.21
"375","2020-02-12",8.4
"376","2020-02-13",8.5
"377","2020-02-14",8.43
"378","2020-02-18",8.24
"379","2020-02-19",8.15
"380","2020-02-20",8.16
"381","2020-02-21",8.18
"382","2020-02-24",7.99
"383","2020-02-25",7.86
"384","2020-02-26",7.81
"385","2020-02-27",7.68
"386","2020-02-28",7.47
"387","2020-03-02",7.38
"388","2020-03-03",7.45
"389","2020-03-04",7.47
"390","2020-03-05",7.38
"391","2020-03-06",7.11
"392","2020-03-09",6.22
"393","2020-03-10",5.98
"394","2020-03-11",4.86
"395","2020-03-12",3.66
"396","2020-03-13",3.91
"397","2020-03-16",2.1
"398","2020-03-17",2.01
"399","2020-03-18",1.27
"400","2020-03-19",3.03
"401","2020-03-20",2.74
"402","2020-03-23",2.39
"403","2020-03-24",2.44
"404","2020-03-25",2.4
"405","2020-03-26",2.6
"406","2020-03-27",2.23
"407","2020-03-30",2.08
"408","2020-03-31",2.07
"409","2020-04-01",2.01
"410","2020-04-02",1.97
"411","2020-04-03",1.67
"412","2020-04-06",1.98
"413","2020-04-07",1.99
"414","2020-04-08",2.36
"415","2020-04-09",2.55
"416","2020-04-13",2.35
"417","2020-04-14",2.31
"418","2020-04-15",2.12
"419","2020-04-16",1.98
"420","2020-04-17",2.08
"421","2020-04-20",2.11
"422","2020-04-21",2.01
"423","2020-04-22",1.95
"424","2020-04-23",2.08
"425","2020-04-24",2.15
"426","2020-04-27",2.56
"427","2020-04-28",3.31
"428","2020-04-29",3.48
"429","2020-04-30",3.2
"430","2020-05-01",2.71
"431","2020-05-04",2.73
"432","2020-05-05",2.74
"433","2020-05-06",2.5
"434","2020-05-07",2.56
"435","2020-05-08",3.1
"436","2020-05-11",3.06
"437","2020-05-12",2.66
"438","2020-05-13",2.32
"439","2020-05-14",2.36
"440","2020-05-15",2.3
"441","2020-05-18",2.59
"442","2020-05-19",2.24
"443","2020-05-20",3.09
"444","2020-05-21",2.75
"445","2020-05-22",2.61
"446","2020-05-26",2.84
"447","2020-05-27",3.08
"448","2020-05-28",3.24
"449","2020-05-29",3.21
"450","2020-06-01",3.24
"451","2020-06-02",3.19
"452","2020-06-03",3.33
"453","2020-06-04",3.42
"454","2020-06-05",3.59
"455","2020-06-08",4.37
"456","2020-06-09",4.24
"457","2020-06-10",4.47
"458","2020-06-11",3.92
"459","2020-06-12",4.03
"460","2020-06-15",4.29
"461","2020-06-16",4.2
"462","2020-06-17",3.7
"463","2020-06-18",3.68
"464","2020-06-19",3.7
"465","2020-06-22",3.62
"466","2020-06-23",3.59
"467","2020-06-24",3.26
"468","2020-06-25",3.25
"469","2020-06-26",3.15
"470","2020-06-29",3.49
"471","2020-06-30",3.5
"472","2020-07-01",3.36
"473","2020-07-02",3.53
"474","2020-07-06",3.47
"475","2020-07-07",3.49
"476","2020-07-08",3.49
"477","2020-07-09",3.54
"478","2020-07-10",3.57
"479","2020-07-13",3.51
"480","2020-07-14",3.5
"481","2020-07-15",3.71
"482","2020-07-16",3.68
"483","2020-07-17",4.22
"484","2020-07-20",4.1
"485","2020-07-21",4.12
"486","2020-07-22",4.44
"487","2020-07-23",4.24
"488","2020-07-24",4.21
"489","2020-07-27",4.42
"490","2020-07-28",4.5
"491","2020-07-29",4.73
"492","2020-07-30",4.71
"493","2020-07-31",4.68
"494","2020-08-03",4.6
"495","2020-08-04",4.62
"496","2020-08-05",4.67
"497","2020-08-06",5.1
"498","2020-08-07",5.09
"499","2020-08-10",5.48
"500","2020-08-11",5.85
"501","2020-08-12",5.82
"502","2020-08-13",5.85
"503","2020-08-14",5.66
"504","2020-08-17",5.53
"505","2020-08-18",5.86
"506","2020-08-19",5.96
"507","2020-08-20",5.82
"508","2020-08-21",5.91
"509","2020-08-24",5.84
"510","2020-08-25",6.48
"511","2020-08-26",6.6
"512","2020-08-27",6.46
"513","2020-08-28",6.38
"514","2020-08-31",6.18
"515","2020-09-01",6.13
"516","2020-09-02",6.73
"517","2020-09-03",6.36
"518","2020-09-04",6.06
"519","2020-09-08",5.97
"520","2020-09-09",5.95
"521","2020-09-10",6.32
"522","2020-09-11",6.95
"523","2020-09-14",7.1
"524","2020-09-15",7.08
"525","2020-09-16",6.51
"526","2020-09-17",6.61
"527","2020-09-18",6.5
"528","2020-09-21",6.43
"529","2020-09-22",6.47
"530","2020-09-23",6.44
"531","2020-09-24",6.35
"532","2020-09-25",6.42
"533","2020-09-28",6.7
"534","2020-09-29",6.74
"535","2020-09-30",6.9
"536","2020-10-01",6.93
"537","2020-10-02",7
"538","2020-10-05",7.12
"539","2020-10-06",6.94
"540","2020-10-07",7.21
"541","2020-10-08",7.2
"542","2020-10-09",7.25
"543","2020-10-12",7.19
"544","2020-10-13",7.5
"545","2020-10-14",7.3
"546","2020-10-15",7.1
"547","2020-10-16",7.04
"548","2020-10-19",7.21
"549","2020-10-20",7.29
"550","2020-10-21",7.05
"551","2020-10-22",7.16
"552","2020-10-23",7.13
"553","2020-10-26",6.85
"554","2020-10-27",6.91
"555","2020-10-28",6.75
"556","2020-10-29",6.87
"557","2020-10-30",6.92
"558","2020-11-02",6.92
"559","2020-11-03",7.1
"560","2020-11-04",7.25
"561","2020-11-05",6.47
"562","2020-11-06",6.61
"563","2020-11-09",6.22
"564","2020-11-10",6.72
"565","2020-11-11",6.66
"566","2020-11-12",7
"567","2020-11-13",7.05
"568","2020-11-16",7.34
"569","2020-11-17",7.59
"570","2020-11-18",7.45
"571","2020-11-19",7.31
"572","2020-11-20",7.41
"573","2020-11-23",7.35
"574","2020-11-24",7.84
"575","2020-11-25",7.63
"576","2020-11-27",7.66
