"","date","CPLG"
"142","2018-12-21",11.97
"143","2018-12-24",11.83
"144","2018-12-26",11.99
"145","2018-12-27",11.98
"146","2018-12-28",12.1
"147","2018-12-31",12.25
"148","2019-01-02",12.28
"149","2019-01-03",12.15
"150","2019-01-04",12.76
"151","2019-01-07",12.73
"152","2019-01-08",13.18
"153","2019-01-09",13.05
"154","2019-01-10",13.17
"155","2019-01-11",12.98
"156","2019-01-14",12.56
"157","2019-01-15",12.43
"158","2019-01-16",12.4
"159","2019-01-17",12.34
"160","2019-01-18",12.4
"161","2019-01-22",12.3
"162","2019-01-23",12.13
"163","2019-01-24",12.12
"164","2019-01-25",12.07
"165","2019-01-28",12.03
"166","2019-01-29",12.08
"167","2019-01-30",12.13
"168","2019-01-31",12.24
"169","2019-02-01",12.68
"170","2019-02-04",12.7
"171","2019-02-05",12.5
"172","2019-02-06",12.47
"173","2019-02-07",12.24
"174","2019-02-08",12.25
"175","2019-02-11",12.53
"176","2019-02-12",12.57
"177","2019-02-13",13.06
"178","2019-02-14",12.97
"179","2019-02-15",12.94
"180","2019-02-19",13.51
"181","2019-02-20",14.06
"182","2019-02-21",14.23
"183","2019-02-22",14.24
"184","2019-02-25",14.2
"185","2019-02-26",14.02
"186","2019-02-27",14.01
"187","2019-02-28",13.97
"188","2019-03-01",14.32
"189","2019-03-04",14.5
"190","2019-03-05",14.56
"191","2019-03-06",14.4
"192","2019-03-07",14.01
"193","2019-03-08",13.67
"194","2019-03-11",14.08
"195","2019-03-12",13.86
"196","2019-03-13",13.9
"197","2019-03-14",13.88
"198","2019-03-15",13.87
"199","2019-03-18",13.85
"200","2019-03-19",13.76
"201","2019-03-20",13.63
"202","2019-03-21",14.13
"203","2019-03-22",10.5
"204","2019-03-25",10.32
"205","2019-03-26",10.48
"206","2019-03-27",10.52
"207","2019-03-28",11
"208","2019-03-29",11.17
"209","2019-04-01",11.55
"210","2019-04-02",11.84
"211","2019-04-03",12.1
"212","2019-04-04",12.22
"213","2019-04-05",12.59
"214","2019-04-08",12.5
"215","2019-04-09",12.24
"216","2019-04-10",12.6
"217","2019-04-11",12.64
"218","2019-04-12",12.61
"219","2019-04-15",12.55
"220","2019-04-16",12.5
"221","2019-04-17",12.4
"222","2019-04-18",12.33
"223","2019-04-22",12.26
"224","2019-04-23",12.23
"225","2019-04-24",12.24
"226","2019-04-25",12.25
"227","2019-04-26",12.5
"228","2019-04-29",12.7
"229","2019-04-30",12.5
"230","2019-05-01",12.58
"231","2019-05-02",12.9
"232","2019-05-03",13.38
"233","2019-05-06",13.59
"234","2019-05-07",13.43
"235","2019-05-08",13.35
"236","2019-05-09",13.17
"237","2019-05-10",13.3
"238","2019-05-13",13.3
"239","2019-05-14",13.81
"240","2019-05-15",12.9
"241","2019-05-16",13.2
"242","2019-05-17",12.85
"243","2019-05-20",12.71
"244","2019-05-21",12.86
"245","2019-05-22",12.67
"246","2019-05-23",12.51
"247","2019-05-24",12.76
"248","2019-05-28",12.55
"249","2019-05-29",12.41
"250","2019-05-30",12.34
"251","2019-05-31",12.12
"252","2019-06-03",12.09
"253","2019-06-04",12.33
"254","2019-06-05",12.3
"255","2019-06-06",12.36
"256","2019-06-07",12.83
"257","2019-06-10",12.81
"258","2019-06-11",12.85
"259","2019-06-12",12.76
"260","2019-06-13",12.98
"261","2019-06-14",12.9
"262","2019-06-17",12.9
"263","2019-06-18",12.98
"264","2019-06-19",13.05
"265","2019-06-20",13.27
"266","2019-06-21",12.9
"267","2019-06-24",12.71
"268","2019-06-25",12.61
"269","2019-06-26",12.4
"270","2019-06-27",12.2
"271","2019-06-28",12.39
"272","2019-07-01",12.56
"273","2019-07-02",12.95
"274","2019-07-03",13
"275","2019-07-05",13
"276","2019-07-08",12.9
"277","2019-07-09",12.3
"278","2019-07-10",12.32
"279","2019-07-11",12
"280","2019-07-12",12.02
"281","2019-07-15",12.04
"282","2019-07-16",12.35
"283","2019-07-17",12.45
"284","2019-07-18",12.27
"285","2019-07-19",12.06
"286","2019-07-22",11.97
"287","2019-07-23",11.99
"288","2019-07-24",12.05
"289","2019-07-25",11.98
"290","2019-07-26",12.02
"291","2019-07-29",12
"292","2019-07-30",11.94
"293","2019-07-31",11.73
"294","2019-08-01",11.46
"295","2019-08-02",11.41
"296","2019-08-05",11.03
"297","2019-08-06",11.03
"298","2019-08-07",10.91
"299","2019-08-08",11.02
"300","2019-08-09",10.94
"301","2019-08-12",10.86
"302","2019-08-13",10.9
"303","2019-08-14",9.1
"304","2019-08-15",8.92
"305","2019-08-16",9.42
"306","2019-08-19",9.24
"307","2019-08-20",8.95
"308","2019-08-21",8.96
"309","2019-08-22",8.88
"310","2019-08-23",8.83
"311","2019-08-26",8.85
"312","2019-08-27",8.73
"313","2019-08-28",8.99
"314","2019-08-29",9.07
"315","2019-08-30",9.1
"316","2019-09-03",9.19
"317","2019-09-04",9.21
"318","2019-09-05",9.56
"319","2019-09-06",9.75
"320","2019-09-09",10.25
"321","2019-09-10",10.31
"322","2019-09-11",10.65
"323","2019-09-12",10.53
"324","2019-09-13",10.73
"325","2019-09-16",10.79
"326","2019-09-17",10.66
"327","2019-09-18",10.38
"328","2019-09-19",10.34
"329","2019-09-20",10.49
"330","2019-09-23",10.56
"331","2019-09-24",10.47
"332","2019-09-25",10.36
"333","2019-09-26",10.29
"334","2019-09-27",10.13
"335","2019-09-30",10.11
"336","2019-10-01",10.11
"337","2019-10-02",10.03
"338","2019-10-03",9.94
"339","2019-10-04",9.95
"340","2019-10-07",9.92
"341","2019-10-08",9.65
"342","2019-10-09",9.74
"343","2019-10-10",9.72
"344","2019-10-11",9.79
"345","2019-10-14",9.78
"346","2019-10-15",9.78
"347","2019-10-16",9.69
"348","2019-10-17",9.72
"349","2019-10-18",9.69
"350","2019-10-21",9.82
"351","2019-10-22",9.96
"352","2019-10-23",10
"353","2019-10-24",10
"354","2019-10-25",9.89
"355","2019-10-28",9.91
"356","2019-10-29",9.81
"357","2019-10-30",9.85
"358","2019-10-31",9.85
"359","2019-11-01",10.13
"360","2019-11-04",10.27
"361","2019-11-05",10.39
"362","2019-11-06",10.23
"363","2019-11-07",9.83
"364","2019-11-08",9.8
"365","2019-11-11",9.89
"366","2019-11-12",9.8
"367","2019-11-13",9.84
"368","2019-11-14",10.39
"369","2019-11-15",10.32
"370","2019-11-18",10.04
"371","2019-11-19",10
"372","2019-11-20",9.87
"373","2019-11-21",9.95
"374","2019-11-22",10.01
"375","2019-11-25",10.1
"376","2019-11-26",10.03
"377","2019-11-27",10.15
"378","2019-11-29",10.11
"379","2019-12-02",9.94
"380","2019-12-03",9.93
"381","2019-12-04",9.95
"382","2019-12-05",10.02
"383","2019-12-06",10.15
"384","2019-12-09",10.2
"385","2019-12-10",10.03
"386","2019-12-11",9.98
"387","2019-12-12",10.31
"388","2019-12-13",10.31
"389","2019-12-16",10.88
"390","2019-12-17",10.86
"391","2019-12-18",10.73
"392","2019-12-19",10.5
"393","2019-12-20",10.63
"394","2019-12-23",10.6
"395","2019-12-24",10.61
"396","2019-12-26",10.71
"397","2019-12-27",10.52
"398","2019-12-30",10.56
"399","2019-12-31",10.68
"400","2020-01-02",10.64
"401","2020-01-03",10.55
"402","2020-01-06",10.39
"403","2020-01-07",9.94
"404","2020-01-08",10.04
"405","2020-01-09",9.91
"406","2020-01-10",9.87
"407","2020-01-13",9.91
"408","2020-01-14",9.95
"409","2020-01-15",10.25
"410","2020-01-16",10.27
"411","2020-01-17",10.56
"412","2020-01-21",10.33
"413","2020-01-22",10.15
"414","2020-01-23",9.95
"415","2020-01-24",9.48
"416","2020-01-27",9.11
"417","2020-01-28",9.36
"418","2020-01-29",9.29
"419","2020-01-30",9.32
"420","2020-01-31",9.15
"421","2020-02-03",9.3
"422","2020-02-04",9.55
"423","2020-02-05",9.89
"424","2020-02-06",9.84
"425","2020-02-07",9.64
"426","2020-02-10",9.71
"427","2020-02-11",9.75
"428","2020-02-12",9.93
"429","2020-02-13",9.97
"430","2020-02-14",9.73
"431","2020-02-18",9.65
"432","2020-02-19",9.33
"433","2020-02-20",9.55
"434","2020-02-21",9.39
"435","2020-02-24",8.92
"436","2020-02-25",8.58
"437","2020-02-26",8.6
"438","2020-02-27",8.4
"439","2020-02-28",7.96
"440","2020-03-02",7.79
"441","2020-03-03",7.24
"442","2020-03-04",7.29
"443","2020-03-05",6.87
"444","2020-03-06",6.7
"445","2020-03-09",5.58
"446","2020-03-10",5.76
"447","2020-03-11",5.31
"448","2020-03-12",3.4
"449","2020-03-13",4.49
"450","2020-03-16",3.96
"451","2020-03-17",3.76
"452","2020-03-18",2.39
"453","2020-03-19",2.85
"454","2020-03-20",3.56
"455","2020-03-23",3.25
"456","2020-03-24",3.52
"457","2020-03-25",3.82
"458","2020-03-26",4.47
"459","2020-03-27",4.32
"460","2020-03-30",3.7
"461","2020-03-31",3.92
"462","2020-04-01",3.51
"463","2020-04-02",3.54
"464","2020-04-03",3.23
"465","2020-04-06",3.4
"466","2020-04-07",3.14
"467","2020-04-08",3.42
"468","2020-04-09",3.82
"469","2020-04-13",3.66
"470","2020-04-14",3.77
"471","2020-04-15",3.57
"472","2020-04-16",3.47
"473","2020-04-17",3.2
"474","2020-04-20",3.18
"475","2020-04-21",3.13
"476","2020-04-22",3.15
"477","2020-04-23",3.19
"478","2020-04-24",3.34
"479","2020-04-27",3.81
"480","2020-04-28",4.3
"481","2020-04-29",5.16
"482","2020-04-30",4.35
"483","2020-05-01",4.06
"484","2020-05-04",3.88
"485","2020-05-05",3.51
"486","2020-05-06",3.37
"487","2020-05-07",3.71
"488","2020-05-08",4.4
"489","2020-05-11",3.94
"490","2020-05-12",3.65
"491","2020-05-13",3.18
"492","2020-05-14",3.29
"493","2020-05-15",3.2
"494","2020-05-18",3.83
"495","2020-05-19",3.75
"496","2020-05-20",4.18
"497","2020-05-21",3.81
"498","2020-05-22",3.69
"499","2020-05-26",4.17
"500","2020-05-27",4.72
"501","2020-05-28",4.33
"502","2020-05-29",3.96
"503","2020-06-01",4.26
"504","2020-06-02",4.38
"505","2020-06-03",4.69
"506","2020-06-04",4.82
"507","2020-06-05",4.89
"508","2020-06-08",5.36
"509","2020-06-09",4.91
"510","2020-06-10",4.61
"511","2020-06-11",4.05
"512","2020-06-12",4.09
"513","2020-06-15",4.03
"514","2020-06-16",4.09
"515","2020-06-17",3.94
"516","2020-06-18",4
"517","2020-06-19",4.04
"518","2020-06-22",3.89
"519","2020-06-23",3.99
"520","2020-06-24",3.83
"521","2020-06-25",3.89
"522","2020-06-26",3.91
"523","2020-06-29",4.27
"524","2020-06-30",4.21
"525","2020-07-01",4.36
"526","2020-07-02",4.34
"527","2020-07-06",4.27
"528","2020-07-07",4.12
"529","2020-07-08",4.14
"530","2020-07-09",4.29
"531","2020-07-10",4.51
"532","2020-07-13",4.7
"533","2020-07-14",4.92
"534","2020-07-15",5.19
"535","2020-07-16",5.2
"536","2020-07-17",5.04
"537","2020-07-20",4.76
"538","2020-07-21",5.06
"539","2020-07-22",5.15
"540","2020-07-23",5.1
"541","2020-07-24",4.91
"542","2020-07-27",4.96
"543","2020-07-28",5.26
"544","2020-07-29",5.77
"545","2020-07-30",5.58
"546","2020-07-31",5.59
"547","2020-08-03",5.2
"548","2020-08-04",5.26
"549","2020-08-05",5.47
"550","2020-08-06",5.55
"551","2020-08-07",5.76
"552","2020-08-10",5.86
"553","2020-08-11",6.17
"554","2020-08-12",6.09
"555","2020-08-13",6.13
"556","2020-08-14",6.06
"557","2020-08-17",5.82
"558","2020-08-18",5.54
"559","2020-08-19",5.66
"560","2020-08-20",5.56
"561","2020-08-21",5.29
"562","2020-08-24",5.66
"563","2020-08-25",5.67
"564","2020-08-26",5.28
"565","2020-08-27",5.28
"566","2020-08-28",5.62
"567","2020-08-31",5.68
"568","2020-09-01",5.75
"569","2020-09-02",5.61
"570","2020-09-03",5.6
"571","2020-09-04",5.78
"572","2020-09-08",5.57
"573","2020-09-09",5.71
"574","2020-09-10",5.56
"575","2020-09-11",5.27
"576","2020-09-14",5.42
"577","2020-09-15",5.4
"578","2020-09-16",5.54
"579","2020-09-17",5.37
"580","2020-09-18",5.63
"581","2020-09-21",5.04
"582","2020-09-22",4.89
"583","2020-09-23",4.75
"584","2020-09-24",4.91
"585","2020-09-25",5.02
"586","2020-09-28",5.41
"587","2020-09-29",5.27
"588","2020-09-30",5.45
"589","2020-10-01",5.55
"590","2020-10-02",5.69
"591","2020-10-05",5.56
"592","2020-10-06",5.58
"593","2020-10-07",5.71
"594","2020-10-08",5.73
"595","2020-10-09",5.61
"596","2020-10-12",5.59
"597","2020-10-13",5.39
"598","2020-10-14",5.31
"599","2020-10-15",5.42
"600","2020-10-16",5.43
"601","2020-10-19",5.29
"602","2020-10-20",5.42
"603","2020-10-21",5.43
"604","2020-10-22",5.56
"605","2020-10-23",5.68
"606","2020-10-26",5.53
"607","2020-10-27",5.26
"608","2020-10-28",4.92
"609","2020-10-29",5.07
"610","2020-10-30",4.78
"611","2020-11-02",4.94
"612","2020-11-03",5.22
"613","2020-11-04",4.91
"614","2020-11-05",5.09
"615","2020-11-06",5.12
"616","2020-11-09",6.03
"617","2020-11-10",6.03
"618","2020-11-11",5.66
"619","2020-11-12",5.44
"620","2020-11-13",5.77
"621","2020-11-16",6.24
"622","2020-11-17",6.44
"623","2020-11-18",6.28
"624","2020-11-19",6.52
"625","2020-11-20",6.57
"626","2020-11-23",6.7
"627","2020-11-24",7.06
"628","2020-11-25",6.95
"629","2020-11-27",6.76
