"","date","CRTX"
"145","2019-12-03",28.34
"146","2019-12-04",31.870001
"147","2019-12-05",34.299999
"148","2019-12-06",28.309999
"149","2019-12-09",31.91
"150","2019-12-10",32.669998
"151","2019-12-11",33.360001
"152","2019-12-12",35.18
"153","2019-12-13",39.049999
"154","2019-12-16",40.689999
"155","2019-12-17",42.240002
"156","2019-12-18",43.560001
"157","2019-12-19",47.369999
"158","2019-12-20",66.080002
"159","2019-12-23",68.910004
"160","2019-12-24",64.5
"161","2019-12-26",61.240002
"162","2019-12-27",60.009998
"163","2019-12-30",56.130001
"164","2019-12-31",56.139999
"165","2020-01-02",53.25
"166","2020-01-03",48.5
"167","2020-01-06",43.880001
"168","2020-01-07",42.650002
"169","2020-01-08",43.139999
"170","2020-01-09",47.900002
"171","2020-01-10",48.84
"172","2020-01-13",49.16
"173","2020-01-14",51.41
"174","2020-01-15",58.84
"175","2020-01-16",62.619999
"176","2020-01-17",58.639999
"177","2020-01-21",58.32
"178","2020-01-22",56.75
"179","2020-01-23",58.880001
"180","2020-01-24",57
"181","2020-01-27",54.599998
"182","2020-01-28",55
"183","2020-01-29",51.91
"184","2020-01-30",51.830002
"185","2020-01-31",46.990002
"186","2020-02-03",48.060001
"187","2020-02-04",46.259998
"188","2020-02-05",45.639999
"189","2020-02-06",54.849998
"190","2020-02-07",50.98
"191","2020-02-10",52.150002
"192","2020-02-11",53.59
"193","2020-02-12",61.07
"194","2020-02-13",64.099998
"195","2020-02-14",72.510002
"196","2020-02-18",70.879997
"197","2020-02-19",58.970001
"198","2020-02-20",60.150002
"199","2020-02-21",60.080002
"200","2020-02-24",55.639999
"201","2020-02-25",54.380001
"202","2020-02-26",52.41
"203","2020-02-27",50.66
"204","2020-02-28",50.25
"205","2020-03-02",49.099998
"206","2020-03-03",45.25
"207","2020-03-04",46.139999
"208","2020-03-05",43.5
"209","2020-03-06",40.810001
"210","2020-03-09",38.16
"211","2020-03-10",39.950001
"212","2020-03-11",37.02
"213","2020-03-12",29.01
"214","2020-03-13",33.740002
"215","2020-03-16",30.74
"216","2020-03-17",36.049999
"217","2020-03-18",37.509998
"218","2020-03-19",40.869999
"219","2020-03-20",41.040001
"220","2020-03-23",39.02
"221","2020-03-24",44.16
"222","2020-03-25",43.52
"223","2020-03-26",45.990002
"224","2020-03-27",44.080002
"225","2020-03-30",45.790001
"226","2020-03-31",45.610001
"227","2020-04-01",43.540001
"228","2020-04-02",37.259998
"229","2020-04-03",34.93
"230","2020-04-06",38.799999
"231","2020-04-07",36.240002
"232","2020-04-08",40.549999
"233","2020-04-09",40.279999
"234","2020-04-13",40.900002
"235","2020-04-14",43.09
"236","2020-04-15",41.25
"237","2020-04-16",39.439999
"238","2020-04-17",41.599998
"239","2020-04-20",42.080002
"240","2020-04-21",41.720001
"241","2020-04-22",44.82
"242","2020-04-23",44.23
"243","2020-04-24",44.790001
"244","2020-04-27",46.299999
"245","2020-04-28",45.549999
"246","2020-04-29",46.040001
"247","2020-04-30",45.619999
"248","2020-05-01",44.48
"249","2020-05-04",45.27
"250","2020-05-05",46.110001
"251","2020-05-06",45.75
"252","2020-05-07",47.150002
"253","2020-05-08",46.049999
"254","2020-05-11",46.060001
"255","2020-05-12",45.779999
"256","2020-05-13",45.040001
"257","2020-05-14",45.880001
"258","2020-05-15",55.009998
"259","2020-05-18",57.75
"260","2020-05-19",56.09
"261","2020-05-20",56.59
"262","2020-05-21",56.48
"263","2020-05-22",55.080002
"264","2020-05-26",47.599998
"265","2020-05-27",47.240002
"266","2020-05-28",43.509998
"267","2020-05-29",46.09
"268","2020-06-01",44.439999
"269","2020-06-02",44.23
"270","2020-06-03",42.18
"271","2020-06-04",44.099998
"272","2020-06-05",41.470001
"273","2020-06-08",41.73
"274","2020-06-09",46.369999
"275","2020-06-10",45.23
"276","2020-06-11",44.919998
"277","2020-06-12",44.970001
"278","2020-06-15",46.98
"279","2020-06-16",51.389999
"280","2020-06-17",50.59
"281","2020-06-18",51.380001
"282","2020-06-19",51.150002
"283","2020-06-22",50.75
"284","2020-06-23",49.259998
"285","2020-06-24",48
"286","2020-06-25",50.5
"287","2020-06-26",47.150002
"288","2020-06-29",45
"289","2020-06-30",46.299999
"290","2020-07-01",47.509998
"291","2020-07-02",45.889999
"292","2020-07-06",46.709999
"293","2020-07-07",46.240002
"294","2020-07-08",47.23
"295","2020-07-09",45.799999
"296","2020-07-10",45.75
"297","2020-07-13",41.48
"298","2020-07-14",44.279999
"299","2020-07-15",45.169998
"300","2020-07-16",43.189999
"301","2020-07-17",44.360001
"302","2020-07-20",44.389999
"303","2020-07-21",44.110001
"304","2020-07-22",44.200001
"305","2020-07-23",43.189999
"306","2020-07-24",42.720001
"307","2020-07-27",42.580002
"308","2020-07-28",41.389999
"309","2020-07-29",41.049999
"310","2020-07-30",40.259998
"311","2020-07-31",39.849998
"312","2020-08-03",41.049999
"313","2020-08-04",40.84
"314","2020-08-05",41.740002
"315","2020-08-06",41.98
"316","2020-08-07",44.130001
"317","2020-08-10",44.389999
"318","2020-08-11",43.82
"319","2020-08-12",44
"320","2020-08-13",45.119999
"321","2020-08-14",44.560001
"322","2020-08-17",45.150002
"323","2020-08-18",44.360001
"324","2020-08-19",43.66
"325","2020-08-20",42.970001
"326","2020-08-21",42
"327","2020-08-24",42.110001
"328","2020-08-25",42.849998
"329","2020-08-26",42.360001
"330","2020-08-27",43.889999
"331","2020-08-28",43.650002
"332","2020-08-31",43.970001
"333","2020-09-01",43.990002
"334","2020-09-02",45.25
"335","2020-09-03",43.849998
"336","2020-09-04",43.450001
"337","2020-09-08",44.459999
"338","2020-09-09",47.25
"339","2020-09-10",48.380001
"340","2020-09-11",47.580002
"341","2020-09-14",53.349998
"342","2020-09-15",52.360001
"343","2020-09-16",53.419998
"344","2020-09-17",55.599998
"345","2020-09-18",57.299999
"346","2020-09-21",52.740002
"347","2020-09-22",50
"348","2020-09-23",48.310001
"349","2020-09-24",48.189999
"350","2020-09-25",48.84
"351","2020-09-28",49.73
"352","2020-09-29",50.32
"353","2020-09-30",50
"354","2020-10-01",51.41
"355","2020-10-02",49.470001
"356","2020-10-05",51.169998
"357","2020-10-06",50.150002
"358","2020-10-07",51.299999
"359","2020-10-08",50.790001
"360","2020-10-09",50.98
"361","2020-10-12",50.970001
"362","2020-10-13",51.5
"363","2020-10-14",48.91
"364","2020-10-15",46.709999
"365","2020-10-16",49.470001
"366","2020-10-19",50.599998
"367","2020-10-20",50.389999
"368","2020-10-21",48.279999
"369","2020-10-22",48.830002
"370","2020-10-23",49.790001
"371","2020-10-26",49.330002
"372","2020-10-27",50.700001
"373","2020-10-28",49.669998
"374","2020-10-29",50.150002
"375","2020-10-30",47.869999
"376","2020-11-02",44.279999
"377","2020-11-03",44.75
"378","2020-11-04",46.549999
"379","2020-11-05",49.200001
"380","2020-11-06",48.029999
"381","2020-11-09",46.23
"382","2020-11-10",46.560001
"383","2020-11-11",48.07
"384","2020-11-12",47.470001
"385","2020-11-13",48.220001
"386","2020-11-16",51.41
"387","2020-11-17",51.5
"388","2020-11-18",51.919998
"389","2020-11-19",55.360001
"390","2020-11-20",56.93
"391","2020-11-23",54.18
"392","2020-11-24",50.75
"393","2020-11-25",48.610001
"394","2020-11-27",49.419998
