"","date","PSTL"
"290","2020-07-08",14.88
"291","2020-07-09",14.65
"292","2020-07-10",15.13
"293","2020-07-13",15.75
"294","2020-07-14",14.506
"295","2020-07-15",13.41
"296","2020-07-16",13
"297","2020-07-17",13.4
"298","2020-07-20",14.22
"299","2020-07-21",14.18
"300","2020-07-22",14.28
"301","2020-07-23",14.47
"302","2020-07-24",14.09
"303","2020-07-27",14.05
"304","2020-07-28",14.3
"305","2020-07-29",14.5
"306","2020-07-30",14.7
"307","2020-07-31",14.72
"308","2020-08-03",14.85
"309","2020-08-04",14.82
"310","2020-08-05",14.81
"311","2020-08-06",15
"312","2020-08-07",15.01
"313","2020-08-10",15.12
"314","2020-08-11",15.3
"315","2020-08-12",15.09
"316","2020-08-13",14.92
"317","2020-08-14",15.42
"318","2020-08-17",14.61
"319","2020-08-18",14.93
"320","2020-08-19",14.85
"321","2020-08-20",15.7
"322","2020-08-21",15.07
"323","2020-08-24",15.06
"324","2020-08-25",15.33
"325","2020-08-26",15.17
"326","2020-08-27",15.29
"327","2020-08-28",15.08
"328","2020-08-31",15.2
"329","2020-09-01",14.95
"330","2020-09-02",14.95
"331","2020-09-03",14.82
"332","2020-09-04",14.82
"333","2020-09-08",14.79
"334","2020-09-09",14.77
"335","2020-09-10",14.51
"336","2020-09-11",14.64
"337","2020-09-14",15.53
"338","2020-09-15",15.27
"339","2020-09-16",15.11
"340","2020-09-17",14.87
"341","2020-09-18",14.65
"342","2020-09-21",14.05
"343","2020-09-22",14.09
"344","2020-09-23",14
"345","2020-09-24",14.13
"346","2020-09-25",14.48
"347","2020-09-28",14.57
"348","2020-09-29",14.6
"349","2020-09-30",15.14
"350","2020-10-01",15.25
"351","2020-10-02",15.4
"352","2020-10-05",15.37
"353","2020-10-06",15.2
"354","2020-10-07",15.19
"355","2020-10-08",15.17
"356","2020-10-09",15.04
"357","2020-10-12",15.16
"358","2020-10-13",15.05
"359","2020-10-14",15.15
"360","2020-10-15",14.84
"361","2020-10-16",14.89
"362","2020-10-19",14.62
"363","2020-10-20",14.78
"364","2020-10-21",14.79
"365","2020-10-22",14.68
"366","2020-10-23",14.97
"367","2020-10-26",14.96
"368","2020-10-27",14.5
"369","2020-10-28",14.25
"370","2020-10-29",14.18
"371","2020-10-30",13.88
"372","2020-11-02",14.15
"373","2020-11-03",14.24
"374","2020-11-04",14.02
"375","2020-11-05",14.3
"376","2020-11-06",14.39
"377","2020-11-09",14.61
"378","2020-11-10",14.7
"379","2020-11-11",15.21
"380","2020-11-12",15.32
"381","2020-11-13",15.39
"382","2020-11-16",15.83
"383","2020-11-17",16.059999
"384","2020-11-18",16.01
"385","2020-11-19",16.09
"386","2020-11-20",16.309999
"387","2020-11-23",16.16
"388","2020-11-24",16.290001
"389","2020-11-25",16.07
"390","2020-11-27",16.280001
