"","date","PXS"
"1002","2019-10-28",1.57
"1003","2019-10-29",1.56
"1004","2019-10-30",1.5
"1005","2019-10-31",1.493
"1006","2019-11-01",1.492
"1007","2019-11-04",1.54
"1008","2019-11-05",1.492
"1009","2019-11-06",1.29
"1010","2019-11-07",1.16
"1011","2019-11-08",1.21
"1012","2019-11-11",1.099
"1013","2019-11-12",1.095
"1014","2019-11-13",1.01
"1015","2019-11-14",1.13
"1016","2019-11-15",1.19
"1017","2019-11-18",1.126
"1018","2019-11-19",1.08
"1019","2019-11-20",1.14
"1020","2019-11-21",1.125
"1021","2019-11-22",1.107
"1022","2019-11-25",1.1
"1023","2019-11-26",1.11
"1024","2019-11-27",1.117
"1025","2019-11-29",1.16
"1026","2019-12-02",1.13
"1027","2019-12-03",1.16
"1028","2019-12-04",1.126
"1029","2019-12-05",1.122
"1030","2019-12-06",1.13
"1031","2019-12-09",1.13
"1032","2019-12-10",1.14
"1033","2019-12-11",1.14
"1034","2019-12-12",1.17
"1035","2019-12-13",1.176
"1036","2019-12-16",1.11
"1037","2019-12-17",1.12
"1038","2019-12-18",1.117
"1039","2019-12-19",1.11
"1040","2019-12-20",1.115
"1041","2019-12-23",1.12
"1042","2019-12-24",1.13
"1043","2019-12-26",1.16
"1044","2019-12-27",1.119
"1045","2019-12-30",1.1
"1046","2019-12-31",1.132
"1047","2020-01-02",1.14
"1048","2020-01-03",1.17
"1049","2020-01-06",1.18
"1050","2020-01-07",1.17
"1051","2020-01-08",1.15
"1052","2020-01-09",1.135
"1053","2020-01-10",1.11
"1054","2020-01-13",1.09
"1055","2020-01-14",1.085
"1056","2020-01-15",1.08
"1057","2020-01-16",1.076
"1058","2020-01-17",1.085
"1059","2020-01-21",1.1
"1060","2020-01-22",1.08
"1061","2020-01-23",1.08
"1062","2020-01-24",1.041
"1063","2020-01-27",1.03
"1064","2020-01-28",1.02
"1065","2020-01-29",1.04
"1066","2020-01-30",1.01
"1067","2020-01-31",1.016
"1068","2020-02-03",1.015
"1069","2020-02-04",1.025
"1070","2020-02-05",1.064
"1071","2020-02-06",1.03
"1072","2020-02-07",1.05
"1073","2020-02-10",1.025
"1074","2020-02-11",1.027
"1075","2020-02-12",1.067
"1076","2020-02-13",1.05
"1077","2020-02-14",1.058
"1078","2020-02-18",1.05
"1079","2020-02-19",1.023
"1080","2020-02-20",1.01
"1081","2020-02-21",1.01
"1082","2020-02-24",0.962
"1083","2020-02-25",0.965
"1084","2020-02-26",0.975
"1085","2020-02-27",0.915
"1086","2020-02-28",0.95
"1087","2020-03-02",0.95
"1088","2020-03-03",0.955
"1089","2020-03-04",1.01
"1090","2020-03-05",0.945
"1091","2020-03-06",0.95
"1092","2020-03-09",0.85
"1093","2020-03-10",0.91
"1094","2020-03-11",0.885
"1095","2020-03-12",0.75
"1096","2020-03-13",0.818
"1097","2020-03-16",0.78
"1098","2020-03-17",0.802
"1099","2020-03-18",0.755
"1100","2020-03-19",0.77
"1101","2020-03-20",0.73
"1102","2020-03-23",0.689
"1103","2020-03-24",0.647
"1104","2020-03-25",0.699
"1105","2020-03-26",0.729
"1106","2020-03-27",0.794
"1107","2020-03-30",0.81
"1108","2020-03-31",0.758
"1109","2020-04-01",0.722
"1110","2020-04-02",0.66
"1111","2020-04-03",0.667
"1112","2020-04-06",0.73
"1113","2020-04-07",0.73
"1114","2020-04-08",0.76
"1115","2020-04-09",0.798
"1116","2020-04-13",0.81
"1117","2020-04-14",0.78
"1118","2020-04-15",0.81
"1119","2020-04-16",0.818
"1120","2020-04-17",0.802
"1121","2020-04-20",0.88
"1122","2020-04-21",1.12
"1123","2020-04-22",0.94
"1124","2020-04-23",0.951
"1125","2020-04-24",0.925
"1126","2020-04-27",1.1
"1127","2020-04-28",1.12
"1128","2020-04-29",1.11
"1129","2020-04-30",1.1
"1130","2020-05-01",1.1
"1131","2020-05-04",1.19
"1132","2020-05-05",1.098
"1133","2020-05-06",1.1
"1134","2020-05-07",1.11
"1135","2020-05-08",1.09
"1136","2020-05-11",1.08
"1137","2020-05-12",1.07
"1138","2020-05-13",1.04
"1139","2020-05-14",1.01
"1140","2020-05-15",0.96
"1141","2020-05-18",0.978
"1142","2020-05-19",0.969
"1143","2020-05-20",0.96
"1144","2020-05-21",0.97
"1145","2020-05-22",0.94
"1146","2020-05-26",0.93
"1147","2020-05-27",0.941
"1148","2020-05-28",0.96
"1149","2020-05-29",0.947
"1150","2020-06-01",0.945
"1151","2020-06-02",0.995
"1152","2020-06-03",0.94
"1153","2020-06-04",0.92
"1154","2020-06-05",0.93
"1155","2020-06-08",0.935
"1156","2020-06-09",0.89
"1157","2020-06-10",0.86
"1158","2020-06-11",0.83
"1159","2020-06-12",0.885
"1160","2020-06-15",0.844
"1161","2020-06-16",0.84
"1162","2020-06-17",0.84
"1163","2020-06-18",0.874
"1164","2020-06-19",0.81
"1165","2020-06-22",0.785
"1166","2020-06-23",0.813
"1167","2020-06-24",0.806
"1168","2020-06-25",0.795
"1169","2020-06-26",0.77
"1170","2020-06-29",0.782
"1171","2020-06-30",0.76
"1172","2020-07-01",0.766
"1173","2020-07-02",0.79
"1174","2020-07-06",0.792
"1175","2020-07-07",0.785
"1176","2020-07-08",0.751
"1177","2020-07-09",0.75
"1178","2020-07-10",0.81
"1179","2020-07-13",0.774
"1180","2020-07-14",0.78
"1181","2020-07-15",0.79
"1182","2020-07-16",0.77
"1183","2020-07-17",0.764
"1184","2020-07-20",0.785
"1185","2020-07-21",0.81
"1186","2020-07-22",0.792
"1187","2020-07-23",0.791
"1188","2020-07-24",0.775
"1189","2020-07-27",0.785
"1190","2020-07-28",0.792
"1191","2020-07-29",0.8
"1192","2020-07-30",0.825
"1193","2020-07-31",0.826
"1194","2020-08-03",0.851
"1195","2020-08-04",0.871
"1196","2020-08-05",0.873
"1197","2020-08-06",0.86
"1198","2020-08-07",0.87
"1199","2020-08-10",0.855
"1200","2020-08-11",0.814
"1201","2020-08-12",0.804
"1202","2020-08-13",0.82
"1203","2020-08-14",0.814
"1204","2020-08-17",0.798
"1205","2020-08-18",0.782
"1206","2020-08-19",0.77
"1207","2020-08-20",0.828
"1208","2020-08-21",0.78
"1209","2020-08-24",0.79
"1210","2020-08-25",0.8
"1211","2020-08-26",0.81
"1212","2020-08-27",0.8
"1213","2020-08-28",0.82
"1214","2020-08-31",0.85
"1215","2020-09-01",0.785
"1216","2020-09-02",0.82
"1217","2020-09-03",0.81
"1218","2020-09-04",0.78
"1219","2020-09-08",0.792
"1220","2020-09-09",0.792
"1221","2020-09-10",0.78
"1222","2020-09-11",0.785
"1223","2020-09-14",0.795
"1224","2020-09-15",0.82
"1225","2020-09-16",0.83
"1226","2020-09-17",0.818
"1227","2020-09-18",0.81
"1228","2020-09-21",0.8
"1229","2020-09-22",0.813
"1230","2020-09-23",0.77
"1231","2020-09-24",0.789
"1232","2020-09-25",0.766
"1233","2020-09-28",0.795
"1234","2020-09-29",0.816
"1235","2020-09-30",0.79
"1236","2020-10-01",0.85
"1237","2020-10-02",0.818
"1238","2020-10-05",0.89
"1239","2020-10-06",0.901
"1240","2020-10-07",0.91
"1241","2020-10-08",0.94
"1242","2020-10-09",0.943
"1243","2020-10-12",1.04
"1244","2020-10-13",1.03
"1245","2020-10-14",1.02
"1246","2020-10-15",0.97
"1247","2020-10-16",0.94
"1248","2020-10-19",0.928
"1249","2020-10-20",0.898
"1250","2020-10-21",0.92
"1251","2020-10-22",0.94
"1252","2020-10-23",0.939
"1253","2020-10-26",0.882
"1254","2020-10-27",0.852
"1255","2020-10-28",0.941
"1256","2020-10-29",0.874
"1257","2020-10-30",0.895
"1258","2020-11-02",0.85
"1259","2020-11-03",0.895
"1260","2020-11-04",0.858
"1261","2020-11-05",0.85
"1262","2020-11-06",0.836
"1263","2020-11-09",0.838
"1264","2020-11-10",0.87
"1265","2020-11-11",0.839
"1266","2020-11-12",1.18
"1267","2020-11-13",1.18
"1268","2020-11-16",0.889
"1269","2020-11-17",0.889
"1270","2020-11-18",0.85
"1271","2020-11-19",0.86
"1272","2020-11-20",0.86
"1273","2020-11-23",0.925
"1274","2020-11-24",0.9
"1275","2020-11-25",0.899
"1276","2020-11-27",0.882
